unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location
58907470,2023-09-24T00:42:52.000,2023-09-24T01:48:55.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10454,225 WILLIS AVENUE,WILLIS AVENUE,EAST  137 STREET,EAST  138 STREET,EAST  137 STREET,EAST  138 STREET,ADDRESS,BRONX,WILLIS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T01:48:57.000,01 BRONX,2022980040,BRONX,1005484,233865,MOBILE,Unspecified,BRONX,40.80855572705294,-73.9232956888452,"{'latitude': '40.80855572705294', 'longitude': '-73.9232956888452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908920,2023-09-24T00:42:23.000,2023-09-24T01:27:40.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11354,153 STREET,153 STREET,153 STREET,NORTHERN BOULEVARD,153 STREET,NORTHERN BOULEVARD,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T01:27:42.000,07 QUEENS,,QUEENS,1036340,217995,PHONE,Unspecified,QUEENS,40.76486887908779,-73.81195680025279,"{'latitude': '40.76486887908779', 'longitude': '-73.81195680025279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58907453,2023-09-24T00:42:20.000,2023-09-24T01:10:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11232,225 24 STREET,24 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,24 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:11:06.000,07 BROOKLYN,3006480048,BROOKLYN,984770,180265,ONLINE,Unspecified,BROOKLYN,40.66146248231622,-73.99812572838084,"{'latitude': '40.66146248231622', 'longitude': '-73.99812572838084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908358,2023-09-24T00:42:16.000,2023-09-24T00:47:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11434,115-33 MARSDEN STREET,MARSDEN STREET,115 AVENUE,116 AVENUE,115 AVENUE,116 AVENUE,ADDRESS,JAMAICA,MARSDEN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T00:47:32.000,12 QUEENS,4123360024,QUEENS,1044340,189613,PHONE,Unspecified,QUEENS,40.68691667593383,-73.7833305982895,"{'latitude': '40.68691667593383', 'longitude': '-73.7833305982895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906802,2023-09-24T00:42:01.000,2023-09-24T00:58:21.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10040,141 NAGLE AVENUE,NAGLE AVENUE,ARDEN STREET,THAYER STREET,ARDEN STREET,THAYER STREET,ADDRESS,NEW YORK,NAGLE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T00:58:25.000,12 MANHATTAN,1021730025,MANHATTAN,1004643,252983,MOBILE,Unspecified,MANHATTAN,40.86103107825989,-73.92627553723854,"{'latitude': '40.86103107825989', 'longitude': '-73.92627553723854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909326,2023-09-24T00:41:25.000,2023-09-24T02:56:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10454,574 EAST  140 STREET,EAST  140 STREET,ST ANNS AVENUE,CYPRESS AVENUE,ST ANNS AVENUE,CYPRESS AVENUE,ADDRESS,BRONX,EAST  140 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T02:56:42.000,01 BRONX,2025520021,BRONX,1007485,233630,ONLINE,Unspecified,BRONX,40.80790568154179,-73.91606822508496,"{'latitude': '40.80790568154179', 'longitude': '-73.91606822508496', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58911559,2023-09-24T00:41:00.000,2023-09-25T16:08:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10028,400 EAST   85 STREET,EAST   85 STREET,1 AVE,YORK AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-25T16:08:00.000,08 MANHATTAN,1015640047,MANHATTAN,998148,222058,PHONE,Unspecified,MANHATTAN,40.77616328852352,-73.94982019993242,"{'latitude': '40.77616328852352', 'longitude': '-73.94982019993242', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,
58912877,2023-09-24T00:40:58.000,2023-09-25T14:41:11.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11220,430 61 STREET,61 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-25T00:00:00.000,07 BROOKLYN,3057910021,BROOKLYN,979210,172348,MOBILE,Unspecified,BROOKLYN,40.63973061905817,-74.01816010111662,"{'latitude': '40.63973061905817', 'longitude': '-74.01816010111662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906882,2023-09-24T00:40:34.000,2023-09-24T00:56:00.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10029,169 EAST  106 STREET,EAST  106 STREET,LEXINGTON AVENUE,3 AVENUE,LEXINGTON AVENUE,3 AVENUE,ADDRESS,NEW YORK,EAST  106 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T00:56:07.000,11 MANHATTAN,1016340132,MANHATTAN,999338,227804,ONLINE,Unspecified,MANHATTAN,40.791932574611344,-73.94551070914058,"{'latitude': '40.791932574611344', 'longitude': '-73.94551070914058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906147,2023-09-24T00:40:30.000,2023-09-24T02:05:30.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11201,7 EVERIT STREET,EVERIT STREET,OLD FULTON STREET,COLUMBIA HEIGHTS,OLD FULTON STREET,COLUMBIA HEIGHTS,ADDRESS,BROOKLYN,EVERIT STREET,Closed,N/A,2023-09-24T02:05:33.000,02 BROOKLYN,3002010004,BROOKLYN,985826,195229,ONLINE,Unspecified,BROOKLYN,40.70253513253691,-73.99431601548454,"{'latitude': '40.70253513253691', 'longitude': '-73.99431601548454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906432,2023-09-24T00:40:01.000,2023-09-24T01:56:29.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10470,4259 WEBSTER AVENUE,WEBSTER AVENUE,EAST  234 STREET,EAST  235 STREET,EAST  234 STREET,EAST  235 STREET,ADDRESS,BRONX,WEBSTER AVENUE,Closed,The Police Department made an arrest in response to the complaint.,2023-09-24T01:56:32.000,12 BRONX,2033960030,BRONX,1022255,266383,MOBILE,Unspecified,BRONX,40.89775162297093,-73.86252895867449,"{'latitude': '40.89775162297093', 'longitude': '-73.86252895867449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58907395,2023-09-24T00:40:00.000,2023-09-24T01:02:38.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11225,485 ROGERS AVENUE,ROGERS AVENUE,MAPLE STREET,MIDWOOD STREET,MAPLE STREET,MIDWOOD STREET,ADDRESS,BROOKLYN,ROGERS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:02:46.000,09 BROOKLYN,3050330006,BROOKLYN,997152,179867,PHONE,Unspecified,BROOKLYN,40.66036067546284,-73.95349720354996,"{'latitude': '40.66036067546284', 'longitude': '-73.95349720354996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58912414,2023-09-24T00:39:29.000,2023-10-06T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,,11214,145 BAY   23 STREET,BAY   23 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-06T00:00:00.000,11 BROOKLYN,3064080006,BROOKLYN,983724,158694,UNKNOWN,Unspecified,BROOKLYN,40.602254654267085,-74.00189421655529,"{'latitude': '40.602254654267085', 'longitude': '-74.00189421655529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908734,2023-09-24T00:39:21.000,2023-09-24T01:07:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10031,715 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  145 STREET,WEST  146 STREET,WEST  145 STREET,WEST  146 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:07:37.000,09 MANHATTAN,1020600133,MANHATTAN,999625,239662,MOBILE,Unspecified,MANHATTAN,40.824479002377146,-73.94444706973417,"{'latitude': '40.824479002377146', 'longitude': '-73.94444706973417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908922,2023-09-24T00:38:46.000,2023-09-24T01:10:59.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,11367,70-29 KISSENA BOULEVARD,KISSENA BOULEVARD,JEWEL AVENUE,70 ROAD,JEWEL AVENUE,70 ROAD,ADDRESS,FLUSHING,KISSENA BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T01:11:02.000,08 QUEENS,4067920001,QUEENS,1035533,205721,MOBILE,Unspecified,QUEENS,40.73118463031586,-73.81496363078158,"{'latitude': '40.73118463031586', 'longitude': '-73.81496363078158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58907927,2023-09-24T00:38:45.000,2023-09-24T01:11:54.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11210,723 EAST   27 STREET,EAST   27 STREET,AMERSFORT PLACE,CAMPUS ROAD,AMERSFORT PLACE,CAMPUS ROAD,ADDRESS,BROOKLYN,EAST   27 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T01:11:57.000,14 BROOKLYN,3075550031,BROOKLYN,997860,169927,PHONE,Unspecified,BROOKLYN,40.633076468003175,-73.95096540810518,"{'latitude': '40.633076468003175', 'longitude': '-73.95096540810518', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908495,2023-09-24T00:38:42.000,2023-09-24T00:39:24.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11201,177 SANDS STREET,SANDS STREET,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,ADDRESS,BROOKLYN,SANDS STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T00:39:30.000,02 BROOKLYN,3000680001,BROOKLYN,988793,194233,ONLINE,Unspecified,BROOKLYN,40.699800319891985,-73.98361593748928,"{'latitude': '40.699800319891985', 'longitude': '-73.98361593748928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909520,2023-09-24T00:38:27.000,2023-09-24T00:40:52.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11249,48 SOUTH    4 STREET,SOUTH    4 STREET,KENT AVENUE,WYTHE AVENUE,KENT AVENUE,WYTHE AVENUE,ADDRESS,BROOKLYN,SOUTH    4 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T00:40:57.000,01 BROOKLYN,3024410021,BROOKLYN,993584,199043,ONLINE,Unspecified,BROOKLYN,40.712998877490364,-73.96633081126946,"{'latitude': '40.712998877490364', 'longitude': '-73.96633081126946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909612,2023-09-24T00:38:14.000,2023-09-24T01:31:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11101,10-35 53 AVENUE,53 AVENUE,VERNON BOULEVARD,11 STREET,VERNON BOULEVARD,11 STREET,ADDRESS,LONG ISLAND CITY,53 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T01:31:11.000,02 QUEENS,,QUEENS,997337,209070,PHONE,Unspecified,QUEENS,40.74051579239384,-73.95277365942654,"{'latitude': '40.74051579239384', 'longitude': '-73.95277365942654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58907911,2023-09-24T00:38:09.000,2023-09-24T00:40:32.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11249,48 SOUTH    4 STREET,SOUTH    4 STREET,KENT AVENUE,WYTHE AVENUE,KENT AVENUE,WYTHE AVENUE,ADDRESS,BROOKLYN,SOUTH    4 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T00:40:37.000,01 BROOKLYN,3024410021,BROOKLYN,993584,199043,PHONE,Unspecified,BROOKLYN,40.712998877490364,-73.96633081126946,"{'latitude': '40.712998877490364', 'longitude': '-73.96633081126946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909560,2023-09-24T00:38:07.000,2023-09-24T00:44:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,345 LENOX AVENUE,LENOX AVENUE,WEST  127 STREET,WEST  128 STREET,WEST  127 STREET,WEST  128 STREET,ADDRESS,NEW YORK,LENOX AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T00:44:17.000,10 MANHATTAN,1019127501,MANHATTAN,999646,234131,ONLINE,Unspecified,MANHATTAN,40.80929792550791,-73.94438388094913,"{'latitude': '40.80929792550791', 'longitude': '-73.94438388094913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58911560,2023-09-24T00:38:00.000,2023-09-25T16:09:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10028,,,,,1 AVENUE,EAST 85 STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-25T16:09:00.000,08 MANHATTAN,,MANHATTAN,998133,222070,PHONE,Unspecified,MANHATTAN,40.77619624893512,-73.94987433378367,"{'latitude': '40.77619624893512', 'longitude': '-73.94987433378367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,
58915713,2023-09-24T00:38:00.000,2023-09-25T16:09:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10028,,,,,1 AVENUE,EAST 85 STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-25T16:09:00.000,08 MANHATTAN,,MANHATTAN,998133,222070,ONLINE,Unspecified,MANHATTAN,40.77619624893512,-73.94987433378367,"{'latitude': '40.77619624893512', 'longitude': '-73.94987433378367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,
58912018,2023-09-24T00:37:55.000,2023-10-02T17:21:22.000,HPD,Department of Housing Preservation and Development,GENERAL,JANITOR/SUPER,RESIDENTIAL BUILDING,11216,1449 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,03 BROOKLYN,3018570033,BROOKLYN,1000073,187039,ONLINE,Unspecified,BROOKLYN,40.680041469847744,-73.9429521843563,"{'latitude': '40.680041469847744', 'longitude': '-73.9429521843563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58914552,2023-09-24T00:37:55.000,2023-10-02T17:21:22.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11216,1449 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,03 BROOKLYN,3018570033,BROOKLYN,1000073,187039,ONLINE,Unspecified,BROOKLYN,40.680041469847744,-73.9429521843563,"{'latitude': '40.680041469847744', 'longitude': '-73.9429521843563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909317,2023-09-24T00:37:40.000,2023-09-24T04:39:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,3443 ATLANTIC AVENUE,ATLANTIC AVENUE,AUTUMN AVENUE,LINCOLN AVENUE,AUTUMN AVENUE,LINCOLN AVENUE,ADDRESS,BROOKLYN,ATLANTIC AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T04:39:24.000,05 BROOKLYN,3041490050,BROOKLYN,1020391,187858,ONLINE,Unspecified,BROOKLYN,40.68222979878838,-73.86969390268031,"{'latitude': '40.68222979878838', 'longitude': '-73.86969390268031', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58907391,2023-09-24T00:37:37.000,2023-09-24T00:50:43.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11235,1794 SHEEPSHEAD BAY ROAD,SHEEPSHEAD BAY ROAD,SHORE PARKWAY,EMMONS AVENUE,SHORE PARKWAY,EMMONS AVENUE,ADDRESS,BROOKLYN,SHEEPSHEAD BAY ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T00:50:50.000,15 BROOKLYN,3087710127,BROOKLYN,997932,152065,ONLINE,Unspecified,BROOKLYN,40.58404883726527,-73.95074219155063,"{'latitude': '40.58404883726527', 'longitude': '-73.95074219155063', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906336,2023-09-24T00:36:27.000,2023-09-24T00:39:39.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11201,177 SANDS STREET,SANDS STREET,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,ADDRESS,BROOKLYN,SANDS STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T00:39:45.000,02 BROOKLYN,3000680001,BROOKLYN,988793,194233,ONLINE,Unspecified,BROOKLYN,40.699800319891985,-73.98361593748928,"{'latitude': '40.699800319891985', 'longitude': '-73.98361593748928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58905769,2023-09-24T00:36:26.000,2023-09-24T00:40:35.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11237,41 WILSON AVENUE,WILSON AVENUE,GEORGE STREET,MELROSE STREET,GEORGE STREET,MELROSE STREET,ADDRESS,BROOKLYN,WILSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T00:40:40.000,04 BROOKLYN,3031580002,BROOKLYN,1003833,195330,ONLINE,Unspecified,BROOKLYN,40.70279082504312,-73.92937188599319,"{'latitude': '40.70279082504312', 'longitude': '-73.92937188599319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908264,2023-09-24T00:36:25.000,2023-09-24T05:04:43.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11208,ATLANTIC AVENUE,ATLANTIC AVENUE,ATLANTIC AVENUE,AUTUMN AVENUE,ATLANTIC AVENUE,AUTUMN AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T05:04:49.000,05 BROOKLYN,,BROOKLYN,1020359,187843,ONLINE,Unspecified,BROOKLYN,40.68218875784543,-73.86980935864347,"{'latitude': '40.68218875784543', 'longitude': '-73.86980935864347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58906399,2023-09-24T00:36:24.000,2023-09-24T01:27:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463,149 WEST  225 STREET,WEST  225 STREET,JACOBUS PLACE,ADRIAN AVENUE,JACOBUS PLACE,ADRIAN AVENUE,ADDRESS,BRONX,WEST  225 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:27:52.000,08 BRONX,1022150339,BRONX,1008499,258102,ONLINE,Unspecified,BRONX,40.875071417247405,-73.91231686911047,"{'latitude': '40.875071417247405', 'longitude': '-73.91231686911047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908878,2023-09-24T00:36:16.000,2023-09-24T01:28:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10301,45 AVON PLACE,AVON PLACE,WILLIS AVENUE,EDGAR TERRACE,WILLIS AVENUE,EDGAR TERRACE,ADDRESS,STATEN ISLAND,AVON PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:28:12.000,01 STATEN ISLAND,5005740058,STATEN ISLAND,961272,170601,ONLINE,Unspecified,STATEN ISLAND,40.63490710691677,-74.08278823436603,"{'latitude': '40.63490710691677', 'longitude': '-74.08278823436603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908004,2023-09-24T00:36:15.000,2023-09-24T01:50:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10304,68 CANAL STREET,CANAL STREET,BAY STREET,WRIGHT STREET,BAY STREET,WRIGHT STREET,ADDRESS,STATEN ISLAND,CANAL STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:50:21.000,01 STATEN ISLAND,5005240024,STATEN ISLAND,963170,167584,ONLINE,Unspecified,STATEN ISLAND,40.6266308027576,-74.07594044427188,"{'latitude': '40.6266308027576', 'longitude': '-74.07594044427188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909577,2023-09-24T00:35:53.000,2023-09-24T00:53:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10010,244 3 AVENUE,3 AVENUE,EAST   20 STREET,EAST   21 STREET,EAST   20 STREET,EAST   21 STREET,ADDRESS,NEW YORK,3 AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-24T00:53:57.000,06 MANHATTAN,1008767502,MANHATTAN,988546,207783,PHONE,Unspecified,MANHATTAN,40.73699193608047,-73.98449808050245,"{'latitude': '40.73699193608047', 'longitude': '-73.98449808050245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58905811,2023-09-24T00:35:48.000,2023-09-24T02:00:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11426,237-14 EDMORE AVENUE,EDMORE AVENUE,GETTYSBURG STREET,DEAD END,GETTYSBURG STREET,DEAD END,ADDRESS,BELLEROSE,EDMORE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T02:00:07.000,13 QUEENS,4079960040,QUEENS,1059045,203689,PHONE,Unspecified,QUEENS,40.725439743006,-73.73015202367174,"{'latitude': '40.725439743006', 'longitude': '-73.73015202367174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58908603,2023-09-24T00:35:39.000,2023-09-24T01:15:49.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10034,BROADWAY,BROADWAY,BROADWAY,WEST  204 STREET,BROADWAY,WEST  204 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T01:15:52.000,12 MANHATTAN,,MANHATTAN,1005517,255164,ONLINE,Unspecified,MANHATTAN,40.86701519865037,-73.92310894630785,"{'latitude': '40.86701519865037', 'longitude': '-73.92310894630785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58909313,2023-09-24T00:35:29.000,2023-09-27T12:57:28.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,10021,2 AVENUE,2 AVENUE,2 AVENUE,EAST   69 STREET,2 AVENUE,EAST   69 STREET,INTERSECTION,,,Closed,See notes for information.,2023-09-27T12:57:30.000,08 MANHATTAN,,MANHATTAN,995392,218670,PHONE,Unspecified,MANHATTAN,40.76686801738645,-73.95977656581132,"{'latitude': '40.76686801738645', 'longitude': '-73.95977656581132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,"2 AVENUE AND EAST   69 STREET, MANHATTAN, NY, 10021"
58908545,2023-09-24T00:35:28.000,2023-09-24T01:10:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11377,48-43 47 STREET,47 STREET,48 AVENUE,50 AVENUE,48 AVENUE,50 AVENUE,ADDRESS,WOODSIDE,47 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:10:26.000,02 QUEENS,4022910003,QUEENS,1006764,208182,ONLINE,Unspecified,QUEENS,40.73805947964013,-73.91875794793584,"{'latitude': '40.73805947964013', 'longitude': '-73.91875794793584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
58907389,2023-09-24T00:35:26.000,2023-09-24T01:00:37.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11373,90-37 CORONA AVENUE,CORONA AVENUE,90 STREET,91 PLACE,90 STREET,91 PLACE,ADDRESS,ELMHURST,CORONA AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T01:00:42.000,04 QUEENS,4015860039,QUEENS,1019095,209654,PHONE,Unspecified,QUEENS,40.742059763523166,-73.87425380470353,"{'latitude': '40.742059763523166', 'longitude': '-73.87425380470353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,
