unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp
58850478,2023-09-18T21:59:35.000,2023-09-19T01:20:02.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11378,62-12 59 DRIVE,59 DRIVE,FRESH POND ROAD,63 STREET,FRESH POND ROAD,63 STREET,ADDRESS,MASPETH,59 DRIVE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T01:20:05.000,05 QUEENS,4027560024,QUEENS,1011533,200879,MOBILE,Unspecified,QUEENS,40.71800111251942,-73.90157857403013,"{'latitude': '40.71800111251942', 'longitude': '-73.90157857403013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58854213,2023-09-18T21:59:23.000,2023-09-19T01:12:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11378,60-84 FRESH POND ROAD,FRESH POND ROAD,60 DRIVE,ELIOT AVENUE,60 DRIVE,ELIOT AVENUE,ADDRESS,MASPETH,FRESH POND ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T01:12:08.000,05 QUEENS,4027460054,QUEENS,1011623,199767,MOBILE,Unspecified,QUEENS,40.71494866286762,-73.90125842769542,"{'latitude': '40.71494866286762', 'longitude': '-73.90125842769542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58853899,2023-09-18T21:59:14.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,11220,4 AVENUE,4 AVENUE,4 AVENUE,SHORE ROAD DRIVE,4 AVENUE,SHORE ROAD DRIVE,INTERSECTION,BROOKLYN,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-19T02:53:46.000,10 BROOKLYN,,BROOKLYN,978089,171431,PHONE,Unspecified,BROOKLYN,40.637212941170766,-74.0221984448643,"{'latitude': '40.637212941170766', 'longitude': '-74.0221984448643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58854087,2023-09-18T21:59:00.000,2023-09-19T11:17:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11206,209 MONTROSE AVENUE,MONTROSE AVENUE,HUMBOLDT ST,BUSHWICK AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-19T11:17:00.000,01 BROOKLYN,3030540033,BROOKLYN,1000705,197075,ONLINE,Unspecified,BROOKLYN,40.707586807553376,-73.94064907345359,"{'latitude': '40.707586807553376', 'longitude': '-73.94064907345359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58847747,2023-09-18T21:59:00.000,2023-09-19T21:40:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11374,97-10 62 DRIVE,62 DRIVE,97 ST,97 PL,,,ADDRESS,REGO PARK,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-19T21:40:00.000,06 QUEENS,4020860050,QUEENS,1022702,206206,PHONE,Unspecified,QUEENS,40.73258092089246,-73.8612568445022,"{'latitude': '40.73258092089246', 'longitude': '-73.8612568445022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58851691,2023-09-18T21:58:52.000,2023-09-18T22:39:10.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11103,42-10 30 AVENUE,30 AVENUE,42 STREET,43 STREET,42 STREET,43 STREET,ADDRESS,ASTORIA,30 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T22:39:16.000,01 QUEENS,4006960037,QUEENS,1008288,217288,MOBILE,Unspecified,QUEENS,40.76304912674451,-73.9132260279696,"{'latitude': '40.76304912674451', 'longitude': '-73.9132260279696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58853921,2023-09-18T21:58:35.000,2023-09-19T10:09:18.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11102,31-02 30 AVENUE,30 AVENUE,31 STREET,32 STREET,31 STREET,32 STREET,ADDRESS,ASTORIA,30 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T10:09:21.000,01 QUEENS,4006150035,QUEENS,1006060,218660,ONLINE,Unspecified,QUEENS,40.76682068791419,-73.92126435437821,"{'latitude': '40.76682068791419', 'longitude': '-73.92126435437821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58859467,2023-09-18T21:58:22.000,2023-09-18T21:58:22.000,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,,11355,148-19 BOOTH MEMORIAL AVENUE,BOOTH MEMORIAL AVENUE,,,,,ADDRESS,FLUSHING,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-18T00:00:00.000,07 QUEENS,4051750014,QUEENS,1034298,210572,UNKNOWN,Unspecified,QUEENS,40.74450647007386,-73.81938358439717,"{'latitude': '40.74450647007386', 'longitude': '-73.81938358439717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58865263,2023-09-18T21:58:22.000,2023-09-18T21:58:22.000,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,,11355,148-21 BOOTH MEMORIAL AVENUE,BOOTH MEMORIAL AVENUE,,,,,ADDRESS,FLUSHING,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-18T00:00:00.000,07 QUEENS,4051750013,QUEENS,1034299,210572,UNKNOWN,Unspecified,QUEENS,40.74450646441441,-73.81937997554357,"{'latitude': '40.74450646441441', 'longitude': '-73.81937997554357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58869300,2023-09-18T21:58:22.000,2023-09-21T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,10303,2581 RICHMOND TERRACE,RICHMOND TERRACE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-21T00:00:00.000,01 STATEN ISLAND,5011070036,STATEN ISLAND,943503,171611,UNKNOWN,Unspecified,STATEN ISLAND,40.63761542084714,-74.14681478691973,"{'latitude': '40.63761542084714', 'longitude': '-74.14681478691973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58847863,2023-09-18T21:58:02.000,2023-09-18T22:20:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11220,450 58 STREET,58 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,58 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T22:20:51.000,07 BROOKLYN,3008550026,BROOKLYN,979791,172910,MOBILE,Unspecified,BROOKLYN,40.64127350020588,-74.01606701648878,"{'latitude': '40.64127350020588', 'longitude': '-74.01606701648878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58853622,2023-09-18T21:57:44.000,2023-09-19T04:08:25.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,34-03 111 STREET,111 STREET,34 AVENUE,37 AVENUE,34 AVENUE,37 AVENUE,ADDRESS,CORONA,111 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T04:08:29.000,03 QUEENS,4017550002,QUEENS,1023676,214830,PHONE,Unspecified,QUEENS,40.75624732441027,-73.85769189514204,"{'latitude': '40.75624732441027', 'longitude': '-73.85769189514204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58846883,2023-09-18T21:57:28.000,2023-09-18T22:17:11.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10036,647 9 AVENUE,9 AVENUE,WEST   45 STREET,WEST   46 STREET,WEST   45 STREET,WEST   46 STREET,ADDRESS,NEW YORK,9 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T22:17:17.000,04 MANHATTAN,1010550130,MANHATTAN,986721,216375,ONLINE,Unspecified,MANHATTAN,40.76057551013919,-73.99108035247622,"{'latitude': '40.76057551013919', 'longitude': '-73.99108035247622', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58846679,2023-09-18T21:57:24.000,2023-09-19T01:07:12.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11379,62-11 ELIOT AVENUE,ELIOT AVENUE,62 STREET,63 STREET,62 STREET,63 STREET,ADDRESS,MIDDLE VILLAGE,ELIOT AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T01:07:15.000,05 QUEENS,4027620104,QUEENS,1012036,199899,MOBILE,Unspecified,QUEENS,40.71530968362663,-73.89976808509982,"{'latitude': '40.71530968362663', 'longitude': '-73.89976808509982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58847274,2023-09-18T21:57:19.000,2023-09-19T05:03:53.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10465,839 WILCOX AVENUE,WILCOX AVENUE,PHILIP AVENUE,LAFAYETTE AVENUE,PHILIP AVENUE,LAFAYETTE AVENUE,ADDRESS,BRONX,WILCOX AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T05:03:58.000,10 BRONX,2054730014,BRONX,1034639,242316,PHONE,Unspecified,BRONX,40.83163311252128,-73.81791483449292,"{'latitude': '40.83163311252128', 'longitude': '-73.81791483449292', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58852974,2023-09-18T21:57:16.000,2023-09-18T22:27:11.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11355,146-11 KALMIA AVENUE,KALMIA AVENUE,BURLING STREET,PARSONS BOULEVARD,BURLING STREET,PARSONS BOULEVARD,ADDRESS,FLUSHING,KALMIA AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T22:27:14.000,07 QUEENS,4052140050,QUEENS,1035821,213386,PHONE,Unspecified,QUEENS,40.75222142402963,-73.8138657221932,"{'latitude': '40.75222142402963', 'longitude': '-73.8138657221932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58846588,2023-09-18T21:57:16.000,2023-09-19T00:34:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11378,60-45 60 DRIVE,60 DRIVE,60 STREET,60 PLACE,60 STREET,60 PLACE,ADDRESS,MASPETH,60 DRIVE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T00:34:34.000,05 QUEENS,4027330053,QUEENS,1010718,199877,MOBILE,Unspecified,QUEENS,40.71525334013201,-73.9045225643367,"{'latitude': '40.71525334013201', 'longitude': '-73.9045225643367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58851325,2023-09-18T21:57:04.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10002,86 STANTON STREET,STANTON STREET,ALLEN STREET,ORCHARD STREET,ALLEN STREET,ORCHARD STREET,ADDRESS,NEW YORK,STANTON STREET,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T12:12:53.000,03 MANHATTAN,1004170068,MANHATTAN,987392,202144,ONLINE,Unspecified,MANHATTAN,40.721514744280505,-73.98866486971455,"{'latitude': '40.721514744280505', 'longitude': '-73.98866486971455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,"86 STANTON STREET, MANHATTAN (NEW YORK), NY, 10002",,
58849526,2023-09-18T21:57:01.000,2023-09-18T23:03:02.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10309,2600 VETERANS ROAD WEST,VETERANS ROAD WEST,W SHORE EXPRESSWAY ET    3 A SB,ENGLEWOOD AVENUE,W SHORE EXPRESSWAY ET    3 A SB,ENGLEWOOD AVENUE,ADDRESS,STATEN ISLAND,VETERANS ROAD WEST,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T23:03:05.000,03 STATEN ISLAND,5073650001,STATEN ISLAND,921774,133718,ONLINE,Unspecified,STATEN ISLAND,40.53348041352887,-74.22475556409998,"{'latitude': '40.53348041352887', 'longitude': '-74.22475556409998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58849488,2023-09-18T21:56:53.000,2023-09-18T22:18:41.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11435,135-30 GRAND CENTRAL PARKWAY SR EB,GRAND CENTRAL PARKWAY SR EB,135 STREET,UNION TURNPIKE,135 STREET,UNION TURNPIKE,ADDRESS,JAMAICA,GRAND CENTRAL PARKWAY SR EB,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-18T22:18:44.000,08 QUEENS,4066360001,QUEENS,1033321,200227,ONLINE,Unspecified,QUEENS,40.71611751034009,-73.82298487788441,"{'latitude': '40.71611751034009', 'longitude': '-73.82298487788441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58861383,2023-09-18T21:56:52.000,2023-10-31T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11416,97-19 101 AVENUE,101 AVENUE,,,,,ADDRESS,OZONE PARK,,Assigned,The Department of Buildings has attempted to conduct an inspection of this premises and was denied access. A second attempt will be made.,2023-10-31T00:00:00.000,09 QUEENS,4090730039,QUEENS,1027522,188825,UNKNOWN,Unspecified,QUEENS,40.68485200073255,-73.84397697700189,"{'latitude': '40.68485200073255', 'longitude': '-73.84397697700189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58855386,2023-09-18T21:56:52.000,2023-09-19T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Advertising Sign/Billboard/Posters/Flexible Fabric - Illegal,,10012,27 PRINCE STREET,PRINCE STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-19T00:00:00.000,02 MANHATTAN,1005080051,MANHATTAN,985736,202661,UNKNOWN,Unspecified,MANHATTAN,40.722934217486596,-73.9946389680679,"{'latitude': '40.722934217486596', 'longitude': '-73.9946389680679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58854815,2023-09-18T21:56:28.000,2023-09-19T04:33:20.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11358,33-08 169 STREET,169 STREET,33 AVENUE,35 AVENUE,33 AVENUE,35 AVENUE,ADDRESS,FLUSHING,169 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T04:33:28.000,07 QUEENS,4052530054,QUEENS,1040626,218801,PHONE,Unspecified,QUEENS,40.76705484222708,-73.7964777735217,"{'latitude': '40.76705484222708', 'longitude': '-73.7964777735217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58845987,2023-09-18T21:56:27.000,2023-09-18T22:08:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10002,86 STANTON STREET,STANTON STREET,ALLEN STREET,ORCHARD STREET,ALLEN STREET,ORCHARD STREET,ADDRESS,NEW YORK,STANTON STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T22:08:49.000,03 MANHATTAN,1004170068,MANHATTAN,987392,202144,ONLINE,Unspecified,MANHATTAN,40.721514744280505,-73.98866486971455,"{'latitude': '40.721514744280505', 'longitude': '-73.98866486971455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58854093,2023-09-18T21:56:00.000,2023-10-02T15:30:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,10462,801 NEILL AVENUE,NEILL AVENUE,BRONXDALE AVE,MATTHEWS AVE,,,ADDRESS,BRONX,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-02T15:30:00.000,11 BRONX,2042900008,BRONX,1021742,249105,ONLINE,Unspecified,BRONX,40.85033108044979,-73.86448125859312,"{'latitude': '40.85033108044979', 'longitude': '-73.86448125859312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58845386,2023-09-18T21:55:55.000,2023-09-18T21:58:34.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11229,2301 KINGS HIGHWAY,KINGS HIGHWAY,EAST   23 STREET,EAST   24 STREET,EAST   23 STREET,EAST   24 STREET,ADDRESS,BROOKLYN,KINGS HIGHWAY,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T21:58:37.000,14 BROOKLYN,3067700031,BROOKLYN,997950,162141,MOBILE,Unspecified,BROOKLYN,40.61170538890312,-73.95065695433019,"{'latitude': '40.61170538890312', 'longitude': '-73.95065695433019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58846863,2023-09-18T21:55:00.000,2023-09-18T22:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11223,,,,,CONEY ISLAND AVENUE,QUENTIN ROAD,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-18T22:40:00.000,15 BROOKLYN,,BROOKLYN,994811,160732,UNKNOWN,Unspecified,BROOKLYN,40.60784227081624,-73.9619648365069,"{'latitude': '40.60784227081624', 'longitude': '-73.9619648365069', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58849489,2023-09-18T21:54:58.000,2023-09-18T22:28:39.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10453,2 MOUNT HOPE PLACE,MOUNT HOPE PLACE,JEROME AVENUE,WALTON AVENUE,JEROME AVENUE,WALTON AVENUE,ADDRESS,BRONX,MOUNT HOPE PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T22:28:44.000,05 BRONX,2028517501,BRONX,1008908,248735,ONLINE,Unspecified,BRONX,40.849360709275764,-73.9108724095683,"{'latitude': '40.849360709275764', 'longitude': '-73.9108724095683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58848179,2023-09-18T21:54:52.000,2023-09-18T22:38:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11374,98-05 67 AVENUE,67 AVENUE,AUSTIN STREET,WETHEROLE STREET,AUSTIN STREET,WETHEROLE STREET,ADDRESS,REGO PARK,67 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T22:38:12.000,06 QUEENS,4031560133,QUEENS,1024275,203144,ONLINE,Unspecified,QUEENS,40.72416951118895,-73.85559934220954,"{'latitude': '40.72416951118895', 'longitude': '-73.85559934220954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58851065,2023-09-18T21:54:46.000,2023-09-18T22:11:29.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10457,1509 MORRIS AVENUE,MORRIS AVENUE,TELLER AVENUE,MOUNT EDEN PARKWAY,TELLER AVENUE,MOUNT EDEN PARKWAY,ADDRESS,BRONX,MORRIS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T22:11:32.000,04 BRONX,2028200059,BRONX,1009301,245862,MOBILE,Unspecified,BRONX,40.841474066023665,-73.90946262531143,"{'latitude': '40.841474066023665', 'longitude': '-73.90946262531143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58845314,2023-09-18T21:54:30.000,2023-09-18T22:54:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10467,3505 DECATUR AVENUE,DECATUR AVENUE,EAST GUN HILL ROAD,EAST  211 STREET,EAST GUN HILL ROAD,EAST  211 STREET,ADDRESS,BRONX,DECATUR AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T22:55:00.000,07 BRONX,2033560164,BRONX,1019524,259552,MOBILE,Unspecified,BRONX,40.87901403920614,-73.87244345151107,"{'latitude': '40.87901403920614', 'longitude': '-73.87244345151107', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58850001,2023-09-18T21:54:14.000,2023-11-14T14:45:12.000,DOE,Department of Education,School Maintenance,Unclean Condition,School,10010,223 EAST   23 STREET,EAST   23 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   23 STREET,Closed,The Department of Education completed the work and corrected the condition.,2023-11-14T14:45:17.000,06 MANHATTAN,1009040024,MANHATTAN,989112,208350,ONLINE,The 47 American Sign Language & English Lower Scho,MANHATTAN,40.738547917643146,-73.98245528565428,"{'latitude': '40.738547917643146', 'longitude': '-73.98245528565428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58851801,2023-09-18T21:54:07.000,2023-09-18T22:13:28.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11103,25-43 45 STREET,45 STREET,25 AVENUE,28 AVENUE,25 AVENUE,28 AVENUE,ADDRESS,ASTORIA,45 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T22:13:31.000,01 QUEENS,4007160027,QUEENS,1009551,217958,PHONE,Unspecified,QUEENS,40.76488457870679,-73.9086642479116,"{'latitude': '40.76488457870679', 'longitude': '-73.9086642479116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58849233,2023-09-18T21:53:47.000,2023-09-19T00:53:14.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11379,63-15 ELIOT AVENUE,ELIOT AVENUE,63 STREET,64 STREET,63 STREET,64 STREET,ADDRESS,MIDDLE VILLAGE,ELIOT AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T00:53:20.000,05 QUEENS,4027620091,QUEENS,1012220,200017,MOBILE,Unspecified,QUEENS,40.715632985390236,-73.89910385566553,"{'latitude': '40.715632985390236', 'longitude': '-73.89910385566553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58850638,2023-09-18T21:53:40.000,2023-09-19T00:46:15.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11223,1724 WEST FIFTH STREET,WEST FIFTH STREET,QUENTIN ROAD,KINGS HIGHWAY,QUENTIN ROAD,KINGS HIGHWAY,ADDRESS,BROOKLYN,WEST    5 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T00:46:19.000,11 BROOKLYN,3066510016,BROOKLYN,990305,159870,MOBILE,Unspecified,BROOKLYN,40.605480481730304,-73.97819384878748,"{'latitude': '40.605480481730304', 'longitude': '-73.97819384878748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58845651,2023-09-18T21:53:38.000,2023-09-18T22:48:58.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,104-64 128 STREET,128 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,128 STREET,Closed,The Police Department made an arrest in response to the complaint.,2023-09-18T22:49:02.000,10 QUEENS,4095810038,QUEENS,1035040,190188,ONLINE,Unspecified,QUEENS,40.68855316839335,-73.81685961403421,"{'latitude': '40.68855316839335', 'longitude': '-73.81685961403421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58853249,2023-09-18T21:53:21.000,2023-09-18T22:06:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11419,104-31 133 STREET,133 STREET,LIBERTY AVENUE,105 AVENUE,LIBERTY AVENUE,105 AVENUE,ADDRESS,SOUTH RICHMOND HILL,133 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T22:06:54.000,10 QUEENS,4095870026,QUEENS,1036065,190830,ONLINE,Unspecified,QUEENS,40.690309365398846,-73.81315870604881,"{'latitude': '40.690309365398846', 'longitude': '-73.81315870604881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58851867,2023-09-18T21:53:09.000,2023-09-18T22:30:05.000,DPR,Department of Parks and Recreation,Violation of Park Rules,Biking/Rollerblading off Path,Park,11235,BRIGHAM STREET,BRIGHAM STREET,BRIGHAM STREET,EMMONS AVENUE,BRIGHAM STREET,EMMONS AVENUE,INTERSECTION,,,Closed,"NYC Parks couldnât respond to your complaint because they didn't have enough information about the condition or location.  If the problem still exists and you would like to pursue this complaint, please submit a new Service Request with a more detailed description of the condition and/or location.",2023-09-18T22:30:09.000,15 BROOKLYN,,BROOKLYN,1003126,152136,PHONE,Unspecified,BROOKLYN,40.58423417971213,-73.93204260949086,"{'latitude': '40.58423417971213', 'longitude': '-73.93204260949086', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58854377,2023-09-18T21:52:37.000,2023-09-18T22:28:49.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11233,67 BAINBRIDGE STREET,BAINBRIDGE STREET,DEAD END,LEWIS AVENUE,DEAD END,LEWIS AVENUE,ADDRESS,BROOKLYN,BAINBRIDGE STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T22:28:54.000,03 BROOKLYN,3016790044,BROOKLYN,1002345,187224,MOBILE,Unspecified,BROOKLYN,40.680544899870625,-73.93476028317446,"{'latitude': '40.680544899870625', 'longitude': '-73.93476028317446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
