unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,due_date,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58948695,2023-09-28T12:11:56.000,2023-09-28T12:40:12.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11210,2982 BEDFORD AVENUE,BEDFORD AVENUE,LIRR BAY RIDGE LINE,AVENUE I,LIRR BAY RIDGE LINE,AVENUE I,ADDRESS,BROOKLYN,BEDFORD AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T12:40:16.000,14 BROOKLYN,BROOKLYN,997499,168680,ONLINE,Unspecified,BROOKLYN,40.62965426451535,-73.95226847956012,"{'latitude': '40.62965426451535', 'longitude': '-73.95226847956012', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3075700067,,,,,,,,,
58951800,2023-09-28T12:11:15.000,2023-10-03T09:55:15.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10309,122 LATOURETTE STREET,LATOURETTE STREET,CORDELIA AVENUE,SHARROTT AVENUE,CORDELIA AVENUE,SHARROTT AVENUE,ADDRESS,STATEN ISLAND,LATOURETTE STREET,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-10-03T09:55:19.000,03 STATEN ISLAND,STATEN ISLAND,924965,129381,PHONE,Unspecified,STATEN ISLAND,40.52159808660715,-74.21323810199843,"{'latitude': '40.52159808660715', 'longitude': '-74.21323810199843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5068100081,,,,,,,,,
58947146,2023-09-28T12:11:13.000,2023-10-29T00:02:18.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Cell Phone Store,Business,10468,7 EAST FORDHAM ROAD,EAST FORDHAM ROAD,JEROME AVENUE,WALTON AVENUE,JEROME AVENUE,WALTON AVENUE,ADDRESS,BRONX,EAST FORDHAM ROAD,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-29T00:02:23.000,07 BRONX,BRONX,1011712,253574,PHONE,Unspecified,BRONX,40.86263403422887,-73.90071739366586,"{'latitude': '40.86263403422887', 'longitude': '-73.90071739366586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2031890001,,,,,,,,,
58951772,2023-09-28T12:11:13.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Spoiled,Restaurant/Bar/Deli/Bakery,11356,22-50 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,22 AVENUE,23 AVENUE,22 AVENUE,23 AVENUE,ADDRESS,COLLEGE POINT,COLLEGE POINT BOULEVARD,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-29T16:05:12.000,07 QUEENS,QUEENS,1026878,223258,MOBILE,Unspecified,QUEENS,40.77936510418416,-73.84608084930514,"{'latitude': '40.77936510418416', 'longitude': '-73.84608084930514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4041970040,,,,,,,,,
58952090,2023-09-28T12:11:00.000,2023-09-29T10:31:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11218,70 DAHILL ROAD,DAHILL ROAD,12 AVE,ALBEMARLE RD,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-29T10:31:00.000,12 BROOKLYN,BROOKLYN,989510,174500,ONLINE,Unspecified,BROOKLYN,40.645637268624796,-73.98104551823728,"{'latitude': '40.645637268624796', 'longitude': '-73.98104551823728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3053070045,N/A,,,,,,,,
58953090,2023-09-28T12:10:46.000,2023-09-29T12:32:49.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10012,155 BLEECKER STREET,BLEECKER STREET,THOMPSON STREET,SULLIVAN STREET,THOMPSON STREET,SULLIVAN STREET,ADDRESS,NEW YORK,BLEECKER STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-29T12:32:56.000,02 MANHATTAN,MANHATTAN,984309,204684,MOBILE,Unspecified,MANHATTAN,40.72848698550797,-73.99978712837152,"{'latitude': '40.72848698550797', 'longitude': '-73.99978712837152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58948605,2023-09-28T12:10:37.000,2023-09-28T12:47:22.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11213,551 CROWN STREET,CROWN STREET,KINGSTON AVENUE,ALBANY AVENUE,KINGSTON AVENUE,ALBANY AVENUE,ADDRESS,BROOKLYN,CROWN STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T12:47:21.000,09 BROOKLYN,BROOKLYN,1000755,181828,ONLINE,Unspecified,BROOKLYN,40.66573720232161,-73.94050608084872,"{'latitude': '40.66573720232161', 'longitude': '-73.94050608084872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3012930054,,,,,,,,,
58954753,2023-09-28T12:10:34.000,2023-09-28T12:42:35.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11356,131-13A 20 AVENUE,20 AVENUE,131 STREET,132 STREET,131 STREET,132 STREET,ADDRESS,COLLEGE POINT,20 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T12:42:41.000,07 QUEENS,QUEENS,1029247,224098,ONLINE,Unspecified,QUEENS,40.78165893507731,-73.83752137034182,"{'latitude': '40.78165893507731', 'longitude': '-73.83752137034182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58951846,2023-09-28T12:10:33.000,2023-10-23T14:11:02.000,DOT,Department of Transportation,Outdoor Dining,Barrier Condition,Street,11106,33-02 36 AVENUE,36 AVENUE,33 STREET,34 STREET,33 STREET,34 STREET,ADDRESS,ASTORIA,36 AVENUE,Closed,The Department of Transportation inspected this location and determined that the establishment has 24 hours to come into compliance.,2023-10-23T14:11:07.000,01 QUEENS,QUEENS,1004190,214631,ONLINE,Unspecified,QUEENS,40.7557665370515,-73.92802713436355,"{'latitude': '40.7557665370515', 'longitude': '-73.92802713436355', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58945978,2023-09-28T12:10:21.000,2023-09-28T21:39:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10465,918 THROGS NECK EXPRESSWAY,THROGS NECK EXPRESSWAY,LAFAYETTE AVENUE,BARKLEY AVENUE,LAFAYETTE AVENUE,BARKLEY AVENUE,ADDRESS,BRONX,THROGS NECK EXPRESSWAY SVC RD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T21:39:24.000,10 BRONX,BRONX,1033865,242569,MOBILE,Unspecified,BRONX,40.83233190536184,-73.82070987373869,"{'latitude': '40.83233190536184', 'longitude': '-73.82070987373869', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58949755,2023-09-28T12:10:12.000,2023-09-28T12:52:30.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10004,42 BROADWAY,BROADWAY,MORRIS STREET,EXCHANGE ALLEY,MORRIS STREET,EXCHANGE ALLEY,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T12:52:36.000,01 MANHATTAN,MANHATTAN,980671,196590,ONLINE,Unspecified,MANHATTAN,40.70627017391471,-74.01290870587448,"{'latitude': '40.70627017391471', 'longitude': '-74.01290870587448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58952869,2023-09-28T12:10:05.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11223,1726 WEST    3 STREET,WEST    3 STREET,QUENTIN ROAD,KINGS HIGHWAY,QUENTIN ROAD,KINGS HIGHWAY,ADDRESS,BROOKLYN,WEST    3 STREET,In Progress,,,11 BROOKLYN,BROOKLYN,990828,159883,MOBILE,Unspecified,BROOKLYN,40.60551579128681,-73.97631033215426,"{'latitude': '40.60551579128681', 'longitude': '-73.97631033215426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58951039,2023-09-28T12:10:05.000,2023-09-28T14:02:52.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11369,95-03 23 AVENUE,23 AVENUE,95 STREET,96 STREET,95 STREET,96 STREET,ADDRESS,EAST ELMHURST,23 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T14:02:54.000,03 QUEENS,QUEENS,1018861,219199,ONLINE,Unspecified,QUEENS,40.76825925264185,-73.87504911271814,"{'latitude': '40.76825925264185', 'longitude': '-73.87504911271814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58952543,2023-09-28T12:10:04.000,2023-09-28T12:31:57.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Residential Building/House,10022,520 PARK AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,PARK AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T12:32:00.000,08 MANHATTAN,MANHATTAN,992549,217603,ONLINE,Unspecified,MANHATTAN,40.76394250438831,-73.97004132000774,"{'latitude': '40.76394250438831', 'longitude': '-73.97004132000774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1013757504,,,,,,,,,
58953617,2023-09-28T12:10:00.000,,DOT,Department of Transportation,Street Light Condition,Lamppost Base Door/Cover Missing,,10475,,,,,BOSTON ROAD,PEARTREE AVENUE,INTERSECTION,BRONX,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-24T15:15:00.000,12 BRONX,BRONX,1032331,262362,UNKNOWN,Unspecified,BRONX,40.88666611901506,-73.82611118068083,"{'latitude': '40.88666611901506', 'longitude': '-73.82611118068083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58952844,2023-09-28T12:09:57.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11362,249-47 RUSHMORE TERRACE,RUSHMORE TERRACE,MARATHON PARKWAY,DEEPDALE PLACE,MARATHON PARKWAY,DEEPDALE PLACE,ADDRESS,LITTLE NECK,RUSHMORE TERRACE,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-28T12:38:41.000,11 QUEENS,QUEENS,1057867,218418,PHONE,Unspecified,QUEENS,40.7658768518193,-73.7342408072757,"{'latitude': '40.7658768518193', 'longitude': '-73.7342408072757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58954156,2023-09-28T12:09:37.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11223,1724 WEST    3 STREET,WEST    3 STREET,QUENTIN ROAD,KINGS HIGHWAY,QUENTIN ROAD,KINGS HIGHWAY,ADDRESS,BROOKLYN,WEST    3 STREET,In Progress,"NYC Parks will inspect the site to determine if it is suitable for a new street tree, including a review of potential conflicts with other infrastructure. If the site is found to be suitable, a tree will be planted during the next available planting season. You may review recently completed and upcoming street tree plantings in your neighborhood by visiting the NYC Parks Tree Work Hub at nyc.gov/parks/treework.",2023-11-13T12:44:38.000,11 BROOKLYN,BROOKLYN,990826,159897,MOBILE,Unspecified,BROOKLYN,40.60555421991201,-73.97631752121906,"{'latitude': '40.60555421991201', 'longitude': '-73.97631752121906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3066530015,,,,,,,,,
58951849,2023-09-28T12:09:17.000,2023-10-02T09:52:50.000,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,11365,69-11B 188 STREET,188 STREET,BEND,186 LANE,BEND,186 LANE,ADDRESS,FRESH MEADOWS,188 STREET,Closed,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-10-02T09:52:55.000,08 QUEENS,QUEENS,1044157,207060,ONLINE,Unspecified,QUEENS,40.73480563989944,-73.78383520528364,"{'latitude': '40.73480563989944', 'longitude': '-73.78383520528364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58948998,2023-09-28T12:09:15.000,2023-09-29T18:31:11.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10468,2725 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,08 BRONX,BRONX,1011874,256076,PHONE,Unspecified,BRONX,40.86950075458368,-73.90012140647131,"{'latitude': '40.86950075458368', 'longitude': '-73.90012140647131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032480100,,,,,,,,,
58951462,2023-09-28T12:09:15.000,2023-09-29T18:31:12.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10468,2725 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,08 BRONX,BRONX,1011874,256076,PHONE,Unspecified,BRONX,40.86950075458368,-73.90012140647131,"{'latitude': '40.86950075458368', 'longitude': '-73.90012140647131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032480100,,,,,,,,,
58949102,2023-09-28T12:09:15.000,2023-09-29T18:31:11.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10468,2725 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,08 BRONX,BRONX,1011874,256076,PHONE,Unspecified,BRONX,40.86950075458368,-73.90012140647131,"{'latitude': '40.86950075458368', 'longitude': '-73.90012140647131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032480100,,,,,,,,,
58954237,2023-09-28T12:09:11.000,2023-10-18T15:35:54.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Hours of Operation,Park,10035,175 EAST  128 STREET,EAST  128 STREET,3 AVE-E  128 STREET PED OVPS,3 AVE-E  128 STREET PED OVPS,3 AVE-E  128 STREET PED OVPS,3 AVE-E  128 STREET PED OVPS,ADDRESS,NEW YORK,EAST  128 STREET,Closed,"NYC Parks couldnât respond to your complaint because they didn't have enough information about the condition or location.  If the problem still exists and you would like to pursue this complaint, please submit a new Service Request with a more detailed description of the condition and/or location.",2023-10-18T15:36:00.000,11 MANHATTAN,MANHATTAN,1002282,232875,MOBILE,Harlem River Park,MANHATTAN,40.80584556673413,-73.93486503850421,"{'latitude': '40.80584556673413', 'longitude': '-73.93486503850421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1017770090,,,,,,,,,
58951786,2023-09-28T12:09:08.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Worker Activity,Mobile Food Vendor,11201,24 WASHINGTON STREET,WASHINGTON STREET,PLYMOUTH STREET,WATER STREET,PLYMOUTH STREET,WATER STREET,ADDRESS,BROOKLYN,WASHINGTON STREET,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-29T10:05:24.000,02 BROOKLYN,BROOKLYN,987145,195655,MOBILE,Unspecified,BROOKLYN,40.70370406929489,-73.98955874128396,"{'latitude': '40.70370406929489', 'longitude': '-73.98955874128396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58946067,2023-09-28T12:09:06.000,2023-09-28T14:33:54.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11237,374 STOCKHOLM STREET,STOCKHOLM STREET,WYCKOFF AVENUE,ST NICHOLAS AVENUE,WYCKOFF AVENUE,ST NICHOLAS AVENUE,ADDRESS,BROOKLYN,STOCKHOLM STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T14:33:59.000,04 BROOKLYN,BROOKLYN,1007069,196005,PHONE,Unspecified,BROOKLYN,40.70463578746446,-73.91769863655732,"{'latitude': '40.70463578746446', 'longitude': '-73.91769863655732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58947969,2023-09-28T12:08:55.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11223,1746 WEST    2 STREET,WEST    2 STREET,QUENTIN ROAD,KINGS HIGHWAY,QUENTIN ROAD,KINGS HIGHWAY,ADDRESS,BROOKLYN,WEST    2 STREET,In Progress,,,11 BROOKLYN,BROOKLYN,991093,159867,MOBILE,Unspecified,BROOKLYN,40.605471673882924,-73.97535599116623,"{'latitude': '40.605471673882924', 'longitude': '-73.97535599116623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58952311,2023-09-28T12:08:47.000,2023-10-18T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,,11206,138 MONTROSE AVENUE,MONTROSE AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The City has removed the graffiti from this property.,2023-10-19T07:02:20.000,01 BROOKLYN,BROOKLYN,999762,196950,UNKNOWN,Unspecified,BROOKLYN,40.707245415605165,-73.9440506320415,"{'latitude': '40.707245415605165', 'longitude': '-73.9440506320415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3030610014,N/A,2023-10-28T12:08:47.000,,,,,,,
58947993,2023-09-28T12:08:39.000,2023-09-29T08:01:25.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10026,113 WEST  113 STREET,WEST  113 STREET,LENOX AVENUE,ST NICHOLAS AVENUE,LENOX AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  113 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-28T12:08:39.000,10 MANHATTAN,MANHATTAN,997575,230898,PHONE,Unspecified,MANHATTAN,40.80042759780429,-73.95187152376079,"{'latitude': '40.80042759780429', 'longitude': '-73.95187152376079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1018230023,,,,,,,,,
58946743,2023-09-28T12:08:31.000,2023-09-28T12:08:31.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Catch Basin/Sewer,10029,1851 3 AVENUE,3 AVENUE,EAST 102 STREET,PEDESTRIAN PATH,EAST  102 STREET,PEDESTRIAN PATH,ADDRESS,NEW YORK,3 AVENUE,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-28T12:08:31.000,11 MANHATTAN,MANHATTAN,999081,226785,PHONE,Unspecified,MANHATTAN,40.78913612926359,-73.94644109707794,"{'latitude': '40.78913612926359', 'longitude': '-73.94644109707794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1016520001,,,,,,,,,
58950353,2023-09-28T12:08:23.000,2023-10-04T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11209,8500 4 AVENUE,4 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-04T00:00:00.000,10 BROOKLYN,BROOKLYN,976451,166421,UNKNOWN,Unspecified,BROOKLYN,40.62346025903563,-74.02809446523088,"{'latitude': '40.62346025903563', 'longitude': '-74.02809446523088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3060340041,,,,,,,,,
58952871,2023-09-28T12:08:06.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11223,1744 WEST    2 STREET,WEST    2 STREET,QUENTIN ROAD,KINGS HIGHWAY,QUENTIN ROAD,KINGS HIGHWAY,ADDRESS,BROOKLYN,WEST    2 STREET,In Progress,,,11 BROOKLYN,BROOKLYN,991092,159877,MOBILE,Unspecified,BROOKLYN,40.605499122612876,-73.97535958238147,"{'latitude': '40.605499122612876', 'longitude': '-73.97535958238147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58948538,2023-09-28T12:07:58.000,2023-09-28T13:31:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10011,455 WEST   20 STREET,WEST   20 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   20 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T13:31:52.000,04 MANHATTAN,MANHATTAN,983083,210798,MOBILE,Unspecified,MANHATTAN,40.74526832711485,-74.00421158923645,"{'latitude': '40.74526832711485', 'longitude': '-74.00421158923645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1007187503,,,,,,,,,
58952889,2023-09-28T12:07:44.000,2023-10-05T16:23:15.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Parking Lot/Garage,11203,506 UTICA AVENUE,UTICA AVENUE,MIDWOOD STREET,RUTLAND ROAD,MIDWOOD STREET,RUTLAND ROAD,ADDRESS,BROOKLYN,UTICA AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-28T12:07:44.000,09 BROOKLYN,BROOKLYN,1003281,180183,MOBILE,Unspecified,BROOKLYN,40.66121697358021,-73.93140550855952,"{'latitude': '40.66121697358021', 'longitude': '-73.93140550855952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3045900038,,,,,,,,,
58951706,2023-09-28T12:07:39.000,2023-10-06T15:01:17.000,DPR,Department of Parks and Recreation,Illegal Tree Damage,Unauthorized Tree Removal,Street,11215,408 7 AVENUE,7 AVENUE,13 STREET,14 STREET,13 STREET,14 STREET,ADDRESS,BROOKLYN,7 AVENUE,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-10-06T15:01:21.000,06 BROOKLYN,BROOKLYN,988781,181337,ONLINE,Unspecified,BROOKLYN,40.66440374109421,-73.98366788611682,"{'latitude': '40.66440374109421', 'longitude': '-73.98366788611682', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3010367503,,,,,,,,,
58953696,2023-09-28T12:07:25.000,2023-09-28T12:30:07.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10458,3026 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,EAST  201 STREET,EAST MOSHOLU PARKWAY SOUTH,EAST  201 STREET,EAST MOSHOLU PARKWAY SOUTH,ADDRESS,BRONX,BAINBRIDGE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T12:30:10.000,07 BRONX,BRONX,1016685,256995,ONLINE,Unspecified,BRONX,40.87200675900803,-73.88272210618928,"{'latitude': '40.87200675900803', 'longitude': '-73.88272210618928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032990013,,,,,,,,,
58947511,2023-09-28T12:07:21.000,2023-09-28T12:16:27.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10032,1948 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  156 STREET,WEST  157 STREET,WEST  156 STREET,WEST  157 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T12:16:23.000,12 MANHATTAN,MANHATTAN,1000229,242614,PHONE,Unspecified,MANHATTAN,40.832580324861404,-73.9422576674107,"{'latitude': '40.832580324861404', 'longitude': '-73.9422576674107', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1021150037,,,,,,,,,
58953107,2023-09-28T12:07:17.000,2023-09-30T10:46:13.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10306,562 MIDLAND AVENUE,MIDLAND AVENUE,FREEBORN STREET,OLYMPIA BOULEVARD,FREEBORN STREET,OLYMPIA BOULEVARD,ADDRESS,STATEN ISLAND,MIDLAND AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T10:46:19.000,02 STATEN ISLAND,STATEN ISLAND,958190,147934,ONLINE,Unspecified,STATEN ISLAND,40.57268231558144,-74.09380501596273,"{'latitude': '40.57268231558144', 'longitude': '-74.09380501596273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
