unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,facility_type,due_date
58825623,2023-09-15T21:03:24.000,2023-09-15T21:35:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11217,456 BALTIC STREET,BALTIC STREET,BOND STREET,NEVINS STREET,BOND STREET,NEVINS STREET,ADDRESS,Closed,The Police Department responded to the complaint and a report was prepared.,2023-09-15T21:35:15.000,06 BROOKLYN,BROOKLYN,987908,188068,PHONE,Unspecified,BROOKLYN,40.682879227207835,-73.98681098552696,"{'latitude': '40.682879227207835', 'longitude': '-73.98681098552696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,BALTIC STREET,3004050013,,,,,,,
58847716,2023-09-15T21:03:08.000,2023-09-18T13:17:20.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Sidewalk,11207,MALTA STREET,MALTA STREET,MALTA STREET,STANLEY AVENUE,MALTA STREET,STANLEY AVENUE,INTERSECTION,Closed,The Department of Sanitation observed illegal postings at the location. The Department will issue a Summons to the responsible party once it is identified.,2023-09-18T13:17:25.000,05 BROOKLYN,BROOKLYN,1014019,178133,ONLINE,Unspecified,BROOKLYN,40.65556058738814,-73.89271101979246,"{'latitude': '40.65556058738814', 'longitude': '-73.89271101979246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58824253,2023-09-15T21:03:04.000,2023-09-15T21:21:44.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10314,145 EAST SERVICE ROAD,EAST SERVICE ROAD,GLEN STREET,W SHORE EXPRESSWAY EXIT    7 NB,GLEN STREET,W SHORE EXPRESSWAY EXIT    7 NB,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T21:21:50.000,02 STATEN ISLAND,STATEN ISLAND,930819,153517,ONLINE,Unspecified,STATEN ISLAND,40.5878838093473,-74.1923729776601,"{'latitude': '40.5878838093473', 'longitude': '-74.1923729776601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,EAST SERVICE ROAD,5026380050,,,,,,,
58822383,2023-09-15T21:03:00.000,2023-09-16T08:20:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10128,,,,,2 AVENUE,EAST 91 STREET,INTERSECTION,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-16T08:20:00.000,08 MANHATTAN,MANHATTAN,998257,223842,UNKNOWN,Unspecified,MANHATTAN,40.78105972480149,-73.94942292804606,"{'latitude': '40.78105972480149', 'longitude': '-73.94942292804606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MANHATTAN,,,,,,,,,
58822259,2023-09-15T21:02:46.000,2023-09-15T22:28:46.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11378,60-11 71 STREET,71 STREET,60 AVENUE,ELIOT AVENUE,60 AVENUE,ELIOT AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T22:28:51.000,05 QUEENS,QUEENS,1015133,202695,MOBILE,Unspecified,QUEENS,40.72297375613761,-73.88858351822171,"{'latitude': '40.72297375613761', 'longitude': '-73.88858351822171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MASPETH,71 STREET,4028420085,,,,,,,
58826114,2023-09-15T21:02:42.000,2023-09-22T21:00:51.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10467,686 ROSEWOOD STREET,ROSEWOOD STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,12 BRONX,BRONX,1020852,257442,PHONE,Unspecified,BRONX,40.87321733943605,-73.86765272168746,"{'latitude': '40.87321733943605', 'longitude': '-73.86765272168746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2045950026,,,,,,,
58824405,2023-09-15T21:02:42.000,2023-09-22T21:00:52.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10467,686 ROSEWOOD STREET,ROSEWOOD STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,12 BRONX,BRONX,1020852,257442,PHONE,Unspecified,BRONX,40.87321733943605,-73.86765272168746,"{'latitude': '40.87321733943605', 'longitude': '-73.86765272168746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2045950026,,,,,,,
58826063,2023-09-15T21:02:42.000,2023-09-22T21:00:51.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10467,686 ROSEWOOD STREET,ROSEWOOD STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,12 BRONX,BRONX,1020852,257442,PHONE,Unspecified,BRONX,40.87321733943605,-73.86765272168746,"{'latitude': '40.87321733943605', 'longitude': '-73.86765272168746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2045950026,,,,,,,
58825159,2023-09-15T21:02:42.000,2023-09-22T21:00:51.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10467,686 ROSEWOOD STREET,ROSEWOOD STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,12 BRONX,BRONX,1020852,257442,PHONE,Unspecified,BRONX,40.87321733943605,-73.86765272168746,"{'latitude': '40.87321733943605', 'longitude': '-73.86765272168746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2045950026,,,,,,,
58821810,2023-09-15T21:02:42.000,2023-09-22T21:00:52.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10467,686 ROSEWOOD STREET,ROSEWOOD STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,12 BRONX,BRONX,1020852,257442,PHONE,Unspecified,BRONX,40.87321733943605,-73.86765272168746,"{'latitude': '40.87321733943605', 'longitude': '-73.86765272168746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2045950026,,,,,,,
58825884,2023-09-15T21:02:41.000,2023-09-15T21:20:25.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11419,104-64 128 STREET,128 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:20:30.000,10 QUEENS,QUEENS,1035040,190188,MOBILE,Unspecified,QUEENS,40.68855316839335,-73.81685961403421,"{'latitude': '40.68855316839335', 'longitude': '-73.81685961403421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH RICHMOND HILL,128 STREET,4095810038,,,,,,,
58822242,2023-09-15T21:02:32.000,2023-09-15T21:49:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11356,22-24 125 STREET,125 STREET,22 AVENUE,23 AVENUE,22 AVENUE,23 AVENUE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T21:49:15.000,07 QUEENS,QUEENS,1027637,223365,MOBILE,Unspecified,QUEENS,40.77965509731232,-73.84333960311743,"{'latitude': '40.77965509731232', 'longitude': '-73.84333960311743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COLLEGE POINT,125 STREET,4042000029,,,,,,,
58825026,2023-09-15T21:02:19.000,2023-09-15T21:51:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10460,975 EAST  181 STREET,EAST  181 STREET,VYSE AVENUE,BRYANT AVENUE,VYSE AVENUE,BRYANT AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:51:50.000,06 BRONX,BRONX,1017597,246988,ONLINE,Unspecified,BRONX,40.84453717246229,-73.87947430159765,"{'latitude': '40.84453717246229', 'longitude': '-73.87947430159765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,EAST  181 STREET,2031340035,,,,,,,
58821824,2023-09-15T21:02:15.000,2023-09-20T07:51:40.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10034,17 POST AVENUE,POST AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,12 MANHATTAN,MANHATTAN,1005144,253668,PHONE,Unspecified,MANHATTAN,40.86291002439557,-73.92446219508484,"{'latitude': '40.86291002439557', 'longitude': '-73.92446219508484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1022170009,,,,,,,
58826022,2023-09-15T21:02:15.000,2023-09-20T07:51:40.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10034,17 POST AVENUE,POST AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-20T00:00:00.000,12 MANHATTAN,MANHATTAN,1005144,253668,PHONE,Unspecified,MANHATTAN,40.86291002439557,-73.92446219508484,"{'latitude': '40.86291002439557', 'longitude': '-73.92446219508484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1022170009,,,,,,,
58824479,2023-09-15T21:02:15.000,2023-09-20T07:51:40.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10034,17 POST AVENUE,POST AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-20T00:00:00.000,12 MANHATTAN,MANHATTAN,1005144,253668,PHONE,Unspecified,MANHATTAN,40.86291002439557,-73.92446219508484,"{'latitude': '40.86291002439557', 'longitude': '-73.92446219508484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1022170009,,,,,,,
58825306,2023-09-15T21:02:15.000,2023-09-20T07:51:40.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10034,17 POST AVENUE,POST AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-20T00:00:00.000,12 MANHATTAN,MANHATTAN,1005144,253668,PHONE,Unspecified,MANHATTAN,40.86291002439557,-73.92446219508484,"{'latitude': '40.86291002439557', 'longitude': '-73.92446219508484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1022170009,,,,,,,
58823606,2023-09-15T21:02:15.000,2023-09-20T07:51:40.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10034,17 POST AVENUE,POST AVENUE,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-20T00:00:00.000,12 MANHATTAN,MANHATTAN,1005144,253668,PHONE,Unspecified,MANHATTAN,40.86291002439557,-73.92446219508484,"{'latitude': '40.86291002439557', 'longitude': '-73.92446219508484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1022170009,,,,,,,
58823596,2023-09-15T21:02:06.000,2023-09-27T20:14:12.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10019,675 WEST   59 STREET,WEST   59 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,07 MANHATTAN,MANHATTAN,986296,220733,ONLINE,Unspecified,MANHATTAN,40.77253720011637,-73.99261316195488,"{'latitude': '40.77253720011637', 'longitude': '-73.99261316195488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1011717512,,,,,,,
58819964,2023-09-15T21:02:04.000,2023-09-15T21:39:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11208,1155 GLENMORE AVENUE,GLENMORE AVENUE,SHERIDAN AVENUE,GRANT AVENUE,SHERIDAN AVENUE,GRANT AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T21:39:44.000,05 BROOKLYN,BROOKLYN,1021343,186151,ONLINE,Unspecified,BROOKLYN,40.67754053810212,-73.8662708750648,"{'latitude': '40.67754053810212', 'longitude': '-73.8662708750648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,GLENMORE AVENUE,3042030042,,,,,,,
58819756,2023-09-15T21:02:00.000,2023-09-15T21:47:18.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10305,630 STEUBEN STREET,STEUBEN STREET,RADCLIFF ROAD,NORMALEE ROAD,RADCLIFF ROAD,NORMALEE ROAD,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T21:47:25.000,02 STATEN ISLAND,STATEN ISLAND,962728,157670,PHONE,Unspecified,STATEN ISLAND,40.599417865113296,-74.07750114439774,"{'latitude': '40.599417865113296', 'longitude': '-74.07750114439774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,STEUBEN STREET,5032290007,,,,,,,
58822263,2023-09-15T21:01:58.000,2023-09-15T22:04:59.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11209,138 71 STREET,71 STREET,RIDGE CREST TERRACE,PERRY TERRACE,RIDGE CREST TERRACE,PERRY TERRACE,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T22:05:02.000,10 BROOKLYN,BROOKLYN,975627,170710,MOBILE,Unspecified,BROOKLYN,40.63523189514374,-74.03106825346349,"{'latitude': '40.63523189514374', 'longitude': '-74.03106825346349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,71 STREET,3058890014,,,,,,,
58819708,2023-09-15T21:01:39.000,2023-09-15T22:24:47.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11385,59-14 70 AVENUE,70 AVENUE,FOREST AVENUE,60 STREET,FOREST AVENUE,60 STREET,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T22:24:51.000,05 QUEENS,QUEENS,1011971,194755,ONLINE,Unspecified,QUEENS,40.70119083386028,-73.90002373628738,"{'latitude': '40.70119083386028', 'longitude': '-73.90002373628738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RIDGEWOOD,70 AVENUE,4035080009,,,,,,,
58824170,2023-09-15T21:01:28.000,2023-09-15T21:51:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,107-38 159 STREET,159 STREET,107 AVENUE,108 AVENUE,107 AVENUE,108 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T21:51:10.000,12 QUEENS,QUEENS,1041234,192905,ONLINE,Unspecified,QUEENS,40.695972973618375,-73.79450216305685,"{'latitude': '40.695972973618375', 'longitude': '-73.79450216305685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,159 STREET,4101250033,,,,,,,
58825418,2023-09-15T21:01:18.000,2023-09-18T10:10:48.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11426,253-11 84 DRIVE,84 DRIVE,253 STREET,LITTLE NECK PARKWAY,253 STREET,LITTLE NECK PARKWAY,ADDRESS,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction.,2023-09-18T10:11:00.000,13 QUEENS,QUEENS,1063520,207052,MOBILE,Unspecified,QUEENS,40.73463133651034,-73.71396745769076,"{'latitude': '40.73463133651034', 'longitude': '-73.71396745769076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BELLEROSE,84 DRIVE,4086070212,,,,,,,
58823943,2023-09-15T21:00:57.000,2023-09-15T21:04:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220,374 SENATOR STREET,SENATOR STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:04:11.000,10 BROOKLYN,BROOKLYN,977661,171147,ONLINE,Unspecified,BROOKLYN,40.6364331136718,-74.02374027660721,"{'latitude': '40.6364331136718', 'longitude': '-74.02374027660721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,SENATOR STREET,3058540036,,,,,,,
58820766,2023-09-15T21:00:41.000,2023-09-15T21:43:08.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10460,2120 MAPES AVENUE,MAPES AVENUE,EAST  180 STREET,EAST  181 STREET,EAST  180 STREET,EAST  181 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:43:10.000,06 BRONX,BRONX,1016041,247928,ONLINE,Unspecified,BRONX,40.84712293306392,-73.88509367221408,"{'latitude': '40.84712293306392', 'longitude': '-73.88509367221408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,MAPES AVENUE,2031110004,,,,,,,
58824153,2023-09-15T21:00:30.000,2023-09-15T21:14:39.000,NYPD,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,11220,LEIF ERICSON PARK,LEIF ERICSON PARK,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,UNRECOGNIZED,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:14:45.000,10 BROOKLYN,BROOKLYN,979061,170650,ONLINE,Leif Ericson Park,BROOKLYN,40.63506988524358,-74.0186956713075,"{'latitude': '40.63506988524358', 'longitude': '-74.0186956713075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,LEIF ERICSON PARK,3058440001,,,,,,,
58826136,2023-09-15T21:00:23.000,2023-09-18T10:55:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10024,WEST   86 STREET,WEST   86 STREET,AMSTERDAM AVENUE,COLUMBUS AVENUE,,,BLOCKFACE,Closed,The Department of Transportation inspected this complaint and found that the problem was fixed.,2023-09-18T10:55:00.000,07 MANHATTAN,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,MANHATTAN,,,,,,,,N/A,
58830474,2023-09-15T21:00:12.000,2023-11-21T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10002,121 HENRY STREET,HENRY STREET,,,,,ADDRESS,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-21T00:00:00.000,03 MANHATTAN,MANHATTAN,986633,199145,UNKNOWN,Unspecified,MANHATTAN,40.71328344587703,-73.99140411212332,"{'latitude': '40.71328344587703', 'longitude': '-73.99140411212332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1002830007,,,,,,,
58823164,2023-09-15T21:00:11.000,2023-09-15T22:34:16.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11373,41-22 CASE STREET,CASE STREET,WHITNEY AVENUE,LAMONT AVENUE,WHITNEY AVENUE,LAMONT AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T22:34:21.000,04 QUEENS,QUEENS,1019257,211419,MOBILE,Unspecified,QUEENS,40.74690360217185,-73.87366000477655,"{'latitude': '40.74690360217185', 'longitude': '-73.87366000477655', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ELMHURST,CASE STREET,4015650018,,,,,,,
58823304,2023-09-15T21:00:10.000,2023-09-15T21:08:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10457,1644 ANTHONY AVENUE,ANTHONY AVENUE,CLAY AVENUE,EAST  173 STREET,CLAY AVENUE,EAST  173 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:08:39.000,04 BRONX,BRONX,1010578,246331,ONLINE,Unspecified,BRONX,40.84275761828386,-73.90484555357605,"{'latitude': '40.84275761828386', 'longitude': '-73.90484555357605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,ANTHONY AVENUE,2028880028,,,,,,,
58826173,2023-09-15T21:00:09.000,2023-09-16T09:58:42.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11420,130-18 111 AVENUE,111 AVENUE,130 STREET,131 STREET,130 STREET,131 STREET,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T09:58:47.000,10 QUEENS,QUEENS,1036335,188200,PHONE,Unspecified,QUEENS,40.68308904959854,-73.81220543905991,"{'latitude': '40.68308904959854', 'longitude': '-73.81220543905991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH OZONE PARK,111 AVENUE,4116340010,,,,,,,
58819890,2023-09-15T21:00:06.000,2023-09-15T21:31:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1169 TINTON AVENUE,TINTON AVENUE,HOME STREET,EAST  168 STREET,HOME STREET,EAST  168 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:31:20.000,03 BRONX,BRONX,1011701,241050,ONLINE,Unspecified,BRONX,40.82825938943283,-73.90080843221006,"{'latitude': '40.82825938943283', 'longitude': '-73.90080843221006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,TINTON AVENUE,2026620030,,,,,,,
58821227,2023-09-15T21:00:05.000,2023-09-15T21:29:27.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,10029,127 EAST  100 STREET,EAST  100 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T21:29:31.000,11 MANHATTAN,MANHATTAN,998161,226638,MOBILE,Unspecified,MANHATTAN,40.788734149816094,-73.94976377894105,"{'latitude': '40.788734149816094', 'longitude': '-73.94976377894105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,EAST  100 STREET,1016280013,,,,,,,
58825501,2023-09-15T20:59:57.000,2023-09-18T13:21:58.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Sidewalk,11208,CRESCENT STREET,CRESCENT STREET,CRESCENT STREET,PITKIN AVENUE,CRESCENT STREET,PITKIN AVENUE,INTERSECTION,Closed,The Department of Sanitation observed illegal postings at the location. The Department will issue a Summons to the responsible party once it is identified.,2023-09-18T13:22:03.000,05 BROOKLYN,BROOKLYN,1020289,185468,ONLINE,Unspecified,BROOKLYN,40.67567021308873,-73.87007444340013,"{'latitude': '40.67567021308873', 'longitude': '-73.87007444340013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58821275,2023-09-15T20:59:42.000,2023-10-31T10:42:52.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Tow Truck Company,Business,11434,130-37 MERRICK BOULEVARD,MERRICK BOULEVARD,130 AVENUE,130 ROAD,130 AVENUE,130 ROAD,ADDRESS,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-31T10:42:54.000,12 QUEENS,QUEENS,1050136,187160,PHONE,Unspecified,QUEENS,40.680142527512395,-73.76245576576378,"{'latitude': '40.680142527512395', 'longitude': '-73.76245576576378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA,MERRICK BOULEVARD,4124940001,,,,,,,
58821599,2023-09-15T20:59:37.000,2023-09-15T21:30:59.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,884 RIVERSIDE DRIVE,RIVERSIDE DRIVE,FORT WASHINGTON AVENUE,RIVERSIDE DRIVE,FORT WASHINGTON AVENUE,RIVERSIDE DRIVE,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T21:31:05.000,12 MANHATTAN,MANHATTAN,999035,244344,ONLINE,Unspecified,MANHATTAN,40.83733075391628,-73.94656853762118,"{'latitude': '40.83733075391628', 'longitude': '-73.94656853762118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,RIVERSIDE DRIVE,1021360106,,,,,,,
58825094,2023-09-15T20:59:12.000,2023-09-15T21:20:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11419,104-64 128 STREET,128 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T21:20:25.000,10 QUEENS,QUEENS,1035040,190188,MOBILE,Unspecified,QUEENS,40.68855316839335,-73.81685961403421,"{'latitude': '40.68855316839335', 'longitude': '-73.81685961403421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH RICHMOND HILL,128 STREET,4095810038,,,,,,,
58819607,2023-09-15T20:59:00.000,2023-09-18T14:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11234,4011 FILLMORE AVENUE,FILLMORE AVENUE,KIMBALL ST,COLEMAN ST,,,ADDRESS,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-18T14:45:00.000,18 BROOKLYN,BROOKLYN,1003649,162745,ONLINE,Unspecified,BROOKLYN,40.613352599834315,-73.9301292399039,"{'latitude': '40.613352599834315', 'longitude': '-73.9301292399039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3084840001,,,,,,N/A,
