unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,resolution_description,resolution_action_updated_date,facility_type,taxi_pick_up_location,due_date
58800721,2023-09-13T11:37:26.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11221,1505 BROADWAY,BROADWAY,,,,,ADDRESS,BROOKLYN,,Closed,04 BROOKLYN,3033800002,BROOKLYN,1007067,189594,ONLINE,Unspecified,BROOKLYN,40.68703909417144,-73.91772756697007,"{'latitude': '40.68703909417144', 'longitude': '-73.91772756697007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T19:37:50.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-30T00:00:00.000,,,
58805824,2023-09-13T11:37:26.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11221,1505 BROADWAY,BROADWAY,,,,,ADDRESS,BROOKLYN,,Closed,04 BROOKLYN,3033800002,BROOKLYN,1007067,189594,ONLINE,Unspecified,BROOKLYN,40.68703909417144,-73.91772756697007,"{'latitude': '40.68703909417144', 'longitude': '-73.91772756697007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-17T18:21:46.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-17T00:00:00.000,,,
58804668,2023-09-13T11:37:26.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11221,1505 BROADWAY,BROADWAY,,,,,ADDRESS,BROOKLYN,,Closed,04 BROOKLYN,3033800002,BROOKLYN,1007067,189594,ONLINE,Unspecified,BROOKLYN,40.68703909417144,-73.91772756697007,"{'latitude': '40.68703909417144', 'longitude': '-73.91772756697007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-17T18:21:45.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-17T00:00:00.000,,,
58803140,2023-09-13T11:37:26.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11221,1505 BROADWAY,BROADWAY,,,,,ADDRESS,BROOKLYN,,Closed,04 BROOKLYN,3033800002,BROOKLYN,1007067,189594,ONLINE,Unspecified,BROOKLYN,40.68703909417144,-73.91772756697007,"{'latitude': '40.68703909417144', 'longitude': '-73.91772756697007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-17T18:21:46.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-17T00:00:00.000,,,
58803333,2023-09-13T11:37:25.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11206,791 FLUSHING AVENUE,FLUSHING AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,01 BROOKLYN,3031270032,BROOKLYN,1000614,194658,ONLINE,Unspecified,BROOKLYN,40.70095288126382,-73.94098317129281,"{'latitude': '40.70095288126382', 'longitude': '-73.94098317129281', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T21:05:23.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-13T00:00:00.000,,,
58802256,2023-09-13T11:37:12.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Affecting Sewer or Foundation,Street,11385,70-19 73 PLACE,73 PLACE,EDSALL AVENUE,CENTRAL AVENUE,EDSALL AVENUE,CENTRAL AVENUE,ADDRESS,RIDGEWOOD,73 PLACE,Closed,05 QUEENS,4037920049,QUEENS,1018337,196648,ONLINE,Unspecified,QUEENS,40.706364436593795,-73.87705509297957,"{'latitude': '40.706364436593795', 'longitude': '-73.87705509297957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T09:49:40.000,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-09-14T09:49:43.000,,,
58806726,2023-09-13T11:36:56.000,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,N/A,Store/Commercial,10017,316 EAST   49 STREET,EAST   49 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   49 STREET,Closed,06 MANHATTAN,1013410042,MANHATTAN,993013,213975,PHONE,Unspecified,MANHATTAN,40.753984125655506,-73.96837104872945,"{'latitude': '40.753984125655506', 'longitude': '-73.96837104872945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T12:21:43.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T12:21:49.000,,,
58800821,2023-09-13T11:36:54.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11428,93-48 213 STREET,213 STREET,93 AVENUE,94 AVENUE,93 AVENUE,94 AVENUE,ADDRESS,QUEENS VILLAGE,213 STREET,Closed,13 QUEENS,4106130029,QUEENS,1054648,201146,PHONE,Unspecified,QUEENS,40.7184959371898,-73.7460421788489,"{'latitude': '40.7184959371898', 'longitude': '-73.7460421788489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T13:44:33.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T13:44:38.000,,,
58800174,2023-09-13T11:36:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,301 GOLD STREET,GOLD STREET,TILLARY STREET,JOHNSON STREET,TILLARY STREET,JOHNSON STREET,ADDRESS,BROOKLYN,GOLD STREET,Closed,02 BROOKLYN,3001340006,BROOKLYN,988901,192647,ONLINE,Unspecified,BROOKLYN,40.69544706314867,-73.98322753703334,"{'latitude': '40.69544706314867', 'longitude': '-73.98322753703334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T13:22:51.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T13:22:55.000,,,
58801507,2023-09-13T11:36:05.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11101,46-08 5 STREET,5 STREET,46 AVENUE,46 ROAD,46 AVENUE,46 ROAD,ADDRESS,LONG ISLAND CITY,5 STREET,Closed,02 QUEENS,4000210030,QUEENS,996679,211457,ONLINE,Unspecified,QUEENS,40.74706845925653,-73.95514373666326,"{'latitude': '40.74706845925653', 'longitude': '-73.95514373666326', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T12:36:08.000,The Police Department issued a summons in response to the complaint.,2023-09-13T12:36:14.000,,,
58800211,2023-09-13T11:36:00.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11230,275 WEBSTER AVENUE,WEBSTER AVENUE,OCEAN PARKWAY,EAST    8 STREET,OCEAN PARKWAY,EAST    8 STREET,ADDRESS,BROOKLYN,WEBSTER AVENUE,Closed,14 BROOKLYN,3054170058,BROOKLYN,992378,169858,MOBILE,Unspecified,BROOKLYN,40.632893804174415,-73.97071623375196,"{'latitude': '40.632893804174415', 'longitude': '-73.97071623375196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T12:08:00.000,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T12:08:03.000,,,
58807410,2023-09-13T11:35:45.000,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,11369,LA GUARDIA AIRPORT,LA GUARDIA AIRPORT,94 STREET,GRAND CENTRAL PARKWAY ET    7 EB,94 STREET,GRAND CENTRAL PARKWAY ET    7 EB,UNRECOGNIZED,EAST ELMHURST,LA GUARDIA AIRPORT,Closed,80 QUEENS,4009260001,QUEENS,1018236,221443,PHONE,Unspecified,QUEENS,40.77442086598845,-73.87729410513894,"{'latitude': '40.77442086598845', 'longitude': '-73.87729410513894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-01T14:47:57.000,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-11-01T14:47:59.000,,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369",
58806200,2023-09-13T11:35:37.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11215,PURPLE PLAYGROUND,PURPLE PLAYGROUND,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,UNRECOGNIZED,BROOKLYN,PURPLE PLAYGROUND,In Progress,07 BROOKLYN,3008670006,BROOKLYN,987108,180835,ONLINE,Unspecified,BROOKLYN,40.663026560367,-73.98969847326738,"{'latitude': '40.663026560367', 'longitude': '-73.98969847326738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58808169,2023-09-13T11:35:34.000,DOB,Department of Buildings,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,,11231,416 VAN BRUNT STREET,VAN BRUNT STREET,,,,,ADDRESS,BROOKLYN,,Closed,06 BROOKLYN,3005970026,BROOKLYN,980213,185546,UNKNOWN,Unspecified,BROOKLYN,40.67595674405265,-74.01455399804547,"{'latitude': '40.67595674405265', 'longitude': '-74.01455399804547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:00:00.000,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-20T00:00:00.000,N/A,,
58801585,2023-09-13T11:35:33.000,DOB,Department of Buildings,Plumbing,Plumbing Work - Illegal/No Permit/Standpipe/Sprinkler,,11220,5201 7 AVENUE,7 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,07 BROOKLYN,3008100010,BROOKLYN,982263,172896,UNKNOWN,Unspecified,BROOKLYN,40.641235972756434,-74.0071597092767,"{'latitude': '40.641235972756434', 'longitude': '-74.0071597092767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T00:00:00.000,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-20T00:00:00.000,,,
58809256,2023-09-13T11:35:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10013,333 HUDSON STREET,HUDSON STREET,VANDAM STREET,CHARLTON STREET,VANDAM STREET,CHARLTON STREET,ADDRESS,NEW YORK,HUDSON STREET,Closed,02 MANHATTAN,1005970055,MANHATTAN,982205,204153,MOBILE,Unspecified,MANHATTAN,40.727029283756664,-74.00737818573637,"{'latitude': '40.727029283756664', 'longitude': '-74.00737818573637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T12:05:26.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T12:05:31.000,,,
58807688,2023-09-13T11:35:08.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,Private Carter Decal Not Posted,Street,10022,14 EAST   55 STREET,EAST   55 STREET,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,EAST   55 STREET,Closed,05 MANHATTAN,1012900062,MANHATTAN,991408,216655,ONLINE,Unspecified,MANHATTAN,40.761341485929414,-73.97416124158725,"{'latitude': '40.761341485929414', 'longitude': '-73.97416124158725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T21:03:36.000,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-14T21:03:41.000,,,
58805082,2023-09-13T11:35:03.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11229,1213 AVENUE U,AVENUE U,EAST   12 STREET,HOMECREST AVENUE,EAST   12 STREET,HOMECREST AVENUE,ADDRESS,BROOKLYN,AVENUE U,Closed,15 BROOKLYN,3073160043,BROOKLYN,995446,157321,PHONE,Unspecified,BROOKLYN,40.598478991333735,-73.9596835550102,"{'latitude': '40.598478991333735', 'longitude': '-73.9596835550102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-14T12:05:54.000,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-14T12:05:57.000,,,
58807017,2023-09-13T11:34:50.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10452,117 TUDOR PLACE,TUDOR PLACE,,,,,ADDRESS,BRONX,,Closed,04 BRONX,2024630060,BRONX,1006511,243214,ONLINE,Unspecified,BRONX,40.83421355139157,-73.91955480898018,"{'latitude': '40.83421355139157', 'longitude': '-73.91955480898018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-09T17:32:21.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-09T00:00:00.000,,,
58809693,2023-09-13T11:34:50.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10452,117 TUDOR PLACE,TUDOR PLACE,,,,,ADDRESS,BRONX,,Closed,04 BRONX,2024630060,BRONX,1006511,243214,ONLINE,Unspecified,BRONX,40.83421355139157,-73.91955480898018,"{'latitude': '40.83421355139157', 'longitude': '-73.91955480898018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-09T17:32:22.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-09T00:00:00.000,,,
58800638,2023-09-13T11:34:50.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10452,117 TUDOR PLACE,TUDOR PLACE,,,,,ADDRESS,BRONX,,Closed,04 BRONX,2024630060,BRONX,1006511,243214,ONLINE,Unspecified,BRONX,40.83421355139157,-73.91955480898018,"{'latitude': '40.83421355139157', 'longitude': '-73.91955480898018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-09T17:32:23.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-09T00:00:00.000,,,
58809826,2023-09-13T11:34:50.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10452,117 TUDOR PLACE,TUDOR PLACE,,,,,ADDRESS,BRONX,,Closed,04 BRONX,2024630060,BRONX,1006511,243214,ONLINE,Unspecified,BRONX,40.83421355139157,-73.91955480898018,"{'latitude': '40.83421355139157', 'longitude': '-73.91955480898018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-09T17:32:22.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-09T00:00:00.000,,,
58807158,2023-09-13T11:34:50.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10452,117 TUDOR PLACE,TUDOR PLACE,,,,,ADDRESS,BRONX,,Closed,04 BRONX,2024630060,BRONX,1006511,243214,ONLINE,Unspecified,BRONX,40.83421355139157,-73.91955480898018,"{'latitude': '40.83421355139157', 'longitude': '-73.91955480898018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-09T17:32:22.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-09T00:00:00.000,,,
58807035,2023-09-13T11:34:50.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10452,117 TUDOR PLACE,TUDOR PLACE,,,,,ADDRESS,BRONX,,Closed,04 BRONX,2024630060,BRONX,1006511,243214,ONLINE,Unspecified,BRONX,40.83421355139157,-73.91955480898018,"{'latitude': '40.83421355139157', 'longitude': '-73.91955480898018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-09T17:32:23.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-09T00:00:00.000,,,
58800617,2023-09-13T11:34:50.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10452,117 TUDOR PLACE,TUDOR PLACE,,,,,ADDRESS,BRONX,,Closed,04 BRONX,2024630060,BRONX,1006511,243214,ONLINE,Unspecified,BRONX,40.83421355139157,-73.91955480898018,"{'latitude': '40.83421355139157', 'longitude': '-73.91955480898018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-09T17:32:23.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-09T00:00:00.000,,,
58805921,2023-09-13T11:34:48.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10032,894 RIVERSIDE DRIVE,RIVERSIDE DRIVE,,,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021360111,MANHATTAN,998955,244508,PHONE,Unspecified,MANHATTAN,40.83778101984579,-73.94685728972303,"{'latitude': '40.83778101984579', 'longitude': '-73.94685728972303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T11:08:21.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,,,
58807088,2023-09-13T11:34:47.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11226,130 EAST   18 STREET,EAST   18 STREET,,,,,ADDRESS,BROOKLYN,,Closed,14 BROOKLYN,3050970104,BROOKLYN,994576,175318,PHONE,Unspecified,BROOKLYN,40.64787804391834,-73.96278886761259,"{'latitude': '40.64787804391834', 'longitude': '-73.96278886761259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T14:57:18.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,,,
58806444,2023-09-13T11:34:29.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,10003,7 EAST    7 STREET,EAST    7 STREET,COOPER SQUARE,COOPER SQUARE,COOPER SQUARE,COOPER SQUARE,ADDRESS,NEW YORK,EAST    7 STREET,Closed,03 MANHATTAN,1005440076,MANHATTAN,986887,204866,ONLINE,Unspecified,MANHATTAN,40.72898613819973,-73.99048564932028,"{'latitude': '40.72898613819973', 'longitude': '-73.99048564932028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T13:02:33.000,N/A,2023-09-13T13:02:37.000,,,
58800673,2023-09-13T11:34:27.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10452,937 SUMMIT AVENUE,SUMMIT AVENUE,,,,,ADDRESS,BRONX,,Open,04 BRONX,2025230066,BRONX,1003329,242302,PHONE,Unspecified,BRONX,40.83171782206252,-73.93105627909713,"{'latitude': '40.83171782206252', 'longitude': '-73.93105627909713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-13T00:00:00.000,,,
58808415,2023-09-13T11:34:25.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10033,45 CABRINI BOULEVARD,CABRINI BOULEVARD,,,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021770166,MANHATTAN,1000663,249005,PHONE,Unspecified,MANHATTAN,40.85012095513846,-73.9406737074846,"{'latitude': '40.85012095513846', 'longitude': '-73.9406737074846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:11:16.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,,,
58807202,2023-09-13T11:34:25.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10033,45 CABRINI BOULEVARD,CABRINI BOULEVARD,,,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021770166,MANHATTAN,1000663,249005,PHONE,Unspecified,MANHATTAN,40.85012095513846,-73.9406737074846,"{'latitude': '40.85012095513846', 'longitude': '-73.9406737074846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:11:16.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,,,
58808437,2023-09-13T11:34:25.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10033,45 CABRINI BOULEVARD,CABRINI BOULEVARD,,,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021770166,MANHATTAN,1000663,249005,PHONE,Unspecified,MANHATTAN,40.85012095513846,-73.9406737074846,"{'latitude': '40.85012095513846', 'longitude': '-73.9406737074846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:11:15.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,,,
58801948,2023-09-13T11:34:25.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10033,45 CABRINI BOULEVARD,CABRINI BOULEVARD,,,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,1021770166,MANHATTAN,1000663,249005,PHONE,Unspecified,MANHATTAN,40.85012095513846,-73.9406737074846,"{'latitude': '40.85012095513846', 'longitude': '-73.9406737074846', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:11:15.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-18T00:00:00.000,,,
58800957,2023-09-13T11:34:21.000,DOT,Department of Transportation,Curb Condition,Broken Curb,Sidewalk,10306,170 HOOPER AVENUE,HOOPER AVENUE,SPRATT AVENUE,JUSTIN AVENUE,SPRATT AVENUE,JUSTIN AVENUE,ADDRESS,STATEN ISLAND,HOOPER AVENUE,Closed,03 STATEN ISLAND,5050230014,STATEN ISLAND,947130,141758,PHONE,Unspecified,STATEN ISLAND,40.55569100322057,-74.13358240035333,"{'latitude': '40.55569100322057', 'longitude': '-74.13358240035333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T09:04:52.000,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-19T09:04:55.000,,,
58800904,2023-09-13T11:34:09.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11229,1748 EAST   15 STREET,EAST   15 STREET,KINGS HIGHWAY,AVENUE R,KINGS HIGHWAY,AVENUE R,ADDRESS,BROOKLYN,EAST   15 STREET,In Progress,15 BROOKLYN,3067970023,BROOKLYN,995918,160459,UNKNOWN,Unspecified,BROOKLYN,40.6070915533004,-73.95797847738491,"{'latitude': '40.6070915533004', 'longitude': '-73.95797847738491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58806450,2023-09-13T11:34:04.000,DSNY,Department of Sanitation,Dead Animal,Cat,Street,10475,BAYCHESTER AVENUE,BAYCHESTER AVENUE,BAYCHESTER AVENUE,EAST  222 STREET,BAYCHESTER AVENUE,EAST  222 STREET,INTERSECTION,,,Closed,12 BRONX,,BRONX,1029657,258461,PHONE,Unspecified,BRONX,40.875973271028506,-73.83580833873737,"{'latitude': '40.875973271028506', 'longitude': '-73.83580833873737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T07:04:31.000,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-14T04:33:40.000,,,
58800945,2023-09-13T11:34:01.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10023,154 WEST   74 STREET,WEST   74 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST   74 STREET,In Progress,07 MANHATTAN,1011450055,MANHATTAN,989839,223291,UNKNOWN,Unspecified,MANHATTAN,40.77955670744935,-73.97981945731615,"{'latitude': '40.77955670744935', 'longitude': '-73.97981945731615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58804293,2023-09-13T11:34:00.000,DOT,Department of Transportation,Traffic Signal Condition,Cable,,10459,,,,,PROSPECT AVENUE,JENNINGS STREET,INTERSECTION,BRONX,,Closed,03 BRONX,,BRONX,1012839,242402,UNKNOWN,Unspecified,BRONX,40.8319666292199,-73.89669061999886,"{'latitude': '40.8319666292199', 'longitude': '-73.89669061999886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-13T14:35:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-13T14:35:00.000,N/A,,
58803491,2023-09-13T11:34:00.000,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11229,1750 EAST   15 STREET,EAST   15 STREET,KINGS HIGHWAY,AVENUE R,KINGS HIGHWAY,AVENUE R,ADDRESS,BROOKLYN,EAST   15 STREET,Closed,15 BROOKLYN,3067970024,BROOKLYN,995920,160447,UNKNOWN,Unspecified,BROOKLYN,40.6070586131251,-73.957971295255,"{'latitude': '40.6070586131251', 'longitude': '-73.957971295255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-24T10:08:04.000,NYC Parks determined that the requested location cannot receive a new tree because of conflicts with surrounding infrastructure.,2023-10-24T10:08:11.000,,,
58804782,2023-09-13T11:33:54.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,10009,EAST    2 STREET,EAST    2 STREET,AVENUE B,EAST    2 STREET,AVENUE B,EAST    2 STREET,INTERSECTION,,,In Progress,03 MANHATTAN,,MANHATTAN,988839,202328,UNKNOWN,Unspecified,MANHATTAN,40.72201914755095,-73.98344452363722,"{'latitude': '40.72201914755095', 'longitude': '-73.98344452363722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-13T11:36:45.000,,,
