unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_company_borough,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp
59460950,2023-09-29T16:47:13.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,10457,2178 TIEBOUT AVENUE,TIEBOUT AVENUE,ADDRESS,BRONX,Closed,,2023-10-01T00:00:00.000,05 BRONX,2031430130,BRONX,1012355,250604,ONLINE,Unspecified,BRONX,40.854480257001114,-73.89840522879672,"{'latitude': '40.854480257001114', 'longitude': '-73.89840522879672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  181 STREET,EAST  182 STREET,EAST  181 STREET,EAST  182 STREET,TIEBOUT AVENUE,,,,,,,
58959383,2023-09-29T16:47:12.000,2023-09-29T18:18:04.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11234,4724 AVENUE N,AVENUE N,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T18:18:11.000,18 BROOKLYN,3078920049,BROOKLYN,1003829,164723,PHONE,Unspecified,BROOKLYN,40.61878140261534,-73.92947518556268,"{'latitude': '40.61878140261534', 'longitude': '-73.92947518556268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SCHENECTADY AVENUE,EAST   48 STREET,SCHENECTADY AVENUE,EAST   48 STREET,AVENUE N,,,,,,,
58961779,2023-09-29T16:47:08.000,2023-09-29T16:54:40.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T16:54:42.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,,
58958628,2023-09-29T16:47:02.000,2023-09-29T16:54:04.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T16:53:49.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,,
58959384,2023-09-29T16:47:01.000,2023-09-29T17:03:52.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11101,5-20 46 AVENUE,46 AVENUE,ADDRESS,LONG ISLAND CITY,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T17:03:56.000,02 QUEENS,4000270005,QUEENS,996805,211525,MOBILE,Unspecified,QUEENS,40.74725492415711,-73.95468887577684,"{'latitude': '40.74725492415711', 'longitude': '-73.95468887577684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 STREET,VERNON BOULEVARD,5 STREET,VERNON BOULEVARD,46 AVENUE,,,,,,,
58957797,2023-09-29T16:47:01.000,2023-09-29T18:38:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11209,160 95 STREET,95 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T18:38:43.000,10 BROOKLYN,3061200026,BROOKLYN,973968,164057,ONLINE,Unspecified,BROOKLYN,40.616969038084896,-74.03703541535141,"{'latitude': '40.616969038084896', 'longitude': '-74.03703541535141', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SHORE ROAD,MARINE AVENUE,SHORE ROAD,MARINE AVENUE,95 STREET,,,,,,,
58962357,2023-09-29T16:47:00.000,2023-09-29T17:20:38.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10036,406 WEST   42 STREET,WEST   42 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T17:20:41.000,04 MANHATTAN,,MANHATTAN,986177,215653,ONLINE,Unspecified,MANHATTAN,40.75859394037764,-73.9930442535702,"{'latitude': '40.75859394037764', 'longitude': '-73.9930442535702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9 AVENUE,DYER AVENUE,9 AVENUE,DYER AVENUE,WEST   42 STREET,,,,,,,
58958966,2023-09-29T16:47:00.000,2023-10-03T12:00:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11377,45-18 48 AVENUE,48 AVENUE,ADDRESS,WOODSIDE,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-10-03T12:00:00.000,02 QUEENS,4022890033,QUEENS,1006381,208662,ONLINE,Unspecified,QUEENS,40.73937792676548,-73.92013842835267,"{'latitude': '40.73937792676548', 'longitude': '-73.92013842835267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45 ST,46 ST,,,,,,,,,,
58965352,2023-09-29T16:47:00.000,2023-09-30T13:45:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11413,145-69 223 STREET,223 STREET,ADDRESS,SPRINGFIELD GARDENS,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-30T13:45:00.000,13 QUEENS,4134710024,QUEENS,1051713,180419,PHONE,Unspecified,QUEENS,40.66162818392712,-73.75683757169978,"{'latitude': '40.66162818392712', 'longitude': '-73.75683757169978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",145 RD,146 AVE,,,,,,,,,,
58965130,2023-09-29T16:47:00.000,2023-10-03T11:30:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11101,48-32 38 STREET,38 STREET,ADDRESS,LONG ISLAND CITY,Closed,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-10-03T11:30:00.000,02 QUEENS,4002320053,QUEENS,1004209,208703,ONLINE,Unspecified,QUEENS,40.739495629976055,-73.92797614734349,"{'latitude': '40.739495629976055', 'longitude': '-73.92797614734349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48 AVE,GREENPOINT AVE,,,,,,,,,,
58955862,2023-09-29T16:47:00.000,2023-10-01T07:40:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10474,772 EDGEWATER ROAD,EDGEWATER ROAD,ADDRESS,BRONX,Closed,"The Department of Environmental Protection inspected your complaint and determined that the catch basin is now functioning properly.  If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-10-01T07:40:00.000,02 BRONX,2027640070,BRONX,1016612,236993,ONLINE,Unspecified,BRONX,40.817107454371914,-73.8830825884011,"{'latitude': '40.817107454371914', 'longitude': '-73.8830825884011', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE A,DRAKE ST,,,,,,,,,,
58956239,2023-09-29T16:46:53.000,2023-11-16T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal. Commercial Use In Resident Zone,,11226,110 MARTENSE STREET,MARTENSE STREET,ADDRESS,BROOKLYN,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-16T00:00:00.000,17 BROOKLYN,3050900017,BROOKLYN,996741,176606,UNKNOWN,Unspecified,BROOKLYN,40.651410534983505,-73.95498461442877,"{'latitude': '40.651410534983505', 'longitude': '-73.95498461442877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,N/A,,,,
58965528,2023-09-29T16:46:53.000,2023-09-30T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,11222,45 NEWEL STREET,NEWEL STREET,ADDRESS,BROOKLYN,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-30T00:00:00.000,01 BROOKLYN,3026830012,BROOKLYN,998947,203082,UNKNOWN,Unspecified,BROOKLYN,40.72407767639497,-73.94697682169915,"{'latitude': '40.72407767639497', 'longitude': '-73.94697682169915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,N/A,,,,
58956319,2023-09-29T16:46:52.000,2023-09-29T18:48:07.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11418,84-20 115 STREET,115 STREET,ADDRESS,RICHMOND HILL,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T18:48:12.000,09 QUEENS,4092140030,QUEENS,1029588,195481,MOBILE,Unspecified,QUEENS,40.703110806110416,-73.83648295381737,"{'latitude': '40.703110806110416', 'longitude': '-73.83648295381737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",84 AVENUE,BABBAGE STREET,84 AVENUE,BABBAGE STREET,115 STREET,,,,,,,
58959503,2023-09-29T16:46:49.000,2023-09-29T17:05:09.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10454,600 EAST  137 STREET,EAST  137 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T17:05:14.000,01 BRONX,2025480001,BRONX,1007288,232796,ONLINE,Unspecified,BRONX,40.80561709866251,-73.91678270964402,"{'latitude': '40.80561709866251', 'longitude': '-73.91678270964402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST ANNS AVENUE,CYPRESS AVENUE,ST ANNS AVENUE,CYPRESS AVENUE,EAST  137 STREET,,,,,,,
59459524,2023-09-29T16:46:38.000,2023-10-03T11:30:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11101,48-32 38 STREET,38 STREET,ADDRESS,LONG ISLAND CITY,Closed,,2023-10-03T11:30:00.000,02 QUEENS,4002320053,QUEENS,1004209,208703,ONLINE,Unspecified,QUEENS,40.739495629976055,-73.92797614734349,"{'latitude': '40.739495629976055', 'longitude': '-73.92797614734349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",48 AVENUE,GREENPOINT AVENUE,48 AVENUE,GREENPOINT AVENUE,38 STREET,,,,,,,
58968033,2023-09-29T16:46:26.000,2023-10-02T08:42:36.000,DOT,Department of Transportation,Highway Condition,Pothole - Highway,Highway,,,,,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-02T08:42:40.000,Unspecified QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,,,,,,,,,BQE/Gowanus Expwy,End Eastbound BQE East Leg,East/Bronx Bound,Ramp
58961014,2023-09-29T16:46:25.000,2023-09-29T18:18:33.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10453,1757 JEROME AVENUE,JEROME AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T18:18:36.000,05 BRONX,2028610074,BRONX,1008572,248270,PHONE,Unspecified,BRONX,40.8480853541564,-73.91208858456635,"{'latitude': '40.8480853541564', 'longitude': '-73.91208858456635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  175 STREET,WEST  176 STREET,EAST  175 STREET,WEST  176 STREET,JEROME AVENUE,,,,,,,
59456593,2023-09-29T16:46:17.000,,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,11223,735 AVENUE W,AVENUE W,ADDRESS,BROOKLYN,In Progress,,,15 BROOKLYN,3071590040,BROOKLYN,994636,155528,ONLINE,Unspecified,BROOKLYN,40.59355855442944,-73.96260309566408,"{'latitude': '40.59355855442944', 'longitude': '-73.96260309566408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST    7 STREET,CONEY ISLAND AVENUE,EAST    7 STREET,CONEY ISLAND AVENUE,AVENUE W,,,,,,,
58960292,2023-09-29T16:46:15.000,2023-10-02T07:56:46.000,DOT,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,10312,621 HUGUENOT AVENUE,HUGUENOT AVENUE,ADDRESS,STATEN ISLAND,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-02T07:56:50.000,03 STATEN ISLAND,5063370069,STATEN ISLAND,929885,135904,PHONE,Unspecified,STATEN ISLAND,40.5395339737544,-74.19559414495758,"{'latitude': '40.5395339737544', 'longitude': '-74.19559414495758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RATHBUN AVENUE,RAMONA AVENUE,RATHBUN AVENUE,RAMONA AVENUE,HUGUENOT AVENUE,,,,,,,
58966340,2023-09-29T16:46:10.000,2023-09-29T17:28:51.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11374,62-83 BOOTH STREET,BOOTH STREET,ADDRESS,REGO PARK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T17:28:55.000,06 QUEENS,4030790058,QUEENS,1021330,205171,PHONE,Unspecified,QUEENS,40.72974596098671,-73.86621301391438,"{'latitude': '40.72974596098671', 'longitude': '-73.86621301391438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",62 AVENUE,63 AVENUE,62 AVENUE,63 AVENUE,BOOTH STREET,,,,,,,
59459650,2023-09-29T16:45:52.000,2023-09-30T13:45:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11413,145-69 223 STREET,223 STREET,ADDRESS,SPRINGFIELD GARDENS,Closed,,2023-09-30T13:45:00.000,13 QUEENS,4134710024,QUEENS,1051713,180419,PHONE,Unspecified,QUEENS,40.66162818392712,-73.75683757169978,"{'latitude': '40.66162818392712', 'longitude': '-73.75683757169978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",145 ROAD,146 AVENUE,145 ROAD,146 AVENUE,223 STREET,,,,,,,
58967886,2023-09-29T16:45:41.000,2023-10-03T07:52:07.000,HPD,Department of Housing Preservation and Development,GENERAL,SIGNAGE MISSING,RESIDENTIAL BUILDING,10463,2630 KINGSBRIDGE TERRACE,KINGSBRIDGE TERRACE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,07 BRONX,2032370067,BRONX,1010252,256209,ONLINE,Unspecified,BRONX,40.86987072578627,-73.90598546285003,"{'latitude': '40.86987072578627', 'longitude': '-73.90598546285003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58958601,2023-09-29T16:45:41.000,2023-10-03T07:52:06.000,HPD,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,RESIDENTIAL BUILDING,10463,2630 KINGSBRIDGE TERRACE,KINGSBRIDGE TERRACE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,07 BRONX,2032370067,BRONX,1010252,256209,ONLINE,Unspecified,BRONX,40.86987072578627,-73.90598546285003,"{'latitude': '40.86987072578627', 'longitude': '-73.90598546285003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58964212,2023-09-29T16:45:41.000,2023-10-03T07:52:06.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10463,2630 KINGSBRIDGE TERRACE,KINGSBRIDGE TERRACE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,07 BRONX,2032370067,BRONX,1010252,256209,ONLINE,Unspecified,BRONX,40.86987072578627,-73.90598546285003,"{'latitude': '40.86987072578627', 'longitude': '-73.90598546285003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58956769,2023-09-29T16:45:41.000,2023-10-03T07:52:06.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10463,2630 KINGSBRIDGE TERRACE,KINGSBRIDGE TERRACE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,07 BRONX,2032370067,BRONX,1010252,256209,ONLINE,Unspecified,BRONX,40.86987072578627,-73.90598546285003,"{'latitude': '40.86987072578627', 'longitude': '-73.90598546285003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58967575,2023-09-29T16:45:41.000,2023-10-03T07:52:07.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10463,2630 KINGSBRIDGE TERRACE,KINGSBRIDGE TERRACE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,07 BRONX,2032370067,BRONX,1010252,256209,ONLINE,Unspecified,BRONX,40.86987072578627,-73.90598546285003,"{'latitude': '40.86987072578627', 'longitude': '-73.90598546285003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58964675,2023-09-29T16:45:40.000,2023-10-09T16:25:34.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10472,1349 STRATFORD AVENUE,STRATFORD AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-09T00:00:00.000,09 BRONX,2038660049,BRONX,1018456,242776,ONLINE,Unspecified,BRONX,40.83297318206956,-73.87639111311755,"{'latitude': '40.83297318206956', 'longitude': '-73.87639111311755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58967533,2023-09-29T16:45:40.000,2023-10-11T11:35:20.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10472,1349 STRATFORD AVENUE,STRATFORD AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-11T00:00:00.000,09 BRONX,2038660049,BRONX,1018456,242776,ONLINE,Unspecified,BRONX,40.83297318206956,-73.87639111311755,"{'latitude': '40.83297318206956', 'longitude': '-73.87639111311755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58964438,2023-09-29T16:45:39.000,2023-10-04T19:55:18.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10472,1349 STRATFORD AVENUE,STRATFORD AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,09 BRONX,2038660049,BRONX,1018456,242776,ONLINE,Unspecified,BRONX,40.83297318206956,-73.87639111311755,"{'latitude': '40.83297318206956', 'longitude': '-73.87639111311755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
59450181,2023-09-29T16:45:39.000,2023-10-14T00:00:00.000,HPD,Department of Housing Preservation and Development,Flooring/Stairs,Floor,Apartment,11210,3101 AVENUE I,AVENUE I,ADDRESS,BROOKLYN,Closed,,2023-10-14T00:00:00.000,14 BROOKLYN,3075770006,BROOKLYN,999186,168552,PHONE,Unspecified,BROOKLYN,40.629300247816936,-73.9461910923712,"{'latitude': '40.629300247816936', 'longitude': '-73.9461910923712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   31 STREET,EAST   32 STREET,EAST   31 STREET,EAST   32 STREET,AVENUE I,,,,,,,
59455610,2023-09-29T16:45:35.000,2023-10-14T00:00:00.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Wall,Apartment,11210,3101 AVENUE I,AVENUE I,ADDRESS,BROOKLYN,Closed,,2023-10-14T00:00:00.000,14 BROOKLYN,3075770006,BROOKLYN,999186,168552,PHONE,Unspecified,BROOKLYN,40.629300247816936,-73.9461910923712,"{'latitude': '40.629300247816936', 'longitude': '-73.9461910923712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   31 STREET,EAST   32 STREET,EAST   31 STREET,EAST   32 STREET,AVENUE I,,,,,,,
59441749,2023-09-29T16:45:27.000,,HPD,Department of Housing Preservation and Development,Plumbing,Basin/Sink,Apartment,10463,2695 HEATH AVENUE,HEATH AVENUE,ADDRESS,BRONX,In Progress,,,07 BRONX,2032390084,BRONX,1010383,256748,PHONE,Unspecified,BRONX,40.87134972818362,-73.90550970882359,"{'latitude': '40.87134972818362', 'longitude': '-73.90550970882359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  193 STREET,WEST KINGSBRIDGE ROAD,WEST  193 STREET,WEST KINGSBRIDGE ROAD,HEATH AVENUE,,,,,,,
59460549,2023-09-29T16:45:26.000,,HPD,Department of Housing Preservation and Development,Door/Window,Window Frame,Apartment,10463,2695 HEATH AVENUE,HEATH AVENUE,ADDRESS,BRONX,In Progress,,,07 BRONX,2032390084,BRONX,1010383,256748,PHONE,Unspecified,BRONX,40.87134972818362,-73.90550970882359,"{'latitude': '40.87134972818362', 'longitude': '-73.90550970882359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  193 STREET,WEST KINGSBRIDGE ROAD,WEST  193 STREET,WEST KINGSBRIDGE ROAD,HEATH AVENUE,,,,,,,
59443058,2023-09-29T16:45:22.000,,HPD,Department of Housing Preservation and Development,Door/Window,Door,Apartment,10463,2695 HEATH AVENUE,HEATH AVENUE,ADDRESS,BRONX,In Progress,,,07 BRONX,2032390084,BRONX,1010383,256748,PHONE,Unspecified,BRONX,40.87134972818362,-73.90550970882359,"{'latitude': '40.87134972818362', 'longitude': '-73.90550970882359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  193 STREET,WEST KINGSBRIDGE ROAD,WEST  193 STREET,WEST KINGSBRIDGE ROAD,HEATH AVENUE,,,,,,,
58964243,2023-09-29T16:45:11.000,2023-10-04T22:39:25.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11434,179-35 144 AVENUE,144 AVENUE,ADDRESS,JAMAICA,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,12 QUEENS,4130740108,QUEENS,1049293,182871,PHONE,Unspecified,QUEENS,40.66837646372215,-73.76553647823854,"{'latitude': '40.66837646372215', 'longitude': '-73.76553647823854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58967928,2023-09-29T16:44:58.000,2023-09-29T16:54:59.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T16:55:02.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,,
58958297,2023-09-29T16:44:56.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10456,1138 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,03 BRONX,2023710017,BRONX,1009636,241250,ONLINE,Unspecified,BRONX,40.82881450859564,-73.90826935010895,"{'latitude': '40.82881450859564', 'longitude': '-73.90826935010895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58959942,2023-09-29T16:44:56.000,2023-10-18T14:16:02.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10456,1138 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-18T00:00:00.000,03 BRONX,2023710017,BRONX,1009636,241250,ONLINE,Unspecified,BRONX,40.82881450859564,-73.90826935010895,"{'latitude': '40.82881450859564', 'longitude': '-73.90826935010895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58967440,2023-09-29T16:44:56.000,,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10456,1138 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,03 BRONX,2023710017,BRONX,1009636,241250,ONLINE,Unspecified,BRONX,40.82881450859564,-73.90826935010895,"{'latitude': '40.82881450859564', 'longitude': '-73.90826935010895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
59443154,2023-09-29T16:44:53.000,2023-10-04T00:00:00.000,HPD,Department of Housing Preservation and Development,Electric,Power Outage,Building-Wide,11434,179-35 144 AVENUE,144 AVENUE,ADDRESS,JAMAICA,Closed,,2023-10-04T00:00:00.000,12 QUEENS,4130740108,QUEENS,1049293,182871,PHONE,Unspecified,QUEENS,40.66837646372215,-73.76553647823854,"{'latitude': '40.66837646372215', 'longitude': '-73.76553647823854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FARMERS BOULEVARD,180 STREET,FARMERS BOULEVARD,180 STREET,144 AVENUE,,,,,,,
