unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bridge_highway_name,bridge_highway_segment,facility_type,taxi_company_borough,taxi_pick_up_location,due_date,bridge_highway_direction,road_ramp
58867321,2023-09-19T12:27:04.000,2023-09-19T13:36:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11693,338 BEACH   87 STREET,BEACH   87 STREET,ROCKAWAY FREEWAY,DORMANS COURT,ROCKAWAY FREEWAY,DORMANS COURT,ADDRESS,FAR ROCKAWAY,BEACH   87 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T13:35:59.000,14 QUEENS,4161180132,QUEENS,1036364,154148,PHONE,Unspecified,QUEENS,40.589623615263044,-73.81236386820753,"{'latitude': '40.589623615263044', 'longitude': '-73.81236386820753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58860618,2023-09-19T12:26:34.000,2023-09-19T14:35:19.000,NYPD,New York City Police Department,Animal-Abuse,Neglected,Park/Playground,10014,WEST STREET,WEST STREET,JANE STREET,HORATIO STREET,JANE STREET,HORATIO STREET,BLOCKFACE,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T14:35:14.000,Unspecified MANHATTAN,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,,
58864702,2023-09-19T12:26:31.000,2023-09-20T13:20:40.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11423,99 AVENUE,99 AVENUE,99 AVENUE,205 STREET,99 AVENUE,205 STREET,INTERSECTION,,,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-20T13:20:40.000,12 QUEENS,,QUEENS,1052062,199004,ONLINE,Unspecified,QUEENS,40.71263688266666,-73.75539259293731,"{'latitude': '40.71263688266666', 'longitude': '-73.75539259293731', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869469,2023-09-19T12:26:30.000,2023-09-19T13:24:43.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,546 VAN BUREN STREET,VAN BUREN STREET,PATCHEN AVENUE,BROADWAY,PATCHEN AVENUE,BROADWAY,ADDRESS,BROOKLYN,VAN BUREN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T13:24:48.000,03 BROOKLYN,3016180012,BROOKLYN,1004454,191366,ONLINE,Unspecified,BROOKLYN,40.69190917531052,-73.92714407698347,"{'latitude': '40.69190917531052', 'longitude': '-73.92714407698347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58862359,2023-09-19T12:26:25.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11233,393 LEWIS AVENUE,LEWIS AVENUE,MAC DONOUGH STREET,DECATUR STREET,MAC DONOUGH STREET,DECATUR STREET,ADDRESS,BROOKLYN,LEWIS AVENUE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-25T15:37:58.000,03 BROOKLYN,3016750001,BROOKLYN,1002325,187725,PHONE,Unspecified,BROOKLYN,40.68192007151983,-73.93483104733085,"{'latitude': '40.68192007151983', 'longitude': '-73.93483104733085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858866,2023-09-19T12:26:20.000,2023-09-23T14:33:39.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11101,48-29 31 PLACE,31 PLACE,48 AVENUE,HUNTERS POINT AVENUE,48 AVENUE,HUNTERS POINT AVENUE,ADDRESS,LONG ISLAND CITY,31 PLACE,Closed,The Department of Sanitation cleaned the location.,2023-09-22T11:13:15.000,02 QUEENS,4002840006,QUEENS,1002179,209163,PHONE,Unspecified,QUEENS,40.74076256361803,-73.93530035667526,"{'latitude': '40.74076256361803', 'longitude': '-73.93530035667526', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58855589,2023-09-19T12:26:08.000,2023-09-19T19:43:37.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11385,1876 HART STREET,HART STREET,ONDERDONK AVENUE,WOODWARD AVENUE,ONDERDONK AVENUE,WOODWARD AVENUE,ADDRESS,RIDGEWOOD,HART STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T19:43:40.000,05 QUEENS,4033990027,QUEENS,1007798,197795,MOBILE,Unspecified,QUEENS,40.70954700238246,-73.91506309151842,"{'latitude': '40.70954700238246', 'longitude': '-73.91506309151842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857722,2023-09-19T12:26:00.000,2023-09-21T10:34:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11356,FRANK GOLDEN PARK,FRANK GOLDEN PARK,132 ST,138 ST,15 AVENUE,138 STREET,PLACENAME,COLLEGE POINT,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-21T10:34:00.000,07 QUEENS,4041020013,QUEENS,1029984,225283,UNKNOWN,Unspecified,QUEENS,40.7849076563986,-73.83485209327046,"{'latitude': '40.7849076563986', 'longitude': '-73.83485209327046', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859628,2023-09-19T12:26:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11378,66-12 53 DRIVE,53 DRIVE,66 ST,67 ST,53 DRIVE,66 STREET,INTERSECTION,QUEENS,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-22T11:31:00.000,05 QUEENS,4024000006,QUEENS,1012174,205064,UNKNOWN,Unspecified,QUEENS,40.729485916000016,-73.89924885134693,"{'latitude': '40.729485916000016', 'longitude': '-73.89924885134693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861052,2023-09-19T12:26:00.000,2023-09-20T10:14:00.000,DEP,Department of Environmental Protection,Water Conservation,Illegal Use Of A Hydrant (CIN),,11216,691 MARCY AVENUE,MARCY AVENUE,KOSCIUSZKO ST,LAFAYETTE AVE,,,ADDRESS,BROOKLYN,,Closed,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-20T10:14:00.000,03 BROOKLYN,3017850001,BROOKLYN,998597,190919,ONLINE,Unspecified,BROOKLYN,40.69069369632104,-73.94826545172683,"{'latitude': '40.69069369632104', 'longitude': '-73.94826545172683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865415,2023-09-19T12:26:00.000,2023-09-26T12:59:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11379,66-16 80 STREET,80 STREET,JUNIPER VALLEY RD,METROPOLITAN AVE,80 STREET,JUNIPER VALLEY ROAD,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T12:59:00.000,05 QUEENS,4030700027,QUEENS,1019710,200157,UNKNOWN,Unspecified,QUEENS,40.71599040157941,-73.8720844853697,"{'latitude': '40.71599040157941', 'longitude': '-73.8720844853697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58870034,2023-09-19T12:25:50.000,2023-09-19T13:22:15.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11357,20 ROAD,20 ROAD,20 ROAD,150 STREET,20 ROAD,150 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T13:22:18.000,07 QUEENS,,QUEENS,1035679,223718,PHONE,Unspecified,QUEENS,40.78058085221791,-73.81429918393466,"{'latitude': '40.78058085221791', 'longitude': '-73.81429918393466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868157,2023-09-19T12:25:41.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11358,189-24 45 AVENUE,45 AVENUE,189 STREET,192 STREET,189 STREET,192 STREET,ADDRESS,FLUSHING,45 AVENUE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-29T11:39:45.000,11 QUEENS,4055300038,QUEENS,1042066,214625,ONLINE,Unspecified,QUEENS,40.75558352701172,-73.79131518379992,"{'latitude': '40.75558352701172', 'longitude': '-73.79131518379992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864792,2023-09-19T12:25:40.000,2023-09-22T11:58:36.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,11226,EAST   32 STREET,EAST   32 STREET,SNYDER AVENUE,TILDEN AVENUE,SNYDER AVENUE,TILDEN AVENUE,BLOCKFACE,,,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-21T12:50:19.000,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,
58867858,2023-09-19T12:25:31.000,2023-09-23T08:58:45.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10452,1404 JESUP AVENUE,JESUP AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-23T00:00:00.000,04 BRONX,2028720058,BRONX,1006173,245756,PHONE,Unspecified,BRONX,40.84119144667855,-73.92076793939202,"{'latitude': '40.84119144667855', 'longitude': '-73.92076793939202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863286,2023-09-19T12:25:31.000,2023-09-19T12:28:37.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11215,525 UNION STREET,UNION STREET,GOWANUS CANAL SHORELINE,NEVINS STREET,GOWANUS CANAL SHORELINE,NEVINS STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T12:28:42.000,06 BROOKLYN,3004320015,BROOKLYN,987596,186772,MOBILE,Unspecified,BROOKLYN,40.67932212508825,-73.98793655316432,"{'latitude': '40.67932212508825', 'longitude': '-73.98793655316432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863038,2023-09-19T12:25:27.000,2023-09-19T15:30:46.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,10314,DRAPER PLACE,DRAPER PLACE,DRAPER PLACE,KNAPP STREET,DRAPER PLACE,KNAPP STREET,INTERSECTION,,,Closed,"The Department of Transportation inspected the condition and issued a summons to the responsible party. A re-inspection will be done within 10 days. If the condition still exists, a second summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-09-19T15:30:51.000,02 STATEN ISLAND,,STATEN ISLAND,939074,155846,ONLINE,Unspecified,STATEN ISLAND,40.59432235307801,-74.16266732088349,"{'latitude': '40.59432235307801', 'longitude': '-74.16266732088349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865171,2023-09-19T12:25:23.000,2023-09-19T13:08:04.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11230,294 WEBSTER AVENUE,WEBSTER AVENUE,OCEAN PARKWAY,EAST    8 STREET,OCEAN PARKWAY,EAST    8 STREET,ADDRESS,BROOKLYN,WEBSTER AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T13:08:08.000,14 BROOKLYN,3054210031,BROOKLYN,992486,169918,MOBILE,Unspecified,BROOKLYN,40.63305839169108,-73.97032705539388,"{'latitude': '40.63305839169108', 'longitude': '-73.97032705539388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857641,2023-09-19T12:25:19.000,2023-09-19T14:05:07.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11201,HUDSON AVENUE,HUDSON AVENUE,DEKALB AVENUE,FULTON STREET,DEKALB AVENUE,FULTON STREET,BLOCKFACE,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T14:05:10.000,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,
58869848,2023-09-19T12:25:13.000,2023-10-02T12:33:50.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11205,232 TAAFFE PLACE,TAAFFE PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,03 BROOKLYN,3019240036,BROOKLYN,995430,191278,ONLINE,Unspecified,BROOKLYN,40.69168363566094,-73.95968489413325,"{'latitude': '40.69168363566094', 'longitude': '-73.95968489413325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869748,2023-09-19T12:24:59.000,2023-09-21T12:21:03.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10011,208 WEST   23 STREET,WEST   23 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,04 MANHATTAN,1007720056,MANHATTAN,985292,210459,ONLINE,Unspecified,MANHATTAN,40.74433787257444,-73.99623957609708,"{'latitude': '40.74433787257444', 'longitude': '-73.99623957609708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58862808,2023-09-19T12:24:53.000,2023-09-19T13:42:58.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10011,239 WEST   15 STREET,WEST   15 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST   15 STREET,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-19T13:43:04.000,04 MANHATTAN,1007650015,MANHATTAN,984146,208790,PHONE,Unspecified,MANHATTAN,40.739756944292,-74.00037529481487,"{'latitude': '40.739756944292', 'longitude': '-74.00037529481487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858792,2023-09-19T12:24:51.000,2023-09-19T12:31:50.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,11238,480 WAVERLY AVENUE,WAVERLY AVENUE,GATES AVENUE,FULTON STREET,GATES AVENUE,FULTON STREET,ADDRESS,BROOKLYN,WAVERLY AVENUE,Closed,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",2023-09-19T12:31:50.000,02 BROOKLYN,3019770025,BROOKLYN,993689,188379,MOBILE,Unspecified,BROOKLYN,40.68372857436142,-73.96596700494815,"{'latitude': '40.68372857436142', 'longitude': '-73.96596700494815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856848,2023-09-19T12:24:51.000,2023-09-19T12:34:03.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,11206,87 GRAHAM AVENUE,GRAHAM AVENUE,SEIGEL STREET,MC KIBBIN STREET,SEIGEL STREET,MC KIBBIN STREET,ADDRESS,BROOKLYN,GRAHAM AVENUE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-19T12:34:07.000,01 BROOKLYN,3030880021,BROOKLYN,1000117,196001,PHONE,Unspecified,BROOKLYN,40.70464000543895,-73.94277243888257,"{'latitude': '40.70464000543895', 'longitude': '-73.94277243888257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58860769,2023-09-19T12:24:45.000,2023-09-23T13:39:33.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11423,190-22 JAMAICA AVENUE,JAMAICA AVENUE,190 STREET,191 STREET,190 STREET,191 STREET,ADDRESS,HOLLIS,JAMAICA AVENUE,Closed,The Department of Sanitation removed the items.,2023-09-20T10:38:21.000,12 QUEENS,4108190132,QUEENS,1048213,198801,ONLINE,Unspecified,QUEENS,40.71210836133997,-73.76927833898253,"{'latitude': '40.71210836133997', 'longitude': '-73.76927833898253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856846,2023-09-19T12:24:44.000,2023-10-09T07:16:45.000,DHS,Department of Homeless Services,Encampment,N/A,Residential Building/House,10016,103 EAST   29 STREET,EAST   29 STREET,PARK AVENUE SOUTH,LEXINGTON AVENUE,PARK AVENUE SOUTH,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST   29 STREET,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-10-09T07:16:47.000,05 MANHATTAN,1008850006,MANHATTAN,988895,210260,MOBILE,Unspecified,MANHATTAN,40.74379050882603,-73.98323701955469,"{'latitude': '40.74379050882603', 'longitude': '-73.98323701955469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58870406,2023-09-19T12:24:44.000,2023-09-19T12:30:08.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10016,103 EAST   29 STREET,EAST   29 STREET,PARK AVENUE SOUTH,LEXINGTON AVENUE,PARK AVENUE SOUTH,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST   29 STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-19T12:30:12.000,05 MANHATTAN,1008850006,MANHATTAN,988895,210260,MOBILE,Unspecified,MANHATTAN,40.74379050882603,-73.98323701955469,"{'latitude': '40.74379050882603', 'longitude': '-73.98323701955469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856489,2023-09-19T12:24:22.000,2023-09-19T14:10:32.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11375,76-25 113 STREET,113 STREET,76 ROAD,77 AVENUE,76 ROAD,77 AVENUE,ADDRESS,FOREST HILLS,113 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T14:10:36.000,06 QUEENS,4022670108,QUEENS,1030362,200719,ONLINE,Unspecified,QUEENS,40.71748384742503,-73.83365556042581,"{'latitude': '40.71748384742503', 'longitude': '-73.83365556042581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58868845,2023-09-19T12:24:15.000,2023-09-20T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Fence - None/Inadequate,,10303,400 LAKE AVENUE,LAKE AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-20T00:00:00.000,01 STATEN ISLAND,5011830033,STATEN ISLAND,942045,167476,UNKNOWN,Unspecified,STATEN ISLAND,40.62625891080774,-74.1520422105987,"{'latitude': '40.62625891080774', 'longitude': '-74.1520422105987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864514,2023-09-19T12:23:42.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,11367,147-31 72 ROAD,72 ROAD,147 STREET,150 STREET,147 STREET,150 STREET,ADDRESS,FLUSHING,72 ROAD,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-21T13:10:19.000,08 QUEENS,4066790006,QUEENS,1034396,204088,PHONE,Unspecified,QUEENS,40.72670897280407,-73.81907824636009,"{'latitude': '40.72670897280407', 'longitude': '-73.81907824636009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859266,2023-09-19T12:23:28.000,2023-09-19T12:55:19.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11101,33 STREET,33 STREET,33 STREET,HUNTERS POINT AVENUE,33 STREET,HUNTERS POINT AVENUE,INTERSECTION,,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-19T12:55:23.000,02 QUEENS,,QUEENS,1002861,208474,ONLINE,Unspecified,QUEENS,40.738870021385154,-73.93284115857273,"{'latitude': '40.738870021385154', 'longitude': '-73.93284115857273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58856614,2023-09-19T12:23:26.000,2023-09-20T09:04:34.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10035,2400 2 AVENUE,2 AVENUE,EAST 123 STREET,EAST 124 STREET,EAST  123 STREET,EAST  124 STREET,ADDRESS,NEW YORK,2 AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-19T12:23:26.000,11 MANHATTAN,1017970001,MANHATTAN,1002403,231268,MOBILE,Unspecified,MANHATTAN,40.80143454654757,-73.93443230896085,"{'latitude': '40.80143454654757', 'longitude': '-73.93443230896085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863020,2023-09-19T12:23:00.000,2023-09-19T22:20:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11435,143-20 FERNDALE AVENUE,FERNDALE AVENUE,143 ST,PINEGROVE ST,,,ADDRESS,JAMAICA,,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-19T22:20:00.000,12 QUEENS,4119350009,QUEENS,1039015,189890,PHONE,Unspecified,QUEENS,40.687711525670366,-73.80252888698527,"{'latitude': '40.687711525670366', 'longitude': '-73.80252888698527', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857083,2023-09-19T12:22:58.000,2023-09-20T09:11:16.000,DSNY,Department of Sanitation,Dirty Condition,Syringes,Sidewalk,10036,616 WEST   46 STREET,WEST   46 STREET,11 AVENUE,PEDESTRIAN OVERPASS,11 AVENUE,PEDESTRIAN OVERPASS,ADDRESS,NEW YORK,WEST   46 STREET,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-19T13:54:24.000,04 MANHATTAN,1010930042,MANHATTAN,985089,217471,PHONE,Unspecified,MANHATTAN,40.76358405380863,-73.99697129813786,"{'latitude': '40.76358405380863', 'longitude': '-73.99697129813786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58866617,2023-09-19T12:22:53.000,2023-09-20T02:59:49.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10460,1841 MOHEGAN AVENUE,MOHEGAN AVENUE,EAST  175 STREET,EAST  176 STREET,EAST  175 STREET,EAST  176 STREET,ADDRESS,BRONX,MOHEGAN AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-20T02:59:58.000,06 BRONX,2029580020,BRONX,1015173,245567,MOBILE,Unspecified,BRONX,40.84064576752204,-73.88824188095624,"{'latitude': '40.84064576752204', 'longitude': '-73.88824188095624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58858422,2023-09-19T12:22:51.000,2023-09-19T14:28:07.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Ventilation,Other (Explain Below),11436,135-30 140 STREET,140 STREET,135 AVENUE,NORTH CONDUIT AVENUE,135 AVENUE,NORTH CONDUIT AVENUE,ADDRESS,JAMAICA,140 STREET,Closed,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-19T14:28:07.000,12 QUEENS,4120930034,QUEENS,1040264,182584,ONLINE,Unspecified,QUEENS,40.667650443973514,-73.7980859938269,"{'latitude': '40.667650443973514', 'longitude': '-73.7980859938269', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863214,2023-09-19T12:22:49.000,2023-09-19T15:59:54.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11221,1245 BROADWAY,BROADWAY,GREENE AVENUE,GREENE AVENUE,GREENE AVENUE,GREENE AVENUE,ADDRESS,BROOKLYN,BROADWAY,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-19T15:59:57.000,04 BROOKLYN,3032930001,BROOKLYN,1004904,191210,PHONE,Unspecified,BROOKLYN,40.69147995273663,-73.92552184938619,"{'latitude': '40.69147995273663', 'longitude': '-73.92552184938619', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58862091,2023-09-19T12:22:44.000,2023-09-27T16:21:12.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10460,913 EAST  179 STREET,EAST  179 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,06 BRONX,2031220067,BRONX,1016663,246647,ONLINE,Unspecified,BRONX,40.84360470605224,-73.88285169177631,"{'latitude': '40.84360470605224', 'longitude': '-73.88285169177631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58870143,2023-09-19T12:22:41.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11218,502 CORTELYOU ROAD,CORTELYOU ROAD,EAST    5 STREET,OCEAN PARKWAY,EAST    5 STREET,OCEAN PARKWAY,ADDRESS,BROOKLYN,CORTELYOU ROAD,In Progress,,,12 BROOKLYN,3053890001,BROOKLYN,991360,171858,PHONE,Unspecified,BROOKLYN,40.63838425407296,-73.97438180263556,"{'latitude': '40.63838425407296', 'longitude': '-73.97438180263556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
