unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,due_date,road_ramp,taxi_company_borough
58889282,2023-09-21T21:45:56.000,2023-09-22T00:14:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10472,1329 COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,EAST  172 STREET,EAST  174 STREET,EAST  172 STREET,EAST  174 STREET,ADDRESS,BRONX,COMMONWEALTH AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T00:14:13.000,09 BRONX,2038740063,BRONX,1020596,242945,ONLINE,Unspecified,BRONX,40.83342849023004,-73.86865697421297,"{'latitude': '40.83342849023004', 'longitude': '-73.86865697421297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881644,2023-09-21T21:45:49.000,2023-09-21T22:24:23.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11368,108-59 ROOSEVELT AVENUE,ROOSEVELT AVENUE,108 STREET,111 STREET,108 STREET,111 STREET,ADDRESS,CORONA,ROOSEVELT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T22:24:28.000,03 QUEENS,4017807501,QUEENS,1023518,212871,ONLINE,Unspecified,QUEENS,40.750871076618466,-73.85827363537683,"{'latitude': '40.750871076618466', 'longitude': '-73.85827363537683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58882869,2023-09-21T21:45:47.000,2023-09-21T21:56:11.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10001,111 WEST   25 STREET,WEST   25 STREET,AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,ADDRESS,NEW YORK,WEST   25 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T21:56:17.000,04 MANHATTAN,1008010030,MANHATTAN,986330,210503,ONLINE,Unspecified,MANHATTAN,40.744458458344674,-73.99249357400932,"{'latitude': '40.744458458344674', 'longitude': '-73.99249357400932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888973,2023-09-21T21:45:33.000,2023-09-21T22:24:40.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10010,225 5 AVENUE,5 AVENUE,EAST   26 STREET,EAST   27 STREET,EAST   26 STREET,EAST   27 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-21T22:24:45.000,05 MANHATTAN,1008567502,MANHATTAN,987601,210273,ONLINE,Unspecified,MANHATTAN,40.743826775575855,-73.98790682930341,"{'latitude': '40.743826775575855', 'longitude': '-73.98790682930341', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58891519,2023-09-21T21:45:33.000,2023-09-24T13:06:29.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10010,225 5 AVENUE,5 AVENUE,EAST   26 STREET,EAST   27 STREET,EAST   26 STREET,EAST   27 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",2023-09-24T13:06:34.000,05 MANHATTAN,1008567502,MANHATTAN,987601,210273,ONLINE,Unspecified,MANHATTAN,40.743826775575855,-73.98790682930341,"{'latitude': '40.743826775575855', 'longitude': '-73.98790682930341', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884070,2023-09-21T21:45:28.000,2023-09-21T22:32:15.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11233,1661 PROSPECT PLACE,PROSPECT PLACE,RALPH AVENUE,HOWARD AVENUE,RALPH AVENUE,HOWARD AVENUE,ADDRESS,BROOKLYN,PROSPECT PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T22:32:20.000,16 BROOKLYN,3014570089,BROOKLYN,1006085,184387,MOBILE,Unspecified,BROOKLYN,40.67274954276689,-73.9212852843495,"{'latitude': '40.67274954276689', 'longitude': '-73.9212852843495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889698,2023-09-21T21:45:02.000,2023-09-21T22:50:16.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10027,282 LENOX AVENUE,LENOX AVENUE,WEST  124 STREET,WEST  125 STREET,WEST  124 STREET,WEST  125 STREET,ADDRESS,NEW YORK,LENOX AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T22:50:20.000,10 MANHATTAN,1017220001,MANHATTAN,999239,233383,ONLINE,Unspecified,MANHATTAN,40.807245572742524,-73.94585578717607,"{'latitude': '40.807245572742524', 'longitude': '-73.94585578717607', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889321,2023-09-21T21:44:44.000,2023-09-21T22:26:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,275 FLATBUSH AVENUE EXTENSION,FLATBUSH AVENUE EXTENSION,GOLD STREET,PRINCE STREET,GOLD STREET,PRINCE STREET,ADDRESS,BROOKLYN,FLATBUSH AVENUE EXTENSION,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T22:26:55.000,02 BROOKLYN,3020620001,BROOKLYN,989073,191470,ONLINE,Unspecified,BROOKLYN,40.69221637864062,-73.9826081123795,"{'latitude': '40.69221637864062', 'longitude': '-73.9826081123795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884882,2023-09-21T21:44:29.000,2023-09-22T05:13:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,2049 71 STREET,71 STREET,20 AVENUE,21 AVENUE,20 AVENUE,21 AVENUE,ADDRESS,BROOKLYN,71 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T05:13:28.000,11 BROOKLYN,3061740058,BROOKLYN,987497,162417,MOBILE,Unspecified,BROOKLYN,40.61247294811184,-73.9883052041266,"{'latitude': '40.61247294811184', 'longitude': '-73.9883052041266', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884062,2023-09-21T21:44:25.000,2023-09-21T22:50:30.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11375,92-15 69 AVENUE,69 AVENUE,LOUBET STREET,KESSEL STREET,LOUBET STREET,KESSEL STREET,ADDRESS,FOREST HILLS,69 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T22:50:35.000,06 QUEENS,4031960033,QUEENS,1024790,199584,MOBILE,Unspecified,QUEENS,40.71439583623928,-73.85376278990861,"{'latitude': '40.71439583623928', 'longitude': '-73.85376278990861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58882895,2023-09-21T21:44:12.000,2023-09-21T23:58:54.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10469,924 EAST  220 STREET,EAST  220 STREET,BRONXWOOD AVENUE,PAULDING AVENUE,BRONXWOOD AVENUE,PAULDING AVENUE,ADDRESS,BRONX,EAST  220 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T23:59:00.000,12 BRONX,2046900154,BRONX,1024110,260712,MOBILE,Unspecified,BRONX,40.882178353775934,-73.85585285154278,"{'latitude': '40.882178353775934', 'longitude': '-73.85585285154278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888483,2023-09-21T21:44:10.000,2023-09-23T09:57:02.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10454,345 ST ANNS AVENUE,ST ANNS AVENUE,,,,,ADDRESS,BRONX,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-23T00:00:00.000,01 BRONX,2022687501,BRONX,1007568,234210,ONLINE,Unspecified,BRONX,40.8094974015487,-73.91576638974254,"{'latitude': '40.8094974015487', 'longitude': '-73.91576638974254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881557,2023-09-21T21:44:09.000,2023-09-21T23:11:27.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11369,29-34 GILMORE STREET,GILMORE STREET,29 AVENUE,31 AVENUE,29 AVENUE,31 AVENUE,ADDRESS,EAST ELMHURST,GILLMORE STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T23:11:31.000,03 QUEENS,4016680024,QUEENS,1021631,216922,PHONE,Unspecified,QUEENS,40.76199820439014,-73.86506167649281,"{'latitude': '40.76199820439014', 'longitude': '-73.86506167649281', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887004,2023-09-21T21:43:48.000,2023-09-21T22:47:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11212,297 LEGION STREET,LEGION STREET,LIVONIA AVENUE,RIVERDALE AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,ADDRESS,BROOKLYN,LEGION STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T22:47:58.000,16 BROOKLYN,3035820030,BROOKLYN,1007454,180182,ONLINE,Unspecified,BROOKLYN,40.66120427622598,-73.91636454439723,"{'latitude': '40.66120427622598', 'longitude': '-73.91636454439723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885322,2023-09-21T21:43:42.000,2023-09-21T22:32:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11368,108-23 41 AVENUE,41 AVENUE,108 STREET,111 STREET,108 STREET,111 STREET,ADDRESS,CORONA,41 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T22:32:58.000,04 QUEENS,4019960078,QUEENS,1023609,212614,MOBILE,Unspecified,QUEENS,40.75016527286253,-73.85794670225893,"{'latitude': '40.75016527286253', 'longitude': '-73.85794670225893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884093,2023-09-21T21:43:41.000,2023-09-21T22:17:36.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10457,1625 BATHGATE AVENUE,BATHGATE AVENUE,EAST  172 STREET,EAST  173 STREET,EAST  172 STREET,EAST  173 STREET,ADDRESS,BRONX,BATHGATE AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-21T22:17:40.000,03 BRONX,2029140001,BRONX,1011711,245416,MOBILE,Unspecified,BRONX,40.84024276121237,-73.90075442423029,"{'latitude': '40.84024276121237', 'longitude': '-73.90075442423029', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888244,2023-09-21T21:43:37.000,2023-09-21T22:11:10.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10025,708 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   94 STREET,WEST   95 STREET,WEST   94 STREET,WEST   95 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T22:11:14.000,07 MANHATTAN,1012420031,MANHATTAN,992236,228183,MOBILE,Unspecified,MANHATTAN,40.7929820990667,-73.9711586481519,"{'latitude': '40.7929820990667', 'longitude': '-73.9711586481519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883087,2023-09-21T21:43:25.000,2023-09-21T21:57:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10454,420 EAST  138 STREET,EAST  138 STREET,WILLIS AVENUE,BROWN PLACE,WILLIS AVENUE,BROWN PLACE,ADDRESS,BRONX,EAST  138 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T21:58:04.000,01 BRONX,2022820014,BRONX,1005842,233927,ONLINE,Unspecified,BRONX,40.808725032146796,-73.92200227434454,"{'latitude': '40.808725032146796', 'longitude': '-73.92200227434454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888325,2023-09-21T21:43:21.000,2023-09-21T22:04:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,150 MALCOLM X BOULEVARD,MALCOLM X BOULEVARD,GATES AVENUE,MONROE STREET,GATES AVENUE,MONROE STREET,ADDRESS,BROOKLYN,MALCOLM X BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T22:04:57.000,03 BROOKLYN,3016360024,BROOKLYN,1003623,190063,ONLINE,Unspecified,BROOKLYN,40.688334599490894,-73.93014442097454,"{'latitude': '40.688334599490894', 'longitude': '-73.93014442097454', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884821,2023-09-21T21:43:01.000,2023-09-21T21:43:01.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,1-2 Family Dwelling,11101,40-32 28 STREET,28 STREET,40 AVENUE,41 AVENUE,40 AVENUE,41 AVENUE,ADDRESS,LONG ISLAND CITY,28 STREET,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-21T21:43:01.000,01 QUEENS,4004050037,QUEENS,1001747,213330,MOBILE,Unspecified,QUEENS,40.752200795196025,-73.93684845588514,"{'latitude': '40.752200795196025', 'longitude': '-73.93684845588514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58900299,2023-09-21T21:42:59.000,2023-09-21T21:42:59.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,11354,35-20 LEAVITT STREET,LEAVITT STREET,,,,,ADDRESS,FLUSHING,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-21T00:00:00.000,07 QUEENS,4049600028,QUEENS,1031655,217809,UNKNOWN,Unspecified,QUEENS,40.76438472109256,-73.82887076391802,"{'latitude': '40.76438472109256', 'longitude': '-73.82887076391802', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58891244,2023-09-21T21:42:55.000,2023-09-21T22:59:42.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11370,30-62 75 STREET,75 STREET,30 AVENUE,31 AVENUE,30 AVENUE,31 AVENUE,ADDRESS,EAST ELMHURST,75 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T22:59:49.000,03 QUEENS,4011230040,QUEENS,1013979,215949,ONLINE,Unspecified,QUEENS,40.75935661313206,-73.8926882175013,"{'latitude': '40.75935661313206', 'longitude': '-73.8926882175013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881585,2023-09-21T21:42:51.000,2023-09-21T22:21:32.000,NYPD,New York City Police Department,Drinking,In Public,Store/Commercial,11230,1508 AVENUE J,AVENUE J,EAST   15 STREET,BRIGHTON LINE,EAST   15 STREET,BRIGHTON LINE,ADDRESS,BROOKLYN,AVENUE J,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T22:21:35.000,14 BROOKLYN,3067170004,BROOKLYN,995062,167059,ONLINE,Unspecified,BROOKLYN,40.62520827050648,-73.9610507349241,"{'latitude': '40.62520827050648', 'longitude': '-73.9610507349241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884091,2023-09-21T21:42:31.000,2023-09-21T21:43:57.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10457,1701 BATHGATE AVENUE,BATHGATE AVENUE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,ADDRESS,BRONX,BATHGATE AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T21:44:02.000,03 BRONX,2029150001,BRONX,1011976,246037,MOBILE,Unspecified,BRONX,40.84194639593423,-73.8997941330035,"{'latitude': '40.84194639593423', 'longitude': '-73.8997941330035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884345,2023-09-21T21:42:18.000,2023-09-21T22:23:29.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10012,215 MULBERRY STREET,MULBERRY STREET,SPRING STREET,PRINCE STREET,SPRING STREET,PRINCE STREET,ADDRESS,NEW YORK,MULBERRY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T22:23:33.000,02 MANHATTAN,1004950041,MANHATTAN,985310,202398,ONLINE,Unspecified,MANHATTAN,40.72221240739222,-73.99617588674349,"{'latitude': '40.72221240739222', 'longitude': '-73.99617588674349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887968,2023-09-21T21:42:11.000,2023-09-21T22:13:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11234,2074 EAST   35 STREET,EAST   35 STREET,AVENUE S,AVENUE T,AVENUE S,AVENUE T,ADDRESS,BROOKLYN,EAST   35 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T22:13:07.000,18 BROOKLYN,3085200001,BROOKLYN,1003448,160850,ONLINE,Unspecified,BROOKLYN,40.608151653777114,-73.93085858294359,"{'latitude': '40.608151653777114', 'longitude': '-73.93085858294359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883577,2023-09-21T21:42:11.000,2023-10-04T09:57:58.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10023,2131 BROADWAY,BROADWAY,WEST   74 STREET,WEST   75 STREET,WEST   74 STREET,WEST   75 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-04T09:58:04.000,07 MANHATTAN,1011660024,MANHATTAN,989399,223715,PHONE,Unspecified,MANHATTAN,40.780720742519044,-73.98140786712331,"{'latitude': '40.780720742519044', 'longitude': '-73.98140786712331', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883000,2023-09-21T21:41:55.000,2023-09-21T21:58:23.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10009,155 EAST    4 STREET,EAST    4 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST    4 STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-21T21:58:27.000,03 MANHATTAN,1004320001,MANHATTAN,988076,203356,PHONE,Unspecified,MANHATTAN,40.724841121483756,-73.98619657123014,"{'latitude': '40.724841121483756', 'longitude': '-73.98619657123014', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886379,2023-09-21T21:41:34.000,2023-09-26T21:04:10.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,11214,8718 BAY PARKWAY,BAY PARKWAY,BENSON AVENUE,BATH AVENUE,BENSON AVENUE,BATH AVENUE,ADDRESS,BROOKLYN,BAY PARKWAY,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-26T21:04:15.000,11 BROOKLYN,3064140055,BROOKLYN,985266,157700,ONLINE,Unspecified,BROOKLYN,40.599526283286444,-73.99634135859509,"{'latitude': '40.599526283286444', 'longitude': '-73.99634135859509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881699,2023-09-21T21:41:14.000,2023-09-21T21:42:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10459,1365 LYMAN PLACE,LYMAN PLACE,EAST  169 STREET,FREEMAN STREET,EAST  169 STREET,FREEMAN STREET,ADDRESS,BRONX,LYMAN PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T21:43:02.000,03 BRONX,2029700031,BRONX,1012879,241521,ONLINE,Unspecified,BRONX,40.829548409045366,-73.89654983563152,"{'latitude': '40.829548409045366', 'longitude': '-73.89654983563152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886863,2023-09-21T21:41:00.000,2023-10-02T07:43:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11220,550 49 STREET,49 STREET,5 AVE,6 AVE,49 STREET,5 AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-02T07:43:00.000,07 BROOKLYN,3007840027,BROOKLYN,981548,174510,UNKNOWN,Unspecified,BROOKLYN,40.64566586630517,-74.00973669798093,"{'latitude': '40.64566586630517', 'longitude': '-74.00973669798093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58884502,2023-09-21T21:40:50.000,2023-09-25T19:49:28.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11356,20-10 121 STREET,121 STREET,,,,,ADDRESS,COLLEGE POINT,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,07 QUEENS,4041630027,QUEENS,1026654,224015,PHONE,Unspecified,QUEENS,40.78144394312444,-73.84688487845558,"{'latitude': '40.78144394312444', 'longitude': '-73.84688487845558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58890995,2023-09-21T21:40:49.000,2023-09-25T19:49:28.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11356,20-10 121 STREET,121 STREET,,,,,ADDRESS,COLLEGE POINT,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,07 QUEENS,4041630027,QUEENS,1026654,224015,PHONE,Unspecified,QUEENS,40.78144394312444,-73.84688487845558,"{'latitude': '40.78144394312444', 'longitude': '-73.84688487845558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58889895,2023-09-21T21:40:49.000,2023-09-25T19:49:28.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11356,20-10 121 STREET,121 STREET,,,,,ADDRESS,COLLEGE POINT,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,07 QUEENS,4041630027,QUEENS,1026654,224015,PHONE,Unspecified,QUEENS,40.78144394312444,-73.84688487845558,"{'latitude': '40.78144394312444', 'longitude': '-73.84688487845558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58888287,2023-09-21T21:40:42.000,2023-09-21T22:31:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11213,1642 PACIFIC STREET,PACIFIC STREET,TROY AVENUE,SCHENECTADY AVENUE,TROY AVENUE,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,PACIFIC STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T22:31:10.000,08 BROOKLYN,3013410012,BROOKLYN,1002410,185863,ONLINE,Unspecified,BROOKLYN,40.67680913086735,-73.93452959971425,"{'latitude': '40.67680913086735', 'longitude': '-73.93452959971425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881772,2023-09-21T21:40:40.000,2023-09-21T22:05:32.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11213,258 BUFFALO AVENUE,BUFFALO AVENUE,ST JOHNS PLACE,LINCOLN PLACE,ST JOHNS PLACE,LINCOLN PLACE,ADDRESS,BROOKLYN,BUFFALO AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T22:05:37.000,08 BROOKLYN,3013860043,BROOKLYN,1004932,183397,MOBILE,Unspecified,BROOKLYN,40.67003498418433,-73.92544486059133,"{'latitude': '40.67003498418433', 'longitude': '-73.92544486059133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58885489,2023-09-21T21:40:18.000,2023-09-21T21:43:20.000,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,N/A,Street/Sidewalk,11215,202 3 STREET,3 STREET,GOWANUS CANAL SHORELINE,3 AVENUE,GOWANUS CANAL SHORELINE,3 AVENUE,ADDRESS,BROOKLYN,3 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T21:43:24.000,06 BROOKLYN,,BROOKLYN,987278,185412,ONLINE,Unspecified,BROOKLYN,40.67558934689367,-73.98908366033658,"{'latitude': '40.67558934689367', 'longitude': '-73.98908366033658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887469,2023-09-21T21:39:55.000,2023-09-22T03:03:17.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,901 NEWKIRK AVENUE,NEWKIRK AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,NEWKIRK AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T03:03:21.000,14 BROOKLYN,3054250053,BROOKLYN,992954,169912,MOBILE,Unspecified,BROOKLYN,40.633041475465006,-73.96864093674586,"{'latitude': '40.633041475465006', 'longitude': '-73.96864093674586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58886634,2023-09-21T21:39:54.000,2023-09-21T23:53:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11432,85-42 168 PLACE,168 PLACE,GOTHIC DRIVE,HIGHLAND AVENUE,GOTHIC DRIVE,HIGHLAND AVENUE,ADDRESS,JAMAICA,168 PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T23:53:34.000,08 QUEENS,4098510056,QUEENS,1040950,199289,ONLINE,Unspecified,QUEENS,40.71349732746917,-73.79547257716885,"{'latitude': '40.71349732746917', 'longitude': '-73.79547257716885', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
