unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,intersection_street_1,intersection_street_2,cross_street_1,cross_street_2,landmark,facility_type,taxi_pick_up_location,vehicle_type,taxi_company_borough,due_date,road_ramp
58921685,2023-09-25T11:01:48.000,2023-09-29T17:28:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11226,5 ST PAULS PLACE,ST PAULS PLACE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,14 BROOKLYN,3050530006,BROOKLYN,994227,177473,PHONE,Unspecified,BROOKLYN,40.65379345004263,-73.96404334829931,"{'latitude': '40.65379345004263', 'longitude': '-73.96404334829931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58920321,2023-09-25T11:01:48.000,2023-10-16T13:59:58.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11226,5 ST PAULS PLACE,ST PAULS PLACE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-16T00:00:00.000,14 BROOKLYN,3050530006,BROOKLYN,994227,177473,PHONE,Unspecified,BROOKLYN,40.65379345004263,-73.96404334829931,"{'latitude': '40.65379345004263', 'longitude': '-73.96404334829931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58919327,2023-09-25T11:01:48.000,2023-09-29T17:28:25.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11226,5 ST PAULS PLACE,ST PAULS PLACE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,14 BROOKLYN,3050530006,BROOKLYN,994227,177473,PHONE,Unspecified,BROOKLYN,40.65379345004263,-73.96404334829931,"{'latitude': '40.65379345004263', 'longitude': '-73.96404334829931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58923878,2023-09-25T11:01:48.000,2023-09-29T17:28:25.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11226,5 ST PAULS PLACE,ST PAULS PLACE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,14 BROOKLYN,3050530006,BROOKLYN,994227,177473,PHONE,Unspecified,BROOKLYN,40.65379345004263,-73.96404334829931,"{'latitude': '40.65379345004263', 'longitude': '-73.96404334829931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58919437,2023-09-25T11:01:41.000,2023-09-27T13:41:45.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11238,399 ST JOHNS PLACE,ST JOHNS PLACE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-27T00:00:00.000,08 BROOKLYN,3011730070,BROOKLYN,994043,184822,PHONE,Unspecified,BROOKLYN,40.673965030922844,-73.96469580141144,"{'latitude': '40.673965030922844', 'longitude': '-73.96469580141144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58921694,2023-09-25T11:01:38.000,2023-10-27T08:49:30.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11221,183 PALMETTO STREET,PALMETTO STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-27T00:00:00.000,04 BROOKLYN,3033420052,BROOKLYN,1007438,192167,PHONE,Unspecified,BROOKLYN,40.694100418976966,-73.91638097769646,"{'latitude': '40.694100418976966', 'longitude': '-73.91638097769646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58918277,2023-09-25T11:01:38.000,2023-10-27T08:49:30.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11221,183 PALMETTO STREET,PALMETTO STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-27T00:00:00.000,04 BROOKLYN,3033420052,BROOKLYN,1007438,192167,PHONE,Unspecified,BROOKLYN,40.694100418976966,-73.91638097769646,"{'latitude': '40.694100418976966', 'longitude': '-73.91638097769646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58925072,2023-09-25T11:01:38.000,2023-10-27T08:49:30.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11221,183 PALMETTO STREET,PALMETTO STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-27T00:00:00.000,04 BROOKLYN,3033420052,BROOKLYN,1007438,192167,PHONE,Unspecified,BROOKLYN,40.694100418976966,-73.91638097769646,"{'latitude': '40.694100418976966', 'longitude': '-73.91638097769646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58920493,2023-09-25T11:01:38.000,2023-10-27T08:49:30.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11221,183 PALMETTO STREET,PALMETTO STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-27T00:00:00.000,04 BROOKLYN,3033420052,BROOKLYN,1007438,192167,PHONE,Unspecified,BROOKLYN,40.694100418976966,-73.91638097769646,"{'latitude': '40.694100418976966', 'longitude': '-73.91638097769646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58920348,2023-09-25T11:01:38.000,2023-10-27T08:49:30.000,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,11221,183 PALMETTO STREET,PALMETTO STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-27T00:00:00.000,04 BROOKLYN,3033420052,BROOKLYN,1007438,192167,PHONE,Unspecified,BROOKLYN,40.694100418976966,-73.91638097769646,"{'latitude': '40.694100418976966', 'longitude': '-73.91638097769646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58921508,2023-09-25T11:01:37.000,2023-10-05T10:14:23.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11230,1464 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,12 BROOKLYN,3065360013,BROOKLYN,994079,165766,PHONE,Unspecified,BROOKLYN,40.62166040139184,-73.96459378698938,"{'latitude': '40.62166040139184', 'longitude': '-73.96459378698938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58919601,2023-09-25T11:01:31.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11214,8813 BAY   16 STREET,BAY   16 STREET,ADDRESS,BROOKLYN,In Progress,,,11 BROOKLYN,3064340016,BROOKLYN,981900,159312,PHONE,Unspecified,BROOKLYN,40.60395064254971,-74.00846296956009,"{'latitude': '40.60395064254971', 'longitude': '-74.00846296956009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,BATH AVENUE,CROPSEY AVENUE,BATH AVENUE,CROPSEY AVENUE,BAY   16 STREET,,,,,,
58925303,2023-09-25T11:00:53.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,11369,LA GUARDIA AIRPORT,LA GUARDIA AIRPORT,UNRECOGNIZED,EAST ELMHURST,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-19T14:39:22.000,80 QUEENS,4009260001,QUEENS,1018236,221443,PHONE,Unspecified,QUEENS,40.77442086598845,-73.87729410513894,"{'latitude': '40.77442086598845', 'longitude': '-73.87729410513894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,94 STREET,GRAND CENTRAL PARKWAY ET    7 EB,94 STREET,GRAND CENTRAL PARKWAY ET    7 EB,LA GUARDIA AIRPORT,,"LA GUARDIA AIRPORT, QUEENS (EAST ELMHURST) ,NY, 11369",,,,
58917286,2023-09-25T11:00:51.000,2023-09-25T11:40:22.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11203,5224 TILDEN AVENUE,TILDEN AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T11:40:26.000,17 BROOKLYN,3047370010,BROOKLYN,1004300,175482,PHONE,Unspecified,BROOKLYN,40.648311511793096,-73.9277466479071,"{'latitude': '40.648311511793096', 'longitude': '-73.9277466479071', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,EAST   52 STREET,EAST   53 STREET,EAST   52 STREET,EAST   53 STREET,TILDEN AVENUE,,,,,,
58922109,2023-09-25T11:00:33.000,2023-09-27T14:56:04.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11691,29-56 ROCKAWAY FREEWAY,ROCKAWAY FREEWAY,ADDRESS,FAR ROCKAWAY,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T12:40:02.000,14 QUEENS,4157880004,QUEENS,1049697,157150,PHONE,Unspecified,QUEENS,40.597775053771,-73.76432961347523,"{'latitude': '40.597775053771', 'longitude': '-73.76432961347523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,BEACH   25 STREET,BEACH   32 STREET,BEACH   25 STREET,BEACH   32 STREET,ROCKAWAY FREEWAY,,,,,,
58918656,2023-09-25T11:00:21.000,2023-09-25T12:15:25.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11220,102 56 STREET,56 STREET,ADDRESS,BROOKLYN,Closed,The Police Department visited the location and no Encampment was found.,2023-09-25T12:15:32.000,07 BROOKLYN,3008360005,BROOKLYN,978071,174938,MOBILE,Unspecified,BROOKLYN,40.64683889050656,-74.02226651186974,"{'latitude': '40.64683889050656', 'longitude': '-74.02226651186974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,1 AVENUE,2 AVENUE,1 AVENUE,2 AVENUE,56 STREET,,,,,,
58919649,2023-09-25T11:00:12.000,2023-09-26T16:34:40.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,10019,GRAND ARMY PLAZA,GRAND ARMY PLAZA,UNRECOGNIZED,NEW YORK,Closed,See notes for information.,2023-09-26T16:34:43.000,05 MANHATTAN,,MANHATTAN,991637,217775,UNKNOWN,Unspecified,MANHATTAN,40.764415409060675,-73.97333337274912,"{'latitude': '40.764415409060675', 'longitude': '-73.97333337274912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,5 AVENUE,,5 AVENUE,,GRAND ARMY PLAZA,,"GRAND ARMY PLAZA, MANHATTAN (NEW YORK) ,NY, 10019",,,,
58925373,2023-09-25T11:00:00.000,2023-09-26T11:36:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10301,514 RICHMOND TERRACE,RICHMOND TERRACE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the E-waste.,2023-09-26T11:36:00.000,01 STATEN ISLAND,5000620106,STATEN ISLAND,959455,174800,PHONE,Unspecified,STATEN ISLAND,40.64642755644717,-74.08935019387594,"{'latitude': '40.64642755644717', 'longitude': '-74.08935019387594', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,YORK AVENUE,FRANKLIN AVENUE,,,,,,,
58917231,2023-09-25T10:59:42.000,2023-09-25T12:43:01.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,11102,28-10 30 STREET,30 STREET,ADDRESS,ASTORIA,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-25T12:43:06.000,01 QUEENS,4005940053,QUEENS,1006002,219149,MOBILE,Unspecified,QUEENS,40.768163008459375,-73.92147215582499,"{'latitude': '40.768163008459375', 'longitude': '-73.92147215582499', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,NEWTOWN AVENUE,30 AVENUE,NEWTOWN AVENUE,30 AVENUE,30 STREET,,,,,,
58920964,2023-09-25T10:59:21.000,2023-10-25T13:18:54.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,10462,2158 STARLING AVENUE,STARLING AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation removed the items.,2023-10-07T14:37:00.000,09 BRONX,2039340046,BRONX,1024825,243973,ONLINE,Unspecified,BRONX,40.83623163287815,-73.85336850540659,"{'latitude': '40.83623163287815', 'longitude': '-73.85336850540659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,ODELL STREET,PURDY STREET,ODELL STREET,PURDY STREET,STARLING AVENUE,,,,,,
58925507,2023-09-25T10:59:03.000,2023-10-03T13:07:30.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,11206,25 BARTLETT STREET,BARTLETT STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation cleaned the location.,2023-10-03T13:07:35.000,01 BROOKLYN,3022697502,BROOKLYN,998901,194560,ONLINE,Unspecified,BROOKLYN,40.70068689617037,-73.94716132396441,"{'latitude': '40.70068689617037', 'longitude': '-73.94716132396441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,HARRISON AVENUE,THROOP AVENUE,HARRISON AVENUE,THROOP AVENUE,BARTLETT STREET,,,,,,
58916596,2023-09-25T10:59:00.000,2023-10-10T17:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,10306,3506 AMBOY ROAD,AMBOY ROAD,ADDRESS,STATEN ISLAND,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-10T17:45:00.000,03 STATEN ISLAND,5050900025,STATEN ISLAND,945461,141941,ONLINE,Unspecified,STATEN ISLAND,40.5561861594944,-74.13958960972383,"{'latitude': '40.5561861594944', 'longitude': '-74.13958960972383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,BAY TER,TIMBER RIDGE DR,,N/A,,,,,
58919902,2023-09-25T10:59:00.000,2023-09-25T14:05:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11234,1679 EAST   35 STREET,EAST   35 STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2023-09-25T14:05:00.000,18 BROOKLYN,,BROOKLYN,1001446,163215,PHONE,Unspecified,BROOKLYN,40.61464720174061,-73.9380627421616,"{'latitude': '40.61464720174061', 'longitude': '-73.9380627421616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,AVENUE P,QUENTIN RD,,,,,,,
58920808,2023-09-25T10:59:00.000,2023-09-26T11:36:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10301,442 ST MARKS PLACE,ST MARKS PLACE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the E-waste.,2023-09-26T11:36:00.000,01 STATEN ISLAND,5000160125,STATEN ISLAND,962795,172122,PHONE,Unspecified,STATEN ISLAND,40.639085745988226,-74.07730580394608,"{'latitude': '40.639085745988226', 'longitude': '-74.07730580394608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,HYATT STREET,BAY STREET,,,,,,,
58923618,2023-09-25T10:58:56.000,2023-09-25T19:14:35.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10030,113 WEST  138 STREET,WEST  138 STREET,ADDRESS,NEW YORK,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-25T19:14:37.000,10 MANHATTAN,1020070022,MANHATTAN,1000772,236717,PHONE,Unspecified,MANHATTAN,40.81639373912057,-73.94030998288632,"{'latitude': '40.81639373912057', 'longitude': '-73.94030998288632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,ADAM CLAYTON POWELL JR BOULEVARD,WEST  138 STREET,,,,,,
58917972,2023-09-25T10:58:54.000,2023-09-25T16:16:19.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11354,33-39 UNION STREET,UNION STREET,ADDRESS,FLUSHING,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T16:16:24.000,07 QUEENS,4049810098,QUEENS,1032103,218786,MOBILE,Unspecified,QUEENS,40.76706391463772,-73.82724655915176,"{'latitude': '40.76706391463772', 'longitude': '-73.82724655915176', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,33 AVENUE,34 AVENUE,33 AVENUE,34 AVENUE,UNION STREET,,,,,,
58917397,2023-09-25T10:58:54.000,2023-09-25T10:58:54.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11234,4149 KINGS HIGHWAY,KINGS HIGHWAY,ADDRESS,BROOKLYN,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-25T10:58:54.000,18 BROOKLYN,3078130106,BROOKLYN,1002542,167025,PHONE,Unspecified,BROOKLYN,40.62510266093241,-73.93410480270603,"{'latitude': '40.62510266093241', 'longitude': '-73.93410480270603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,HUBBARD PLACE,AVENUE K,HUBBARD PLACE,AVENUE K,KINGS HIGHWAY,,,,,,
58924356,2023-09-25T10:58:39.000,2023-09-27T14:54:18.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11691,29-56 ROCKAWAY FREEWAY,ROCKAWAY FREEWAY,ADDRESS,FAR ROCKAWAY,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T12:39:32.000,14 QUEENS,4157880004,QUEENS,1049697,157150,PHONE,Unspecified,QUEENS,40.597775053771,-73.76432961347523,"{'latitude': '40.597775053771', 'longitude': '-73.76432961347523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,BEACH   25 STREET,BEACH   32 STREET,BEACH   25 STREET,BEACH   32 STREET,ROCKAWAY FREEWAY,,,,,,
58918395,2023-09-25T10:58:35.000,,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11106,14-23 BROADWAY,BROADWAY,ADDRESS,ASTORIA,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-25T00:00:00.000,01 QUEENS,4005310015,QUEENS,1002828,218330,ONLINE,Unspecified,QUEENS,40.765922306398146,-73.93293301057754,"{'latitude': '40.765922306398146', 'longitude': '-73.93293301057754', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58917224,2023-09-25T10:58:33.000,2023-10-18T17:50:24.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10467,2206 HOLLAND AVENUE,HOLLAND AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-18T00:00:00.000,11 BRONX,2043450005,BRONX,1021423,251975,PHONE,Unspecified,BRONX,40.85820971492959,-73.86561840106879,"{'latitude': '40.85820971492959', 'longitude': '-73.86561840106879', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58917583,2023-09-25T10:58:27.000,2023-10-02T12:01:51.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10466,834 EAST  223 STREET,EAST  223 STREET,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-26T04:28:55.000,12 BRONX,2048470153,BRONX,1023722,261781,PHONE,Unspecified,BRONX,40.88511416481573,-73.85724968748345,"{'latitude': '40.88511416481573', 'longitude': '-73.85724968748345', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,BARNES AVENUE,BRONXWOOD AVENUE,BARNES AVENUE,BRONXWOOD AVENUE,EAST  223 STREET,,,,,,
58917555,2023-09-25T10:58:20.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,11220,102 56 STREET,56 STREET,ADDRESS,BROOKLYN,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-25T12:43:24.000,07 BROOKLYN,3008360005,BROOKLYN,978071,174938,MOBILE,Unspecified,BROOKLYN,40.64683889050656,-74.02226651186974,"{'latitude': '40.64683889050656', 'longitude': '-74.02226651186974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,1 AVENUE,2 AVENUE,1 AVENUE,2 AVENUE,56 STREET,,,,,,
58923588,2023-09-25T10:58:19.000,2023-09-25T11:23:09.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11223,258 HIGHLAWN AVENUE,HIGHLAWN AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T11:23:08.000,11 BROOKLYN,3066770007,BROOKLYN,990835,159242,PHONE,Unspecified,BROOKLYN,40.603756371839175,-73.97628574766429,"{'latitude': '40.603756371839175', 'longitude': '-73.97628574766429', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,WEST    4 STREET,WEST    3 STREET,WEST    4 STREET,WEST    3 STREET,HIGHLAWN AVENUE,,,,,,
58920129,2023-09-25T10:58:15.000,2023-09-25T10:58:15.000,DOT,Department of Transportation,Street Condition,Pothole,,10469,FENTON AVENUE,FENTON AVENUE,BLOCKFACE,BRONX,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-25T10:58:15.000,11 BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,,,,,ALLERTON AVENUE,MACE AVENUE,,N/A,,,,,
58918866,2023-09-25T10:58:09.000,2023-10-03T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11237,480 IRVING AVENUE,IRVING AVENUE,ADDRESS,BROOKLYN,Closed,The City has removed the graffiti from this property.,2023-10-04T06:59:07.000,04 BROOKLYN,3033920044,BROOKLYN,1009715,192670,UNKNOWN,Unspecified,BROOKLYN,40.69547477767531,-73.90816791601519,"{'latitude': '40.69547477767531', 'longitude': '-73.90816791601519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,N/A,,,,2023-10-25T10:58:09.000,
58921652,2023-09-25T10:58:08.000,2023-09-29T13:45:42.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11225,56 WINTHROP STREET,WINTHROP STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-09-29T00:00:00.000,09 BROOKLYN,3050480031,BROOKLYN,995868,178496,PHONE,Unspecified,BROOKLYN,40.6565993600456,-73.95812749783279,"{'latitude': '40.6565993600456', 'longitude': '-73.95812749783279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58920858,2023-09-25T10:58:08.000,2023-09-28T10:18:45.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10025,RIVERSIDE DRIVE,RIVERSIDE DRIVE,INTERSECTION,,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-28T10:18:48.000,07 MANHATTAN,,MANHATTAN,991168,229289,PHONE,Unspecified,MANHATTAN,40.79601867019603,-73.97501457897238,"{'latitude': '40.79601867019603', 'longitude': '-73.97501457897238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,RIVERSIDE DRIVE,WEST   96 STREET,RIVERSIDE DRIVE,WEST   96 STREET,,,,,,,
58917074,2023-09-25T10:58:08.000,2023-09-29T13:45:42.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11225,56 WINTHROP STREET,WINTHROP STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,09 BROOKLYN,3050480031,BROOKLYN,995868,178496,PHONE,Unspecified,BROOKLYN,40.6565993600456,-73.95812749783279,"{'latitude': '40.6565993600456', 'longitude': '-73.95812749783279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58917540,2023-09-25T10:58:08.000,2023-09-25T11:35:03.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10025,RIVERSIDE DRIVE,RIVERSIDE DRIVE,INTERSECTION,,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-25T11:35:08.000,07 MANHATTAN,,MANHATTAN,991168,229289,PHONE,Unspecified,MANHATTAN,40.79601867019603,-73.97501457897238,"{'latitude': '40.79601867019603', 'longitude': '-73.97501457897238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,RIVERSIDE DRIVE,WEST   96 STREET,RIVERSIDE DRIVE,WEST   96 STREET,,,,,,,
