unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,bridge_highway_name,bridge_highway_segment,latitude,longitude,location,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,bbl,facility_type,due_date,taxi_pick_up_location
58905787,2023-09-23T22:11:35.000,2023-09-23T22:35:59.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T22:36:03.000,14 BROOKLYN,BROOKLYN,995199,175204,ONLINE,Unspecified,BROOKLYN,,,40.64756439030198,-73.96054398850201,"{'latitude': '40.64756439030198', 'longitude': '-73.96054398850201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11226,630 OCEAN AVENUE,OCEAN AVENUE,TENNIS COURT,ALBEMARLE ROAD,TENNIS COURT,ALBEMARLE ROAD,ADDRESS,BROOKLYN,OCEAN AVENUE,3051000074,,,
58905661,2023-09-23T22:11:07.000,2023-09-23T22:34:44.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T22:34:48.000,09 BROOKLYN,BROOKLYN,1001738,179830,MOBILE,Unspecified,BROOKLYN,,,40.660251248658064,-73.93696794277886,"{'latitude': '40.660251248658064', 'longitude': '-73.93696794277886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11203,711 RUTLAND ROAD,RUTLAND ROAD,TROY AVENUE,EAST   45 STREET,TROY AVENUE,EAST   45 STREET,ADDRESS,BROOKLYN,RUTLAND ROAD,3048080031,,,
58906360,2023-09-23T22:10:58.000,2023-09-23T22:22:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-23T22:22:31.000,05 BROOKLYN,BROOKLYN,1013524,187915,MOBILE,Unspecified,BROOKLYN,,,40.682411625049106,-73.89445254392386,"{'latitude': '40.682411625049106', 'longitude': '-73.89445254392386', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11207,38 CROSBY AVENUE,CROSBY AVENUE,MILLER PLACE,BULWER PLACE,MILLER PLACE,BULWER PLACE,ADDRESS,BROOKLYN,CROSBY AVENUE,3038850199,,,
58908355,2023-09-23T22:10:30.000,2023-09-23T22:31:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T22:31:11.000,07 QUEENS,QUEENS,1037002,225570,MOBILE,Unspecified,QUEENS,,,40.785656290788005,-73.8095075428101,"{'latitude': '40.785656290788005', 'longitude': '-73.8095075428101', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11357,15-43 CLINTONVILLE STREET,CLINTONVILLE STREET,CROSS ISLAND PARKWAY,LOCKE AVENUE,CROSS ISLAND PARKWAY,LOCKE AVENUE,ADDRESS,WHITESTONE,CLINTONVILLE STREET,4047210011,,,
58906938,2023-09-23T22:10:28.000,2023-09-23T22:30:51.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T22:30:56.000,03 MANHATTAN,MANHATTAN,987241,202903,ONLINE,Unspecified,MANHATTAN,,,40.72359806806082,-73.98920928245956,"{'latitude': '40.72359806806082', 'longitude': '-73.98920928245956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10003,58 EAST    1 STREET,EAST    1 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST    1 STREET,1004430048,,,
58909032,2023-09-23T22:10:18.000,2023-09-23T22:49:55.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T22:50:03.000,10 MANHATTAN,MANHATTAN,998872,231415,ONLINE,Unspecified,MANHATTAN,,,40.8018445700123,-73.94718577356464,"{'latitude': '40.8018445700123', 'longitude': '-73.94718577356464', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10026,24 WEST  117 STREET,WEST  117 STREET,5 AVENUE,LENOX AVENUE,5 AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,WEST  117 STREET,1016007502,,,
58907497,2023-09-23T22:10:03.000,2023-09-23T22:53:03.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T22:53:08.000,07 BROOKLYN,BROOKLYN,987114,179397,ONLINE,Unspecified,BROOKLYN,,,40.65907956566361,-73.98967745734318,"{'latitude': '40.65907956566361', 'longitude': '-73.98967745734318', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11215,352 21 STREET,21 STREET,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,21 STREET,3008987501,,,
58907984,2023-09-23T22:10:00.000,2023-09-23T22:27:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T22:27:16.000,06 MANHATTAN,MANHATTAN,992091,213600,ONLINE,Unspecified,MANHATTAN,,,40.752955711523796,-73.97169932932918,"{'latitude': '40.752955711523796', 'longitude': '-73.97169932932918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10017,235 EAST   46 STREET,EAST   46 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   46 STREET,1013200018,,,
58907012,2023-09-23T22:09:59.000,2023-09-23T22:32:20.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T22:32:23.000,09 BRONX,BRONX,1018209,239723,ONLINE,Unspecified,BRONX,,,40.824594531459304,-73.8772991398564,"{'latitude': '40.824594531459304', 'longitude': '-73.8772991398564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10472,1025 BOYNTON AVENUE,BOYNTON AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,BRUCKNER BOULEVARD,WATSON AVENUE,ADDRESS,BRONX,BOYNTON AVENUE,2037140054,,,
58909838,2023-09-23T22:09:38.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-02T10:26:12.000,15 BROOKLYN,BROOKLYN,1000988,158957,ONLINE,Unspecified,BROOKLYN,,,40.60296074454711,-73.93972293819779,"{'latitude': '40.60296074454711', 'longitude': '-73.93972293819779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11229,2996 AVENUE T,AVENUE T,BROWN STREET,BATCHELDER STREET,BROWN STREET,BATCHELDER STREET,ADDRESS,BROOKLYN,AVENUE T,3073370010,,,
58908617,2023-09-23T22:09:37.000,2023-09-23T22:52:00.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T22:52:06.000,03 QUEENS,QUEENS,1022642,214812,ONLINE,Unspecified,QUEENS,,,40.75620246924284,-73.86142421350785,"{'latitude': '40.75620246924284', 'longitude': '-73.86142421350785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11368,107-08 34 AVENUE,34 AVENUE,107 STREET,108 STREET,107 STREET,108 STREET,ADDRESS,CORONA,34 AVENUE,4017490004,,,
58906927,2023-09-23T22:09:20.000,2023-09-23T22:43:59.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T22:44:01.000,02 BRONX,BRONX,1014818,239448,ONLINE,Unspecified,BRONX,,,40.82385212134225,-73.88955276027868,"{'latitude': '40.82385212134225', 'longitude': '-73.88955276027868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10459,1019 FAILE STREET,FAILE STREET,ALDUS STREET,EAST  165 STREET,ALDUS STREET,EAST  165 STREET,ADDRESS,BRONX,FAILE STREET,2027497501,,,
58906779,2023-09-23T22:09:09.000,2023-09-23T22:40:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T22:40:31.000,18 BROOKLYN,BROOKLYN,999681,164842,MOBILE,Unspecified,BROOKLYN,,,40.61911622823635,-73.94441627120966,"{'latitude': '40.61911622823635', 'longitude': '-73.94441627120966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11210,1314 EAST   31 STREET,EAST   31 STREET,AVENUE M,AVENUE N,AVENUE M,AVENUE N,ADDRESS,BROOKLYN,EAST   31 STREET,3076660052,,,
58907357,2023-09-23T22:08:46.000,2023-09-23T22:35:16.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T22:35:21.000,17 BROOKLYN,BROOKLYN,996868,175338,PHONE,Unspecified,BROOKLYN,,,40.64792997056794,-73.95452930071156,"{'latitude': '40.64792997056794', 'longitude': '-73.95452930071156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11226,2413 ALBEMARLE ROAD,ALBEMARLE ROAD,OAKLAND PLACE,LOTT STREET,OAKLAND PLACE,LOTT STREET,ADDRESS,BROOKLYN,ALBEMARLE ROAD,3051100071,,,
58907825,2023-09-23T22:08:45.000,2023-09-23T22:34:14.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T22:34:18.000,09 BROOKLYN,BROOKLYN,1002477,179892,MOBILE,Unspecified,BROOKLYN,,,40.6604199345456,-73.9343041959771,"{'latitude': '40.6604199345456', 'longitude': '-73.9343041959771', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11203,783 RUTLAND ROAD,RUTLAND ROAD,EAST   46 STREET,SCHENECTADY AVENUE,EAST   46 STREET,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,RUTLAND ROAD,3048080037,,,
58907312,2023-09-23T22:08:37.000,2023-09-23T23:06:16.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T23:06:21.000,12 BRONX,BRONX,1026011,257811,PHONE,Unspecified,BRONX,,,40.87420722820422,-73.84899629511483,"{'latitude': '40.87420722820422', 'longitude': '-73.84899629511483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10469,3317 FISH AVENUE,FISH AVENUE,GIVAN AVENUE,BOSTON ROAD,GIVAN AVENUE,BOSTON ROAD,ADDRESS,BRONX,FISH AVENUE,2047350028,,,
58909049,2023-09-23T22:08:36.000,2023-09-23T22:25:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T22:25:46.000,05 QUEENS,QUEENS,1015360,195201,ONLINE,Unspecified,QUEENS,,,40.70240373285278,-73.88779920179701,"{'latitude': '40.70240373285278', 'longitude': '-73.88779920179701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11385,71-31 66 PLACE,66 PLACE,CENTRAL AVENUE,MYRTLE AVENUE,CENTRAL AVENUE,MYRTLE AVENUE,ADDRESS,RIDGEWOOD,66 PLACE,4036790049,,,
58909601,2023-09-23T22:08:24.000,2023-09-23T22:33:21.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T22:33:26.000,07 BROOKLYN,BROOKLYN,980393,174346,ONLINE,Unspecified,BROOKLYN,,,40.64521529399094,-74.01389866417168,"{'latitude': '40.64521529399094', 'longitude': '-74.01389866417168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11220,5214 4 AVENUE,4 AVENUE,52 STREET,53 STREET,52 STREET,53 STREET,ADDRESS,BROOKLYN,4 AVENUE,3008060042,,,
58908298,2023-09-23T22:08:20.000,2023-09-23T22:30:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T22:30:26.000,15 BROOKLYN,BROOKLYN,995951,152650,ONLINE,Unspecified,BROOKLYN,,,40.585657382113915,-73.95787315517101,"{'latitude': '40.585657382113915', 'longitude': '-73.95787315517101', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11235,2682 EAST   12 STREET,EAST   12 STREET,GILMORE COURT,SHORE PARKWAY,GILMORE COURT,SHORE PARKWAY,ADDRESS,BROOKLYN,EAST   12 STREET,,,,
58909602,2023-09-23T22:08:12.000,2023-09-23T22:27:08.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T22:27:11.000,02 MANHATTAN,MANHATTAN,982697,206635,ONLINE,Unspecified,MANHATTAN,,,40.73384186626859,-74.00560366451603,"{'latitude': '40.73384186626859', 'longitude': '-74.00560366451603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10014,240 WEST   10 STREET,WEST   10 STREET,BLEECKER STREET,HUDSON STREET,BLEECKER STREET,HUDSON STREET,ADDRESS,NEW YORK,WEST   10 STREET,1006190015,,,
58909006,2023-09-23T22:08:11.000,2023-09-23T23:58:51.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T23:58:56.000,04 BROOKLYN,BROOKLYN,1008265,194146,MOBILE,Unspecified,BROOKLYN,,,40.699530105620845,-73.91339165127636,"{'latitude': '40.699530105620845', 'longitude': '-73.91339165127636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11237,343 LINDEN STREET,LINDEN STREET,MYRTLE AVENUE,WYCKOFF AVENUE,MYRTLE AVENUE,WYCKOFF AVENUE,ADDRESS,BROOKLYN,LINDEN STREET,3033280049,,,
58906237,2023-09-23T22:08:03.000,2023-09-24T00:47:58.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T00:48:05.000,03 QUEENS,QUEENS,1020145,219381,ONLINE,Unspecified,QUEENS,,,40.76875367450155,-73.8704127152887,"{'latitude': '40.76875367450155', 'longitude': '-73.8704127152887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11369,100-17 23 AVENUE,23 AVENUE,100 STREET,101 STREET,100 STREET,101 STREET,ADDRESS,EAST ELMHURST,23 AVENUE,4016320020,,,
58907402,2023-09-23T22:07:58.000,2023-09-23T22:13:47.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T22:13:51.000,01 BROOKLYN,BROOKLYN,1001589,195422,ONLINE,Unspecified,BROOKLYN,,,40.70304802495336,-73.93746486417673,"{'latitude': '40.70304802495336', 'longitude': '-73.93746486417673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11206,413 BUSHWICK AVENUE,BUSHWICK AVENUE,VARET STREET,COOK STREET,VARET STREET,COOK STREET,ADDRESS,BROOKLYN,BUSHWICK AVENUE,3031170005,,,
58906207,2023-09-23T22:07:45.000,2023-09-23T22:33:35.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T22:33:41.000,14 BROOKLYN,BROOKLYN,995908,162388,ONLINE,Unspecified,BROOKLYN,,,40.612386274863354,-73.95801116165921,"{'latitude': '40.612386274863354', 'longitude': '-73.95801116165921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11230,1517 EAST   16 STREET,EAST   16 STREET,AVENUE O,AVENUE P,AVENUE O,AVENUE P,ADDRESS,BROOKLYN,EAST   16 STREET,3067630086,,,
58909050,2023-09-23T22:07:37.000,2023-09-23T22:29:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T22:29:11.000,04 QUEENS,QUEENS,1024521,210969,ONLINE,Unspecified,QUEENS,,,40.745646061395696,-73.85466499612596,"{'latitude': '40.745646061395696', 'longitude': '-73.85466499612596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11368,108-40 49 AVENUE,49 AVENUE,108 STREET,111 STREET,108 STREET,111 STREET,ADDRESS,CORONA,49 AVENUE,4020050017,,,
58906953,2023-09-23T22:07:34.000,2023-09-23T22:27:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T22:27:26.000,02 MANHATTAN,MANHATTAN,982697,206635,ONLINE,Unspecified,MANHATTAN,,,40.73384186626859,-74.00560366451603,"{'latitude': '40.73384186626859', 'longitude': '-74.00560366451603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10014,240 WEST   10 STREET,WEST   10 STREET,BLEECKER STREET,HUDSON STREET,BLEECKER STREET,HUDSON STREET,ADDRESS,NEW YORK,WEST   10 STREET,1006190015,,,
58907534,2023-09-23T22:07:31.000,2023-10-05T08:12:01.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,11 BRONX,BRONX,1021462,254035,PHONE,Unspecified,BRONX,,,40.863863623501715,-73.86546597779807,"{'latitude': '40.863863623501715', 'longitude': '-73.86546597779807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10467,2535 HOLLAND AVENUE,HOLLAND AVENUE,,,,,ADDRESS,BRONX,,2044340049,,,
58905945,2023-09-23T22:07:31.000,2023-10-05T08:12:02.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,11 BRONX,BRONX,1021462,254035,PHONE,Unspecified,BRONX,,,40.863863623501715,-73.86546597779807,"{'latitude': '40.863863623501715', 'longitude': '-73.86546597779807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10467,2535 HOLLAND AVENUE,HOLLAND AVENUE,,,,,ADDRESS,BRONX,,2044340049,,,
58908083,2023-09-23T22:07:31.000,2023-10-05T08:12:02.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,11 BRONX,BRONX,1021462,254035,PHONE,Unspecified,BRONX,,,40.863863623501715,-73.86546597779807,"{'latitude': '40.863863623501715', 'longitude': '-73.86546597779807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10467,2535 HOLLAND AVENUE,HOLLAND AVENUE,,,,,ADDRESS,BRONX,,2044340049,,,
58909244,2023-09-23T22:07:31.000,2023-10-05T08:12:01.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,11 BRONX,BRONX,1021462,254035,PHONE,Unspecified,BRONX,,,40.863863623501715,-73.86546597779807,"{'latitude': '40.863863623501715', 'longitude': '-73.86546597779807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10467,2535 HOLLAND AVENUE,HOLLAND AVENUE,,,,,ADDRESS,BRONX,,2044340049,,,
58907074,2023-09-23T22:07:31.000,2023-10-05T08:12:02.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,11 BRONX,BRONX,1021462,254035,PHONE,Unspecified,BRONX,,,40.863863623501715,-73.86546597779807,"{'latitude': '40.863863623501715', 'longitude': '-73.86546597779807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10467,2535 HOLLAND AVENUE,HOLLAND AVENUE,,,,,ADDRESS,BRONX,,2044340049,,,
58909625,2023-09-23T22:07:23.000,2023-09-23T22:44:16.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T22:44:21.000,05 QUEENS,QUEENS,1012627,204545,ONLINE,Unspecified,QUEENS,,,40.72805994700256,-73.89761659547734,"{'latitude': '40.72805994700256', 'longitude': '-73.89761659547734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11378,66-40 JAY AVENUE,JAY AVENUE,66 STREET,68 STREET,66 STREET,68 STREET,ADDRESS,MASPETH,JAY AVENUE,4023970061,,,
58906119,2023-09-23T22:07:03.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-19T14:40:37.000,04 MANHATTAN,MANHATTAN,987161,217159,ONLINE,Unspecified,MANHATTAN,,,40.76272725474049,-73.98949173096072,"{'latitude': '40.76272725474049', 'longitude': '-73.98949173096072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10019,716 9 AVENUE,9 AVENUE,WEST   48 STREET,WEST   49 STREET,WEST   48 STREET,WEST   49 STREET,ADDRESS,NEW YORK,9 AVENUE,1010390061,,,"716 9 AVENUE, MANHATTAN (NEW YORK), NY, 10019"
58908351,2023-09-23T22:07:00.000,2023-09-24T10:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T10:45:00.000,17 BROOKLYN,BROOKLYN,997736,172729,UNKNOWN,Unspecified,BROOKLYN,,,40.640767549311825,-73.95140655947002,"{'latitude': '40.640767549311825', 'longitude': '-73.95140655947002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11226,,,,,AVENUE D,ROGERS AVENUE,INTERSECTION,BROOKLYN,,,N/A,,
58907909,2023-09-23T22:06:50.000,2023-09-23T22:24:06.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T22:24:11.000,01 STATEN ISLAND,STATEN ISLAND,963282,167537,ONLINE,Unspecified,STATEN ISLAND,,,40.626502063478135,-74.07553681982586,"{'latitude': '40.626502063478135', 'longitude': '-74.07553681982586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10304,635 BAY STREET,BAY STREET,CANAL STREET,THOMPSON STREET,CANAL STREET,THOMPSON STREET,ADDRESS,STATEN ISLAND,BAY STREET,5004940009,,,
58906030,2023-09-23T22:06:43.000,2023-10-12T06:57:46.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,04 QUEENS,QUEENS,1023082,208335,ONLINE,Unspecified,QUEENS,,,40.738422833038676,-73.859873435939,"{'latitude': '40.738422833038676', 'longitude': '-73.859873435939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11368,99-04 57 AVENUE,57 AVENUE,,,,,ADDRESS,CORONA,,4019450001,,,
58905955,2023-09-23T22:06:43.000,2023-10-12T06:57:46.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,04 QUEENS,QUEENS,1023082,208335,ONLINE,Unspecified,QUEENS,,,40.738422833038676,-73.859873435939,"{'latitude': '40.738422833038676', 'longitude': '-73.859873435939', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11368,99-04 57 AVENUE,57 AVENUE,,,,,ADDRESS,CORONA,,4019450001,,,
58909706,2023-09-23T22:06:41.000,2023-09-25T07:38:30.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-25T00:00:00.000,03 BRONX,BRONX,1010629,242635,MOBILE,Unspecified,BRONX,,,40.83261302416413,-73.90467576630016,"{'latitude': '40.83261302416413', 'longitude': '-73.90467576630016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10456,530 EAST  169 STREET,EAST  169 STREET,,,,,ADDRESS,BRONX,,2026100012,,,
58906228,2023-09-23T22:06:40.000,2023-09-23T22:22:56.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T22:23:01.000,09 BROOKLYN,BROOKLYN,1001679,180025,MOBILE,Unspecified,BROOKLYN,,,40.660786596870324,-73.93718009256685,"{'latitude': '40.660786596870324', 'longitude': '-73.93718009256685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11203,526 TROY AVENUE,TROY AVENUE,MIDWOOD STREET,RUTLAND ROAD,MIDWOOD STREET,RUTLAND ROAD,ADDRESS,BROOKLYN,TROY AVENUE,,,,
