unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,taxi_company_borough,due_date
58920094,2023-09-25T19:30:27.000,2023-09-25T19:51:37.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11235,2462 EAST   14 STREET,EAST   14 STREET,AVENUE X,AVENUE Y,AVENUE X,AVENUE Y,ADDRESS,BROOKLYN,EAST   14 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T19:51:41.000,15 BROOKLYN,3074150033,BROOKLYN,996512,154541,PHONE,Unspecified,BROOKLYN,40.59084704087311,-73.95584996855887,"{'latitude': '40.59084704087311', 'longitude': '-73.95584996855887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58924788,2023-09-25T19:30:26.000,2023-09-25T21:26:24.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10472,1184 EVERGREEN AVENUE,EVERGREEN AVENUE,WATSON AVENUE,WESTCHESTER AVENUE,WATSON AVENUE,WESTCHESTER AVENUE,ADDRESS,BRONX,EVERGREEN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T21:26:32.000,09 BRONX,2037380033,BRONX,1017216,240879,MOBILE,Unspecified,BRONX,40.82777118126042,-73.88088136896863,"{'latitude': '40.82777118126042', 'longitude': '-73.88088136896863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58920108,2023-09-25T19:30:18.000,2023-09-25T20:03:04.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10461,2553 POPLAR STREET,POPLAR STREET,LURTING AVENUE,ROSELLE STREET,LURTING AVENUE,ROSELLE STREET,ADDRESS,BRONX,POPLAR STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T20:03:08.000,11 BRONX,2040700111,BRONX,1026141,246876,PHONE,Unspecified,BRONX,40.844193366152105,-73.84859457048076,"{'latitude': '40.844193366152105', 'longitude': '-73.84859457048076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58917480,2023-09-25T19:30:06.000,2023-10-02T07:35:01.000,DOT,Department of Transportation,Street Sign - Damaged,Other/Unknown,Street,10301,1201 VICTORY BOULEVARD,VICTORY BOULEVARD,CLOVE ROAD,SENECA AVENUE,CLOVE ROAD,SENECA AVENUE,ADDRESS,STATEN ISLAND,VICTORY BOULEVARD,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-10-02T07:35:04.000,01 STATEN ISLAND,5003280060,STATEN ISLAND,955468,163848,MOBILE,Unspecified,STATEN ISLAND,40.61635459398903,-74.10367085486817,"{'latitude': '40.61635459398903', 'longitude': '-74.10367085486817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58922364,2023-09-25T19:29:57.000,2023-09-25T20:13:04.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11226,377 EAST   32 STREET,EAST   32 STREET,CLARENDON ROAD,AVENUE D,CLARENDON ROAD,AVENUE D,ADDRESS,BROOKLYN,EAST   32 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T20:13:09.000,17 BROOKLYN,3049490055,BROOKLYN,999049,173095,MOBILE,Unspecified,BROOKLYN,40.64177004410386,-73.94667468944245,"{'latitude': '40.64177004410386', 'longitude': '-73.94667468944245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58922312,2023-09-25T19:29:51.000,2023-09-25T21:20:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11209,188 BATTERY AVENUE,BATTERY AVENUE,92 STREET,FORT HILL PLACE,92 STREET,FORT HILL PLACE,ADDRESS,BROOKLYN,BATTERY AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T21:20:42.000,10 BROOKLYN,3061420158,BROOKLYN,977232,163290,MOBILE,Unspecified,BROOKLYN,40.614866968530464,-74.0252778016032,"{'latitude': '40.614866968530464', 'longitude': '-74.0252778016032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58923538,2023-09-25T19:29:30.000,2023-09-27T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Fence - None/Inadequate,,10305,44 LYMAN AVENUE,LYMAN AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-27T00:00:00.000,01 STATEN ISLAND,5030720062,STATEN ISLAND,966731,160500,UNKNOWN,Unspecified,STATEN ISLAND,40.607194454157046,-74.06309360857024,"{'latitude': '40.607194454157046', 'longitude': '-74.06309360857024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58917895,2023-09-25T19:29:30.000,2023-10-26T00:00:00.000,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,,11214,8776 24 AVENUE,24 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-10-26T00:00:00.000,11 BROOKLYN,3068750087,BROOKLYN,986253,156418,UNKNOWN,Unspecified,BROOKLYN,40.59600728418482,-73.99278752703626,"{'latitude': '40.59600728418482', 'longitude': '-73.99278752703626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58919563,2023-09-25T19:29:21.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11102,31-23 NEWTOWN AVENUE,NEWTOWN AVENUE,31 STREET,32 STREET,31 STREET,32 STREET,ADDRESS,ASTORIA,NEWTOWN AVENUE,In Progress,,,01 QUEENS,4006190011,QUEENS,1006240,218876,MOBILE,Unspecified,QUEENS,40.767413105781195,-73.92061383529476,"{'latitude': '40.767413105781195', 'longitude': '-73.92061383529476', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58923369,2023-09-25T19:29:00.000,2023-09-27T12:15:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11432,90-88 180 STREET,180 STREET,90 AVE,JAMAICA AVE,,,ADDRESS,JAMAICA,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-27T12:15:00.000,12 QUEENS,4098960081,QUEENS,1045012,197670,PHONE,Unspecified,QUEENS,40.70902660686673,-73.78083485994318,"{'latitude': '40.70902660686673', 'longitude': '-73.78083485994318', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58917056,2023-09-25T19:28:44.000,2023-10-07T18:27:51.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10034,34 SEAMAN AVENUE,SEAMAN AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,12 MANHATTAN,1022470029,MANHATTAN,1004502,255201,PHONE,Unspecified,MANHATTAN,40.86711913938304,-73.92677857550613,"{'latitude': '40.86711913938304', 'longitude': '-73.92677857550613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58924984,2023-09-25T19:28:44.000,2023-10-07T18:27:52.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10034,34 SEAMAN AVENUE,SEAMAN AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2023-10-07T00:00:00.000,12 MANHATTAN,1022470029,MANHATTAN,1004502,255201,PHONE,Unspecified,MANHATTAN,40.86711913938304,-73.92677857550613,"{'latitude': '40.86711913938304', 'longitude': '-73.92677857550613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58923811,2023-09-25T19:28:44.000,2023-10-07T18:27:53.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10034,34 SEAMAN AVENUE,SEAMAN AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,12 MANHATTAN,1022470029,MANHATTAN,1004502,255201,PHONE,Unspecified,MANHATTAN,40.86711913938304,-73.92677857550613,"{'latitude': '40.86711913938304', 'longitude': '-73.92677857550613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58919312,2023-09-25T19:28:44.000,2023-10-07T18:27:50.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10034,34 SEAMAN AVENUE,SEAMAN AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-07T00:00:00.000,12 MANHATTAN,1022470029,MANHATTAN,1004502,255201,PHONE,Unspecified,MANHATTAN,40.86711913938304,-73.92677857550613,"{'latitude': '40.86711913938304', 'longitude': '-73.92677857550613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58923888,2023-09-25T19:28:44.000,2023-10-07T18:27:52.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10034,34 SEAMAN AVENUE,SEAMAN AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-07T00:00:00.000,12 MANHATTAN,1022470029,MANHATTAN,1004502,255201,PHONE,Unspecified,MANHATTAN,40.86711913938304,-73.92677857550613,"{'latitude': '40.86711913938304', 'longitude': '-73.92677857550613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58919295,2023-09-25T19:28:44.000,2023-10-07T18:27:51.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10034,34 SEAMAN AVENUE,SEAMAN AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-07T00:00:00.000,12 MANHATTAN,1022470029,MANHATTAN,1004502,255201,PHONE,Unspecified,MANHATTAN,40.86711913938304,-73.92677857550613,"{'latitude': '40.86711913938304', 'longitude': '-73.92677857550613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58919258,2023-09-25T19:28:37.000,2023-10-12T06:57:37.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10040,89 THAYER STREET,THAYER STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,12 MANHATTAN,1021750196,MANHATTAN,1004293,254142,PHONE,Unspecified,MANHATTAN,40.864212983761796,-73.92753738525039,"{'latitude': '40.864212983761796', 'longitude': '-73.92753738525039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58922478,2023-09-25T19:28:19.000,2023-09-25T22:21:29.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11385,70-01 67 STREET,67 STREET,70 AVENUE,CENTRAL AVENUE,70 AVENUE,CENTRAL AVENUE,ADDRESS,RIDGEWOOD,67 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T22:21:34.000,05 QUEENS,4036520005,QUEENS,1015396,195922,PHONE,Unspecified,QUEENS,40.70438258024528,-73.887666030289,"{'latitude': '40.70438258024528', 'longitude': '-73.887666030289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58922023,2023-09-25T19:27:50.000,2023-11-01T14:01:34.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10467,MONTEFIORE HOSPITAL,MONTEFIORE HOSPITAL,STEUBEN AVENUE,ROCHAMBEAU AVENUE,STEUBEN AVENUE,ROCHAMBEAU AVENUE,UNRECOGNIZED,BRONX,MONTEFIORE HOSPITAL,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-11-01T14:01:38.000,07 BRONX,2033270001,BRONX,1017499,260057,PHONE,Unspecified,BRONX,40.88040796721551,-73.87976366636289,"{'latitude': '40.88040796721551', 'longitude': '-73.87976366636289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"MONTEFIORE HOSPITAL, BRONX ,NY, 10467",,,,,,
58924516,2023-09-25T19:27:47.000,2023-09-25T21:18:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11228,662 90 STREET,90 STREET,BATTERY AVENUE,PARROTT PLACE,BATTERY AVENUE,PARROTT PLACE,ADDRESS,BROOKLYN,90 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T21:18:58.000,10 BROOKLYN,3060930124,BROOKLYN,977845,163923,ONLINE,Unspecified,BROOKLYN,40.61660488679439,-74.02307046653742,"{'latitude': '40.61660488679439', 'longitude': '-74.02307046653742', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58922482,2023-09-25T19:27:41.000,2023-09-25T20:05:13.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11421,78-24 90 AVENUE,90 AVENUE,78 STREET,80 STREET,78 STREET,80 STREET,ADDRESS,WOODHAVEN,90 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T20:05:18.000,09 QUEENS,4089580006,QUEENS,1022348,189900,ONLINE,Unspecified,QUEENS,40.687826408525304,-73.86262641948117,"{'latitude': '40.687826408525304', 'longitude': '-73.86262641948117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58918521,2023-09-25T19:27:36.000,2023-09-26T16:03:00.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11215,252 13 STREET,13 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,13 STREET,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-26T16:03:03.000,06 BROOKLYN,3010340029,BROOKLYN,987246,182353,ONLINE,Unspecified,BROOKLYN,40.66719308788078,-73.9892003841823,"{'latitude': '40.66719308788078', 'longitude': '-73.9892003841823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58923768,2023-09-25T19:27:27.000,2023-09-25T19:29:52.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10019,306 WEST   54 STREET,WEST   54 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   54 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T19:29:55.000,04 MANHATTAN,1010440038,MANHATTAN,988451,217993,ONLINE,Unspecified,MANHATTAN,40.76501585078629,-73.98483450522959,"{'latitude': '40.76501585078629', 'longitude': '-73.98483450522959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58921402,2023-09-25T19:27:27.000,2023-09-25T19:31:17.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11375,102-30 QUEENS BOULEVARD,QUEENS BOULEVARD,68 AVENUE,68 ROAD,68 AVENUE,68 ROAD,ADDRESS,FOREST HILLS,QUEENS BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T19:31:19.000,06 QUEENS,4031737501,QUEENS,1025568,203636,ONLINE,Unspecified,QUEENS,40.725513985000454,-73.85093149470026,"{'latitude': '40.725513985000454', 'longitude': '-73.85093149470026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58920264,2023-09-25T19:27:10.000,2023-09-25T19:41:02.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10034,674 ACADEMY STREET,ACADEMY STREET,BROADWAY,COOPER STREET,BROADWAY,COOPER STREET,ADDRESS,NEW YORK,ACADEMY STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T19:41:10.000,12 MANHATTAN,1022370047,MANHATTAN,1004908,255083,MOBILE,Unspecified,MANHATTAN,40.866794324578265,-73.92531104058831,"{'latitude': '40.866794324578265', 'longitude': '-73.92531104058831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58921418,2023-09-25T19:27:08.000,2023-09-25T20:05:46.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11212,473 EAST   96 STREET,EAST   96 STREET,WILLMOHR STREET,CHURCH AVENUE,WILLMOHR STREET,CHURCH AVENUE,ADDRESS,BROOKLYN,EAST   96 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T20:05:48.000,17 BROOKLYN,3046930014,BROOKLYN,1007498,178430,ONLINE,Unspecified,BROOKLYN,40.65639530822375,-73.91621199309347,"{'latitude': '40.65639530822375', 'longitude': '-73.91621199309347', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58922060,2023-09-25T19:27:05.000,2023-09-28T13:22:11.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,10019,858 8 AVENUE,8 AVENUE,WEST   51 STREET,WEST   52 STREET,WEST   51 STREET,WEST   52 STREET,ADDRESS,NEW YORK,8 AVENUE,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-28T13:22:16.000,05 MANHATTAN,1010230064,MANHATTAN,988296,217349,ONLINE,Unspecified,MANHATTAN,40.76324830923871,-73.98539443859774,"{'latitude': '40.76324830923871', 'longitude': '-73.98539443859774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58923160,2023-09-25T19:27:05.000,2023-09-25T19:44:23.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10019,858 8 AVENUE,8 AVENUE,WEST   51 STREET,WEST   52 STREET,WEST   51 STREET,WEST   52 STREET,ADDRESS,NEW YORK,8 AVENUE,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-25T19:44:31.000,05 MANHATTAN,1010230064,MANHATTAN,988296,217349,ONLINE,Unspecified,MANHATTAN,40.76324830923871,-73.98539443859774,"{'latitude': '40.76324830923871', 'longitude': '-73.98539443859774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58924576,2023-09-25T19:27:00.000,2023-09-25T20:13:36.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11226,351 EAST   32 STREET,EAST   32 STREET,CLARENDON ROAD,AVENUE D,CLARENDON ROAD,AVENUE D,ADDRESS,BROOKLYN,EAST   32 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T20:13:41.000,17 BROOKLYN,3049490066,BROOKLYN,999036,173251,MOBILE,Unspecified,BROOKLYN,40.64219825225228,-73.94672119050317,"{'latitude': '40.64219825225228', 'longitude': '-73.94672119050317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58917935,2023-09-25T19:26:55.000,2023-09-25T19:53:14.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11215,105 16 STREET,16 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,16 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T19:53:21.000,07 BROOKLYN,3010460056,BROOKLYN,986166,182124,PHONE,Unspecified,BROOKLYN,40.66656483342296,-73.99309350167587,"{'latitude': '40.66656483342296', 'longitude': '-73.99309350167587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58922368,2023-09-25T19:26:51.000,2023-09-25T20:03:38.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11249,366 WYTHE AVENUE,WYTHE AVENUE,SOUTH    2 STREET,SOUTH    3 STREET,SOUTH    2 STREET,SOUTH    3 STREET,ADDRESS,BROOKLYN,WYTHE AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T20:03:35.000,01 BROOKLYN,3024157503,BROOKLYN,993832,199285,MOBILE,Unspecified,BROOKLYN,40.7136628446238,-73.96543589237461,"{'latitude': '40.7136628446238', 'longitude': '-73.96543589237461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58921403,2023-09-25T19:26:34.000,2023-09-25T20:17:26.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11101,41-03 10 STREET,10 STREET,41 AVENUE,41 ROAD,41 AVENUE,41 ROAD,ADDRESS,LONG ISLAND CITY,10 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T20:17:29.000,01 QUEENS,4004650100,QUEENS,999289,214567,ONLINE,Unspecified,QUEENS,40.755600567699275,-73.94571729303452,"{'latitude': '40.755600567699275', 'longitude': '-73.94571729303452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58920060,2023-09-25T19:26:30.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,10472,2110 CHATTERTON AVENUE,CHATTERTON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings reviewed this complaint and referred it to the Department of Transportation for further action.,2023-09-28T00:00:00.000,09 BRONX,2038060013,BRONX,1025048,240975,UNKNOWN,Unspecified,BRONX,40.82800196900514,-73.85258085417674,"{'latitude': '40.82800196900514', 'longitude': '-73.85258085417674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58923454,2023-09-25T19:26:17.000,2023-09-25T21:11:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,147 PRINCE STREET,PRINCE STREET,FAIR STREET,FLATBUSH AVENUE EXTENSION,FAIR STREET,FLATBUSH AVENUE EXTENSION,ADDRESS,BROOKLYN,PRINCE STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T21:11:57.000,02 BROOKLYN,3020620006,BROOKLYN,989094,191627,ONLINE,Unspecified,BROOKLYN,40.69264729589128,-73.98253227283492,"{'latitude': '40.69264729589128', 'longitude': '-73.98253227283492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58921404,2023-09-25T19:26:03.000,2023-09-25T21:24:29.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10472,1484 WATSON AVENUE,WATSON AVENUE,EVERGREEN AVENUE,WHEELER AVENUE,EVERGREEN AVENUE,WHEELER AVENUE,ADDRESS,BRONX,WATSON AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-25T21:24:32.000,09 BRONX,2037120037,BRONX,1017422,240165,ONLINE,Unspecified,BRONX,40.825810685327426,-73.88014054410381,"{'latitude': '40.825810685327426', 'longitude': '-73.88014054410381', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58919869,2023-09-25T19:26:00.000,2023-09-26T16:35:00.000,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,10011,124 WEST   15 STREET,WEST   15 STREET,AVENUE OF THE AMERICAS,7 AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-26T16:35:00.000,04 MANHATTAN,,MANHATTAN,984989,208315,ONLINE,Unspecified,MANHATTAN,40.738453156866356,-73.99733329383446,"{'latitude': '40.738453156866356', 'longitude': '-73.99733329383446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58916602,2023-09-25T19:26:00.000,2023-09-26T17:20:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11416,89-02 102 ROAD,102 ROAD,89 ST,90 ST,,,ADDRESS,OZONE PARK,,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-26T17:20:00.000,09 QUEENS,4090950001,QUEENS,1025761,187606,ONLINE,Unspecified,QUEENS,40.681514562426116,-73.85033399663497,"{'latitude': '40.681514562426116', 'longitude': '-73.85033399663497', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58920458,2023-09-25T19:25:38.000,2023-10-05T12:03:39.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10040,89 THAYER STREET,THAYER STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,12 MANHATTAN,1021750196,MANHATTAN,1004293,254142,PHONE,Unspecified,MANHATTAN,40.864212983761796,-73.92753738525039,"{'latitude': '40.864212983761796', 'longitude': '-73.92753738525039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
