unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,facility_type,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_company_borough
58850657,2023-09-18T14:52:00.000,2023-09-19T04:15:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,10012,213 MOTT STREET,MOTT STREET,ADDRESS,NEW YORK,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T04:15:00.000,02 MANHATTAN,1004940033,MANHATTAN,985546,202324,UNKNOWN,Unspecified,MANHATTAN,40.72200926384891,-73.99532449464662,"{'latitude': '40.72200926384891', 'longitude': '-73.99532449464662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,PRINCE ST,SPRING ST,,,,,,,,,
58849117,2023-09-18T14:51:48.000,2023-09-19T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Failure to Comply with Vacate Order,11221,720 QUINCY STREET,QUINCY STREET,ADDRESS,BROOKLYN,,Closed,The Department of Buildings has investigated this complaint and found evidence that the standing vacate order is not being complied with. A failure to comply with the Vacate order summons has been issued.,2023-09-19T00:00:00.000,03 BROOKLYN,3016310023,BROOKLYN,1003291,190368,UNKNOWN,Unspecified,BROOKLYN,40.68917247462822,-73.93134069119121,"{'latitude': '40.68917247462822', 'longitude': '-73.93134069119121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58851042,2023-09-18T14:51:48.000,2023-11-08T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,11354,136-02 ROOSEVELT AVENUE,ROOSEVELT AVENUE,ADDRESS,FLUSHING,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-08T00:00:00.000,07 QUEENS,4050190011,QUEENS,1031420,216088,UNKNOWN,Unspecified,QUEENS,40.75966228448522,-73.82973117388327,"{'latitude': '40.75966228448522', 'longitude': '-73.82973117388327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58855092,2023-09-18T14:51:16.000,2023-10-12T12:48:43.000,DOT,Department of Transportation,Outdoor Dining,Site Setup Condition,10001,30 WEST   30 STREET,WEST   30 STREET,ADDRESS,NEW YORK,,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer.""",2023-10-12T12:48:51.000,05 MANHATTAN,1008310059,MANHATTAN,987623,211253,ONLINE,Unspecified,MANHATTAN,40.74651662176608,-73.98782694369214,"{'latitude': '40.74651662176608', 'longitude': '-73.98782694369214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,5 AVENUE,BROADWAY,5 AVENUE,BROADWAY,WEST   30 STREET,,,,,,
58848043,2023-09-18T14:50:46.000,2023-09-18T18:12:05.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11358,36-35 168 STREET,168 STREET,ADDRESS,FLUSHING,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T18:12:08.000,07 QUEENS,4052950029,QUEENS,1040194,217057,PHONE,Unspecified,QUEENS,40.76227076957179,-73.79805184012412,"{'latitude': '40.76227076957179', 'longitude': '-73.79805184012412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,CROCHERON AVENUE,DEPOT ROAD,CROCHERON AVENUE,DEPOT ROAD,168 STREET,,,,,,
58853672,2023-09-18T14:50:30.000,2023-09-18T15:45:42.000,DOHMH,Department of Health and Mental Hygiene,Mold,Public Complaint - Comm Location,10005,88 WALL STREET,WALL STREET,ADDRESS,NEW YORK,,Closed,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-18T15:45:42.000,01 MANHATTAN,1000390001,MANHATTAN,982161,196231,ONLINE,Unspecified,MANHATTAN,40.70528528076531,-74.00753447557926,"{'latitude': '40.70528528076531', 'longitude': '-74.00753447557926', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Commercial Building,PEARL STREET,WATER STREET,PEARL STREET,WATER STREET,WALL STREET,,,,,,
58847575,2023-09-18T14:50:23.000,2023-09-20T10:38:08.000,DSNY,Department of Sanitation,Dirty Condition,Trash,11423,187-17 JAMAICA AVENUE,JAMAICA AVENUE,ADDRESS,HOLLIS,,Closed,The Department of Sanitation cleaned the location.,2023-09-20T10:37:22.000,12 QUEENS,4099100011,QUEENS,1047561,198157,ONLINE,Unspecified,QUEENS,40.71034542995627,-73.77163622078461,"{'latitude': '40.71034542995627', 'longitude': '-73.77163622078461', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,187 PLACE,HOLLIS AVENUE,187 PLACE,HOLLIS AVENUE,JAMAICA AVENUE,,,,,,
58857685,2023-09-18T14:50:08.000,2023-09-19T09:00:00.000,DOT,Department of Transportation,Street Condition,Pothole,11228,NEW UTRECHT AVENUE,NEW UTRECHT AVENUE,BLOCKFACE,BROOKLYN,N/A,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-19T09:00:00.000,11 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,70 STREET,BAY RIDGE AVENUE,,,,,,,,,
58849089,2023-09-18T14:50:00.000,2023-09-18T17:40:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11373,41-47 BENHAM STREET,BENHAM STREET,ADDRESS,ELMHURST,,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-18T17:40:00.000,04 QUEENS,4015630004,QUEENS,1019553,211552,PHONE,Unspecified,QUEENS,40.74726747664923,-73.87259104639404,"{'latitude': '40.74726747664923', 'longitude': '-73.87259104639404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,WHITNEY AVE,94 ST,,,,,,,,,
58850334,2023-09-18T14:50:00.000,2023-09-19T11:16:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),10024,317 WEST   83 STREET,WEST   83 STREET,ADDRESS,NEW YORK,N/A,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-19T11:16:00.000,07 MANHATTAN,1012450061,MANHATTAN,989775,226097,ONLINE,Unspecified,MANHATTAN,40.78725847124688,-73.98004823831695,"{'latitude': '40.78725847124688', 'longitude': '-73.98004823831695', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,WEST END AVE,RIVERSIDE DR,,,,,,,,,
58849036,2023-09-18T14:50:00.000,2023-09-26T15:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),10457,2017 ARTHUR AVENUE,ARTHUR AVENUE,ADDRESS,BRONX,N/A,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-26T15:45:00.000,06 BRONX,2030680031,BRONX,1013941,248095,ONLINE,Unspecified,BRONX,40.84758860961202,-73.89268322677943,"{'latitude': '40.84758860961202', 'longitude': '-73.89268322677943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,E 178 ST,E 179 ST,,,,,,,,,
58849703,2023-09-18T14:49:36.000,2023-09-23T19:40:03.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10456,1112 CARROLL PLACE,CARROLL PLACE,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-23T00:00:00.000,04 BRONX,2024560065,BRONX,1006746,242407,PHONE,Unspecified,BRONX,40.83199797423446,-73.91870828982425,"{'latitude': '40.83199797423446', 'longitude': '-73.91870828982425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,
58854606,2023-09-18T14:49:25.000,2023-09-19T20:13:05.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,10467,679 EAST  219 STREET,EAST  219 STREET,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-19T00:00:00.000,12 BRONX,2046540064,BRONX,1021980,261306,PHONE,Unspecified,BRONX,40.88381805967145,-73.86355228813406,"{'latitude': '40.88381805967145', 'longitude': '-73.86355228813406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,
58853375,2023-09-18T14:49:25.000,2023-09-19T20:13:05.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,10467,679 EAST  219 STREET,EAST  219 STREET,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,12 BRONX,2046540064,BRONX,1021980,261306,PHONE,Unspecified,BRONX,40.88381805967145,-73.86355228813406,"{'latitude': '40.88381805967145', 'longitude': '-73.86355228813406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,
58853527,2023-09-18T14:49:08.000,2023-09-19T20:45:58.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11354,144-20 38 AVENUE,38 AVENUE,ADDRESS,FLUSHING,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,07 QUEENS,4050240019,QUEENS,1033623,217298,ONLINE,Unspecified,QUEENS,40.762971389062905,-73.82177017322834,"{'latitude': '40.762971389062905', 'longitude': '-73.82177017322834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,
58847228,2023-09-18T14:49:00.000,2023-09-19T18:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,APS,11220,,,INTERSECTION,BROOKLYN,N/A,Assigned,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-19T18:45:00.000,07 BROOKLYN,,BROOKLYN,979951,173783,UNKNOWN,Unspecified,BROOKLYN,40.64366977676026,-74.0154910483166,"{'latitude': '40.64366977676026', 'longitude': '-74.0154910483166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,4 AVENUE,55 STREET,,,,,,,
58850617,2023-09-18T14:48:48.000,2023-09-18T15:48:18.000,NYPD,New York City Police Department,Blocked Driveway,No Access,10301,57 FOOTE AVENUE,FOOTE AVENUE,ADDRESS,STATEN ISLAND,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T15:48:22.000,01 STATEN ISLAND,5006100102,STATEN ISLAND,956613,162902,ONLINE,Unspecified,STATEN ISLAND,40.61376166675578,-74.09954277234594,"{'latitude': '40.61376166675578', 'longitude': '-74.09954277234594', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,GRAND AVENUE,CLOVE ROAD,GRAND AVENUE,CLOVE ROAD,FOOTE AVENUE,,,,,,
58854302,2023-09-18T14:48:47.000,2023-10-25T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,"Building - Vacant, Open And Unguarded",10456,1171 GRANT AVENUE,GRANT AVENUE,ADDRESS,BRONX,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-25T00:00:00.000,04 BRONX,2024520073,BRONX,1007636,242673,UNKNOWN,Unspecified,BRONX,40.83272575559968,-73.91549125394197,"{'latitude': '40.83272575559968', 'longitude': '-73.91549125394197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58845284,2023-09-18T14:48:47.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Adult Establishment,10019,46 WEST   56 STREET,WEST   56 STREET,ADDRESS,NEW YORK,,Closed,The Department of Buildings reviewed this complaint and referred it to the New York Police Department for further action.,2023-09-25T00:00:00.000,05 MANHATTAN,1012710063,MANHATTAN,990903,217231,UNKNOWN,Unspecified,MANHATTAN,40.762922852183145,-73.97598360702972,"{'latitude': '40.762922852183145', 'longitude': '-73.97598360702972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58854787,2023-09-18T14:48:47.000,2023-09-22T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,10454,352 EAST  141 STREET,EAST  141 STREET,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-22T00:00:00.000,01 BRONX,2023030016,BRONX,1005571,234994,UNKNOWN,Unspecified,BRONX,40.81165430803461,-73.92297782992952,"{'latitude': '40.81165430803461', 'longitude': '-73.92297782992952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58848492,2023-09-18T14:48:47.000,2023-11-06T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,11432,152-05 89 AVENUE,89 AVENUE,ADDRESS,JAMAICA,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-06T00:00:00.000,12 QUEENS,4096950014,QUEENS,1038606,196239,UNKNOWN,Unspecified,QUEENS,40.70514053260312,-73.80395241421314,"{'latitude': '40.70514053260312', 'longitude': '-73.80395241421314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58848224,2023-09-18T14:48:44.000,2023-09-18T16:36:44.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),11433,104-11 169 STREET,169 STREET,ADDRESS,JAMAICA,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T16:36:49.000,12 QUEENS,4102260093,QUEENS,1042896,195076,PHONE,Unspecified,QUEENS,40.70192098698312,-73.78848971528656,"{'latitude': '40.70192098698312', 'longitude': '-73.78848971528656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,104 AVENUE,105 AVENUE,104 AVENUE,105 AVENUE,169 STREET,,,,,,
58846819,2023-09-18T14:48:38.000,2023-09-18T16:26:41.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11220,704 50 STREET,50 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T16:26:46.000,07 BROOKLYN,3007940009,BROOKLYN,982664,173289,PHONE,Unspecified,BROOKLYN,40.64231475430773,-74.00571488801891,"{'latitude': '40.64231475430773', 'longitude': '-74.00571488801891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,50 STREET,,,,,,
58854241,2023-09-18T14:48:35.000,2023-09-18T15:16:16.000,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,11435,148-08 94 AVENUE,94 AVENUE,ADDRESS,JAMAICA,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T15:16:20.000,12 QUEENS,4100000003,QUEENS,1038343,194277,ONLINE,Unspecified,QUEENS,40.69975692780479,-73.80491674136226,"{'latitude': '40.69975692780479', 'longitude': '-73.80491674136226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,148 STREET,150 STREET,148 STREET,150 STREET,94 AVENUE,,,,,,
58852762,2023-09-18T14:48:21.000,,DSNY,Department of Sanitation,Lot Condition,Trash,11434,118-23 154 STREET,154 STREET,ADDRESS,JAMAICA,,In Progress,,,12 QUEENS,,QUEENS,1042913,187325,PHONE,Unspecified,QUEENS,40.68064622909891,-73.78849590007148,"{'latitude': '40.68064622909891', 'longitude': '-73.78849590007148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Lot,DEAD END,119 AVENUE,DEAD END,119 AVENUE,154 STREET,,,,,,
58855197,2023-09-18T14:48:09.000,2023-10-13T12:39:53.000,DSNY,Department of Sanitation,Lot Condition,Construction Debris,10475,2168 REEDS MILL LANE,REEDS MILL LANE,ADDRESS,BRONX,,Closed,"The Department of Sanitation (DSNY) inspected the lot and notified the property owner that they must clean it. At the agency's follow-up inspection, they found the lot was clean.",2023-10-13T12:39:58.000,12 BRONX,2052630171,BRONX,1030650,260677,PHONE,Unspecified,BRONX,40.88205032827241,-73.83220231107542,"{'latitude': '40.88205032827241', 'longitude': '-73.83220231107542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Lot,BIVONA STREET,STEENWICK AVENUE,BIVONA STREET,STEENWICK AVENUE,REEDS MILL LANE,,,,,,
58850520,2023-09-18T14:48:06.000,2023-09-18T15:08:03.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11220,741 61 STREET,61 STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T15:08:07.000,07 BROOKLYN,3057857501,BROOKLYN,981087,170868,MOBILE,Unspecified,BROOKLYN,40.635669204039026,-74.01139621105106,"{'latitude': '40.635669204039026', 'longitude': '-74.01139621105106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,61 STREET,,,,,,
58848556,2023-09-18T14:47:58.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,11223,1954 WEST    7 STREET,WEST    7 STREET,ADDRESS,BROOKLYN,,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-11-06T08:40:50.000,11 BROOKLYN,3070810027,BROOKLYN,990041,157777,PHONE,Unspecified,BROOKLYN,40.59973579891463,-73.97914639856911,"{'latitude': '40.59973579891463', 'longitude': '-73.97914639856911', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,AVENUE S,AVENUE T,AVENUE S,AVENUE T,WEST    7 STREET,,,,,,
58850629,2023-09-18T14:47:53.000,2023-09-18T16:22:32.000,NYPD,New York City Police Department,Blocked Driveway,No Access,11355,41-51 150 STREET,150 STREET,ADDRESS,FLUSHING,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T16:22:36.000,07 QUEENS,4050590010,QUEENS,1035943,216767,ONLINE,Unspecified,QUEENS,40.761500673291984,-73.81339939623913,"{'latitude': '40.761500673291984', 'longitude': '-73.81339939623913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BARCLAY AVENUE,SANFORD AVENUE,BARCLAY AVENUE,SANFORD AVENUE,150 STREET,,,,,,
58854002,2023-09-18T14:47:50.000,2023-09-20T09:00:36.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,11417,103-54 94 STREET,94 STREET,ADDRESS,OZONE PARK,,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-20T08:58:52.000,10 QUEENS,4091150039,QUEENS,1027195,187322,ONLINE,Unspecified,QUEENS,40.68072820706884,-73.84516559600785,"{'latitude': '40.68072820706884', 'longitude': '-73.84516559600785', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,ROCKAWAY BOULEVARD,LIBERTY AVENUE,ROCKAWAY BOULEVARD,LIBERTY AVENUE,94 STREET,,,,,,
58851268,2023-09-18T14:47:41.000,2023-09-26T12:10:03.000,DOT,Department of Transportation,Street Condition,Cave-in,11358,160 STREET,160 STREET,BLOCKFACE,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-26T12:10:07.000,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,Street,SANFORD AVENUE,43 AVENUE,SANFORD AVENUE,43 AVENUE,,,,,,,
58848137,2023-09-18T14:47:35.000,2023-09-18T15:03:06.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,11101,34-44 43 STREET,43 STREET,ADDRESS,LONG ISLAND CITY,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T15:03:10.000,01 QUEENS,4006750049,QUEENS,1006599,214175,PHONE,Unspecified,QUEENS,40.75450917267871,-73.91933343739068,"{'latitude': '40.75450917267871', 'longitude': '-73.91933343739068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,43 STREET,,,,,,
58853005,2023-09-18T14:47:34.000,2023-09-18T15:20:51.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11226,1624 ALBEMARLE ROAD,ALBEMARLE ROAD,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T15:20:55.000,14 BROOKLYN,3051200008,BROOKLYN,994345,174957,MOBILE,Unspecified,BROOKLYN,40.64688744341539,-73.96362184739638,"{'latitude': '40.64688744341539', 'longitude': '-73.96362184739638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,DEAD END,EAST   17 STREET,DEAD END,EAST   17 STREET,ALBEMARLE ROAD,,,,,,
58853613,2023-09-18T14:47:30.000,2023-09-18T16:47:01.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,10306,101 BEACH AVENUE,BEACH AVENUE,ADDRESS,STATEN ISLAND,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T16:47:04.000,02 STATEN ISLAND,5042060027,STATEN ISLAND,950790,147537,ONLINE,Unspecified,STATEN ISLAND,40.57156779003059,-74.12043990226003,"{'latitude': '40.57156779003059', 'longitude': '-74.12043990226003', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,BEHAN COURT,NEW DORP PLAZA,BEHAN COURT,NEW DORP PLAZA,BEACH AVENUE,,,,,,
58852615,2023-09-18T14:47:11.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,11206,1130 MYRTLE AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-18T15:16:33.000,03 BROOKLYN,3015860031,BROOKLYN,1002087,193192,PHONE,Unspecified,BROOKLYN,40.69692620785362,-73.93567467548317,"{'latitude': '40.69692620785362', 'longitude': '-73.93567467548317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,LEWIS AVENUE,BROADWAY,LEWIS AVENUE,BROADWAY,MYRTLE AVENUE,,,,,,
58850359,2023-09-18T14:47:00.000,2023-09-18T17:05:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),11203,1020 EAST   48 STREET,EAST   48 STREET,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-18T17:05:00.000,17 BROOKLYN,3047860022,BROOKLYN,1003469,171303,ONLINE,Unspecified,BROOKLYN,40.63684290054418,-73.9307531916987,"{'latitude': '40.63684290054418', 'longitude': '-73.9307531916987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,FARRAGUT RD,DEAD END,,,,,,,,,
58846933,2023-09-18T14:46:58.000,2023-09-18T15:20:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,11235,3111 BRIGHTON SECOND STREET,BRIGHTON SECOND STREET,ADDRESS,BROOKLYN,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T15:21:03.000,13 BROOKLYN,3086850083,BROOKLYN,993988,149149,MOBILE,Unspecified,BROOKLYN,40.57605020363535,-73.96494554277177,"{'latitude': '40.57605020363535', 'longitude': '-73.96494554277177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,BRIGHTON BEACH AVENUE,BRIGHTWATER COURT,BRIGHTON BEACH AVENUE,BRIGHTWATER COURT,BRIGHTON    2 STREET,,,,,,
58851650,2023-09-18T14:46:55.000,2023-09-18T15:06:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,10302,21 ANDERSON AVENUE,ANDERSON AVENUE,ADDRESS,STATEN ISLAND,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T15:06:12.000,01 STATEN ISLAND,5010300011,STATEN ISLAND,947768,170068,PHONE,Unspecified,STATEN ISLAND,40.633398812331244,-74.13143932403041,"{'latitude': '40.633398812331244', 'longitude': '-74.13143932403041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,SIMONSON PLACE,WASHINGTON PLACE,SIMONSON PLACE,WASHINGTON PLACE,ANDERSON AVENUE,,,,,,
58850213,2023-09-18T14:46:52.000,2023-09-19T07:40:43.000,DSNY,Department of Sanitation,Obstruction,Cone,10453,1655 MACOMBS ROAD,MACOMBS ROAD,ADDRESS,BRONX,,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T07:40:43.000,05 BRONX,2028760194,BRONX,1007428,248133,PHONE,Unspecified,BRONX,40.847712406820925,-73.91622402223135,"{'latitude': '40.847712406820925', 'longitude': '-73.91622402223135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,WEST  174 STREET,WEST  175 STREET,WEST  174 STREET,WEST  175 STREET,MACOMBS ROAD,,,,,,
58854471,2023-09-18T14:46:48.000,2023-09-18T15:11:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,10026,2113 8 AVENUE,8 AVENUE,ADDRESS,NEW YORK,,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-18T15:11:15.000,10 MANHATTAN,1018480013,MANHATTAN,996370,231933,ONLINE,Unspecified,MANHATTAN,40.80327012401748,-73.95622198597187,"{'latitude': '40.80327012401748', 'longitude': '-73.95622198597187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building/House,WEST  114 STREET,WEST  115 STREET,WEST  114 STREET,WEST  115 STREET,8 AVENUE,,,,,,
