unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,vehicle_type,taxi_company_borough,taxi_pick_up_location
58914546,2023-09-24T13:13:58.000,2023-09-29T14:01:07.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10453,31 WEST TREMONT AVENUE,WEST TREMONT AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-29T00:00:00.000,05 BRONX,2028690171,BRONX,1008779,249615,PHONE,Unspecified,BRONX,40.85177640673971,-73.9113354667264,"{'latitude': '40.85177640673971', 'longitude': '-73.9113354667264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58911238,2023-09-24T13:13:50.000,2023-10-03T16:59:36.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10451,415 EAST  157 STREET,EAST  157 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,01 BRONX,2023790007,BRONX,1007911,238573,ONLINE,Unspecified,BRONX,40.82147169768157,-73.91451196088087,"{'latitude': '40.82147169768157', 'longitude': '-73.91451196088087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58913722,2023-09-24T13:13:50.000,2023-10-03T16:59:36.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10451,415 EAST  157 STREET,EAST  157 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,01 BRONX,2023790007,BRONX,1007911,238573,ONLINE,Unspecified,BRONX,40.82147169768157,-73.91451196088087,"{'latitude': '40.82147169768157', 'longitude': '-73.91451196088087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58913782,2023-09-24T13:13:50.000,2023-10-03T16:59:37.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10451,415 EAST  157 STREET,EAST  157 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-03T00:00:00.000,01 BRONX,2023790007,BRONX,1007911,238573,ONLINE,Unspecified,BRONX,40.82147169768157,-73.91451196088087,"{'latitude': '40.82147169768157', 'longitude': '-73.91451196088087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58910402,2023-09-24T13:13:50.000,2023-10-03T16:59:37.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10451,415 EAST  157 STREET,EAST  157 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,01 BRONX,2023790007,BRONX,1007911,238573,ONLINE,Unspecified,BRONX,40.82147169768157,-73.91451196088087,"{'latitude': '40.82147169768157', 'longitude': '-73.91451196088087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58912061,2023-09-24T13:13:32.000,2023-09-27T16:53:30.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11226,279 CLARKSON AVENUE,CLARKSON AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,09 BROOKLYN,3050570063,BROOKLYN,997892,178055,PHONE,Unspecified,BROOKLYN,40.6553860249276,-73.95083368104052,"{'latitude': '40.6553860249276', 'longitude': '-73.95083368104052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58915192,2023-09-24T13:13:29.000,2023-09-24T14:02:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10314,100C DINSMORE STREET,DINSMORE STREET,VICTORY BOULEVARD,DEAD END,VICTORY BOULEVARD,DEAD END,ADDRESS,STATEN ISLAND,DINSMORE STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T14:03:00.000,02 STATEN ISLAND,5021407502,STATEN ISLAND,937093,159279,ONLINE,Unspecified,STATEN ISLAND,40.60373490698059,-74.16982434695957,"{'latitude': '40.60373490698059', 'longitude': '-74.16982434695957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58910670,2023-09-24T13:12:18.000,2023-09-29T06:33:55.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10451,3255 PARK AVENUE,PARK AVENUE,EAST  162 STREET,EAST  163 STREET,EAST  162 STREET,EAST  163 STREET,ADDRESS,BRONX,PARK AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-29T06:34:04.000,04 BRONX,2024220064,BRONX,1007823,240284,MOBILE,Unspecified,BRONX,40.82616814038954,-73.91482389678825,"{'latitude': '40.82616814038954', 'longitude': '-73.91482389678825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58911847,2023-09-24T13:11:51.000,2023-09-24T13:38:43.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11226,1834 CATON AVENUE,CATON AVENUE,BRIGHTON LINE,OCEAN AVENUE,BRIGHTON LINE,OCEAN AVENUE,ADDRESS,BROOKLYN,CATON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T13:38:47.000,14 BROOKLYN,3050800007,BROOKLYN,994718,176753,ONLINE,Unspecified,BROOKLYN,40.65181664036495,-73.96227492447909,"{'latitude': '40.65181664036495', 'longitude': '-73.96227492447909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58910368,2023-09-24T13:11:33.000,2023-09-24T15:26:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10452,953 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T15:26:06.000,04 BRONX,2025110073,BRONX,1003916,242199,ONLINE,Unspecified,BRONX,40.8314338291739,-73.92893540348943,"{'latitude': '40.8314338291739', 'longitude': '-73.92893540348943', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58910051,2023-09-24T13:11:11.000,2023-09-24T13:22:32.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10021,940 MADISON AVENUE,MADISON AVENUE,EAST   74 STREET,EAST   75 STREET,EAST   74 STREET,EAST   75 STREET,ADDRESS,NEW YORK,MADISON AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T13:22:37.000,08 MANHATTAN,1013890017,MANHATTAN,994119,220999,ONLINE,Unspecified,MANHATTAN,40.77326202817216,-73.96436876829624,"{'latitude': '40.77326202817216', 'longitude': '-73.96436876829624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58914097,2023-09-24T13:11:00.000,2023-10-04T14:10:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11357,17-55 FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD,17 RD,18 AVE,,,ADDRESS,WHITESTONE,,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-10-04T14:10:00.000,07 QUEENS,4047470031,QUEENS,1038544,224376,ONLINE,Unspecified,QUEENS,40.78236974842216,-73.80394890328664,"{'latitude': '40.78236974842216', 'longitude': '-73.80394890328664', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58909953,2023-09-24T13:11:00.000,2023-09-25T12:26:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11225,1015 WASHINGTON AVENUE,WASHINGTON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,SULLIVAN PL,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-25T12:26:00.000,09 BROOKLYN,3011920077,BROOKLYN,995023,181344,ONLINE,Unspecified,BROOKLYN,40.664417559882324,-73.9611684166725,"{'latitude': '40.664417559882324', 'longitude': '-73.9611684166725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58912090,2023-09-24T13:10:58.000,2023-10-01T12:44:35.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11238,105 LEFFERTS PLACE,LEFFERTS PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,02 BROOKLYN,3020150066,BROOKLYN,995483,187400,PHONE,Unspecified,BROOKLYN,40.681039347558446,-73.95950024144429,"{'latitude': '40.681039347558446', 'longitude': '-73.95950024144429', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58913709,2023-09-24T13:10:31.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10473,1520 STORY AVENUE,STORY AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-24T00:00:00.000,09 BRONX,2036237502,BRONX,1017819,238601,ONLINE,Unspecified,BRONX,40.821516453090105,-73.87871390149812,"{'latitude': '40.821516453090105', 'longitude': '-73.87871390149812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58912376,2023-09-24T13:10:22.000,2023-09-24T13:29:10.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11214,2085 SHORE PARKWAY,SHORE PARKWAY,BAY   49 STREET,BELT PKWY WB EN CROPSEY AVE SB,BAY   49 STREET,BELT PKWY WB EN CROPSEY AVE SB,ADDRESS,BROOKLYN,SHORE PARKWAY,Closed,The Police Department responded to the complaint and a report was prepared.,2023-09-24T13:29:14.000,13 BROOKLYN,3069400033,BROOKLYN,987316,152555,MOBILE,Unspecified,BROOKLYN,40.58540381852435,-73.98896159206835,"{'latitude': '40.58540381852435', 'longitude': '-73.98896159206835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58914733,2023-09-24T13:10:20.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Street,10466,2125 CONNER STREET,CONNER STREET,VARIAN AVENUE,HARPER AVENUE,VARIAN AVENUE,HARPER AVENUE,ADDRESS,BRONX,CONNER STREET,In Progress,,,12 BRONX,2049450005,BRONX,1030145,262476,PHONE,Unspecified,BRONX,40.8869906522356,-73.83401622561072,"{'latitude': '40.8869906522356', 'longitude': '-73.83401622561072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58910504,2023-09-24T13:10:04.000,2023-10-06T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10453,10 RICHMAN PLAZA,RICHMAN PLAZA,,,,,ADDRESS,BRONX,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-06T00:00:00.000,05 BRONX,2028820229,BRONX,1005583,249550,UNKNOWN,Unspecified,BRONX,40.851606301604434,-73.92288819061721,"{'latitude': '40.851606301604434', 'longitude': '-73.92288819061721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58913139,2023-09-24T13:09:57.000,2023-09-29T06:33:54.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10451,3255 PARK AVENUE,PARK AVENUE,EAST  162 STREET,EAST  163 STREET,EAST  162 STREET,EAST  163 STREET,ADDRESS,BRONX,PARK AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-29T06:34:02.000,04 BRONX,2024220064,BRONX,1007823,240284,MOBILE,Unspecified,BRONX,40.82616814038954,-73.91482389678825,"{'latitude': '40.82616814038954', 'longitude': '-73.91482389678825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58913626,2023-09-24T13:09:37.000,2023-09-24T13:29:08.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10033,615 WEST  176 STREET,WEST  176 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,WEST  176 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T13:29:12.000,12 MANHATTAN,1021440011,MANHATTAN,1001792,247625,MOBILE,Unspecified,MANHATTAN,40.84633109241019,-73.93659644535875,"{'latitude': '40.84633109241019', 'longitude': '-73.93659644535875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58911476,2023-09-24T13:09:17.000,2023-10-02T11:50:48.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10469,2525 WILLIAMSBRIDGE ROAD,WILLIAMSBRIDGE ROAD,MACE AVENUE,PAULDING AVENUE,MACE AVENUE,PAULDING AVENUE,ADDRESS,BRONX,WILLIAMSBRIDGE ROAD,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T11:50:43.000,11 BRONX,2044500089,BRONX,1023417,253960,PHONE,Unspecified,BRONX,40.86364931392549,-73.85839843893902,"{'latitude': '40.86364931392549', 'longitude': '-73.85839843893902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58913895,2023-09-24T13:09:07.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Car Service Company Complaint,Street,11430,JOHN F KENNEDY AIRPORT,JOHN F KENNEDY AIRPORT,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,UNRECOGNIZED,JAMAICA,JOHN F KENNEDY AIRPORT,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-12T11:11:23.000,83 QUEENS,4142600001,QUEENS,1043001,175548,ONLINE,Unspecified,QUEENS,40.64832048620134,-73.78828125130184,"{'latitude': '40.64832048620134', 'longitude': '-73.78828125130184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,Car Service,QUEENS,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430"
58914770,2023-09-24T13:09:05.000,2023-09-29T06:33:54.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10451,3255 PARK AVENUE,PARK AVENUE,EAST  162 STREET,EAST  163 STREET,EAST  162 STREET,EAST  163 STREET,ADDRESS,BRONX,PARK AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-29T06:34:02.000,04 BRONX,2024220064,BRONX,1007823,240284,MOBILE,Unspecified,BRONX,40.82616814038954,-73.91482389678825,"{'latitude': '40.82616814038954', 'longitude': '-73.91482389678825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58910093,2023-09-24T13:09:00.000,2023-09-24T13:56:03.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11367,157-06 65 AVENUE,65 AVENUE,157 STREET,PARSONS BOULEVARD,157 STREET,PARSONS BOULEVARD,ADDRESS,FLUSHING,65 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T13:56:07.000,08 QUEENS,4067490007,QUEENS,1036553,207847,ONLINE,Unspecified,QUEENS,40.73701399076921,-73.81126680937498,"{'latitude': '40.73701399076921', 'longitude': '-73.81126680937498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58914780,2023-09-24T13:08:59.000,2023-10-06T13:49:25.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11355,134-03 57 AVENUE,57 AVENUE,134 STREET,136 STREET,134 STREET,136 STREET,ADDRESS,FLUSHING,57 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T09:51:38.000,07 QUEENS,4063600001,QUEENS,1031152,211555,ONLINE,Unspecified,QUEENS,40.74722179843645,-73.83073018562989,"{'latitude': '40.74722179843645', 'longitude': '-73.83073018562989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58916288,2023-09-24T13:08:58.000,2023-09-26T16:59:56.000,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,10453,10 RICHMAN PLAZA,RICHMAN PLAZA,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,05 BRONX,2028820229,BRONX,1005583,249550,ONLINE,Unspecified,BRONX,40.851606301604434,-73.92288819061721,"{'latitude': '40.851606301604434', 'longitude': '-73.92288819061721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58912993,2023-09-24T13:08:18.000,2023-09-24T17:06:43.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11414,82 STREET,82 STREET,82 STREET,151 AVENUE,82 STREET,151 AVENUE,INTERSECTION,,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-24T17:06:48.000,10 QUEENS,,QUEENS,1025140,182532,PHONE,Unspecified,QUEENS,40.66759048421329,-73.85260376199805,"{'latitude': '40.66759048421329', 'longitude': '-73.85260376199805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58915998,2023-09-24T13:08:15.000,2023-09-24T19:01:06.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10463,160 WEST  231 STREET,WEST  231 STREET,BAILEY AVENUE,ALBANY CRESCENT,BAILEY AVENUE,ALBANY CRESCENT,ADDRESS,BRONX,WEST  231 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T19:01:10.000,08 BRONX,2032660109,BRONX,1011048,259269,ONLINE,Unspecified,BRONX,40.878267098649296,-73.90309515581207,"{'latitude': '40.878267098649296', 'longitude': '-73.90309515581207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58913514,2023-09-24T13:08:02.000,2023-09-24T13:11:13.000,NYPD,New York City Police Department,Noise - House of Worship,Banging/Pounding,House of Worship,11226,AVENUE D,AVENUE D,AVENUE D,FLATBUSH AVENUE,AVENUE D,FLATBUSH AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T13:11:17.000,14 BROOKLYN,,BROOKLYN,996562,172632,ONLINE,Unspecified,BROOKLYN,40.64050301489291,-73.95563695218216,"{'latitude': '40.64050301489291', 'longitude': '-73.95563695218216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58911580,2023-09-24T13:08:00.000,2023-09-26T09:30:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11233,661 HANCOCK STREET,HANCOCK STREET,MALCOLM X BLVD,PATCHEN AVE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection has investigated this complaint and a leak, not a city issue, has been resolved by homeowner.",2023-09-26T09:30:00.000,03 BROOKLYN,3016570077,BROOKLYN,1004095,188858,PHONE,Unspecified,BROOKLYN,40.68502610588168,-73.92844602322991,"{'latitude': '40.68502610588168', 'longitude': '-73.92844602322991', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58913248,2023-09-24T13:08:00.000,2023-09-24T14:35:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10302,76 GROVE AVENUE,GROVE AVENUE,FABER ST,SHARPE AVE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed and attributed to grease. Work was performed to relieve the blockage.,2023-09-24T14:35:00.000,01 STATEN ISLAND,5010790055,STATEN ISLAND,946518,171893,PHONE,Unspecified,STATEN ISLAND,40.63840280654106,-74.13595308944956,"{'latitude': '40.63840280654106', 'longitude': '-74.13595308944956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58914299,2023-09-24T13:08:00.000,2023-09-24T14:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11223,,,,,STILLWELL AVENUE,86 STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T14:45:00.000,11 BROOKLYN,,BROOKLYN,988342,156687,UNKNOWN,Unspecified,BROOKLYN,40.59674491662976,-73.98526521941558,"{'latitude': '40.59674491662976', 'longitude': '-73.98526521941558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,,
58914765,2023-09-24T13:07:54.000,2023-09-29T06:33:56.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10451,3255 PARK AVENUE,PARK AVENUE,EAST  162 STREET,EAST  163 STREET,EAST  162 STREET,EAST  163 STREET,ADDRESS,BRONX,PARK AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-29T06:34:03.000,04 BRONX,2024220064,BRONX,1007823,240284,MOBILE,Unspecified,BRONX,40.82616814038954,-73.91482389678825,"{'latitude': '40.82616814038954', 'longitude': '-73.91482389678825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58914597,2023-09-24T13:07:37.000,2023-09-26T19:29:20.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10003,43 EAST    1 STREET,EAST    1 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,03 MANHATTAN,1004420017,MANHATTAN,987012,203024,PHONE,Unspecified,MANHATTAN,40.723930258207545,-73.99003540274298,"{'latitude': '40.723930258207545', 'longitude': '-73.99003540274298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58911228,2023-09-24T13:07:37.000,2023-09-26T19:29:21.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10003,43 EAST    1 STREET,EAST    1 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,03 MANHATTAN,1004420017,MANHATTAN,987012,203024,PHONE,Unspecified,MANHATTAN,40.723930258207545,-73.99003540274298,"{'latitude': '40.723930258207545', 'longitude': '-73.99003540274298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58912897,2023-09-24T13:07:37.000,2023-09-26T19:29:21.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10003,43 EAST    1 STREET,EAST    1 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,03 MANHATTAN,1004420017,MANHATTAN,987012,203024,PHONE,Unspecified,MANHATTAN,40.723930258207545,-73.99003540274298,"{'latitude': '40.723930258207545', 'longitude': '-73.99003540274298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58914498,2023-09-24T13:07:37.000,2023-10-01T09:30:50.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,10003,43 EAST    1 STREET,EAST    1 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,03 MANHATTAN,1004420017,MANHATTAN,987012,203024,PHONE,Unspecified,MANHATTAN,40.723930258207545,-73.99003540274298,"{'latitude': '40.723930258207545', 'longitude': '-73.99003540274298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58916175,2023-09-24T13:07:37.000,2023-09-26T19:29:20.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10003,43 EAST    1 STREET,EAST    1 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,03 MANHATTAN,1004420017,MANHATTAN,987012,203024,PHONE,Unspecified,MANHATTAN,40.723930258207545,-73.99003540274298,"{'latitude': '40.723930258207545', 'longitude': '-73.99003540274298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58916240,2023-09-24T13:07:12.000,2023-09-28T07:35:38.000,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,10458,2490 BELMONT AVENUE,BELMONT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,06 BRONX,2030910005,BRONX,1016251,251551,ONLINE,Unspecified,BRONX,40.85706622522049,-73.88431734929017,"{'latitude': '40.85706622522049', 'longitude': '-73.88431734929017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
