unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date,vehicle_type
59450376,2023-09-29T21:45:51.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Apartment Only,Apartment,10040,602 WEST  190 STREET,WEST  190 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,WEST  190 STREET,Closed,,2023-10-01T00:00:00.000,12 MANHATTAN,1021680070,MANHATTAN,1003650,250782,MOBILE,Unspecified,MANHATTAN,40.854992232899,-73.92987178432652,"{'latitude': '40.854992232899', 'longitude': '-73.92987178432652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58962283,2023-09-29T21:45:45.000,2023-09-29T21:54:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11235,2661 EAST   26 STREET,EAST   26 STREET,AVENUE Z,VOORHIES AVENUE,AVENUE Z,VOORHIES AVENUE,ADDRESS,BROOKLYN,EAST   26 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-29T21:54:51.000,15 BROOKLYN,,BROOKLYN,999983,153449,MOBILE,Unspecified,BROOKLYN,40.587844238243655,-73.94335498040073,"{'latitude': '40.587844238243655', 'longitude': '-73.94335498040073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58957913,2023-09-29T21:45:43.000,2023-09-29T22:05:36.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10467,2737 BARKER AVENUE,BARKER AVENUE,ALLERTON AVENUE,BRITTON STREET,ALLERTON AVENUE,BRITTON STREET,ADDRESS,BRONX,BARKER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T22:05:43.000,11 BRONX,2045060001,BRONX,1020442,254771,ONLINE,Unspecified,BRONX,40.86588795894242,-73.86914964400243,"{'latitude': '40.86588795894242', 'longitude': '-73.86914964400243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58961071,2023-09-29T21:45:40.000,2023-09-29T23:14:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,189 SHERIDAN AVENUE,SHERIDAN AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,ADDRESS,BROOKLYN,SHERIDAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T23:14:20.000,05 BROOKLYN,3042030006,BROOKLYN,1021191,186318,ONLINE,Unspecified,BROOKLYN,40.67799955043815,-73.86681795513633,"{'latitude': '40.67799955043815', 'longitude': '-73.86681795513633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58964756,2023-09-29T21:45:26.000,2023-09-29T21:48:18.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,159 STREET,160 STREET,159 STREET,160 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T21:48:22.000,08 QUEENS,4068540028,QUEENS,1037538,201770,ONLINE,Unspecified,QUEENS,40.720328269590894,-73.80776061338688,"{'latitude': '40.720328269590894', 'longitude': '-73.80776061338688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58957095,2023-09-29T21:45:23.000,2023-09-29T21:46:22.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,159 STREET,160 STREET,159 STREET,160 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T21:46:25.000,08 QUEENS,4068540028,QUEENS,1037538,201770,ONLINE,Unspecified,QUEENS,40.720328269590894,-73.80776061338688,"{'latitude': '40.720328269590894', 'longitude': '-73.80776061338688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59440154,2023-09-29T21:45:21.000,2023-10-01T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,11205,249 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,EMERSON PLACE,CLASSON AVENUE,EMERSON PLACE,CLASSON AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,,2023-10-01T00:00:00.000,02 BROOKLYN,3019090053,BROOKLYN,994968,191527,ONLINE,Unspecified,BROOKLYN,40.692367654657566,-73.9613504708135,"{'latitude': '40.692367654657566', 'longitude': '-73.9613504708135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58960124,2023-09-29T21:45:18.000,2023-09-29T21:46:48.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,159-06 UNION TURNPIKE,UNION TURNPIKE,159 STREET,160 STREET,159 STREET,160 STREET,ADDRESS,FRESH MEADOWS,UNION TURNPIKE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T21:46:52.000,08 QUEENS,4068540028,QUEENS,1037538,201770,ONLINE,Unspecified,QUEENS,40.720328269590894,-73.80776061338688,"{'latitude': '40.720328269590894', 'longitude': '-73.80776061338688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58957887,2023-09-29T21:45:16.000,2023-09-29T23:43:37.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11237,217 TROUTMAN STREET,TROUTMAN STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,ADDRESS,BROOKLYN,TROUTMAN STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-29T23:43:40.000,04 BROOKLYN,3031740052,BROOKLYN,1004434,195103,MOBILE,Unspecified,BROOKLYN,40.7021664130442,-73.927204998699,"{'latitude': '40.7021664130442', 'longitude': '-73.927204998699', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59435394,2023-09-29T21:45:02.000,2023-09-30T18:10:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11691,27-12 DEERFIELD ROAD,DEERFIELD ROAD,BEACH   27 STREET,BEACH   28 STREET,BEACH   27 STREET,BEACH   28 STREET,ADDRESS,FAR ROCKAWAY,DEERFIELD ROAD,Closed,,2023-09-30T18:10:00.000,14 QUEENS,4157910022,QUEENS,1050665,157015,ONLINE,Unspecified,QUEENS,40.59739730630375,-73.76084525288583,"{'latitude': '40.59739730630375', 'longitude': '-73.76084525288583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58967120,2023-09-29T21:45:01.000,2023-09-30T00:24:50.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10462,1825 BRONXDALE AVENUE,BRONXDALE AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,ADDRESS,BRONX,BRONXDALE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T00:24:53.000,11 BRONX,2040560080,BRONX,1023021,248020,MOBILE,Unspecified,BRONX,40.8473475561099,-73.85986446160487,"{'latitude': '40.8473475561099', 'longitude': '-73.85986446160487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58956190,2023-09-29T21:44:53.000,2023-09-29T22:47:15.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11106,PS   76,PS   76,36 AVENUE,37 AVENUE,36 AVENUE,37 AVENUE,UNRECOGNIZED,ASTORIA,PS   76,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T22:47:19.000,01 QUEENS,4003540001,QUEENS,1000451,216433,PHONE,Unspecified,QUEENS,40.76072020690383,-73.94151860220666,"{'latitude': '40.76072020690383', 'longitude': '-73.94151860220666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58963857,2023-09-29T21:44:52.000,2023-09-29T22:12:34.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10025,601 WEST  115 STREET,WEST  115 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  115 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T22:12:38.000,09 MANHATTAN,1018960065,MANHATTAN,994058,233445,ONLINE,Unspecified,MANHATTAN,40.80742301620198,-73.96457082955617,"{'latitude': '40.80742301620198', 'longitude': '-73.96457082955617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58956493,2023-09-29T21:44:50.000,2023-09-29T22:39:19.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11691,41-13 ROCKAWAY BEACH BOULEVARD,ROCKAWAY BEACH BOULEVARD,BEACH   41 STREET,BEACH   42 STREET,BEACH   41 STREET,BEACH   42 STREET,ADDRESS,FAR ROCKAWAY,ROCKAWAY BEACH BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T22:39:16.000,14 QUEENS,4158500003,QUEENS,1047290,155777,ONLINE,Unspecified,QUEENS,40.594023905903974,-73.77300983578586,"{'latitude': '40.594023905903974', 'longitude': '-73.77300983578586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58964966,2023-09-29T21:44:42.000,2023-10-02T11:59:47.000,DHS,Department of Homeless Services,Encampment,N/A,Residential Building/House,10011,171 MACDOUGAL STREET,MACDOUGAL STREET,WASHINGTON SQUARE NORTH,MAC DOUGAL ALLEY,WASHINGTON SQUARE NORTH,MAC DOUGAL ALLEY,ADDRESS,NEW YORK,MAC DOUGAL STREET,Closed,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",2023-10-02T11:59:51.000,02 MANHATTAN,1005537502,MANHATTAN,984711,206167,MOBILE,Unspecified,MANHATTAN,40.732557445640445,-73.99833661329937,"{'latitude': '40.732557445640445', 'longitude': '-73.99833661329937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58966523,2023-09-29T21:44:42.000,2023-09-29T22:32:08.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10011,171 MACDOUGAL STREET,MACDOUGAL STREET,WASHINGTON SQUARE NORTH,MAC DOUGAL ALLEY,WASHINGTON SQUARE NORTH,MAC DOUGAL ALLEY,ADDRESS,NEW YORK,MAC DOUGAL STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-29T22:32:13.000,02 MANHATTAN,1005537502,MANHATTAN,984711,206167,MOBILE,Unspecified,MANHATTAN,40.732557445640445,-73.99833661329937,"{'latitude': '40.732557445640445', 'longitude': '-73.99833661329937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58957759,2023-09-29T21:44:17.000,2023-09-29T22:21:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11375,100-11 67 ROAD,67 ROAD,BOOTH STREET,QUEENS BOULEVARD,BOOTH STREET,QUEENS BOULEVARD,ADDRESS,FOREST HILLS,67 ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T22:21:14.000,06 QUEENS,4031700001,QUEENS,1024889,203663,MOBILE,Unspecified,QUEENS,40.72559123880885,-73.85338104665698,"{'latitude': '40.72559123880885', 'longitude': '-73.85338104665698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59453971,2023-09-29T21:44:16.000,2023-10-02T00:00:00.000,HPD,Department of Housing Preservation and Development,Heat/Hot Water,Entire Building,Building-Wide,11215,1683 8 AVENUE,8 AVENUE,PROSPECT AVENUE,17 STREET,PROSPECT AVENUE,17 STREET,ADDRESS,BROOKLYN,8 AVENUE,Closed,,2023-10-02T00:00:00.000,07 BROOKLYN,3008700002,BROOKLYN,988626,179669,ONLINE,Unspecified,BROOKLYN,40.65982552764397,-73.98422767041423,"{'latitude': '40.65982552764397', 'longitude': '-73.98422767041423', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58964116,2023-09-29T21:44:12.000,2023-09-29T22:05:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,112 EAST    7 STREET,EAST    7 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST    7 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-29T22:05:38.000,03 MANHATTAN,1004340020,MANHATTAN,988529,203951,ONLINE,Unspecified,MANHATTAN,40.726474044356756,-73.98456186119967,"{'latitude': '40.726474044356756', 'longitude': '-73.98456186119967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58964167,2023-09-29T21:44:09.000,2023-09-29T22:27:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10460,1660 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,EAST  173 STREET,BOSTON ROAD,EAST  173 STREET,BOSTON ROAD,ADDRESS,BRONX,SOUTHERN BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T22:27:20.000,03 BRONX,2029830001,BRONX,1015066,243830,MOBILE,Unspecified,BRONX,40.83587858471852,-73.88863656768554,"{'latitude': '40.83587858471852', 'longitude': '-73.88863656768554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59446377,2023-09-29T21:44:05.000,2023-09-29T22:20:00.000,DEP,Department of Environmental Protection,Water Maintenance,Leak,N/A,11214,8625 24 AVENUE,24 AVENUE,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,24 AVENUE,Closed,,2023-09-29T22:20:00.000,11 BROOKLYN,3068640029,BROOKLYN,987023,157379,ONLINE,Unspecified,BROOKLYN,40.598644827667044,-73.99001448946736,"{'latitude': '40.598644827667044', 'longitude': '-73.99001448946736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58957532,2023-09-29T21:44:00.000,2023-09-30T07:50:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11218,29 EAST   10 STREET,EAST   10 STREET,CATON AVE,CHURCH AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T07:50:00.000,14 BROOKLYN,3050710062,BROOKLYN,992427,175257,ONLINE,Unspecified,BROOKLYN,40.647712857081686,-73.97053315196666,"{'latitude': '40.647712857081686', 'longitude': '-73.97053315196666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58965210,2023-09-29T21:44:00.000,2023-09-30T01:25:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11231,80 PIONEER STREET,PIONEER STREET,RICHARDS ST,VAN BRUNT ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T01:25:00.000,06 BROOKLYN,3005310031,BROOKLYN,981532,186320,ONLINE,Unspecified,BROOKLYN,40.67808170251611,-74.0097991149441,"{'latitude': '40.67808170251611', 'longitude': '-74.0097991149441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58958103,2023-09-29T21:43:48.000,2023-09-29T21:53:23.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11235,2659 EAST   26 STREET,EAST   26 STREET,AVENUE Z,VOORHIES AVENUE,AVENUE Z,VOORHIES AVENUE,ADDRESS,BROOKLYN,EAST   26 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T21:53:27.000,15 BROOKLYN,3074710056,BROOKLYN,999982,153460,MOBILE,Unspecified,BROOKLYN,40.58787443281857,-73.94335855518638,"{'latitude': '40.58787443281857', 'longitude': '-73.94335855518638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58964111,2023-09-29T21:43:40.000,2023-09-29T22:38:27.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10301,31 CLINTON AVENUE,CLINTON AVENUE,VAN BUREN STREET,FILLMORE STREET,VAN BUREN STREET,FILLMORE STREET,ADDRESS,STATEN ISLAND,CLINTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T22:38:30.000,01 STATEN ISLAND,5000690040,STATEN ISLAND,956957,173820,ONLINE,Unspecified,STATEN ISLAND,40.64373032344786,-74.09834790694985,"{'latitude': '40.64373032344786', 'longitude': '-74.09834790694985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58968206,2023-09-29T21:43:30.000,2023-09-30T00:05:41.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,10461,3002 CODDINGTON AVENUE,CODDINGTON AVENUE,CROSBY AVENUE,HOBART AVENUE,CROSBY AVENUE,HOBART AVENUE,ADDRESS,BRONX,CODDINGTON AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T00:05:45.000,10 BRONX,,BRONX,1031433,245605,ONLINE,Unspecified,BRONX,40.84067815813259,-73.82947683607142,"{'latitude': '40.84067815813259', 'longitude': '-73.82947683607142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59445587,2023-09-29T21:43:05.000,2023-09-30T01:25:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11231,80 PIONEER STREET,PIONEER STREET,RICHARDS STREET,VAN BRUNT STREET,RICHARDS STREET,VAN BRUNT STREET,ADDRESS,BROOKLYN,PIONEER STREET,Closed,,2023-09-30T01:25:00.000,06 BROOKLYN,3005310031,BROOKLYN,981532,186320,ONLINE,Unspecified,BROOKLYN,40.67808170251611,-74.0097991149441,"{'latitude': '40.67808170251611', 'longitude': '-74.0097991149441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58958702,2023-09-29T21:42:57.000,2023-09-29T21:42:57.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10040,620 WEST  190 STREET,WEST  190 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,WEST  190 STREET,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-29T21:42:57.000,12 MANHATTAN,1021680066,MANHATTAN,1003557,250834,MOBILE,Unspecified,MANHATTAN,40.85513516120493,-73.93020781607123,"{'latitude': '40.85513516120493', 'longitude': '-73.93020781607123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58961031,2023-09-29T21:42:56.000,2023-09-29T21:50:36.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11207,391 GEORGIA AVENUE,GEORGIA AVENUE,BLAKE AVENUE,DUMONT AVENUE,BLAKE AVENUE,DUMONT AVENUE,ADDRESS,BROOKLYN,GEORGIA AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-29T21:50:40.000,05 BROOKLYN,3037870005,BROOKLYN,1012945,182315,ONLINE,Unspecified,BROOKLYN,40.66704279197575,-73.8965639690122,"{'latitude': '40.66704279197575', 'longitude': '-73.8965639690122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58968207,2023-09-29T21:42:48.000,2023-09-29T22:15:48.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,10468,2271 GRAND AVENUE,GRAND AVENUE,WEST  183 STREET,EVELYN PLACE,WEST  183 STREET,EVELYN PLACE,ADDRESS,BRONX,GRAND AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-29T22:15:53.000,07 BRONX,2032090014,BRONX,1010343,252283,ONLINE,Unspecified,BRONX,40.859094782603385,-73.9056717233948,"{'latitude': '40.859094782603385', 'longitude': '-73.9056717233948', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58964776,2023-09-29T21:42:44.000,2023-09-29T22:41:24.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11236,1381 EAST   88 STREET,EAST   88 STREET,AVENUE M,AVENUE N,AVENUE M,AVENUE N,ADDRESS,BROOKLYN,EAST   88 STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-29T22:41:28.000,18 BROOKLYN,3080790006,BROOKLYN,1012326,169385,MOBILE,Unspecified,BROOKLYN,40.63155475517897,-73.89884907824859,"{'latitude': '40.63155475517897', 'longitude': '-73.89884907824859', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58960213,2023-09-29T21:42:26.000,2023-10-02T08:32:28.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10040,602 WEST  190 STREET,WEST  190 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,WEST  190 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-29T21:42:26.000,12 MANHATTAN,1021680070,MANHATTAN,1003650,250782,MOBILE,Unspecified,MANHATTAN,40.854992232899,-73.92987178432652,"{'latitude': '40.854992232899', 'longitude': '-73.92987178432652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58957999,2023-09-29T21:42:10.000,2023-09-30T00:23:51.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10307,190 MAIN STREET,MAIN STREET,CRAIG AVENUE,BENTLEY LANE,CRAIG AVENUE,BENTLEY LANE,ADDRESS,STATEN ISLAND,MAIN STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T00:23:56.000,03 STATEN ISLAND,5080480051,STATEN ISLAND,915243,125322,ONLINE,Unspecified,STATEN ISLAND,40.51038663324704,-74.2481649544115,"{'latitude': '40.51038663324704', 'longitude': '-74.2481649544115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58958889,2023-09-29T21:41:44.000,2023-10-12T10:52:08.000,DSNY,Department of Sanitation,Dead Animal,Dog,Street,10466,EAST  222 STREET,EAST  222 STREET,EAST  222 STREET,PAULDING AVENUE,EAST  222 STREET,PAULDING AVENUE,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T07:22:02.000,12 BRONX,,BRONX,1024831,261020,PHONE,Unspecified,BRONX,40.88302043063436,-73.8532436121433,"{'latitude': '40.88302043063436', 'longitude': '-73.8532436121433', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58967315,2023-09-29T21:41:43.000,2023-09-30T00:23:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10307,190 MAIN STREET,MAIN STREET,CRAIG AVENUE,BENTLEY LANE,CRAIG AVENUE,BENTLEY LANE,ADDRESS,STATEN ISLAND,MAIN STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T00:23:21.000,03 STATEN ISLAND,5080480051,STATEN ISLAND,915243,125322,ONLINE,Unspecified,STATEN ISLAND,40.51038663324704,-74.2481649544115,"{'latitude': '40.51038663324704', 'longitude': '-74.2481649544115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59459340,2023-09-29T21:41:37.000,2023-09-30T07:50:00.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11218,29 EAST   10 STREET,EAST   10 STREET,CATON AVENUE,CHURCH AVENUE,CATON AVENUE,CHURCH AVENUE,ADDRESS,BROOKLYN,EAST   10 STREET,Closed,,2023-09-30T07:50:00.000,14 BROOKLYN,3050710062,BROOKLYN,992427,175257,ONLINE,Unspecified,BROOKLYN,40.647712857081686,-73.97053315196666,"{'latitude': '40.647712857081686', 'longitude': '-73.97053315196666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58958835,2023-09-29T21:41:35.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10018,225 WEST   36 STREET,WEST   36 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST   36 STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-30T00:57:45.000,05 MANHATTAN,1007860029,MANHATTAN,986855,213495,MOBILE,Unspecified,MANHATTAN,40.75267060597122,-73.99059776426141,"{'latitude': '40.75267060597122', 'longitude': '-73.99059776426141', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59450294,2023-09-29T21:41:05.000,2023-10-17T10:27:34.000,HPD,Department of Housing Preservation and Development,General,Bell/Buzzer/Intercom,Apartment,10040,602 WEST  190 STREET,WEST  190 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,WEST  190 STREET,Closed,,,12 MANHATTAN,1021680070,MANHATTAN,1003650,250782,ONLINE,Unspecified,MANHATTAN,40.854992232899,-73.92987178432652,"{'latitude': '40.854992232899', 'longitude': '-73.92987178432652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59452359,2023-09-29T21:41:04.000,2023-10-17T10:27:34.000,HPD,Department of Housing Preservation and Development,Safety,Fire Escape,Apartment,10040,602 WEST  190 STREET,WEST  190 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,WEST  190 STREET,Closed,,,12 MANHATTAN,1021680070,MANHATTAN,1003650,250782,ONLINE,Unspecified,MANHATTAN,40.854992232899,-73.92987178432652,"{'latitude': '40.854992232899', 'longitude': '-73.92987178432652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
