unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,taxi_pick_up_location
58843361,2023-09-18T01:03:33.000,2023-09-18T01:38:13.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10031,561 WEST  141 STREET,WEST  141 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T01:38:20.000,09 MANHATTAN,1020730001,MANHATTAN,997700,239309,MOBILE,Unspecified,MANHATTAN,40.82351325869593,-73.95140318332777,"{'latitude': '40.82351325869593', 'longitude': '-73.95140318332777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HAMILTON PLACE,BROADWAY,HAMILTON PLACE,BROADWAY,WEST  141 STREET,,,,,,,
58841652,2023-09-18T01:03:15.000,2023-09-18T01:13:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10025,2537 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T01:14:00.000,07 MANHATTAN,1012420055,MANHATTAN,991894,228496,MOBILE,Unspecified,MANHATTAN,40.79384150189848,-73.97239342108767,"{'latitude': '40.79384150189848', 'longitude': '-73.97239342108767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   94 STREET,WEST   95 STREET,WEST   94 STREET,WEST   95 STREET,BROADWAY,,,,,,,
58842913,2023-09-18T01:03:06.000,2023-09-18T01:03:06.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10036,310 WEST   47 STREET,WEST   47 STREET,ADDRESS,NEW YORK,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-18T01:03:06.000,04 MANHATTAN,1010370040,MANHATTAN,987544,216407,MOBILE,Unspecified,MANHATTAN,40.760663073607276,-73.98810952747529,"{'latitude': '40.760663073607276', 'longitude': '-73.98810952747529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,WEST   47 STREET,,,,,,,
58837417,2023-09-18T01:02:52.000,2023-09-18T01:14:11.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10025,BROADWAY,BROADWAY,INTERSECTION,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T01:14:20.000,07 MANHATTAN,,MANHATTAN,991800,228317,ONLINE,Unspecified,MANHATTAN,40.793350276113884,-73.97273310665051,"{'latitude': '40.793350276113884', 'longitude': '-73.97273310665051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,WEST   94 STREET,BROADWAY,WEST   94 STREET,,,,,,,,
58847028,2023-09-18T01:02:33.000,2023-09-19T20:00:52.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,STAIRS,RESIDENTIAL BUILDING,11208,1089 DUMONT AVENUE,DUMONT AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,05 BROOKLYN,3040700056,BROOKLYN,1018028,182925,PHONE,Unspecified,BROOKLYN,40.66869917097392,-73.8782383923037,"{'latitude': '40.66869917097392', 'longitude': '-73.8782383923037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58853496,2023-09-18T01:02:33.000,2023-09-19T20:00:52.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11208,1089 DUMONT AVENUE,DUMONT AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,05 BROOKLYN,3040700056,BROOKLYN,1018028,182925,PHONE,Unspecified,BROOKLYN,40.66869917097392,-73.8782383923037,"{'latitude': '40.66869917097392', 'longitude': '-73.8782383923037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58845950,2023-09-18T01:02:33.000,2023-09-19T13:25:00.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11208,1089 DUMONT AVENUE,DUMONT AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,05 BROOKLYN,3040700056,BROOKLYN,1018028,182925,PHONE,Unspecified,BROOKLYN,40.66869917097392,-73.8782383923037,"{'latitude': '40.66869917097392', 'longitude': '-73.8782383923037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58848331,2023-09-18T01:02:33.000,2023-09-19T20:00:52.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11208,1089 DUMONT AVENUE,DUMONT AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,05 BROOKLYN,3040700056,BROOKLYN,1018028,182925,PHONE,Unspecified,BROOKLYN,40.66869917097392,-73.8782383923037,"{'latitude': '40.66869917097392', 'longitude': '-73.8782383923037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58852233,2023-09-18T01:02:33.000,2023-09-19T13:25:00.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11208,1089 DUMONT AVENUE,DUMONT AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,05 BROOKLYN,3040700056,BROOKLYN,1018028,182925,PHONE,Unspecified,BROOKLYN,40.66869917097392,-73.8782383923037,"{'latitude': '40.66869917097392', 'longitude': '-73.8782383923037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58840207,2023-09-18T01:02:09.000,2023-09-18T01:35:22.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10018,70 WEST   36 STREET,WEST   36 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T01:35:30.000,05 MANHATTAN,1008377501,MANHATTAN,988109,212793,MOBILE,Unspecified,MANHATTAN,40.750743335239825,-73.9860721005395,"{'latitude': '40.750743335239825', 'longitude': '-73.9860721005395', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,WEST   36 STREET,,,,,,,
58839085,2023-09-18T01:01:57.000,2023-09-18T01:32:01.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10040,141 NAGLE AVENUE,NAGLE AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T01:32:10.000,12 MANHATTAN,1021730025,MANHATTAN,1004643,252983,MOBILE,Unspecified,MANHATTAN,40.86103107825989,-73.92627553723854,"{'latitude': '40.86103107825989', 'longitude': '-73.92627553723854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ARDEN STREET,THAYER STREET,ARDEN STREET,THAYER STREET,NAGLE AVENUE,,,,,,,
58839490,2023-09-18T01:01:33.000,2023-09-18T01:37:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,561 WEST  141 STREET,WEST  141 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T01:37:30.000,09 MANHATTAN,1020730001,MANHATTAN,997700,239309,MOBILE,Unspecified,MANHATTAN,40.82351325869593,-73.95140318332777,"{'latitude': '40.82351325869593', 'longitude': '-73.95140318332777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HAMILTON PLACE,BROADWAY,HAMILTON PLACE,BROADWAY,WEST  141 STREET,,,,,,,
58837277,2023-09-18T01:01:08.000,2023-09-18T01:54:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,514 WEST  148 STREET,WEST  148 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-18T01:54:16.000,09 MANHATTAN,1020790042,MANHATTAN,998947,240738,ONLINE,Unspecified,MANHATTAN,40.827433469707145,-73.9468944608828,"{'latitude': '40.827433469707145', 'longitude': '-73.9468944608828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,WEST  148 STREET,,,,,,,
58837093,2023-09-18T01:01:07.000,2023-09-18T01:38:11.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10031,561 WEST  141 STREET,WEST  141 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T01:38:20.000,09 MANHATTAN,1020730001,MANHATTAN,997700,239309,MOBILE,Unspecified,MANHATTAN,40.82351325869593,-73.95140318332777,"{'latitude': '40.82351325869593', 'longitude': '-73.95140318332777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HAMILTON PLACE,BROADWAY,HAMILTON PLACE,BROADWAY,WEST  141 STREET,,,,,,,
58844982,2023-09-18T01:01:07.000,2023-09-18T03:01:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,82-74 88 LANE,88 LANE,ADDRESS,RIDGEWOOD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T03:01:12.000,05 QUEENS,4038690068,QUEENS,1023839,195081,ONLINE,Unspecified,QUEENS,40.70204048960791,-73.85721973804193,"{'latitude': '40.70204048960791', 'longitude': '-73.85721973804193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MYRTLE AVENUE,DEAD END,MYRTLE AVENUE,DEAD END,88 LANE,,,,,,,
58842375,2023-09-18T01:00:34.000,2023-09-18T01:26:05.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11225,203 SULLIVAN PLACE,SULLIVAN PLACE,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T01:26:15.000,09 BROOKLYN,3013040141,BROOKLYN,996906,181369,ONLINE,Unspecified,BROOKLYN,40.66448368795432,-73.95438104409877,"{'latitude': '40.66448368795432', 'longitude': '-73.95438104409877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LUDLAM PLACE,ROGERS AVENUE,LUDLAM PLACE,ROGERS AVENUE,SULLIVAN PLACE,,,,,,,
58838412,2023-09-18T01:00:30.000,2023-09-18T01:37:02.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10003,5 AVENUE,5 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T01:37:10.000,02 MANHATTAN,,MANHATTAN,986019,207423,ONLINE,Unspecified,MANHATTAN,40.73600469147482,-73.99361673902219,"{'latitude': '40.73600469147482', 'longitude': '-73.99361673902219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,EAST   14 STREET,5 AVENUE,EAST   14 STREET,,,,,,,,
58839015,2023-09-18T01:00:17.000,2023-09-18T01:37:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10031,561 WEST  141 STREET,WEST  141 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T01:37:56.000,09 MANHATTAN,1020730001,MANHATTAN,997700,239309,MOBILE,Unspecified,MANHATTAN,40.82351325869593,-73.95140318332777,"{'latitude': '40.82351325869593', 'longitude': '-73.95140318332777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HAMILTON PLACE,BROADWAY,HAMILTON PLACE,BROADWAY,WEST  141 STREET,,,,,,,
58850856,2023-09-18T01:00:08.000,2023-09-18T13:29:36.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468,2847 WEBB AVENUE,WEBB AVENUE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-18T00:00:00.000,08 BRONX,2032500038,BRONX,1011715,257425,PHONE,Unspecified,BRONX,40.87320384022322,-73.90069076398439,"{'latitude': '40.87320384022322', 'longitude': '-73.90069076398439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58843510,2023-09-18T01:00:06.000,2023-09-18T01:28:43.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11692,57-07 SHORE FRONT PARKWAY,SHORE FRONT PARKWAY,ADDRESS,ARVERNE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T01:28:50.000,14 QUEENS,4159260001,QUEENS,1043485,155055,ONLINE,Unspecified,QUEENS,40.59206841333335,-73.78671689614707,"{'latitude': '40.59206841333335', 'longitude': '-73.78671689614707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEACH   56 PLACE,BEACH   59 STREET,BEACH   56 PLACE,BEACH   59 STREET,SHORE FRONT PARKWAY,,,,,,,
58849722,2023-09-18T00:59:35.000,2023-10-05T12:28:04.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10469,3478 WILSON AVENUE,WILSON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-05T00:00:00.000,12 BRONX,2047120001,BRONX,1025305,258692,ONLINE,Unspecified,BRONX,40.87662861027991,-73.85154371852026,"{'latitude': '40.87662861027991', 'longitude': '-73.85154371852026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58846989,2023-09-18T00:59:35.000,2023-10-05T12:28:05.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10469,3478 WILSON AVENUE,WILSON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,12 BRONX,2047120001,BRONX,1025305,258692,ONLINE,Unspecified,BRONX,40.87662861027991,-73.85154371852026,"{'latitude': '40.87662861027991', 'longitude': '-73.85154371852026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58854718,2023-09-18T00:59:35.000,2023-10-01T11:43:13.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10469,3478 WILSON AVENUE,WILSON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,12 BRONX,2047120001,BRONX,1025305,258692,ONLINE,Unspecified,BRONX,40.87662861027991,-73.85154371852026,"{'latitude': '40.87662861027991', 'longitude': '-73.85154371852026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58836975,2023-09-18T00:59:08.000,2023-09-18T01:17:26.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11229,1878 BROWN STREET,BROWN STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T01:17:35.000,15 BROOKLYN,3068370039,BROOKLYN,1000645,160033,PHONE,Unspecified,BROOKLYN,40.60591478575926,-73.94095554117298,"{'latitude': '40.60591478575926', 'longitude': '-73.94095554117298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GERRITSEN AVENUE,AVENUE S,GERRITSEN AVENUE,AVENUE S,BROWN STREET,,,,,,,
58841900,2023-09-18T00:58:33.000,2023-09-18T09:58:45.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11417,103-11 103 STREET,103 STREET,ADDRESS,OZONE PARK,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T09:58:50.000,10 QUEENS,4095070075,QUEENS,1028992,188329,ONLINE,Unspecified,QUEENS,40.683483287591194,-73.83867999936275,"{'latitude': '40.683483287591194', 'longitude': '-73.83867999936275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",103 AVENUE,LIBERTY AVENUE,103 AVENUE,LIBERTY AVENUE,103 STREET,,,,,,,
58839938,2023-09-18T00:58:17.000,2023-09-19T11:57:54.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11375,112-14 JEWEL AVENUE,JEWEL AVENUE,ADDRESS,FOREST HILLS,Closed,The Department of Sanitation removed the items.,2023-09-18T05:54:48.000,06 QUEENS,4022440012,QUEENS,1028571,203466,PHONE,Unspecified,QUEENS,40.725032840661505,-73.84009831057753,"{'latitude': '40.725032840661505', 'longitude': '-73.84009831057753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",112 STREET,113 STREET,112 STREET,113 STREET,JEWEL AVENUE,,,,,,,
58837708,2023-09-18T00:58:06.000,2023-09-18T05:53:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,132-14 109 AVENUE,109 AVENUE,ADDRESS,SOUTH OZONE PARK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T05:53:36.000,10 QUEENS,4116120006,QUEENS,1036544,189166,ONLINE,Unspecified,QUEENS,40.68573926063647,-73.81144438633793,"{'latitude': '40.68573926063647', 'longitude': '-73.81144438633793', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",132 STREET,133 STREET,132 STREET,133 STREET,109 AVENUE,,,,,,,
58840232,2023-09-18T00:56:40.000,2023-09-18T01:46:28.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10031,3456 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T01:46:35.000,09 MANHATTAN,1020720064,MANHATTAN,997507,239376,ONLINE,Unspecified,MANHATTAN,40.82369744644234,-73.95210038803465,"{'latitude': '40.82369744644234', 'longitude': '-73.95210038803465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HAMILTON PLACE,BROADWAY,HAMILTON PLACE,BROADWAY,BROADWAY,,,,,,,
58852105,2023-09-18T00:56:37.000,2023-09-24T17:32:33.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10465,1051 VINCENT AVENUE,VINCENT AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-24T00:00:00.000,10 BRONX,2054590011,BRONX,1033960,243265,PHONE,Unspecified,BRONX,40.83424168668962,-73.82036142233052,"{'latitude': '40.83424168668962', 'longitude': '-73.82036142233052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58839927,2023-09-18T00:56:32.000,2023-09-18T12:03:10.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11366,164-42 77 ROAD,77 ROAD,ADDRESS,FRESH MEADOWS,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-18T12:03:14.000,08 QUEENS,4069710036,QUEENS,1038692,203019,MOBILE,Unspecified,QUEENS,40.723749437675714,-73.80358740573737,"{'latitude': '40.723749437675714', 'longitude': '-73.80358740573737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",164 STREET,166 STREET,164 STREET,166 STREET,77 ROAD,,,,,,,
58837689,2023-09-18T00:56:03.000,2023-09-22T08:47:27.000,TLC,Taxi and Limousine Commission,Lost Property,Electronics/Phones,Taxi,10011,422 WEST   15 STREET,WEST   15 STREET,ADDRESS,NEW YORK,Closed,See notes for information.,2023-09-22T08:47:29.000,04 MANHATTAN,1007120046,MANHATTAN,982590,209646,PHONE,Unspecified,MANHATTAN,40.74210629614997,-74.00599049385715,"{'latitude': '40.74210629614997', 'longitude': '-74.00599049385715', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9 AVENUE,HIGH LINE,9 AVENUE,HIGH LINE,WEST   15 STREET,,,,,,,"422 WEST   15 STREET, MANHATTAN (NEW YORK), NY, 10011"
58842957,2023-09-18T00:55:30.000,2023-09-18T02:30:45.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,1820 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T02:30:52.000,05 BRONX,2028260097,BRONX,1009763,248093,ONLINE,Unspecified,BRONX,40.847596180621544,-73.90778441387582,"{'latitude': '40.847596180621544', 'longitude': '-73.90778441387582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EASTBURN AVENUE,EAST  176 STREET,EASTBURN AVENUE,EAST  176 STREET,GRAND CONCOURSE,,,,,,,
58844705,2023-09-18T00:55:17.000,2023-09-18T01:08:51.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10024,AMSTERDAM AVENUE,AMSTERDAM AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T01:09:00.000,07 MANHATTAN,,MANHATTAN,991432,226728,ONLINE,Unspecified,MANHATTAN,40.7889892058747,-73.97406384103728,"{'latitude': '40.7889892058747', 'longitude': '-73.97406384103728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMSTERDAM AVENUE,WEST   88 STREET,AMSTERDAM AVENUE,WEST   88 STREET,,,,,,,,
58844706,2023-09-18T00:55:02.000,2023-09-18T01:19:36.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,529 LINCOLN PLACE,LINCOLN PLACE,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T01:19:45.000,08 BROOKLYN,,BROOKLYN,995572,184057,ONLINE,Unspecified,BROOKLYN,40.67186345438971,-73.95918497445417,"{'latitude': '40.67186345438971', 'longitude': '-73.95918497445417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,CLASSON AVENUE,FRANKLIN AVENUE SHUTTLE LINE,LINCOLN PLACE,,,,,,,
58842599,2023-09-18T00:54:44.000,2023-09-18T01:16:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T01:17:05.000,04 BRONX,2025110068,BRONX,1003936,242233,ONLINE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  162 STREET,WEST  163 STREET,WEST  162 STREET,WEST  163 STREET,WOODYCREST AVENUE,,,,,,,
58839063,2023-09-18T00:53:51.000,2023-09-18T00:59:56.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11412,191-49 115 ROAD,115 ROAD,ADDRESS,SAINT ALBANS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T01:00:05.000,12 QUEENS,4110320044,QUEENS,1050427,192673,ONLINE,Unspecified,QUEENS,40.69527222085648,-73.76135245382355,"{'latitude': '40.69527222085648', 'longitude': '-73.76135245382355', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FARMERS BOULEVARD,194 STREET,FARMERS BOULEVARD,194 STREET,115 ROAD,,,,,,,
58837042,2023-09-18T00:53:40.000,2023-09-18T01:23:26.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11204,1736 61 STREET,61 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T01:23:35.000,11 BROOKLYN,3055250021,BROOKLYN,987252,165972,ONLINE,Unspecified,BROOKLYN,40.62223077206076,-73.98918604566921,"{'latitude': '40.62223077206076', 'longitude': '-73.98918604566921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17 AVENUE,18 AVENUE,17 AVENUE,18 AVENUE,61 STREET,,,,,,,
58837402,2023-09-18T00:53:33.000,2023-09-18T01:04:21.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11210,2601 FARRAGUT ROAD,FARRAGUT ROAD,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T01:04:30.000,14 BROOKLYN,3052260001,BROOKLYN,997451,170968,ONLINE,Unspecified,BROOKLYN,40.63593441044678,-73.95243693109875,"{'latitude': '40.63593441044678', 'longitude': '-73.95243693109875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMERSFORT PLACE,KENILWORTH PLACE,AMERSFORT PLACE,KENILWORTH PLACE,FARRAGUT ROAD,,,,,,,
58838665,2023-09-18T00:53:15.000,2023-09-18T09:14:40.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,1-2 Family Dwelling,11420,114-27 132 STREET,132 STREET,ADDRESS,SOUTH OZONE PARK,Closed,,2023-09-18T09:14:40.000,10 QUEENS,4116580057,QUEENS,1037111,187459,PHONE,Unspecified,QUEENS,40.68105057771125,-73.80941336149648,"{'latitude': '40.68105057771125', 'longitude': '-73.80941336149648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LINDEN BOULEVARD,115 AVENUE,LINDEN BOULEVARD,115 AVENUE,132 STREET,,,,,,,
