unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,location_type,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,taxi_company_borough
58891076,2023-09-21T11:43:30.000,,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,11206,84 GRAHAM AVENUE,GRAHAM AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,01 BROOKLYN,3030970003,BROOKLYN,1000153,195767,PHONE,Unspecified,BROOKLYN,40.70399766598633,-73.9426431502142,"{'latitude': '40.70399766598633', 'longitude': '-73.9426431502142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58881844,2023-09-21T11:43:30.000,2023-09-23T13:33:50.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,11206,84 GRAHAM AVENUE,GRAHAM AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-23T00:00:00.000,01 BROOKLYN,3030970003,BROOKLYN,1000153,195767,PHONE,Unspecified,BROOKLYN,40.70399766598633,-73.9426431502142,"{'latitude': '40.70399766598633', 'longitude': '-73.9426431502142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58885598,2023-09-21T11:43:18.000,2023-09-21T11:56:53.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,11356,132-23 14 AVENUE,14 AVENUE,ADDRESS,COLLEGE POINT,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T11:55:47.000,07 QUEENS,4040120045,QUEENS,1029723,225779,MOBILE,Unspecified,QUEENS,40.78627038837669,-73.83579121840062,"{'latitude': '40.78627038837669', 'longitude': '-73.83579121840062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Store/Commercial,132 STREET,133 PLACE,132 STREET,133 PLACE,14 AVENUE,,,,,,,
58890022,2023-09-21T11:43:05.000,2023-11-08T12:19:15.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,11368,33-32 96 STREET,96 STREET,ADDRESS,CORONA,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-11-08T12:19:21.000,03 QUEENS,4017100028,QUEENS,1019697,214729,ONLINE,Unspecified,QUEENS,40.75598695263122,-73.87205460229444,"{'latitude': '40.75598695263122', 'longitude': '-73.87205460229444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,NORTHERN BOULEVARD,34 AVENUE,NORTHERN BOULEVARD,34 AVENUE,96 STREET,,,,,,,
58888699,2023-09-21T11:43:01.000,2023-09-21T12:33:39.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11434,166-15 BAISLEY BOULEVARD,BAISLEY BOULEVARD,ADDRESS,JAMAICA,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T12:33:43.000,12 QUEENS,4123820030,QUEENS,1046098,187000,MOBILE,Unspecified,QUEENS,40.67973249987154,-73.77701570396123,"{'latitude': '40.67973249987154', 'longitude': '-73.77701570396123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,166 STREET,167 STREET,166 STREET,167 STREET,BAISLEY BOULEVARD,,,,,,,
58885749,2023-09-21T11:42:40.000,2023-09-21T12:20:42.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),11210,1232 EAST   28 STREET,EAST   28 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T12:20:37.000,14 BROOKLYN,3076450061,BROOKLYN,998759,165483,PHONE,Unspecified,BROOKLYN,40.62087719733742,-73.94773601248505,"{'latitude': '40.62087719733742', 'longitude': '-73.94773601248505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,AVENUE L,AVENUE M,AVENUE L,AVENUE M,EAST   28 STREET,,,,,,,
58887327,2023-09-21T11:42:29.000,2023-09-21T12:33:34.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,11434,166-15 BAISLEY BOULEVARD,BAISLEY BOULEVARD,ADDRESS,JAMAICA,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-21T12:33:38.000,12 QUEENS,4123820030,QUEENS,1046098,187000,MOBILE,Unspecified,QUEENS,40.67973249987154,-73.77701570396123,"{'latitude': '40.67973249987154', 'longitude': '-73.77701570396123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,166 STREET,167 STREET,166 STREET,167 STREET,BAISLEY BOULEVARD,,,,,,,
58883579,2023-09-21T11:42:11.000,2023-10-02T09:45:19.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,11201,194 CONCORD STREET,CONCORD STREET,ADDRESS,BROOKLYN,Closed,This request required re-assignment to a new DOT unit.,2023-10-02T09:45:27.000,02 BROOKLYN,3001210028,BROOKLYN,988856,193411,PHONE,Unspecified,BROOKLYN,40.6975440890599,-73.98338929384221,"{'latitude': '40.6975440890599', 'longitude': '-73.98338929384221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Sidewalk,DUFFIELD STREET,GOLD STREET,DUFFIELD STREET,GOLD STREET,CONCORD STREET,,,,,,,
58886850,2023-09-21T11:42:00.000,2023-09-21T13:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Lamp,11211,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-21T13:45:00.000,01 BROOKLYN,,BROOKLYN,1002324,199184,UNKNOWN,Unspecified,BROOKLYN,40.71337235129024,-73.93480390314556,"{'latitude': '40.71337235129024', 'longitude': '-73.93480390314556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,MORGAN AVENUE,GRAND STREET,,,,,,,,
58881901,2023-09-21T11:41:54.000,2023-09-22T02:04:56.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,10032,76 ST NICHOLAS PLACE,ST NICHOLAS PLACE,ADDRESS,NEW YORK,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-22T00:00:00.000,09 MANHATTAN,1020540079,MANHATTAN,1000634,241478,MOBILE,Unspecified,MANHATTAN,40.829461589531974,-73.94079691863257,"{'latitude': '40.829461589531974', 'longitude': '-73.94079691863257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58883979,2023-09-21T11:41:48.000,2023-09-25T00:00:00.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,10456,1229 FINDLAY AVENUE,FINDLAY AVENUE,ADDRESS,BRONX,Closed,The Department of Buildings investigated this complaint and issued a partial stop work order violation.,2023-09-25T00:00:00.000,04 BRONX,2024360042,BRONX,1008611,242933,UNKNOWN,Unspecified,BRONX,40.8334367448212,-73.91196700633189,"{'latitude': '40.8334367448212', 'longitude': '-73.91196700633189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58885115,2023-09-21T11:41:21.000,2023-09-21T11:58:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,10005,BROADWAY,BROADWAY,INTERSECTION,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T11:58:43.000,01 MANHATTAN,,MANHATTAN,981327,197641,MOBILE,Unspecified,MANHATTAN,40.70915516144616,-74.01054310709064,"{'latitude': '40.70915516144616', 'longitude': '-74.01054310709064', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,BROADWAY,LIBERTY STREET,BROADWAY,LIBERTY STREET,,,,,,,,
58881738,2023-09-21T11:41:20.000,2023-09-21T12:41:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,10457,1941 MONTEREY AVENUE,MONTEREY AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T12:41:34.000,06 BRONX,2030600124,BRONX,1013274,247871,ONLINE,Unspecified,BRONX,40.84697601368872,-73.8950950353122,"{'latitude': '40.84697601368872', 'longitude': '-73.8950950353122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,EAST TREMONT AVENUE,EAST  178 STREET,EAST TREMONT AVENUE,EAST  178 STREET,MONTEREY AVENUE,,,,,,,
58887356,2023-09-21T11:41:17.000,2023-09-21T12:36:46.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,11215,248 18 STREET,18 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T12:36:53.000,07 BROOKLYN,3008790011,BROOKLYN,986647,180764,PHONE,Unspecified,BROOKLYN,40.66283181787686,-73.99136015133942,"{'latitude': '40.66283181787686', 'longitude': '-73.99136015133942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,18 STREET,,,,,,,
58885360,2023-09-21T11:41:09.000,2023-09-21T12:27:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,11205,298 CLASSON AVENUE,CLASSON AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T12:27:53.000,02 BROOKLYN,3019330121,BROOKLYN,995261,190775,ONLINE,Unspecified,BROOKLYN,40.690303228634036,-73.96029513058312,"{'latitude': '40.690303228634036', 'longitude': '-73.96029513058312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,DEKALB AVENUE,LAFAYETTE AVENUE,DEKALB AVENUE,LAFAYETTE AVENUE,CLASSON AVENUE,,,,,,,
58884121,2023-09-21T11:40:55.000,2023-09-21T11:59:25.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,10040,570 WEST  190 STREET,WEST  190 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T11:59:33.000,12 MANHATTAN,1021580067,MANHATTAN,1003895,250647,ONLINE,Unspecified,MANHATTAN,40.85462115652687,-73.9289865404921,"{'latitude': '40.85462115652687', 'longitude': '-73.9289865404921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,AUDUBON AVENUE,ST NICHOLAS AVENUE,AUDUBON AVENUE,ST NICHOLAS AVENUE,WEST  190 STREET,,,,,,,
58888885,2023-09-21T11:40:52.000,2023-09-27T16:00:51.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,11210,932 EAST   26 STREET,EAST   26 STREET,ADDRESS,BROOKLYN,Closed,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2023-09-27T16:00:53.000,14 BROOKLYN,3075890060,BROOKLYN,997866,168021,PHONE,Unspecified,BROOKLYN,40.62784489215027,-73.95094763645506,"{'latitude': '40.62784489215027', 'longitude': '-73.95094763645506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Sidewalk,AVENUE I,AVENUE J,AVENUE I,AVENUE J,EAST   26 STREET,,,,,,,
58888874,2023-09-21T11:40:47.000,2023-09-28T12:33:52.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,11231,366 CLINTON STREET,CLINTON STREET,ADDRESS,BROOKLYN,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-09-28T12:33:55.000,06 BROOKLYN,3003240057,BROOKLYN,985065,188718,MOBILE,Unspecified,BROOKLYN,40.68466404730377,-73.99706141758821,"{'latitude': '40.68466404730377', 'longitude': '-73.99706141758821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Sidewalk,KANE STREET,DEGRAW STREET,KANE STREET,DEGRAW STREET,CLINTON STREET,,,,,,,
58901266,2023-09-21T11:40:38.000,2023-09-23T10:45:01.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,11230,LAWRENCE AVENUE,LAWRENCE AVENUE,INTERSECTION,,Closed,The Department of Sanitation removed the items.,2023-09-22T04:28:02.000,14 BROOKLYN,,BROOKLYN,992063,169348,PHONE,Unspecified,BROOKLYN,40.63149424565688,-73.97185171416632,"{'latitude': '40.63149424565688', 'longitude': '-73.97185171416632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Sidewalk,LAWRENCE AVENUE,OCEAN PARKWAY,LAWRENCE AVENUE,OCEAN PARKWAY,,,,,,,,
58894421,2023-09-21T11:40:31.000,2023-09-22T11:39:46.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,11413,226-01 141 AVENUE,141 AVENUE,ADDRESS,SPRINGFIELD GARDENS,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-22T11:39:45.000,13 QUEENS,4131530010,QUEENS,1053892,183102,PHONE,Unspecified,QUEENS,40.668975522692,-73.74895595079379,"{'latitude': '40.668975522692', 'longitude': '-73.74895595079379', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,226 STREET,227 STREET,226 STREET,227 STREET,141 AVENUE,,,,,,,
58890189,2023-09-21T11:40:29.000,2023-09-22T09:29:51.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,11412,111-12 199 STREET,199 STREET,ADDRESS,SAINT ALBANS,Closed,NYC Parks does not perform tree work for phone or cable service. Please contact the appropriate service provider.,2023-09-22T09:29:55.000,12 QUEENS,4109560011,QUEENS,1051550,195678,ONLINE,Unspecified,QUEENS,40.70351174387411,-73.75727268328639,"{'latitude': '40.70351174387411', 'longitude': '-73.75727268328639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street,111 AVENUE,112 AVENUE,111 AVENUE,112 AVENUE,199 STREET,,,,,,,
58891161,2023-09-21T11:40:25.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,11206,84 GRAHAM AVENUE,GRAHAM AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,01 BROOKLYN,3030970003,BROOKLYN,1000153,195767,PHONE,Unspecified,BROOKLYN,40.70399766598633,-73.9426431502142,"{'latitude': '40.70399766598633', 'longitude': '-73.9426431502142', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,RESIDENTIAL BUILDING,,,,,,,,,,,,
58884000,2023-09-21T11:40:17.000,2023-09-21T12:13:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,11234,AVENUE U,AVENUE U,INTERSECTION,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-21T12:13:53.000,18 BROOKLYN,,BROOKLYN,1010745,165794,PHONE,Unspecified,BROOKLYN,40.621703090299064,-73.90455912363983,"{'latitude': '40.621703090299064', 'longitude': '-73.90455912363983', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,AVENUE U,ROYCE STREET,AVENUE U,ROYCE STREET,,,,,,,,
58890771,2023-09-21T11:40:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,10019,,,INTERSECTION,MANHATTAN,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T00:00:00.000,04 MANHATTAN,,MANHATTAN,987565,217891,UNKNOWN,Unspecified,MANHATTAN,40.7647362637544,-73.98803299118593,"{'latitude': '40.7647362637544', 'longitude': '-73.98803299118593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,9 AVENUE,WEST 52 STREET,,,,,,,,
58885009,2023-09-21T11:39:52.000,2023-09-21T12:37:48.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Sewage Odor,11225,975 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BROOKLYN,Closed,,2023-09-21T12:37:48.000,09 BROOKLYN,3011920006,BROOKLYN,994954,181813,ONLINE,Unspecified,BROOKLYN,40.66570494438403,-73.96141638447418,"{'latitude': '40.66570494438403', 'longitude': '-73.96141638447418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,3+ Family Apt. Building,MONTGOMERY STREET,FRANKLIN AVENUE SHUTTLE LINE,MONTGOMERY STREET,FRANKLIN AVENUE SHUTTLE LINE,WASHINGTON AVENUE,,,,,,,
58890431,2023-09-21T11:39:45.000,2023-10-02T15:20:06.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Supermarket or Grocery Store,11249,25 NORTH    5 STREET,NORTH    5 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Consumer and Worker Protection (DCWP) provided information about your complaint. You can find it in the Notes to Customer section of your NYC311 Service Request.  If you didn't get the information, call DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-10-02T15:20:11.000,01 BROOKLYN,3023327501,BROOKLYN,994482,201359,PHONE,Unspecified,BROOKLYN,40.719354749344355,-73.9630880657639,"{'latitude': '40.719354749344355', 'longitude': '-73.9630880657639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Business,NORTH    4 PLACE,KENT AVENUE,NORTH    4 PLACE,KENT AVENUE,NORTH    5 STREET,,,,,,,
58885980,2023-09-21T11:39:31.000,2023-09-22T09:10:00.000,DOT,Department of Transportation,Street Condition,Pothole,11215,5 AVENUE,5 AVENUE,BLOCKFACE,BROOKLYN,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-22T09:10:00.000,06 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,N/A,,8 STREET,9 STREET,,,,,,,,,,
58886712,2023-09-21T11:39:17.000,2023-09-21T14:32:11.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,11201,241 FRONT STREET,FRONT STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T14:32:16.000,02 BROOKLYN,3000420039,BROOKLYN,988780,195153,ONLINE,Unspecified,BROOKLYN,40.70232551118964,-73.98366220239637,"{'latitude': '40.70232551118964', 'longitude': '-73.98366220239637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,BRIDGE STREET,GOLD STREET,BRIDGE STREET,GOLD STREET,FRONT STREET,,,,,,,
58890883,2023-09-21T11:39:13.000,2023-09-21T11:56:37.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,11238,461 ST JOHNS PLACE,ST JOHNS PLACE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T11:56:43.000,08 BROOKLYN,3011740063,BROOKLYN,994671,184648,MOBILE,Unspecified,BROOKLYN,40.673486723082746,-73.96243210289688,"{'latitude': '40.673486723082746', 'longitude': '-73.96243210289688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Street/Sidewalk,WASHINGTON AVENUE,CLASSON AVENUE,WASHINGTON AVENUE,CLASSON AVENUE,ST JOHNS PLACE,,,,,,,
58882419,2023-09-21T11:39:12.000,2023-09-21T12:01:47.000,NYPD,New York City Police Department,Encampment,N/A,10035,2120 LEXINGTON AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-21T12:01:53.000,11 MANHATTAN,1017750165,MANHATTAN,1001979,233074,MOBILE,N/A,MANHATTAN,40.806392379915124,-73.93595900534243,"{'latitude': '40.806392379915124', 'longitude': '-73.93595900534243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Park/Playground,EAST  128 STREET,EAST  129 STREET,EAST  128 STREET,EAST  129 STREET,LEXINGTON AVENUE,,,,,,,
58885030,2023-09-21T11:39:12.000,2023-09-24T11:50:32.000,DHS,Department of Homeless Services,Encampment,N/A,10035,2120 LEXINGTON AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",2023-09-24T11:50:34.000,11 MANHATTAN,1017750165,MANHATTAN,1001979,233074,MOBILE,N/A,MANHATTAN,40.806392379915124,-73.93595900534243,"{'latitude': '40.806392379915124', 'longitude': '-73.93595900534243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Park/Playground,EAST  128 STREET,EAST  129 STREET,EAST  128 STREET,EAST  129 STREET,LEXINGTON AVENUE,,,,,,,
58889506,2023-09-21T11:39:00.000,2023-10-02T07:41:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,11215,178 PROSPECT PARK SOUTH WEST,PROSPECT PARK SOUTH WEST,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-02T07:41:00.000,06 BROOKLYN,,BROOKLYN,989459,180952,UNKNOWN,Unspecified,BROOKLYN,40.66334662846687,-73.981224314025,"{'latitude': '40.66334662846687', 'longitude': '-73.981224314025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,GREENWOOD AVE,REEVE PL,8 AVENUE,13 STREET,,,,,,,,
58882350,2023-09-21T11:39:00.000,2023-09-22T11:55:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,10302,282 NICHOLAS AVENUE,NICHOLAS AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the E-waste.,2023-09-22T11:55:00.000,01 STATEN ISLAND,5011260052,STATEN ISLAND,944937,169939,PHONE,Unspecified,STATEN ISLAND,40.633032623158414,-74.14163823541325,"{'latitude': '40.633032623158414', 'longitude': '-74.14163823541325', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Sidewalk,BLACKFORD AVENUE,HOOKER PLACE,,,,,,,,,,
58884929,2023-09-21T11:38:48.000,2023-09-28T11:37:21.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,10001,22 WEST   32 STREET,WEST   32 STREET,ADDRESS,NEW YORK,Closed,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2023-09-28T11:37:33.000,05 MANHATTAN,1008330057,MANHATTAN,987948,211660,ONLINE,Unspecified,MANHATTAN,40.74763360459008,-73.98665380461941,"{'latitude': '40.74763360459008', 'longitude': '-73.98665380461941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Sidewalk,5 AVENUE,BROADWAY,5 AVENUE,BROADWAY,WEST   32 STREET,,,,,,,
58884255,2023-09-21T11:38:47.000,2023-09-22T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,11206,52A VERNON AVENUE,VERNON AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-22T00:00:00.000,03 BROOKLYN,3017580038,BROOKLYN,998058,192305,UNKNOWN,Unspecified,BROOKLYN,40.694498802751255,-73.9502062167592,"{'latitude': '40.694498802751255', 'longitude': '-73.9502062167592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58887741,2023-09-21T11:38:42.000,2023-09-21T11:38:42.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,11235,2626 HOMECREST AVENUE,HOMECREST AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Buildings reviewed this complaint and referred it to the New York Police Department for further action.,2023-09-21T00:00:00.000,15 BROOKLYN,3074560006,BROOKLYN,996188,153163,UNKNOWN,Unspecified,BROOKLYN,40.587065148827286,-73.9570189833512,"{'latitude': '40.587065148827286', 'longitude': '-73.9570189833512', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,,
58884829,2023-09-21T11:38:35.000,,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,11215,391 1 STREET,1 STREET,ADDRESS,BROOKLYN,In Progress,,,06 BROOKLYN,3009660001,BROOKLYN,989949,184339,MOBILE,Unspecified,BROOKLYN,40.6726428866467,-73.97945526032241,"{'latitude': '40.6726428866467', 'longitude': '-73.97945526032241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,3+ Family Apt. Building,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,1 STREET,,,,,,,
58892945,2023-09-21T11:38:31.000,2023-09-27T12:29:05.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,11435,88-21 138 STREET,138 STREET,ADDRESS,JAMAICA,Closed,The Department of Sanitation removed the items.,2023-09-26T14:29:35.000,12 QUEENS,4096190058,QUEENS,1035264,195642,MOBILE,Unspecified,QUEENS,40.70352181020645,-73.81601060232633,"{'latitude': '40.70352181020645', 'longitude': '-73.81601060232633', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Sidewalk,VAN WYCK EXPRESSWAY,JAMAICA AVENUE,VAN WYCK EXPRESSWAY,JAMAICA AVENUE,138 STREET,,,,,,,
