unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,due_date,vehicle_type,taxi_company_borough
58809477,2023-09-13T10:00:00.000,2023-09-13T10:15:00.000,DOT,Department of Transportation,Traffic Signal Condition,Temporary,,11377,,,,,ROOSEVELT AVENUE,53 STREET,INTERSECTION,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-13T10:15:00.000,02 QUEENS,QUEENS,1008771,210520,UNKNOWN,Unspecified,QUEENS,40.744471367626446,-73.91150714496824,"{'latitude': '40.744471367626446', 'longitude': '-73.91150714496824', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",QUEENS,,,N/A,,,,,,,,
58802977,2023-09-13T10:00:00.000,2023-09-13T10:55:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10002,,,,,PITT STREET,STANTON STREET,INTERSECTION,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-13T10:55:00.000,03 MANHATTAN,MANHATTAN,989259,201395,UNKNOWN,Unspecified,MANHATTAN,40.71945805975789,-73.98193000771825,"{'latitude': '40.71945805975789', 'longitude': '-73.98193000771825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MANHATTAN,,,N/A,,,,,,,,
58809867,2023-09-13T09:59:52.000,2023-10-02T14:35:37.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11249,131 NORTH    5 STREET,NORTH    5 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,01 BROOKLYN,BROOKLYN,995519,200505,PHONE,Unspecified,BROOKLYN,40.71700946457212,-73.95934851907757,"{'latitude': '40.71700946457212', 'longitude': '-73.95934851907757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3023357502,,,,,,,,,
58800345,2023-09-13T09:59:47.000,2023-09-13T10:13:39.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10026,306 WEST  112 STREET,WEST  112 STREET,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T10:13:43.000,10 MANHATTAN,MANHATTAN,996010,231458,ONLINE,Unspecified,MANHATTAN,40.80196686589889,-73.95752315478758,"{'latitude': '40.80196686589889', 'longitude': '-73.95752315478758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  112 STREET,1018460052,,,,,,,,,
58808593,2023-09-13T09:59:44.000,2023-09-13T13:35:03.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11208,SAPPHIRE STREET,SAPPHIRE STREET,LINDEN BOULEVARD,SAPPHIRE STREET,LINDEN BOULEVARD,SAPPHIRE STREET,INTERSECTION,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T13:35:08.000,05 BROOKLYN,BROOKLYN,1023845,183501,MOBILE,Unspecified,BROOKLYN,40.67025605574287,-73.85726615030916,"{'latitude': '40.67025605574287', 'longitude': '-73.85726615030916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58807251,2023-09-13T09:59:41.000,2023-09-13T10:32:28.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10040,133 FT GEORGE AVENUE,FT GEORGE AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,AMSTERDAM AVENUE,AUDUBON AVENUE,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T10:32:32.000,12 MANHATTAN,MANHATTAN,1004365,251604,MOBILE,Unspecified,MANHATTAN,40.85724677644806,-73.9272846965138,"{'latitude': '40.85724677644806', 'longitude': '-73.9272846965138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,FORT GEORGE AVENUE,1021490270,,,,,,,,,
58807296,2023-09-13T09:59:39.000,2023-09-13T10:15:27.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11236,1424 EAST   84 STREET,EAST   84 STREET,AVENUE N,SEAVIEW AVENUE,AVENUE N,SEAVIEW AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T10:15:31.000,18 BROOKLYN,BROOKLYN,1011817,168338,PHONE,Unspecified,BROOKLYN,40.62868256168934,-73.90068715503234,"{'latitude': '40.62868256168934', 'longitude': '-73.90068715503234', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,EAST   84 STREET,3080900120,,,,,,,,,
58806023,2023-09-13T09:59:17.000,2023-09-13T09:59:17.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11218,23 CATON PLACE,CATON PLACE,,,,,ADDRESS,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-13T00:00:00.000,07 BROOKLYN,BROOKLYN,991421,175788,UNKNOWN,Unspecified,BROOKLYN,40.64917120871122,-73.97415783476858,"{'latitude': '40.64917120871122', 'longitude': '-73.97415783476858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3053200024,,,,,,,,,
58808320,2023-09-13T09:59:06.000,2023-09-13T10:13:26.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10026,306 WEST  112 STREET,WEST  112 STREET,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,FREDERICK DOUGLASS BOULEVARD,MANHATTAN AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T10:13:31.000,10 MANHATTAN,MANHATTAN,996010,231458,ONLINE,Unspecified,MANHATTAN,40.80196686589889,-73.95752315478758,"{'latitude': '40.80196686589889', 'longitude': '-73.95752315478758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  112 STREET,1018460052,,,,,,,,,
58806537,2023-09-13T09:59:00.000,2023-09-13T13:48:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11217,125 BOND STREET,BOND STREET,PACIFIC ST,DEAN ST,,,ADDRESS,Closed,The Department of Environmental Protection will keep the location under observation for idling commercial vehicles.Â Summonses will be issued when warranted.,2023-09-13T13:48:00.000,02 BROOKLYN,BROOKLYN,988258,189150,PHONE,Unspecified,BROOKLYN,40.685848918619286,-73.98554840780625,"{'latitude': '40.685848918619286', 'longitude': '-73.98554840780625', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3001900063,N/A,,,,,,,,
58804274,2023-09-13T09:59:00.000,2023-09-19T11:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Temporary,,11377,,,,,ROOSEVELT AVENUE,52 STREET,INTERSECTION,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-19T11:40:00.000,02 QUEENS,QUEENS,1008502,210409,UNKNOWN,Unspecified,QUEENS,40.74416744233457,-73.9124783278851,"{'latitude': '40.74416744233457', 'longitude': '-73.9124783278851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",QUEENS,,,N/A,,,,,,,,
58806102,2023-09-13T09:58:45.000,2023-09-15T16:21:06.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,10152,375 PARK AVENUE,PARK AVENUE,EAST   52 STREET,EAST   53 STREET,EAST   52 STREET,EAST   53 STREET,ADDRESS,Closed,See notes for information.,2023-09-15T16:21:08.000,05 MANHATTAN,MANHATTAN,991785,215724,UNKNOWN,Unspecified,MANHATTAN,40.75878581642611,-73.9728014005628,"{'latitude': '40.75878581642611', 'longitude': '-73.9728014005628', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,PARK AVENUE,1013070001,,,,,"375 PARK AVENUE, MANHATTAN (NEW YORK), NY, 10152",,,,
58803500,2023-09-13T09:58:42.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11210,4010 GLENWOOD ROAD,GLENWOOD ROAD,EAST   40 STREET,ALBANY AVENUE,EAST   40 STREET,ALBANY AVENUE,ADDRESS,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-06T15:01:41.000,17 BROOKLYN,BROOKLYN,1001452,170483,ONLINE,Unspecified,BROOKLYN,40.63459632238767,-73.93802260936091,"{'latitude': '40.63459632238767', 'longitude': '-73.93802260936091', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,GLENWOOD ROAD,3077240038,,,,,,,,,
58807923,2023-09-13T09:58:41.000,2023-09-13T11:43:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11378,53-11 70 STREET,70 STREET,53 AVENUE,53 ROAD,53 AVENUE,53 ROAD,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T11:43:53.000,05 QUEENS,QUEENS,1013674,205555,MOBILE,Unspecified,QUEENS,40.730828727316215,-73.89383463656623,"{'latitude': '40.730828727316215', 'longitude': '-73.89383463656623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MASPETH,70 STREET,4024960004,,,,,,,,,
58808791,2023-09-13T09:58:40.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11414,88-08 151 AVENUE,151 AVENUE,88 STREET,89 STREET,88 STREET,89 STREET,ADDRESS,In Progress,,,10 QUEENS,QUEENS,1026720,182861,ONLINE,Unspecified,QUEENS,40.66848607627237,-73.84690627257683,"{'latitude': '40.66848607627237', 'longitude': '-73.84690627257683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOWARD BEACH,151 AVENUE,4114340007,,,,,,,,,
58807724,2023-09-13T09:58:37.000,2023-09-13T14:06:11.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11201,85 DEAN STREET,DEAN STREET,SMITH STREET,HOYT STREET,SMITH STREET,HOYT STREET,ADDRESS,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-13T10:26:47.000,02 BROOKLYN,BROOKLYN,987134,189643,MOBILE,Unspecified,BROOKLYN,40.68720252831957,-73.98960098855726,"{'latitude': '40.68720252831957', 'longitude': '-73.98960098855726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,DEAN STREET,3001880001,,,,,,,,,
58810311,2023-09-13T09:58:36.000,2023-09-14T05:32:07.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10065,206 EAST   63 STREET,EAST   63 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,Closed,The Department of Sanitation collected the requested items.,2023-09-12T06:08:25.000,08 MANHATTAN,MANHATTAN,994131,217576,ONLINE,Unspecified,MANHATTAN,40.76386676976589,-73.96433047562275,"{'latitude': '40.76386676976589', 'longitude': '-73.96433047562275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,EAST   63 STREET,1014170044,,,,,,,,,
58807879,2023-09-13T09:58:22.000,2023-09-13T10:38:50.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,10032,2165 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  166 STREET,WEST  167 STREET,WEST  166 STREET,WEST  167 STREET,ADDRESS,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-13T10:38:54.000,12 MANHATTAN,MANHATTAN,1001567,245014,MOBILE,Unspecified,MANHATTAN,40.839165106920596,-73.93741642422161,"{'latitude': '40.839165106920596', 'longitude': '-73.93741642422161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,AMSTERDAM AVENUE,1021110088,,,,,,,,,
58808225,2023-09-13T09:58:16.000,2023-09-13T10:21:23.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11209,7100 RIDGE BOULEVARD,RIDGE BOULEVARD,71 STREET,72 STREET,71 STREET,72 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T10:21:27.000,10 BROOKLYN,BROOKLYN,976088,170529,MOBILE,Unspecified,BROOKLYN,40.63473552542755,-74.02940707388052,"{'latitude': '40.63473552542755', 'longitude': '-74.02940707388052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,RIDGE BOULEVARD,3058890037,,,,,,,,,
58809619,2023-09-13T09:58:12.000,2023-09-13T10:44:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11420,113-21 ROCKAWAY BOULEVARD,ROCKAWAY BOULEVARD,LINDEN BOULEVARD,114 STREET,LINDEN BOULEVARD,114 STREET,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T10:44:44.000,10 QUEENS,QUEENS,1032742,186018,ONLINE,Unspecified,QUEENS,40.67712037972007,-73.82517581059666,"{'latitude': '40.67712037972007', 'longitude': '-73.82517581059666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH OZONE PARK,ROCKAWAY BOULEVARD,4116400004,,,,,,,,,
58802583,2023-09-13T09:57:37.000,2023-10-14T00:02:17.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Garage or Parking Lot,Business,10019,159 WEST   53 STREET,WEST   53 STREET,6 1/2 AVENUE,7 AVENUE,6 1/2 AVENUE,7 AVENUE,ADDRESS,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-14T00:02:29.000,05 MANHATTAN,MANHATTAN,989441,217154,ONLINE,Unspecified,MANHATTAN,40.76271248631404,-73.98126128039407,"{'latitude': '40.76271248631404', 'longitude': '-73.98126128039407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST   53 STREET,1010067501,,,,,,,,,
58805373,2023-09-13T09:57:32.000,2023-09-13T10:09:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11355,137-25 MULBERRY AVENUE,MULBERRY AVENUE,COLDEN STREET,KISSENA BOULEVARD,COLDEN STREET,KISSENA BOULEVARD,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T10:09:46.000,07 QUEENS,QUEENS,1034545,211803,MOBILE,Unspecified,QUEENS,40.74788384773321,-73.81848299192438,"{'latitude': '40.74788384773321', 'longitude': '-73.81848299192438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLUSHING,MULBERRY AVENUE,4051510039,,,,,,,,,
58810045,2023-09-13T09:57:11.000,2023-09-13T09:57:11.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Other (Explain Below),10014,4 MORTON STREET,MORTON STREET,BLEECKER STREET,7 AVENUE SOUTH,BLEECKER STREET,7 AVENUE SOUTH,ADDRESS,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-13T09:57:11.000,02 MANHATTAN,MANHATTAN,983320,205741,PHONE,Unspecified,MANHATTAN,40.731388143284384,-74.0033555802313,"{'latitude': '40.731388143284384', 'longitude': '-74.0033555802313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,MORTON STREET,1005860061,,,,,,,,,
58808517,2023-09-13T09:57:10.000,2023-09-20T10:30:14.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11213,1710 CARROLL STREET,CARROLL STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-20T00:00:00.000,09 BROOKLYN,BROOKLYN,1003625,181944,PHONE,Unspecified,BROOKLYN,40.66604978107062,-73.93016055020807,"{'latitude': '40.66604978107062', 'longitude': '-73.93016055020807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3014150016,,,,,,,,,
58804620,2023-09-13T09:57:10.000,2023-09-20T10:30:15.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11213,1710 CARROLL STREET,CARROLL STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-20T00:00:00.000,09 BROOKLYN,BROOKLYN,1003625,181944,PHONE,Unspecified,BROOKLYN,40.66604978107062,-73.93016055020807,"{'latitude': '40.66604978107062', 'longitude': '-73.93016055020807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3014150016,,,,,,,,,
58800367,2023-09-13T09:57:00.000,2023-09-19T13:05:00.000,DOT,Department of Transportation,Traffic Signal Condition,Temporary,,11377,,,,,ROOSEVELT AVENUE,49 STREET,INTERSECTION,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-19T13:05:00.000,02 QUEENS,QUEENS,1007569,210033,UNKNOWN,Unspecified,QUEENS,40.743137926175436,-73.9158466803171,"{'latitude': '40.743137926175436', 'longitude': '-73.9158466803171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",QUEENS,,,N/A,,,,,,,,
58803181,2023-09-13T09:56:53.000,2023-09-14T17:05:58.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10454,683 EAST  140 STREET,EAST  140 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-14T00:00:00.000,01 BRONX,BRONX,1008281,233198,ONLINE,Unspecified,BRONX,40.80671783223256,-73.91319438308068,"{'latitude': '40.80671783223256', 'longitude': '-73.91319438308068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2025680076,,,,,,,,,
58801884,2023-09-13T09:56:50.000,2023-10-02T14:35:37.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,11249,131 NORTH    5 STREET,NORTH    5 STREET,,,,,ADDRESS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,01 BROOKLYN,BROOKLYN,995519,200505,PHONE,Unspecified,BROOKLYN,40.71700946457212,-73.95934851907757,"{'latitude': '40.71700946457212', 'longitude': '-73.95934851907757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3023357502,,,,,,,,,
58807930,2023-09-13T09:56:37.000,2023-09-13T10:26:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T10:26:59.000,06 BROOKLYN,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,UNION STREET,3003370027,,,,,,,,,
58803608,2023-09-13T09:56:30.000,2023-09-14T12:20:10.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10466,EAST  241 STREET,EAST  241 STREET,EAST  241 STREET,SETON AVENUE,EAST  241 STREET,SETON AVENUE,INTERSECTION,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-14T12:20:14.000,12 BRONX,BRONX,1027985,268176,PHONE,Unspecified,BRONX,40.902646282774285,-73.84179082835679,"{'latitude': '40.902646282774285', 'longitude': '-73.84179082835679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58805374,2023-09-13T09:56:29.000,2023-09-13T10:49:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11101,10-36 46 AVENUE,46 AVENUE,VERNON BOULEVARD,11 STREET,VERNON BOULEVARD,11 STREET,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T10:49:12.000,02 QUEENS,QUEENS,997617,211317,MOBILE,Unspecified,QUEENS,40.74668282634748,-73.95175877340229,"{'latitude': '40.74668282634748', 'longitude': '-73.95175877340229', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LONG ISLAND CITY,46 AVENUE,4000480035,,,,,,,,,
58809031,2023-09-13T09:56:25.000,2023-09-13T17:42:21.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10003,156 2 AVENUE,2 AVENUE,EAST    9 STREET,EAST   10 STREET,EAST    9 STREET,EAST   10 STREET,ADDRESS,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-13T17:42:25.000,03 MANHATTAN,MANHATTAN,987876,205096,MOBILE,Unspecified,MANHATTAN,40.729617081861406,-73.98691719291976,"{'latitude': '40.729617081861406', 'longitude': '-73.98691719291976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,2 AVENUE,1004510006,,,,,,,,,
58803420,2023-09-13T09:56:24.000,2023-09-13T14:28:30.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10473,301 ZEREGA AVENUE,ZEREGA AVENUE,BARRETT AVENUE,TURNEUR AVENUE,BARRETT AVENUE,TURNEUR AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T14:28:34.000,09 BRONX,BRONX,1026861,235594,MOBILE,Unspecified,BRONX,40.8132241048515,-73.84606395724204,"{'latitude': '40.8132241048515', 'longitude': '-73.84606395724204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,ZEREGA AVENUE,2034860040,,,,,,,,,
58801655,2023-09-13T09:56:23.000,2023-09-13T10:20:21.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10034,505 WEST  218 STREET,WEST  218 STREET,BROADWAY,PARK TERRACE EAST,BROADWAY,PARK TERRACE EAST,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T10:20:27.000,12 MANHATTAN,MANHATTAN,1007907,256749,PHONE,Unspecified,MANHATTAN,40.871359456231446,-73.91446228649079,"{'latitude': '40.871359456231446', 'longitude': '-73.91446228649079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  218 STREET,1022440001,,,,,,,,,
58804768,2023-09-13T09:56:14.000,2023-09-20T12:00:59.000,DOT,Department of Transportation,Bike Rack Condition,Bike Rack Repair,Sidewalk,11223,509 AVENUE P,AVENUE P,EAST    5 STREET,OCEAN PARKWAY,EAST    5 STREET,OCEAN PARKWAY,ADDRESS,Closed,The Department of Transportation has repaired the bike rack.,2023-09-20T12:01:04.000,12 BROOKLYN,BROOKLYN,992910,161258,PHONE,Unspecified,BROOKLYN,40.60928809462867,-73.96881056282118,"{'latitude': '40.60928809462867', 'longitude': '-73.96881056282118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,AVENUE P,3066120057,,,,,,,,,
58808111,2023-09-13T09:56:12.000,2023-09-13T10:19:16.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11235,611 BANNER AVENUE,BANNER AVENUE,BRIGHTON    6 STREET,BRIGHTON    7 STREET,BRIGHTON    6 STREET,BRIGHTON    7 STREET,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T10:19:22.000,13 BROOKLYN,BROOKLYN,994530,151711,PHONE,Unspecified,BROOKLYN,40.58308177560426,-73.96299057689384,"{'latitude': '40.58308177560426', 'longitude': '-73.96299057689384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,BANNER AVENUE,3072427501,,,,,,,,,
58808168,2023-09-13T09:56:08.000,2023-09-13T09:56:08.000,DOB,Department of Buildings,General Construction/Plumbing,Debris - Falling Or In Danger Of Falling,,10009,114 EAST    3 STREET,EAST    3 STREET,,,,,ADDRESS,Closed,The Department of Buildings reviewed this complaint and referred it to the New York City Housing Authority for further action.,2023-09-13T00:00:00.000,03 MANHATTAN,MANHATTAN,987916,203145,UNKNOWN,Unspecified,MANHATTAN,40.72426204542754,-73.98677393357275,"{'latitude': '40.72426204542754', 'longitude': '-73.98677393357275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1004300010,N/A,,,,,,,,
58808806,2023-09-13T09:56:07.000,2023-10-04T10:11:11.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11419,101-47 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,ADDRESS,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-04T10:11:19.000,09 QUEENS,QUEENS,1032558,190563,ONLINE,Unspecified,QUEENS,40.689596350135155,-73.82580658467012,"{'latitude': '40.689596350135155', 'longitude': '-73.82580658467012', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SOUTH RICHMOND HILL,LEFFERTS BOULEVARD,4094870053,,,,,,,,,
58802318,2023-09-13T09:56:05.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11692,104 BEACH   60 STREET,BEACH   60 STREET,BEACH FRONT ROAD,LARKIN AVENUE,BEACH FRONT ROAD,LARKIN AVENUE,ADDRESS,In Progress,,,14 QUEENS,QUEENS,1042755,154039,MOBILE,Beach 59th St Playground,QUEENS,40.58928455333636,-73.78935414018834,"{'latitude': '40.58928455333636', 'longitude': '-73.78935414018834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ARVERNE,BEACH   60 STREET,4159310016,,,,,,,,,
