unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,resolution_description,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp
58957297,2023-09-29T23:59:00.000,2023-11-09T11:51:34.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10002,229 CHRYSTIE STREET,CHRYSTIE STREET,STANTON STREET,2 AVENUE,STANTON STREET,2 AVENUE,ADDRESS,NEW YORK,CHRYSTIE STREET,Closed,2023-11-09T11:51:38.000,03 MANHATTAN,1004277504,MANHATTAN,986676,202759,ONLINE,Unspecified,MANHATTAN,40.723202995922456,-73.99124770125584,"{'latitude': '40.723202995922456', 'longitude': '-73.99124770125584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,,,,"229 CHRYSTIE STREET, MANHATTAN (NEW YORK), NY, 10002",,
58962342,2023-09-29T23:58:59.000,2023-09-30T01:16:16.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11210,984 EAST   38 STREET,EAST   38 STREET,DEAD END,AVENUE I,DEAD END,AVENUE I,ADDRESS,BROOKLYN,EAST   38 STREET,Closed,2023-09-30T01:16:20.000,18 BROOKLYN,3075830058,BROOKLYN,1000975,169168,PHONE,Unspecified,BROOKLYN,40.630987840370054,-73.93974445958112,"{'latitude': '40.630987840370054', 'longitude': '-73.93974445958112', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department issued a summons in response to the complaint.,,,,,,
58958331,2023-09-29T23:58:46.000,2023-10-06T13:34:41.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11205,249 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,2023-10-06T00:00:00.000,02 BROOKLYN,3019090053,BROOKLYN,994968,191527,ONLINE,Unspecified,BROOKLYN,40.692367654657566,-73.9613504708135,"{'latitude': '40.692367654657566', 'longitude': '-73.9613504708135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,,,,,,
58960919,2023-09-29T23:58:38.000,2023-09-30T01:00:17.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10458,285 EAST  201 STREET,EAST  201 STREET,BRIGGS AVENUE,BAINBRIDGE AVENUE,BRIGGS AVENUE,BAINBRIDGE AVENUE,ADDRESS,BRONX,EAST  201 STREET,Closed,2023-09-30T01:00:19.000,07 BRONX,2032990039,BRONX,1016290,256884,MOBILE,Unspecified,BRONX,40.87170354095682,-73.88415086925583,"{'latitude': '40.87170354095682', 'longitude': '-73.88415086925583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58966561,2023-09-29T23:58:24.000,2023-10-07T11:33:15.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Sidewalk,11201,8 CADMAN PLAZA WEST,CADMAN PLAZA WEST,FURMAN STREET,WATER STREET,FURMAN STREET,WATER STREET,ADDRESS,BROOKLYN,CADMAN PLAZA WEST,Closed,2023-10-04T11:50:34.000,02 BROOKLYN,3002000005,BROOKLYN,985729,195387,ONLINE,Unspecified,BROOKLYN,40.70296882220659,-73.994665819932,"{'latitude': '40.70296882220659', 'longitude': '-73.994665819932', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The location does not meet the criteria for Litter Basket placement.,,,,,,
58959265,2023-09-29T23:58:24.000,2023-09-30T00:49:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10458,263 EAST  204 STREET,EAST  204 STREET,VALENTINE AVENUE,EAST MOSHOLU PARKWAY SOUTH,VALENTINE AVENUE,EAST MOSHOLU PARKWAY SOUTH,ADDRESS,BRONX,EAST  204 STREET,Closed,2023-09-30T00:49:42.000,07 BRONX,2033110138,BRONX,1016351,257750,MOBILE,Unspecified,BRONX,40.874080221355484,-73.88392615863405,"{'latitude': '40.874080221355484', 'longitude': '-73.88392615863405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department issued a summons in response to the complaint.,,,,,,
58958817,2023-09-29T23:58:18.000,2023-11-02T13:19:11.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10002,229 CHRYSTIE STREET,CHRYSTIE STREET,STANTON STREET,2 AVENUE,STANTON STREET,2 AVENUE,ADDRESS,NEW YORK,CHRYSTIE STREET,Closed,2023-11-02T13:19:16.000,03 MANHATTAN,1004277504,MANHATTAN,986676,202759,ONLINE,Unspecified,MANHATTAN,40.723202995922456,-73.99124770125584,"{'latitude': '40.723202995922456', 'longitude': '-73.99124770125584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,,,,"229 CHRYSTIE STREET, MANHATTAN (NEW YORK), NY, 10002",,
58965660,2023-09-29T23:58:11.000,2023-09-30T01:34:01.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11237,226 WYCKOFF AVENUE,WYCKOFF AVENUE,MENAHAN STREET,GROVE STREET,MENAHAN STREET,GROVE STREET,ADDRESS,BROOKLYN,WYCKOFF AVENUE,Closed,2023-09-30T01:34:06.000,04 BROOKLYN,3033190031,BROOKLYN,1008138,194701,ONLINE,Unspecified,BROOKLYN,40.70105379387808,-73.91384769868174,"{'latitude': '40.70105379387808', 'longitude': '-73.91384769868174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58956465,2023-09-29T23:58:00.000,2023-09-30T00:27:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,622 WEST  137 STREET,WEST  137 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  137 STREET,Closed,2023-09-30T00:27:29.000,09 MANHATTAN,1020020061,MANHATTAN,996757,238636,ONLINE,Unspecified,MANHATTAN,40.821667450043606,-73.95481163398917,"{'latitude': '40.821667450043606', 'longitude': '-73.95481163398917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58956486,2023-09-29T23:57:30.000,2023-09-30T01:08:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11249,173 KENT AVENUE,KENT AVENUE,NORTH    4 PLACE,NORTH    3 STREET,NORTH    4 PLACE,NORTH    3 STREET,ADDRESS,BROOKLYN,KENT AVENUE,Closed,2023-09-30T01:08:42.000,01 BROOKLYN,3023497501,BROOKLYN,994274,200987,ONLINE,Unspecified,BROOKLYN,40.71833393700693,-73.96383897954749,"{'latitude': '40.71833393700693', 'longitude': '-73.96383897954749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint but officers were unable to gain entry into the premises.,,,,,,
58956459,2023-09-29T23:57:23.000,2023-09-30T00:25:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11226,125 LENOX ROAD,LENOX ROAD,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,LENOX ROAD,Closed,2023-09-30T00:25:31.000,17 BROOKLYN,3050650100,BROOKLYN,996710,177494,MOBILE,Unspecified,BROOKLYN,40.653847944816754,-73.9550946924735,"{'latitude': '40.653847944816754', 'longitude': '-73.9550946924735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58956442,2023-09-29T23:57:22.000,2023-09-30T00:07:28.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10472,1050 SOUNDVIEW AVENUE,SOUNDVIEW AVENUE,FTELEY AVENUE,METCALF AVENUE,FTELEY AVENUE,METCALF AVENUE,ADDRESS,BRONX,SOUNDVIEW AVENUE,Closed,2023-09-30T00:07:30.000,09 BRONX,2037230001,BRONX,1019929,240276,ONLINE,Unspecified,BRONX,40.826105577334964,-73.87108149377204,"{'latitude': '40.826105577334964', 'longitude': '-73.87108149377204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58965065,2023-09-29T23:57:09.000,2023-11-01T04:02:23.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Garage or Parking Lot,Business,11420,122-02 SOUTH CONDUIT AVENUE,SOUTH CONDUIT AVENUE,S CONDUIT AVE EN LEFFERTS BLVD,OLD SOUTH ROAD,S CONDUIT AVE EN LEFFERTS BLVD,OLD SOUTH ROAD,ADDRESS,SOUTH OZONE PARK,SOUTH CONDUIT AVENUE,Closed,2023-11-01T04:02:33.000,10 QUEENS,4142600001,QUEENS,1034251,181432,ONLINE,Unspecified,QUEENS,40.664524467682455,-73.81976957057839,"{'latitude': '40.664524467682455', 'longitude': '-73.81976957057839', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,,,,,,
59448917,2023-09-29T23:57:05.000,2023-10-06T00:00:00.000,HPD,Department of Housing Preservation and Development,Plumbing,Water Supply,Building-Wide,11205,249 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,EMERSON PLACE,CLASSON AVENUE,EMERSON PLACE,CLASSON AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,2023-10-06T00:00:00.000,02 BROOKLYN,3019090053,BROOKLYN,994968,191527,ONLINE,Unspecified,BROOKLYN,40.692367654657566,-73.9613504708135,"{'latitude': '40.692367654657566', 'longitude': '-73.9613504708135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58959444,2023-09-29T23:57:00.000,2023-09-30T01:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10034,,,,,BROADWAY,ISHAM STREET,INTERSECTION,MANHATTAN,,Closed,2023-09-30T01:40:00.000,12 MANHATTAN,,MANHATTAN,1006445,255565,UNKNOWN,Unspecified,MANHATTAN,40.868113536577496,-73.91975242658049,"{'latitude': '40.868113536577496', 'longitude': '-73.91975242658049', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,N/A,,,,,
58964141,2023-09-29T23:56:56.000,2023-09-30T00:34:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11216,5 ALBANY AVENUE,ALBANY AVENUE,DECATUR STREET,FULTON STREET,DECATUR STREET,FULTON STREET,ADDRESS,BROOKLYN,ALBANY AVENUE,Closed,2023-09-30T00:35:00.000,03 BROOKLYN,3018590014,BROOKLYN,1001318,187246,MOBILE,Unspecified,BROOKLYN,40.68060732470089,-73.93846297221529,"{'latitude': '40.68060732470089', 'longitude': '-73.93846297221529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58965553,2023-09-29T23:56:55.000,2023-09-30T00:38:12.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11377,56-19 39 AVENUE,39 AVENUE,56 STREET,57 STREET,56 STREET,57 STREET,ADDRESS,WOODSIDE,39 AVENUE,Closed,2023-09-30T00:38:16.000,02 QUEENS,4012080002,QUEENS,1010052,211917,PHONE,Unspecified,QUEENS,40.748302135197044,-73.90687883925818,"{'latitude': '40.748302135197044', 'longitude': '-73.90687883925818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58966562,2023-09-29T23:56:51.000,2023-10-07T11:33:19.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Sidewalk,11201,74 CADMAN PLAZA WEST,CADMAN PLAZA WEST,BROOKLYN QUEENS EP EB ET   28 A,HENRY STREET,BROOKLYN QUEENS EP EB ET   28 A,HENRY STREET,ADDRESS,BROOKLYN,CADMAN PLAZA WEST,Closed,2023-10-04T11:49:22.000,02 BROOKLYN,,BROOKLYN,986512,194841,ONLINE,Unspecified,BROOKLYN,40.701470014711944,-73.991842025656,"{'latitude': '40.701470014711944', 'longitude': '-73.991842025656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The location does not meet the criteria for Litter Basket placement.,,,,,,
58963270,2023-09-29T23:56:50.000,2023-09-30T02:33:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11207,630 BLAKE AVENUE,BLAKE AVENUE,SHEFFIELD AVENUE,PENNSYLVANIA AVENUE,SHEFFIELD AVENUE,PENNSYLVANIA AVENUE,ADDRESS,BROOKLYN,BLAKE AVENUE,Closed,2023-09-30T02:33:34.000,05 BROOKLYN,3037880125,BROOKLYN,1013230,182562,ONLINE,Unspecified,BROOKLYN,40.66771982321207,-73.89553557698544,"{'latitude': '40.66771982321207', 'longitude': '-73.89553557698544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department reviewed your complaint and provided additional information below.,,,,,,
58964155,2023-09-29T23:56:32.000,2023-09-30T00:14:56.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1398 GRAND CONCOURSE,GRAND CONCOURSE,ELLIOT PLACE,EAST  170 STREET,ELLIOT PLACE,EAST  170 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,2023-09-30T00:15:01.000,04 BRONX,2028310048,BRONX,1008079,244798,ONLINE,Unspecified,BRONX,40.83855707927812,-73.91388286014495,"{'latitude': '40.83855707927812', 'longitude': '-73.91388286014495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58962602,2023-09-29T23:56:27.000,2023-09-30T00:29:24.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11233,562 MAC DONOUGH STREET,MAC DONOUGH STREET,PATCHEN AVENUE,RALPH AVENUE,PATCHEN AVENUE,RALPH AVENUE,ADDRESS,BROOKLYN,MAC DONOUGH STREET,Closed,2023-09-30T00:29:28.000,03 BROOKLYN,3016780037,BROOKLYN,1005294,188214,ONLINE,Unspecified,BROOKLYN,40.68325570404642,-73.9241248711942,"{'latitude': '40.68325570404642', 'longitude': '-73.9241248711942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58964164,2023-09-29T23:56:24.000,2023-09-30T00:00:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10009,50 AVENUE D,AVENUE D,EAST    4 STREET,EAST    5 STREET,EAST    4 STREET,EAST    5 STREET,ADDRESS,NEW YORK,AVENUE D,Closed,2023-09-30T00:00:10.000,03 MANHATTAN,1003560001,MANHATTAN,990491,202203,MOBILE,Unspecified,MANHATTAN,40.72167504153717,-73.97748481258955,"{'latitude': '40.72167504153717', 'longitude': '-73.97748481258955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58962622,2023-09-29T23:56:18.000,2023-09-30T00:19:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,2116 BEEKMAN PLACE,BEEKMAN PLACE,DEAD END,FLATBUSH AVENUE,DEAD END,FLATBUSH AVENUE,ADDRESS,BROOKLYN,BEEKMAN PLACE,Closed,2023-09-30T00:19:51.000,09 BROOKLYN,,BROOKLYN,995106,179737,MOBILE,Unspecified,BROOKLYN,40.66000659902708,-73.96087182826301,"{'latitude': '40.66000659902708', 'longitude': '-73.96087182826301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58965517,2023-09-29T23:56:07.000,2023-09-30T00:10:47.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10028,EAST   84 STREET,EAST   84 STREET,EAST   84 STREET,YORK AVENUE,EAST   84 STREET,YORK AVENUE,INTERSECTION,,,Closed,2023-09-30T00:10:50.000,08 MANHATTAN,,MANHATTAN,998629,221493,ONLINE,Unspecified,MANHATTAN,40.77461174278734,-73.94808472177321,"{'latitude': '40.77461174278734', 'longitude': '-73.94808472177321', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58957442,2023-09-29T23:56:00.000,2023-10-02T16:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10028,406 EAST   85 STREET,EAST   85 STREET,1 AVE,YORK AVE,,,ADDRESS,NEW YORK,,Closed,2023-10-02T16:00:00.000,08 MANHATTAN,1015640046,MANHATTAN,998329,221958,ONLINE,Unspecified,MANHATTAN,40.775888528412956,-73.94916689515273,"{'latitude': '40.775888528412956', 'longitude': '-73.94916689515273', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Environmental Protection researched this complaint and determined that it could be closed.,N/A,,,,,
58959498,2023-09-29T23:55:46.000,2023-09-30T00:23:19.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11104,45-32 40 STREET,40 STREET,QUEENS BOULEVARD,47 AVENUE,QUEENS BOULEVARD,47 AVENUE,ADDRESS,SUNNYSIDE,40 STREET,Closed,2023-09-30T00:23:22.000,02 QUEENS,4001940047,QUEENS,1005187,209961,ONLINE,Unspecified,QUEENS,40.74294626437699,-73.92444303216006,"{'latitude': '40.74294626437699', 'longitude': '-73.92444303216006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58960294,2023-09-29T23:55:42.000,,DOT,Department of Transportation,Street Sign - Missing,Other/Unknown,Street,11373,86-15 QUEENS BOULEVARD,QUEENS BOULEVARD,BROADWAY,54 AVENUE,BROADWAY,54 AVENUE,ADDRESS,ELMHURST,QUEENS BOULEVARD,In Progress,2023-10-02T08:51:08.000,04 QUEENS,4018420089,QUEENS,1018285,207611,ONLINE,Unspecified,QUEENS,40.736455395370534,-73.87718720864305,"{'latitude': '40.736455395370534', 'longitude': '-73.87718720864305', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Department of Transportation inspected the condition and opened a repair order. Repairs of this type are corrected within 180 (120 Biz) days from the date of inspection.,,,,,,
58961132,2023-09-29T23:55:37.000,2023-09-30T00:14:29.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10025,135 WEST   93 STREET,WEST   93 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST   93 STREET,Closed,2023-09-30T00:14:33.000,07 MANHATTAN,1012240016,MANHATTAN,992494,227638,ONLINE,Unspecified,MANHATTAN,40.79148598421681,-73.97022755300858,"{'latitude': '40.79148598421681', 'longitude': '-73.97022755300858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58967958,2023-09-29T23:55:35.000,2023-09-30T07:32:54.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10472,1707 WATSON AVENUE,WATSON AVENUE,CROES AVENUE,NOBLE AVENUE,CROES AVENUE,NOBLE AVENUE,ADDRESS,BRONX,WATSON AVENUE,Closed,2023-09-30T07:32:59.000,09 BRONX,2037490083,BRONX,1020284,240683,PHONE,Unspecified,BRONX,40.82722123398267,-73.86979659248365,"{'latitude': '40.82722123398267', 'longitude': '-73.86979659248365', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58961858,2023-09-29T23:55:26.000,2023-11-03T13:53:16.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10002,57 CHRYSTIE STREET,CHRYSTIE STREET,CANAL STREET,HESTER STREET,CANAL STREET,HESTER STREET,ADDRESS,NEW YORK,CHRYSTIE STREET,Closed,2023-11-03T13:53:20.000,03 MANHATTAN,1003030027,MANHATTAN,985721,200329,ONLINE,Unspecified,MANHATTAN,40.71653344151396,-73.99469359310974,"{'latitude': '40.71653344151396', 'longitude': '-73.99469359310974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.,,,,"57 CHRYSTIE STREET, MANHATTAN (NEW YORK), NY, 10002",,
58956460,2023-09-29T23:55:25.000,2023-09-30T00:06:29.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11232,850 42 STREET,42 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,42 STREET,Closed,2023-09-30T00:06:32.000,12 BROOKLYN,3009250027,BROOKLYN,984823,174237,MOBILE,Unspecified,BROOKLYN,40.64491693382068,-73.99793520898986,"{'latitude': '40.64491693382068', 'longitude': '-73.99793520898986', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58957976,2023-09-29T23:55:15.000,2023-09-30T00:19:38.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11225,2116 BEEKMAN PLACE,BEEKMAN PLACE,DEAD END,FLATBUSH AVENUE,DEAD END,FLATBUSH AVENUE,ADDRESS,BROOKLYN,BEEKMAN PLACE,Closed,2023-09-30T00:19:41.000,09 BROOKLYN,,BROOKLYN,995106,179737,MOBILE,Unspecified,BROOKLYN,40.66000659902708,-73.96087182826301,"{'latitude': '40.66000659902708', 'longitude': '-73.96087182826301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58961678,2023-09-29T23:54:36.000,2023-09-30T00:24:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10009,151 AVENUE C,AVENUE C,EAST    9 STREET,EAST   10 STREET,EAST    9 STREET,EAST   10 STREET,ADDRESS,NEW YORK,AVENUE C,Closed,2023-09-30T00:24:11.000,03 MANHATTAN,1003920035,MANHATTAN,990402,203609,ONLINE,Unspecified,MANHATTAN,40.72553423319804,-73.97780460597261,"{'latitude': '40.72553423319804', 'longitude': '-73.97780460597261', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58957327,2023-09-29T23:54:23.000,2023-10-07T11:33:20.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Sidewalk,11201,OLD FULTON STREET,OLD FULTON STREET,OLD FULTON STREET,HICKS STREET,OLD FULTON STREET,HICKS STREET,INTERSECTION,,,Closed,2023-10-04T11:48:27.000,02 BROOKLYN,,BROOKLYN,986298,195056,ONLINE,Unspecified,BROOKLYN,40.70206019145194,-73.99261375801929,"{'latitude': '40.70206019145194', 'longitude': '-73.99261375801929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The location does not meet the criteria for Litter Basket placement.,,,,,,
58965778,2023-09-29T23:54:22.000,2023-09-30T00:17:26.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11249,43 GRAND STREET,GRAND STREET,KENT AVENUE,WYTHE AVENUE,KENT AVENUE,WYTHE AVENUE,ADDRESS,BROOKLYN,GRAND STREET,Closed,2023-09-30T00:17:31.000,01 BROOKLYN,3023780039,BROOKLYN,993803,200156,ONLINE,Unspecified,BROOKLYN,40.71605356263378,-73.96553926490473,"{'latitude': '40.71605356263378', 'longitude': '-73.96553926490473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
58957230,2023-09-29T23:54:19.000,2023-09-30T03:27:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463,2750 KINGSBRIDGE TERRACE,KINGSBRIDGE TERRACE,WEST KINGSBRIDGE ROAD,WEST  229 STREET,WEST KINGSBRIDGE ROAD,WEST  229 STREET,ADDRESS,BRONX,KINGSBRIDGE TERRACE,Closed,2023-09-30T03:27:07.000,08 BRONX,2032530046,BRONX,1010969,256998,ONLINE,Unspecified,BRONX,40.872034146753045,-73.90338988640322,"{'latitude': '40.872034146753045', 'longitude': '-73.90338988640322', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint but officers were unable to gain entry into the premises.,,,,,,
58956519,2023-09-29T23:54:04.000,2023-09-30T00:05:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10002,40 CANAL STREET,CANAL STREET,LUDLOW STREET,ORCHARD STREET,LUDLOW STREET,ORCHARD STREET,ADDRESS,NEW YORK,CANAL STREET,Closed,2023-09-30T00:05:55.000,03 MANHATTAN,1002940026,MANHATTAN,986654,199668,ONLINE,Unspecified,MANHATTAN,40.71471895035737,-73.99132817477624,"{'latitude': '40.71471895035737', 'longitude': '-73.99132817477624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and took action to fix the condition.,,,,,,
58962589,2023-09-29T23:54:01.000,2023-09-30T00:01:29.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10011,109 WEST   10 STREET,WEST   10 STREET,AVENUE OF THE AMERICAS,PATCHIN PLACE,AVENUE OF THE AMERICAS,PATCHIN PLACE,ADDRESS,NEW YORK,WEST   10 STREET,Closed,2023-09-30T00:01:33.000,02 MANHATTAN,1006060077,MANHATTAN,984488,206988,ONLINE,Unspecified,MANHATTAN,40.73481089748116,-73.99914121600169,"{'latitude': '40.73481089748116', 'longitude': '-73.99914121600169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,,,,,,
