unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,facility_type,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_pick_up_location,due_date
58893661,2023-09-23T00:33:41.000,2023-09-23T00:47:40.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,730 EAST  163 STREET,EAST  163 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T00:47:44.000,03 BRONX,2026380090,BRONX,1010615,239166,PHONE,Unspecified,BRONX,40.82309165704033,-73.90473998954057,"{'latitude': '40.82309165704033', 'longitude': '-73.90473998954057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TRINITY AVENUE,TINTON AVENUE,,TRINITY AVENUE,TINTON AVENUE,EAST  163 STREET,,,,,
58892353,2023-09-23T00:33:39.000,2023-09-23T00:57:15.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10032,76 ST NICHOLAS PLACE,ST NICHOLAS PLACE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T00:57:20.000,09 MANHATTAN,1020540079,MANHATTAN,1000634,241478,ONLINE,Unspecified,MANHATTAN,40.829461589531974,-73.94079691863257,"{'latitude': '40.829461589531974', 'longitude': '-73.94079691863257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  153 STREET,EDGECOMBE AVENUE,,WEST  153 STREET,EDGECOMBE AVENUE,ST NICHOLAS PLACE,,,,,
58900966,2023-09-23T00:33:33.000,2023-09-23T10:47:16.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11420,120-01 111 AVENUE,111 AVENUE,ADDRESS,SOUTH OZONE PARK,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T10:47:20.000,10 QUEENS,4116010043,QUEENS,1034087,187362,ONLINE,Unspecified,QUEENS,40.68080187760374,-73.82031686786587,"{'latitude': '40.68080187760374', 'longitude': '-73.82031686786587', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",120 STREET,121 STREET,,120 STREET,121 STREET,111 AVENUE,,,,,
58898729,2023-09-23T00:33:31.000,2023-09-23T01:06:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11370,30-22 82 STREET,82 STREET,ADDRESS,EAST ELMHURST,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T01:06:47.000,03 QUEENS,4011300016,QUEENS,1015750,216395,MOBILE,Unspecified,QUEENS,40.76057463548654,-73.88629341492201,"{'latitude': '40.76057463548654', 'longitude': '-73.88629341492201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",30 AVENUE,31 AVENUE,,30 AVENUE,31 AVENUE,82 STREET,,,,,
58898351,2023-09-23T00:33:12.000,2023-09-25T09:09:46.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Street,11412,194-09 111 AVENUE,111 AVENUE,ADDRESS,SAINT ALBANS,Closed,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-09-25T09:09:50.000,12 QUEENS,4109310012,QUEENS,1050229,195356,ONLINE,Unspecified,QUEENS,40.70263788110919,-73.76204019457988,"{'latitude': '40.70263788110919', 'longitude': '-73.76204019457988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",194 STREET,195 STREET,,194 STREET,195 STREET,111 AVENUE,,,,,
58896324,2023-09-23T00:33:10.000,2023-09-23T01:04:55.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10458,200 EAST MOSHOLU PARKWAY SOUTH,EAST MOSHOLU PARKWAY SOUTH,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T01:05:00.000,07 BRONX,2033090061,BRONX,1016512,257616,ONLINE,Unspecified,BRONX,40.87371184587149,-73.8833446455057,"{'latitude': '40.87371184587149', 'longitude': '-73.8833446455057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  204 STREET,BRIGGS AVENUE,,EAST  204 STREET,BRIGGS AVENUE,EAST MOSHOLU PARKWAY SOUTH,,,,,
58897799,2023-09-23T00:33:05.000,2023-09-23T00:36:11.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10458,2645 BRIGGS AVENUE,BRIGGS AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T00:36:16.000,07 BRONX,2033000001,BRONX,1013985,254569,MOBILE,Unspecified,BRONX,40.86535764249122,-73.892495473103,"{'latitude': '40.86535764249122', 'longitude': '-73.892495473103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  194 STREET,EAST  196 STREET,,EAST  194 STREET,EAST  196 STREET,BRIGGS AVENUE,,,,,
58897688,2023-09-23T00:32:57.000,2023-09-23T01:08:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10451,BROOK AVENUE,BROOK AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T01:08:30.000,03 BRONX,,BRONX,1009023,239207,PHONE,Unspecified,BRONX,40.823208798727286,-73.91049192721707,"{'latitude': '40.823208798727286', 'longitude': '-73.91049192721707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOK AVENUE,EAST  161 STREET,,BROOK AVENUE,EAST  161 STREET,,,,,,
58892138,2023-09-23T00:32:26.000,2023-09-23T00:47:56.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10474,519 BRYANT AVENUE,BRYANT AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T00:47:59.000,02 BRONX,,BRONX,1016193,234765,ONLINE,Unspecified,BRONX,40.810993746900536,-73.88460695302405,"{'latitude': '40.810993746900536', 'longitude': '-73.88460695302405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OAK POINT AVENUE,RANDALL AVENUE,,OAK POINT AVENUE,RANDALL AVENUE,BRYANT AVENUE,,,,,
58900460,2023-09-23T00:32:21.000,2023-09-23T01:16:48.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10452,884 GERARD AVENUE,GERARD AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T01:16:52.000,04 BRONX,2024760061,BRONX,1005096,240924,MOBILE,Unspecified,BRONX,40.8279316142419,-73.9246753470125,"{'latitude': '40.8279316142419', 'longitude': '-73.9246753470125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  161 STREET,EAST  162 STREET,,EAST  161 STREET,EAST  162 STREET,GERARD AVENUE,,,,,
58897780,2023-09-23T00:32:20.000,2023-09-23T00:35:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,2111 BEEKMAN PLACE,BEEKMAN PLACE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T00:35:49.000,09 BROOKLYN,3050260075,BROOKLYN,994992,179735,MOBILE,Unspecified,BROOKLYN,40.66000124850346,-73.96128272045006,"{'latitude': '40.66000124850346', 'longitude': '-73.96128272045006', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEAD END,FLATBUSH AVENUE,,DEAD END,FLATBUSH AVENUE,BEEKMAN PLACE,,,,,
58896911,2023-09-23T00:32:11.000,2023-09-23T04:44:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11691,22-04 COLLIER AVENUE,COLLIER AVENUE,ADDRESS,FAR ROCKAWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T04:44:14.000,14 QUEENS,4157710071,QUEENS,1051629,157514,ONLINE,Unspecified,QUEENS,40.59875967880786,-73.7573690117753,"{'latitude': '40.59875967880786', 'longitude': '-73.7573690117753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEACH   22 STREET,BRIAR PLACE,,BEACH   22 STREET,BRIAR PLACE,COLLIER AVENUE,,,,,
58901754,2023-09-23T00:32:11.000,2023-09-23T00:41:21.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11356,125-19 18 AVENUE,18 AVENUE,ADDRESS,COLLEGE POINT,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T00:41:24.000,07 QUEENS,4040900001,QUEENS,1027764,224669,PHONE,Unspecified,QUEENS,40.7832336015218,-73.84287259079542,"{'latitude': '40.7832336015218', 'longitude': '-73.84287259079542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",125 STREET,126 STREET,,125 STREET,126 STREET,18 AVENUE,,,,,
58892192,2023-09-23T00:32:02.000,2023-09-23T01:01:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11211,111 BEDFORD AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T01:01:35.000,01 BROOKLYN,3022980008,BROOKLYN,996605,201581,ONLINE,Unspecified,BROOKLYN,40.71996137563452,-73.95542893817355,"{'latitude': '40.71996137563452', 'longitude': '-73.95542893817355', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NORTH   11 STREET,NORTH   10 STREET,,NORTH   11 STREET,NORTH   10 STREET,BEDFORD AVENUE,,,,,
58905618,2023-09-23T00:32:00.000,2023-09-23T08:50:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,10026,301 WEST  114 STREET,WEST  114 STREET,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-23T08:50:00.000,10 MANHATTAN,1018480012,MANHATTAN,996284,231913,MOBILE,Unspecified,MANHATTAN,40.80321534706282,-73.9565326578411,"{'latitude': '40.80321534706282', 'longitude': '-73.9565326578411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FREDERICK DOUGLASS BLVD,MANHATTAN AVE,,,,,,,,,
58902358,2023-09-23T00:32:00.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11355,50-15 ROBINSON STREET,ROBINSON STREET,ADDRESS,FLUSHING,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-23T06:21:52.000,07 QUEENS,,QUEENS,1035805,212130,MOBILE,Unspecified,QUEENS,40.74877412227016,-73.81393309969319,"{'latitude': '40.74877412227016', 'longitude': '-73.81393309969319', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OAK AVENUE,POPLAR AVENUE,,OAK AVENUE,POPLAR AVENUE,ROBINSON STREET,,,,,
58896466,2023-09-23T00:31:57.000,2023-09-23T00:56:40.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10032,83 ST NICHOLAS PLACE,ST NICHOLAS PLACE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T00:56:45.000,09 MANHATTAN,1020690011,MANHATTAN,1000674,241561,ONLINE,Unspecified,MANHATTAN,40.82968932642495,-73.94065217670709,"{'latitude': '40.82968932642495', 'longitude': '-73.94065217670709', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  153 STREET,EDGECOMBE AVENUE,,WEST  153 STREET,EDGECOMBE AVENUE,ST NICHOLAS PLACE,,,,,
58898161,2023-09-23T00:31:53.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Source/Protection,Mobile Food Vendor,11220,5404 8 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-25T09:54:06.000,07 BROOKLYN,3008260039,BROOKLYN,982542,172002,ONLINE,Unspecified,BROOKLYN,40.638782192317564,-74.00615416897992,"{'latitude': '40.638782192317564', 'longitude': '-74.00615416897992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",54 STREET,55 STREET,,54 STREET,55 STREET,8 AVENUE,,,,,
58894023,2023-09-23T00:31:40.000,2023-09-23T02:45:49.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11221,75 STOCKHOLM STREET,STOCKHOLM STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T02:45:52.000,04 BROOKLYN,3032430056,BROOKLYN,1004929,193157,MOBILE,Unspecified,BROOKLYN,40.69682395644378,-73.92542572255725,"{'latitude': '40.69682395644378', 'longitude': '-73.92542572255725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EVERGREEN AVENUE,CENTRAL AVENUE,,EVERGREEN AVENUE,CENTRAL AVENUE,STOCKHOLM STREET,,,,,
58899145,2023-09-23T00:31:32.000,2023-09-23T00:48:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10065,121 EAST   61 STREET,EAST   61 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T00:48:52.000,08 MANHATTAN,1013960009,MANHATTAN,993116,217548,MOBILE,Unspecified,MANHATTAN,40.76379099314716,-73.96799457123541,"{'latitude': '40.76379099314716', 'longitude': '-73.96799457123541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK AVENUE,LEXINGTON AVENUE,,PARK AVENUE,LEXINGTON AVENUE,EAST   61 STREET,,,,,
58907608,2023-09-23T00:31:14.000,2023-10-16T07:59:48.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11368,98-23 HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,ADDRESS,CORONA,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,04 QUEENS,4019180085,QUEENS,1023063,207324,ONLINE,Unspecified,QUEENS,40.73564797499322,-73.85994783080642,"{'latitude': '40.73564797499322', 'longitude': '-73.85994783080642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58906511,2023-09-23T00:31:14.000,2023-10-16T07:59:48.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11368,98-23 HORACE HARDING EXPRESSWAY,HORACE HARDING EXPRESSWAY,ADDRESS,CORONA,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,04 QUEENS,4019180085,QUEENS,1023063,207324,ONLINE,Unspecified,QUEENS,40.73564797499322,-73.85994783080642,"{'latitude': '40.73564797499322', 'longitude': '-73.85994783080642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58901947,2023-09-23T00:31:13.000,2023-09-23T01:04:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10035,4 EAST  117 STREET,EAST  117 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T01:04:35.000,11 MANHATTAN,1016220017,MANHATTAN,999371,231140,ONLINE,Unspecified,MANHATTAN,40.801088930562486,-73.94538402026387,"{'latitude': '40.801088930562486', 'longitude': '-73.94538402026387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5 AVENUE,MADISON AVENUE,,5 AVENUE,MADISON AVENUE,EAST  117 STREET,,,,,
58899253,2023-09-23T00:31:10.000,2023-09-23T00:51:35.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11385,1933 WOODBINE STREET,WOODBINE STREET,ADDRESS,RIDGEWOOD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T00:51:40.000,05 QUEENS,4034790050,QUEENS,1010739,196076,MOBILE,Unspecified,QUEENS,40.70482044028111,-73.90446176579088,"{'latitude': '40.70482044028111', 'longitude': '-73.90446176579088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WOODWARD AVENUE,FAIRVIEW AVENUE,,WOODWARD AVENUE,FAIRVIEW AVENUE,WOODBINE STREET,,,,,
58897717,2023-09-23T00:31:05.000,2023-09-23T00:36:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,23 AVENUE B,AVENUE B,ADDRESS,NEW YORK,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-23T00:36:21.000,03 MANHATTAN,1003850003,MANHATTAN,988892,202418,ONLINE,Unspecified,MANHATTAN,40.722266148143504,-73.98325325645892,"{'latitude': '40.722266148143504', 'longitude': '-73.98325325645892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST    2 STREET,EAST    3 STREET,,EAST    2 STREET,EAST    3 STREET,AVENUE B,,,,,
58901900,2023-09-23T00:30:43.000,2023-09-23T00:55:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,282 GRAND STREET,GRAND STREET,ADDRESS,NEW YORK,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-23T00:55:17.000,03 MANHATTAN,1004180051,MANHATTAN,986315,200778,ONLINE,Unspecified,MANHATTAN,40.71776572011903,-73.99255069148147,"{'latitude': '40.71776572011903', 'longitude': '-73.99255069148147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FORSYTH STREET,ELDRIDGE STREET,,FORSYTH STREET,ELDRIDGE STREET,GRAND STREET,,,,,
58893663,2023-09-23T00:30:37.000,2023-09-23T00:48:16.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10010,BROADWAY,BROADWAY,INTERSECTION,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T00:48:19.000,05 MANHATTAN,,MANHATTAN,987255,209983,PHONE,Unspecified,MANHATTAN,40.743030922348815,-73.9891556121082,"{'latitude': '40.743030922348815', 'longitude': '-73.9891556121082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,WEST   25 STREET,,BROADWAY,WEST   25 STREET,,,,,,
58899551,2023-09-23T00:30:35.000,2023-09-23T08:23:46.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10467,855 EAST  215 STREET,EAST  215 STREET,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T08:23:49.000,12 BRONX,2046740017,BRONX,1022981,259678,ONLINE,Unspecified,BRONX,40.87934537591988,-73.85994166640944,"{'latitude': '40.87934537591988', 'longitude': '-73.85994166640944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BARNES AVENUE,BRONXWOOD AVENUE,,BARNES AVENUE,BRONXWOOD AVENUE,EAST  215 STREET,,,,,
58901914,2023-09-23T00:30:31.000,2023-09-23T01:29:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453,164 WEST  174 STREET,WEST  174 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T01:29:08.000,05 BRONX,2028770001,BRONX,1005636,248040,MOBILE,Unspecified,BRONX,40.847461671438666,-73.92270142951979,"{'latitude': '40.847461671438666', 'longitude': '-73.92270142951979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",POPHAM AVENUE,UNDERCLIFF AVENUE,,POPHAM AVENUE,UNDERCLIFF AVENUE,WEST  174 STREET,,,,,
58892193,2023-09-23T00:30:29.000,2023-09-23T00:41:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,4223 FOSTER AVENUE,FOSTER AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T00:41:09.000,17 BROOKLYN,3049760042,BROOKLYN,1001872,172214,ONLINE,Unspecified,BROOKLYN,40.63934672160454,-73.93650486378613,"{'latitude': '40.63934672160454', 'longitude': '-73.93650486378613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   42 STREET,EAST   43 STREET,,EAST   42 STREET,EAST   43 STREET,FOSTER AVENUE,,,,,
58899159,2023-09-23T00:30:28.000,2023-09-23T00:54:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10002,282 GRAND STREET,GRAND STREET,ADDRESS,NEW YORK,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-23T00:55:02.000,03 MANHATTAN,1004180051,MANHATTAN,986315,200778,ONLINE,Unspecified,MANHATTAN,40.71776572011903,-73.99255069148147,"{'latitude': '40.71776572011903', 'longitude': '-73.99255069148147', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FORSYTH STREET,ELDRIDGE STREET,,FORSYTH STREET,ELDRIDGE STREET,GRAND STREET,,,,,
58893599,2023-09-23T00:30:26.000,2023-09-23T00:57:34.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,AVENUE B,AVENUE B,INTERSECTION,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-23T00:57:40.000,03 MANHATTAN,,MANHATTAN,988839,202328,ONLINE,Unspecified,MANHATTAN,40.72201914755095,-73.98344452363722,"{'latitude': '40.72201914755095', 'longitude': '-73.98344452363722', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE B,EAST    2 STREET,,AVENUE B,EAST    2 STREET,,,,,,
58893502,2023-09-23T00:30:18.000,2023-09-23T00:46:39.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11103,28-28 STEINWAY STREET,STEINWAY STREET,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T00:46:42.000,01 QUEENS,4006620031,QUEENS,1008093,218078,ONLINE,Unspecified,QUEENS,40.76521799994562,-73.91392714932479,"{'latitude': '40.76521799994562', 'longitude': '-73.91392714932479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28 AVENUE,30 AVENUE,,28 AVENUE,30 AVENUE,STEINWAY STREET,,,,,
58897824,2023-09-23T00:30:12.000,2023-09-23T01:12:33.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11368,49-93 111 STREET,111 STREET,ADDRESS,CORONA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T01:12:37.000,81 QUEENS,,QUEENS,1025084,210968,ONLINE,Unspecified,QUEENS,40.745640734889676,-73.85263318143646,"{'latitude': '40.745640734889676', 'longitude': '-73.85263318143646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",49 AVENUE,50 AVENUE,,49 AVENUE,50 AVENUE,111 STREET,,,,,
58893648,2023-09-23T00:30:08.000,2023-09-23T00:52:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,3505 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T00:53:05.000,09 MANHATTAN,1020900029,MANHATTAN,997744,239982,PHONE,Unspecified,MANHATTAN,40.825360385205165,-73.95124285145732,"{'latitude': '40.825360385205165', 'longitude': '-73.95124285145732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  143 STREET,WEST  144 STREET,,WEST  143 STREET,WEST  144 STREET,BROADWAY,,,,,
58901864,2023-09-23T00:30:03.000,2023-09-23T00:36:30.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10452,1555 GRAND CONCOURSE,GRAND CONCOURSE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T00:36:34.000,04 BRONX,2028360012,BRONX,1008520,246129,ONLINE,Unspecified,BRONX,40.84220908371895,-73.91228428654,"{'latitude': '40.84220908371895', 'longitude': '-73.91228428654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROCKWOOD STREET,HAWKSTONE STREET,,ROCKWOOD STREET,HAWKSTONE STREET,GRAND CONCOURSE,,,,,
58893747,2023-09-23T00:30:02.000,2023-09-23T00:45:51.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11385,2031 GREENE AVENUE,GREENE AVENUE,ADDRESS,RIDGEWOOD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T00:45:56.000,05 QUEENS,4033810061,QUEENS,1009611,197595,MOBILE,Unspecified,QUEENS,40.70899303920293,-73.90852441444875,"{'latitude': '40.70899303920293', 'longitude': '-73.90852441444875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FAIRVIEW AVENUE,GRANDVIEW AVENUE,,FAIRVIEW AVENUE,GRANDVIEW AVENUE,GREENE AVENUE,,,,,
58897605,2023-09-23T00:30:00.000,2023-09-23T02:05:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11693,,,INTERSECTION,QUEENS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-23T02:05:00.000,14 QUEENS,,QUEENS,1035954,152180,UNKNOWN,Unspecified,QUEENS,40.5842242605398,-73.81385512349091,"{'latitude': '40.5842242605398', 'longitude': '-73.81385512349091', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,N/A,BEACH 92 STREET,SHORE FRONT PARKWAY,,,,,,
58899240,2023-09-23T00:29:49.000,2023-09-23T01:00:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10014,183 WEST    4 STREET,WEST    4 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T01:00:57.000,02 MANHATTAN,1005920039,MANHATTAN,983737,206163,ONLINE,Unspecified,MANHATTAN,40.73254646375965,-74.00185101352886,"{'latitude': '40.73254646375965', 'longitude': '-74.00185101352886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JONES STREET,BARROW STREET,,JONES STREET,BARROW STREET,WEST    4 STREET,,,,,
