unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,road_ramp
58809388,2023-09-13T12:58:38.000,2023-11-21T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11231,499 VAN BRUNT STREET,VAN BRUNT STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-11-21T00:00:00.000,06 BROOKLYN,3006120001,BROOKLYN,979675,184935,UNKNOWN,Unspecified,BROOKLYN,40.67427942496448,-74.01649315495911,"{'latitude': '40.67427942496448', 'longitude': '-74.01649315495911', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805045,2023-09-13T12:58:32.000,2023-09-13T13:02:12.000,DHS,Department of Homeless Services,Homeless Person Assistance,,House of Worship,11373,84-07 BROADWAY,BROADWAY,ST JAMES AVENUE,CORONA AVENUE,ST JAMES AVENUE,CORONA AVENUE,ADDRESS,ELMHURST,BROADWAY,Closed,The Department of Homeless Services did not have enough information to act on your request.,2023-09-13T13:02:12.000,04 QUEENS,4015820001,QUEENS,1017956,208842,MOBILE,Unspecified,QUEENS,40.739835442116316,-73.87836821155484,"{'latitude': '40.739835442116316', 'longitude': '-73.87836821155484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808028,2023-09-13T12:58:17.000,2023-09-13T15:58:05.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10075,414 EAST   77 STREET,EAST   77 STREET,1 AVENUE,YORK AVENUE,1 AVENUE,YORK AVENUE,ADDRESS,NEW YORK,EAST   77 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T15:58:10.000,08 MANHATTAN,1014710041,MANHATTAN,997243,220096,PHONE,Unspecified,MANHATTAN,40.770779489552176,-73.95309156499654,"{'latitude': '40.770779489552176', 'longitude': '-73.95309156499654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807939,2023-09-13T12:58:08.000,2023-09-13T13:17:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11106,36-56 34 STREET,34 STREET,36 AVENUE,37 AVENUE,36 AVENUE,37 AVENUE,ADDRESS,ASTORIA,34 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T13:17:17.000,01 QUEENS,4006020056,QUEENS,1004157,214168,MOBILE,Unspecified,QUEENS,40.75449579460322,-73.92814761767998,"{'latitude': '40.75449579460322', 'longitude': '-73.92814761767998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809726,2023-09-13T12:57:58.000,2023-09-19T10:42:01.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10039,2569 7 AVENUE,7 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,10 MANHATTAN,1020160050,MANHATTAN,1001565,239442,PHONE,Unspecified,MANHATTAN,40.82387157504691,-73.93743803419468,"{'latitude': '40.82387157504691', 'longitude': '-73.93743803419468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804490,2023-09-13T12:57:58.000,2023-09-19T10:42:02.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10039,2569 7 AVENUE,7 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,10 MANHATTAN,1020160050,MANHATTAN,1001565,239442,PHONE,Unspecified,MANHATTAN,40.82387157504691,-73.93743803419468,"{'latitude': '40.82387157504691', 'longitude': '-73.93743803419468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809734,2023-09-13T12:57:58.000,2023-09-19T10:42:01.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10039,2569 7 AVENUE,7 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-19T00:00:00.000,10 MANHATTAN,1020160050,MANHATTAN,1001565,239442,PHONE,Unspecified,MANHATTAN,40.82387157504691,-73.93743803419468,"{'latitude': '40.82387157504691', 'longitude': '-73.93743803419468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804504,2023-09-13T12:57:58.000,2023-09-19T10:42:01.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10039,2569 7 AVENUE,7 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,10 MANHATTAN,1020160050,MANHATTAN,1001565,239442,PHONE,Unspecified,MANHATTAN,40.82387157504691,-73.93743803419468,"{'latitude': '40.82387157504691', 'longitude': '-73.93743803419468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804483,2023-09-13T12:57:58.000,2023-09-19T10:42:01.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10039,2569 7 AVENUE,7 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,10 MANHATTAN,1020160050,MANHATTAN,1001565,239442,PHONE,Unspecified,MANHATTAN,40.82387157504691,-73.93743803419468,"{'latitude': '40.82387157504691', 'longitude': '-73.93743803419468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801937,2023-09-13T12:57:58.000,2023-09-19T10:42:01.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10039,2569 7 AVENUE,7 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,10 MANHATTAN,1020160050,MANHATTAN,1001565,239442,PHONE,Unspecified,MANHATTAN,40.82387157504691,-73.93743803419468,"{'latitude': '40.82387157504691', 'longitude': '-73.93743803419468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809705,2023-09-13T12:57:58.000,2023-09-14T13:05:40.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10039,2569 7 AVENUE,7 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-14T00:00:00.000,10 MANHATTAN,1020160050,MANHATTAN,1001565,239442,PHONE,Unspecified,MANHATTAN,40.82387157504691,-73.93743803419468,"{'latitude': '40.82387157504691', 'longitude': '-73.93743803419468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808502,2023-09-13T12:57:38.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10467,96 EAST  208 STREET,EAST  208 STREET,,,,,ADDRESS,BRONX,,Open,"The Department of Housing Preservation and Development was not able to gain access to inspect the conditions. If the conditions still exist and an inspection is required, please contact the borough office with your complaint number at 718 579-6777 (BRONX).",2023-11-21T00:00:00.000,07 BRONX,2033260035,BRONX,1016974,259345,PHONE,Unspecified,BRONX,40.87845571217602,-73.88166566778055,"{'latitude': '40.87845571217602', 'longitude': '-73.88166566778055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808470,2023-09-13T12:57:38.000,2023-09-20T19:48:38.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10467,96 EAST  208 STREET,EAST  208 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,07 BRONX,2033260035,BRONX,1016974,259345,PHONE,Unspecified,BRONX,40.87845571217602,-73.88166566778055,"{'latitude': '40.87845571217602', 'longitude': '-73.88166566778055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809760,2023-09-13T12:57:38.000,2023-09-21T11:43:36.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10467,96 EAST  208 STREET,EAST  208 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,07 BRONX,2033260035,BRONX,1016974,259345,PHONE,Unspecified,BRONX,40.87845571217602,-73.88166566778055,"{'latitude': '40.87845571217602', 'longitude': '-73.88166566778055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809690,2023-09-13T12:57:38.000,2023-09-20T19:48:38.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10467,96 EAST  208 STREET,EAST  208 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-20T00:00:00.000,07 BRONX,2033260035,BRONX,1016974,259345,PHONE,Unspecified,BRONX,40.87845571217602,-73.88166566778055,"{'latitude': '40.87845571217602', 'longitude': '-73.88166566778055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803756,2023-09-13T12:57:31.000,2023-09-20T05:29:17.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11412,183-11 BRINKERHOFF AVENUE,BRINKERHOFF AVENUE,DUNKIRK STREET,MAYVILLE STREET,DUNKIRK STREET,MAYVILLE STREET,ADDRESS,SAINT ALBANS,BRINKERHOFF AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-18T10:04:36.000,12 QUEENS,4103490076,QUEENS,1047476,194685,ONLINE,Unspecified,QUEENS,40.70081624824642,-73.77197541578019,"{'latitude': '40.70081624824642', 'longitude': '-73.77197541578019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801872,2023-09-13T12:57:26.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10459,1140 FOX STREET,FOX STREET,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-13T00:00:00.000,03 BRONX,2027190046,BRONX,1013630,240916,PHONE,Unspecified,BRONX,40.827885391988694,-73.89383876827912,"{'latitude': '40.827885391988694', 'longitude': '-73.89383876827912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801453,2023-09-13T12:57:13.000,2023-09-13T12:58:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T12:58:25.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58810451,2023-09-13T12:57:06.000,2023-09-14T09:15:59.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Drug Store or Pharmacy,Business,11235,3823 NOSTRAND AVENUE,NOSTRAND AVENUE,AVENUE Y,AVENUE Z,AVENUE Y,AVENUE Z,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,The Department of Consumer and Worker Protection (DCWP) determined this issue isn't within its jurisdiction.   You should contact the New York State Education Department's Office of the Professions. Call (800) 442-8106 or visit op.nysed.gov.,2023-09-14T09:16:03.000,15 BROOKLYN,3074460001,BROOKLYN,1000920,154444,PHONE,Unspecified,BROOKLYN,40.59057360119265,-73.93997895637843,"{'latitude': '40.59057360119265', 'longitude': '-73.93997895637843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804245,2023-09-13T12:56:58.000,2023-09-13T14:36:40.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11433,169-10 107 AVENUE,107 AVENUE,169 STREET,170 STREET,169 STREET,170 STREET,ADDRESS,JAMAICA,107 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T14:36:44.000,12 QUEENS,4102440016,QUEENS,1043200,194339,MOBILE,Unspecified,QUEENS,40.69989608042863,-73.78739977660196,"{'latitude': '40.69989608042863', 'longitude': '-73.78739977660196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805002,2023-09-13T12:56:57.000,2023-09-13T13:01:58.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,11206,221 VERNON AVENUE,VERNON AVENUE,THROOP AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE,MARCUS GARVEY BOULEVARD,ADDRESS,BROOKLYN,VERNON AVENUE,Closed,The Department of Homeless Services did not have enough information to act on your request.,2023-09-13T13:01:58.000,03 BROOKLYN,3017570069,BROOKLYN,1000158,192629,MOBILE,Unspecified,BROOKLYN,40.695384581774235,-73.94263252886009,"{'latitude': '40.695384581774235', 'longitude': '-73.94263252886009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805559,2023-09-13T12:56:50.000,2023-09-13T18:55:03.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11223,1666 WEST    2 STREET,WEST    2 STREET,AVENUE P,QUENTIN ROAD,AVENUE P,QUENTIN ROAD,ADDRESS,BROOKLYN,WEST    2 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T18:55:06.000,11 BROOKLYN,3066290034,BROOKLYN,991004,160482,MOBILE,Unspecified,BROOKLYN,40.607159791428636,-73.97567589590369,"{'latitude': '40.607159791428636', 'longitude': '-73.97567589590369', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58815293,2023-09-13T12:56:44.000,2023-09-14T14:05:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11234,1293 EAST   52 STREET,EAST   52 STREET,AVENUE I,AVENUE J,,,ADDRESS,BROOKLYN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-14T14:05:00.000,18 BROOKLYN,3077780007,BROOKLYN,1004801,168342,UNKNOWN,Unspecified,BROOKLYN,40.62871259552354,-73.92596296292075,"{'latitude': '40.62871259552354', 'longitude': '-73.92596296292075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58803785,2023-09-13T12:56:41.000,2023-09-15T10:05:25.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11413,221-11 130 AVENUE,130 AVENUE,221 STREET,222 STREET,221 STREET,222 STREET,ADDRESS,SPRINGFIELD GARDENS,130 AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-14T23:43:00.000,13 QUEENS,4128250506,QUEENS,1054982,188626,ONLINE,Unspecified,QUEENS,40.6841289506772,-73.74496878912909,"{'latitude': '40.6841289506772', 'longitude': '-73.74496878912909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802813,2023-09-13T12:56:38.000,2023-09-13T13:00:52.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11419,120-12 ATLANTIC AVENUE,ATLANTIC AVENUE,120 STREET,121 STREET,120 STREET,121 STREET,ADDRESS,SOUTH RICHMOND HILL,ATLANTIC AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T13:00:57.000,09 QUEENS,,QUEENS,1032300,192300,MOBILE,Unspecified,QUEENS,40.694365409224716,-73.8267245126508,"{'latitude': '40.694365409224716', 'longitude': '-73.8267245126508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800227,2023-09-13T12:56:28.000,2023-09-13T13:37:58.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10013,151 WORTH STREET,WORTH STREET,CENTRE STREET,HAMILL PLACE,CENTRE STREET,HAMILL PLACE,ADDRESS,NEW YORK,WORTH STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T13:38:03.000,01 MANHATTAN,1001660027,MANHATTAN,983766,199770,MOBILE,Unspecified,MANHATTAN,40.71499922935064,-74.00174591557867,"{'latitude': '40.71499922935064', 'longitude': '-74.00174591557867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808902,2023-09-13T12:56:20.000,2023-09-13T13:32:33.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10001,281 11 AVENUE,11 AVENUE,WEST   28 STREET,WEST   29 STREET,WEST   28 STREET,WEST   29 STREET,ADDRESS,NEW YORK,11 AVENUE,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-13T13:32:38.000,04 MANHATTAN,1006740001,MANHATTAN,982958,213294,PHONE,Unspecified,MANHATTAN,40.75211920121306,-74.00466318157565,"{'latitude': '40.75211920121306', 'longitude': '-74.00466318157565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807567,2023-09-13T12:56:20.000,2023-09-13T13:46:13.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10001,281 11 AVENUE,11 AVENUE,WEST 28 STREET,WEST 29 STREET,WEST   28 STREET,WEST   29 STREET,ADDRESS,NEW YORK,11 AVENUE,Closed,"Based on the information you provided, the Department of Homeless Services has referred this request to the New York City Police Department.",2023-09-13T13:46:13.000,04 MANHATTAN,1006740001,MANHATTAN,982958,213294,PHONE,Unspecified,MANHATTAN,40.75211920121306,-74.00466318157565,"{'latitude': '40.75211920121306', 'longitude': '-74.00466318157565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807341,2023-09-13T12:56:13.000,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,11378,72-20 CALDWELL AVENUE,CALDWELL AVENUE,72 STREET,74 STREET,72 STREET,74 STREET,ADDRESS,MASPETH,CALDWELL AVENUE,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-11-17T11:30:32.000,05 QUEENS,4028350179,QUEENS,1015109,203353,MOBILE,Unspecified,QUEENS,40.7247798889883,-73.88866708574339,"{'latitude': '40.7247798889883', 'longitude': '-73.88866708574339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58816411,2023-09-13T12:56:08.000,2023-09-14T13:45:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11234,1271 EAST   72 STREET,EAST   72 STREET,AVENUE L,AVENUE M,,,ADDRESS,BROOKLYN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-14T13:45:00.000,18 BROOKLYN,3083590007,BROOKLYN,1008511,167149,UNKNOWN,Unspecified,BROOKLYN,40.62542867925574,-73.9126016124489,"{'latitude': '40.62542867925574', 'longitude': '-73.9126016124489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58809016,2023-09-13T12:56:03.000,2023-09-13T14:33:32.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11222,332 DRIGGS AVENUE,DRIGGS AVENUE,MANHATTAN AVENUE,LORIMER STREET,MANHATTAN AVENUE,LORIMER STREET,ADDRESS,BROOKLYN,DRIGGS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T14:33:35.000,01 BROOKLYN,3026790042,BROOKLYN,997961,202246,MOBILE,Unspecified,BROOKLYN,40.721784642253326,-73.95053577066717,"{'latitude': '40.721784642253326', 'longitude': '-73.95053577066717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802243,2023-09-13T12:55:50.000,2023-09-13T12:55:50.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11412,117-27 196 STREET,196 STREET,LINDEN BOULEVARD,118 AVENUE,LINDEN BOULEVARD,118 AVENUE,ADDRESS,SAINT ALBANS,196 STREET,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-13T12:55:50.000,12 QUEENS,4126170033,QUEENS,1052008,191735,PHONE,Unspecified,QUEENS,40.692685674517136,-73.75566051496955,"{'latitude': '40.692685674517136', 'longitude': '-73.75566051496955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806434,2023-09-13T12:55:39.000,2023-09-20T11:23:56.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Street Not Swept,Street,11213,575 HERKIMER STREET,HERKIMER STREET,HATTIE JONES PLACE,JEWELL MCKOY LANE,HATTIE JONES PLACE,JEWELL MCKOY LANE,ADDRESS,BROOKLYN,HERKIMER STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-14T10:33:26.000,03 BROOKLYN,3017000062,BROOKLYN,1002550,186588,PHONE,Unspecified,BROOKLYN,40.67879880309846,-73.93402290349258,"{'latitude': '40.67879880309846', 'longitude': '-73.93402290349258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807595,2023-09-13T12:55:38.000,2023-09-13T23:05:12.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10036,700 EIGHTH AVENUE,EIGHTH AVENUE,WEST   44 STREET,WEST   45 STREET,WEST   44 STREET,WEST   45 STREET,ADDRESS,NEW YORK,8 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T23:05:15.000,05 MANHATTAN,1010167501,MANHATTAN,987370,215678,MOBILE,Unspecified,MANHATTAN,40.75866221848322,-73.98873795996684,"{'latitude': '40.75866221848322', 'longitude': '-73.98873795996684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58818711,2023-09-13T12:55:38.000,2023-09-14T11:50:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11212,,,,,KINGS HIGHWAY,REMSEN AVENUE,INTERSECTION,BROOKLYN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-14T11:50:00.000,17 BROOKLYN,,BROOKLYN,1005891,177785,UNKNOWN,Unspecified,BROOKLYN,40.65462899830547,-73.92200584081854,"{'latitude': '40.65462899830547', 'longitude': '-73.92200584081854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58807263,2023-09-13T12:55:38.000,2023-11-14T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10457,2001 ARTHUR AVENUE,ARTHUR AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-14T00:00:00.000,06 BRONX,2030680033,BRONX,1013909,248024,UNKNOWN,Unspecified,BRONX,40.847393843224864,-73.89279920326996,"{'latitude': '40.847393843224864', 'longitude': '-73.89279920326996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58804107,2023-09-13T12:55:38.000,2023-09-13T13:19:02.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10013,85 CENTRE STREET,CENTRE STREET,WORTH STREET,HOGAN PLACE,WORTH STREET,HOGAN PLACE,ADDRESS,NEW YORK,CENTRE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T13:19:05.000,01 MANHATTAN,1001680032,MANHATTAN,983731,199955,MOBILE,Unspecified,MANHATTAN,40.71550700812575,-74.00187218406727,"{'latitude': '40.71550700812575', 'longitude': '-74.00187218406727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802831,2023-09-13T12:55:36.000,2023-09-13T13:37:33.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11210,2840 BEDFORD AVENUE,BEDFORD AVENUE,GLENWOOD ROAD,CAMPUS ROAD,GLENWOOD ROAD,CAMPUS ROAD,ADDRESS,BROOKLYN,BEDFORD AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T13:37:38.000,14 BROOKLYN,3075520047,BROOKLYN,997309,169985,MOBILE,Unspecified,BROOKLYN,40.63323649513638,-73.95295045786843,"{'latitude': '40.63323649513638', 'longitude': '-73.95295045786843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801568,2023-09-13T12:55:31.000,2023-09-13T12:55:31.000,DOB,Department of Buildings,Building/Use,Zoning - Non-Conforming/Illegal Vehicle Storage,,11378,52-27 73 STREET,73 STREET,,,,,ADDRESS,MASPETH,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-13T00:00:00.000,05 QUEENS,4024870004,QUEENS,1014631,206333,UNKNOWN,Unspecified,QUEENS,40.73296090948688,-73.89037815504365,"{'latitude': '40.73296090948688', 'longitude': '-73.89037815504365', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
