unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58947064,2023-09-28T14:09:55.000,2023-10-07T11:46:49.000,DSNY,Department of Sanitation,Litter Basket Request,Replacement Basket,Street,11249,140 KENT AVENUE,KENT AVENUE,ADDRESS,BROOKLYN,Closed,The location does not meet the criteria for Litter Basket placement.,2023-10-06T04:07:51.000,01 BROOKLYN,,BROOKLYN,994736,201562,PHONE,Unspecified,BROOKLYN,40.719911638,-73.96217144476869,"{'latitude': '40.719911638', 'longitude': '-73.96217144476869', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NORTH    7 STREET,NORTH    6 STREET,NORTH    7 STREET,NORTH    6 STREET,KENT AVENUE,,,,,,,
58948655,2023-09-28T14:09:21.000,2023-09-28T16:34:29.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,10036,235 WEST   46 STREET,WEST   46 STREET,ADDRESS,NEW YORK,Closed,See notes for information.,2023-09-28T16:34:32.000,05 MANHATTAN,,MANHATTAN,988032,215849,UNKNOWN,Unspecified,MANHATTAN,40.75913131133525,-73.98634828992772,"{'latitude': '40.75913131133525', 'longitude': '-73.98634828992772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,WEST   46 STREET,"235 WEST   46 STREET, MANHATTAN (NEW YORK), NY, 10036",,,,,,
58951873,2023-09-28T14:09:20.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10001,99 WEST   32 STREET,WEST   32 STREET,ADDRESS,NEW YORK,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-20T11:00:40.000,05 MANHATTAN,,MANHATTAN,987400,211971,ONLINE,Unspecified,MANHATTAN,40.74848743353451,-73.98863140772788,"{'latitude': '40.74848743353451', 'longitude': '-73.98863140772788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,AVENUE OF THE AMERICAS,BROADWAY,AVENUE OF THE AMERICAS,WEST   32 STREET,"99 WEST   32 STREET, MANHATTAN (NEW YORK), NY, 10001",,,,,,
58948741,2023-09-28T14:08:57.000,2023-09-30T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,10460,932 BRONX PARK SOUTH,BRONX PARK SOUTH,ADDRESS,BRONX,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-30T00:00:00.000,06 BRONX,2031290015,BRONX,1017449,247472,UNKNOWN,Unspecified,BRONX,40.845866166792334,-73.88000681945161,"{'latitude': '40.845866166792334', 'longitude': '-73.88000681945161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,,,,
58946907,2023-09-28T14:08:34.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10001,1192 BROADWAY,BROADWAY,ADDRESS,NEW YORK,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-20T10:44:35.000,05 MANHATTAN,1008300054,MANHATTAN,987400,210980,ONLINE,Unspecified,MANHATTAN,40.74576738748929,-73.9886318718886,"{'latitude': '40.74576738748929', 'longitude': '-73.9886318718886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   28 STREET,WEST   29 STREET,WEST   28 STREET,WEST   29 STREET,BROADWAY,"1192 BROADWAY, MANHATTAN (NEW YORK), NY, 10001",,,,,,
58950349,2023-09-28T14:08:27.000,2023-11-01T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11373,83-30 VIETOR AVENUE,VIETOR AVENUE,ADDRESS,ELMHURST,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-11-01T00:00:00.000,04 QUEENS,4015180009,QUEENS,1017049,209876,UNKNOWN,Unspecified,QUEENS,40.7426769223858,-73.88163617440537,"{'latitude': '40.7426769223858', 'longitude': '-73.88163617440537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58953522,2023-09-28T14:08:19.000,2023-10-27T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,10312,56 VAN ALLEN AVENUE,VAN ALLEN AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-10-27T00:00:00.000,03 STATEN ISLAND,5056800168,STATEN ISLAND,934819,141665,UNKNOWN,Unspecified,STATEN ISLAND,40.55537566096986,-74.17788476416706,"{'latitude': '40.55537566096986', 'longitude': '-74.17788476416706', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58952327,2023-09-28T14:08:19.000,2023-09-28T14:23:46.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11369,32-18 86 STREET,86 STREET,ADDRESS,EAST ELMHURST,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T14:23:45.000,03 QUEENS,,QUEENS,1016960,215255,PHONE,Unspecified,QUEENS,40.75744123621489,-73.88193118992385,"{'latitude': '40.75744123621489', 'longitude': '-73.88193118992385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,86 STREET,,,,,,,
58946714,2023-09-28T14:08:16.000,2023-09-29T11:03:38.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11204,1673 64 STREET,64 STREET,ADDRESS,BROOKLYN,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-29T07:02:04.000,11 BROOKLYN,3055380056,BROOKLYN,986288,165748,PHONE,Unspecified,BROOKLYN,40.621616213017575,-73.9926586822195,"{'latitude': '40.621616213017575', 'longitude': '-73.9926586822195', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",16 AVENUE,17 AVENUE,16 AVENUE,17 AVENUE,64 STREET,,,,,,,
58951936,2023-09-28T14:08:16.000,2023-10-07T11:44:59.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11211,204 NORTH    8 STREET,NORTH    8 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation cleaned the location.,2023-10-03T23:44:31.000,01 BROOKLYN,,BROOKLYN,996573,200644,ONLINE,Unspecified,BROOKLYN,40.717389580847026,-73.95554609460349,"{'latitude': '40.717389580847026', 'longitude': '-73.95554609460349', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DRIGGS AVENUE,ROEBLING STREET,DRIGGS AVENUE,ROEBLING STREET,NORTH    8 STREET,,,,,,,
58950929,2023-09-28T14:08:16.000,2023-09-28T14:08:16.000,DOB,Department of Buildings,General Construction/Plumbing,Curb Cut/Driveway/Carport - Illegal,,11106,32-01 34 AVENUE,34 AVENUE,ADDRESS,ASTORIA,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-28T00:00:00.000,01 QUEENS,4006120001,QUEENS,1004660,215899,UNKNOWN,Unspecified,QUEENS,40.75924579967588,-73.92632683415685,"{'latitude': '40.75924579967588', 'longitude': '-73.92632683415685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58955734,2023-09-28T14:08:15.000,2023-10-11T13:15:12.000,DSNY,Department of Sanitation,Dumpster Complaint,Blocking Sidewalk or Street,Street,10018,110 WEST   38 STREET,WEST   38 STREET,ADDRESS,NEW YORK,Unspecified,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T11:12:31.000,05 MANHATTAN,,MANHATTAN,987984,213451,ONLINE,Unspecified,MANHATTAN,40.75254943243239,-73.98652288504535,"{'latitude': '40.75254943243239', 'longitude': '-73.98652288504535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE OF THE AMERICAS,BROADWAY,AVENUE OF THE AMERICAS,BROADWAY,WEST   38 STREET,,,,,,,
58950990,2023-09-28T14:08:06.000,2023-09-28T17:51:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11418,87-12 132 STREET,132 STREET,ADDRESS,RICHMOND HILL,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T17:51:03.000,09 QUEENS,,QUEENS,1034023,195035,ONLINE,Unspecified,QUEENS,40.70186280859578,-73.82049092261076,"{'latitude': '40.70186280859578', 'longitude': '-73.82049092261076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAMAICA AVENUE,88 AVENUE,JAMAICA AVENUE,88 AVENUE,132 STREET,,,,,,,
58950877,2023-09-28T14:08:00.000,2023-10-04T14:30:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11217,65 4 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-04T14:30:00.000,06 BROOKLYN,3009320007,BROOKLYN,989861,187836,ONLINE,Unspecified,BROOKLYN,40.68224141747912,-73.97976958644483,"{'latitude': '40.68224141747912', 'longitude': '-73.97976958644483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BERGEN ST,ST MARKS PL,,,,,N/A,,,,,
58948965,2023-09-28T14:07:53.000,,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,11205,204 CLINTON AVENUE,CLINTON AVENUE,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-28T00:00:00.000,02 BROOKLYN,3019010001,BROOKLYN,992962,191370,PHONE,Unspecified,BROOKLYN,40.691938927953636,-73.96858438799354,"{'latitude': '40.691938927953636', 'longitude': '-73.96858438799354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58950238,2023-09-28T14:07:47.000,2023-10-23T08:34:09.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10461,1505 WATERSTONE DRIVE,WATERSTONE DRIVE,ADDRESS,BRONX,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-23T00:00:00.000,10 BRONX,2054040226,BRONX,1032038,247007,PHONE,Unspecified,BRONX,40.844522977488324,-73.82728033223444,"{'latitude': '40.844522977488324', 'longitude': '-73.82728033223444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58948320,2023-09-28T14:07:43.000,2023-10-02T12:08:35.000,DSNY,Department of Sanitation,Litter Basket Request,Replacement Basket,Street,11205,CLERMONT AVENUE,CLERMONT AVENUE,INTERSECTION,,Closed,A Litter Basket was placed at the location.,2023-10-02T12:08:31.000,02 BROOKLYN,,BROOKLYN,992417,191247,PHONE,Unspecified,BROOKLYN,40.69160184106566,-73.97054981571705,"{'latitude': '40.69160184106566', 'longitude': '-73.97054981571705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CLERMONT AVENUE,WILLOUGHBY AVENUE,CLERMONT AVENUE,WILLOUGHBY AVENUE,,,,,,,,
58950750,2023-09-28T14:07:35.000,2023-09-28T19:01:14.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11378,58-77 57 STREET,57 STREET,ADDRESS,MASPETH,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-28T19:01:19.000,05 QUEENS,4026220125,QUEENS,1008612,201125,PHONE,Unspecified,QUEENS,40.71868484899326,-73.91211496993834,"{'latitude': '40.71868484899326', 'longitude': '-73.91211496993834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GRAND AVENUE,58 DRIVE,GRAND AVENUE,58 DRIVE,57 STREET,,,,,,,
58947320,2023-09-28T14:07:18.000,2023-09-28T15:02:22.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10002,151 SUFFOLK STREET,SUFFOLK STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T15:02:26.000,03 MANHATTAN,1003550070,MANHATTAN,988341,201835,MOBILE,Unspecified,MANHATTAN,40.72066622588751,-73.9852414297582,"{'latitude': '40.72066622588751', 'longitude': '-73.9852414297582', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STANTON STREET,EAST HOUSTON STREET,STANTON STREET,EAST HOUSTON STREET,SUFFOLK STREET,,,,,,,
58954023,2023-09-28T14:06:42.000,2023-09-28T18:13:56.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11222,221 KENT STREET,KENT STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T18:13:59.000,01 BROOKLYN,,BROOKLYN,997752,205680,ONLINE,Unspecified,BROOKLYN,40.73121045677202,-73.9512828754887,"{'latitude': '40.73121045677202', 'longitude': '-73.9512828754887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MCGUINNESS BOULEVARD,PROVOST STREET,MCGUINNESS BOULEVARD,PROVOST STREET,KENT STREET,,,,,,,
58954652,2023-09-28T14:06:41.000,2023-09-28T14:33:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11356,12-40 BEECH COURT,BEECH COURT,ADDRESS,COLLEGE POINT,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T14:33:09.000,07 QUEENS,,QUEENS,1026640,225858,MOBILE,Unspecified,QUEENS,40.78650254698386,-73.84692380116678,"{'latitude': '40.78650254698386', 'longitude': '-73.84692380116678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEND,,BEND,,BEECH COURT CIRCLE,,,,,,,
58951681,2023-09-28T14:06:10.000,2023-10-16T13:40:16.000,DOT,Department of Transportation,Street Condition,Line/Marking - After Repaving,Vehicle Lane,11249,221 NORTH   14 STREET,NORTH   14 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-16T13:40:20.000,01 BROOKLYN,3026390009,BROOKLYN,996685,202577,ONLINE,Unspecified,BROOKLYN,40.722695042781446,-73.95513849548917,"{'latitude': '40.722695042781446', 'longitude': '-73.95513849548917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WYTHE AVENUE,BERRY STREET,WYTHE AVENUE,BERRY STREET,NORTH   14 STREET,,,,,,,
58949140,2023-09-28T14:05:56.000,2023-09-28T15:05:58.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11222,293 MCGUINNESS BOULEVARD,MCGUINNESS BOULEVARD,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T15:06:01.000,01 BROOKLYN,3025410033,BROOKLYN,997564,206036,ONLINE,Unspecified,BROOKLYN,40.73218787429788,-73.95196050148951,"{'latitude': '40.73218787429788', 'longitude': '-73.95196050148951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAVA STREET,INDIA STREET,JAVA STREET,INDIA STREET,MCGUINNESS BOULEVARD,,,,,,,
58948399,2023-09-28T14:05:53.000,2023-10-29T00:02:18.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,"Bodega, Deli, or Convenience Store",Business,10467,3294 HULL AVENUE,HULL AVENUE,ADDRESS,BRONX,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-29T00:02:22.000,07 BRONX,,BRONX,1018911,258628,PHONE,Unspecified,BRONX,40.87648037643658,-73.8746649374504,"{'latitude': '40.87648037643658', 'longitude': '-73.8746649374504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  207 STREET,EAST  209 STREET,EAST  207 STREET,EAST  209 STREET,HULL AVENUE,,,,,,,
58948595,2023-09-28T14:05:41.000,2023-09-28T14:30:23.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10314,985 RICHMOND AVENUE,RICHMOND AVENUE,ADDRESS,STATEN ISLAND,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T14:30:25.000,01 STATEN ISLAND,5014790001,STATEN ISLAND,942765,166254,PHONE,Unspecified,STATEN ISLAND,40.62290818258825,-74.14944092770712,"{'latitude': '40.62290818258825', 'longitude': '-74.14944092770712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MONSEY PLACE,VEDDER AVENUE,MONSEY PLACE,VEDDER AVENUE,RICHMOND AVENUE,,,,,,,
59006923,2023-09-28T14:05:39.000,2023-09-29T10:29:21.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10025,2621 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-29T10:29:26.000,07 MANHATTAN,1018710010,MANHATTAN,992470,229535,MOBILE,Unspecified,MANHATTAN,40.79669275814458,-73.97031190493341,"{'latitude': '40.79669275814458', 'longitude': '-73.97031190493341', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   99 STREET,WEST  100 STREET,WEST   99 STREET,WEST  100 STREET,BROADWAY,,,,,,,
58953550,2023-09-28T14:05:30.000,2023-09-28T18:57:31.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11355,45-06 ROBINSON STREET,ROBINSON STREET,ADDRESS,FLUSHING,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T18:57:34.000,07 QUEENS,4052010008,QUEENS,1034465,213694,PHONE,Unspecified,QUEENS,40.75307460877416,-73.8187575942519,"{'latitude': '40.75307460877416', 'longitude': '-73.8187575942519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",45 AVENUE,HOLLY AVENUE,45 AVENUE,HOLLY AVENUE,ROBINSON STREET,,,,,,,
58947862,2023-09-28T14:05:17.000,2023-09-28T15:05:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11222,293 MCGUINNESS BOULEVARD,MCGUINNESS BOULEVARD,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T15:05:28.000,01 BROOKLYN,,BROOKLYN,997564,206036,ONLINE,Unspecified,BROOKLYN,40.73218787429788,-73.95196050148951,"{'latitude': '40.73218787429788', 'longitude': '-73.95196050148951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JAVA STREET,INDIA STREET,JAVA STREET,INDIA STREET,MCGUINNESS BOULEVARD,,,,,,,
58947485,2023-09-28T14:05:15.000,2023-09-29T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Working Contrary To Stop Work Order,,11414,100-20 159 AVENUE,159 AVENUE,ADDRESS,HOWARD BEACH,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-29T00:00:00.000,10 QUEENS,4141800010,QUEENS,1030559,179827,UNKNOWN,Unspecified,QUEENS,40.660139185641505,-73.83308850933759,"{'latitude': '40.660139185641505', 'longitude': '-73.83308850933759', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58952973,2023-09-28T14:05:10.000,2023-10-04T11:59:38.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11101,47-37 38 STREET,38 STREET,ADDRESS,LONG ISLAND CITY,Closed,The Department of Transportation contacted the customer and resolved the service request or provided the information requested.,2023-10-04T11:59:43.000,02 QUEENS,4002270016,QUEENS,1004293,209221,PHONE,Unspecified,QUEENS,40.74091722079835,-73.9276714824724,"{'latitude': '40.74091722079835', 'longitude': '-73.9276714824724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",47 AVENUE,48 AVENUE,47 AVENUE,48 AVENUE,38 STREET,,,,,,,
58954846,2023-09-28T14:05:07.000,2023-09-28T17:43:55.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204,1949 63 STREET,63 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T17:43:58.000,11 BROOKLYN,,BROOKLYN,988203,164564,ONLINE,Unspecified,BROOKLYN,40.61836573204704,-73.98576113047079,"{'latitude': '40.61836573204704', 'longitude': '-73.98576113047079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19 AVENUE,20 AVENUE,19 AVENUE,20 AVENUE,63 STREET,,,,,,,
58945921,2023-09-28T14:05:00.000,2023-10-01T14:00:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,10023,113 WEST   60 STREET,WEST   60 STREET,ADDRESS,NEW YORK,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-10-01T14:00:00.000,07 MANHATTAN,1011320020,MANHATTAN,988412,219860,ONLINE,Unspecified,MANHATTAN,40.77014029990866,-73.98497413805218,"{'latitude': '40.77014029990866', 'longitude': '-73.98497413805218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COLUMBUS AVE,AMSTERDAM AVE,,,,,,,,,,
58950135,2023-09-28T14:04:58.000,2023-10-23T08:34:17.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11358,158-17 SANFORD AVENUE,SANFORD AVENUE,ADDRESS,FLUSHING,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-23T00:00:00.000,07 QUEENS,4053310001,QUEENS,1037596,216560,PHONE,Unspecified,QUEENS,40.760922693402385,-73.80743408358278,"{'latitude': '40.760922693402385', 'longitude': '-73.80743408358278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58946427,2023-09-28T14:04:58.000,2023-10-23T08:34:17.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11358,158-17 SANFORD AVENUE,SANFORD AVENUE,ADDRESS,FLUSHING,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-23T00:00:00.000,07 QUEENS,4053310001,QUEENS,1037596,216560,PHONE,Unspecified,QUEENS,40.760922693402385,-73.80743408358278,"{'latitude': '40.760922693402385', 'longitude': '-73.80743408358278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58949332,2023-09-28T14:04:55.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Worker Activity,Mobile Food Vendor,11201,30 WASHINGTON STREET,WASHINGTON STREET,ADDRESS,BROOKLYN,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-29T10:05:25.000,02 BROOKLYN,3000270040,BROOKLYN,987142,195592,MOBILE,Unspecified,BROOKLYN,40.70353115007899,-73.9895695882966,"{'latitude': '40.70353115007899', 'longitude': '-73.9895695882966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PLYMOUTH STREET,WATER STREET,PLYMOUTH STREET,WATER STREET,WASHINGTON STREET,,,,,,,
58952958,2023-09-28T14:04:37.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,10014,99 GANSEVOORT STREET,GANSEVOORT STREET,ADDRESS,NEW YORK,In Progress,,,02 MANHATTAN,1006440005,MANHATTAN,981765,208655,ONLINE,Unspecified,MANHATTAN,40.73938605430032,-74.00896733101109,"{'latitude': '40.73938605430032', 'longitude': '-74.00896733101109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HIGH LINE,10 AVENUE,HIGH LINE,10 AVENUE,GANSEVOORT STREET,,,,,,,
58948164,2023-09-28T14:04:37.000,2023-11-21T09:21:53.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10003,865 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Closed,A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.,2023-11-21T09:21:55.000,05 MANHATTAN,1008460057,MANHATTAN,986958,207968,ONLINE,Unspecified,MANHATTAN,40.737500344097555,-73.99022823133556,"{'latitude': '40.737500344097555', 'longitude': '-73.99022823133556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   17 STREET,EAST   18 STREET,EAST   17 STREET,EAST   18 STREET,BROADWAY,"865 BROADWAY, MANHATTAN (NEW YORK), NY, 10003",,,,,,
58946981,2023-09-28T14:04:31.000,2023-10-14T11:20:12.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11239,ERSKINE STREET,ERSKINE STREET,INTERSECTION,,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-10-14T11:20:16.000,05 BROOKLYN,,BROOKLYN,1020811,178641,PHONE,Unspecified,BROOKLYN,40.65692949636843,-73.868229587981,"{'latitude': '40.65692949636843', 'longitude': '-73.868229587981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ERSKINE STREET,SCHROEDERS AVENUE,ERSKINE STREET,SCHROEDERS AVENUE,,,,,,,,
58949957,2023-09-28T14:04:18.000,2023-09-28T14:29:37.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10454,530 EAST  137 STREET,EAST  137 STREET,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T14:29:43.000,01 BRONX,2022630019,BRONX,1006829,233052,ONLINE,Unspecified,BRONX,40.806320932699876,-73.91843983606847,"{'latitude': '40.806320932699876', 'longitude': '-73.91843983606847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOK AVENUE,ST ANNS AVENUE,BROOK AVENUE,ST ANNS AVENUE,EAST  137 STREET,,,,,,,
