unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,taxi_pick_up_location,facility_type,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction,due_date
58948526,2023-09-28T07:11:38.000,2023-09-28T15:14:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10026,1390 5 AVENUE,5 AVENUE,EAST  112 STREET,EAST  115 STREET,EAST  112 STREET,EAST  115 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T15:14:54.000,10 MANHATTAN,MANHATTAN,998837,230565,ONLINE,Unspecified,MANHATTAN,40.79951161063224,-73.94731403906428,"{'latitude': '40.79951161063224', 'longitude': '-73.94731403906428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1015960001,,,,,,,
58955503,2023-09-28T07:10:54.000,2023-10-02T13:10:50.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,10022,1 AVENUE,1 AVENUE,1 AVENUE,EAST   53 STREET,1 AVENUE,EAST   53 STREET,INTERSECTION,,,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-10-02T13:10:55.000,06 MANHATTAN,MANHATTAN,994006,214621,PHONE,Unspecified,MANHATTAN,40.75575619139446,-73.96478600260775,"{'latitude': '40.75575619139446', 'longitude': '-73.96478600260775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58947527,2023-09-28T07:10:28.000,2023-09-28T09:41:33.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11373,92-04 48 AVENUE,48 AVENUE,92 STREET,93 STREET,92 STREET,93 STREET,ADDRESS,ELMHURST,48 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T09:41:36.000,04 QUEENS,QUEENS,1019719,209599,PHONE,Unspecified,QUEENS,40.741906321753035,-73.872002250409,"{'latitude': '40.741906321753035', 'longitude': '-73.872002250409', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4018630059,,,,,,,
58947407,2023-09-28T07:10:16.000,2023-09-28T08:44:22.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11433,109-14 GUY R BREWER BOULEVARD,GUY R BREWER BOULEVARD,109 AVENUE,110 AVENUE,109 AVENUE,110 AVENUE,ADDRESS,JAMAICA,GUY R BREWER BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T08:44:24.000,12 QUEENS,QUEENS,1042537,192401,PHONE,Unspecified,QUEENS,40.694581128525925,-73.78980761469374,"{'latitude': '40.694581128525925', 'longitude': '-73.78980761469374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58948005,2023-09-28T07:09:51.000,2023-10-02T15:07:44.000,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,1-2 Family Dwelling,11419,101-23 121 STREET,121 STREET,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,ADDRESS,SOUTH RICHMOND HILL,121 STREET,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-28T07:09:51.000,09 QUEENS,QUEENS,1033130,190791,PHONE,Unspecified,QUEENS,40.69021901583526,-73.82374236590026,"{'latitude': '40.69021901583526', 'longitude': '-73.82374236590026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4094890067,,,,,,,
58949243,2023-09-28T07:09:46.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11210,633 EAST   29 STREET,EAST   29 STREET,FARRAGUT ROAD,FLATBUSH AVENUE,FARRAGUT ROAD,FLATBUSH AVENUE,ADDRESS,BROOKLYN,EAST   29 STREET,In Progress,,,14 BROOKLYN,BROOKLYN,998434,170754,PHONE,Unspecified,BROOKLYN,40.63534550651274,-73.94889564268581,"{'latitude': '40.63534550651274', 'longitude': '-73.94889564268581', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58950962,2023-09-28T07:09:30.000,2023-09-28T15:02:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11434,163-01 ROCKAWAY BOULEVARD,ROCKAWAY BOULEVARD,145 DRIVE,146 AVENUE,145 DRIVE,146 AVENUE,ADDRESS,JAMAICA,ROCKAWAY BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T15:02:09.000,13 QUEENS,QUEENS,1046502,180472,ONLINE,Unspecified,QUEENS,40.66181182732262,-73.77561943179649,"{'latitude': '40.66181182732262', 'longitude': '-73.77561943179649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58947098,2023-09-28T07:09:28.000,2023-09-29T15:41:27.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11216,1205 FULTON STREET,FULTON STREET,BEDFORD AVENUE,ARLINGTON PLACE,BEDFORD AVENUE,ARLINGTON PLACE,ADDRESS,BROOKLYN,FULTON STREET,Closed,The Department of Sanitation removed the items.,2023-09-29T07:30:59.000,03 BROOKLYN,BROOKLYN,997259,187251,ONLINE,Unspecified,BROOKLYN,40.68062794450431,-73.95309729233743,"{'latitude': '40.68062794450431', 'longitude': '-73.95309729233743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58953642,2023-09-28T07:09:00.000,2023-09-28T07:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,10 AVE,WEST 23RD ST,INTERSECTION,,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-28T07:20:00.000,Unspecified BROOKLYN,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,,N/A,,,,,
58952155,2023-09-28T07:08:55.000,2023-09-28T07:27:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11219,981 52 STREET,52 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,BROOKLYN,52 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T07:27:52.000,12 BROOKLYN,BROOKLYN,983951,171613,MOBILE,Unspecified,BROOKLYN,40.63771463001025,-74.00107732264956,"{'latitude': '40.63771463001025', 'longitude': '-74.00107732264956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58952983,2023-09-28T07:08:47.000,,DOT,Department of Transportation,Street Sign - Dangling,Other/Unknown,Street,11377,QUEENS BOULEVARD,QUEENS BOULEVARD,70 STREET,QUEENS BOULEVARD,70 STREET,QUEENS BOULEVARD,INTERSECTION,,,In Progress,This request required re-assignment to a new DOT unit.,2023-09-28T08:32:56.000,02 QUEENS,QUEENS,1013560,208884,MOBILE,Unspecified,QUEENS,40.73996638301459,-73.89423145890211,"{'latitude': '40.73996638301459', 'longitude': '-73.89423145890211', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58955659,2023-09-28T07:08:47.000,2023-09-29T12:15:19.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10012,151 BLEECKER STREET,BLEECKER STREET,LA GUARDIA PLACE,THOMPSON STREET,LA GUARDIA PLACE,THOMPSON STREET,ADDRESS,NEW YORK,BLEECKER STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-29T12:15:23.000,02 MANHATTAN,MANHATTAN,984400,204625,ONLINE,Unspecified,MANHATTAN,40.72832504382953,-73.99945880225974,"{'latitude': '40.72832504382953', 'longitude': '-73.99945880225974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58951329,2023-09-28T07:08:39.000,2023-09-28T07:21:20.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10039,2627 7 AVENUE,7 AVENUE,WEST  151 STREET,WEST  152 STREET,WEST  151 STREET,WEST  152 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T07:21:22.000,10 MANHATTAN,MANHATTAN,1001908,240059,MOBILE,Unspecified,MANHATTAN,40.825564385288885,-73.93619709499521,"{'latitude': '40.825564385288885', 'longitude': '-73.93619709499521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58953875,2023-09-28T07:08:14.000,2023-09-29T09:39:25.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11432,175-21 88 AVENUE,88 AVENUE,,,,,ADDRESS,JAMAICA,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-29T00:00:00.000,12 QUEENS,QUEENS,1043292,198419,ONLINE,Unspecified,QUEENS,40.71109407264944,-73.78703221090498,"{'latitude': '40.71109407264944', 'longitude': '-73.78703221090498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4098340056,,,,,,,
58947696,2023-09-28T07:08:09.000,2023-09-28T20:01:16.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10453,1935 ANDREWS AVENUE SOUTH,ANDREWS AVENUE SOUTH,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-28T00:00:00.000,05 BRONX,BRONX,1008270,250703,MOBILE,Unspecified,BRONX,40.85476404106124,-73.91317144035295,"{'latitude': '40.85476404106124', 'longitude': '-73.91317144035295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032210074,,,,,,,
58952132,2023-09-28T07:08:07.000,2023-09-28T13:00:11.000,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,10011,425 WEST   23 STREET,WEST   23 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   23 STREET,Closed,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-09-28T13:00:16.000,04 MANHATTAN,MANHATTAN,983631,211387,ONLINE,Unspecified,MANHATTAN,40.746885039741464,-74.00223396486841,"{'latitude': '40.746885039741464', 'longitude': '-74.00223396486841', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1007210007,,,,,,,
58945941,2023-09-28T07:08:00.000,2023-10-01T08:55:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Defective (WC2),,10461,1025 ESPLANADE,ESPLANADE,PAULDING AVE,HONE AVE,,,ADDRESS,BRONX,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-10-01T08:55:00.000,11 BRONX,BRONX,1023099,250853,ONLINE,Unspecified,BRONX,40.85512294839281,-73.85956611953316,"{'latitude': '40.85512294839281', 'longitude': '-73.85956611953316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2043280023,,,,,,,
58946001,2023-09-28T07:07:52.000,2023-09-28T08:20:35.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11356,127-11 7 AVENUE,7 AVENUE,127 STREET,128 STREET,127 STREET,128 STREET,ADDRESS,COLLEGE POINT,7 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T08:20:39.000,07 QUEENS,QUEENS,1028374,227388,ONLINE,Unspecified,QUEENS,40.79069349268274,-73.84065204841792,"{'latitude': '40.79069349268274', 'longitude': '-73.84065204841792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58954725,2023-09-28T07:06:44.000,2023-09-28T07:21:52.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11221,856 QUINCY STREET,QUINCY STREET,PATCHEN AVENUE,RALPH AVENUE,PATCHEN AVENUE,RALPH AVENUE,ADDRESS,BROOKLYN,QUINCY STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T07:21:57.000,03 BROOKLYN,BROOKLYN,1004909,190613,PHONE,Unspecified,BROOKLYN,40.689841314219585,-73.92550565019889,"{'latitude': '40.689841314219585', 'longitude': '-73.92550565019889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3016330058,,,,,,,
58950015,2023-09-28T07:06:22.000,2023-09-28T07:23:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10025,316 WEST   97 STREET,WEST   97 STREET,WEST END AVENUE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST   97 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T07:23:42.000,07 MANHATTAN,MANHATTAN,991694,229314,PHONE,Unspecified,MANHATTAN,40.79608686095874,-73.97311482147363,"{'latitude': '40.79608686095874', 'longitude': '-73.97311482147363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58947883,2023-09-28T07:06:21.000,2023-09-28T07:06:21.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10467,2515 OLINVILLE AVENUE,OLINVILLE AVENUE,,,,,ADDRESS,BRONX,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-28T00:00:00.000,11 BRONX,BRONX,1020641,253961,UNKNOWN,Unspecified,BRONX,40.86366393876161,-73.8684345690263,"{'latitude': '40.86366393876161', 'longitude': '-73.8684345690263', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2044280056,,,,,,,
58947260,2023-09-28T07:06:20.000,2023-09-28T11:59:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10461,1615 EDISON AVENUE,EDISON AVENUE,MIDDLETOWN ROAD,ROBERTS AVENUE,MIDDLETOWN ROAD,ROBERTS AVENUE,ADDRESS,BRONX,EDISON AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T11:59:34.000,10 BRONX,BRONX,1030487,246808,ONLINE,Unspecified,BRONX,40.84398503941034,-73.83288745358294,"{'latitude': '40.84398503941034', 'longitude': '-73.83288745358294', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58954816,2023-09-28T07:06:05.000,2023-09-28T08:34:13.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11237,128 WYCKOFF AVENUE,WYCKOFF AVENUE,STOCKHOLM STREET,STANHOPE STREET,STOCKHOLM STREET,STANHOPE STREET,ADDRESS,BROOKLYN,WYCKOFF AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T08:33:31.000,04 BROOKLYN,BROOKLYN,1007016,195579,MOBILE,Unspecified,BROOKLYN,40.70346665465181,-73.91789123190965,"{'latitude': '40.70346665465181', 'longitude': '-73.91789123190965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3032590036,,,,,,,
58995429,2023-09-28T07:05:58.000,2023-09-30T00:40:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11212,KINGS HIGHWAY,KINGS HIGHWAY,EAST   92 STREET,EAST   93 STREET,,,BLOCKFACE,BROOKLYN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-30T00:40:00.000,17 BROOKLYN,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,,N/A,,,,,
58946158,2023-09-28T07:05:57.000,2023-09-28T08:25:30.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10473,564 UNDERHILL AVENUE,UNDERHILL AVENUE,LACOMBE AVENUE,RANDALL AVENUE,LACOMBE AVENUE,RANDALL AVENUE,ADDRESS,BRONX,UNDERHILL AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T08:25:33.000,09 BRONX,BRONX,1023280,236850,PHONE,Unspecified,BRONX,40.816688015730826,-73.85899331222191,"{'latitude': '40.816688015730826', 'longitude': '-73.85899331222191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58948058,2023-09-28T07:05:28.000,2023-09-28T10:02:35.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10457,560 EAST  179 STREET,EAST  179 STREET,MONTEREY AVENUE,LAFONTAINE AVENUE,MONTEREY AVENUE,LAFONTAINE AVENUE,ADDRESS,BRONX,EAST  179 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T10:02:41.000,06 BRONX,BRONX,1013672,248463,MOBILE,Unspecified,BRONX,40.848599560756796,-73.89365389931187,"{'latitude': '40.848599560756796', 'longitude': '-73.89365389931187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58953110,2023-09-28T07:05:24.000,2023-09-29T03:10:32.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10460,2017 MARMION AVENUE,MARMION AVENUE,EAST  178 STREET,EAST  179 STREET,EAST  178 STREET,EAST  179 STREET,ADDRESS,BRONX,MARMION AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-28T10:44:32.000,06 BRONX,BRONX,1015821,246943,PHONE,Unspecified,BRONX,40.84442018915879,-73.88589348342528,"{'latitude': '40.84442018915879', 'longitude': '-73.88589348342528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58950514,2023-09-28T07:05:18.000,2023-09-29T07:42:06.000,DOT,Department of Transportation,Highway Condition,Pothole - Highway,Highway,,,,,,,,,,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-29T07:42:03.000,Unspecified QUEENS,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,Jackie Robinson/Interboro Pkwy,Ramp,Forest Park Dr Myrtle Ave Woodhaven Blvd(Exit 4),West/Brooklyn Bound,
58949505,2023-09-28T07:05:04.000,2023-09-28T12:38:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11102,21-34 30 AVENUE,30 AVENUE,21 STREET,23 STREET,21 STREET,23 STREET,ADDRESS,ASTORIA,30 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T12:38:51.000,01 QUEENS,QUEENS,1004309,219735,MOBILE,Unspecified,QUEENS,40.76977542920395,-73.92758237713933,"{'latitude': '40.76977542920395', 'longitude': '-73.92758237713933', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4005490030,,,,,,,
58947201,2023-09-28T07:05:00.000,2023-09-28T10:05:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11223,,,,,KINGS HIGHWAY,WEST 2 STREET,INTERSECTION,BROOKLYN,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-28T10:05:00.000,11 BROOKLYN,BROOKLYN,991146,159520,PHONE,Unspecified,BROOKLYN,40.60451918861619,-73.97516547414342,"{'latitude': '40.60451918861619', 'longitude': '-73.97516547414342', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58993916,2023-09-28T07:04:46.000,2023-09-29T23:05:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11203,CHURCH AVENUE,CHURCH AVENUE,EAST   58 STREET,EAST   59 STREET,,,BLOCKFACE,BROOKLYN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-29T23:05:00.000,17 BROOKLYN,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,,,N/A,,,,,
58949451,2023-09-28T07:04:17.000,2023-10-02T15:42:07.000,DSNY,Department of Sanitation,Abandoned Bike,Chained to Public Property,Street,11231,360 SMITH STREET,SMITH STREET,COURT STREET,CULVER/6 AVENUE LINE,COURT STREET,CULVER/6 AVENUE LINE,ADDRESS,BROOKLYN,SMITH STREET,Closed,The Department of Sanitation investigated and found that the bike did not meet the criteria to be classified as derelict.,2023-09-30T03:53:51.000,06 BROOKLYN,BROOKLYN,985387,186764,ONLINE,Unspecified,BROOKLYN,40.6793007262668,-73.99590073681631,"{'latitude': '40.6793007262668', 'longitude': '-73.99590073681631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3004590024,,,,,,,
58948515,2023-09-28T07:04:13.000,2023-09-28T08:11:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11229,2365 EAST   13 STREET,EAST   13 STREET,GRAVESEND NECK ROAD,AVENUE X,GRAVESEND NECK ROAD,AVENUE X,ADDRESS,BROOKLYN,EAST   13 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T08:12:00.000,15 BROOKLYN,BROOKLYN,996172,155119,MOBILE,Unspecified,BROOKLYN,40.59243399868675,-73.95707313793193,"{'latitude': '40.59243399868675', 'longitude': '-73.95707313793193', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3073980027,,,,,,,
58948566,2023-09-28T07:04:00.000,2023-09-28T08:32:06.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11434,154-05 129 AVENUE,129 AVENUE,154 STREET,155 STREET,154 STREET,155 STREET,ADDRESS,JAMAICA,129 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T08:32:10.000,12 QUEENS,QUEENS,1044027,184812,MOBILE,Unspecified,QUEENS,40.67374117968135,-73.78450178011265,"{'latitude': '40.67374117968135', 'longitude': '-73.78450178011265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4122600010,,,,,,,
58954650,2023-09-28T07:03:53.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,10029,2056 2 AVENUE,2 AVENUE,,,,,ADDRESS,NEW YORK,,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:49:19.000,11 MANHATTAN,MANHATTAN,1000146,227243,UNKNOWN,Unspecified,MANHATTAN,40.7903913645133,-73.94259400036769,"{'latitude': '40.7903913645133', 'longitude': '-73.94259400036769', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1016770052,,N/A,,,,,2023-11-14T07:49:19.000
58948588,2023-09-28T07:03:42.000,2023-09-28T07:20:01.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10033,840 WEST  187 STREET,WEST  187 STREET,CABRINI BOULEVARD,CHITTENDEN AVENUE,CABRINI BOULEVARD,CHITTENDEN AVENUE,ADDRESS,NEW YORK,WEST  187 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T07:20:07.000,12 MANHATTAN,MANHATTAN,1001356,251039,ONLINE,Unspecified,MANHATTAN,40.85570236370038,-73.93816360633774,"{'latitude': '40.85570236370038', 'longitude': '-73.93816360633774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58949512,2023-09-28T07:03:30.000,2023-09-28T11:44:35.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11368,97-11 37 AVENUE,37 AVENUE,97 STREET,98 STREET,97 STREET,98 STREET,ADDRESS,CORONA,37 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T11:44:39.000,03 QUEENS,QUEENS,1020335,213224,MOBILE,Unspecified,QUEENS,40.75185353351172,-73.86975983127296,"{'latitude': '40.75185353351172', 'longitude': '-73.86975983127296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4017380032,,,,,,,
58953078,2023-09-28T07:03:15.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-28T21:45:49.000,Unspecified MANHATTAN,MANHATTAN,1001323,249292,MOBILE,Unspecified,MANHATTAN,40.850907433425654,-73.93828734693483,"{'latitude': '40.850907433425654', 'longitude': '-73.93828734693483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,A,Fort Washington Av & W 181 St,Entrance,,
58946290,2023-09-28T07:03:14.000,2023-09-28T07:13:30.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11201,234 SANDS STREET,SANDS STREET,BIKE PATH,NAVY STREET,BIKE PATH,NAVY STREET,ADDRESS,BROOKLYN,SANDS STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T07:13:33.000,02 BROOKLYN,BROOKLYN,989518,194201,ONLINE,Unspecified,BROOKLYN,40.699712085471425,-73.9810012927035,"{'latitude': '40.699712085471425', 'longitude': '-73.9810012927035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3000900001,,,,,,,
58952411,2023-09-28T07:02:54.000,2023-09-28T08:16:21.000,NYPD,New York City Police Department,Panhandling,N/A,Street/Sidewalk,11415,80-40 LEFFERTS BOULEVARD,LEFFERTS BOULEVARD,TALBOT STREET,AUSTIN STREET,TALBOT STREET,AUSTIN STREET,ADDRESS,KEW GARDENS,LEFFERTS BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T08:16:25.000,09 QUEENS,QUEENS,1031636,197903,ONLINE,Unspecified,QUEENS,40.70974788179227,-73.82907956524207,"{'latitude': '40.70974788179227', 'longitude': '-73.82907956524207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4033530059,,,,,,,
58949722,2023-09-28T07:02:40.000,2023-09-28T08:16:33.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11415,119-11 83 AVENUE,83 AVENUE,ABINGDON ROAD,BEVERLY ROAD,ABINGDON ROAD,BEVERLY ROAD,ADDRESS,KEW GARDENS,83 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T08:16:38.000,09 QUEENS,QUEENS,1030526,197322,MOBILE,Unspecified,QUEENS,40.70815905239263,-73.83308729829663,"{'latitude': '40.70815905239263', 'longitude': '-73.83308729829663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4033300005,,,,,,,
