unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58883559,2023-09-21T19:04:54.000,2023-10-24T10:18:51.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Rodent Sighting,Park,10035,175 EAST  128 STREET,EAST  128 STREET,3 AVE-E  128 STREET PED OVPS,3 AVE-E  128 STREET PED OVPS,3 AVE-E  128 STREET PED OVPS,3 AVE-E  128 STREET PED OVPS,ADDRESS,NEW YORK,EAST  128 STREET,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-24T10:19:01.000,11 MANHATTAN,1017770090,MANHATTAN,1002282,232875,PHONE,Unspecified,MANHATTAN,40.80584556673413,-73.93486503850421,"{'latitude': '40.80584556673413', 'longitude': '-73.93486503850421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58884498,2023-09-21T19:04:52.000,2023-09-23T18:32:05.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11385,64-06 MADISON STREET,MADISON STREET,,,,,ADDRESS,RIDGEWOOD,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,05 QUEENS,4036190051,QUEENS,1013795,197254,PHONE,Unspecified,QUEENS,40.70804409381676,-73.89343449089131,"{'latitude': '40.70804409381676', 'longitude': '-73.89343449089131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58883323,2023-09-21T19:04:45.000,2023-10-08T08:55:04.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11236,990 EAST   78 STREET,EAST   78 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,18 BROOKLYN,3080140044,BROOKLYN,1008425,169860,PHONE,Unspecified,BROOKLYN,40.632870034154024,-73.9129017100942,"{'latitude': '40.632870034154024', 'longitude': '-73.9129017100942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58881947,2023-09-21T19:04:45.000,2023-10-16T08:42:56.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11236,990 EAST   78 STREET,EAST   78 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-16T00:00:00.000,18 BROOKLYN,3080140044,BROOKLYN,1008425,169860,PHONE,Unspecified,BROOKLYN,40.632870034154024,-73.9129017100942,"{'latitude': '40.632870034154024', 'longitude': '-73.9129017100942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58888601,2023-09-21T19:04:45.000,2023-09-25T14:32:35.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11236,990 EAST   78 STREET,EAST   78 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,18 BROOKLYN,3080140044,BROOKLYN,1008425,169860,PHONE,Unspecified,BROOKLYN,40.632870034154024,-73.9129017100942,"{'latitude': '40.632870034154024', 'longitude': '-73.9129017100942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58887197,2023-09-21T19:04:45.000,2023-09-24T17:10:49.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11236,990 EAST   78 STREET,EAST   78 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-24T00:00:00.000,18 BROOKLYN,3080140044,BROOKLYN,1008425,169860,PHONE,Unspecified,BROOKLYN,40.632870034154024,-73.9129017100942,"{'latitude': '40.632870034154024', 'longitude': '-73.9129017100942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58886791,2023-09-21T19:04:35.000,2023-09-21T19:30:12.000,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,N/A,Street/Sidewalk,11218,40 ARGYLE ROAD,ARGYLE ROAD,CATON AVENUE,CHURCH AVENUE,CATON AVENUE,CHURCH AVENUE,ADDRESS,BROOKLYN,ARGYLE ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T19:30:16.000,14 BROOKLYN,3050730019,BROOKLYN,993204,175582,ONLINE,Unspecified,BROOKLYN,40.648604160143165,-73.96773270356002,"{'latitude': '40.648604160143165', 'longitude': '-73.96773270356002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58882367,2023-09-21T19:04:27.000,2023-10-03T15:16:58.000,DOT,Department of Transportation,Outdoor Dining,Site Setup Condition,Street,11101,34-02 STEINWAY STREET,STEINWAY STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,ADDRESS,LONG ISLAND CITY,STEINWAY STREET,Closed,"The Department of Transportation's inspectors could not find the condition you reported. If you would like to pursue the complaint, please check the address and submit a new Service Request.",2023-10-03T15:17:04.000,01 QUEENS,4006720025,QUEENS,1006114,214875,PHONE,Unspecified,QUEENS,40.75643170633361,-73.92108172095925,"{'latitude': '40.75643170633361', 'longitude': '-73.92108172095925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58884212,2023-09-21T19:04:24.000,2023-09-21T19:56:11.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11418,119-01 HILLSIDE AVENUE,HILLSIDE AVENUE,LEFFERTS BOULEVARD,120 STREET,LEFFERTS BOULEVARD,120 STREET,ADDRESS,RICHMOND HILL,HILLSIDE AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-21T19:56:17.000,09 QUEENS,4092650031,QUEENS,1031001,194872,PHONE,Unspecified,QUEENS,40.70143189449858,-73.83139103650402,"{'latitude': '40.70143189449858', 'longitude': '-73.83139103650402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58890839,2023-09-21T19:04:21.000,2023-09-21T19:24:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10457,1454 GRAND CONCOURSE,GRAND CONCOURSE,EAST  171 STREET,EAST  172 STREET,EAST  171 STREET,EAST  172 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T19:24:41.000,04 BRONX,2028320030,BRONX,1008318,245340,ONLINE,Unspecified,BRONX,40.84004406278686,-73.91301717836832,"{'latitude': '40.84004406278686', 'longitude': '-73.91301717836832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58888337,2023-09-21T19:03:39.000,2023-09-21T22:47:19.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10027,MOUNT MORRIS PARK WEST,MOUNT MORRIS PARK WEST,MOUNT MORRIS PARK WEST,WEST  123 STREET,MOUNT MORRIS PARK WEST,WEST  123 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T22:47:23.000,10 MANHATTAN,,MANHATTAN,999537,232842,PHONE,Unspecified,MANHATTAN,40.80576016671153,-73.94478056493814,"{'latitude': '40.80576016671153', 'longitude': '-73.94478056493814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58882850,2023-09-21T19:03:26.000,2023-09-21T19:37:46.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11359,211 MURRAY AVENUE,MURRAY AVENUE,STORY AVENUE,TOTTEN AVENUE,STORY AVENUE,TOTTEN AVENUE,ADDRESS,BAYSIDE,MURRAY AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T19:37:51.000,07 QUEENS,4059170001,QUEENS,1046017,227828,ONLINE,Unspecified,QUEENS,40.79179546860874,-73.77693289251553,"{'latitude': '40.79179546860874', 'longitude': '-73.77693289251553', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58888354,2023-09-21T19:02:52.000,2023-09-21T19:51:00.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11205,129 HALL STREET,HALL STREET,PARK AVENUE,MYRTLE AVENUE,PARK AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,HALL STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T19:51:04.000,02 BROOKLYN,3018910003,BROOKLYN,993671,192156,ONLINE,Unspecified,BROOKLYN,40.694095589720554,-73.96602662359109,"{'latitude': '40.694095589720554', 'longitude': '-73.96602662359109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58881683,2023-09-21T19:02:43.000,2023-09-21T19:24:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10457,1454 GRAND CONCOURSE,GRAND CONCOURSE,EAST  171 STREET,EAST  172 STREET,EAST  171 STREET,EAST  172 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-21T19:24:16.000,04 BRONX,2028320030,BRONX,1008318,245340,ONLINE,Unspecified,BRONX,40.84004406278686,-73.91301717836832,"{'latitude': '40.84004406278686', 'longitude': '-73.91301717836832', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58882853,2023-09-21T19:02:41.000,2023-09-21T20:49:49.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11226,305 LINDEN BOULEVARD,LINDEN BOULEVARD,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,LINDEN BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T20:49:51.000,17 BROOKLYN,3048530086,BROOKLYN,998674,177093,PHONE,Unspecified,BROOKLYN,40.652744306204724,-73.94801737956669,"{'latitude': '40.652744306204724', 'longitude': '-73.94801737956669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58885440,2023-09-21T19:02:39.000,2023-09-21T19:34:07.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11215,5 AVENUE,5 AVENUE,5 AVENUE,9 STREET,5 AVENUE,9 STREET,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T19:34:11.000,06 BROOKLYN,,BROOKLYN,988049,183074,PHONE,Unspecified,BROOKLYN,40.669171764006045,-73.9863054213361,"{'latitude': '40.669171764006045', 'longitude': '-73.9863054213361', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58888855,2023-09-21T19:02:21.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Grass/Weeds,Park,11226,305 PARKSIDE AVENUE,PARKSIDE AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,PARKSIDE AVENUE,In Progress,,,09 BROOKLYN,3050510001,BROOKLYN,995693,178175,PHONE,Unspecified,BROOKLYN,40.65571851333065,-73.95875876095177,"{'latitude': '40.65571851333065', 'longitude': '-73.95875876095177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58887148,2023-09-21T19:02:12.000,2023-09-22T17:40:16.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11226,89 CROOKE AVENUE,CROOKE AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-22T00:00:00.000,14 BROOKLYN,3050590052,BROOKLYN,994582,177084,ONLINE,Unspecified,BROOKLYN,40.65272532290535,-73.96276454061666,"{'latitude': '40.65272532290535', 'longitude': '-73.96276454061666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58881291,2023-09-21T19:02:00.000,2023-09-26T05:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11204,1811 66 STREET,66 STREET,18 AVE,19 AVE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-26T05:00:00.000,11 BROOKLYN,3055540069,BROOKLYN,986937,164521,ONLINE,Unspecified,BROOKLYN,40.61824818037269,-73.99032133191095,"{'latitude': '40.61824818037269', 'longitude': '-73.99032133191095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,
58881929,2023-09-21T19:01:51.000,2023-10-23T19:26:27.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10030,111 WEST  141 STREET,WEST  141 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-23T00:00:00.000,10 MANHATTAN,1020100021,MANHATTAN,1001228,237358,PHONE,Unspecified,MANHATTAN,40.8181522391374,-73.93866094335702,"{'latitude': '40.8181522391374', 'longitude': '-73.93866094335702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58883311,2023-09-21T19:01:50.000,2023-10-13T06:38:30.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10030,111 WEST  141 STREET,WEST  141 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-13T00:00:00.000,10 MANHATTAN,1020100021,MANHATTAN,1001228,237358,PHONE,Unspecified,MANHATTAN,40.8181522391374,-73.93866094335702,"{'latitude': '40.8181522391374', 'longitude': '-73.93866094335702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58881881,2023-09-21T19:01:50.000,2023-10-13T06:38:30.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10030,111 WEST  141 STREET,WEST  141 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-13T00:00:00.000,10 MANHATTAN,1020100021,MANHATTAN,1001228,237358,PHONE,Unspecified,MANHATTAN,40.8181522391374,-73.93866094335702,"{'latitude': '40.8181522391374', 'longitude': '-73.93866094335702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58881913,2023-09-21T19:01:50.000,2023-10-13T06:38:29.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10030,111 WEST  141 STREET,WEST  141 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-13T00:00:00.000,10 MANHATTAN,1020100021,MANHATTAN,1001228,237358,PHONE,Unspecified,MANHATTAN,40.8181522391374,-73.93866094335702,"{'latitude': '40.8181522391374', 'longitude': '-73.93866094335702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58881589,2023-09-21T19:01:45.000,2023-09-21T19:08:37.000,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11359,FORT TOTTEN PARK,FORT TOTTEN PARK,UNDERHILL ROAD,BEND,UNDERHILL ROAD,BEND,UNRECOGNIZED,BAYSIDE,FORT TOTTEN PARK,Closed,The agency was unable to respond to this complaint because they allocated resources to other critical services at the time. All complaints are used for future enforcement planning.,2023-09-21T19:08:41.000,07 QUEENS,4059170001,QUEENS,1045473,227465,ONLINE,Unspecified,QUEENS,40.79080292006661,-73.77890081015126,"{'latitude': '40.79080292006661', 'longitude': '-73.77890081015126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58881987,2023-09-21T19:01:25.000,2023-09-23T18:32:05.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11385,64-06 MADISON STREET,MADISON STREET,,,,,ADDRESS,RIDGEWOOD,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-23T00:00:00.000,05 QUEENS,4036190051,QUEENS,1013795,197254,PHONE,Unspecified,QUEENS,40.70804409381676,-73.89343449089131,"{'latitude': '40.70804409381676', 'longitude': '-73.89343449089131', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58891393,2023-09-21T19:01:21.000,2023-09-22T09:11:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11385,1880 WOODBINE STREET,WOODBINE STREET,ONDERDONK AVENUE,MYRTLE AVENUE LINE,ONDERDONK AVENUE,MYRTLE AVENUE LINE,ADDRESS,RIDGEWOOD,WOODBINE STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T09:11:50.000,05 QUEENS,4034700014,QUEENS,1010445,195686,MOBILE,Unspecified,QUEENS,40.70375085785758,-73.90552365581743,"{'latitude': '40.70375085785758', 'longitude': '-73.90552365581743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58890523,2023-09-21T19:01:20.000,2023-09-21T19:25:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,80-49 87 AVENUE,87 AVENUE,80 STREET,85 STREET,80 STREET,85 STREET,ADDRESS,WOODHAVEN,87 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T19:25:31.000,09 QUEENS,4089190054,QUEENS,1023060,191301,ONLINE,Unspecified,QUEENS,40.691668732826756,-73.8600510268917,"{'latitude': '40.691668732826756', 'longitude': '-73.8600510268917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58882045,2023-09-21T19:01:13.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11233,374 RALPH AVENUE,RALPH AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-21T00:00:00.000,08 BROOKLYN,3013440125,BROOKLYN,1005907,185576,PHONE,Unspecified,BROOKLYN,40.676013516274125,-73.92192314979721,"{'latitude': '40.676013516274125', 'longitude': '-73.92192314979721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58884038,2023-09-21T19:01:10.000,2023-09-21T19:40:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,301 GOLD STREET,GOLD STREET,TILLARY STREET,JOHNSON STREET,TILLARY STREET,JOHNSON STREET,ADDRESS,BROOKLYN,GOLD STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-21T19:40:49.000,02 BROOKLYN,3001340006,BROOKLYN,988901,192647,ONLINE,Unspecified,BROOKLYN,40.69544706314867,-73.98322753703334,"{'latitude': '40.69544706314867', 'longitude': '-73.98322753703334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58885872,2023-09-21T19:01:05.000,2023-10-05T06:59:16.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11355,134-38 MAPLE AVENUE,MAPLE AVENUE,,,,,ADDRESS,FLUSHING,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,07 QUEENS,4051220022,QUEENS,1031437,214339,PHONE,Unspecified,QUEENS,40.75486164419599,-73.82968208459589,"{'latitude': '40.75486164419599', 'longitude': '-73.82968208459589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58883248,2023-09-21T19:01:05.000,2023-10-05T06:59:16.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11355,134-38 MAPLE AVENUE,MAPLE AVENUE,,,,,ADDRESS,FLUSHING,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,07 QUEENS,4051220022,QUEENS,1031437,214339,PHONE,Unspecified,QUEENS,40.75486164419599,-73.82968208459589,"{'latitude': '40.75486164419599', 'longitude': '-73.82968208459589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58881880,2023-09-21T19:01:05.000,2023-10-05T06:59:16.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,11355,134-38 MAPLE AVENUE,MAPLE AVENUE,,,,,ADDRESS,FLUSHING,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,07 QUEENS,4051220022,QUEENS,1031437,214339,PHONE,Unspecified,QUEENS,40.75486164419599,-73.82968208459589,"{'latitude': '40.75486164419599', 'longitude': '-73.82968208459589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58884621,2023-09-21T19:01:05.000,2023-10-05T06:59:16.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11355,134-38 MAPLE AVENUE,MAPLE AVENUE,,,,,ADDRESS,FLUSHING,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,07 QUEENS,4051220022,QUEENS,1031437,214339,PHONE,Unspecified,QUEENS,40.75486164419599,-73.82968208459589,"{'latitude': '40.75486164419599', 'longitude': '-73.82968208459589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58884228,2023-09-21T19:01:00.000,2023-09-22T15:50:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Sgnl Mult Lamps,,11206,,,,,LEONARD STREET,SCHOLES STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-22T15:50:00.000,01 BROOKLYN,,BROOKLYN,999012,197394,UNKNOWN,Unspecified,BROOKLYN,40.70846537343858,-73.94675479112301,"{'latitude': '40.70846537343858', 'longitude': '-73.94675479112301', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,
58882805,2023-09-21T19:00:54.000,2023-09-21T20:44:13.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11106,34-26 31 STREET,31 STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,ADDRESS,ASTORIA,31 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T20:44:16.000,01 QUEENS,4006070039,QUEENS,1004286,215867,MOBILE,Unspecified,QUEENS,40.759158823347775,-73.92767694184167,"{'latitude': '40.759158823347775', 'longitude': '-73.92767694184167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58881941,2023-09-21T19:00:47.000,2023-09-23T16:33:15.000,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,10474,1275 LAFAYETTE AVENUE,LAFAYETTE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,02 BRONX,2027400039,BRONX,1015150,236821,ONLINE,Unspecified,BRONX,40.816640597943895,-73.88836528707218,"{'latitude': '40.816640597943895', 'longitude': '-73.88836528707218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58889844,2023-09-21T19:00:47.000,2023-09-23T16:33:15.000,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,10474,1275 LAFAYETTE AVENUE,LAFAYETTE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,02 BRONX,2027400039,BRONX,1015150,236821,ONLINE,Unspecified,BRONX,40.816640597943895,-73.88836528707218,"{'latitude': '40.816640597943895', 'longitude': '-73.88836528707218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58887114,2023-09-21T19:00:47.000,2023-09-23T16:33:15.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10474,1275 LAFAYETTE AVENUE,LAFAYETTE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-23T00:00:00.000,02 BRONX,2027400039,BRONX,1015150,236821,ONLINE,Unspecified,BRONX,40.816640597943895,-73.88836528707218,"{'latitude': '40.816640597943895', 'longitude': '-73.88836528707218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58891037,2023-09-21T19:00:47.000,2023-09-23T18:54:53.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10474,1275 LAFAYETTE AVENUE,LAFAYETTE AVENUE,,,,,ADDRESS,BRONX,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-23T00:00:00.000,02 BRONX,2027400039,BRONX,1015150,236821,ONLINE,Unspecified,BRONX,40.816640597943895,-73.88836528707218,"{'latitude': '40.816640597943895', 'longitude': '-73.88836528707218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
