unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,taxi_company_borough
58879525,2023-09-20T09:35:30.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,10014,17 BARROW STREET,BARROW STREET,WEST    4 STREET,7 AVENUE SOUTH,WEST    4 STREET,7 AVENUE SOUTH,ADDRESS,NEW YORK,BARROW STREET,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-21T13:02:34.000,02 MANHATTAN,1005900063,MANHATTAN,983478,206182,ONLINE,Unspecified,MANHATTAN,40.73259859527965,-74.00278554300657,"{'latitude': '40.73259859527965', 'longitude': '-74.00278554300657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871543,2023-09-20T09:35:29.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11217,538 BERGEN STREET,BERGEN STREET,6 AVENUE,CARLTON AVENUE,6 AVENUE,CARLTON AVENUE,ADDRESS,BROOKLYN,BERGEN STREET,In Progress,,,08 BROOKLYN,3011430040,BROOKLYN,991877,187131,ONLINE,Unspecified,BROOKLYN,40.68030484524585,-73.97250171366372,"{'latitude': '40.68030484524585', 'longitude': '-73.97250171366372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874552,2023-09-20T09:35:16.000,2023-09-20T11:01:54.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,11354,39-01 MAIN STREET,MAIN STREET,39 AVENUE,ROOSEVELT AVENUE,39 AVENUE,ROOSEVELT AVENUE,ADDRESS,FLUSHING,MAIN STREET,Closed,N/A,2023-09-20T11:01:54.000,07 QUEENS,4049800005,QUEENS,1031228,216272,ONLINE,Unspecified,QUEENS,40.76016833864922,-73.83042294583589,"{'latitude': '40.76016833864922', 'longitude': '-73.83042294583589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878369,2023-09-20T09:35:11.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,11215,192 PROSPECT PARK WEST,PROSPECT PARK WEST,,15 STREET,,15 STREET,ADDRESS,BROOKLYN,PROSPECT PARK WEST,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-20T10:49:18.000,06 BROOKLYN,3011030042,BROOKLYN,989873,180198,MOBILE,Unspecified,BROOKLYN,40.661276811907456,-73.9797326921662,"{'latitude': '40.661276811907456', 'longitude': '-73.9797326921662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871458,2023-09-20T09:35:00.000,2023-09-21T09:20:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller Cabinet,,11215,,,,,7 AVENUE,19 STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-21T09:20:00.000,07 BROOKLYN,,BROOKLYN,987624,179666,UNKNOWN,Unspecified,BROOKLYN,40.65981773181019,-73.98783916049207,"{'latitude': '40.65981773181019', 'longitude': '-73.98783916049207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58870711,2023-09-20T09:35:00.000,2023-10-05T15:30:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Other Animals (NR6)",,11213,1340 LINCOLN PLACE,LINCOLN PLACE,SCHENECTADY AVE,UTICA AVE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-05T15:30:00.000,08 BROOKLYN,3013900029,BROOKLYN,1003044,183309,ONLINE,Unspecified,BROOKLYN,40.66979765319048,-73.93225102626725,"{'latitude': '40.66979765319048', 'longitude': '-73.93225102626725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58876113,2023-09-20T09:34:52.000,2023-09-20T10:21:16.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,71 3 STREET,3 STREET,HOYT STREET,BOND STREET,HOYT STREET,BOND STREET,ADDRESS,BROOKLYN,3 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T10:21:19.000,06 BROOKLYN,3004610063,BROOKLYN,986109,186160,PHONE,Unspecified,BROOKLYN,40.677642760764236,-73.99329785328801,"{'latitude': '40.677642760764236', 'longitude': '-73.99329785328801', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874039,2023-09-20T09:34:46.000,2023-09-24T10:16:12.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11211,268 UNION AVENUE,UNION AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-24T00:00:00.000,01 BROOKLYN,3030310004,BROOKLYN,997919,197394,ONLINE,Unspecified,BROOKLYN,40.7084671294694,-73.9506971431431,"{'latitude': '40.7084671294694', 'longitude': '-73.9506971431431', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880755,2023-09-20T09:34:45.000,2023-09-20T10:00:25.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11223,2008 EAST    3 STREET,EAST    3 STREET,AVENUE S,AVENUE T,AVENUE S,AVENUE T,ADDRESS,BROOKLYN,EAST    3 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T10:00:22.000,15 BROOKLYN,3071050160,BROOKLYN,992745,158296,PHONE,Unspecified,BROOKLYN,40.601158169214564,-73.96940854429154,"{'latitude': '40.601158169214564', 'longitude': '-73.96940854429154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880541,2023-09-20T09:34:43.000,2023-09-23T02:05:44.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10025,515 CATHEDRAL PARKWAY,CATHEDRAL PARKWAY,,,,,ADDRESS,NEW YORK,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-23T00:00:00.000,09 MANHATTAN,1018820020,MANHATTAN,994021,231956,PHONE,Unspecified,MANHATTAN,40.80333616261588,-73.96470665072458,"{'latitude': '40.80333616261588', 'longitude': '-73.96470665072458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871867,2023-09-20T09:34:40.000,2023-09-23T14:18:33.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11238,425 CUMBERLAND STREET,CUMBERLAND STREET,ATLANTIC COMMONS,ATLANTIC AVENUE,ATLANTIC COMMONS,ATLANTIC AVENUE,ADDRESS,BROOKLYN,CUMBERLAND STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T12:25:36.000,02 BROOKLYN,3020060001,BROOKLYN,992061,188171,ONLINE,Unspecified,BROOKLYN,40.68315924817246,-73.9718371169953,"{'latitude': '40.68315924817246', 'longitude': '-73.9718371169953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873128,2023-09-20T09:34:37.000,2023-09-21T13:16:28.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10007,110 CHURCH STREET,CHURCH STREET,PARK PLACE,MURRAY STREET,PARK PLACE,MURRAY STREET,ADDRESS,NEW YORK,CHURCH STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-21T13:16:34.000,01 MANHATTAN,1001260027,MANHATTAN,981699,199166,MOBILE,Unspecified,MANHATTAN,40.713341039025025,-74.00920190051436,"{'latitude': '40.713341039025025', 'longitude': '-74.00920190051436', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880503,2023-09-20T09:34:35.000,2023-09-28T15:12:19.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10022,410 EAST   59 STREET,EAST   59 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,06 MANHATTAN,1013700042,MANHATTAN,994923,215949,PHONE,Unspecified,MANHATTAN,40.75940015260988,-73.96147401010045,"{'latitude': '40.75940015260988', 'longitude': '-73.96147401010045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875337,2023-09-20T09:34:35.000,2023-09-28T15:12:19.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10022,410 EAST   59 STREET,EAST   59 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,06 MANHATTAN,1013700042,MANHATTAN,994923,215949,PHONE,Unspecified,MANHATTAN,40.75940015260988,-73.96147401010045,"{'latitude': '40.75940015260988', 'longitude': '-73.96147401010045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879176,2023-09-20T09:34:35.000,2023-09-28T15:12:19.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10022,410 EAST   59 STREET,EAST   59 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,06 MANHATTAN,1013700042,MANHATTAN,994923,215949,PHONE,Unspecified,MANHATTAN,40.75940015260988,-73.96147401010045,"{'latitude': '40.75940015260988', 'longitude': '-73.96147401010045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875340,2023-09-20T09:34:33.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10472,1267 THIERIOT AVENUE,THIERIOT AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-20T00:00:00.000,09 BRONX,2037650045,BRONX,1021779,242264,PHONE,Unspecified,BRONX,40.831554395593805,-73.86438580046531,"{'latitude': '40.831554395593805', 'longitude': '-73.86438580046531', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879208,2023-09-20T09:34:29.000,2023-09-29T12:11:39.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10034,91 PARK TERRACE WEST,PARK TERRACE WEST,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,12 MANHATTAN,1022430385,MANHATTAN,1007316,256943,ONLINE,Unspecified,MANHATTAN,40.87189349074039,-73.91659852347219,"{'latitude': '40.87189349074039', 'longitude': '-73.91659852347219', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878758,2023-09-20T09:34:26.000,2023-09-20T11:40:06.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11101,43-15 QUEENS STREET,QUEENS STREET,JACKSON AVENUE,DEAD END,JACKSON AVENUE,DEAD END,ADDRESS,LONG ISLAND CITY,QUEENS STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T11:40:08.000,02 QUEENS,4002650013,QUEENS,1001116,211465,MOBILE,Unspecified,QUEENS,40.74708306783939,-73.9391305872432,"{'latitude': '40.74708306783939', 'longitude': '-73.9391305872432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874347,2023-09-20T09:34:24.000,2023-09-21T10:41:10.000,DOT,Department of Transportation,Street Sign - Damaged,Other/Unknown,Street,10012,100 KENMARE STREET,KENMARE STREET,MULBERRY STREET,CLEVELAND PLACE,MULBERRY STREET,CLEVELAND PLACE,ADDRESS,NEW YORK,KENMARE STREET,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-21T10:41:16.000,02 MANHATTAN,1004810001,MANHATTAN,985039,202087,MOBILE,Unspecified,MANHATTAN,40.721358815833256,-73.99715359743877,"{'latitude': '40.721358815833256', 'longitude': '-73.99715359743877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872334,2023-09-20T09:33:57.000,2023-09-20T10:31:11.000,NYPD,New York City Police Department,Panhandling,N/A,Store/Commercial,10007,110 CHURCH STREET,CHURCH STREET,PARK PLACE,MURRAY STREET,PARK PLACE,MURRAY STREET,ADDRESS,NEW YORK,CHURCH STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T10:31:14.000,01 MANHATTAN,1001260027,MANHATTAN,981699,199166,MOBILE,Unspecified,MANHATTAN,40.713341039025025,-74.00920190051436,"{'latitude': '40.713341039025025', 'longitude': '-74.00920190051436', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880085,2023-09-20T09:33:46.000,2023-09-20T10:31:56.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10012,82 PRINCE STREET,PRINCE STREET,BROADWAY,MERCER STREET,BROADWAY,MERCER STREET,ADDRESS,NEW YORK,PRINCE STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T10:31:53.000,02 MANHATTAN,1004980005,MANHATTAN,984829,203154,MOBILE,Unspecified,MANHATTAN,40.72428748893484,-73.99791110328513,"{'latitude': '40.72428748893484', 'longitude': '-73.99791110328513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877146,2023-09-20T09:33:39.000,2023-09-20T09:42:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10024,62 WEST   87 STREET,WEST   87 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   87 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T09:42:47.000,07 MANHATTAN,1012000060,MANHATTAN,992298,225945,MOBILE,Unspecified,MANHATTAN,40.78683933451654,-73.97093741742145,"{'latitude': '40.78683933451654', 'longitude': '-73.97093741742145', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873212,2023-09-20T09:33:39.000,2023-09-20T09:33:39.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,11205,538 LAFAYETTE AVENUE,LAFAYETTE AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-20T00:00:00.000,03 BROOKLYN,3017880028,BROOKLYN,997162,190530,UNKNOWN,Unspecified,BROOKLYN,40.68962819090902,-73.953440732874,"{'latitude': '40.68962819090902', 'longitude': '-73.953440732874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871826,2023-09-20T09:33:27.000,2023-09-20T09:41:10.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11215,192 PROSPECT PARK WEST,PROSPECT PARK WEST,,15 STREET,,15 STREET,ADDRESS,BROOKLYN,PROSPECT PARK WEST,Closed,The Department of Sanitation cleaned the location.,2023-09-20T09:41:13.000,06 BROOKLYN,3011030042,BROOKLYN,989873,180198,MOBILE,Unspecified,BROOKLYN,40.661276811907456,-73.9797326921662,"{'latitude': '40.661276811907456', 'longitude': '-73.9797326921662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877582,2023-09-20T09:33:20.000,2023-09-20T10:15:39.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10034,410 WEST  205 STREET,WEST  205 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST  205 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T10:15:47.000,12 MANHATTAN,1022010009,MANHATTAN,1006812,253541,PHONE,Unspecified,MANHATTAN,40.86255734243507,-73.91843232739592,"{'latitude': '40.86255734243507', 'longitude': '-73.91843232739592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879890,2023-09-20T09:33:10.000,2023-09-21T09:44:10.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Shipping Company,Business,11428,222-14 JAMAICA AVENUE,JAMAICA AVENUE,222 STREET,224 STREET,222 STREET,224 STREET,ADDRESS,QUEENS VILLAGE,JAMAICA AVENUE,Closed,"The Department of Consumer and Worker Protection (DCWP) provided information about your complaint. You can find it in the Notes to Customer section of your NYC311 Service Request.  If you didn't get the information, call DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-09-21T09:44:15.000,13 QUEENS,4108130005,QUEENS,1058539,201931,PHONE,Unspecified,QUEENS,40.72061874497267,-73.73199698145264,"{'latitude': '40.72061874497267', 'longitude': '-73.73199698145264', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873012,2023-09-20T09:32:59.000,2023-09-21T15:30:19.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11216,NOSTRAND AVENUE,NOSTRAND AVENUE,NOSTRAND AVENUE,PROSPECT PLACE,NOSTRAND AVENUE,PROSPECT PLACE,INTERSECTION,,,Closed,This request required re-assignment to a new DOT unit.,2023-09-21T15:30:27.000,08 BROOKLYN,,BROOKLYN,998097,184951,PHONE,Unspecified,BROOKLYN,40.67431369398306,-73.95008068960024,"{'latitude': '40.67431369398306', 'longitude': '-73.95008068960024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903072,2023-09-20T09:32:56.000,,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,10305,69 PIAVE AVENUE,PIAVE AVENUE,FOCH AVENUE,CAMBRIA STREET,FOCH AVENUE,CAMBRIA STREET,ADDRESS,STATEN ISLAND,PIAVE AVENUE,In Progress,,,02 STATEN ISLAND,5032840043,STATEN ISLAND,964758,155903,PHONE,Unspecified,STATEN ISLAND,40.59457250553742,-74.07018597958857,"{'latitude': '40.59457250553742', 'longitude': '-74.07018597958857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58904534,2023-09-20T09:32:48.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Street/Curbside,11215,5 STREET,5 STREET,5 STREET,PROSPECT PARK WEST,5 STREET,PROSPECT PARK WEST,INTERSECTION,,,In Progress,,,06 BROOKLYN,,BROOKLYN,991232,182292,PHONE,Unspecified,BROOKLYN,40.66702341033697,-73.97483220071042,"{'latitude': '40.66702341033697', 'longitude': '-73.97483220071042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881062,2023-09-20T09:32:47.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-10-06T10:49:00.000,Unspecified MANHATTAN,,MANHATTAN,982076,197981,ONLINE,Unspecified,MANHATTAN,40.71008859656407,-74.00784161332851,"{'latitude': '40.71008859656407', 'longitude': '-74.00784161332851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,J,Platform,J Z to Broad St,,
58877142,2023-09-20T09:32:44.000,2023-09-20T10:46:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10463,2649 KINGSBRIDGE TERRACE,KINGSBRIDGE TERRACE,HEATH AVENUE,WEST KINGSBRIDGE ROAD,HEATH AVENUE,WEST KINGSBRIDGE ROAD,ADDRESS,BRONX,KINGSBRIDGE TERRACE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T10:46:05.000,07 BRONX,2032400001,BRONX,1010282,256245,MOBILE,Unspecified,BRONX,40.8699694463055,-73.9058768531042,"{'latitude': '40.8699694463055', 'longitude': '-73.9058768531042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871731,2023-09-20T09:32:37.000,2023-09-20T11:20:05.000,DOT,Department of Transportation,Street Sign - Dangling,Stop,Street,11215,5 STREET,5 STREET,5 STREET,PROSPECT PARK WEST,5 STREET,PROSPECT PARK WEST,INTERSECTION,,,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-09-20T11:20:08.000,06 BROOKLYN,,BROOKLYN,991232,182292,PHONE,Unspecified,BROOKLYN,40.66702341033697,-73.97483220071042,"{'latitude': '40.66702341033697', 'longitude': '-73.97483220071042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877097,2023-09-20T09:32:26.000,2023-09-22T23:49:38.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11211,347 UNION AVENUE,UNION AVENUE,MAUJER STREET,GRAND STREET,MAUJER STREET,GRAND STREET,ADDRESS,BROOKLYN,UNION AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-22T23:49:44.000,01 BROOKLYN,3024000009,BROOKLYN,997809,198222,PHONE,Unspecified,BROOKLYN,40.71073996205297,-73.9510922357421,"{'latitude': '40.71073996205297', 'longitude': '-73.9510922357421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876258,2023-09-20T09:32:20.000,2023-09-20T11:25:22.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11220,847 65 STREET,65 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,65 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T11:25:25.000,10 BROOKLYN,3057420057,BROOKLYN,981066,169532,PHONE,Unspecified,BROOKLYN,40.63200216004235,-74.01147124317383,"{'latitude': '40.63200216004235', 'longitude': '-74.01147124317383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58873480,2023-09-20T09:32:00.000,2023-09-20T10:09:58.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10306,128 JUSTIN AVENUE,JUSTIN AVENUE,HOOPER AVENUE,DURANT AVENUE,HOOPER AVENUE,DURANT AVENUE,ADDRESS,STATEN ISLAND,JUSTIN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T10:09:57.000,03 STATEN ISLAND,5050240042,STATEN ISLAND,947051,141548,PHONE,Unspecified,STATEN ISLAND,40.5551142630765,-74.13386553946683,"{'latitude': '40.5551142630765', 'longitude': '-74.13386553946683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879932,2023-09-20T09:32:00.000,2023-09-21T08:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11226,232 EAST   18 STREET,EAST   18 STREET,ALBEMARLE RD,BEVERLEY RD,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-21T08:00:00.000,14 BROOKLYN,3051217501,BROOKLYN,994695,174494,ONLINE,Unspecified,BROOKLYN,40.64561620264362,-73.96236131101685,"{'latitude': '40.64561620264362', 'longitude': '-73.96236131101685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58887664,2023-09-20T09:31:59.000,2023-09-22T12:33:55.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,10306,477 GREELEY AVENUE,GREELEY AVENUE,MORELAND STREET,KISWICK STREET,MORELAND STREET,KISWICK STREET,ADDRESS,STATEN ISLAND,GREELEY AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T12:33:28.000,02 STATEN ISLAND,5038180006,STATEN ISLAND,956885,147834,ONLINE,Unspecified,STATEN ISLAND,40.57240390345434,-74.09850205728421,"{'latitude': '40.57240390345434', 'longitude': '-74.09850205728421', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875429,2023-09-20T09:31:52.000,2023-09-20T10:05:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10154,345 PARK AVENUE,PARK AVENUE,EAST   51 STREET,EAST   52 STREET,EAST   51 STREET,EAST   52 STREET,ADDRESS,NEW YORK,PARK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T10:05:27.000,05 MANHATTAN,1013060001,MANHATTAN,991662,215500,MOBILE,Unspecified,MANHATTAN,40.75817109769819,-73.97324563258901,"{'latitude': '40.75817109769819', 'longitude': '-73.97324563258901', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58903767,2023-09-20T09:31:43.000,2023-10-16T10:53:03.000,DOT,Department of Transportation,Street Condition,Line/Marking - Faded,Bike Lane,10018,351 WEST   38 STREET,WEST   38 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   38 STREET,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-16T10:53:07.000,04 MANHATTAN,1007620006,MANHATTAN,986171,214462,PHONE,Unspecified,MANHATTAN,40.75532495049566,-73.99306625160898,"{'latitude': '40.75532495049566', 'longitude': '-73.99306625160898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58883750,2023-09-20T09:31:38.000,2023-09-23T10:28:06.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11230,1250 EAST    9 STREET,EAST    9 STREET,AVENUE L,AVENUE M,AVENUE L,AVENUE M,ADDRESS,BROOKLYN,EAST    9 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-22T02:15:46.000,12 BROOKLYN,3065440028,BROOKLYN,993698,164635,ONLINE,Unspecified,BROOKLYN,40.61855645659787,-73.9659678152052,"{'latitude': '40.61855645659787', 'longitude': '-73.9659678152052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
