unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,facility_type,due_date,vehicle_type
59008536,2023-09-27T15:11:42.000,2023-10-05T09:37:59.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11434,117-11 170 STREET,170 STREET,FOCH BOULEVARD,118 AVENUE,FOCH BOULEVARD,118 AVENUE,ADDRESS,JAMAICA,170 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-29T10:18:16.000,12 QUEENS,,QUEENS,1046175,189232,ONLINE,Unspecified,QUEENS,40.68585827332766,-73.77671758054807,"{'latitude': '40.68585827332766', 'longitude': '-73.77671758054807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940700,2023-09-27T15:11:36.000,,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,"Bodega, Deli, or Convenience Store",Business,11238,810 WASHINGTON AVENUE,WASHINGTON AVENUE,STERLING PLACE,ST JOHNS PLACE,STERLING PLACE,ST JOHNS PLACE,ADDRESS,BROOKLYN,WASHINGTON AVENUE,In Progress,"The Department of Consumer and Worker Protection (DCWP) Enforcement Division is reviewing your NYC311 Service Request.   If the Enforcement Division needs to conduct an inspection, it may take 35 days to complete.  Please wait 35 days from the date of this update before calling DCWP for status.  You can get status by calling DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-10-19T11:01:44.000,08 BROOKLYN,,BROOKLYN,994511,184770,ONLINE,Unspecified,BROOKLYN,40.67382177254024,-73.96300872004973,"{'latitude': '40.67382177254024', 'longitude': '-73.96300872004973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58944795,2023-09-27T15:11:36.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,BEST/Site Safety,Demolition - Unsafe,,10018,439 WEST   36 STREET,WEST   36 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-28T00:00:00.000,04 MANHATTAN,1007340010,MANHATTAN,985032,214504,UNKNOWN,Unspecified,MANHATTAN,40.75544040390597,-73.99717740726967,"{'latitude': '40.75544040390597', 'longitude': '-73.99717740726967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942185,2023-09-27T15:11:34.000,2023-09-27T15:38:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11215,585 7 STREET,7 STREET,8 AVENUE,PROSPECT PARK WEST,8 AVENUE,PROSPECT PARK WEST,ADDRESS,BROOKLYN,7 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T15:38:09.000,06 BROOKLYN,3010870059,BROOKLYN,990615,182071,MOBILE,Unspecified,BROOKLYN,40.666417279584216,-73.97705649006028,"{'latitude': '40.666417279584216', 'longitude': '-73.97705649006028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940863,2023-09-27T15:11:02.000,2023-09-28T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11211,328 GRAHAM AVENUE,GRAHAM AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The City inspected the property for cleaning, but no graffiti was found.",2023-09-30T11:52:57.000,01 BROOKLYN,3027650001,BROOKLYN,999696,199400,UNKNOWN,Unspecified,BROOKLYN,40.713970197938686,-73.94428306299916,"{'latitude': '40.713970197938686', 'longitude': '-73.94428306299916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,2023-10-27T15:11:02.000,
58940829,2023-09-27T15:11:00.000,2023-09-27T17:10:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11208,538 CRESCENT STREET,CRESCENT STREET,PITKIN AVE,BELMONT AVE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",2023-09-27T17:10:00.000,05 BROOKLYN,3042340032,BROOKLYN,1020346,185160,PHONE,Unspecified,BROOKLYN,40.67482459115076,-73.86987060037379,"{'latitude': '40.67482459115076', 'longitude': '-73.86987060037379', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59002491,2023-09-27T15:10:57.000,2023-10-14T13:27:10.000,DSNY,Department of Sanitation,Litter Basket Request,Replacement Basket,Street,10013,CANAL STREET,CANAL STREET,CANAL STREET,WOOSTER STREET,CANAL STREET,WOOSTER STREET,INTERSECTION,,,Closed,A Litter Basket was placed at the location.,2023-09-29T14:00:47.000,02 MANHATTAN,,MANHATTAN,983161,201903,PHONE,Unspecified,MANHATTAN,40.720853748387555,-74.00392865513183,"{'latitude': '40.720853748387555', 'longitude': '-74.00392865513183', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58951944,2023-09-27T15:10:51.000,2023-09-30T12:50:51.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11230,932 EAST   13 STREET,EAST   13 STREET,AVENUE I,AVENUE J,AVENUE I,AVENUE J,ADDRESS,BROOKLYN,EAST   13 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-28T23:35:03.000,14 BROOKLYN,,BROOKLYN,994367,167540,ONLINE,Unspecified,BROOKLYN,40.6265293353982,-73.96355368915559,"{'latitude': '40.6265293353982', 'longitude': '-73.96355368915559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940659,2023-09-27T15:10:37.000,2023-09-27T15:49:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10013,397 WASHINGTON STREET,WASHINGTON STREET,HUBERT STREET,LAIGHT STREET,HUBERT STREET,LAIGHT STREET,ADDRESS,NEW YORK,WASHINGTON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T15:49:02.000,01 MANHATTAN,,MANHATTAN,981297,202184,MOBILE,Unspecified,MANHATTAN,40.72162459973008,-74.01065330836934,"{'latitude': '40.72162459973008', 'longitude': '-74.01065330836934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58945323,2023-09-27T15:10:16.000,2023-09-27T15:18:48.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,10033,111 WADSWORTH AVENUE,WADSWORTH AVENUE,CROSS BRONX EXPRESSWAY,WEST  179 STREET,CROSS BRONX EXPRESSWAY,WEST  179 STREET,ADDRESS,NEW YORK,WADSWORTH AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T15:18:51.000,12 MANHATTAN,,MANHATTAN,1001918,248309,ONLINE,Unspecified,MANHATTAN,40.84820821920662,-73.9361392305864,"{'latitude': '40.84820821920662', 'longitude': '-73.9361392305864', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58944344,2023-09-27T15:10:07.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10009,444 EAST   12 STREET,EAST   12 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST   12 STREET,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-11-27T09:02:05.000,03 MANHATTAN,1004390028,MANHATTAN,989169,205040,ONLINE,Unspecified,MANHATTAN,40.72946275100331,-73.98225201897773,"{'latitude': '40.72946275100331', 'longitude': '-73.98225201897773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","444 EAST   12 STREET, MANHATTAN (NEW YORK), NY, 10009",,,,,,,
58939419,2023-09-27T15:09:58.000,,DSNY,Department of Sanitation,Lot Condition,Trash,Lot,11691,BROOKHAVEN AVENUE,BROOKHAVEN AVENUE,BROOKHAVEN AVENUE,GATEWAY BOULEVARD,BROOKHAVEN AVENUE,GATEWAY BOULEVARD,INTERSECTION,,,In Progress,,,14 QUEENS,,QUEENS,1052985,157694,PHONE,Unspecified,QUEENS,40.59924332746669,-73.75248426592958,"{'latitude': '40.59924332746669', 'longitude': '-73.75248426592958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58938642,2023-09-27T15:09:54.000,2023-09-27T16:32:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11212,406 CHESTER STREET,CHESTER STREET,LIVONIA AVENUE,RIVERDALE AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,ADDRESS,BROOKLYN,CHESTER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T16:32:41.000,16 BROOKLYN,3035880001,BROOKLYN,1009310,180351,MOBILE,Unspecified,BROOKLYN,40.66166308524825,-73.90967423779942,"{'latitude': '40.66166308524825', 'longitude': '-73.90967423779942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940869,2023-09-27T15:09:38.000,2023-09-27T15:25:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10128,5 EAST   92 STREET,EAST   92 STREET,5 AVENUE,MADISON AVENUE,5 AVENUE,MADISON AVENUE,ADDRESS,NEW YORK,EAST   92 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T15:25:23.000,08 MANHATTAN,1015040007,MANHATTAN,996087,225347,MOBILE,Unspecified,MANHATTAN,40.78519372178982,-73.95725580333173,"{'latitude': '40.78519372178982', 'longitude': '-73.95725580333173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58938701,2023-09-27T15:09:27.000,2023-09-27T20:13:08.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10306,23 CEDAR GROVE COURT,CEDAR GROVE COURT,CEDAR GROVE AVENUE,BEND,CEDAR GROVE AVENUE,BEND,ADDRESS,STATEN ISLAND,CEDAR GROVE COURT,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T20:13:11.000,02 STATEN ISLAND,,STATEN ISLAND,956071,143771,MOBILE,Unspecified,STATEN ISLAND,40.56124921505511,-74.10141516742559,"{'latitude': '40.56124921505511', 'longitude': '-74.10141516742559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940219,2023-09-27T15:09:23.000,2023-09-29T08:24:18.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10301,299 ST MARKS PLACE,ST MARKS PLACE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-29T00:00:00.000,01 STATEN ISLAND,5000080019,STATEN ISLAND,962449,173402,PHONE,Unspecified,STATEN ISLAND,40.642598225395105,-74.07855663279344,"{'latitude': '40.642598225395105', 'longitude': '-74.07855663279344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942613,2023-09-27T15:09:20.000,2023-10-14T05:03:19.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11226,274 LINDEN BOULEVARD,LINDEN BOULEVARD,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-14T00:00:00.000,17 BROOKLYN,3048680024,BROOKLYN,998466,177072,ONLINE,Unspecified,BROOKLYN,40.65268700214536,-73.94876703438024,"{'latitude': '40.65268700214536', 'longitude': '-73.94876703438024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58941211,2023-09-27T15:09:19.000,2023-09-27T15:49:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,107-64 159 STREET,159 STREET,107 AVENUE,108 AVENUE,107 AVENUE,108 AVENUE,ADDRESS,JAMAICA,159 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T15:49:20.000,12 QUEENS,,QUEENS,1041343,192712,ONLINE,Unspecified,QUEENS,40.695442532361845,-73.79411072050749,"{'latitude': '40.695442532361845', 'longitude': '-73.79411072050749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939252,2023-09-27T15:09:08.000,2023-10-10T14:58:33.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10009,261 EAST   10 STREET,EAST   10 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST   10 STREET,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-10-10T14:58:34.000,03 MANHATTAN,1004380047,MANHATTAN,988807,204657,ONLINE,Unspecified,MANHATTAN,40.72841170345939,-73.98355839117313,"{'latitude': '40.72841170345939', 'longitude': '-73.98355839117313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","261 EAST   10 STREET, MANHATTAN (NEW YORK), NY, 10009",,,,,,,
58936514,2023-09-27T15:08:44.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10023,140 WEST   76 STREET,WEST   76 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST   76 STREET,In Progress,,,07 MANHATTAN,,MANHATTAN,990302,223639,PHONE,Unspecified,MANHATTAN,40.78051157047019,-73.97814736161828,"{'latitude': '40.78051157047019', 'longitude': '-73.97814736161828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939808,2023-09-27T15:08:39.000,2023-09-27T15:20:36.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,11212,1196 EAST NEW YORK AVENUE,EAST NEW YORK AVENUE,PORTAL STREET,RALPH AVENUE,PORTAL STREET,RALPH AVENUE,ADDRESS,BROOKLYN,EAST NEW YORK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T15:20:41.000,16 BROOKLYN,,BROOKLYN,1005674,182320,ONLINE,Unspecified,BROOKLYN,40.667077096024954,-73.9227734992278,"{'latitude': '40.667077096024954', 'longitude': '-73.9227734992278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935921,2023-09-27T15:08:38.000,2023-10-17T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Residential,11211,679 LORIMER STREET,LORIMER STREET,,,,,ADDRESS,BROOKLYN,,Closed,The City has removed the graffiti from this property.,2023-10-18T06:53:52.000,01 BROOKLYN,3027360028,BROOKLYN,998136,200612,UNKNOWN,Unspecified,BROOKLYN,40.71729943334696,-73.94990780633167,"{'latitude': '40.71729943334696', 'longitude': '-73.94990780633167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,2023-10-27T15:08:38.000,
58949907,2023-09-27T15:08:35.000,2023-09-28T13:51:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11379,,,,,ELIOT AVENUE,FRESH POND ROAD,INTERSECTION,QUEENS,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-28T13:51:00.000,05 QUEENS,,QUEENS,1011651,199648,UNKNOWN,Unspecified,QUEENS,40.71462194983776,-73.90115790882437,"{'latitude': '40.71462194983776', 'longitude': '-73.90115790882437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,
58936428,2023-09-27T15:08:29.000,2023-09-27T15:08:29.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10452,1160 CROMWELL AVENUE,CROMWELL AVENUE,,,,,ADDRESS,BRONX,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-27T00:00:00.000,04 BRONX,2024960034,BRONX,1005558,243446,UNKNOWN,Unspecified,BRONX,40.83485267491897,-73.92299795262929,"{'latitude': '40.83485267491897', 'longitude': '-73.92299795262929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58938314,2023-09-27T15:08:17.000,2023-09-27T15:46:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11375,72 AVENUE,72 AVENUE,72 AVENUE,112 STREET,72 AVENUE,112 STREET,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T15:46:35.000,06 QUEENS,,QUEENS,1028977,202232,PHONE,Unspecified,QUEENS,40.72164377166893,-73.83864174439586,"{'latitude': '40.72164377166893', 'longitude': '-73.83864174439586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
59002306,2023-09-27T15:08:14.000,2023-11-03T16:05:54.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10009,74 AVENUE A,AVENUE A,EAST    5 STREET,EAST    6 STREET,EAST    5 STREET,EAST    6 STREET,ADDRESS,NEW YORK,AVENUE A,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-11-03T16:05:57.000,03 MANHATTAN,,MANHATTAN,988594,203396,ONLINE,Unspecified,MANHATTAN,40.72495067256517,-73.9843277069479,"{'latitude': '40.72495067256517', 'longitude': '-73.9843277069479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","74 AVENUE A, MANHATTAN (NEW YORK), NY, 10009",,,,,,,
58935782,2023-09-27T15:08:11.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Mixed Use,11211,25 BUSHWICK AVENUE,BUSHWICK AVENUE,,,,,ADDRESS,BROOKLYN,,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:49:19.000,01 BROOKLYN,3029190018,BROOKLYN,1000424,199379,UNKNOWN,Unspecified,BROOKLYN,40.71391125704922,-73.94165706668221,"{'latitude': '40.71391125704922', 'longitude': '-73.94165706668221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,2023-11-14T07:49:19.000,
58943667,2023-09-27T15:08:00.000,2023-09-29T09:31:00.000,DOT,Department of Transportation,Street Light Condition,Lamppost Leaning,,,CROSS BRONX EXPY,CROSS BRONX EXPY,RANDALL AVE,,CROSS BRONX EXPY,RANDALL AVE,BLOCKFACE,,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T09:31:00.000,Unspecified BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,,,,,,,
58942098,2023-09-27T15:08:00.000,2023-10-03T13:15:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Restaurant (AD2)",,11201,82 LIVINGSTON STREET,LIVINGSTON STREET,COURT ST,BOERUM PL,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-03T13:15:00.000,02 BROOKLYN,3002690030,BROOKLYN,986745,191195,ONLINE,Unspecified,BROOKLYN,40.691462529598546,-73.99100305436419,"{'latitude': '40.691462529598546', 'longitude': '-73.99100305436419', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,
58941296,2023-09-27T15:07:59.000,2023-09-27T15:14:41.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11375,99-22 67 ROAD,67 ROAD,AUSTIN STREET,BOOTH STREET,AUSTIN STREET,BOOTH STREET,ADDRESS,FOREST HILLS,67 ROAD,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-27T15:14:46.000,06 QUEENS,4031690021,QUEENS,1024658,203165,ONLINE,Unspecified,QUEENS,40.72422540979539,-73.85421744597095,"{'latitude': '40.72422540979539', 'longitude': '-73.85421744597095', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58940144,2023-09-27T15:07:55.000,2023-10-15T08:39:52.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10034,101 POST AVENUE,POST AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-15T00:00:00.000,12 MANHATTAN,1022190001,MANHATTAN,1006150,254161,PHONE,Unspecified,MANHATTAN,40.86426072138255,-73.92082360738061,"{'latitude': '40.86426072138255', 'longitude': '-73.92082360738061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58938463,2023-09-27T15:07:55.000,2023-09-27T19:26:22.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11004,254-45 75 AVENUE,75 AVENUE,254 STREET,255 STREET,254 STREET,255 STREET,ADDRESS,GLEN OAKS,75 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T19:26:24.000,13 QUEENS,,QUEENS,1062650,211243,PHONE,Unspecified,QUEENS,40.74614228427892,-73.71705783917307,"{'latitude': '40.74614228427892', 'longitude': '-73.71705783917307', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58942604,2023-09-27T15:07:55.000,2023-10-15T08:39:52.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10034,101 POST AVENUE,POST AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-15T00:00:00.000,12 MANHATTAN,1022190001,MANHATTAN,1006150,254161,PHONE,Unspecified,MANHATTAN,40.86426072138255,-73.92082360738061,"{'latitude': '40.86426072138255', 'longitude': '-73.92082360738061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58939605,2023-09-27T15:07:51.000,2023-09-27T15:25:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10128,1118 FIFTH AVENUE,FIFTH AVENUE,EAST   93 STREET,EAST   94 STREET,EAST   93 STREET,EAST   94 STREET,ADDRESS,NEW YORK,5 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T15:25:08.000,08 MANHATTAN,,MANHATTAN,996134,225665,MOBILE,Unspecified,MANHATTAN,40.78606648374332,-73.95708552065402,"{'latitude': '40.78606648374332', 'longitude': '-73.95708552065402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58936703,2023-09-27T15:07:30.000,2023-11-14T14:35:16.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10009,247 EAST   10 STREET,EAST   10 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST   10 STREET,Closed,A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.,2023-11-14T14:35:22.000,03 MANHATTAN,,MANHATTAN,988677,204729,ONLINE,Unspecified,MANHATTAN,40.728609391902424,-73.98402738244903,"{'latitude': '40.728609391902424', 'longitude': '-73.98402738244903', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","247 EAST   10 STREET, MANHATTAN (NEW YORK), NY, 10009",,,,,,,
58939911,2023-09-27T15:07:19.000,2023-09-27T15:37:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10009,615 EAST    6 STREET,EAST    6 STREET,AVENUE B,AVENUE C,AVENUE B,AVENUE C,ADDRESS,NEW YORK,EAST    6 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T15:37:39.000,03 MANHATTAN,1003890053,MANHATTAN,989619,203080,ONLINE,Unspecified,MANHATTAN,40.724082766499265,-73.98062996183054,"{'latitude': '40.724082766499265', 'longitude': '-73.98062996183054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58941590,2023-09-27T15:07:06.000,2023-09-27T18:50:39.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11211,624 LORIMER STREET,LORIMER STREET,SKILLMAN AVENUE,JACKSON STREET,SKILLMAN AVENUE,JACKSON STREET,ADDRESS,BROOKLYN,LORIMER STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T18:50:43.000,01 BROOKLYN,3027470002,BROOKLYN,998216,200015,PHONE,Unspecified,BROOKLYN,40.71566068572367,-73.94962045393255,"{'latitude': '40.71566068572367', 'longitude': '-73.94962045393255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58937043,2023-09-27T15:07:06.000,2023-09-27T17:57:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11102,26-17 28 STREET,28 STREET,ASTORIA BOULEVARD,NEWTOWN AVENUE,ASTORIA BOULEVARD,NEWTOWN AVENUE,ADDRESS,ASTORIA,28 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T17:57:51.000,01 QUEENS,4005960033,QUEENS,1006073,219971,MOBILE,Unspecified,QUEENS,40.770419008781936,-73.92121316669862,"{'latitude': '40.770419008781936', 'longitude': '-73.92121316669862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58938975,2023-09-27T15:06:58.000,2023-09-27T15:24:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10009,247 EAST   10 STREET,EAST   10 STREET,1 AVENUE,AVENUE A,1 AVENUE,AVENUE A,ADDRESS,NEW YORK,EAST   10 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T15:24:46.000,03 MANHATTAN,,MANHATTAN,988677,204729,ONLINE,Unspecified,MANHATTAN,40.728609391902424,-73.98402738244903,"{'latitude': '40.728609391902424', 'longitude': '-73.98402738244903', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
