unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58894952,2023-09-22T22:54:01.000,2023-09-23T01:24:49.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11249,76 NORTH    4 STREET,NORTH    4 STREET,WYTHE AVENUE,BERRY STREET,WYTHE AVENUE,BERRY STREET,ADDRESS,BROOKLYN,NORTH    4 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T01:24:52.000,01 BROOKLYN,3023507502,BROOKLYN,994780,200764,MOBILE,Unspecified,BROOKLYN,40.717721267817865,-73.96201396186562,"{'latitude': '40.717721267817865', 'longitude': '-73.96201396186562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892104,2023-09-22T22:54:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11210,,,,,EAST 22 STREET,FARRAGUT ROAD,INTERSECTION,BROOKLYN,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-03T08:40:00.000,14 BROOKLYN,,BROOKLYN,996395,170812,UNKNOWN,Unspecified,BROOKLYN,40.63550773455213,-73.95624196848397,"{'latitude': '40.63550773455213', 'longitude': '-73.95624196848397', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58893482,2023-09-22T22:54:00.000,2023-10-02T08:05:00.000,DOT,Department of Transportation,Street Light Condition,Flood Light Lamp Out,,11229,,,,,AVENUE V,EAST 28 STREET,INTERSECTION,BROOKLYN,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-10-02T08:05:00.000,15 BROOKLYN,,BROOKLYN,999965,157185,UNKNOWN,Unspecified,BROOKLYN,40.59809883800004,-73.9434110979364,"{'latitude': '40.59809883800004', 'longitude': '-73.9434110979364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896121,2023-09-22T22:54:00.000,2023-09-22T23:28:04.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11209,141 96 STREET,96 STREET,SHORE ROAD,MARINE AVENUE,SHORE ROAD,MARINE AVENUE,ADDRESS,BROOKLYN,96 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T23:28:08.000,10 BROOKLYN,3061200041,BROOKLYN,973989,163787,MOBILE,Unspecified,BROOKLYN,40.616227968440256,-74.03695936373852,"{'latitude': '40.616227968440256', 'longitude': '-74.03695936373852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897738,2023-09-22T22:53:50.000,2023-09-22T23:09:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11203,783 LENOX ROAD,LENOX ROAD,UTICA AVENUE,EAST   51 STREET,UTICA AVENUE,EAST   51 STREET,ADDRESS,BROOKLYN,LENOX ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:09:18.000,17 BROOKLYN,3046370028,BROOKLYN,1003502,178046,ONLINE,Unspecified,BROOKLYN,40.65535090217349,-73.93061504738674,"{'latitude': '40.65535090217349', 'longitude': '-73.93061504738674', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897642,2023-09-22T22:53:50.000,2023-09-22T22:58:51.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10454,25 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,LINCOLN AVENUE,ALEXANDER AVENUE,LINCOLN AVENUE,ALEXANDER AVENUE,ADDRESS,BRONX,BRUCKNER BOULEVARD,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-22T22:58:54.000,01 BRONX,2023090012,BRONX,1004022,233409,MOBILE,Unspecified,BRONX,40.80730752638972,-73.92857826253507,"{'latitude': '40.80730752638972', 'longitude': '-73.92857826253507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896374,2023-09-22T22:53:43.000,2023-09-22T23:13:37.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009,135 AVENUE A,AVENUE A,ST MARKS PLACE,EAST    9 STREET,ST MARKS PLACE,EAST    9 STREET,ADDRESS,NEW YORK,AVENUE A,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:13:40.000,03 MANHATTAN,1004360030,MANHATTAN,988988,204120,MOBILE,Unspecified,MANHATTAN,40.72693767427449,-73.9829057231572,"{'latitude': '40.72693767427449', 'longitude': '-73.9829057231572', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900371,2023-09-22T22:53:36.000,2023-09-23T00:46:45.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10305,73 HYLAN BOULEVARD,HYLAN BOULEVARD,EDGEWATER STREET,BAY STREET,EDGEWATER STREET,BAY STREET,ADDRESS,STATEN ISLAND,HYLAN BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T00:46:49.000,01 STATEN ISLAND,5028290104,STATEN ISLAND,966124,163172,PHONE,Unspecified,STATEN ISLAND,40.61452732194771,-74.06528685332734,"{'latitude': '40.61452732194771', 'longitude': '-74.06528685332734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894005,2023-09-22T22:53:34.000,2023-09-22T23:13:59.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11412,203-12 119 AVENUE,119 AVENUE,203 STREET,204 STREET,203 STREET,204 STREET,ADDRESS,SAINT ALBANS,119 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:14:03.000,12 QUEENS,4126600005,QUEENS,1054225,191735,MOBILE,Unspecified,QUEENS,40.69266842322746,-73.74766592113389,"{'latitude': '40.69266842322746', 'longitude': '-73.74766592113389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894618,2023-09-22T22:53:31.000,2023-09-22T22:59:43.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11372,94-19 ROOSEVELT AVENUE,ROOSEVELT AVENUE,94 STREET,95 STREET,94 STREET,95 STREET,ADDRESS,JACKSON HEIGHTS,ROOSEVELT AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T22:59:48.000,03 QUEENS,4014820042,QUEENS,1019642,212136,MOBILE,Unspecified,QUEENS,40.74887005227992,-73.87226677140652,"{'latitude': '40.74887005227992', 'longitude': '-73.87226677140652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900637,2023-09-22T22:53:27.000,2023-09-22T23:11:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,EAST  172 STREET,EAST  172 STREET,EAST  172 STREET,TOWNSEND AVENUE,EAST  172 STREET,TOWNSEND AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:11:50.000,04 BRONX,,BRONX,1007687,246038,ONLINE,Unspecified,BRONX,40.84196156556355,-73.91529519966382,"{'latitude': '40.84196156556355', 'longitude': '-73.91529519966382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58901801,2023-09-22T22:53:00.000,2023-09-23T03:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11234,,,,,AVENUE U,EAST 33 STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-23T03:40:00.000,18 BROOKLYN,,BROOKLYN,1003724,159728,UNKNOWN,Unspecified,BROOKLYN,40.60507139187234,-73.92986780715951,"{'latitude': '40.60507139187234', 'longitude': '-73.92986780715951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58897751,2023-09-22T22:52:32.000,2023-09-22T23:03:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10460,1778 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,CROTONA PARK EAST,EAST  175 STREET,CROTONA PARK EAST,EAST  175 STREET,ADDRESS,BRONX,SOUTHERN BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T23:03:08.000,03 BRONX,2029847501,BRONX,1015467,244714,ONLINE,Unspecified,BRONX,40.83830349819146,-73.88718331368973,"{'latitude': '40.83830349819146', 'longitude': '-73.88718331368973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900613,2023-09-22T22:52:16.000,2023-09-22T23:23:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,1815 GRAND CONCOURSE,GRAND CONCOURSE,EASTBURN AVENUE,EAST  176 STREET,EASTBURN AVENUE,EAST  176 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T23:24:03.000,05 BRONX,2028260072,BRONX,1009655,247989,ONLINE,Unspecified,BRONX,40.84731104281934,-73.908175168756,"{'latitude': '40.84731104281934', 'longitude': '-73.908175168756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58899638,2023-09-22T22:52:10.000,2023-09-22T22:52:10.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11213,769 ST MARKS AVENUE,ST MARKS AVENUE,NEW YORK AVENUE,BROOKLYN AVENUE,NEW YORK AVENUE,BROOKLYN AVENUE,ADDRESS,BROOKLYN,ST MARKS AVENUE,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-22T22:52:10.000,08 BROOKLYN,3012210001,BROOKLYN,999063,185212,PHONE,Unspecified,BROOKLYN,40.675028516422984,-73.94659762574597,"{'latitude': '40.675028516422984', 'longitude': '-73.94659762574597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896219,2023-09-22T22:52:00.000,2023-10-02T10:42:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11693,,,,,CROSS BAY BOULEVARD,WEST 13 ROAD,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-02T10:42:00.000,14 QUEENS,,QUEENS,1034249,159282,UNKNOWN,Unspecified,QUEENS,40.60372756244753,-73.81994089424688,"{'latitude': '40.60372756244753', 'longitude': '-73.81994089424688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896931,2023-09-22T22:51:54.000,2023-09-26T15:01:37.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11229,2260 EAST   27 STREET,EAST   27 STREET,AVENUE V,AVENUE W,AVENUE V,AVENUE W,ADDRESS,BROOKLYN,EAST   27 STREET,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-26T15:01:43.000,15 BROOKLYN,3073840130,BROOKLYN,999777,156643,ONLINE,Unspecified,BROOKLYN,40.59661148910422,-73.94408932174636,"{'latitude': '40.59661148910422', 'longitude': '-73.94408932174636', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58902336,2023-09-22T22:51:53.000,2023-09-23T03:26:33.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,111-15 43 AVENUE,43 AVENUE,111 STREET,114 STREET,111 STREET,114 STREET,ADDRESS,CORONA,43 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T03:26:41.000,04 QUEENS,4020150172,QUEENS,1024620,212453,MOBILE,Unspecified,QUEENS,40.749718811279756,-73.85429880516662,"{'latitude': '40.749718811279756', 'longitude': '-73.85429880516662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892197,2023-09-22T22:51:38.000,2023-09-22T23:02:11.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1358 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:02:15.000,03 BRONX,2029100001,BRONX,1010483,243252,ONLINE,Unspecified,BRONX,40.834306945287516,-73.90520094453679,"{'latitude': '40.834306945287516', 'longitude': '-73.90520094453679', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897361,2023-09-22T22:51:27.000,2023-09-22T23:10:52.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,901 NEWKIRK AVENUE,NEWKIRK AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,EAST    8 STREET,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,NEWKIRK AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T23:10:58.000,14 BROOKLYN,3054250053,BROOKLYN,992954,169912,MOBILE,Unspecified,BROOKLYN,40.633041475465006,-73.96864093674586,"{'latitude': '40.633041475465006', 'longitude': '-73.96864093674586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892169,2023-09-22T22:51:20.000,2023-09-22T23:21:17.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10452,1073 SUMMIT AVENUE,SUMMIT AVENUE,WEST  165 STREET,WEST  166 STREET,WEST  165 STREET,WEST  166 STREET,ADDRESS,BRONX,SUMMIT AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:21:20.000,04 BRONX,2025260076,BRONX,1003861,243545,ONLINE,Unspecified,BRONX,40.83512833259711,-73.92913021503848,"{'latitude': '40.83512833259711', 'longitude': '-73.92913021503848', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900497,2023-09-22T22:50:55.000,2023-09-22T23:00:37.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,133-38 129 STREET,129 STREET,133 AVENUE,135 AVENUE,133 AVENUE,135 AVENUE,ADDRESS,SOUTH OZONE PARK,129 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:00:40.000,10 QUEENS,4117870056,QUEENS,1036858,183509,MOBILE,Unspecified,QUEENS,40.67021025048415,-73.81035636442284,"{'latitude': '40.67021025048415', 'longitude': '-73.81035636442284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58902011,2023-09-22T22:50:32.000,2023-09-22T23:44:06.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10469,BOSTON ROAD,BOSTON ROAD,BOSTON ROAD,YATES AVENUE,BOSTON ROAD,YATES AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T23:44:09.000,11 BRONX,,BRONX,1024478,257224,ONLINE,Unspecified,BRONX,40.87260321592093,-73.8545429877944,"{'latitude': '40.87260321592093', 'longitude': '-73.8545429877944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58900670,2023-09-22T22:50:28.000,2023-09-22T23:21:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11109,45-45 CENTER BOULEVARD,CENTER BOULEVARD,BEND,46 AVENUE,BEND,46 AVENUE,ADDRESS,LONG ISLAND CITY,CENTER BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T23:21:30.000,02 QUEENS,4000210020,QUEENS,996256,211821,MOBILE,Unspecified,QUEENS,40.74806813205304,-73.95666969367451,"{'latitude': '40.74806813205304', 'longitude': '-73.95666969367451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58893579,2023-09-22T22:50:28.000,2023-09-23T00:35:08.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2396 MORRIS AVENUE,MORRIS AVENUE,EAST  184 STREET,EAST FORDHAM ROAD,EAST  184 STREET,EAST FORDHAM ROAD,ADDRESS,BRONX,MORRIS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T00:35:12.000,05 BRONX,2031730005,BRONX,1011782,252825,MOBILE,Unspecified,BRONX,40.86057803832132,-73.90046740161462,"{'latitude': '40.86057803832132', 'longitude': '-73.90046740161462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58902278,2023-09-22T22:50:13.000,2023-09-22T22:54:54.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T22:54:58.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894966,2023-09-22T22:49:52.000,2023-09-22T23:10:07.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11420,111-17 133 STREET,133 STREET,111 AVENUE,LINDEN BOULEVARD,111 AVENUE,LINDEN BOULEVARD,ADDRESS,SOUTH OZONE PARK,133 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:10:13.000,10 QUEENS,4116370056,QUEENS,1037051,188359,ONLINE,Unspecified,QUEENS,40.68352122517608,-73.80962263443132,"{'latitude': '40.68352122517608', 'longitude': '-73.80962263443132', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58897474,2023-09-22T22:49:51.000,2023-09-22T22:50:37.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11375,2 BURNS STREET,BURNS STREET,TENNIS PLACE,CONTINENTAL AVENUE,TENNIS PLACE,CONTINENTAL AVENUE,ADDRESS,FOREST HILLS,BURNS STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:50:42.000,06 QUEENS,,QUEENS,1026828,201576,MOBILE,Unspecified,QUEENS,40.71985381690118,-73.8463986646367,"{'latitude': '40.71985381690118', 'longitude': '-73.8463986646367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58899221,2023-09-22T22:49:41.000,2023-09-22T22:52:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10451,785 COURTLANDT AVENUE,COURTLANDT AVENUE,EAST  157 STREET,EAST  158 STREET,EAST  157 STREET,EAST  158 STREET,ADDRESS,BRONX,COURTLANDT AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T22:52:13.000,01 BRONX,2024160001,BRONX,1007271,238911,ONLINE,Unspecified,BRONX,40.82240110281109,-73.91682314277746,"{'latitude': '40.82240110281109', 'longitude': '-73.91682314277746', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58896328,2023-09-22T22:49:38.000,2023-09-23T00:01:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10308,61 CRISPI LANE,CRISPI LANE,BEND,DOCKSIDE LANE,BEND,DOCKSIDE LANE,ADDRESS,STATEN ISLAND,CRISPI LANE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T00:01:29.000,03 STATEN ISLAND,5052990022,STATEN ISLAND,943866,136208,MOBILE,Unspecified,STATEN ISLAND,40.540443064648876,-74.14529529034202,"{'latitude': '40.540443064648876', 'longitude': '-74.14529529034202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892213,2023-09-22T22:49:22.000,2023-09-22T22:58:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,108-26 159 STREET,159 STREET,108 AVENUE,109 AVENUE,108 AVENUE,109 AVENUE,ADDRESS,JAMAICA,159 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T22:58:09.000,12 QUEENS,4101460051,QUEENS,1041463,192497,ONLINE,Unspecified,QUEENS,40.694851633900804,-73.79367980321378,"{'latitude': '40.694851633900804', 'longitude': '-73.79367980321378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58902499,2023-09-22T22:49:15.000,2023-09-23T04:59:51.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11419,101-28 112 STREET,112 STREET,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,ADDRESS,SOUTH RICHMOND HILL,112 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T04:59:57.000,09 QUEENS,4094290019,QUEENS,1030924,189961,MOBILE,Unspecified,QUEENS,40.687952769322735,-73.83170276749182,"{'latitude': '40.687952769322735', 'longitude': '-73.83170276749182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58898932,2023-09-22T22:49:10.000,2023-09-22T23:01:20.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11369,22-15 97 STREET,97 STREET,DEAD END,23 AVENUE,DEAD END,23 AVENUE,ADDRESS,EAST ELMHURST,97 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T23:01:23.000,03 QUEENS,4010740068,QUEENS,1019254,219745,PHONE,Unspecified,QUEENS,40.76975633175077,-73.8736274822148,"{'latitude': '40.76975633175077', 'longitude': '-73.8736274822148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894995,2023-09-22T22:48:59.000,2023-09-22T23:00:36.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11236,251 EAST   88 STREET,EAST   88 STREET,AVENUE B,DITMAS AVENUE,AVENUE B,DITMAS AVENUE,ADDRESS,BROOKLYN,EAST   88 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:00:39.000,17 BROOKLYN,3079130011,BROOKLYN,1007286,175318,MOBILE,Unspecified,BROOKLYN,40.64785410381413,-73.91698668984816,"{'latitude': '40.64785410381413', 'longitude': '-73.91698668984816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894319,2023-09-22T22:48:57.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10033,56 BENNETT AVENUE,BENNETT AVENUE,WEST 181 STREET,WEST 184 STREET,WEST  181 STREET,WEST  184 STREET,ADDRESS,NEW YORK,BENNETT AVENUE,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-23T03:59:03.000,12 MANHATTAN,1021800067,MANHATTAN,1001995,249719,MOBILE,Unspecified,MANHATTAN,40.85207809647863,-73.9358571832859,"{'latitude': '40.85207809647863', 'longitude': '-73.9358571832859', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58892294,2023-09-22T22:48:55.000,2023-09-22T23:11:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10014,229 WEST   11 STREET,WEST   11 STREET,WAVERLY PLACE,WEST    4 STREET,WAVERLY PLACE,WEST    4 STREET,ADDRESS,NEW YORK,WEST   11 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T23:11:43.000,02 MANHATTAN,1006140032,MANHATTAN,983542,207542,ONLINE,Unspecified,MANHATTAN,40.736331465660015,-74.00255476027861,"{'latitude': '40.736331465660015', 'longitude': '-74.00255476027861', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58894028,2023-09-22T22:48:51.000,2023-09-23T05:38:15.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11102,27-17 21 STREET,21 STREET,27 AVENUE,27 ROAD,27 AVENUE,27 ROAD,ADDRESS,ASTORIA,21 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T05:38:18.000,01 QUEENS,4005430019,QUEENS,1004668,220464,MOBILE,Unspecified,QUEENS,40.771775521559206,-73.92628409003693,"{'latitude': '40.771775521559206', 'longitude': '-73.92628409003693', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58899496,2023-09-22T22:48:43.000,2023-09-22T22:52:55.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,158-33 78 AVENUE,78 AVENUE,PARSONS BOULEVARD,160 STREET,PARSONS BOULEVARD,160 STREET,ADDRESS,FRESH MEADOWS,78 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T22:52:57.000,08 QUEENS,4068280015,QUEENS,1037047,202519,ONLINE,Unspecified,QUEENS,40.72238703289527,-73.8095260418184,"{'latitude': '40.72238703289527', 'longitude': '-73.8095260418184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58895161,2023-09-22T22:48:39.000,2023-09-24T23:17:03.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10065,1185 1 AVENUE,1 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-24T00:00:00.000,08 MANHATTAN,1014390023,MANHATTAN,995449,217234,MOBILE,Unspecified,MANHATTAN,40.762926496672975,-73.95957318416214,"{'latitude': '40.762926496672975', 'longitude': '-73.95957318416214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58899418,2023-09-22T22:48:37.000,2023-09-27T14:46:19.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11206,165 MONTROSE AVENUE,MONTROSE AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-27T00:00:00.000,01 BROOKLYN,3030530032,BROOKLYN,1000182,197009,ONLINE,Unspecified,BROOKLYN,40.70740661035493,-73.94253561828593,"{'latitude': '40.70740661035493', 'longitude': '-73.94253561828593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
