unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,taxi_pick_up_location,due_date,taxi_company_borough,bridge_highway_name,bridge_highway_segment
58819409,2023-09-14T10:20:00.000,2023-09-20T08:04:25.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11422,130-02 LAURELTON PARKWAY,LAURELTON PARKWAY,ADDRESS,ROSEDALE,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-15T12:44:09.000,13 QUEENS,,QUEENS,1058975,186825,UNKNOWN,Unspecified,QUEENS,40.679152829238134,-73.73059169316828,"{'latitude': '40.679152829238134', 'longitude': '-73.73059169316828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",130 AVENUE,131 AVENUE,130 AVENUE,131 AVENUE,LAURELTON PARKWAY,,,,,,
58815879,2023-09-14T10:19:53.000,2023-09-14T10:48:57.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10016,425 PARK AVENUE SOUTH,PARK AVENUE SOUTH,ADDRESS,NEW YORK,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-14T10:49:00.000,05 MANHATTAN,1008850001,MANHATTAN,988818,210366,MOBILE,Unspecified,MANHATTAN,40.744081492435235,-73.98351482688908,"{'latitude': '40.744081492435235', 'longitude': '-73.98351482688908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   29 STREET,EAST   30 STREET,EAST   29 STREET,EAST   30 STREET,PARK AVENUE SOUTH,,,,,,
58817063,2023-09-14T10:19:53.000,2023-09-14T10:51:11.000,DHS,Department of Homeless Services,Encampment,N/A,Residential Building/House,10016,425 PARK AVENUE SOUTH,PARK AVENUE SOUTH,ADDRESS,NEW YORK,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-14T10:51:14.000,05 MANHATTAN,1008850001,MANHATTAN,988818,210366,MOBILE,Unspecified,MANHATTAN,40.744081492435235,-73.98351482688908,"{'latitude': '40.744081492435235', 'longitude': '-73.98351482688908', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   29 STREET,EAST   30 STREET,EAST   29 STREET,EAST   30 STREET,PARK AVENUE SOUTH,,,,,,
58810595,2023-09-14T10:19:42.000,2023-09-14T11:25:51.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11361,203-17 34 AVENUE,34 AVENUE,ADDRESS,BAYSIDE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T11:25:55.000,11 QUEENS,4060830026,QUEENS,1043826,218986,ONLINE,Unspecified,QUEENS,40.767541631896265,-73.78492390267513,"{'latitude': '40.767541631896265', 'longitude': '-73.78492390267513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",203 STREET,204 STREET,203 STREET,204 STREET,34 AVENUE,,,,,,
58815680,2023-09-14T10:19:29.000,2023-11-16T10:26:17.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11377,71 STREET,71 STREET,INTERSECTION,,Closed,NYC Parks visited the location but could not find the tree condition you reported.,2023-11-16T10:26:23.000,02 QUEENS,,QUEENS,1013688,209847,UNKNOWN,Unspecified,QUEENS,40.742609151225516,-73.89376534201257,"{'latitude': '40.742609151225516', 'longitude': '-73.89376534201257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",71 STREET,WOODSIDE AVENUE,71 STREET,WOODSIDE AVENUE,,,,,,,
58815551,2023-09-14T10:19:27.000,2023-09-21T19:41:25.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,10304,260 PARKHILL AVENUE,PARKHILL AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,01 STATEN ISLAND,5029220001,STATEN ISLAND,961184,162502,PHONE,Unspecified,STATEN ISLAND,40.61267682810136,-74.08307761783473,"{'latitude': '40.61267682810136', 'longitude': '-74.08307761783473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58818985,2023-09-14T10:19:27.000,2023-09-21T19:41:25.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10304,260 PARKHILL AVENUE,PARKHILL AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,01 STATEN ISLAND,5029220001,STATEN ISLAND,961184,162502,PHONE,Unspecified,STATEN ISLAND,40.61267682810136,-74.08307761783473,"{'latitude': '40.61267682810136', 'longitude': '-74.08307761783473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58813225,2023-09-14T10:19:27.000,2023-09-21T19:41:25.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10304,260 PARKHILL AVENUE,PARKHILL AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,01 STATEN ISLAND,5029220001,STATEN ISLAND,961184,162502,PHONE,Unspecified,STATEN ISLAND,40.61267682810136,-74.08307761783473,"{'latitude': '40.61267682810136', 'longitude': '-74.08307761783473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58816605,2023-09-14T10:19:27.000,2023-09-21T19:41:24.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10304,260 PARKHILL AVENUE,PARKHILL AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,01 STATEN ISLAND,5029220001,STATEN ISLAND,961184,162502,PHONE,Unspecified,STATEN ISLAND,40.61267682810136,-74.08307761783473,"{'latitude': '40.61267682810136', 'longitude': '-74.08307761783473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58817004,2023-09-14T10:19:23.000,2023-10-11T13:10:24.000,DOT,Department of Transportation,Street Sign - Missing,Stop,Street,11235,2940 OCEAN PARKWAY,OCEAN PARKWAY,ADDRESS,BROOKLYN,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-10-11T13:10:30.000,13 BROOKLYN,3072740020,BROOKLYN,993184,150359,ONLINE,Unspecified,BROOKLYN,40.57937226190035,-73.96783814984869,"{'latitude': '40.57937226190035', 'longitude': '-73.96783814984869', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEPTUNE AVENUE,OCEAN VIEW AVENUE,NEPTUNE AVENUE,OCEAN VIEW AVENUE,OCEAN PARKWAY,,,,,,
58813473,2023-09-14T10:19:16.000,2023-09-26T09:49:03.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11233,CALLAHAN-KELLY PLAYGROUND,CALLAHAN-KELLY PLAYGROUND,UNRECOGNIZED,BROOKLYN,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-26T09:49:01.000,16 BROOKLYN,3015450001,BROOKLYN,1010170,186412,ONLINE,Unspecified,BROOKLYN,40.678296690438636,-73.90655116784473,"{'latitude': '40.678296690438636', 'longitude': '-73.90655116784473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SACKMAN STREET,VAN SINDEREN AVENUE,SACKMAN STREET,VAN SINDEREN AVENUE,CALLAHAN-KELLY PLAYGROUND,,,,,,
58814593,2023-09-14T10:19:16.000,2023-09-14T10:19:16.000,DOHMH,Department of Health and Mental Hygiene,Standing Water,Other - Explain Below,Other,11357,149-43 17 ROAD,17 ROAD,ADDRESS,WHITESTONE,Closed,An inspection of the property was conducted and no violations were found.,2023-09-14T10:19:16.000,07 QUEENS,4046660025,QUEENS,1035366,224798,PHONE,Unspecified,QUEENS,40.783546974731095,-73.81542114982628,"{'latitude': '40.783546974731095', 'longitude': '-73.81542114982628', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",149 STREET,150 STREET,149 STREET,150 STREET,17 ROAD,,,,,,
58818023,2023-09-14T10:19:07.000,2023-09-28T10:31:26.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11434,144-25 166 STREET,166 STREET,ADDRESS,JAMAICA,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-28T10:31:29.000,13 QUEENS,4132720053,QUEENS,1046014,181840,ONLINE,Unspecified,QUEENS,40.66557008983026,-73.777365835208,"{'latitude': '40.66557008983026', 'longitude': '-73.777365835208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",144 AVENUE,144 ROAD,144 AVENUE,144 ROAD,166 STREET,,,,,,
58810678,2023-09-14T10:19:06.000,2023-09-27T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11236,1171 EAST   87 STREET,EAST   87 STREET,ADDRESS,BROOKLYN,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-27T00:00:00.000,18 BROOKLYN,3080530010,BROOKLYN,1011154,170364,UNKNOWN,Unspecified,BROOKLYN,40.63424553816516,-73.90306759945888,"{'latitude': '40.63424553816516', 'longitude': '-73.90306759945888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58816845,2023-09-14T10:19:05.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11691,BEACH    5 STREET,BEACH    5 STREET,INTERSECTION,,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-15T09:30:07.000,14 QUEENS,,QUEENS,1056331,156510,ONLINE,Unspecified,QUEENS,40.59596691860462,-73.74044797326721,"{'latitude': '40.59596691860462', 'longitude': '-73.74044797326721', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEACH    5 STREET,SEAGIRT AVENUE,BEACH    5 STREET,SEAGIRT AVENUE,,,,,,,
58816211,2023-09-14T10:19:00.000,2023-09-15T01:35:00.000,DOT,Department of Transportation,Traffic Signal Condition,Ped Lamp,,11210,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-15T01:35:00.000,14 BROOKLYN,,BROOKLYN,998200,165738,UNKNOWN,Unspecified,BROOKLYN,40.6215780168622,-73.94974910209528,"{'latitude': '40.6215780168622', 'longitude': '-73.94974910209528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,AVENUE L,EAST 26 STREET,,N/A,,,,,
58812552,2023-09-14T10:18:54.000,2023-09-15T12:06:38.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11235,3016 BRIGHTON    5 STREET,BRIGHTON    5 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T07:11:36.000,13 BROOKLYN,3086747502,BROOKLYN,994556,150153,ONLINE,Unspecified,BROOKLYN,40.578805343741365,-73.96289934893016,"{'latitude': '40.578805343741365', 'longitude': '-73.96289934893016', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OCEAN VIEW AVENUE,BRIGHTON BEACH AVENUE,OCEAN VIEW AVENUE,BRIGHTON BEACH AVENUE,BRIGHTON    5 STREET,,,,,,
58817904,2023-09-14T10:18:46.000,,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11207,633 VERMONT STREET,VERMONT STREET,ADDRESS,BROOKLYN,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-14T00:00:00.000,05 BROOKLYN,3038250005,BROOKLYN,1014261,181167,PHONE,Unspecified,BROOKLYN,40.66388742618824,-73.89182533710117,"{'latitude': '40.66388742618824', 'longitude': '-73.89182533710117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58816824,2023-09-14T10:18:46.000,2023-10-21T11:55:18.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11207,633 VERMONT STREET,VERMONT STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-21T00:00:00.000,05 BROOKLYN,3038250005,BROOKLYN,1014261,181167,PHONE,Unspecified,BROOKLYN,40.66388742618824,-73.89182533710117,"{'latitude': '40.66388742618824', 'longitude': '-73.89182533710117', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58817391,2023-09-14T10:18:45.000,2023-09-14T10:56:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11355,56-21 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,ADDRESS,FLUSHING,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T10:56:10.000,07 QUEENS,4063510018,QUEENS,1030272,211674,PHONE,Unspecified,QUEENS,40.747553046549896,-73.8339052929289,"{'latitude': '40.747553046549896', 'longitude': '-73.8339052929289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VAN WYCK EP NB EN COLLEGE PT BL,VAN WYCK EP NB EN COLLEGE PT BL,VAN WYCK EP NB EN COLLEGE PT BL,VAN WYCK EP NB EN COLLEGE PT BL,COLLEGE POINT BOULEVARD,,,,,,
58810688,2023-09-14T10:18:41.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Sign/Awning/Marquee - Illegal/No Permit,,11216,1467 BEDFORD AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-28T00:00:00.000,08 BROOKLYN,3012390005,BROOKLYN,996950,184474,UNKNOWN,Unspecified,BROOKLYN,40.67300615613775,-73.95421659509665,"{'latitude': '40.67300615613775', 'longitude': '-73.95421659509665', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,
58811196,2023-09-14T10:18:40.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,10312,520 KING STREET,KING STREET,ADDRESS,STATEN ISLAND,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-15T06:44:23.000,03 STATEN ISLAND,5053780001,STATEN ISLAND,939913,133048,PHONE,Unspecified,STATEN ISLAND,40.531750592574554,-74.1594968325898,"{'latitude': '40.531750592574554', 'longitude': '-74.1594968325898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ORCHARD LANE SOUTH,ELMBANK STREET,ORCHARD LANE SOUTH,ELMBANK STREET,KING STREET,,,,,,
58819212,2023-09-14T10:18:14.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Bare Hands in Contact w/ Food,Restaurant/Bar/Deli/Bakery,10025,AMSTERDAM AVENUE,AMSTERDAM AVENUE,INTERSECTION,,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-15T09:41:32.000,07 MANHATTAN,,MANHATTAN,992455,228573,PHONE,Unspecified,MANHATTAN,40.79405234298446,-73.97036725563488,"{'latitude': '40.79405234298446', 'longitude': '-73.97036725563488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMSTERDAM AVENUE,WEST   96 STREET,AMSTERDAM AVENUE,WEST   96 STREET,,,,,,,
58812855,2023-09-14T10:18:00.000,2023-09-14T11:02:27.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11224,2820 WEST   20 STREET,WEST   20 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T11:02:30.000,13 BROOKLYN,,BROOKLYN,987800,149866,ONLINE,Unspecified,BROOKLYN,40.578022864998765,-73.98722047692384,"{'latitude': '40.578022864998765', 'longitude': '-73.98722047692384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEPTUNE AVENUE,MERMAID AVENUE,NEPTUNE AVENUE,MERMAID AVENUE,WEST   20 STREET,,,,,,
58813539,2023-09-14T10:18:00.000,2023-09-15T11:28:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10314,478 SLOSSON AVENUE,SLOSSON AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the E-waste.,2023-09-15T11:28:00.000,02 STATEN ISLAND,5006900402,STATEN ISLAND,951979,160966,PHONE,Unspecified,STATEN ISLAND,40.608432083920185,-74.11622421426087,"{'latitude': '40.608432083920185', 'longitude': '-74.11622421426087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LIGHTNER AVENUE,MOTLEY AVENUE,,,,,,,,,
58815318,2023-09-14T10:18:00.000,2023-09-14T12:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11694,,,INTERSECTION,QUEENS,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-14T12:40:00.000,14 QUEENS,,QUEENS,1034365,152309,UNKNOWN,Unspecified,QUEENS,40.58458746495682,-73.81957487244233,"{'latitude': '40.58458746495682', 'longitude': '-73.81957487244233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,BEACH 98 STREET,ROCKAWAY BEACH BOULEVARD,,N/A,,,,,
58817017,2023-09-14T10:17:33.000,2023-09-22T08:54:20.000,DOT,Department of Transportation,Outdoor Dining,Site Setup Condition,Street,10036,151 WEST   46 STREET,WEST   46 STREET,ADDRESS,NEW YORK,Closed,The Department of Transportation inspected the condition you reported and determined that this issue is not within its jurisdiction.,2023-09-22T08:54:24.000,05 MANHATTAN,1009990009,MANHATTAN,988775,215436,PHONE,Unspecified,MANHATTAN,40.75799738292492,-73.98366659530167,"{'latitude': '40.75799738292492', 'longitude': '-73.98366659530167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,WEST   46 STREET,,,,,,
58811175,2023-09-14T10:17:31.000,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,11201,35 PIERREPONT STREET,PIERREPONT STREET,ADDRESS,BROOKLYN,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-10-05T14:18:26.000,02 BROOKLYN,3002350004,BROOKLYN,985357,192859,PHONE,Unspecified,BROOKLYN,40.69603010685138,-73.99600789534158,"{'latitude': '40.69603010685138', 'longitude': '-73.99600789534158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WILLOW STREET,HICKS STREET,WILLOW STREET,HICKS STREET,PIERREPONT STREET,,,,,,
58815695,2023-09-14T10:17:14.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11385,67-01 64 STREET,64 STREET,ADDRESS,RIDGEWOOD,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-15T10:22:18.000,05 QUEENS,4036220019,QUEENS,1013439,196619,ONLINE,Unspecified,QUEENS,40.70630235163724,-73.89472129449712,"{'latitude': '40.70630235163724', 'longitude': '-73.89472129449712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEAD END,68 AVENUE,DEAD END,68 AVENUE,64 STREET,,,,,,
58816289,2023-09-14T10:17:13.000,2023-09-14T10:41:07.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11211,435 GRAHAM AVENUE,GRAHAM AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T10:41:10.000,01 BROOKLYN,3027340027,BROOKLYN,999500,200914,ONLINE,Unspecified,BROOKLYN,40.718126104632574,-73.94498664576122,"{'latitude': '40.718126104632574', 'longitude': '-73.94498664576122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FROST STREET,RICHARDSON STREET,FROST STREET,RICHARDSON STREET,GRAHAM AVENUE,,,,,,
58815973,2023-09-14T10:17:05.000,2023-09-16T15:18:51.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11204,1957 50 STREET,50 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-16T09:54:05.000,12 BROOKLYN,3054570040,BROOKLYN,990371,167189,ONLINE,Unspecified,BROOKLYN,40.62556957636223,-73.97794952489876,"{'latitude': '40.62556957636223', 'longitude': '-73.97794952489876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19 AVENUE,DAHILL ROAD,19 AVENUE,DAHILL ROAD,50 STREET,,,,,,
58816150,2023-09-14T10:17:00.000,2023-09-18T06:35:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,10025,201 WEST  108 STREET,WEST  108 STREET,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-18T06:35:00.000,07 MANHATTAN,1018800029,MANHATTAN,993927,231423,ONLINE,Unspecified,MANHATTAN,40.801873327327534,-73.96504695167482,"{'latitude': '40.801873327327534', 'longitude': '-73.96504695167482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMSTERDAM AVE,BROADWAY,,,,N/A,,,,,
58810618,2023-09-14T10:16:58.000,2023-09-14T10:28:33.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10069,101 WEST END AVENUE,WEST END AVENUE,ADDRESS,NEW YORK,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T10:28:37.000,07 MANHATTAN,1011710062,MANHATTAN,987398,221654,MOBILE,Unspecified,MANHATTAN,40.77506478010212,-73.98863409148143,"{'latitude': '40.77506478010212', 'longitude': '-73.98863409148143', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST END AVENUE,FREEDOM PLACE SOUTH,WEST END AVENUE,FREEDOM PLACE SOUTH,WEST END AVENUE,,,,,,
58815428,2023-09-14T10:16:51.000,2023-10-12T09:06:17.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11224,2929 WEST   31 STREET,WEST   31 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,13 BROOKLYN,3070500001,BROOKLYN,984957,148782,PHONE,Unspecified,BROOKLYN,40.57504818064165,-73.99745500833791,"{'latitude': '40.57504818064165', 'longitude': '-73.99745500833791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58813220,2023-09-14T10:16:51.000,2023-10-12T09:06:17.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11224,2929 WEST   31 STREET,WEST   31 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,13 BROOKLYN,3070500001,BROOKLYN,984957,148782,PHONE,Unspecified,BROOKLYN,40.57504818064165,-73.99745500833791,"{'latitude': '40.57504818064165', 'longitude': '-73.99745500833791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58814331,2023-09-14T10:16:51.000,2023-10-12T09:06:17.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11224,2929 WEST   31 STREET,WEST   31 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-12T00:00:00.000,13 BROOKLYN,3070500001,BROOKLYN,984957,148782,PHONE,Unspecified,BROOKLYN,40.57504818064165,-73.99745500833791,"{'latitude': '40.57504818064165', 'longitude': '-73.99745500833791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
58814421,2023-09-14T10:16:51.000,2023-10-12T09:06:17.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11224,2929 WEST   31 STREET,WEST   31 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-10-12T00:00:00.000,13 BROOKLYN,3070500001,BROOKLYN,984957,148782,PHONE,Unspecified,BROOKLYN,40.57504818064165,-73.99745500833791,"{'latitude': '40.57504818064165', 'longitude': '-73.99745500833791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,
