unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,location_type,intersection_street_1,intersection_street_2,cross_street_1,cross_street_2,landmark,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,due_date,vehicle_type,taxi_company_borough
58826027,2023-09-15T14:07:41.000,2023-09-25T19:24:09.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,10454,441 EAST  140 STREET,EAST  140 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,01 BRONX,2022850070,BRONX,1006252,234323,PHONE,Unspecified,BRONX,40.80981093042972,-73.9205199162912,"{'latitude': '40.80981093042972', 'longitude': '-73.9205199162912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58823446,2023-09-15T14:07:41.000,2023-10-30T07:51:46.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,11213,1373 STERLING PLACE,STERLING PLACE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-30T00:00:00.000,08 BROOKLYN,3013720076,BROOKLYN,1002867,183963,PHONE,Unspecified,BROOKLYN,40.6715931103321,-73.93288727278977,"{'latitude': '40.6715931103321', 'longitude': '-73.93288727278977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58824453,2023-09-15T14:07:41.000,2023-09-25T19:24:09.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10454,441 EAST  140 STREET,EAST  140 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,01 BRONX,2022850070,BRONX,1006252,234323,PHONE,Unspecified,BRONX,40.80981093042972,-73.9205199162912,"{'latitude': '40.80981093042972', 'longitude': '-73.9205199162912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58820891,2023-09-15T14:07:41.000,2023-09-25T19:24:08.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,10454,441 EAST  140 STREET,EAST  140 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,01 BRONX,2022850070,BRONX,1006252,234323,PHONE,Unspecified,BRONX,40.80981093042972,-73.9205199162912,"{'latitude': '40.80981093042972', 'longitude': '-73.9205199162912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58824394,2023-09-15T14:07:40.000,2023-10-02T14:24:30.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,10458,2338 WEBSTER AVENUE,WEBSTER AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,06 BRONX,2030310019,BRONX,1013348,251679,PHONE,Unspecified,BRONX,40.857427591890215,-73.89481104058125,"{'latitude': '40.857427591890215', 'longitude': '-73.89481104058125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58822749,2023-09-15T14:07:40.000,2023-10-02T14:24:30.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10458,2338 WEBSTER AVENUE,WEBSTER AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-02T00:00:00.000,06 BRONX,2030310019,BRONX,1013348,251679,PHONE,Unspecified,BRONX,40.857427591890215,-73.89481104058125,"{'latitude': '40.857427591890215', 'longitude': '-73.89481104058125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58823616,2023-09-15T14:07:40.000,2023-10-02T14:24:30.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,10458,2338 WEBSTER AVENUE,WEBSTER AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,06 BRONX,2030310019,BRONX,1013348,251679,PHONE,Unspecified,BRONX,40.857427591890215,-73.89481104058125,"{'latitude': '40.857427591890215', 'longitude': '-73.89481104058125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58820184,2023-09-15T14:07:40.000,2023-10-02T14:24:29.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10458,2338 WEBSTER AVENUE,WEBSTER AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,06 BRONX,2030310019,BRONX,1013348,251679,PHONE,Unspecified,BRONX,40.857427591890215,-73.89481104058125,"{'latitude': '40.857427591890215', 'longitude': '-73.89481104058125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58821197,2023-09-15T14:07:37.000,2023-09-15T19:05:10.000,NYPD,New York City Police Department,Encampment,N/A,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-15T19:05:14.000,0 Unspecified,,Unspecified,948384,162586,ONLINE,Unspecified,Unspecified,40.61286482461268,-74.12918021615752,"{'latitude': '40.61286482461268', 'longitude': '-74.12918021615752', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Store/Commercial,,,,,,,,,,,,,,
58823583,2023-09-15T14:07:33.000,2023-09-20T20:06:37.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,11206,228 BOERUM STREET,BOERUM STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-20T00:00:00.000,01 BROOKLYN,3030820018,BROOKLYN,1001370,196618,PHONE,Unspecified,BROOKLYN,40.706331189094335,-73.93825167243578,"{'latitude': '40.706331189094335', 'longitude': '-73.93825167243578', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58866080,2023-09-15T14:07:32.000,2023-09-15T14:47:53.000,NYPD,New York City Police Department,Drug Activity,Use Outside,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T14:47:56.000,0 Unspecified,,Unspecified,,202627,ONLINE,Unspecified,Unspecified,,,,Street/Sidewalk,,,,,,,,,,,,,,
58864515,2023-09-15T14:07:31.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,,,,,,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-15T14:40:16.000,0 Unspecified,,Unspecified,1003728,219113,ONLINE,Unspecified,Unspecified,40.76806950068406,-73.92968172302912,"{'latitude': '40.76806950068406', 'longitude': '-73.92968172302912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Residential Building,,,,,,,,,,,,,,
58825606,2023-09-15T14:07:29.000,2023-09-19T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,10016,711 2 AVENUE,2 AVENUE,ADDRESS,NEW YORK,Closed,The City has removed the graffiti from this property.,2023-09-19T15:51:01.000,06 MANHATTAN,1009190028,MANHATTAN,991476,211610,UNKNOWN,Unspecified,MANHATTAN,40.74749418803484,-73.9739211987424,"{'latitude': '40.74749418803484', 'longitude': '-73.9739211987424', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Mixed Use,,,,,,N/A,,,,,,2023-10-15T14:07:29.000,,
58858562,2023-09-15T14:07:27.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Passenger,11372,73-18 ROOSEVELT AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-14T11:45:25.000,04 QUEENS,,QUEENS,1014131,211360,PHONE,Unspecified,QUEENS,40.74676046874396,-73.89215994140794,"{'latitude': '40.74676046874396', 'longitude': '-73.89215994140794', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,73 STREET,BROADWAY,73 STREET,BROADWAY,ROOSEVELT AVENUE,,"73-18 ROOSEVELT AVENUE, QUEENS (JACKSON HEIGHTS), NY, 11372",,,,,,,
58855094,2023-09-15T14:07:18.000,2023-09-18T07:02:07.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,,,,,,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-18T07:02:07.000,0 Unspecified,,Unspecified,991359,161728,PHONE,Unspecified,Unspecified,40.61057952811656,-73.97439607428737,"{'latitude': '40.61057952811656', 'longitude': '-73.97439607428737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,,,,,,,,,,,,,,
58824618,2023-09-15T14:07:10.000,2023-09-15T19:33:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T19:33:49.000,0 Unspecified,,Unspecified,1012451,256483,MOBILE,Unspecified,Unspecified,40.87061601985667,-73.89803346787586,"{'latitude': '40.87061601985667', 'longitude': '-73.89803346787586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,,,,,,,,,,,,,,
58864183,2023-09-15T14:07:08.000,2023-09-15T14:37:14.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,,,,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T14:37:19.000,0 Unspecified,,Unspecified,1019647,177870,ONLINE,Unspecified,Unspecified,40.654818001961154,-73.8724288302248,"{'latitude': '40.654818001961154', 'longitude': '-73.8724288302248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,,,,,,,,,,,,,,
58850542,2023-09-15T14:07:06.000,2023-09-18T11:12:35.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,,,,,,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-18T11:12:38.000,0 Unspecified,,Unspecified,937673,143114,PHONE,Unspecified,Unspecified,40.55936832930149,-74.16762422714231,"{'latitude': '40.55936832930149', 'longitude': '-74.16762422714231', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,,,,,,,,,,,,,,
58869169,2023-09-15T14:06:57.000,2023-09-15T14:50:20.000,NYPD,New York City Police Department,Bike/Roller/Skate Chronic,N/A,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T14:50:25.000,0 Unspecified,,Unspecified,1000638,249243,ONLINE,Unspecified,Unspecified,40.850774240956746,-73.9407634904995,"{'latitude': '40.850774240956746', 'longitude': '-73.9407634904995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,,,,,,,,,,,,,,
58847568,2023-09-15T14:06:55.000,2023-09-18T13:22:49.000,DSNY,Department of Sanitation,Dirty Condition,Trash,,,,,,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-18T13:22:53.000,0 Unspecified,,Unspecified,1052633,159066,MOBILE,Unspecified,Unspecified,40.603011897191465,-73.75373792690205,"{'latitude': '40.603011897191465', 'longitude': '-73.75373792690205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,,,,,,,,,,,,,,
58866988,2023-09-15T14:06:53.000,2023-09-15T15:11:57.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T15:12:00.000,0 Unspecified,,Unspecified,1057134,189958,PHONE,Unspecified,Unspecified,40.68776751092761,-73.7371951778373,"{'latitude': '40.68776751092761', 'longitude': '-73.7371951778373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,,,,,,,,,,,,,,
58823169,2023-09-15T14:06:45.000,2023-09-15T23:03:38.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T23:03:42.000,0 Unspecified,,Unspecified,1034918,196474,MOBILE,Unspecified,Unspecified,40.70580743740981,-73.81725223773438,"{'latitude': '40.70580743740981', 'longitude': '-73.81725223773438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,,,,,,,,,,,,,,
58822929,2023-09-15T14:06:35.000,2023-09-15T19:33:26.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T19:33:29.000,0 Unspecified,,Unspecified,,256499,MOBILE,Unspecified,Unspecified,,,,Street/Sidewalk,,,,,,,,,,,,,,
58861746,2023-09-15T14:06:26.000,2023-09-15T14:30:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T14:30:21.000,0 Unspecified,,Unspecified,,257360,ONLINE,Unspecified,Unspecified,,,,Residential Building/House,,,,,,,,,,,,,,
58855853,2023-09-15T14:06:26.000,2023-09-15T14:48:39.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T14:48:42.000,0 Unspecified,,Unspecified,,198087,ONLINE,Unspecified,Unspecified,,,,Store/Commercial,,,,,,,,,,,,,,
58865307,2023-09-15T14:06:17.000,2023-09-15T16:38:57.000,NYPD,New York City Police Department,Blocked Driveway,No Access,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T16:39:02.000,0 Unspecified,,Unspecified,1037315,202635,ONLINE,Unspecified,Unspecified,40.72270382052572,-73.8085582757209,"{'latitude': '40.72270382052572', 'longitude': '-73.8085582757209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,,,,,,,,,,,,,,
58836813,2023-09-15T14:06:16.000,2023-09-20T04:55:45.000,DSNY,Department of Sanitation,Dead Animal,Raccoon,,,,,,Closed,The Department of Sanitation cleaned the location.,2023-09-16T09:08:58.000,0 Unspecified,,Unspecified,,181573,PHONE,Unspecified,Unspecified,,,,Street,,,,,,,,,,,,,,
58828805,2023-09-15T14:06:11.000,2023-09-16T04:36:17.000,DSNY,Department of Sanitation,Dirty Condition,Trash,,,,,,Closed,The Department of Sanitation cleaned the location.,2023-09-16T04:36:19.000,0 Unspecified,,Unspecified,,205441,MOBILE,Unspecified,Unspecified,,,,Sidewalk,,,,,,,,,,,,,,
58866129,2023-09-15T14:06:09.000,2023-09-15T14:36:50.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,,,,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T14:36:54.000,0 Unspecified,,Unspecified,,177773,ONLINE,Unspecified,Unspecified,,,,Street/Sidewalk,,,,,,,,,,,,,,
58860751,2023-09-15T14:06:09.000,2023-10-24T11:28:33.000,DOT,Department of Transportation,Outdoor Dining,Site Setup Condition,11203,3523 CHURCH AVENUE,CHURCH AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Transportation inspected this location and determined that the establishment has 24 hours to come into compliance.,2023-10-24T11:28:38.000,17 BROOKLYN,3048720032,BROOKLYN,999658,176490,PHONE,Unspecified,BROOKLYN,40.65108754537373,-73.94447252269869,"{'latitude': '40.65108754537373', 'longitude': '-73.94447252269869', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,EAST   35 STREET,BROOKLYN AVENUE,EAST   35 STREET,BROOKLYN AVENUE,CHURCH AVENUE,,,,,,,,,
58847646,2023-09-15T14:05:42.000,2023-09-19T14:02:50.000,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,,,,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T10:37:26.000,0 Unspecified,,Unspecified,990508,184786,ONLINE,Unspecified,Unspecified,40.673869423726345,-73.97743966562689,"{'latitude': '40.673869423726345', 'longitude': '-73.97743966562689', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street,,,,,,,,,,,,,,
58864549,2023-09-15T14:05:41.000,2023-09-27T13:42:01.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,11364,63-11 SPRINGFIELD BOULEVARD,SPRINGFIELD BOULEVARD,ADDRESS,OAKLAND GARDENS,Closed,The request submitted did not have sufficient information for the Department of Transportation to respond.,2023-09-27T13:42:04.000,11 QUEENS,,QUEENS,1051872,211759,PHONE,Unspecified,QUEENS,40.74764755483992,-73.75594976282834,"{'latitude': '40.74764755483992', 'longitude': '-73.75594976282834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Sidewalk,HORACE HARDING EXPRESSWAY,64 AVENUE,HORACE HARDING EXPRESSWAY,64 AVENUE,SPRINGFIELD BOULEVARD,,,,,,,,,
58858278,2023-09-15T14:05:33.000,2023-09-15T14:36:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T14:36:39.000,0 Unspecified,,Unspecified,993783,227265,MOBILE,Unspecified,Unspecified,40.79046090320688,-73.965572978044,"{'latitude': '40.79046090320688', 'longitude': '-73.965572978044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Street/Sidewalk,,,,,,,,,,,,,,
58858329,2023-09-15T14:05:11.000,2023-09-15T14:36:27.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,,,,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T14:36:31.000,0 Unspecified,,Unspecified,,177773,ONLINE,Unspecified,Unspecified,,,,Street/Sidewalk,,,,,,,,,,,,,,
58826254,2023-09-15T14:05:05.000,2023-09-15T18:55:22.000,NYPD,New York City Police Department,Encampment,N/A,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-15T18:55:27.000,0 Unspecified,,Unspecified,,189543,PHONE,Unspecified,Unspecified,,,,Residential Building/House,,,,,,,,,,,,,,
58824704,2023-09-15T14:05:00.000,2023-09-18T10:00:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",11411,118-10 228 STREET,228 STREET,ADDRESS,CAMBRIA HEIGHTS,Closed,,2023-09-18T10:00:00.000,13 QUEENS,4127640069,QUEENS,1057972,191165,ONLINE,Unspecified,QUEENS,40.691073492713585,-73.73416033140873,"{'latitude': '40.691073492713585', 'longitude': '-73.73416033140873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,118 AVE,119 AVE,,N/A,,,,,,,,
58824739,2023-09-15T14:05:00.000,2023-09-15T15:46:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),10465,1121 VINCENT AVENUE,VINCENT AVENUE,ADDRESS,BRONX,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-15T15:46:00.000,10 BRONX,2053210036,BRONX,1033815,243733,PHONE,Unspecified,BRONX,40.83552702383303,-73.82088195369134,"{'latitude': '40.83552702383303', 'longitude': '-73.82088195369134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,LAYTON AVE,FAIRMOUNT AVE,,,,,,,,,,
58819631,2023-09-15T14:05:00.000,2023-09-16T14:10:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Odor (SA2),11208,864 ELTON STREET,ELTON STREET,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-16T14:10:00.000,05 BROOKLYN,3043600031,BROOKLYN,1018020,180565,PHONE,Unspecified,BROOKLYN,40.66222153168486,-73.87827905159466,"{'latitude': '40.66222153168486', 'longitude': '-73.87827905159466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,LINDEN BLVD,STANLEY AVE,,,,,,,,,,
58822154,2023-09-15T14:05:00.000,2023-09-18T12:14:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),11207,314 PENNSYLVANIA AVENUE,PENNSYLVANIA AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-18T12:14:00.000,05 BROOKLYN,3037540033,BROOKLYN,1013277,183348,ONLINE,Unspecified,BROOKLYN,40.66987706235439,-73.89536277144359,"{'latitude': '40.66987706235439', 'longitude': '-73.89536277144359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,BELMONT AVE,SUTTER AVE,,N/A,,,,,,,,
58819586,2023-09-15T14:05:00.000,2023-09-20T16:00:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Dust, Construction/Demolition (AE4)",11358,161-09 BAYSIDE LANE,BAYSIDE LANE,ADDRESS,FLUSHING,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-20T16:00:00.000,07 QUEENS,4048890059,QUEENS,1038777,220311,ONLINE,Unspecified,QUEENS,40.7712109870202,-73.80314054961043,"{'latitude': '40.7712109870202', 'longitude': '-73.80314054961043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,161 ST,29 AVE,,N/A,,,,,,,,
58821834,2023-09-15T14:04:36.000,2023-10-17T20:46:12.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,10035,170 EAST  118 STREET,EAST  118 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-17T00:00:00.000,11 MANHATTAN,1016450041,MANHATTAN,1000953,230564,ONLINE,Unspecified,MANHATTAN,40.79950511937826,-73.93967138299821,"{'latitude': '40.79950511937826', 'longitude': '-73.93967138299821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58820117,2023-09-15T14:04:36.000,2023-10-17T20:46:11.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,10035,170 EAST  118 STREET,EAST  118 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-17T00:00:00.000,11 MANHATTAN,1016450041,MANHATTAN,1000953,230564,ONLINE,Unspecified,MANHATTAN,40.79950511937826,-73.93967138299821,"{'latitude': '40.79950511937826', 'longitude': '-73.93967138299821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58820062,2023-09-15T14:04:36.000,2023-10-17T20:46:11.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,10035,170 EAST  118 STREET,EAST  118 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-17T00:00:00.000,11 MANHATTAN,1016450041,MANHATTAN,1000953,230564,ONLINE,Unspecified,MANHATTAN,40.79950511937826,-73.93967138299821,"{'latitude': '40.79950511937826', 'longitude': '-73.93967138299821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58825283,2023-09-15T14:04:36.000,2023-10-17T20:46:11.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,10035,170 EAST  118 STREET,EAST  118 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-17T00:00:00.000,11 MANHATTAN,1016450041,MANHATTAN,1000953,230564,ONLINE,Unspecified,MANHATTAN,40.79950511937826,-73.93967138299821,"{'latitude': '40.79950511937826', 'longitude': '-73.93967138299821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58825198,2023-09-15T14:04:36.000,2023-10-17T20:46:12.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,10035,170 EAST  118 STREET,EAST  118 STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-17T00:00:00.000,11 MANHATTAN,1016450041,MANHATTAN,1000953,230564,ONLINE,Unspecified,MANHATTAN,40.79950511937826,-73.93967138299821,"{'latitude': '40.79950511937826', 'longitude': '-73.93967138299821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RESIDENTIAL BUILDING,,,,,,,,,,,,,,
58866323,2023-09-15T14:04:35.000,2023-09-15T14:04:35.000,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,10473,416 BOLTON AVENUE,BOLTON AVENUE,ADDRESS,BRONX,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-15T14:04:35.000,09 BRONX,2035000017,BRONX,1023723,235864,PHONE,Unspecified,BRONX,40.81397975685173,-73.85739865377718,"{'latitude': '40.81397975685173', 'longitude': '-73.85739865377718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3+ Family Apartment Building,PATTERSON AVENUE,LACOMBE AVENUE,PATTERSON AVENUE,LACOMBE AVENUE,BOLTON AVENUE,,,,,,,,,
