unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,facility_type,due_date,taxi_pick_up_location
58805358,2023-09-13T02:06:29.000,2023-09-13T03:21:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11229,2048 FORD STREET,FORD STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,FORD STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T03:21:44.000,15 BROOKLYN,3073380025,BROOKLYN,1001377,158569,PHONE,Unspecified,BROOKLYN,40.601895020426525,-73.93832305157375,"{'latitude': '40.601895020426525', 'longitude': '-73.93832305157375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58809537,2023-09-13T02:05:28.000,2023-09-13T02:38:12.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,3432 KNOX PLACE,KNOX PLACE,WEST MOSHOLU PARKWAY NORTH,WEST GUN HILL ROAD,WEST MOSHOLU PARKWAY NORTH,WEST GUN HILL ROAD,ADDRESS,BRONX,KNOX PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T02:38:20.000,07 BRONX,2033240113,BRONX,1016480,260621,ONLINE,Unspecified,BRONX,40.8819597504717,-73.88344589581088,"{'latitude': '40.8819597504717', 'longitude': '-73.88344589581088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58800523,2023-09-13T02:04:22.000,2023-09-13T02:31:44.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10031,298 CONVENT AVENUE,CONVENT AVENUE,WEST  141 STREET,WEST  142 STREET,WEST  141 STREET,WEST  142 STREET,ADDRESS,NEW YORK,CONVENT AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T02:31:50.000,09 MANHATTAN,1020580018,MANHATTAN,998725,238994,ONLINE,Unspecified,MANHATTAN,40.822647052857285,-73.94770038882318,"{'latitude': '40.822647052857285', 'longitude': '-73.94770038882318', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58806374,2023-09-13T02:04:01.000,2023-09-20T11:32:10.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,11216,410 MARCUS GARVEY BOULEVARD,MARCUS GARVEY BOULEVARD,HALSEY STREET,MACON STREET,HALSEY STREET,MACON STREET,ADDRESS,BROOKLYN,MARCUS GARVEY BOULEVARD,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T13:40:45.000,03 BROOKLYN,3018470039,BROOKLYN,1001437,188073,ONLINE,Unspecified,BROOKLYN,40.682877020832535,-73.93803182003876,"{'latitude': '40.682877020832535', 'longitude': '-73.93803182003876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58800115,2023-09-13T02:03:36.000,2023-09-13T02:57:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11373,87-46 52 AVENUE,52 AVENUE,JUSTICE AVENUE,90 STREET,JUSTICE AVENUE,90 STREET,ADDRESS,ELMHURST,52 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T02:57:58.000,04 QUEENS,4018380020,QUEENS,1018777,208298,ONLINE,Unspecified,QUEENS,40.738339131490385,-73.87540833932479,"{'latitude': '40.738339131490385', 'longitude': '-73.87540833932479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58796873,2023-09-13T02:03:00.000,2023-09-15T11:16:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10301,41 HAMILTON AVENUE,HAMILTON AVENUE,STUYVESANT PLACE,ACADEMY PLACE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-15T11:16:00.000,01 STATEN ISLAND,5000130119,STATEN ISLAND,962296,174297,PHONE,Unspecified,STATEN ISLAND,40.64505442885217,-74.07911085760216,"{'latitude': '40.64505442885217', 'longitude': '-74.07911085760216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58807067,2023-09-13T02:02:39.000,2023-09-14T16:48:09.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11220,430 61 STREET,61 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-14T00:00:00.000,07 BROOKLYN,3057910021,BROOKLYN,979210,172348,MOBILE,Unspecified,BROOKLYN,40.63973061905817,-74.01816010111662,"{'latitude': '40.63973061905817', 'longitude': '-74.01816010111662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58809577,2023-09-13T02:02:09.000,2023-09-13T03:20:30.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10469,2940 PEARSALL AVENUE,PEARSALL AVENUE,ARNOW AVENUE,ADEE AVENUE,ARNOW AVENUE,ADEE AVENUE,ADDRESS,BRONX,PEARSALL AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T03:20:36.000,11 BRONX,2045620028,BRONX,1025227,255694,MOBILE,Unspecified,BRONX,40.868400394421194,-73.85184410412516,"{'latitude': '40.868400394421194', 'longitude': '-73.85184410412516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58808296,2023-09-13T02:02:03.000,2023-09-13T02:11:17.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,514 WEST  146 STREET,WEST  146 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  146 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T02:11:20.000,09 MANHATTAN,1020770039,MANHATTAN,998695,240284,MOBILE,Unspecified,MANHATTAN,40.826187785059254,-73.94780600462161,"{'latitude': '40.826187785059254', 'longitude': '-73.94780600462161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58803335,2023-09-13T02:00:54.000,2023-10-06T11:04:03.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10011,202 WEST   24 STREET,WEST   24 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,04 MANHATTAN,1007730134,MANHATTAN,985468,210678,ONLINE,Unspecified,MANHATTAN,40.74493895028624,-73.99560437846685,"{'latitude': '40.74493895028624', 'longitude': '-73.99560437846685', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58809432,2023-09-13T02:00:43.000,2023-09-13T03:03:32.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11373,93-01 50 AVENUE,50 AVENUE,93 STREET,94 STREET,93 STREET,94 STREET,ADDRESS,ELMHURST,50 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T03:03:39.000,04 QUEENS,4018650036,QUEENS,1020092,209267,ONLINE,Unspecified,QUEENS,40.74099356157052,-73.8706579682167,"{'latitude': '40.74099356157052', 'longitude': '-73.8706579682167', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58809576,2023-09-13T02:00:32.000,2023-09-13T03:20:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10469,2949 PEARSALL AVENUE,PEARSALL AVENUE,ARNOW AVENUE,ADEE AVENUE,ARNOW AVENUE,ADEE AVENUE,ADDRESS,BRONX,PEARSALL AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T03:20:11.000,11 BRONX,2045610043,BRONX,1025221,255732,MOBILE,Unspecified,BRONX,40.868504720539825,-73.85186556526202,"{'latitude': '40.868504720539825', 'longitude': '-73.85186556526202', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58789760,2023-09-13T02:00:25.000,2023-09-14T13:55:15.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,11201,160 WILLOUGHBY STREET,WILLOUGHBY STREET,FLEET STREET,ASHLAND PLACE,FLEET STREET,ASHLAND PLACE,ADDRESS,BROOKLYN,WILLOUGHBY STREET,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-09-14T13:55:18.000,02 BROOKLYN,3020850001,BROOKLYN,989489,191388,ONLINE,Unspecified,BROOKLYN,40.69199107110209,-73.98110806729078,"{'latitude': '40.69199107110209', 'longitude': '-73.98110806729078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,"160 WILLOUGHBY STREET, BROOKLYN, NY, 11201"
58791081,2023-09-13T01:59:47.000,2023-09-13T02:08:43.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,160 WILLOUGHBY STREET,WILLOUGHBY STREET,FLEET STREET,ASHLAND PLACE,FLEET STREET,ASHLAND PLACE,ADDRESS,BROOKLYN,WILLOUGHBY STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T02:08:53.000,02 BROOKLYN,3020850001,BROOKLYN,989489,191388,ONLINE,Unspecified,BROOKLYN,40.69199107110209,-73.98110806729078,"{'latitude': '40.69199107110209', 'longitude': '-73.98110806729078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58795335,2023-09-13T01:59:14.000,2023-09-13T02:56:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11373,53-08 90 STREET,90 STREET,53 AVENUE,54 AVENUE,53 AVENUE,54 AVENUE,ADDRESS,ELMHURST,90 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T02:56:51.000,04 QUEENS,4018397501,QUEENS,1019300,208166,ONLINE,Unspecified,QUEENS,40.73797476734915,-73.87352176931351,"{'latitude': '40.73797476734915', 'longitude': '-73.87352176931351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58792487,2023-09-13T01:58:53.000,2023-09-13T03:32:45.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11416,86-11 97 AVENUE,97 AVENUE,86 STREET,87 STREET,86 STREET,87 STREET,ADDRESS,OZONE PARK,97 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T03:32:50.000,09 QUEENS,4090220026,QUEENS,1024657,188448,MOBILE,Unspecified,QUEENS,40.68383076601901,-73.85430936138575,"{'latitude': '40.68383076601901', 'longitude': '-73.85430936138575', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58806831,2023-09-13T01:58:00.000,2023-09-19T20:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11226,,,,,OCEAN AVENUE,WOODRUFF AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T20:45:00.000,14 BROOKLYN,,BROOKLYN,994860,177574,UNKNOWN,Unspecified,BROOKLYN,40.654069937158276,-73.96176188663708,"{'latitude': '40.654069937158276', 'longitude': '-73.96176188663708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,N/A,,
58808407,2023-09-13T01:57:50.000,2023-09-14T16:48:09.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11220,430 61 STREET,61 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-14T00:00:00.000,07 BROOKLYN,3057910021,BROOKLYN,979210,172348,MOBILE,Unspecified,BROOKLYN,40.63973061905817,-74.01816010111662,"{'latitude': '40.63973061905817', 'longitude': '-74.01816010111662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58804657,2023-09-13T01:57:46.000,2023-09-13T20:44:09.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-13T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58792550,2023-09-13T01:57:38.000,2023-09-13T02:27:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10032,17 SYLVAN TERRACE,SYLVAN TERRACE,JUMEL TERRACE,ST NICHOLAS AVENUE,JUMEL TERRACE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,SYLVAN TERRACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T02:27:55.000,12 MANHATTAN,1021090072,MANHATTAN,1000996,243409,MOBILE,Unspecified,MANHATTAN,40.83476094922112,-73.93948402271452,"{'latitude': '40.83476094922112', 'longitude': '-73.93948402271452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58796828,2023-09-13T01:57:34.000,2023-09-13T02:21:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10467,281 EAST  205 STREET,EAST  205 STREET,BAINBRIDGE AVENUE,PERRY AVENUE,BAINBRIDGE AVENUE,PERRY AVENUE,ADDRESS,BRONX,EAST  205 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T02:22:00.000,07 BRONX,2033410083,BRONX,1017795,257773,PHONE,Unspecified,BRONX,40.874137979341604,-73.87870469780708,"{'latitude': '40.874137979341604', 'longitude': '-73.87870469780708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58796838,2023-09-13T01:57:12.000,2023-09-13T02:19:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11211,357 SOUTH    3 STREET,SOUTH    3 STREET,KEAP STREET,HOOPER STREET,KEAP STREET,HOOPER STREET,ADDRESS,BROOKLYN,SOUTH    3 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T02:19:33.000,01 BROOKLYN,3024240031,BROOKLYN,997181,197652,MOBILE,Unspecified,BROOKLYN,40.709176387594475,-73.95335854693316,"{'latitude': '40.709176387594475', 'longitude': '-73.95335854693316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58796840,2023-09-13T01:57:06.000,2023-09-13T02:14:31.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11218,549 MCDONALD AVENUE,MCDONALD AVENUE,CHURCH AVENUE,AVENUE C,CHURCH AVENUE,AVENUE C,ADDRESS,BROOKLYN,MCDONALD AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T02:14:35.000,12 BROOKLYN,3053530060,BROOKLYN,990061,172727,ONLINE,Unspecified,BROOKLYN,40.64077042059679,-73.97906150947082,"{'latitude': '40.64077042059679', 'longitude': '-73.97906150947082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58792350,2023-09-13T01:56:55.000,2023-09-13T06:36:49.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11411,115-07 229 STREET,229 STREET,115 AVENUE,115 ROAD,115 AVENUE,115 ROAD,ADDRESS,CAMBRIA HEIGHTS,229 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T06:36:52.000,13 QUEENS,4112930037,QUEENS,1059173,193489,PHONE,Unspecified,QUEENS,40.6974422184087,-73.7298037338546,"{'latitude': '40.6974422184087', 'longitude': '-73.7298037338546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58794010,2023-09-13T01:56:19.000,2023-09-13T02:53:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10452,1082 WOODYCREST AVENUE,WOODYCREST AVENUE,WEST  165 STREET,WEST  166 STREET,WEST  165 STREET,WEST  166 STREET,ADDRESS,BRONX,WOODYCREST AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T02:53:40.000,04 BRONX,2025090010,BRONX,1004564,243297,ONLINE,Unspecified,BRONX,40.834446055385214,-73.92659048188585,"{'latitude': '40.834446055385214', 'longitude': '-73.92659048188585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58796832,2023-09-13T01:56:14.000,2023-09-13T02:19:15.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11212,1723 EAST NEW YORK AVENUE,EAST NEW YORK AVENUE,POWELL STREET,JUNIUS STREET,POWELL STREET,JUNIUS STREET,ADDRESS,BROOKLYN,EAST NEW YORK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T02:19:20.000,16 BROOKLYN,3014440029,BROOKLYN,1010658,185187,MOBILE,Unspecified,BROOKLYN,40.67493290148654,-73.90479659300873,"{'latitude': '40.67493290148654', 'longitude': '-73.90479659300873', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58796833,2023-09-13T01:56:05.000,2023-09-13T02:26:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10031,505 WEST  148 STREET,WEST  148 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  148 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-13T02:27:04.000,09 MANHATTAN,1020800025,MANHATTAN,999005,240714,ONLINE,Unspecified,MANHATTAN,40.82736749986562,-73.94668493888649,"{'latitude': '40.82736749986562', 'longitude': '-73.94668493888649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58799688,2023-09-13T01:54:58.000,2023-09-13T02:24:57.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,618 WEST  142 STREET,WEST  142 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  142 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-13T02:25:03.000,09 MANHATTAN,1020880106,MANHATTAN,997413,239762,ONLINE,Unspecified,MANHATTAN,40.82475704729997,-73.95243926741446,"{'latitude': '40.82475704729997', 'longitude': '-73.95243926741446', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58798081,2023-09-13T01:54:42.000,2023-09-13T03:52:28.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11226,489 EAST   18 STREET,EAST   18 STREET,DORCHESTER ROAD,DITMAS AVENUE,DORCHESTER ROAD,DITMAS AVENUE,ADDRESS,BROOKLYN,EAST   18 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T03:52:30.000,14 BROOKLYN,3051820062,BROOKLYN,995042,172143,ONLINE,Unspecified,BROOKLYN,40.6391627971607,-73.96111465305854,"{'latitude': '40.6391627971607', 'longitude': '-73.96111465305854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58795381,2023-09-13T01:53:50.000,2023-09-13T02:14:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11421,74-25 85 ROAD,85 ROAD,DEXTER COURT,75 STREET,DEXTER COURT,75 STREET,ADDRESS,WOODHAVEN,85 ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-13T02:14:30.000,09 QUEENS,4088390182,QUEENS,1020791,192146,MOBILE,Unspecified,QUEENS,40.69399771892393,-73.8682284511043,"{'latitude': '40.69399771892393', 'longitude': '-73.8682284511043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58801911,2023-09-13T01:53:45.000,2023-10-25T09:19:53.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10029,1465 PARK AVENUE,PARK AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-25T00:00:00.000,11 MANHATTAN,1016357501,MANHATTAN,998863,228492,ONLINE,Unspecified,MANHATTAN,40.793821746748584,-73.94722464211642,"{'latitude': '40.793821746748584', 'longitude': '-73.94722464211642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58809711,2023-09-13T01:53:36.000,2023-09-14T09:48:13.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11220,4703 8 AVENUE,8 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-14T00:00:00.000,12 BROOKLYN,3007690008,BROOKLYN,983682,173429,MOBILE,Unspecified,BROOKLYN,40.64269914802525,-74.002046705607,"{'latitude': '40.64269914802525', 'longitude': '-74.002046705607', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58789797,2023-09-13T01:53:09.000,2023-09-13T02:05:47.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-13T02:05:52.000,Unspecified MANHATTAN,,MANHATTAN,984878,208075,MOBILE,Unspecified,MANHATTAN,40.73779442489342,-73.99773386344371,"{'latitude': '40.73779442489342', 'longitude': '-73.99773386344371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",F,,Passageway,,,
58789626,2023-09-13T01:52:44.000,2023-09-13T03:51:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,811 AVENUE H,AVENUE H,EAST    8 STREET,EAST    9 STREET,EAST    8 STREET,EAST    9 STREET,ADDRESS,BROOKLYN,AVENUE H,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T03:51:05.000,14 BROOKLYN,3064960039,BROOKLYN,992931,168535,ONLINE,Unspecified,BROOKLYN,40.62926192437833,-73.9687255731493,"{'latitude': '40.62926192437833', 'longitude': '-73.9687255731493', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58799838,2023-09-13T01:51:47.000,2023-09-13T01:59:54.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The Department of Homeless Services did not have enough information to act on your request.,2023-09-13T01:59:54.000,Unspecified MANHATTAN,,MANHATTAN,997442,234789,MOBILE,Unspecified,MANHATTAN,40.811107518494005,-73.95234425968995,"{'latitude': '40.811107518494005', 'longitude': '-73.95234425968995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",A,A B C D Downtown & Brooklyn,Platform,,,
58799637,2023-09-13T01:51:10.000,2023-09-13T03:08:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11230,1426 EAST   17 STREET,EAST   17 STREET,AVENUE N,AVENUE O,AVENUE N,AVENUE O,ADDRESS,BROOKLYN,EAST   17 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-13T03:08:19.000,14 BROOKLYN,3067540013,BROOKLYN,996028,163399,PHONE,Unspecified,BROOKLYN,40.61516110216609,-73.9575771919869,"{'latitude': '40.61516110216609', 'longitude': '-73.9575771919869', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58789788,2023-09-13T01:50:51.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10013,60 LAFAYETTE STREET,LAFAYETTE STREET,LEONARD STREET,FRANKLIN STREET,LEONARD STREET,FRANKLIN STREET,ADDRESS,NEW YORK,LAFAYETTE STREET,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-13T02:26:06.000,01 MANHATTAN,1001710031,MANHATTAN,983605,200302,PHONE,Unspecified,MANHATTAN,40.716459431762694,-74.0023267359905,"{'latitude': '40.716459431762694', 'longitude': '-74.0023267359905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58794591,2023-09-13T01:50:43.000,2023-09-22T00:00:00.000,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10453,1735 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,Closed,The City has removed the graffiti from this property.,2023-09-25T08:32:34.000,05 BRONX,2028780208,BRONX,1007386,248908,UNKNOWN,Unspecified,BRONX,40.84983966214973,-73.91637315526185,"{'latitude': '40.84983966214973', 'longitude': '-73.91637315526185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,N/A,2023-10-13T01:50:43.000,
58798441,2023-09-13T01:50:11.000,2023-11-22T15:24:56.000,DOT,Department of Transportation,E-Scooter,Improperly Parked or Abandoned,Building Entrance,11101,41-03 21 STREET,21 STREET,41 AVENUE,ED KOCH BR UPPER RDWY EN   21 ST,41 AVENUE,ED KOCH BR UPPER RDWY EN   21 ST,ADDRESS,LONG ISLAND CITY,21 STREET,Closed,The Department of Transportation (DOT) did not find the reported condition.,2023-11-22T15:25:00.000,01 QUEENS,4004110025,QUEENS,1000149,213907,ONLINE,Unspecified,QUEENS,40.75378753126671,-73.94261471674199,"{'latitude': '40.75378753126671', 'longitude': '-73.94261471674199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58788938,2023-09-13T01:50:01.000,,DSNY,Department of Sanitation,Graffiti,Graffiti,Comercial,10453,1709 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,Open,"The City will notify the property owner within 5 days that the City will clean the graffiti unless the property owner responds within 35 days; the property owner may choose to keep the graffiti, clean the property him/herself or request a 15 day extension.",2023-11-09T07:29:10.000,05 BRONX,2028780220,BRONX,1007204,248739,UNKNOWN,Unspecified,BRONX,40.84937628234767,-73.91703158639615,"{'latitude': '40.84937628234767', 'longitude': '-73.91703158639615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,N/A,2023-11-14T07:29:10.000,
