unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58876293,2023-09-20T20:55:41.000,2023-09-21T00:49:33.000,NYPD,New York City Police Department,Urinating in Public,N/A,Store/Commercial,11106,14-02 31 AVENUE,31 AVENUE,14 STREET,21 STREET,14 STREET,21 STREET,ADDRESS,ASTORIA,31 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T00:49:42.000,01 QUEENS,4005330024,QUEENS,1003171,219126,ONLINE,Unspecified,QUEENS,40.76810639200467,-73.93169253272856,"{'latitude': '40.76810639200467', 'longitude': '-73.93169253272856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58872429,2023-09-20T20:55:36.000,2023-09-20T22:01:08.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11040,80-82 LANGDALE STREET,LANGDALE STREET,80 AVENUE,81 AVENUE,80 AVENUE,81 AVENUE,ADDRESS,NEW HYDE PARK,LANGDALE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T22:01:13.000,13 QUEENS,,QUEENS,1067004,211010,ONLINE,Unspecified,QUEENS,40.745463088630665,-73.70134742962944,"{'latitude': '40.745463088630665', 'longitude': '-73.70134742962944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58876102,2023-09-20T20:55:35.000,2023-09-20T21:13:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11361,200-23 46 ROAD,46 ROAD,FRANCIS LEWIS BOULEVARD,202 STREET,FRANCIS LEWIS BOULEVARD,202 STREET,ADDRESS,BAYSIDE,46 ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T21:13:17.000,11 QUEENS,4055570078,QUEENS,1045030,214141,MOBILE,Unspecified,QUEENS,40.7542351962581,-73.78062114894847,"{'latitude': '40.7542351962581', 'longitude': '-73.78062114894847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58877038,2023-09-20T20:55:34.000,2023-11-02T08:46:09.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,11249,52 KEAP STREET,KEAP STREET,KENT AVENUE,WYTHE AVENUE,KENT AVENUE,WYTHE AVENUE,ADDRESS,BROOKLYN,KEAP STREET,Closed,A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.,2023-11-02T08:46:12.000,01 BROOKLYN,3021970015,BROOKLYN,994414,194991,ONLINE,Unspecified,BROOKLYN,40.70187618145293,-73.9633429890739,"{'latitude': '40.70187618145293', 'longitude': '-73.9633429890739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"52 KEAP STREET, BROOKLYN, NY, 11249",,,,
58877676,2023-09-20T20:55:14.000,2023-09-20T20:58:44.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11204,5709 19 AVENUE,19 AVENUE,55 STREET,58 STREET,55 STREET,58 STREET,ADDRESS,BROOKLYN,19 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T20:58:47.000,12 BROOKLYN,3055060006,BROOKLYN,988836,165975,ONLINE,Unspecified,BROOKLYN,40.622238328097545,-73.98348007983238,"{'latitude': '40.622238328097545', 'longitude': '-73.98348007983238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58879061,2023-09-20T20:55:05.000,2023-09-20T22:29:48.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10453,1815 GRAND CONCOURSE,GRAND CONCOURSE,EASTBURN AVENUE,EAST  176 STREET,EASTBURN AVENUE,EAST  176 STREET,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T22:29:53.000,05 BRONX,2028260072,BRONX,1009655,247989,PHONE,Unspecified,BRONX,40.84731104281934,-73.908175168756,"{'latitude': '40.84731104281934', 'longitude': '-73.908175168756', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58876450,2023-09-20T20:55:03.000,2023-09-20T21:23:08.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,452 KNICKERBOCKER AVENUE,KNICKERBOCKER AVENUE,HARMAN STREET,GREENE AVENUE,HARMAN STREET,GREENE AVENUE,ADDRESS,BROOKLYN,KNICKERBOCKER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T21:23:12.000,04 BROOKLYN,3032880001,BROOKLYN,1006754,193979,MOBILE,Unspecified,BROOKLYN,40.69907570132193,-73.91884151752559,"{'latitude': '40.69907570132193', 'longitude': '-73.91884151752559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58873320,2023-09-20T20:55:00.000,2023-09-21T00:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Ped Multiple Lamps,,10019,,,,,9 AVENUE,WEST 54 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-21T00:30:00.000,04 MANHATTAN,,MANHATTAN,987817,218348,UNKNOWN,Unspecified,MANHATTAN,40.7659905125364,-73.98712303941477,"{'latitude': '40.7659905125364', 'longitude': '-73.98712303941477', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58878020,2023-09-20T20:54:59.000,2023-09-20T21:16:51.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11249,52 KEAP STREET,KEAP STREET,KENT AVENUE,WYTHE AVENUE,KENT AVENUE,WYTHE AVENUE,ADDRESS,BROOKLYN,KEAP STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T21:16:57.000,01 BROOKLYN,3021970015,BROOKLYN,994414,194991,ONLINE,Unspecified,BROOKLYN,40.70187618145293,-73.9633429890739,"{'latitude': '40.70187618145293', 'longitude': '-73.9633429890739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58878713,2023-09-20T20:54:48.000,2023-09-20T21:40:27.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11379,61-66 71 STREET,71 STREET,ELIOT AVENUE,DEAD END,ELIOT AVENUE,DEAD END,ADDRESS,MIDDLE VILLAGE,71 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T21:40:32.000,05 QUEENS,4029270043,QUEENS,1015753,201661,MOBILE,Unspecified,QUEENS,40.72013349197805,-73.88635158881601,"{'latitude': '40.72013349197805', 'longitude': '-73.88635158881601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58873701,2023-09-20T20:54:45.000,2023-09-20T20:56:40.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11375,102-30 QUEENS BOULEVARD,QUEENS BOULEVARD,68 AVENUE,68 ROAD,68 AVENUE,68 ROAD,ADDRESS,FOREST HILLS,QUEENS BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T20:56:42.000,06 QUEENS,4031737501,QUEENS,1025568,203636,ONLINE,Unspecified,QUEENS,40.725513985000454,-73.85093149470026,"{'latitude': '40.725513985000454', 'longitude': '-73.85093149470026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58877780,2023-09-20T20:54:36.000,2023-09-20T21:22:33.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11212,230 NEWPORT STREET,NEWPORT STREET,THATFORD AVENUE,OSBORN STREET,THATFORD AVENUE,OSBORN STREET,ADDRESS,BROOKLYN,NEWPORT STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T21:22:37.000,16 BROOKLYN,3036160001,BROOKLYN,1010138,179631,ONLINE,Unspecified,BROOKLYN,40.659684462923764,-73.90669257772322,"{'latitude': '40.659684462923764', 'longitude': '-73.90669257772322', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58873479,2023-09-20T20:54:28.000,2023-09-20T21:01:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10462,2116 BOGART AVENUE,BOGART AVENUE,LYDIG AVENUE,WOODMANSTEN PLACE,LYDIG AVENUE,WOODMANSTEN PLACE,ADDRESS,BRONX,BOGART AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T21:01:06.000,11 BRONX,2043250038,BRONX,1022692,250646,ONLINE,Unspecified,BRONX,40.85455657735115,-73.86103855404457,"{'latitude': '40.85455657735115', 'longitude': '-73.86103855404457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58871116,2023-09-20T20:54:27.000,2023-09-20T21:19:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2829 SEDGWICK AVENUE,SEDGWICK AVENUE,WEST  197 STREET,WEST  229 STREET,WEST  197 STREET,WEST  229 STREET,ADDRESS,BRONX,SEDGWICK AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T21:19:07.000,08 BRONX,2032530099,BRONX,1011365,257383,MOBILE,Unspecified,BRONX,40.87308964533921,-73.90195647932322,"{'latitude': '40.87308964533921', 'longitude': '-73.90195647932322', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58880689,2023-09-20T20:54:20.000,,DOT,Department of Transportation,Street Condition,Pothole,,11379,,,,,71 STREET,PENELOPE AVENUE,INTERSECTION,QUEENS,,Open,The Department of Transportation referred this complaint to the appropriate Maintenance Unit for repair.,2023-09-20T20:54:20.000,05 QUEENS,,QUEENS,1016376,200224,UNKNOWN,Unspecified,QUEENS,40.716187035137075,-73.8841109507951,"{'latitude': '40.716187035137075', 'longitude': '-73.8841109507951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58874334,2023-09-20T20:54:09.000,2023-09-27T10:21:16.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11206,298 WALLABOUT STREET,WALLABOUT STREET,WALTON STREET,MARCY AVENUE,WALTON STREET,MARCY AVENUE,ADDRESS,BROOKLYN,WALLABOUT STREET,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-09-27T10:21:20.000,01 BROOKLYN,3022647515,BROOKLYN,997827,194457,PHONE,Unspecified,BROOKLYN,40.700405898289304,-73.95103490037262,"{'latitude': '40.700405898289304', 'longitude': '-73.95103490037262', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58875073,2023-09-20T20:53:57.000,2023-09-20T22:23:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,457 WEST  166 STREET,WEST  166 STREET,EDGECOMBE AVENUE,AMSTERDAM AVENUE,EDGECOMBE AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST  166 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T22:23:39.000,12 MANHATTAN,1021110107,MANHATTAN,1001621,244666,MOBILE,Unspecified,MANHATTAN,40.83820984221358,-73.93722216981025,"{'latitude': '40.83820984221358', 'longitude': '-73.93722216981025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58878671,2023-09-20T20:53:50.000,2023-09-20T21:21:56.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10468,2823 SEDGWICK AVENUE,SEDGWICK AVENUE,WEST  197 STREET,WEST  229 STREET,WEST  197 STREET,WEST  229 STREET,ADDRESS,BRONX,SEDGWICK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T21:21:58.000,08 BRONX,2032530117,BRONX,1011353,257339,MOBILE,Unspecified,BRONX,40.872968915782586,-73.90200004736613,"{'latitude': '40.872968915782586', 'longitude': '-73.90200004736613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58872452,2023-09-20T20:53:49.000,2023-09-20T21:27:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11233,1580 PROSPECT PLACE,PROSPECT PLACE,BUFFALO AVENUE,RALPH AVENUE,BUFFALO AVENUE,RALPH AVENUE,ADDRESS,BROOKLYN,PROSPECT PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T21:27:57.000,08 BROOKLYN,3013690017,BROOKLYN,1005332,184434,MOBILE,Unspecified,BROOKLYN,40.6728803723839,-73.92399968511906,"{'latitude': '40.6728803723839', 'longitude': '-73.92399968511906', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58876177,2023-09-20T20:53:48.000,2023-09-20T22:18:35.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11373,55-01 VAN HORN STREET,VAN HORN STREET,55 AVENUE,55 ROAD,55 AVENUE,55 ROAD,ADDRESS,ELMHURST,VAN HORN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T22:18:38.000,04 QUEENS,4028670004,QUEENS,1017992,206657,PHONE,Unspecified,QUEENS,40.73383802578703,-73.87824926081757,"{'latitude': '40.73383802578703', 'longitude': '-73.87824926081757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58878256,2023-09-20T20:53:34.000,2023-09-21T03:09:33.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11420,135-43 114 STREET,114 STREET,135 AVENUE,149 AVENUE,135 AVENUE,149 AVENUE,ADDRESS,SOUTH OZONE PARK,114 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-21T03:09:41.000,10 QUEENS,4118000015,QUEENS,1032390,183881,ONLINE,Unspecified,QUEENS,40.671256727998404,-73.82646010685156,"{'latitude': '40.671256727998404', 'longitude': '-73.82646010685156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58871137,2023-09-20T20:53:32.000,2023-09-20T21:17:16.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10026,321 MANHATTAN AVENUE,MANHATTAN AVENUE,WEST  112 STREET,MORNINGSIDE AVENUE,WEST  112 STREET,MORNINGSIDE AVENUE,ADDRESS,NEW YORK,MANHATTAN AVENUE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-20T21:17:22.000,09 MANHATTAN,,MANHATTAN,995768,231801,ONLINE,Unspecified,MANHATTAN,40.80290862554533,-73.9583966645945,"{'latitude': '40.80290862554533', 'longitude': '-73.9583966645945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58875105,2023-09-20T20:53:28.000,2023-09-20T22:28:28.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,2086 VALENTINE AVENUE,VALENTINE AVENUE,EAST  180 STREET,EAST  181 STREET,EAST  180 STREET,EAST  181 STREET,ADDRESS,BRONX,VALENTINE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T22:28:33.000,05 BRONX,2031440004,BRONX,1011955,250009,ONLINE,Unspecified,BRONX,40.85284842441261,-73.89985361810686,"{'latitude': '40.85284842441261', 'longitude': '-73.89985361810686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58878146,2023-09-20T20:53:09.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Clear Street Light,Street,11229,1611 AVENUE W,AVENUE W,EAST   16 STREET,EAST   17 STREET,EAST   16 STREET,EAST   17 STREET,ADDRESS,BROOKLYN,AVENUE W,In Progress,,,15 BROOKLYN,3073770048,BROOKLYN,996911,155856,PHONE,Unspecified,BROOKLYN,40.59445589053981,-73.95441088237729,"{'latitude': '40.59445589053981', 'longitude': '-73.95441088237729', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58878212,2023-09-20T20:53:08.000,2023-09-21T16:25:06.000,DOT,Department of Transportation,Ferry Inquiry,Lost and Found,Ferry,,,,,,,,,,,Closed,"After performing a thorough search, the Department of Transportation was unable to find the lost item. If the item is turned in later, you will be contacted.",2023-09-21T16:25:10.000,0 Unspecified,,Unspecified,,,ONLINE,Unspecified,Unspecified,,,,,,,,,
58880774,2023-09-20T20:52:48.000,2023-09-21T08:42:04.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,58-57 79 AVENUE,79 AVENUE,CYPRESS AVENUE,60 STREET,CYPRESS AVENUE,60 STREET,ADDRESS,RIDGEWOOD,79 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T08:42:09.000,05 QUEENS,4035700053,QUEENS,1012857,192543,ONLINE,Unspecified,QUEENS,40.69511659363744,-73.89683776008548,"{'latitude': '40.69511659363744', 'longitude': '-73.89683776008548', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58872876,2023-09-20T20:52:46.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11201,303 BALTIC STREET,BALTIC STREET,COURT STREET,SMITH STREET,COURT STREET,SMITH STREET,ADDRESS,BROOKLYN,BALTIC STREET,In Progress,,,06 BROOKLYN,3003960058,BROOKLYN,986233,188929,ONLINE,Unspecified,BROOKLYN,40.68524300948459,-73.99284998831672,"{'latitude': '40.68524300948459', 'longitude': '-73.99284998831672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58873011,2023-09-20T20:52:45.000,2023-09-27T10:16:10.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11231,306 COURT STREET,COURT STREET,DEGRAW STREET,SACKETT STREET,DEGRAW STREET,SACKETT STREET,ADDRESS,BROOKLYN,COURT STREET,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-27T10:16:13.000,06 BROOKLYN,3003330031,BROOKLYN,985556,188346,ONLINE,Unspecified,BROOKLYN,40.68364293336564,-73.9952911290011,"{'latitude': '40.68364293336564', 'longitude': '-73.9952911290011', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58879049,2023-09-20T20:52:43.000,2023-09-20T20:54:56.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11204,5709 19 AVENUE,19 AVENUE,55 STREET,58 STREET,55 STREET,58 STREET,ADDRESS,BROOKLYN,19 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T20:55:01.000,12 BROOKLYN,3055060006,BROOKLYN,988836,165975,ONLINE,Unspecified,BROOKLYN,40.622238328097545,-73.98348007983238,"{'latitude': '40.622238328097545', 'longitude': '-73.98348007983238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58870866,2023-09-20T20:52:41.000,2023-09-20T21:11:02.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10040,141 NAGLE AVENUE,NAGLE AVENUE,ARDEN STREET,THAYER STREET,ARDEN STREET,THAYER STREET,ADDRESS,NEW YORK,NAGLE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T21:11:07.000,12 MANHATTAN,1021730025,MANHATTAN,1004643,252983,MOBILE,Unspecified,MANHATTAN,40.86103107825989,-73.92627553723854,"{'latitude': '40.86103107825989', 'longitude': '-73.92627553723854', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58875239,2023-09-20T20:52:40.000,2023-09-21T16:29:37.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11234,5824 AVENUE N,AVENUE N,,,,,ADDRESS,BROOKLYN,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-21T00:00:00.000,18 BROOKLYN,3079030047,BROOKLYN,1006765,164964,PHONE,Unspecified,BROOKLYN,40.6194359226665,-73.91889872707941,"{'latitude': '40.6194359226665', 'longitude': '-73.91889872707941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58877375,2023-09-20T20:52:39.000,2023-09-20T20:59:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11215,111 8 AVENUE,8 AVENUE,PRESIDENT STREET,CARROLL STREET,PRESIDENT STREET,CARROLL STREET,ADDRESS,BROOKLYN,8 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T20:59:41.000,06 BROOKLYN,3010680004,BROOKLYN,991564,184278,ONLINE,Unspecified,BROOKLYN,40.67247426837155,-73.97363329584172,"{'latitude': '40.67247426837155', 'longitude': '-73.97363329584172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58880691,2023-09-20T20:52:20.000,2023-09-21T11:55:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11236,,,,,EAST 89 STREET,FOSTER AVENUE,INTERSECTION,BROOKLYN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-21T11:55:00.000,18 BROOKLYN,,BROOKLYN,1008653,174105,UNKNOWN,Unspecified,BROOKLYN,40.64452102113841,-73.91206491361154,"{'latitude': '40.64452102113841', 'longitude': '-73.91206491361154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58871651,2023-09-20T20:52:19.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,,11223,2425 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,AVENUE U,AVENUE V,AVENUE U,AVENUE V,ADDRESS,BROOKLYN,CONEY ISLAND AVENUE,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T12:13:48.000,15 BROOKLYN,3073430067,BROOKLYN,995046,157009,MOBILE,Unspecified,BROOKLYN,40.5976231107621,-73.96112444088608,"{'latitude': '40.5976231107621', 'longitude': '-73.96112444088608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"2425 CONEY ISLAND AVENUE, BROOKLYN, NY, 11223",,,,
58886874,2023-09-20T20:52:15.000,2023-09-21T00:00:00.000,DOB,Department of Buildings,Investigations and Discipline (IAD),Investigative Inspection,,10308,4157 AMBOY ROAD,AMBOY ROAD,,,,,ADDRESS,STATEN ISLAND,,Closed,,2023-09-21T00:00:00.000,03 STATEN ISLAND,5054520071,STATEN ISLAND,941193,139158,UNKNOWN,Unspecified,STATEN ISLAND,40.54852767224695,-74.15493107721916,"{'latitude': '40.54852767224695', 'longitude': '-74.15493107721916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58877958,2023-09-20T20:52:15.000,2023-09-22T17:57:59.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11106,31-35 CRESCENT STREET,CRESCENT STREET,,,,,ADDRESS,ASTORIA,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,01 QUEENS,4005790036,QUEENS,1004421,217880,ONLINE,Unspecified,QUEENS,40.76468368198577,-73.92718359841146,"{'latitude': '40.76468368198577', 'longitude': '-73.92718359841146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58879597,2023-09-20T20:52:11.000,2023-09-21T13:34:52.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,10036,6 AVENUE,6 AVENUE,6 AVENUE,WEST   44 STREET,6 AVENUE,WEST   44 STREET,INTERSECTION,,,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-09-21T13:34:56.000,05 MANHATTAN,,MANHATTAN,988913,214759,PHONE,Unspecified,MANHATTAN,40.75613911897527,-73.98316894112523,"{'latitude': '40.75613911897527', 'longitude': '-73.98316894112523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58880134,2023-09-20T20:52:09.000,2023-09-20T21:41:00.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11368,108-54 42 AVENUE,42 AVENUE,108 STREET,111 STREET,108 STREET,111 STREET,ADDRESS,CORONA,42 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T21:41:04.000,04 QUEENS,4019980118,QUEENS,1023715,212369,MOBILE,Unspecified,QUEENS,40.74949233810603,-73.85756556877479,"{'latitude': '40.74949233810603', 'longitude': '-73.85756556877479', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58875677,2023-09-20T20:51:57.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,11222,266 NASSAU AVENUE,NASSAU AVENUE,SUTTON STREET,MORGAN AVENUE,SUTTON STREET,MORGAN AVENUE,ADDRESS,BROOKLYN,NASSAU AVENUE,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-21T13:10:24.000,01 BROOKLYN,3026900003,BROOKLYN,1000767,203782,ONLINE,Unspecified,BROOKLYN,40.72599579501786,-73.94040899112474,"{'latitude': '40.72599579501786', 'longitude': '-73.94040899112474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58876923,2023-09-20T20:51:31.000,2023-09-21T02:19:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214,1919 82 STREET,82 STREET,19 AVENUE,20 AVENUE,19 AVENUE,20 AVENUE,ADDRESS,BROOKLYN,82 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T02:19:18.000,11 BROOKLYN,3062970070,BROOKLYN,984954,160733,ONLINE,Unspecified,BROOKLYN,40.60785128096797,-73.99746456226916,"{'latitude': '40.60785128096797', 'longitude': '-73.99746456226916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
