unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58911283,2023-09-24T16:22:26.000,2023-09-24T16:52:01.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,10023,129 WEST   75 STREET,WEST   75 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST   75 STREET,Closed,NYC Parks visited the location but could not find the tree condition you reported.,2023-09-24T16:52:06.000,07 MANHATTAN,1011470018,MANHATTAN,990206,223397,MOBILE,Unspecified,MANHATTAN,40.77984740973181,-73.97849421415083,"{'latitude': '40.77984740973181', 'longitude': '-73.97849421415083', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911682,2023-09-24T16:22:17.000,2023-09-24T16:45:14.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10128,1718 FIRST AVENUE,FIRST AVENUE,EAST   89 STREET,EAST   90 STREET,EAST   89 STREET,EAST   90 STREET,ADDRESS,NEW YORK,1 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T16:45:17.000,08 MANHATTAN,1015697502,MANHATTAN,998683,223054,MOBILE,Unspecified,MANHATTAN,40.77889618823683,-73.94788640222662,"{'latitude': '40.77889618823683', 'longitude': '-73.94788640222662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912293,2023-09-24T16:21:55.000,2023-09-29T15:37:47.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11221,422 HART STREET,HART STREET,STUYVESANT AVENUE,BROADWAY,STUYVESANT AVENUE,BROADWAY,ADDRESS,BROOKLYN,HART STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-28T07:59:17.000,03 BROOKLYN,3015960011,BROOKLYN,1002610,192449,ONLINE,Unspecified,BROOKLYN,40.69488577639263,-73.9337906138275,"{'latitude': '40.69488577639263', 'longitude': '-73.9337906138275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914590,2023-09-24T16:21:53.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10027,170 WEST  130 STREET,WEST  130 STREET,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-24T00:00:00.000,10 MANHATTAN,1019140060,MANHATTAN,999481,235005,PHONE,Unspecified,MANHATTAN,40.8116970983445,-73.94497793946994,"{'latitude': '40.8116970983445', 'longitude': '-73.94497793946994', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912566,2023-09-24T16:20:49.000,2023-09-24T22:40:16.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11361,46-46 202 STREET,202 STREET,46 ROAD,47 AVENUE,46 ROAD,47 AVENUE,ADDRESS,BAYSIDE,202 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T22:40:20.000,11 QUEENS,4055590058,QUEENS,1045336,214148,MOBILE,Unspecified,QUEENS,40.75425230069702,-73.77951661602887,"{'latitude': '40.75425230069702', 'longitude': '-73.77951661602887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914140,2023-09-24T16:20:44.000,2023-09-24T17:25:51.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11209,515 73 STREET,73 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,73 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T17:25:56.000,10 BROOKLYN,3059100072,BROOKLYN,978293,169073,MOBILE,Unspecified,BROOKLYN,40.630740871374805,-74.02146133938759,"{'latitude': '40.630740871374805', 'longitude': '-74.02146133938759', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912470,2023-09-24T16:20:39.000,2023-09-24T16:21:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T16:21:42.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915202,2023-09-24T16:20:37.000,2023-09-24T16:27:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11201,190 YORK STREET,YORK STREET,BRIDGE STREET,GOLD STREET,BRIDGE STREET,GOLD STREET,ADDRESS,BROOKLYN,YORK STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T16:27:12.000,02 BROOKLYN,3000680001,BROOKLYN,988838,194807,ONLINE,Unspecified,BROOKLYN,40.70137579240106,-73.98345325660519,"{'latitude': '40.70137579240106', 'longitude': '-73.98345325660519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913907,2023-09-24T16:20:27.000,2023-09-27T10:19:49.000,TLC,Taxi and Limousine Commission,Lost Property,Electronics/Phones,Taxi,10001,37 WEST   32 STREET,WEST   32 STREET,5 AVENUE,BROADWAY,5 AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST   32 STREET,Closed,See notes for information.,2023-09-27T10:19:52.000,05 MANHATTAN,1008340021,MANHATTAN,987960,211661,ONLINE,Unspecified,MANHATTAN,40.747636344312276,-73.9866104957005,"{'latitude': '40.747636344312276', 'longitude': '-73.9866104957005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","37 WEST   32 STREET, MANHATTAN (NEW YORK), NY, 10001",,,,,,,
58915162,2023-09-24T16:20:20.000,2023-09-24T20:44:52.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10468,2800 UNIVERSITY AVENUE,UNIVERSITY AVENUE,STRONG STREET,WEST  197 STREET,STRONG STREET,WEST  197 STREET,ADDRESS,BRONX,UNIVERSITY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T20:44:57.000,08 BRONX,2032490046,BRONX,1012130,256831,ONLINE,Unspecified,BRONX,40.871572192426534,-73.89919266053536,"{'latitude': '40.871572192426534', 'longitude': '-73.89919266053536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912991,2023-09-24T16:19:47.000,2023-09-24T16:31:30.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10306,413 NEW DORP LANE,NEW DORP LANE,HYLAN BOULEVARD,SANCHEZ DRIVE,HYLAN BOULEVARD,SANCHEZ DRIVE,ADDRESS,STATEN ISLAND,NEW DORP LANE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T16:31:35.000,02 STATEN ISLAND,5039000001,STATEN ISLAND,953912,147026,ONLINE,Unspecified,STATEN ISLAND,40.5701764283144,-74.10919992354539,"{'latitude': '40.5701764283144', 'longitude': '-74.10919992354539', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913199,2023-09-24T16:19:16.000,2023-09-25T08:29:46.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Sidewalk,11230,230 PARKVILLE AVENUE,PARKVILLE AVENUE,OCEAN PARKWAY,EAST    8 STREET,OCEAN PARKWAY,EAST    8 STREET,ADDRESS,BROOKLYN,PARKVILLE AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-25T08:29:50.000,14 BROOKLYN,3054280026,BROOKLYN,992509,169331,ONLINE,Unspecified,BROOKLYN,40.63144717965358,-73.97024490858615,"{'latitude': '40.63144717965358', 'longitude': '-73.97024490858615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914295,2023-09-24T16:19:00.000,2023-09-24T21:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Veh Signal Head,,11234,,,,,AVENUE T,EAST 54 STREET,INTERSECTION,BROOKLYN,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T21:30:00.000,18 BROOKLYN,,BROOKLYN,1005829,162549,UNKNOWN,Unspecified,BROOKLYN,40.61280957951042,-73.92227800889697,"{'latitude': '40.61280957951042', 'longitude': '-73.92227800889697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58911362,2023-09-24T16:18:56.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11214,2535 WEST   17 STREET,WEST   17 STREET,BAY   50 STREET,AVENUE Z,BAY   50 STREET,AVENUE Z,ADDRESS,BROOKLYN,WEST   17 STREET,In Progress,,,13 BROOKLYN,3069240114,BROOKLYN,988125,152623,ONLINE,Unspecified,BROOKLYN,40.58559014826821,-73.98604893993964,"{'latitude': '40.58559014826821', 'longitude': '-73.98604893993964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912883,2023-09-24T16:18:52.000,2023-09-25T20:55:59.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10023,112 WEST   76 STREET,WEST   76 STREET,,,,,ADDRESS,NEW YORK,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-25T00:00:00.000,07 MANHATTAN,1011470039,MANHATTAN,990460,223552,PHONE,Unspecified,MANHATTAN,40.780272668906505,-73.97757693365182,"{'latitude': '40.780272668906505', 'longitude': '-73.97757693365182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915026,2023-09-24T16:18:22.000,2023-09-24T17:28:18.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11220,819 59 STREET,59 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,BROOKLYN,59 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T17:28:23.000,12 BROOKLYN,3057000071,BROOKLYN,981937,170883,PHONE,Unspecified,BROOKLYN,40.6357106385911,-74.00833368716194,"{'latitude': '40.6357106385911', 'longitude': '-74.00833368716194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915957,2023-09-24T16:18:00.000,2023-09-24T19:30:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11234,,,,,FLATLANDS AVENUE,EAST 58 STREET,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T19:30:00.000,18 BROOKLYN,,BROOKLYN,1006339,169142,UNKNOWN,Unspecified,BROOKLYN,40.63090472430799,-73.92041954841255,"{'latitude': '40.63090472430799', 'longitude': '-73.92041954841255', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58914469,2023-09-24T16:17:18.000,2023-09-24T17:18:10.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11368,103-11 ALSTYNE AVENUE,ALSTYNE AVENUE,103 STREET,104 STREET,103 STREET,104 STREET,ADDRESS,CORONA,ALSTYNE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T17:18:16.000,04 QUEENS,4019290081,QUEENS,1023144,210150,MOBILE,Unspecified,QUEENS,40.74340427767335,-73.85963921274318,"{'latitude': '40.74340427767335', 'longitude': '-73.85963921274318', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910985,2023-09-24T16:17:00.000,2023-09-24T20:15:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11223,,,,,AVENUE S,WEST 5 STREET,INTERSECTION,BROOKLYN,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-24T20:15:00.000,11 BROOKLYN,,BROOKLYN,990529,158333,UNKNOWN,Unspecified,BROOKLYN,40.601261573819365,-73.97738857609079,"{'latitude': '40.601261573819365', 'longitude': '-73.97738857609079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58911943,2023-09-24T16:16:31.000,2023-09-24T16:44:43.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10128,1740 2 AVENUE,2 AVENUE,EAST   90 STREET,EAST   91 STREET,EAST   90 STREET,EAST   91 STREET,ADDRESS,NEW YORK,2 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T16:44:47.000,08 MANHATTAN,1015530004,MANHATTAN,998204,223741,ONLINE,Unspecified,MANHATTAN,40.78078259043532,-73.94961451243105,"{'latitude': '40.78078259043532', 'longitude': '-73.94961451243105', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913011,2023-09-24T16:16:08.000,2023-09-27T15:50:28.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11226,2117 ALBEMARLE TERRACE,ALBEMARLE TERRACE,EAST   21 STREET,DEAD END,EAST   21 STREET,DEAD END,ADDRESS,BROOKLYN,ALBEMARLE TERRACE,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-27T15:50:32.000,14 BROOKLYN,3051020118,BROOKLYN,995552,175586,ONLINE,Unspecified,BROOKLYN,40.64861245402388,-73.95927127154445,"{'latitude': '40.64861245402388', 'longitude': '-73.95927127154445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912891,2023-09-24T16:16:05.000,2023-10-06T10:12:07.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10040,20 SHERMAN AVENUE,SHERMAN AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,12 MANHATTAN,1021750100,MANHATTAN,1004033,253579,PHONE,Unspecified,MANHATTAN,40.86266830600508,-73.92847903972765,"{'latitude': '40.86266830600508', 'longitude': '-73.92847903972765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914285,2023-09-24T16:15:55.000,2023-09-24T18:29:38.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10457,1982 BELMONT AVENUE,BELMONT AVENUE,EAST TREMONT AVENUE,EAST  179 STREET,EAST TREMONT AVENUE,EAST  179 STREET,ADDRESS,BRONX,BELMONT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T18:29:44.000,06 BRONX,2030790054,BRONX,1014313,247677,PHONE,Unspecified,BRONX,40.8464400648596,-73.89134052513207,"{'latitude': '40.8464400648596', 'longitude': '-73.89134052513207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912874,2023-09-24T16:15:47.000,2023-09-25T19:59:48.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10457,1512 WASHINGTON AVENUE,WASHINGTON AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,03 BRONX,2029120001,BRONX,1011049,244582,ONLINE,Unspecified,BRONX,40.83795570887458,-73.9031502594309,"{'latitude': '40.83795570887458', 'longitude': '-73.9031502594309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912504,2023-09-24T16:15:39.000,2023-09-24T16:53:05.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11229,2124 AVENUE R,AVENUE R,EAST   21 STREET,EAST   22 STREET,EAST   21 STREET,EAST   22 STREET,ADDRESS,BROOKLYN,AVENUE R,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-24T16:53:07.000,15 BROOKLYN,3068270009,BROOKLYN,997747,160240,PHONE,Unspecified,BROOKLYN,40.6064878461497,-73.95139189497773,"{'latitude': '40.6064878461497', 'longitude': '-73.95139189497773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58910963,2023-09-24T16:15:35.000,2023-09-24T17:43:54.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10462,1825 BRONXDALE AVENUE,BRONXDALE AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,MORRIS PARK AVENUE,RHINELANDER AVENUE,ADDRESS,BRONX,BRONXDALE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T17:43:58.000,11 BRONX,2040560080,BRONX,1023021,248020,PHONE,Unspecified,BRONX,40.8473475561099,-73.85986446160487,"{'latitude': '40.8473475561099', 'longitude': '-73.85986446160487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915508,2023-09-24T16:15:33.000,2023-09-27T09:45:10.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,10302,101 LEXINGTON AVENUE,LEXINGTON AVENUE,SHARRETT PLACE,CATHERINE STREET,SHARRETT PLACE,CATHERINE STREET,ADDRESS,STATEN ISLAND,LEXINGTON AVENUE,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-27T05:44:34.000,01 STATEN ISLAND,5010410046,STATEN ISLAND,946862,168475,PHONE,Unspecified,STATEN ISLAND,40.629022591560414,-74.13469467962881,"{'latitude': '40.629022591560414', 'longitude': '-74.13469467962881', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58915137,2023-09-24T16:14:45.000,2023-09-24T16:49:10.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11373,75-06 WOODSIDE AVENUE,WOODSIDE AVENUE,75 STREET,76 STREET,75 STREET,76 STREET,ADDRESS,ELMHURST,WOODSIDE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-24T16:49:12.000,04 QUEENS,4015190028,QUEENS,1014849,210095,ONLINE,Unspecified,QUEENS,40.743285907928446,-73.8895744485457,"{'latitude': '40.743285907928446', 'longitude': '-73.8895744485457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912687,2023-09-24T16:14:16.000,2023-09-24T17:01:33.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,765 EAST  214 STREET,EAST  214 STREET,HOLLAND AVENUE,BARNES AVENUE,HOLLAND AVENUE,BARNES AVENUE,ADDRESS,BRONX,EAST  214 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-24T17:01:38.000,12 BRONX,2046620075,BRONX,1022244,259634,ONLINE,Unspecified,BRONX,40.87922781323706,-73.86260703747318,"{'latitude': '40.87922781323706', 'longitude': '-73.86260703747318', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58912381,2023-09-24T16:14:00.000,2023-09-25T00:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11432,181-52 ABERDEEN ROAD,ABERDEEN ROAD,BEND,SURREY PL,,,ADDRESS,JAMAICA,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T00:45:00.000,08 QUEENS,4072440044,QUEENS,1043724,202691,ONLINE,Unspecified,QUEENS,40.7228167598724,-73.78543622488773,"{'latitude': '40.7228167598724', 'longitude': '-73.78543622488773', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58916488,2023-09-24T16:13:50.000,2023-09-27T14:39:13.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,11211,76 JACKSON STREET,JACKSON STREET,LORIMER STREET,LEONARD STREET,LORIMER STREET,LEONARD STREET,ADDRESS,BROOKLYN,JACKSON STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-27T14:39:16.000,01 BROOKLYN,3027470017,BROOKLYN,998484,200236,ONLINE,Unspecified,BROOKLYN,40.716266850591985,-73.94865323056042,"{'latitude': '40.716266850591985', 'longitude': '-73.94865323056042', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911364,2023-09-24T16:13:16.000,2023-11-16T09:44:08.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,11370,72-11 21 AVENUE,21 AVENUE,BEND,73 STREET,BEND,73 STREET,ADDRESS,EAST ELMHURST,21 AVENUE,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-11-16T09:44:13.000,01 QUEENS,4009400001,QUEENS,1012729,219853,ONLINE,Unspecified,QUEENS,40.77007619242479,-73.89718375621254,"{'latitude': '40.77007619242479', 'longitude': '-73.89718375621254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911215,2023-09-24T16:12:54.000,2023-09-29T12:27:39.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11234,1495 EAST   46 STREET,EAST   46 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-29T00:00:00.000,18 BROOKLYN,3078260020,BROOKLYN,1003309,166723,ONLINE,Unspecified,BROOKLYN,40.62427211757615,-73.93134261166892,"{'latitude': '40.62427211757615', 'longitude': '-73.93134261166892', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911989,2023-09-24T16:12:50.000,2023-10-02T10:05:53.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10457,1982 BELMONT AVENUE,BELMONT AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,06 BRONX,2030790054,BRONX,1014313,247677,PHONE,Unspecified,BRONX,40.8464400648596,-73.89134052513207,"{'latitude': '40.8464400648596', 'longitude': '-73.89134052513207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913342,2023-09-24T16:12:38.000,2023-09-24T17:02:03.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10463,60 WEST  225 STREET,WEST  225 STREET,EXTERIOR STREET,BROADWAY,EXTERIOR STREET,BROADWAY,ADDRESS,BRONX,WEST  225 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-24T17:02:08.000,07 BRONX,1022150700,BRONX,1009604,257610,MOBILE,Unspecified,BRONX,40.8737179243794,-73.90832311096875,"{'latitude': '40.8737179243794', 'longitude': '-73.90832311096875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58911183,2023-09-24T16:12:37.000,2023-10-13T06:38:32.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10457,1982 BELMONT AVENUE,BELMONT AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-13T00:00:00.000,06 BRONX,2030790054,BRONX,1014313,247677,PHONE,Unspecified,BRONX,40.8464400648596,-73.89134052513207,"{'latitude': '40.8464400648596', 'longitude': '-73.89134052513207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914527,2023-09-24T16:12:36.000,2023-10-04T18:54:07.000,HPD,Department of Housing Preservation and Development,OUTSIDE BUILDING,PAVEMENT,RESIDENTIAL BUILDING,10029,1695 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,11 MANHATTAN,1016340022,MANHATTAN,999180,228011,ONLINE,Unspecified,MANHATTAN,40.79250100202552,-73.94608085514925,"{'latitude': '40.79250100202552', 'longitude': '-73.94608085514925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58914572,2023-09-24T16:12:36.000,2023-10-04T18:54:07.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10029,1695 LEXINGTON AVENUE,LEXINGTON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,11 MANHATTAN,1016340022,MANHATTAN,999180,228011,ONLINE,Unspecified,MANHATTAN,40.79250100202552,-73.94608085514925,"{'latitude': '40.79250100202552', 'longitude': '-73.94608085514925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
