unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,due_date,bridge_highway_direction,road_ramp,taxi_pick_up_location
58782015,2023-09-11T17:51:38.000,2023-09-11T18:24:46.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10025,50 MANHATTAN AVENUE,MANHATTAN AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-11T18:24:49.000,07 MANHATTAN,1018380021,MANHATTAN,994403,229319,ONLINE,Unspecified,MANHATTAN,40.79609788727609,-73.96333083470218,"{'latitude': '40.79609788727609', 'longitude': '-73.96333083470218', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  102 STREET,WEST  103 STREET,WEST  102 STREET,WEST  103 STREET,MANHATTAN AVENUE,,,,,,,
58777471,2023-09-11T17:51:33.000,2023-09-11T18:12:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11238,210 PARK PLACE,PARK PLACE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-11T18:12:15.000,08 BROOKLYN,3011640035,BROOKLYN,992332,185974,MOBILE,Unspecified,BROOKLYN,40.677128738590724,-73.97086265025303,"{'latitude': '40.677128738590724', 'longitude': '-73.97086265025303', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CARLTON AVENUE,VANDERBILT AVENUE,CARLTON AVENUE,VANDERBILT AVENUE,PARK PLACE,,,,,,,
58786993,2023-09-11T17:51:26.000,2023-09-11T22:18:55.000,DHS,Department of Homeless Services,Encampment,N/A,Street/Sidewalk,11206,35 TEN EYCK STREET,TEN EYCK STREET,ADDRESS,BROOKLYN,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-11T22:18:59.000,01 BROOKLYN,3027910036,BROOKLYN,998279,197830,ONLINE,Unspecified,BROOKLYN,40.70966328251234,-73.94939774727067,"{'latitude': '40.70966328251234', 'longitude': '-73.94939774727067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNION AVENUE,LORIMER STREET,UNION AVENUE,LORIMER STREET,TEN EYCK STREET,,,,,,,
58788398,2023-09-11T17:51:26.000,2023-09-11T18:26:28.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11206,35 TEN EYCK STREET,TEN EYCK STREET,ADDRESS,BROOKLYN,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-11T18:26:33.000,01 BROOKLYN,3027910036,BROOKLYN,998279,197830,ONLINE,Unspecified,BROOKLYN,40.70966328251234,-73.94939774727067,"{'latitude': '40.70966328251234', 'longitude': '-73.94939774727067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",UNION AVENUE,LORIMER STREET,UNION AVENUE,LORIMER STREET,TEN EYCK STREET,,,,,,,
58782847,2023-09-11T17:51:20.000,2023-09-22T09:07:23.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Inappropriate Behavior,Street,11691,923 LANETTE AVENUE,LANETTE AVENUE,ADDRESS,FAR ROCKAWAY,Closed,The personnel involved in the incident were counseled and reminded of the proper procedures to follow.,2023-09-13T07:17:00.000,14 QUEENS,4156150111,QUEENS,1055010,157545,PHONE,Unspecified,QUEENS,40.59881841766835,-73.74519381277754,"{'latitude': '40.59881841766835', 'longitude': '-73.74519381277754', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BEACH    9 STREET,BEACH   12 STREET,BEACH    9 STREET,BEACH   12 STREET,LANETT AVENUE,,,,,,,
58778518,2023-09-11T17:51:09.000,2023-09-11T18:03:30.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10003,364 EAST   18 STREET,EAST   18 STREET,ADDRESS,NEW YORK,Closed,The Police Department visited the location and no Encampment was found.,2023-09-11T18:03:35.000,06 MANHATTAN,,MANHATTAN,989326,206774,ONLINE,Unspecified,MANHATTAN,40.73422206683295,-73.9816842475401,"{'latitude': '40.73422206683295', 'longitude': '-73.9816842475401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,EAST   18 STREET,,,,,,,
58783000,2023-09-11T17:51:00.000,2023-09-11T19:00:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,10463,2499 BAILEY AVENUE,BAILEY AVENUE,ADDRESS,BRONX,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-11T19:00:00.000,07 BRONX,,BRONX,1009637,255391,ONLINE,Unspecified,BRONX,40.86762735670802,-73.90821219465481,"{'latitude': '40.86762735670802', 'longitude': '-73.90821219465481', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SEDGWICK AVE,HEATH AVE,,,,,,,,,,
58786150,2023-09-11T17:50:51.000,2023-09-11T19:01:59.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11223,2365 BOYNTON PLACE,BOYNTON PLACE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-11T19:02:03.000,13 BROOKLYN,3071670124,BROOKLYN,990777,154421,ONLINE,Unspecified,BROOKLYN,40.59052374341327,-73.97649927814821,"{'latitude': '40.59052374341327', 'longitude': '-73.97649927814821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST    7 STREET,AVENUE X,WEST    7 STREET,AVENUE X,BOYNTON PLACE,,,,,,,
58780036,2023-09-11T17:50:29.000,2023-09-13T05:52:22.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Sidewalk,10002,108 STANTON STREET,STANTON STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-13T05:52:28.000,03 MANHATTAN,1004120040,MANHATTAN,987695,202023,PHONE,Unspecified,MANHATTAN,40.72118251568413,-73.98757182393523,"{'latitude': '40.72118251568413', 'longitude': '-73.98757182393523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LUDLOW STREET,ESSEX STREET,LUDLOW STREET,ESSEX STREET,STANTON STREET,,,,,,,
58786383,2023-09-11T17:50:29.000,2023-09-13T20:44:10.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11203,894 NEW YORK AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-13T00:00:00.000,17 BROOKLYN,3048690072,BROOKLYN,999023,176687,ONLINE,Unspecified,BROOKLYN,40.65162934949361,-73.9467605088623,"{'latitude': '40.65162934949361', 'longitude': '-73.9467605088623', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58779422,2023-09-11T17:50:28.000,2023-09-13T19:13:17.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11375,111-19 66 AVENUE,66 AVENUE,ADDRESS,FOREST HILLS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-13T00:00:00.000,06 QUEENS,4021860038,QUEENS,1027341,205821,ONLINE,Unspecified,QUEENS,40.731502808145,-73.84452082532478,"{'latitude': '40.731502808145', 'longitude': '-73.84452082532478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58782235,2023-09-11T17:50:28.000,2023-09-13T19:13:17.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11375,111-19 66 AVENUE,66 AVENUE,ADDRESS,FOREST HILLS,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-13T00:00:00.000,06 QUEENS,4021860038,QUEENS,1027341,205821,ONLINE,Unspecified,QUEENS,40.731502808145,-73.84452082532478,"{'latitude': '40.731502808145', 'longitude': '-73.84452082532478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58778087,2023-09-11T17:50:26.000,2023-10-10T08:44:40.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11209,545 85 STREET,85 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-10T00:00:00.000,10 BROOKLYN,3060270053,BROOKLYN,977381,165741,ONLINE,Unspecified,BROOKLYN,40.621594571039196,-74.02474361928128,"{'latitude': '40.621594571039196', 'longitude': '-74.02474361928128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58779437,2023-09-11T17:50:26.000,2023-09-29T06:40:31.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10025,964 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-29T00:00:00.000,07 MANHATTAN,1018790031,MANHATTAN,993922,231227,ONLINE,Unspecified,MANHATTAN,40.80133536650071,-73.96506529386701,"{'latitude': '40.80133536650071', 'longitude': '-73.96506529386701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58786515,2023-09-11T17:50:26.000,2023-10-10T08:44:40.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11209,545 85 STREET,85 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-10T00:00:00.000,10 BROOKLYN,3060270053,BROOKLYN,977381,165741,ONLINE,Unspecified,BROOKLYN,40.621594571039196,-74.02474361928128,"{'latitude': '40.621594571039196', 'longitude': '-74.02474361928128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58783492,2023-09-11T17:50:26.000,2023-09-29T06:40:31.000,HPD,Department of Housing Preservation and Development,ELECTRIC,NO LIGHTING,RESIDENTIAL BUILDING,10025,964 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-29T00:00:00.000,07 MANHATTAN,1018790031,MANHATTAN,993922,231227,ONLINE,Unspecified,MANHATTAN,40.80133536650071,-73.96506529386701,"{'latitude': '40.80133536650071', 'longitude': '-73.96506529386701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58780776,2023-09-11T17:50:26.000,2023-09-29T06:40:31.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10025,964 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-29T00:00:00.000,07 MANHATTAN,1018790031,MANHATTAN,993922,231227,ONLINE,Unspecified,MANHATTAN,40.80133536650071,-73.96506529386701,"{'latitude': '40.80133536650071', 'longitude': '-73.96506529386701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58778008,2023-09-11T17:50:26.000,2023-09-29T06:40:31.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10025,964 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-29T00:00:00.000,07 MANHATTAN,1018790031,MANHATTAN,993922,231227,ONLINE,Unspecified,MANHATTAN,40.80133536650071,-73.96506529386701,"{'latitude': '40.80133536650071', 'longitude': '-73.96506529386701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58785645,2023-09-11T17:50:21.000,2023-09-12T13:51:30.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11219,5001 14 AVENUE,14 AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation cleaned the location.,2023-09-12T13:51:33.000,12 BROOKLYN,3056500005,BROOKLYN,986866,169912,PHONE,Unspecified,BROOKLYN,40.63304536550185,-73.99057498705645,"{'latitude': '40.63304536550185', 'longitude': '-73.99057498705645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",50 STREET,51 STREET,50 STREET,51 STREET,14 AVENUE,,,,,,,
58787221,2023-09-11T17:50:15.000,2023-09-12T11:12:11.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11378,57-54 63 STREET,63 STREET,ADDRESS,MASPETH,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-12T11:12:16.000,05 QUEENS,4027480065,QUEENS,1011373,202221,ONLINE,Unspecified,QUEENS,40.72168506901711,-73.90215035406332,"{'latitude': '40.72168506901711', 'longitude': '-73.90215035406332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLUSHING AVENUE,59 AVENUE,FLUSHING AVENUE,59 AVENUE,63 STREET,,,,,,,
58781607,2023-09-11T17:50:00.000,2023-09-19T09:00:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Smoke, Vehicular (AA4)",,11210,1271 EAST   32 STREET,EAST   32 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T09:00:00.000,18 BROOKLYN,3076500016,BROOKLYN,999869,165402,PHONE,Unspecified,BROOKLYN,40.62065298193485,-73.94373778436982,"{'latitude': '40.62065298193485', 'longitude': '-73.94373778436982', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE L,AVENUE M,,,,N/A,,,,,,
58784091,2023-09-11T17:50:00.000,2023-09-12T09:12:37.000,DPR,Department of Parks and Recreation,Wood Pile Remaining,Remove Debris,Street,10465,916 CALHOUN AVENUE,CALHOUN AVENUE,ADDRESS,BRONX,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.      NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.     Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-12T09:12:41.000,10 BRONX,2055320120,BRONX,1032043,241424,UNKNOWN,Unspecified,BRONX,40.82919926252039,-73.82730204285355,"{'latitude': '40.82919926252039', 'longitude': '-73.82730204285355', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LAFAYETTE AVENUE,BARKLEY AVENUE,LAFAYETTE AVENUE,BARKLEY AVENUE,CALHOUN AVENUE,,,,,,,
58784409,2023-09-11T17:50:00.000,2023-09-12T11:05:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11105,23-81 23 STREET,23 STREET,ADDRESS,ASTORIA,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-12T11:05:00.000,01 QUEENS,4008750010,QUEENS,1006400,222112,PHONE,Unspecified,QUEENS,40.77629467762673,-73.92002555344898,"{'latitude': '40.77629467762673', 'longitude': '-73.92002555344898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23 TER,24 AVE,,,,,,,,,,
58782964,2023-09-11T17:50:00.000,2023-09-11T20:50:00.000,DEP,Department of Environmental Protection,Sewer,Manhole Cover Missing (Emergency) (SA3),,10466,,,INTERSECTION,BRONX,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-11T20:50:00.000,12 BRONX,,BRONX,1022884,265132,PHONE,Unspecified,BRONX,40.894315299314854,-73.86026097300265,"{'latitude': '40.894315299314854', 'longitude': '-73.86026097300265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,CARPENTER AVENUE,EAST 233 STREET,,,,,,,,
58780159,2023-09-11T17:50:00.000,2023-09-11T20:20:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10471,5920 POST ROAD,POST ROAD,ADDRESS,BRONX,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-11T20:20:00.000,08 BRONX,2058640507,BRONX,1012581,269613,ONLINE,Unspecified,BRONX,40.906653293172866,-73.89750787985321,"{'latitude': '40.906653293172866', 'longitude': '-73.89750787985321', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",W 259 ST,W 260 ST,,,,,,,,,,
58787682,2023-09-11T17:49:43.000,2023-09-11T18:40:15.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11224,2945 WEST   23 STREET,WEST   23 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-11T18:40:19.000,13 BROOKLYN,3070570012,BROOKLYN,987060,148802,MOBILE,Unspecified,BROOKLYN,40.575102659589476,-73.98988481977605,"{'latitude': '40.575102659589476', 'longitude': '-73.98988481977605', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MERMAID AVENUE,SURF AVENUE,MERMAID AVENUE,SURF AVENUE,WEST   23 STREET,,,,,,,
58778926,2023-09-11T17:49:09.000,2023-09-11T21:07:26.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11413,143-82 229 STREET,229 STREET,ADDRESS,SPRINGFIELD GARDENS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-11T21:07:31.000,13 QUEENS,4135060170,QUEENS,1053802,181222,ONLINE,Unspecified,QUEENS,40.66381606927181,-73.74929977461312,"{'latitude': '40.66381606927181', 'longitude': '-73.74929977461312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EDGEWOOD AVENUE,144 AVENUE,EDGEWOOD AVENUE,144 AVENUE,229 STREET,,,,,,,
58788426,2023-09-11T17:49:07.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-19T16:39:15.000,Unspecified MANHATTAN,,MANHATTAN,1004847,252800,MOBILE,Unspecified,MANHATTAN,40.86052832493558,-73.92553860227169,"{'latitude': '40.86052832493558', 'longitude': '-73.92553860227169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,1,Platform,,1 Uptown & The Bronx,,
58783802,2023-09-11T17:49:05.000,2023-09-14T14:17:12.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11213,1739 UNION STREET,UNION STREET,ADDRESS,BROOKLYN,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-14T14:17:17.000,09 BROOKLYN,3013960059,BROOKLYN,1003078,182611,ONLINE,Unspecified,BROOKLYN,40.66788172724975,-73.93213041196235,"{'latitude': '40.66788172724975', 'longitude': '-73.93213041196235', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SCHENECTADY AVENUE,UTICA AVENUE,SCHENECTADY AVENUE,UTICA AVENUE,UNION STREET,,,,,,,
58787480,2023-09-11T17:49:00.000,2023-09-29T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,11354,33-70 PRINCE STREET,PRINCE STREET,ADDRESS,FLUSHING,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-29T00:00:00.000,07 QUEENS,4049467501,QUEENS,1030410,217755,UNKNOWN,Unspecified,QUEENS,40.76424309344887,-73.83336549985127,"{'latitude': '40.76424309344887', 'longitude': '-73.83336549985127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,,
58779996,2023-09-11T17:48:48.000,2023-09-16T15:30:41.000,DSNY,Department of Sanitation,Litter Basket Request,Replacement Basket,Street,11105,23 AVENUE,23 AVENUE,INTERSECTION,,Closed,The location does not meet the criteria for Litter Basket placement.,2023-09-15T12:09:32.000,01 QUEENS,,QUEENS,1009672,220217,PHONE,Unspecified,QUEENS,40.771084596889054,-73.90821889792322,"{'latitude': '40.771084596889054', 'longitude': '-73.90821889792322', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23 AVENUE,STEINWAY STREET,23 AVENUE,STEINWAY STREET,,,,,,,,
58785720,2023-09-11T17:48:12.000,2023-09-14T08:10:03.000,DSNY,Department of Sanitation,Dead Animal,Dog,Street,11226,1305 ALBEMARLE ROAD,ALBEMARLE ROAD,ADDRESS,BROOKLYN,Closed,The Department of Sanitation removed the items.,2023-09-12T07:27:22.000,14 BROOKLYN,3050940001,BROOKLYN,993351,174821,PHONE,Unspecified,BROOKLYN,40.646515230086145,-73.96720399028092,"{'latitude': '40.646515230086145', 'longitude': '-73.96720399028092', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ARGYLE ROAD,RUGBY ROAD,ARGYLE ROAD,RUGBY ROAD,ALBEMARLE ROAD,,,,,,,
58788529,2023-09-11T17:48:11.000,2023-09-11T19:01:33.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,10011,140 7 AVENUE,7 AVENUE,ADDRESS,NEW YORK,Closed,N/A,2023-09-11T19:01:38.000,04 MANHATTAN,1007687502,MANHATTAN,984893,209361,ONLINE,Unspecified,MANHATTAN,40.74132417455931,-73.997679613054,"{'latitude': '40.74132417455931', 'longitude': '-73.997679613054', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   18 STREET,WEST   19 STREET,WEST   18 STREET,WEST   19 STREET,7 AVENUE,,,,,,,
58783416,2023-09-11T17:48:09.000,2023-09-11T17:51:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-11T17:51:42.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,WASHINGTON AVENUE,,,,,,,
58786232,2023-09-11T17:47:57.000,2023-09-11T18:24:47.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11211,271 BEDFORD AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-11T18:24:50.000,01 BROOKLYN,3023810035,BROOKLYN,995021,199636,ONLINE,Unspecified,BROOKLYN,40.71462488811853,-73.9611463807899,"{'latitude': '40.71462488811853', 'longitude': '-73.9611463807899', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NORTH    1 STREET,GRAND STREET,NORTH    1 STREET,GRAND STREET,BEDFORD AVENUE,,,,,,,
58783266,2023-09-11T17:47:54.000,2023-09-11T19:26:42.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11355,137-70 JUNIPER AVENUE,JUNIPER AVENUE,ADDRESS,FLUSHING,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-11T19:26:45.000,07 QUEENS,4051490033,QUEENS,1034043,212355,MOBILE,Unspecified,QUEENS,40.74940178648574,-73.82029064123894,"{'latitude': '40.74940178648574', 'longitude': '-73.82029064123894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",137 PLACE,KISSENA BOULEVARD,137 PLACE,KISSENA BOULEVARD,JUNIPER AVENUE,,,,,,,
58779546,2023-09-11T17:47:45.000,2023-09-11T18:11:34.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10314,3 BURKE AVENUE,BURKE AVENUE,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-11T18:11:38.000,02 STATEN ISLAND,5027740087,STATEN ISLAND,931713,155585,PHONE,Unspecified,STATEN ISLAND,40.593565386000726,-74.18917030921888,"{'latitude': '40.593565386000726', 'longitude': '-74.18917030921888', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEAD END,VICTORY BOULEVARD,DEAD END,VICTORY BOULEVARD,BURKE AVENUE,,,,,,,
58782216,2023-09-11T17:47:28.000,2023-09-13T20:06:24.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10472,1015 BOYNTON AVENUE,BOYNTON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-09-13T00:00:00.000,09 BRONX,2037140001,BRONX,1018221,239658,ONLINE,Unspecified,BRONX,40.82441607894933,-73.87725611053246,"{'latitude': '40.82441607894933', 'longitude': '-73.87725611053246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
