unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,bbl,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,due_date,bridge_highway_direction
58830306,2023-09-16T12:14:00.000,2023-09-18T10:40:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11209,49 MACKAY PLACE,MACKAY PLACE,NARROWS AVE,LOUISE TER,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,2023-09-18T10:40:00.000,10 BROOKLYN,BROOKLYN,974874,171211,PHONE,Unspecified,BROOKLYN,40.63660626836937,-74.03378197204944,"{'latitude': '40.63660626836937', 'longitude': '-74.03378197204944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3058820075,,,,,,
58836008,2023-09-16T12:13:53.000,2023-09-16T12:37:42.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11432,89-09 170 STREET,170 STREET,89 AVENUE,90 AVENUE,89 AVENUE,90 AVENUE,ADDRESS,JAMAICA,170 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T12:37:45.000,12 QUEENS,QUEENS,1042184,197798,ONLINE,Unspecified,QUEENS,40.7093969043001,-73.79103415696774,"{'latitude': '40.7093969043001', 'longitude': '-73.79103415696774', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4098050047,,,,,,
58828917,2023-09-16T12:13:51.000,2023-10-02T10:13:34.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Inappropriate Behavior,Street,10475,3365 DEREIMER AVENUE,DEREIMER AVENUE,GIVAN AVENUE,TILLOTSON AVENUE,GIVAN AVENUE,TILLOTSON AVENUE,ADDRESS,BRONX,DE REIMER AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T10:22:50.000,12 BRONX,BRONX,1029533,259480,PHONE,Unspecified,BRONX,40.878770743076444,-73.83624983354963,"{'latitude': '40.878770743076444', 'longitude': '-73.83624983354963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2052260011,,,,,,
58829307,2023-09-16T12:13:45.000,2023-09-16T12:17:16.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10035,234 EAST  118 STREET,EAST  118 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST  118 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T12:17:20.000,11 MANHATTAN,MANHATTAN,1001366,230335,ONLINE,Unspecified,MANHATTAN,40.798875786635236,-73.93818027596032,"{'latitude': '40.798875786635236', 'longitude': '-73.93818027596032', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1016670032,,,,,,
58832618,2023-09-16T12:13:17.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Worker Activity,Mobile Food Vendor,11375,71-35 AUSTIN STREET,AUSTIN STREET,71 ROAD,72 AVENUE,71 ROAD,72 AVENUE,ADDRESS,FOREST HILLS,AUSTIN STREET,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-18T10:06:24.000,06 QUEENS,QUEENS,1027634,201521,MOBILE,Unspecified,QUEENS,40.71969893945592,-73.84349135754738,"{'latitude': '40.71969893945592', 'longitude': '-73.84349135754738', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4032570037,,,,,,
58835877,2023-09-16T12:13:17.000,2023-09-16T14:53:27.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11230,1519 EAST    4 STREET,EAST    4 STREET,EAST    4 STREET,EAST    5 STREET,EAST    4 STREET,EAST    5 STREET,ADDRESS,BROOKLYN,EAST    4 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T14:53:33.000,12 BROOKLYN,BROOKLYN,992437,162814,MOBILE,Unspecified,BROOKLYN,40.61355944387722,-73.97051221013812,"{'latitude': '40.61355944387722', 'longitude': '-73.97051221013812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3065860080,,,,,,
58830498,2023-09-16T12:13:14.000,2023-09-16T12:55:25.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11249,37 SOUTH    3 STREET,SOUTH    3 STREET,KENT AVENUE,WYTHE AVENUE,KENT AVENUE,WYTHE AVENUE,ADDRESS,BROOKLYN,SOUTH    3 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T12:55:28.000,01 BROOKLYN,BROOKLYN,993606,199297,PHONE,Unspecified,BROOKLYN,40.71369602363633,-73.96625110086362,"{'latitude': '40.71369602363633', 'longitude': '-73.96625110086362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3024150038,,,,,,
58834524,2023-09-16T12:13:07.000,2023-09-16T12:37:06.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,11211,446 HUMBOLDT STREET,HUMBOLDT STREET,JACKSON STREET,WITHERS STREET,JACKSON STREET,WITHERS STREET,ADDRESS,BROOKLYN,HUMBOLDT STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T12:37:10.000,01 BROOKLYN,BROOKLYN,1000015,200628,MOBILE,Unspecified,BROOKLYN,40.71734020071441,-73.94312948807082,"{'latitude': '40.71734020071441', 'longitude': '-73.94312948807082', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3028750007,,,,,,
58829938,2023-09-16T12:13:07.000,2023-09-26T09:43:15.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Park,11203,4802 TILDEN AVENUE,TILDEN AVENUE,EAST   48 STREET,EAST   49 STREET,EAST   48 STREET,EAST   49 STREET,ADDRESS,BROOKLYN,TILDEN AVENUE,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-26T09:43:21.000,17 BROOKLYN,BROOKLYN,1003180,175390,PHONE,Unspecified,BROOKLYN,40.64806145664554,-73.93178300188707,"{'latitude': '40.64806145664554', 'longitude': '-73.93178300188707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3047330001,,,,,,
58832559,2023-09-16T12:12:44.000,2023-09-18T10:00:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10016,EAST   27 STREET,EAST   27 STREET,5 AVENUE,MADISON AVENUE,,,BLOCKFACE,MANHATTAN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-18T10:00:00.000,05 MANHATTAN,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,,N/A,,,,,
58827744,2023-09-16T12:12:41.000,2023-09-16T15:04:30.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11377,48-18 67 STREET,67 STREET,48 AVENUE,49 AVENUE,48 AVENUE,49 AVENUE,ADDRESS,WOODSIDE,67 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T15:04:33.000,02 QUEENS,QUEENS,1012593,208238,PHONE,Unspecified,QUEENS,40.738196426371246,-73.89772370935985,"{'latitude': '40.738196426371246', 'longitude': '-73.89772370935985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4024180031,,,,,,
58834399,2023-09-16T12:12:38.000,2023-09-16T12:59:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11365,71-44 PARSONS BOULEVARD,PARSONS BOULEVARD,71 AVENUE,72 AVENUE,71 AVENUE,72 AVENUE,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T12:59:47.000,08 QUEENS,QUEENS,1036629,205011,ONLINE,Unspecified,QUEENS,40.72922943618948,-73.81101464566868,"{'latitude': '40.72922943618948', 'longitude': '-73.81101464566868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4067930126,,,,,,
58834917,2023-09-16T12:12:00.000,2023-09-16T12:35:24.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11355,147-55 41 AVENUE,41 AVENUE,147 STREET,149 STREET,147 STREET,149 STREET,ADDRESS,FLUSHING,41 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T12:35:26.000,07 QUEENS,QUEENS,1034758,216797,ONLINE,Unspecified,QUEENS,40.761589864542515,-73.81767675328459,"{'latitude': '40.761589864542515', 'longitude': '-73.81767675328459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4050270001,,,,,,
58827880,2023-09-16T12:11:59.000,2023-09-18T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,10128,138 EAST   94 STREET,EAST   94 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-18T00:00:00.000,08 MANHATTAN,MANHATTAN,997471,225173,UNKNOWN,Unspecified,MANHATTAN,40.78471417625387,-73.95225843038556,"{'latitude': '40.78471417625387', 'longitude': '-73.95225843038556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1015220158,,,,,,
58835197,2023-09-16T12:11:55.000,2023-09-17T10:35:17.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11378,71-01 52 AVENUE,52 AVENUE,71 STREET,OLD LANE,71 STREET,OLD LANE,ADDRESS,MASPETH,52 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T10:35:22.000,05 QUEENS,QUEENS,1013893,206585,PHONE,Unspecified,QUEENS,40.7336550911579,-73.89303992092361,"{'latitude': '40.7336550911579', 'longitude': '-73.89303992092361', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4024630005,,,,,,
58830169,2023-09-16T12:11:52.000,2023-09-21T13:01:05.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash Not Separated from Recycling,Sidewalk,11225,77 SULLIVAN PLACE,SULLIVAN PLACE,MC KEEVER PLACE,BEDFORD AVENUE,MC KEEVER PLACE,BEDFORD AVENUE,ADDRESS,BROOKLYN,SULLIVAN PLACE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-21T13:01:09.000,09 BROOKLYN,BROOKLYN,995695,181274,ONLINE,Unspecified,BROOKLYN,40.664224582259116,-73.95874629283364,"{'latitude': '40.664224582259116', 'longitude': '-73.95874629283364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3013020001,,,,,,
58828044,2023-09-16T12:11:51.000,2023-09-16T12:51:49.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10470,4439 MATILDA AVENUE,MATILDA AVENUE,NEREID AVENUE,EAST  239 STREET,NEREID AVENUE,EAST  239 STREET,ADDRESS,BRONX,MATILDA AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-16T12:51:53.000,12 BRONX,BRONX,1024156,267166,MOBILE,Unspecified,BRONX,40.899892311255705,-73.85564803858941,"{'latitude': '40.899892311255705', 'longitude': '-73.85564803858941', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2050670052,,,,,,
58828506,2023-09-16T12:11:36.000,2023-09-25T21:40:02.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11203,787 EAST   46 STREET,EAST   46 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,17 BROOKLYN,BROOKLYN,1002770,173295,PHONE,Unspecified,BROOKLYN,40.64231200193763,-73.93326624722118,"{'latitude': '40.64231200193763', 'longitude': '-73.93326624722118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3049630044,,,,,,
58828488,2023-09-16T12:11:36.000,2023-09-25T21:40:01.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11203,787 EAST   46 STREET,EAST   46 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,17 BROOKLYN,BROOKLYN,1002770,173295,PHONE,Unspecified,BROOKLYN,40.64231200193763,-73.93326624722118,"{'latitude': '40.64231200193763', 'longitude': '-73.93326624722118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3049630044,,,,,,
58833865,2023-09-16T12:11:36.000,2023-09-25T21:40:01.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11203,787 EAST   46 STREET,EAST   46 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,17 BROOKLYN,BROOKLYN,1002770,173295,PHONE,Unspecified,BROOKLYN,40.64231200193763,-73.93326624722118,"{'latitude': '40.64231200193763', 'longitude': '-73.93326624722118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3049630044,,,,,,
58831097,2023-09-16T12:11:36.000,2023-09-25T21:40:02.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11203,787 EAST   46 STREET,EAST   46 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,17 BROOKLYN,BROOKLYN,1002770,173295,PHONE,Unspecified,BROOKLYN,40.64231200193763,-73.93326624722118,"{'latitude': '40.64231200193763', 'longitude': '-73.93326624722118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3049630044,,,,,,
58832482,2023-09-16T12:11:36.000,2023-09-25T21:40:01.000,HPD,Department of Housing Preservation and Development,ELEVATOR,MAINTENANCE,RESIDENTIAL BUILDING,11203,787 EAST   46 STREET,EAST   46 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,17 BROOKLYN,BROOKLYN,1002770,173295,PHONE,Unspecified,BROOKLYN,40.64231200193763,-73.93326624722118,"{'latitude': '40.64231200193763', 'longitude': '-73.93326624722118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3049630044,,,,,,
58832535,2023-09-16T12:11:36.000,2023-09-25T21:40:01.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11203,787 EAST   46 STREET,EAST   46 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,17 BROOKLYN,BROOKLYN,1002770,173295,PHONE,Unspecified,BROOKLYN,40.64231200193763,-73.93326624722118,"{'latitude': '40.64231200193763', 'longitude': '-73.93326624722118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3049630044,,,,,,
58827574,2023-09-16T12:11:30.000,2023-09-16T12:28:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10002,38 DELANCEY STREET,DELANCEY STREET,FORSYTH STREET,ELDRIDGE STREET,FORSYTH STREET,ELDRIDGE STREET,ADDRESS,NEW YORK,DELANCEY STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-16T12:28:06.000,03 MANHATTAN,MANHATTAN,986507,201471,MOBILE,Unspecified,MANHATTAN,40.719667791608565,-73.99185783575743,"{'latitude': '40.719667791608565', 'longitude': '-73.99185783575743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1004207501,,,,,,
58827917,2023-09-16T12:11:29.000,2023-09-16T12:48:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10310,35 MUNDY AVENUE,MUNDY AVENUE,FOREST AVENUE,EGBERT AVENUE,FOREST AVENUE,EGBERT AVENUE,ADDRESS,STATEN ISLAND,MUNDY AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T12:48:06.000,01 STATEN ISLAND,STATEN ISLAND,948452,167204,PHONE,Unspecified,STATEN ISLAND,40.625540535573734,-74.12895978451412,"{'latitude': '40.625540535573734', 'longitude': '-74.12895978451412', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5003530017,,,,,,
58836366,2023-09-16T12:11:14.000,2023-09-21T18:43:40.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10030,2394 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,10 MANHATTAN,MANHATTAN,1000439,237420,PHONE,Unspecified,MANHATTAN,40.818323892860526,-73.94151133572831,"{'latitude': '40.818323892860526', 'longitude': '-73.94151133572831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020250034,,,,,,
58835134,2023-09-16T12:11:14.000,2023-09-21T18:43:41.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10030,2394 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,10 MANHATTAN,MANHATTAN,1000439,237420,PHONE,Unspecified,MANHATTAN,40.818323892860526,-73.94151133572831,"{'latitude': '40.818323892860526', 'longitude': '-73.94151133572831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020250034,,,,,,
58829718,2023-09-16T12:11:14.000,2023-09-21T18:43:41.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10030,2394 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,10 MANHATTAN,MANHATTAN,1000439,237420,PHONE,Unspecified,MANHATTAN,40.818323892860526,-73.94151133572831,"{'latitude': '40.818323892860526', 'longitude': '-73.94151133572831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020250034,,,,,,
58826350,2023-09-16T12:11:00.000,2023-09-21T11:00:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,11355,130-03 57 ROAD,57 ROAD,VAN WYCK EXPRESSWAY ET 12 A  SB,LAWRENCE ST,,,ADDRESS,FLUSHING,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-21T11:00:00.000,07 QUEENS,QUEENS,1030139,211423,ONLINE,Unspecified,QUEENS,40.74686480701889,-73.83438700521229,"{'latitude': '40.74686480701889', 'longitude': '-73.83438700521229', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4063510054,N/A,,,,,
58827241,2023-09-16T12:10:59.000,2023-09-16T12:40:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10011,8 AVENUE,8 AVENUE,WEST   23 STREET,WEST   24 STREET,WEST   23 STREET,WEST   24 STREET,BLOCKFACE,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T12:40:16.000,Unspecified MANHATTAN,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,
58831300,2023-09-16T12:10:44.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11234,2446 EAST   73 STREET,EAST   73 STREET,AVENUE X,AVENUE Y,AVENUE X,AVENUE Y,ADDRESS,BROOKLYN,EAST   73 STREET,In Progress,,,18 BROOKLYN,BROOKLYN,1012030,163456,ONLINE,Unspecified,BROOKLYN,40.615281834113695,-73.89993989231561,"{'latitude': '40.615281834113695', 'longitude': '-73.89993989231561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3084590049,,,,,,
58832978,2023-09-16T12:10:40.000,2023-09-18T13:34:54.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Construction Labor Provider,Business,11225,224 STERLING STREET,STERLING STREET,ROGERS AVENUE,NOSTRAND AVENUE,ROGERS AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,STERLING STREET,Closed,"The Department of Consumer and Worker Protection (DCWP) provided information about your complaint. You can find it in the Notes to Customer section of your NYC311 Service Request.  If you didn't get the information, call DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-09-18T13:34:58.000,09 BROOKLYN,BROOKLYN,997206,180817,ONLINE,Unspecified,BROOKLYN,40.66296813649731,-73.95330074546357,"{'latitude': '40.66296813649731', 'longitude': '-73.95330074546357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3013200008,,,,,,
58830192,2023-09-16T12:10:32.000,2023-09-16T13:42:51.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10451,891 BROOK AVENUE,BROOK AVENUE,3 AVENUE,EAST  161 STREET,3 AVENUE,EAST  161 STREET,ADDRESS,BRONX,BROOK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T13:42:54.000,03 BRONX,BRONX,1009028,239157,PHONE,Unspecified,BRONX,40.8230715489424,-73.91047404621315,"{'latitude': '40.8230715489424', 'longitude': '-73.91047404621315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58826566,2023-09-16T12:10:27.000,2023-09-16T12:46:15.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11423,182-13 93 AVENUE,93 AVENUE,182 PLACE,DEAD END,182 PLACE,DEAD END,ADDRESS,HOLLIS,93 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T12:46:18.000,12 QUEENS,QUEENS,1045804,197353,MOBILE,Unspecified,QUEENS,40.70815104536188,-73.77798107033026,"{'latitude': '40.70815104536188', 'longitude': '-73.77798107033026', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4103250006,,,,,,
58836641,2023-09-16T12:10:23.000,2023-09-19T09:32:44.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11419,95-50 111 STREET,111 STREET,95 AVENUE,101 AVENUE,95 AVENUE,101 AVENUE,ADDRESS,SOUTH RICHMOND HILL,111 STREET,Closed,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2023-09-19T09:32:49.000,09 QUEENS,QUEENS,1030327,190763,PHONE,Unspecified,QUEENS,40.6901571991065,-73.83384994135537,"{'latitude': '40.6901571991065', 'longitude': '-73.83384994135537', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4094120026,,,,,,
58831196,2023-09-16T12:10:01.000,2023-09-16T13:11:17.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11101,1-50 50 AVENUE,50 AVENUE,CENTER BOULEVARD,2 STREET,CENTER BOULEVARD,2 STREET,ADDRESS,LONG ISLAND CITY,50 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T13:11:20.000,02 QUEENS,QUEENS,995645,210208,MOBILE,Unspecified,QUEENS,40.74364166035955,-73.95887755839249,"{'latitude': '40.74364166035955', 'longitude': '-73.95887755839249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4000067502,,,,,,
58835175,2023-09-16T12:09:55.000,2023-09-16T12:39:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10011,8 AVENUE,8 AVENUE,WEST   19 STREET,WEST   20 STREET,WEST   19 STREET,WEST   20 STREET,BLOCKFACE,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T12:39:58.000,Unspecified MANHATTAN,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,
58833122,2023-09-16T12:09:54.000,2023-09-16T12:23:04.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11208,1155 GLENMORE AVENUE,GLENMORE AVENUE,SHERIDAN AVENUE,GRANT AVENUE,SHERIDAN AVENUE,GRANT AVENUE,ADDRESS,BROOKLYN,GLENMORE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T12:23:06.000,05 BROOKLYN,BROOKLYN,1021343,186151,ONLINE,Unspecified,BROOKLYN,40.67754053810212,-73.8662708750648,"{'latitude': '40.67754053810212', 'longitude': '-73.8662708750648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3042030042,,,,,,
58831487,2023-09-16T12:09:51.000,2023-09-19T06:07:37.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10003,83 ST MARKS PLACE,ST MARKS PLACE,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,ST MARKS PLACE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T06:07:41.000,03 MANHATTAN,MANHATTAN,988228,204417,ONLINE,Unspecified,MANHATTAN,40.72775324134006,-73.9856475590163,"{'latitude': '40.72775324134006', 'longitude': '-73.9856475590163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1004500033,,,,,,
58826954,2023-09-16T12:09:39.000,2023-09-16T12:35:57.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11355,147-01 41 AVENUE,41 AVENUE,147 STREET,149 STREET,147 STREET,149 STREET,ADDRESS,FLUSHING,41 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T12:36:03.000,07 QUEENS,QUEENS,1034737,216789,ONLINE,Unspecified,QUEENS,40.7615680265905,-73.81775261872642,"{'latitude': '40.7615680265905', 'longitude': '-73.81775261872642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4050270025,,,,,,
