unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,facility_type,due_date,road_ramp
58924002,2023-09-25T05:37:55.000,2023-09-25T19:28:17.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11203,530 EAST   56 STREET,EAST   56 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-25T00:00:00.000,17 BROOKLYN,3047760027,BROOKLYN,1005422,173799,ONLINE,Unspecified,BROOKLYN,40.643689430579094,-73.92370862728106,"{'latitude': '40.643689430579094', 'longitude': '-73.92370862728106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58918171,2023-09-25T05:37:55.000,2023-09-30T14:50:13.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11203,530 EAST   56 STREET,EAST   56 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-30T00:00:00.000,17 BROOKLYN,3047760027,BROOKLYN,1005422,173799,ONLINE,Unspecified,BROOKLYN,40.643689430579094,-73.92370862728106,"{'latitude': '40.643689430579094', 'longitude': '-73.92370862728106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58924666,2023-09-25T05:36:09.000,2023-09-25T05:50:09.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11204,5601 16 AVENUE,16 AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T05:50:12.000,12 BROOKLYN,3054920001,BROOKLYN,987117,167720,PHONE,Unspecified,BROOKLYN,40.62702871053936,-73.98967160697332,"{'latitude': '40.62702871053936', 'longitude': '-73.98967160697332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",56 STREET,57 STREET,56 STREET,57 STREET,16 AVENUE,,,,,,,
58917748,2023-09-25T05:35:00.000,2023-09-25T12:00:00.000,DEP,Department of Environmental Protection,Sewer,Culvert Blocked/Needs Cleaning (SE),,11226,,,INTERSECTION,BROOKLYN,Closed,"The Department of Environmental Protection inspected your complaint and determined that the catch basin is now functioning properly.  If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-25T12:00:00.000,17 BROOKLYN,,BROOKLYN,998413,174319,ONLINE,Unspecified,BROOKLYN,40.64513070012115,-73.94896382125883,"{'latitude': '40.64513070012115', 'longitude': '-73.94896382125883', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,BEVERLY ROAD,NOSTRAND AVENUE,,,,,,,,
58919713,2023-09-25T05:34:49.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10019,235 WEST   50 STREET,WEST   50 STREET,ADDRESS,NEW YORK,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-25T08:05:29.000,05 MANHATTAN,1010220043,MANHATTAN,988464,216801,ONLINE,Unspecified,MANHATTAN,40.76174411178474,-73.98478832283875,"{'latitude': '40.76174411178474', 'longitude': '-73.98478832283875', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,WEST   50 STREET,,,,,,,
58921458,2023-09-25T05:34:28.000,2023-09-25T07:18:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10031,620 WEST  141 STREET,WEST  141 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-25T07:18:06.000,09 MANHATTAN,1020880043,MANHATTAN,997264,239545,MOBILE,Unspecified,MANHATTAN,40.82416166479311,-73.95297805704422,"{'latitude': '40.82416166479311', 'longitude': '-73.95297805704422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,WEST  141 STREET,,,,,,,
58923697,2023-09-25T05:33:57.000,2023-09-25T06:12:01.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10035,1940 LEXINGTON AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-25T06:12:09.000,11 MANHATTAN,1017680012,MANHATTAN,1000836,231010,ONLINE,Unspecified,MANHATTAN,40.800729487678204,-73.9400928668498,"{'latitude': '40.800729487678204', 'longitude': '-73.9400928668498', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  119 STREET,EAST  120 STREET,EAST  119 STREET,EAST  120 STREET,LEXINGTON AVENUE,,,,,,,
58917881,2023-09-25T05:33:43.000,2023-09-25T05:59:16.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10001,32 WEST   29 STREET,WEST   29 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-25T05:59:19.000,05 MANHATTAN,1008300067,MANHATTAN,987332,211119,ONLINE,Unspecified,MANHATTAN,40.746148931594604,-73.98887721539934,"{'latitude': '40.746148931594604', 'longitude': '-73.98887721539934', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,AVENUE OF THE AMERICAS,BROADWAY,AVENUE OF THE AMERICAS,WEST   29 STREET,,,,,,,
58918885,2023-09-25T05:33:26.000,2023-09-25T05:59:26.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11219,1105 42 STREET,42 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T05:59:34.000,12 BROOKLYN,3055920001,BROOKLYN,986412,172983,MOBILE,Unspecified,BROOKLYN,40.64147472810903,-73.99220968955913,"{'latitude': '40.64147472810903', 'longitude': '-73.99220968955913', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FORT HAMILTON PARKWAY,12 AVENUE,FORT HAMILTON PARKWAY,12 AVENUE,42 STREET,,,,,,,
58918084,2023-09-25T05:33:24.000,2023-09-25T06:06:45.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453,2241 CRESTON AVENUE,CRESTON AVENUE,ADDRESS,BRONX,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-25T06:06:54.000,05 BRONX,2031710037,BRONX,1011482,251431,ONLINE,Unspecified,BRONX,40.856752859501285,-73.90155761230223,"{'latitude': '40.856752859501285', 'longitude': '-73.90155761230223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  182 STREET,EAST  183 STREET,EAST  182 STREET,EAST  183 STREET,CRESTON AVENUE,,,,,,,
58922081,2023-09-25T05:31:32.000,2023-09-27T08:00:47.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-26T13:00:46.000,Unspecified MANHATTAN,,MANHATTAN,986727,212657,ONLINE,Unspecified,MANHATTAN,40.75037054471354,-73.9910600637942,"{'latitude': '40.75037054471354', 'longitude': '-73.9910600637942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,1,,Passageway,,,,
58923079,2023-09-25T05:31:28.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Bare Hands in Contact w/ Food,Restaurant/Bar/Deli/Bakery,10005,150 WATER STREET,WATER STREET,ADDRESS,NEW YORK,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-25T09:53:26.000,01 MANHATTAN,1000390012,MANHATTAN,982519,196490,PHONE,Unspecified,MANHATTAN,40.70599625200089,-74.00624332997717,"{'latitude': '40.70599625200089', 'longitude': '-74.00624332997717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PINE STREET,MAIDEN LANE,PINE STREET,MAIDEN LANE,WATER STREET,,,,,,,
58923551,2023-09-25T05:30:54.000,2023-09-25T05:43:25.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11435,109-49 LIVERPOOL STREET,LIVERPOOL STREET,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T05:43:28.000,12 QUEENS,,QUEENS,1039992,190571,PHONE,Unspecified,QUEENS,40.68957461014541,-73.79900040753856,"{'latitude': '40.68957461014541', 'longitude': '-73.79900040753856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FERNDALE AVENUE,GLASSBORO AVENUE,FERNDALE AVENUE,GLASSBORO AVENUE,LIVERPOOL STREET,,,,,,,
58924523,2023-09-25T05:30:24.000,2023-09-25T06:10:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11433,110-20 177 STREET,177 STREET,ADDRESS,JAMAICA,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T06:11:04.000,12 QUEENS,4102750027,QUEENS,1046055,193577,MOBILE,Unspecified,QUEENS,40.697785095539956,-73.77711039798196,"{'latitude': '40.697785095539956', 'longitude': '-73.77711039798196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",110 AVENUE,111 AVENUE,110 AVENUE,111 AVENUE,177 STREET,,,,,,,
58924728,2023-09-25T05:28:54.000,2023-09-25T05:28:54.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11221,657 MADISON STREET,MADISON STREET,ADDRESS,BROOKLYN,Closed,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T00:00:00.000,03 BROOKLYN,3016410054,BROOKLYN,1003401,189572,UNKNOWN,Unspecified,BROOKLYN,40.68698740068154,-73.9309463086718,"{'latitude': '40.68698740068154', 'longitude': '-73.9309463086718', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58924278,2023-09-25T05:28:29.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,10019,790 7 AVENUE,7 AVENUE,ADDRESS,NEW YORK,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-25T07:57:38.000,05 MANHATTAN,1010230029,MANHATTAN,989067,216896,ONLINE,Unspecified,MANHATTAN,40.76200455438324,-73.9826115482865,"{'latitude': '40.76200455438324', 'longitude': '-73.9826115482865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST 51 STREET,WEST 52 STREET,WEST   51 STREET,WEST   52 STREET,7 AVENUE,,,,,,,
58917360,2023-09-25T05:26:42.000,2023-09-26T12:41:30.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11249,BQE,BQE,INTERSECTION,,Closed,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-09-26T12:41:33.000,01 BROOKLYN,,BROOKLYN,995022,194813,UNKNOWN,Unspecified,BROOKLYN,40.70138689395573,-73.96115048946955,"{'latitude': '40.70138689395573', 'longitude': '-73.96115048946955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BQE,WYTHE AVENUE,BQE,WYTHE AVENUE,,,,,,,,
58918902,2023-09-25T05:26:24.000,2023-09-25T05:39:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,15 ST JOHNS ROAD,ST JOHNS ROAD,ADDRESS,RIDGEWOOD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-25T05:39:16.000,05 QUEENS,4033910033,QUEENS,1009913,196808,ONLINE,Unspecified,QUEENS,40.706832040749276,-73.90743811915418,"{'latitude': '40.706832040749276', 'longitude': '-73.90743811915418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MENAHAN STREET,GROVE STREET,MENAHAN STREET,GROVE STREET,ST JOHNS ROAD,,,,,,,
58919431,2023-09-25T05:26:17.000,2023-09-26T07:54:53.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10453,156 EAST  178 STREET,EAST  178 STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,05 BRONX,2028080009,BRONX,1010176,249243,PHONE,Unspecified,BRONX,40.85075138602628,-73.90628719834551,"{'latitude': '40.85075138602628', 'longitude': '-73.90628719834551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58923421,2023-09-25T05:25:34.000,2023-09-25T05:47:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11385,402 SENECA AVENUE,SENECA AVENUE,ADDRESS,RIDGEWOOD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T05:47:32.000,05 QUEENS,4034290020,QUEENS,1008029,196747,ONLINE,Unspecified,QUEENS,40.706669873870396,-73.91423358328203,"{'latitude': '40.706669873870396', 'longitude': '-73.91423358328203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STANHOPE STREET,HIMROD STREET,STANHOPE STREET,HIMROD STREET,SENECA AVENUE,,,,,,,
58924524,2023-09-25T05:25:33.000,2023-09-25T06:07:38.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11236,1315 EAST   86 STREET,EAST   86 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-25T06:07:44.000,18 BROOKLYN,3080770070,BROOKLYN,1011694,169326,PHONE,Unspecified,BROOKLYN,40.63139479332767,-73.90112625675631,"{'latitude': '40.63139479332767', 'longitude': '-73.90112625675631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE M,AVENUE N,AVENUE M,AVENUE N,EAST   86 STREET,,,,,,,
58917950,2023-09-25T05:25:03.000,2023-09-25T05:52:31.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11214,114 27 AVENUE,27 AVENUE,ADDRESS,BROOKLYN,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-25T05:52:34.000,13 BROOKLYN,3068990048,BROOKLYN,987837,154649,PHONE,Unspecified,BROOKLYN,40.591151235129146,-73.9870847432669,"{'latitude': '40.591151235129146', 'longitude': '-73.9870847432669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BATH AVENUE,HARWAY AVENUE,BATH AVENUE,HARWAY AVENUE,27 AVENUE,,,,,,,
58916872,2023-09-25T05:24:00.000,2023-09-25T08:15:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10017,,,INTERSECTION,MANHATTAN,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-25T08:15:00.000,05 MANHATTAN,,MANHATTAN,990188,214947,UNKNOWN,Unspecified,MANHATTAN,40.75665436671015,-73.9785666735876,"{'latitude': '40.75665436671015', 'longitude': '-73.9785666735876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,5 AVENUE,EAST 47 STREET,,,,,,N/A,,
58922471,2023-09-25T05:23:52.000,2023-09-25T05:50:25.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11214,2731 CROPSEY AVENUE,CROPSEY AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T05:50:28.000,13 BROOKLYN,3069140082,BROOKLYN,987186,153423,PHONE,Unspecified,BROOKLYN,40.58778634970358,-73.9894292492092,"{'latitude': '40.58778634970358', 'longitude': '-73.9894292492092', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BAY   46 STREET,BAY   47 STREET,BAY   46 STREET,BAY   47 STREET,CROPSEY AVENUE,,,,,,,
58922072,2023-09-25T05:23:33.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-23T21:12:38.000,Unspecified BROOKLYN,,BROOKLYN,1000574,194405,MOBILE,Unspecified,BROOKLYN,40.70025852947234,-73.9411280446348,"{'latitude': '40.70025852947234', 'longitude': '-73.9411280446348', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,J,,Mezzanine,,,,
58918006,2023-09-25T05:22:32.000,2023-09-25T05:22:32.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11207,442 MILLER AVENUE,MILLER AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T00:00:00.000,05 BROOKLYN,3037760033,BROOKLYN,1014636,183268,UNKNOWN,Unspecified,BROOKLYN,40.66965292032834,-73.8904641811236,"{'latitude': '40.66965292032834', 'longitude': '-73.8904641811236', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58922360,2023-09-25T05:21:22.000,2023-09-25T06:54:41.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11104,39-33 50 AVENUE,50 AVENUE,ADDRESS,SUNNYSIDE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T06:54:45.000,02 QUEENS,4002050007,QUEENS,1004716,208234,MOBILE,Unspecified,QUEENS,40.738207183017565,-73.92614801980896,"{'latitude': '40.738207183017565', 'longitude': '-73.92614801980896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",39 PLACE,40 STREET,39 PLACE,40 STREET,50 AVENUE,,,,,,,
58921821,2023-09-25T05:20:17.000,2023-09-25T05:55:22.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11234,1404 EAST   54 STREET,EAST   54 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-25T05:55:28.000,18 BROOKLYN,3078510055,BROOKLYN,1005500,166354,MOBILE,Unspecified,BROOKLYN,40.623254305689194,-73.92345100529089,"{'latitude': '40.623254305689194', 'longitude': '-73.92345100529089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE L,AVENUE M,AVENUE L,AVENUE M,EAST   54 STREET,,,,,,,
58923400,2023-09-25T05:20:12.000,2023-09-25T06:22:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10469,2901 YATES AVENUE,YATES AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T06:22:20.000,11 BRONX,2045580001,BRONX,1024439,255523,MOBILE,Unspecified,BRONX,40.86793467503759,-73.85469420673488,"{'latitude': '40.86793467503759', 'longitude': '-73.85469420673488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ARNOW AVENUE,ADEE AVENUE,ARNOW AVENUE,ADEE AVENUE,YATES AVENUE,,,,,,,
58923635,2023-09-25T05:20:00.000,2023-09-25T10:10:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11232,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T10:10:00.000,07 BROOKLYN,,BROOKLYN,984244,180344,UNKNOWN,Unspecified,BROOKLYN,40.661679335143994,-74.00002162628128,"{'latitude': '40.661679335143994', 'longitude': '-74.00002162628128', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,3 AVENUE,25 STREET,,,,,,N/A,,
58918023,2023-09-25T05:20:00.000,2023-09-25T09:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10029,,,INTERSECTION,MANHATTAN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T09:00:00.000,11 MANHATTAN,,MANHATTAN,1001088,228949,UNKNOWN,Unspecified,MANHATTAN,40.795072128305115,-73.93918783382239,"{'latitude': '40.795072128305115', 'longitude': '-73.93918783382239', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,2 AVENUE,EAST 113 STREET,,,,,,N/A,,
58921483,2023-09-25T05:19:52.000,2023-09-25T05:37:47.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11209,4 AVENUE,4 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T05:37:49.000,10 BROOKLYN,,BROOKLYN,974779,162354,MOBILE,Unspecified,BROOKLYN,40.612295559390205,-74.03411183241909,"{'latitude': '40.612295559390205', 'longitude': '-74.03411183241909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4 AVENUE,101 STREET,4 AVENUE,101 STREET,,,,,,,,
58916752,2023-09-25T05:19:19.000,2023-09-25T06:22:53.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10462,924 MORRIS PARK AVENUE,MORRIS PARK AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-25T06:23:00.000,11 BRONX,2040950001,BRONX,1023378,247911,ONLINE,Unspecified,BRONX,40.84704680883678,-73.85857474404152,"{'latitude': '40.84704680883678', 'longitude': '-73.85857474404152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FOWLER AVENUE,BOGART AVENUE,FOWLER AVENUE,BOGART AVENUE,MORRIS PARK AVENUE,,,,,,,
58921367,2023-09-25T05:19:00.000,2023-09-25T07:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11238,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-25T07:40:00.000,02 BROOKLYN,,BROOKLYN,994971,187190,UNKNOWN,Unspecified,BROOKLYN,40.680463580225336,-73.96134655378708,"{'latitude': '40.680463580225336', 'longitude': '-73.96134655378708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,ATLANTIC AVENUE,GRAND AVENUE,,,,,,N/A,,
58919739,2023-09-25T05:18:06.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-04T10:42:45.000,Unspecified MANHATTAN,,MANHATTAN,989216,211094,MOBILE,Unspecified,MANHATTAN,40.74607945556746,-73.98207797178418,"{'latitude': '40.74607945556746', 'longitude': '-73.98207797178418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,6,6 Uptown & The Bronx,Platform,,,,
58923917,2023-09-25T05:17:12.000,2023-09-27T15:03:21.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10039,2504 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,10 MANHATTAN,1020310031,MANHATTAN,1001149,238700,ONLINE,Unspecified,MANHATTAN,40.821835801374654,-73.93894297936284,"{'latitude': '40.821835801374654', 'longitude': '-73.93894297936284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58921604,2023-09-25T05:17:12.000,2023-09-27T15:03:21.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10039,2504 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,10 MANHATTAN,1020310031,MANHATTAN,1001149,238700,ONLINE,Unspecified,MANHATTAN,40.821835801374654,-73.93894297936284,"{'latitude': '40.821835801374654', 'longitude': '-73.93894297936284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58924992,2023-09-25T05:17:12.000,2023-09-27T15:03:20.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10039,2504 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,10 MANHATTAN,1020310031,MANHATTAN,1001149,238700,ONLINE,Unspecified,MANHATTAN,40.821835801374654,-73.93894297936284,"{'latitude': '40.821835801374654', 'longitude': '-73.93894297936284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58922704,2023-09-25T05:17:12.000,2023-09-27T15:03:20.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10039,2504 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,10 MANHATTAN,1020310031,MANHATTAN,1001149,238700,ONLINE,Unspecified,MANHATTAN,40.821835801374654,-73.93894297936284,"{'latitude': '40.821835801374654', 'longitude': '-73.93894297936284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58923895,2023-09-25T05:17:12.000,2023-09-27T15:03:20.000,HPD,Department of Housing Preservation and Development,PLUMBING,STEAM PIPE/RISER,RESIDENTIAL BUILDING,10039,2504 ADAM C POWELL BOULEVARD,ADAM C POWELL BOULEVARD,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,10 MANHATTAN,1020310031,MANHATTAN,1001149,238700,ONLINE,Unspecified,MANHATTAN,40.821835801374654,-73.93894297936284,"{'latitude': '40.821835801374654', 'longitude': '-73.93894297936284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
