unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,taxi_company_borough,road_ramp
58944294,2023-09-27T08:13:53.000,2023-09-28T08:05:48.000,DOT,Department of Transportation,Street Condition,Plate Condition - Shifted,Street,11435,82-50 135 STREET,135 STREET,ADDRESS,JAMAICA,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,2023-09-28T08:05:53.000,08 QUEENS,4096600030,QUEENS,1033493,199100,ONLINE,Unspecified,QUEENS,40.7130232152488,-73.82237266322683,"{'latitude': '40.7130232152488', 'longitude': '-73.82237266322683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOOVER AVENUE,82 DRIVE,HOOVER AVENUE,82 DRIVE,135 STREET,,,,,,,,
58936809,2023-09-27T08:13:47.000,2023-09-27T11:06:20.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,10019,249 WEST   49 STREET,WEST   49 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T11:06:24.000,05 MANHATTAN,1010210005,MANHATTAN,988276,216606,ONLINE,Unspecified,MANHATTAN,40.76120897449566,-73.98546708111502,"{'latitude': '40.76120897449566', 'longitude': '-73.98546708111502', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,WEST   49 STREET,,,,,,,,
58939665,2023-09-27T08:13:46.000,2023-09-27T08:28:57.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11236,227 CONKLIN AVENUE,CONKLIN AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-27T08:29:04.000,18 BROOKLYN,3081850154,BROOKLYN,1011761,174152,MOBILE,Unspecified,BROOKLYN,40.644640916897465,-73.90086519613322,"{'latitude': '40.644640916897465', 'longitude': '-73.90086519613322', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROCKAWAY PARKWAY,EAST   98 STREET,ROCKAWAY PARKWAY,EAST   98 STREET,CONKLIN AVENUE,,,,,,,,
58943015,2023-09-27T08:13:37.000,2023-10-02T13:35:00.000,DOT,Department of Transportation,Street Condition,Blocked - Construction,Street,11201,297 PACIFIC STREET,PACIFIC STREET,ADDRESS,BROOKLYN,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-10-02T13:35:04.000,02 BROOKLYN,3001820049,BROOKLYN,987390,189801,PHONE,Unspecified,BROOKLYN,40.68763611496745,-73.98867784040594,"{'latitude': '40.68763611496745', 'longitude': '-73.98867784040594', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SMITH STREET,HOYT STREET,SMITH STREET,HOYT STREET,PACIFIC STREET,,,,,,,,
58938294,2023-09-27T08:13:33.000,2023-09-27T12:36:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11358,46-50 162 STREET,162 STREET,ADDRESS,FLUSHING,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T12:35:45.000,07 QUEENS,4054600058,QUEENS,1038266,213562,MOBILE,Unspecified,QUEENS,40.752689900311694,-73.80503964258298,"{'latitude': '40.752689900311694', 'longitude': '-73.80503964258298', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",46 AVENUE,LABURNUM AVENUE,46 AVENUE,LABURNUM AVENUE,162 STREET,,,,,,,,
58938587,2023-09-27T08:13:08.000,2023-09-27T11:39:24.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10470,4313 KEPLER AVENUE,KEPLER AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T11:39:29.000,12 BRONX,2033720025,BRONX,1019943,266740,ONLINE,Unspecified,BRONX,40.89874112844416,-73.8708899700492,"{'latitude': '40.89874112844416', 'longitude': '-73.8708899700492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  237 STREET,EAST  238 STREET,EAST  237 STREET,EAST  238 STREET,KEPLER AVENUE,,,,,,,,
58939338,2023-09-27T08:12:36.000,2023-09-30T06:34:23.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,10453,1821 PALISADE PLACE,PALISADE PLACE,ADDRESS,BRONX,Closed,The Department of Sanitation collected the requested items.,2023-09-28T10:30:55.000,05 BRONX,2028770556,BRONX,1006829,249709,ONLINE,Unspecified,BRONX,40.85203961077745,-73.91838377567103,"{'latitude': '40.85203961077745', 'longitude': '-73.91838377567103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",POPHAM AVENUE,SEDGWICK AVENUE,POPHAM AVENUE,SEDGWICK AVENUE,PALISADE PLACE,,,,,,,,
58944429,2023-09-27T08:12:30.000,2023-09-30T06:34:37.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10453,1821 PALISADE PLACE,PALISADE PLACE,ADDRESS,BRONX,Closed,The Department of Sanitation collected the requested items.,2023-09-28T10:34:17.000,05 BRONX,2028770556,BRONX,1006829,249709,ONLINE,Unspecified,BRONX,40.85203961077745,-73.91838377567103,"{'latitude': '40.85203961077745', 'longitude': '-73.91838377567103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",POPHAM AVENUE,SEDGWICK AVENUE,POPHAM AVENUE,SEDGWICK AVENUE,PALISADE PLACE,,,,,,,,
58939884,2023-09-27T08:12:18.000,2023-09-27T08:20:21.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11209,8701 SHORE ROAD,SHORE ROAD,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T08:20:34.000,10 BROOKLYN,3060400001,BROOKLYN,972961,166912,PHONE,Unspecified,BROOKLYN,40.62480419136853,-74.04066736891629,"{'latitude': '40.62480419136853', 'longitude': '-74.04066736891629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",87 STREET,88 STREET,87 STREET,88 STREET,SHORE ROAD,,,,,,,,
58937799,2023-09-27T08:12:17.000,2023-09-27T08:12:17.000,DOHMH,Department of Health and Mental Hygiene,Unsanitary Pigeon Condition,Pigeon Waste,1-2 Family Dwelling,11234,2520 EAST   63 STREET,EAST   63 STREET,ADDRESS,BROOKLYN,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-27T08:12:17.000,18 BROOKLYN,3086520029,BROOKLYN,1009231,161556,ONLINE,Unspecified,BROOKLYN,40.610075062080185,-73.9100285640332,"{'latitude': '40.610075062080185', 'longitude': '-73.9100285640332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BASSETT WALK,MAYFAIR DRIVE SOUTH,BASSETT WALK,MAYFAIR DRIVE SOUTH,EAST   63 STREET,,,,,,,,
58944790,2023-09-27T08:12:11.000,2023-09-27T08:55:56.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11105,20-78 28 STREET,28 STREET,ADDRESS,ASTORIA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T08:56:00.000,01 QUEENS,4008590001,QUEENS,1009262,223296,ONLINE,Unspecified,QUEENS,40.779536808566036,-73.90968766009576,"{'latitude': '40.779536808566036', 'longitude': '-73.90968766009576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20 AVENUE,21 AVENUE,20 AVENUE,21 AVENUE,28 STREET,,,,,,,,
58940042,2023-09-27T08:12:09.000,2023-10-04T10:02:06.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10302,137 HEBERTON AVENUE,HEBERTON AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,01 STATEN ISLAND,5010150001,STATEN ISLAND,947807,171320,PHONE,Unspecified,STATEN ISLAND,40.6368354428596,-74.13130557443678,"{'latitude': '40.6368354428596', 'longitude': '-74.13130557443678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58941486,2023-09-27T08:12:09.000,,HPD,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,RESIDENTIAL BUILDING,10302,137 HEBERTON AVENUE,HEBERTON AVENUE,ADDRESS,STATEN ISLAND,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-27T00:00:00.000,01 STATEN ISLAND,5010150001,STATEN ISLAND,947807,171320,PHONE,Unspecified,STATEN ISLAND,40.6368354428596,-74.13130557443678,"{'latitude': '40.6368354428596', 'longitude': '-74.13130557443678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58940281,2023-09-27T08:12:04.000,2023-11-24T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10029,331 EAST  102 STREET,EAST  102 STREET,ADDRESS,NEW YORK,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-11-24T00:00:00.000,11 MANHATTAN,1016747501,MANHATTAN,999967,226232,UNKNOWN,Unspecified,MANHATTAN,40.78761676152338,-73.94324279726438,"{'latitude': '40.78761676152338', 'longitude': '-73.94324279726438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58943673,2023-09-27T08:12:00.000,2023-10-12T01:00:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10009,,,INTERSECTION,MANHATTAN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-12T01:00:00.000,03 MANHATTAN,,MANHATTAN,988199,202689,UNKNOWN,Unspecified,MANHATTAN,40.723010314091134,-73.98575320366534,"{'latitude': '40.723010314091134', 'longitude': '-73.98575320366534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,AVENUE A,EAST 2 STREET,,,,,,,,,
58942187,2023-09-27T08:11:51.000,2023-09-27T09:15:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11212,87 EAST   91 STREET,EAST   91 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T09:15:30.000,17 BROOKLYN,3045940077,BROOKLYN,1003904,180561,MOBILE,Unspecified,BROOKLYN,40.662253138816,-73.92915889415447,"{'latitude': '40.662253138816', 'longitude': '-73.92915889415447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST NEW YORK AVENUE,RUTLAND ROAD,EAST NEW YORK AVENUE,RUTLAND ROAD,EAST   91 STREET,,,,,,,,
58944435,2023-09-27T08:11:49.000,2023-09-29T12:52:58.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,11237,308 STANHOPE STREET,STANHOPE STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-29T12:53:02.000,04 BROOKLYN,3032700021,BROOKLYN,1006864,195305,UNKNOWN,Unspecified,BROOKLYN,40.70271497906167,-73.91844036099074,"{'latitude': '40.70271497906167', 'longitude': '-73.91844036099074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",IRVING AVENUE,WYCKOFF AVENUE,IRVING AVENUE,WYCKOFF AVENUE,STANHOPE STREET,,,,,,,,
58943132,2023-09-27T08:11:46.000,2023-10-02T22:46:47.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11249,117 SOUTH    4 STREET,SOUTH    4 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-10-02T22:46:52.000,01 BROOKLYN,3024300029,BROOKLYN,994369,198723,MOBILE,Unspecified,BROOKLYN,40.71211969078851,-73.96349967554994,"{'latitude': '40.71211969078851', 'longitude': '-73.96349967554994', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BERRY STREET,BEDFORD AVENUE,BERRY STREET,BEDFORD AVENUE,SOUTH    4 STREET,,,,,,,,
58944263,2023-09-27T08:11:45.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11414,88-08 151 AVENUE,151 AVENUE,ADDRESS,HOWARD BEACH,In Progress,,,10 QUEENS,4114340007,QUEENS,1026720,182861,ONLINE,Unspecified,QUEENS,40.66848607627237,-73.84690627257683,"{'latitude': '40.66848607627237', 'longitude': '-73.84690627257683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",88 STREET,89 STREET,88 STREET,89 STREET,151 AVENUE,,,,,,,,
58945748,2023-09-27T08:11:44.000,2023-09-27T12:23:04.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,10306,166 MILL ROAD,MILL ROAD,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T11:58:11.000,02 STATEN ISLAND,5040370017,STATEN ISLAND,953790,145118,ONLINE,Unspecified,STATEN ISLAND,40.5649389249311,-74.10963046005297,"{'latitude': '40.5649389249311', 'longitude': '-74.10963046005297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",INA STREET,EBBITTS STREET,INA STREET,EBBITTS STREET,MILL ROAD,,,,,,,,
58939337,2023-09-27T08:11:32.000,2023-10-13T05:26:18.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11360,15-26 215 STREET,215 STREET,ADDRESS,BAYSIDE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T12:18:21.000,07 QUEENS,4059440064,QUEENS,1045533,226070,ONLINE,Unspecified,QUEENS,40.78697361564571,-73.7786968560922,"{'latitude': '40.78697361564571', 'longitude': '-73.7786968560922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15 AVENUE,15 ROAD,15 AVENUE,15 ROAD,215 STREET,,,,,,,,
58939027,2023-09-27T08:11:31.000,2023-09-27T10:00:28.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11223,1617 WEST    3 STREET,WEST    3 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T10:00:26.000,11 BROOKLYN,3066290072,BROOKLYN,990711,160731,ONLINE,Unspecified,BROOKLYN,40.607843463917334,-73.9767308786205,"{'latitude': '40.607843463917334', 'longitude': '-73.9767308786205', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE P,QUENTIN ROAD,AVENUE P,QUENTIN ROAD,WEST    3 STREET,,,,,,,,
58944106,2023-09-27T08:11:23.000,2023-09-27T08:48:46.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11691,233 BEACH   13 STREET,BEACH   13 STREET,ADDRESS,FAR ROCKAWAY,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-27T08:48:50.000,14 QUEENS,4156240001,QUEENS,1054474,156702,MOBILE,Unspecified,QUEENS,40.59650882589696,-73.74713269663465,"{'latitude': '40.59650882589696', 'longitude': '-73.74713269663465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HEYSON ROAD,NEW HAVEN AVENUE,HEYSON ROAD,NEW HAVEN AVENUE,BEACH   13 STREET,,,,,,,,
58938039,2023-09-27T08:11:11.000,2023-09-27T18:36:04.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,10019,142 WEST   49 STREET,WEST   49 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-27T18:36:07.000,05 MANHATTAN,1010010055,MANHATTAN,989189,216092,ONLINE,Unspecified,MANHATTAN,40.75979771347326,-73.98217174224484,"{'latitude': '40.75979771347326', 'longitude': '-73.98217174224484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE OF THE AMERICAS,7 AVENUE,AVENUE OF THE AMERICAS,7 AVENUE,WEST   49 STREET,,,,,,,,
58936409,2023-09-27T08:11:00.000,2023-09-27T09:09:00.000,DEP,Department of Environmental Protection,Water System,No Water (WNW),,11236,1237 EAST   84 STREET,EAST   84 STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,2023-09-27T09:09:00.000,18 BROOKLYN,3080630026,BROOKLYN,1010856,169478,PHONE,Unspecified,BROOKLYN,40.63181455751803,-73.9041447556649,"{'latitude': '40.63181455751803', 'longitude': '-73.9041447556649', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE L,AVENUE M,,,,,,,,,,,
58940819,2023-09-27T08:11:00.000,2023-10-04T10:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Jack Hammering (NC2),,11215,571 UNION STREET,UNION STREET,ADDRESS,BROOKLYN,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-04T10:45:00.000,06 BROOKLYN,3004330051,BROOKLYN,988007,186564,PHONE,Unspecified,BROOKLYN,40.67875104730346,-73.98645487696027,"{'latitude': '40.67875104730346', 'longitude': '-73.98645487696027', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEVINS ST,3 AVE,,,,N/A,,,,,,,
58936795,2023-09-27T08:10:47.000,2023-09-28T11:26:17.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,10310,243 EGBERT AVENUE,EGBERT AVENUE,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T03:14:06.000,01 STATEN ISLAND,5003540132,STATEN ISLAND,947875,166832,ONLINE,Unspecified,STATEN ISLAND,40.62451712433045,-74.13103637881812,"{'latitude': '40.62451712433045', 'longitude': '-74.13103637881812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KAREN COURT,JEWETT AVENUE,KAREN COURT,JEWETT AVENUE,EGBERT AVENUE,,,,,,,,
58943605,2023-09-27T08:10:38.000,2023-09-27T09:30:49.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11105,21-72 41 STREET,41 STREET,ADDRESS,ASTORIA,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T09:30:52.000,01 QUEENS,4007970062,QUEENS,1010676,220900,MOBILE,Unspecified,QUEENS,40.77295630802843,-73.9045914716233,"{'latitude': '40.77295630802843', 'longitude': '-73.9045914716233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",21 AVENUE,DITMARS BOULEVARD,21 AVENUE,DITMARS BOULEVARD,41 STREET,,,,,,,,
58939180,2023-09-27T08:10:26.000,2023-10-05T17:53:01.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11358,40-28 194 STREET,194 STREET,ADDRESS,FLUSHING,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-05T17:53:05.000,11 QUEENS,4053580015,QUEENS,1042969,216576,ONLINE,Unspecified,QUEENS,40.76093255695701,-73.78803880989172,"{'latitude': '40.76093255695701', 'longitude': '-73.78803880989172', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATION ROAD,42 AVENUE,STATION ROAD,42 AVENUE,194 STREET,,,,,,,,
58939333,2023-09-27T08:10:24.000,2023-09-28T14:53:19.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,11230,1087 EAST    4 STREET,EAST    4 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-28T04:43:14.000,12 BROOKLYN,3065170057,BROOKLYN,991763,166926,ONLINE,Unspecified,BROOKLYN,40.624846625397076,-73.97293523511334,"{'latitude': '40.624846625397076', 'longitude': '-73.97293523511334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE I,AVENUE J,AVENUE I,AVENUE J,EAST    4 STREET,,,,,,,,
58942256,2023-09-27T08:10:21.000,2023-09-27T11:14:13.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11217,383 STATE STREET,STATE STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-27T11:14:06.000,02 BROOKLYN,3001720055,BROOKLYN,988804,189663,PHONE,Unspecified,BROOKLYN,40.687256722027826,-73.98357935618405,"{'latitude': '40.687256722027826', 'longitude': '-73.98357935618405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BOND STREET,NEVINS STREET,BOND STREET,NEVINS STREET,STATE STREET,,,,,,,,
58937030,2023-09-27T08:10:10.000,2023-09-27T08:57:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11229,1686 EAST   14 STREET,EAST   14 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T08:57:39.000,15 BROOKLYN,3067960008,BROOKLYN,995608,160783,MOBILE,Unspecified,BROOKLYN,40.60798126964803,-73.95909437661821,"{'latitude': '40.60798126964803', 'longitude': '-73.95909437661821', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KINGS HIGHWAY,AVENUE R,KINGS HIGHWAY,AVENUE R,EAST   14 STREET,,,,,,,,
58938640,2023-09-27T08:09:38.000,2023-09-27T09:05:45.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11366,192-05B 73 AVENUE,73 AVENUE,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-27T09:05:49.000,08 QUEENS,4071170002,QUEENS,1045151,206788,MOBILE,Unspecified,QUEENS,40.734052280767436,-73.78025099287646,"{'latitude': '40.734052280767436', 'longitude': '-73.78025099287646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",71 CRESCENT,193 STREET,71 CRESCENT,193 STREET,73 AVENUE,,,,,,,,
58941220,2023-09-27T08:09:36.000,2023-09-27T09:20:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10305,59 HYLAN BOULEVARD,HYLAN BOULEVARD,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T09:20:52.000,01 STATEN ISLAND,5028290100,STATEN ISLAND,966199,163222,ONLINE,Unspecified,STATEN ISLAND,40.61466471468921,-74.06501684950291,"{'latitude': '40.61466471468921', 'longitude': '-74.06501684950291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EDGEWATER STREET,BAY STREET,EDGEWATER STREET,BAY STREET,HYLAN BOULEVARD,,,,,,,,
58937171,2023-09-27T08:09:26.000,2023-09-27T10:12:19.000,DPR,Department of Parks and Recreation,Animal in a Park,Wildlife Sighting,Park,11413,BROOKVILLE PARK,BROOKVILLE PARK,UNRECOGNIZED,SPRINGFIELD GARDENS,Closed,NYC Parks has reviewed the reported condition and corrected the problem.,2023-09-27T10:12:22.000,13 QUEENS,4135380003,QUEENS,1055224,180370,PHONE,Unspecified,QUEENS,40.6614662429789,-73.744183172168,"{'latitude': '40.6614662429789', 'longitude': '-73.744183172168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",143 AVENUE,LANSING AVENUE,143 AVENUE,LANSING AVENUE,BROOKVILLE PARK,,,,,,,,
58944089,2023-09-27T08:09:03.000,2023-11-06T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11218,71 OCEAN PARKWAY,OCEAN PARKWAY,ADDRESS,BROOKLYN,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-06T00:00:00.000,07 BROOKLYN,3053200001,BROOKLYN,991209,175860,UNKNOWN,Unspecified,BROOKLYN,40.64936900221548,-73.97492174580508,"{'latitude': '40.64936900221548', 'longitude': '-73.97492174580508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58936425,2023-09-27T08:08:52.000,2023-11-27T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10028,104 EAST   81 STREET,EAST   81 STREET,ADDRESS,NEW YORK,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-27T00:00:00.000,08 MANHATTAN,1015090066,MANHATTAN,995583,222271,UNKNOWN,Unspecified,MANHATTAN,40.7767515782576,-73.95908096936247,"{'latitude': '40.7767515782576', 'longitude': '-73.95908096936247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58944574,2023-09-27T08:08:41.000,2023-09-27T09:48:53.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,10468,2855 UNIVERSITY AVENUE,UNIVERSITY AVENUE,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T09:48:51.000,08 BRONX,2032500135,BRONX,1012218,257217,MOBILE,Unspecified,BRONX,40.872631364966125,-73.89887286284,"{'latitude': '40.872631364966125', 'longitude': '-73.89887286284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  197 STREET,RESERVOIR AVENUE,WEST  197 STREET,RESERVOIR AVENUE,UNIVERSITY AVENUE,,,,,,,,
58939389,2023-09-27T08:08:41.000,2023-10-11T08:18:54.000,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,11413,146 AVENUE,146 AVENUE,INTERSECTION,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-28T13:04:54.000,13 QUEENS,,QUEENS,1052006,179885,PHONE,Unspecified,QUEENS,40.660160240098804,-73.7557868591976,"{'latitude': '40.660160240098804', 'longitude': '-73.7557868591976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",146 AVENUE,225 STREET,146 AVENUE,225 STREET,,,,,,,,,
