unique_key,created_date,agency,agency_name,complaint_type,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,descriptor,facility_type,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,taxi_pick_up_location,taxi_company_borough
58834680,2023-09-16T10:26:58.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,11230,1480 OCEAN AVENUE,OCEAN AVENUE,AVENUE I,AVENUE J,AVENUE I,AVENUE J,ADDRESS,BROOKLYN,OCEAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T11:32:19.000,14 BROOKLYN,3067120090,BROOKLYN,996322,167457,ONLINE,Unspecified,BROOKLYN,40.62629906949887,-73.95651098626831,"{'latitude': '40.62629906949887', 'longitude': '-73.95651098626831', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:32:15.000,Banging/Pounding,,,,,,,,
58835988,2023-09-16T10:26:47.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,10034,514 WEST  213 STREET,WEST  213 STREET,10 AVENUE,BROADWAY,10 AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  213 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T10:36:48.000,12 MANHATTAN,1022300011,MANHATTAN,1007343,255671,ONLINE,Unspecified,MANHATTAN,40.86840217052891,-73.91650528145804,"{'latitude': '40.86840217052891', 'longitude': '-73.91650528145804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T10:36:45.000,Banging/Pounding,,,,,,,,
58834411,2023-09-16T10:26:27.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11372,84-20 NORTHERN BOULEVARD,NORTHERN BOULEVARD,84 STREET,85 STREET,84 STREET,85 STREET,ADDRESS,JACKSON HEIGHTS,NORTHERN BOULEVARD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T11:16:06.000,03 QUEENS,4014320006,QUEENS,1016600,214648,ONLINE,Unspecified,QUEENS,40.755776501946755,-73.88323355169499,"{'latitude': '40.755776501946755', 'longitude': '-73.88323355169499', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:16:03.000,Blocked Hydrant,,,,,,,,
58831508,2023-09-16T10:26:18.000,DSNY,Department of Sanitation,Missed Collection,Street,11373,87-14 57 ROAD,57 ROAD,SEABURY STREET,HOFFMAN DRIVE,SEABURY STREET,HOFFMAN DRIVE,ADDRESS,ELMHURST,57 ROAD,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T23:13:18.000,04 QUEENS,4028587501,QUEENS,1019123,206375,ONLINE,Unspecified,QUEENS,40.733059618956815,-73.87416975810375,"{'latitude': '40.733059618956815', 'longitude': '-73.87416975810375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:35:39.000,Bulky Recycling,,,,,,,,
58828983,2023-09-16T10:26:00.000,DEP,Department of Environmental Protection,Water System,,11209,87 71 STREET,71 STREET,NARROWS AVE,COLONIAL RD,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2023-09-17T02:30:00.000,10 BROOKLYN,3058840055,BROOKLYN,975025,170905,PHONE,Unspecified,BROOKLYN,40.63576652212743,-74.03323749683422,"{'latitude': '40.63576652212743', 'longitude': '-74.03323749683422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-17T02:30:00.000,Dirty Water (WE),,,,,,,,
58836754,2023-09-16T10:25:47.000,DSNY,Department of Sanitation,Missed Collection,Street,11421,78-19 89 AVENUE,89 AVENUE,78 STREET,80 STREET,78 STREET,80 STREET,ADDRESS,WOODHAVEN,89 AVENUE,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-18T06:56:47.000,09 QUEENS,4089100025,QUEENS,1022302,190151,ONLINE,Unspecified,QUEENS,40.68851554294512,-73.8627908681393,"{'latitude': '40.68851554294512', 'longitude': '-73.8627908681393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T06:56:47.000,Bulky Trash,,,,,,,,
58827411,2023-09-16T10:25:37.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk,10029,102 EAST  101 STREET,EAST  101 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST  101 STREET,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-21T12:17:25.000,11 MANHATTAN,1016280171,MANHATTAN,998142,226940,PHONE,Unspecified,MANHATTAN,40.78956308851735,-73.9498317682403,"{'latitude': '40.78956308851735', 'longitude': '-73.9498317682403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T12:17:27.000,Blocked - Construction,,,,,,,,
58827553,2023-09-16T10:25:15.000,DSNY,Department of Sanitation,Missed Collection,Street,10301,316 FOREST AVENUE,FOREST AVENUE,UNIVERSITY PLACE,HART BOULEVARD,UNIVERSITY PLACE,HART BOULEVARD,ADDRESS,STATEN ISLAND,FOREST AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T13:21:59.000,01 STATEN ISLAND,5002500009,STATEN ISLAND,956585,169302,ONLINE,Unspecified,STATEN ISLAND,40.631328231002314,-74.0996698508979,"{'latitude': '40.631328231002314', 'longitude': '-74.0996698508979', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T12:17:23.000,Trash,,,,,,,,
58829022,2023-09-16T10:25:07.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11209,378 90 STREET,90 STREET,FOREST PLACE,4 AVENUE,FOREST PLACE,4 AVENUE,ADDRESS,BROOKLYN,90 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T12:06:30.000,10 BROOKLYN,3060810061,BROOKLYN,975930,165168,ONLINE,Unspecified,BROOKLYN,40.620020561729824,-74.02996972763104,"{'latitude': '40.620020561729824', 'longitude': '-74.02996972763104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T12:06:22.000,Blocked Hydrant,,,,,,,,
58827193,2023-09-16T10:24:19.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,RESIDENTIAL BUILDING,11213,639 EASTERN PARKWAY,EASTERN PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,08 BROOKLYN,3012630062,BROOKLYN,998960,183263,PHONE,Unspecified,BROOKLYN,40.669679121229976,-73.94697320453079,"{'latitude': '40.669679121229976', 'longitude': '-73.94697320453079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T14:07:55.000,PESTS,,,,,,,,
58836376,2023-09-16T10:24:19.000,HPD,Department of Housing Preservation and Development,GENERAL,RESIDENTIAL BUILDING,11213,639 EASTERN PARKWAY,EASTERN PARKWAY,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-25T00:00:00.000,08 BROOKLYN,3012630062,BROOKLYN,998960,183263,PHONE,Unspecified,BROOKLYN,40.669679121229976,-73.94697320453079,"{'latitude': '40.669679121229976', 'longitude': '-73.94697320453079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T14:07:55.000,BELL/BUZZER/INTERCOM,,,,,,,,
58834196,2023-09-16T10:24:13.000,DSNY,Department of Sanitation,Missed Collection,Street,10312,456 SINCLAIR AVENUE,SINCLAIR AVENUE,DEAD END,DELMAR AVENUE,DEAD END,DELMAR AVENUE,ADDRESS,STATEN ISLAND,SINCLAIR AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-09-18T10:16:10.000,03 STATEN ISLAND,5063020004,STATEN ISLAND,931127,137304,PHONE,Unspecified,STATEN ISLAND,40.543384226028245,-74.1911366879647,"{'latitude': '40.543384226028245', 'longitude': '-74.1911366879647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T12:26:48.000,Recycling - Metal/Glass/Rigid Plastic,,,,,,,,
58831431,2023-09-16T10:23:52.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Street,10065,1276 2 AVENUE,2 AVENUE,EAST   67 STREET,EAST   68 STREET,EAST   67 STREET,EAST   68 STREET,ADDRESS,NEW YORK,2 AVENUE,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T12:10:20.000,08 MANHATTAN,,MANHATTAN,995161,218246,ONLINE,Unspecified,MANHATTAN,40.76570453537645,-73.96061118085659,"{'latitude': '40.76570453537645', 'longitude': '-73.96061118085659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Driver Complaint - Non Passenger,,,,,,,"1276 2 AVENUE, MANHATTAN (NEW YORK), NY, 10065",
58829131,2023-09-16T10:23:43.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,11232,4114 9 AVENUE,9 AVENUE,41 STREET,42 STREET,41 STREET,42 STREET,ADDRESS,BROOKLYN,9 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T11:16:46.000,12 BROOKLYN,3009230037,BROOKLYN,985244,174155,ONLINE,Unspecified,BROOKLYN,40.64469182424792,-73.99641815821968,"{'latitude': '40.64469182424792', 'longitude': '-73.99641815821968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:16:43.000,Loud Television,,,,,,,,
58827747,2023-09-16T10:23:35.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11374,98-33 64 AVENUE,64 AVENUE,98 STREET,99 STREET,98 STREET,99 STREET,ADDRESS,REGO PARK,64 AVENUE,Closed,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,2023-09-16T10:44:28.000,06 QUEENS,4021000021,QUEENS,1023699,205467,PHONE,Unspecified,QUEENS,40.7305481592761,-73.85766379125519,"{'latitude': '40.7305481592761', 'longitude': '-73.85766379125519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T10:44:24.000,Blocked Hydrant,,,,,,,,
58827293,2023-09-16T10:23:18.000,DPR,Department of Parks and Recreation,Illegal Tree Damage,Street,11215,555 SIXTH AVENUE,SIXTH AVENUE,15 STREET,16 STREET,15 STREET,16 STREET,ADDRESS,BROOKLYN,6 AVENUE,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-18T12:49:03.000,07 BROOKLYN,3010490007,BROOKLYN,987841,181293,MOBILE,Unspecified,BROOKLYN,40.664283401995654,-73.98705616530101,"{'latitude': '40.664283401995654', 'longitude': '-73.98705616530101', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Branches Damaged,,,,,,,,
58833092,2023-09-16T10:23:08.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11223,380 KINGS HIGHWAY,KINGS HIGHWAY,WEST    3 STREET,WEST    2 STREET,WEST    3 STREET,WEST    2 STREET,ADDRESS,BROOKLYN,KINGS HIGHWAY,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-16T11:40:09.000,11 BROOKLYN,3066787503,BROOKLYN,990917,159554,MOBILE,Unspecified,BROOKLYN,40.604612686923964,-73.97599013694703,"{'latitude': '40.604612686923964', 'longitude': '-73.97599013694703', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:40:06.000,Blocked Sidewalk,,,,,,,,
58830228,2023-09-16T10:23:04.000,DSNY,Department of Sanitation,Dead Animal,Street,11221,GATES AVENUE,GATES AVENUE,BROADWAY,BUSHWICK AVENUE,BROADWAY,BUSHWICK AVENUE,BLOCKFACE,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T06:09:21.000,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,2023-09-18T10:55:16.000,Cat,,,,,,,,
58834096,2023-09-16T10:23:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Sidewalk,10305,37 WINDOM AVENUE,WINDOM AVENUE,CEDAR AVENUE,ROBIN ROAD,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-18T12:29:00.000,02 STATEN ISLAND,5031200008,STATEN ISLAND,966299,156526,PHONE,Unspecified,STATEN ISLAND,40.596285769644595,-74.06463886857613,"{'latitude': '40.596285769644595', 'longitude': '-74.06463886857613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T12:29:00.000,Ewaste appointment,,,,,,,,
58827681,2023-09-16T10:23:00.000,DEP,Department of Environmental Protection,Air Quality,,10462,1444 OLMSTEAD AVENUE,OLMSTEAD AVENUE,UNIONPORT RD,STARLING AVE,,,ADDRESS,BRONX,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T13:45:00.000,09 BRONX,2039330063,BRONX,1024365,243742,PHONE,Unspecified,BRONX,40.835599707025445,-73.85503224956828,"{'latitude': '40.835599707025445', 'longitude': '-73.85503224956828', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T13:45:00.000,"Air: Odor/Fumes, Vehicle Idling (AD3)",N/A,,,,,,,
58826364,2023-09-16T10:23:00.000,DEP,Department of Environmental Protection,Noise,,10456,943 GRANT AVENUE,GRANT AVENUE,E 163 ST,E 164 ST,,,ADDRESS,BRONX,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-23T10:30:00.000,04 BRONX,2024460036,BRONX,1006846,240869,ONLINE,Unspecified,BRONX,40.827776351340084,-73.91835210956393,"{'latitude': '40.827776351340084', 'longitude': '-73.91835210956393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-23T10:30:00.000,Noise: Construction Before/After Hours (NM1),N/A,,,,,,,
58826512,2023-09-16T10:22:57.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11224,3088 CROPSEY AVENUE,CROPSEY AVENUE,HART PLACE,NEPTUNE AVENUE,HART PLACE,NEPTUNE AVENUE,ADDRESS,BROOKLYN,CROPSEY AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T10:24:08.000,13 BROOKLYN,3069940086,BROOKLYN,988268,150583,MOBILE,Unspecified,BROOKLYN,40.579990688847545,-73.98553531361554,"{'latitude': '40.579990688847545', 'longitude': '-73.98553531361554', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T10:24:06.000,Posted Parking Sign Violation,,,,,,,,
58829036,2023-09-16T10:22:53.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11421,91-46 90 STREET,90 STREET,91 AVENUE,ATLANTIC AVENUE,91 AVENUE,ATLANTIC AVENUE,ADDRESS,WOODHAVEN,90 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T20:27:12.000,09 QUEENS,4089830028,QUEENS,1025071,190014,PHONE,Unspecified,QUEENS,40.688127172004116,-73.85280716665564,"{'latitude': '40.688127172004116', 'longitude': '-73.85280716665564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T20:27:09.000,Blocked Hydrant,,,,,,,,
58827245,2023-09-16T10:22:41.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11238,273 LAFAYETTE AVENUE,LAFAYETTE AVENUE,WASHINGTON AVENUE,ST JAMES PLACE,WASHINGTON AVENUE,ST JAMES PLACE,ADDRESS,BROOKLYN,LAFAYETTE AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T10:33:13.000,02 BROOKLYN,3019320001,BROOKLYN,993831,190030,ONLINE,Unspecified,BROOKLYN,40.68826003865733,-73.96545266604753,"{'latitude': '40.68826003865733', 'longitude': '-73.96545266604753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T10:33:10.000,Blocked Bike Lane,,,,,,,,
58828716,2023-09-16T10:22:28.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk,10470,4609 MATILDA AVENUE,MATILDA AVENUE,EAST  240 STREET,EAST  241 STREET,EAST  240 STREET,EAST  241 STREET,ADDRESS,BRONX,MATILDA AVENUE,Closed,A sidewalk dismissal inspection (work done by owner) has been scheduled. Department of Transportation is in direct contact with the responsible party.,2023-09-18T10:23:41.000,12 BRONX,2050790069,BRONX,1024871,268348,PHONE,Unspecified,BRONX,40.90313325370143,-73.85305450167151,"{'latitude': '40.90313325370143', 'longitude': '-73.85305450167151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T10:23:31.000,Sidewalk Violation,,,,,,,,
58832774,2023-09-16T10:22:10.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Street,10065,1276 2 AVENUE,2 AVENUE,EAST   67 STREET,EAST   68 STREET,EAST   67 STREET,EAST   68 STREET,ADDRESS,NEW YORK,2 AVENUE,Closed,A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.,2023-11-17T15:35:44.000,08 MANHATTAN,,MANHATTAN,995161,218246,ONLINE,Unspecified,MANHATTAN,40.76570453537645,-73.96061118085659,"{'latitude': '40.76570453537645', 'longitude': '-73.96061118085659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-17T15:35:41.000,Driver Complaint - Non Passenger,,,,,,,"1276 2 AVENUE, MANHATTAN (NEW YORK), NY, 10065",
58831466,2023-09-16T10:22:03.000,DOT,Department of Transportation,Outdoor Dining,Sidewalk,10461,3005 MIDDLETOWN ROAD,MIDDLETOWN ROAD,CROSBY AVENUE,HOLLYWOOD AVENUE,CROSBY AVENUE,HOLLYWOOD AVENUE,ADDRESS,BRONX,MIDDLETOWN ROAD,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer.""",2023-09-19T10:51:16.000,10 BRONX,2041680008,BRONX,1031236,246794,ONLINE,Unspecified,BRONX,40.84394265992174,-73.83018047755588,"{'latitude': '40.84394265992174', 'longitude': '-73.83018047755588', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T10:51:12.000,Site Setup Condition,,,,,,,,
58827365,2023-09-16T10:21:55.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Park,11694,ROCKAWAY BEACH,ROCKAWAY BEACH,BEACH  138 STREET,BEACH  139 STREET,BEACH  138 STREET,BEACH  139 STREET,UNRECOGNIZED,FAR ROCKAWAY,ROCKAWAY BEACH,In Progress,,,14 QUEENS,4162860101,QUEENS,1024706,147274,PHONE,Unspecified,QUEENS,40.57081674495128,-73.85437947966363,"{'latitude': '40.57081674495128', 'longitude': '-73.85437947966363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Garbage or Litter,,,,,,,,
58830645,2023-09-16T10:21:46.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,11229,3042 AVENUE V,AVENUE V,FORD STREET,COYLE STREET,FORD STREET,COYLE STREET,ADDRESS,BROOKLYN,AVENUE V,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T11:20:54.000,15 BROOKLYN,3073890001,BROOKLYN,1001769,157438,MOBILE,Unspecified,BROOKLYN,40.59878988925375,-73.93691433327626,"{'latitude': '40.59878988925375', 'longitude': '-73.93691433327626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:20:49.000,Banging/Pounding,,,,,,,,
58833869,2023-09-16T10:21:46.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,RESIDENTIAL BUILDING,10026,233 WEST  111 STREET,WEST  111 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,10 MANHATTAN,1018270016,MANHATTAN,996439,230929,PHONE,Unspecified,MANHATTAN,40.80051432442317,-73.95597457738312,"{'latitude': '40.80051432442317', 'longitude': '-73.95597457738312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T14:55:46.000,MOLD,,,,,,,,
58827545,2023-09-16T10:21:43.000,DSNY,Department of Sanitation,Missed Collection,Street,10309,1038 ROSSVILLE AVENUE,ROSSVILLE AVENUE,POND STREET,BARRY STREET,POND STREET,BARRY STREET,ADDRESS,STATEN ISLAND,ROSSVILLE AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T09:45:20.000,03 STATEN ISLAND,5070540514,STATEN ISLAND,925288,140577,ONLINE,Unspecified,STATEN ISLAND,40.552331071087345,-74.21217387044891,"{'latitude': '40.552331071087345', 'longitude': '-74.21217387044891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T12:14:19.000,Recycling - Paper/Metal/Glass/Rigid Plastic,,,,,,,,
58828465,2023-09-16T10:21:37.000,HPD,Department of Housing Preservation and Development,ELECTRIC,RESIDENTIAL BUILDING,10467,3435 OLINVILLE AVENUE,OLINVILLE AVENUE,,,,,ADDRESS,BRONX,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-18T00:00:00.000,12 BRONX,2046270029,BRONX,1020724,258615,ONLINE,Unspecified,BRONX,40.876437389391874,-73.86810916351783,"{'latitude': '40.876437389391874', 'longitude': '-73.86810916351783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T17:19:56.000,POWER OUTAGE,,,,,,,,
58835510,2023-09-16T10:21:34.000,DSNY,Department of Sanitation,Dirty Condition,Sidewalk,10001,281 11 AVENUE,11 AVENUE,WEST   28 STREET,WEST   29 STREET,WEST   28 STREET,WEST   29 STREET,ADDRESS,NEW YORK,11 AVENUE,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-16T15:39:09.000,04 MANHATTAN,1006740001,MANHATTAN,982958,213294,ONLINE,Unspecified,MANHATTAN,40.75211920121306,-74.00466318157565,"{'latitude': '40.75211920121306', 'longitude': '-74.00466318157565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T15:39:03.000,Broken Glass,,,,,,,,
58830372,2023-09-16T10:21:32.000,NYPD,New York City Police Department,Illegal Parking,Street/Sidewalk,11355,134-27 58 ROAD,58 ROAD,134 STREET,136 STREET,134 STREET,136 STREET,ADDRESS,FLUSHING,58 ROAD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-16T10:39:13.000,07 QUEENS,4063650037,QUEENS,1031261,210757,ONLINE,Unspecified,QUEENS,40.74503091389216,-73.83034238239456,"{'latitude': '40.74503091389216', 'longitude': '-73.83034238239456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T10:39:09.000,Blocked Hydrant,,,,,,,,
58832493,2023-09-16T10:20:56.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,RESIDENTIAL BUILDING,10009,89 AVENUE A,AVENUE A,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-20T00:00:00.000,03 MANHATTAN,1004327502,MANHATTAN,988653,203515,PHONE,Unspecified,MANHATTAN,40.72527726949922,-73.98411476876258,"{'latitude': '40.72527726949922', 'longitude': '-73.98411476876258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T09:49:08.000,APARTMENT ONLY,,,,,,,,
58836412,2023-09-16T10:20:52.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,RESIDENTIAL BUILDING,10462,2323 HAVILAND AVENUE,HAVILAND AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,09 BRONX,2038280077,BRONX,1026647,242077,PHONE,Unspecified,BRONX,40.8310191081772,-73.84679608848035,"{'latitude': '40.8310191081772', 'longitude': '-73.84679608848035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T20:16:02.000,MOLD,,,,,,,,
58830656,2023-09-16T10:20:44.000,NYPD,New York City Police Department,Noise - Residential,Residential Building/House,11229,3042 AVENUE V,AVENUE V,FORD STREET,COYLE STREET,FORD STREET,COYLE STREET,ADDRESS,BROOKLYN,AVENUE V,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-16T11:20:49.000,15 BROOKLYN,3073890001,BROOKLYN,1001769,157438,MOBILE,Unspecified,BROOKLYN,40.59878988925375,-73.93691433327626,"{'latitude': '40.59878988925375', 'longitude': '-73.93691433327626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T11:20:45.000,Banging/Pounding,,,,,,,,
58834158,2023-09-16T10:20:35.000,DSNY,Department of Sanitation,Abandoned Bike,Street,11232,213A 29 STREET,29 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,29 STREET,Closed,The Department of Sanitation investigated and found that the bike did not meet the criteria to be classified as derelict.,2023-09-18T04:58:50.000,07 BROOKLYN,3006650046,BROOKLYN,984601,178736,ONLINE,Unspecified,BROOKLYN,40.65726572208698,-73.99873494624637,"{'latitude': '40.65726572208698', 'longitude': '-73.99873494624637', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T15:38:41.000,Chained to Public Property,,,,,,,,
