unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,road_ramp,bridge_highway_segment,facility_type,bridge_highway_direction,due_date
58904224,2023-09-23T12:56:00.000,2023-09-23T16:38:52.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11375,69 AVENUE,69 AVENUE,69 AVENUE,FLEET STREET,69 AVENUE,FLEET STREET,INTERSECTION,,,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-23T16:38:56.000,06 QUEENS,,QUEENS,1025438,200933,UNKNOWN,Unspecified,QUEENS,40.718095519843466,-73.8514170536276,"{'latitude': '40.718095519843466', 'longitude': '-73.8514170536276', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58907126,2023-09-23T12:56:00.000,2023-09-23T13:55:00.000,DEP,Department of Environmental Protection,Water System,LOW WATER PRESSURE - WLWP,,11221,765 JEFFERSON AVENUE,JEFFERSON AVENUE,MALCOLM X BLVD,PATCHEN AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection resolved this complaint by speaking to the complainant on the phone.,2023-09-23T13:55:00.000,03 BROOKLYN,3016520053,BROOKLYN,1004296,189162,ONLINE,Unspecified,BROOKLYN,40.685860063154266,-73.92772038495711,"{'latitude': '40.685860063154266', 'longitude': '-73.92772038495711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904017,2023-09-23T12:55:41.000,2023-09-23T13:29:59.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10032,2143 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  166 STREET,WEST  167 STREET,WEST  166 STREET,WEST  167 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T13:30:02.000,12 MANHATTAN,1021110081,MANHATTAN,1001487,244872,ONLINE,Unspecified,MANHATTAN,40.838775514806606,-73.9377059087857,"{'latitude': '40.838775514806606', 'longitude': '-73.9377059087857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903620,2023-09-23T12:55:36.000,2023-09-23T13:00:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T13:00:37.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903013,2023-09-23T12:54:42.000,2023-09-23T14:20:33.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10310,10 VAN STREET,VAN STREET,RICHMOND TERRACE,TOMPKINS COURT,RICHMOND TERRACE,TOMPKINS COURT,ADDRESS,STATEN ISLAND,VAN STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T14:20:38.000,01 STATEN ISLAND,5001870141,STATEN ISLAND,950977,172620,PHONE,Unspecified,STATEN ISLAND,40.6404161370368,-74.11989036435585,"{'latitude': '40.6404161370368', 'longitude': '-74.11989036435585', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903517,2023-09-23T12:54:34.000,2023-09-23T13:30:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10007,295 GREENWICH STREET,GREENWICH STREET,WARREN STREET,CHAMBERS STREET,WARREN STREET,CHAMBERS STREET,ADDRESS,NEW YORK,GREENWICH STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T13:30:22.000,01 MANHATTAN,1001377502,MANHATTAN,981196,200138,ONLINE,Unspecified,MANHATTAN,40.71600878743592,-74.01101674990511,"{'latitude': '40.71600878743592', 'longitude': '-74.01101674990511', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903051,2023-09-23T12:54:30.000,2023-09-26T07:17:11.000,DSNY,Department of Sanitation,Litter Basket Request,New Basket,Sidewalk,11102,18-02 ASTORIA PARK SOUTH,ASTORIA PARK SOUTH,18 STREET,21 STREET,18 STREET,21 STREET,ADDRESS,ASTORIA,ASTORIA PARK SOUTH,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-26T07:17:11.000,01 QUEENS,4008880020,QUEENS,1004779,221872,ONLINE,Unspecified,QUEENS,40.77563985434909,-73.9258790412389,"{'latitude': '40.77563985434909', 'longitude': '-73.9258790412389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58909208,2023-09-23T12:53:56.000,2023-09-26T12:58:19.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11220,4910 6 AVENUE,6 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,07 BROOKLYN,3007840041,BROOKLYN,982122,173983,PHONE,Unspecified,BROOKLYN,40.64421952142531,-74.00766811404728,"{'latitude': '40.64421952142531', 'longitude': '-74.00766811404728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58906530,2023-09-23T12:53:56.000,2023-09-26T12:58:18.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11220,4910 6 AVENUE,6 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,07 BROOKLYN,3007840041,BROOKLYN,982122,173983,PHONE,Unspecified,BROOKLYN,40.64421952142531,-74.00766811404728,"{'latitude': '40.64421952142531', 'longitude': '-74.00766811404728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58908186,2023-09-23T12:53:56.000,2023-09-26T12:58:19.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11220,4910 6 AVENUE,6 AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,07 BROOKLYN,3007840041,BROOKLYN,982122,173983,PHONE,Unspecified,BROOKLYN,40.64421952142531,-74.00766811404728,"{'latitude': '40.64421952142531', 'longitude': '-74.00766811404728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904248,2023-09-23T12:53:48.000,2023-09-23T13:39:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11375,67-39 CLYDE STREET,CLYDE STREET,67 AVENUE,YELLOWSTONE BOULEVARD,67 AVENUE,YELLOWSTONE BOULEVARD,ADDRESS,FOREST HILLS,CLYDE STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T13:39:27.000,06 QUEENS,4031650060,QUEENS,1024260,202363,MOBILE,Unspecified,QUEENS,40.72202592597939,-73.8556581014481,"{'latitude': '40.72202592597939', 'longitude': '-73.8556581014481', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904399,2023-09-23T12:53:43.000,2023-09-23T13:00:39.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11355,41-02 COLLEGE POINT BOULEVARD,COLLEGE POINT BOULEVARD,41 AVENUE,41 ROAD,41 AVENUE,41 ROAD,ADDRESS,FLUSHING,COLLEGE POINT BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T13:00:43.000,07 QUEENS,4050630007,QUEENS,1030341,214810,PHONE,Unspecified,QUEENS,40.75616019807647,-73.83363477553662,"{'latitude': '40.75616019807647', 'longitude': '-73.83363477553662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58909404,2023-09-23T12:53:00.000,2023-09-23T16:00:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11354,33-19 146 STREET,146 STREET,33 AVE,34 AVE,,,ADDRESS,FLUSHING,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-23T16:00:00.000,07 QUEENS,4049850014,QUEENS,1033745,219199,ONLINE,Unspecified,QUEENS,40.76818844952793,-73.82131577293987,"{'latitude': '40.76818844952793', 'longitude': '-73.82131577293987', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904783,2023-09-23T12:52:49.000,2023-09-23T15:06:10.000,DSNY,Department of Sanitation,Abandoned Bike,Chained to Public Property,Street,10305,80 HYLAN BOULEVARD,HYLAN BOULEVARD,EDGEWATER STREET,BAY STREET,EDGEWATER STREET,BAY STREET,ADDRESS,STATEN ISLAND,HYLAN BOULEVARD,Closed,The Department of Sanitation investigated and found that the bike did not meet the criteria to be classified as derelict.,2023-09-23T14:50:00.000,01 STATEN ISLAND,,STATEN ISLAND,966101,163149,PHONE,Unspecified,STATEN ISLAND,40.614464144636024,-74.06536963367043,"{'latitude': '40.614464144636024', 'longitude': '-74.06536963367043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903995,2023-09-23T12:52:46.000,2023-09-23T12:52:46.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10456,765 JACKSON AVENUE,JACKSON AVENUE,EAST 156 STREET,EAST 158 STREET,EAST  156 STREET,EAST  158 STREET,ADDRESS,BRONX,JACKSON AVENUE,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-23T12:52:46.000,01 BRONX,2026360029,BRONX,1010064,237674,MOBILE,Unspecified,BRONX,40.81899816815961,-73.90673655874484,"{'latitude': '40.81899816815961', 'longitude': '-73.90673655874484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903259,2023-09-23T12:52:16.000,2023-09-23T13:40:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10314,196 GANSEVOORT BOULEVARD,GANSEVOORT BOULEVARD,SOUTH GANNON AVENUE,WESTWOOD AVENUE,SOUTH GANNON AVENUE,WESTWOOD AVENUE,ADDRESS,STATEN ISLAND,GANSEVOORT BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T13:40:43.000,02 STATEN ISLAND,5007610020,STATEN ISLAND,948953,160574,MOBILE,Unspecified,STATEN ISLAND,40.607344588570136,-74.12712030932099,"{'latitude': '40.607344588570136', 'longitude': '-74.12712030932099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904581,2023-09-23T12:52:03.000,2023-10-03T13:06:42.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Tobacco Sales,Business,10301,353 VICTORY BOULEVARD,VICTORY BOULEVARD,CEBRA AVENUE,AUSTIN PLACE,CEBRA AVENUE,AUSTIN PLACE,ADDRESS,STATEN ISLAND,VICTORY BOULEVARD,Closed,"The Department of Consumer and Worker Protection (DCWP) provided information about your complaint. You can find it in the Notes to Customer section of your NYC311 Service Request.  If you didn't get the information, call DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",2023-10-03T13:06:46.000,01 STATEN ISLAND,5001150069,STATEN ISLAND,960343,170088,PHONE,Unspecified,STATEN ISLAND,40.633496572873746,-74.08613354119923,"{'latitude': '40.633496572873746', 'longitude': '-74.08613354119923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903304,2023-09-23T12:52:01.000,2023-09-26T12:29:17.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11236,1465 EAST   85 STREET,EAST   85 STREET,AVENUE N,SEAVIEW AVENUE,AVENUE N,SEAVIEW AVENUE,ADDRESS,BROOKLYN,EAST   85 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T12:36:32.000,18 BROOKLYN,3080820053,BROOKLYN,1012171,168350,ONLINE,Unspecified,BROOKLYN,40.62871439045796,-73.89941178647919,"{'latitude': '40.62871439045796', 'longitude': '-73.89941178647919', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58908925,2023-09-23T12:51:57.000,2023-10-27T00:00:00.000,DOB,Department of Buildings,Special Projects Inspection Team (SPIT),Illegal Hotel Rooms In Residential Building,,11692,69-23 ELIZABETH AVENUE,ELIZABETH AVENUE,,,,,ADDRESS,ARVERNE,,Assigned,The Department of Buildings has attempted to conduct an inspection of this premises and was denied access. A second attempt will be made.,2023-10-27T00:00:00.000,14 QUEENS,4160500020,QUEENS,1040011,156279,UNKNOWN,Unspecified,QUEENS,40.595450574716416,-73.7992153252268,"{'latitude': '40.595450574716416', 'longitude': '-73.7992153252268', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,N/A,,
58902980,2023-09-23T12:51:49.000,2023-09-23T13:15:59.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11233,1610 PROSPECT PLACE,PROSPECT PLACE,BUFFALO AVENUE,RALPH AVENUE,BUFFALO AVENUE,RALPH AVENUE,ADDRESS,BROOKLYN,PROSPECT PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T13:16:02.000,08 BROOKLYN,3013690031,BROOKLYN,1005532,184420,ONLINE,Unspecified,BROOKLYN,40.67284146700199,-73.9232787324893,"{'latitude': '40.67284146700199', 'longitude': '-73.9232787324893', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903008,2023-09-23T12:51:03.000,2023-09-23T13:56:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10459,1264 WESTCHESTER AVENUE,WESTCHESTER AVENUE,EAST  167 STREET,HOME STREET,EAST  167 STREET,HOME STREET,ADDRESS,BRONX,WESTCHESTER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T13:56:18.000,02 BRONX,2027570085,BRONX,1015431,240603,ONLINE,Unspecified,BRONX,40.82702012256563,-73.88733252474088,"{'latitude': '40.82702012256563', 'longitude': '-73.88733252474088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58906539,2023-09-23T12:51:00.000,2023-10-31T12:08:37.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10011,220 WEST   24 STREET,WEST   24 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-31T00:00:00.000,04 MANHATTAN,1007730056,MANHATTAN,985359,210738,ONLINE,Unspecified,MANHATTAN,40.74510364960483,-73.99599773700251,"{'latitude': '40.74510364960483', 'longitude': '-73.99599773700251', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58908143,2023-09-23T12:50:59.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10025,304 WEST   99 STREET,WEST   99 STREET,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-23T00:00:00.000,07 MANHATTAN,1018880010,MANHATTAN,991974,229759,ONLINE,Unspecified,MANHATTAN,40.79730802471574,-73.97210304559862,"{'latitude': '40.79730802471574', 'longitude': '-73.97210304559862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58906002,2023-09-23T12:50:58.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11211,671 METROPOLITAN AVENUE,METROPOLITAN AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-23T00:00:00.000,01 BROOKLYN,3027580031,BROOKLYN,999034,199528,ONLINE,Unspecified,BROOKLYN,40.71432265828646,-73.94667075309061,"{'latitude': '40.71432265828646', 'longitude': '-73.94667075309061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58908723,2023-09-23T12:50:58.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11211,671 METROPOLITAN AVENUE,METROPOLITAN AVENUE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-23T00:00:00.000,01 BROOKLYN,3027580031,BROOKLYN,999034,199528,ONLINE,Unspecified,BROOKLYN,40.71432265828646,-73.94667075309061,"{'latitude': '40.71432265828646', 'longitude': '-73.94667075309061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904242,2023-09-23T12:50:54.000,2023-10-19T14:41:25.000,TLC,Taxi and Limousine Commission,Green Taxi Complaint,Driver Complaint - Passenger,,11231,118 CONOVER STREET,CONOVER STREET,PIONEER STREET,KING STREET,PIONEER STREET,KING STREET,ADDRESS,BROOKLYN,CONOVER STREET,Closed,,2023-10-19T14:41:29.000,06 BROOKLYN,3005150061,BROOKLYN,980820,186898,ONLINE,Unspecified,BROOKLYN,40.679667934379644,-74.01236635900037,"{'latitude': '40.679667934379644', 'longitude': '-74.01236635900037', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,"118 CONOVER STREET, BROOKLYN, NY, 11231",,,,,,
58903999,2023-09-23T12:50:34.000,2023-09-23T12:50:34.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,11212,313 POWELL STREET,POWELL STREET,SUTTER AVENUE,BLAKE AVENUE,SUTTER AVENUE,BLAKE AVENUE,ADDRESS,BROOKLYN,POWELL STREET,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-23T12:50:34.000,16 BROOKLYN,3037630003,BROOKLYN,1011089,182260,ONLINE,Unspecified,BROOKLYN,40.66689765019303,-73.9032544515045,"{'latitude': '40.66689765019303', 'longitude': '-73.9032544515045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904475,2023-09-23T12:50:30.000,2023-09-24T10:13:02.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11377,65-37 51 ROAD,51 ROAD,65 PLACE,66 STREET,65 PLACE,66 STREET,ADDRESS,WOODSIDE,51 ROAD,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-24T10:13:04.000,05 QUEENS,4023850039,QUEENS,1012043,206833,MOBILE,Unspecified,QUEENS,40.734341796407115,-73.89971419812937,"{'latitude': '40.734341796407115', 'longitude': '-73.89971419812937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903478,2023-09-23T12:50:06.000,2023-09-23T13:44:44.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11419,119-01 101 AVENUE,101 AVENUE,LEFFERTS BOULEVARD,120 STREET,LEFFERTS BOULEVARD,120 STREET,ADDRESS,SOUTH RICHMOND HILL,101 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T13:44:48.000,09 QUEENS,4094570032,QUEENS,1032548,190712,MOBILE,Unspecified,QUEENS,40.690005374614515,-73.8258415752921,"{'latitude': '40.690005374614515', 'longitude': '-73.8258415752921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903021,2023-09-23T12:50:04.000,2023-09-23T13:25:45.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10009,177 EAST    3 STREET,EAST    3 STREET,AVENUE A,AVENUE B,AVENUE A,AVENUE B,ADDRESS,NEW YORK,EAST    3 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T13:25:49.000,03 MANHATTAN,1003990049,MANHATTAN,988644,202751,ONLINE,Unspecified,MANHATTAN,40.72318027923897,-73.98414773795592,"{'latitude': '40.72318027923897', 'longitude': '-73.98414773795592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904461,2023-09-23T12:49:43.000,2023-09-23T13:20:41.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11249,115 NORTH    8 STREET,NORTH    8 STREET,WYTHE AVENUE,BERRY STREET,WYTHE AVENUE,BERRY STREET,ADDRESS,BROOKLYN,NORTH    8 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-23T13:20:43.000,01 BROOKLYN,3023100031,BROOKLYN,995661,201397,PHONE,Unspecified,BROOKLYN,40.719457608001214,-73.9588347601005,"{'latitude': '40.719457608001214', 'longitude': '-73.9588347601005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903024,2023-09-23T12:49:41.000,2023-10-02T12:04:35.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11372,34-30 70 STREET,70 STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,ADDRESS,JACKSON HEIGHTS,70 STREET,Closed,"The Department of Transportation is unable to schedule a sidewalk dismissal inspection because there is no record of a permit to make a sidewalk repair. Owner must obtain a permit of record. Once a permit is obtained, the owner must call 3-1-1 to make another request for sidewalk dismissal - work done by owner.",2023-10-02T12:04:39.000,03 QUEENS,4012560021,QUEENS,1013053,213155,PHONE,Unspecified,QUEENS,40.7516908647944,-73.89604273471038,"{'latitude': '40.7516908647944', 'longitude': '-73.89604273471038', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58904555,2023-09-23T12:49:28.000,2023-09-26T12:19:07.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,11219,1244 44 STREET,44 STREET,12 AVENUE,13 AVENUE,12 AVENUE,13 AVENUE,ADDRESS,BROOKLYN,44 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-25T10:19:29.000,12 BROOKLYN,3056100021,BROOKLYN,986912,171914,PHONE,Unspecified,BROOKLYN,40.63854041577727,-73.99040846692817,"{'latitude': '40.63854041577727', 'longitude': '-73.99040846692817', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903731,2023-09-23T12:49:12.000,2023-09-23T15:01:37.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11230,422 AVENUE J,AVENUE J,BAY PARKWAY,EAST    5 STREET,BAY PARKWAY,EAST    5 STREET,ADDRESS,BROOKLYN,AVENUE J,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-23T15:01:41.000,12 BROOKLYN,3054950845,BROOKLYN,991951,166608,ONLINE,Unspecified,BROOKLYN,40.623973620612226,-73.97225834841129,"{'latitude': '40.623973620612226', 'longitude': '-73.97225834841129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58906294,2023-09-23T12:49:00.000,2023-09-23T13:05:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,UNION ST,TIOGA DR,INTERSECTION,,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-23T13:05:00.000,Unspecified QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,,,,,,,N/A,,
58903515,2023-09-23T12:48:57.000,2023-09-23T18:21:29.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453,30 RICHMAN PLAZA,RICHMAN PLAZA,DEAD END,HARLEM RIVER PARK BRIDGE,DEAD END,HARLEM RIVER PARK BRIDGE,ADDRESS,BRONX,RICHMAN PLAZA,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-23T18:21:33.000,05 BRONX,2028820229,BRONX,1005687,249694,ONLINE,Unspecified,BRONX,40.85200128682642,-73.92251180442457,"{'latitude': '40.85200128682642', 'longitude': '-73.92251180442457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903263,2023-09-23T12:48:53.000,2023-09-25T17:34:55.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,10304,1055 TARGEE STREET,TARGEE STREET,VENICE AVENUE,ROME AVENUE,VENICE AVENUE,ROME AVENUE,ADDRESS,STATEN ISLAND,TARGEE STREET,Closed,No action was taken because the agency determined the condition reported was within acceptable parameters for park/city use.,2023-09-25T17:34:58.000,02 STATEN ISLAND,5031710001,STATEN ISLAND,958882,158698,ONLINE,Unspecified,STATEN ISLAND,40.602229340747165,-74.09135451722942,"{'latitude': '40.602229340747165', 'longitude': '-74.09135451722942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58903481,2023-09-23T12:48:52.000,2023-09-24T11:40:26.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11232,472 41 STREET,41 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,41 STREET,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-24T11:40:29.000,07 BROOKLYN,3007190037,BROOKLYN,982636,176302,PHONE,Unspecified,BROOKLYN,40.65058478338709,-74.00581650227612,"{'latitude': '40.65058478338709', 'longitude': '-74.00581650227612', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
