unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,due_date
58858257,2023-09-19T16:11:47.000,2023-09-19T16:25:41.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T16:25:47.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869493,2023-09-19T16:11:46.000,2023-09-19T18:06:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11375,108-53 62 DRIVE,62 DRIVE,108 STREET,110 STREET,108 STREET,110 STREET,ADDRESS,FOREST HILLS,62 DRIVE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T18:06:10.000,06 QUEENS,4021590002,QUEENS,1025945,207500,MOBILE,Unspecified,QUEENS,40.7361179340229,-73.84954739998659,"{'latitude': '40.7361179340229', 'longitude': '-73.84954739998659', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58860439,2023-09-19T16:11:38.000,2023-09-29T10:53:26.000,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Cat,1-2 Family Dwelling,11436,139-03 LINDEN BOULEVARD,LINDEN BOULEVARD,139 STREET,140 STREET,139 STREET,140 STREET,ADDRESS,JAMAICA,LINDEN BOULEVARD,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-19T16:11:38.000,12 QUEENS,4119550063,QUEENS,1038560,188315,PHONE,Unspecified,QUEENS,40.68339132527175,-73.80418221141713,"{'latitude': '40.68339132527175', 'longitude': '-73.80418221141713', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58868023,2023-09-19T16:11:32.000,2023-09-19T18:38:29.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11105,23-15 21 STREET,21 STREET,23 AVENUE,23 ROAD,23 AVENUE,23 ROAD,ADDRESS,ASTORIA,21 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T18:38:34.000,01 QUEENS,4008760180,QUEENS,1006580,222865,PHONE,Unspecified,QUEENS,40.77836101052309,-73.9193731461769,"{'latitude': '40.77836101052309', 'longitude': '-73.9193731461769', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58870286,2023-09-19T16:11:24.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Worker Activity,Mobile Food Vendor,11201,166 CADMAN PLAZA WEST,CADMAN PLAZA WEST,MIDDAGH STREET,PINEAPPLE WALK,MIDDAGH STREET,PINEAPPLE WALK,ADDRESS,BROOKLYN,CADMAN PLAZA WEST,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-20T07:55:55.000,02 BROOKLYN,,BROOKLYN,986700,194147,MOBILE,Unspecified,BROOKLYN,40.69956509696243,-73.99116425019648,"{'latitude': '40.69956509696243', 'longitude': '-73.99116425019648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869024,2023-09-19T16:11:20.000,2023-09-19T17:01:48.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10461,1539 SEMINOLE STREET,SEMINOLE STREET,EASTCHESTER ROAD,STILLWELL AVENUE,EASTCHESTER ROAD,STILLWELL AVENUE,ADDRESS,BRONX,SEMINOLE STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T17:01:52.000,11 BRONX,2042200032,BRONX,1027814,250640,MOBILE,Unspecified,BRONX,40.85451632170364,-73.8425234511907,"{'latitude': '40.85451632170364', 'longitude': '-73.8425234511907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865952,2023-09-19T16:11:09.000,2023-09-21T00:16:46.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11233,2204 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,16 BROOKLYN,3015520038,BROOKLYN,1009692,186352,PHONE,Unspecified,BROOKLYN,40.67813339084009,-73.9082747164546,"{'latitude': '40.67813339084009', 'longitude': '-73.9082747164546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862030,2023-09-19T16:11:08.000,2023-10-01T16:08:47.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WINDOW/FRAME,RESIDENTIAL BUILDING,10467,3535 ROCHAMBEAU AVENUE,ROCHAMBEAU AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,07 BRONX,2033280171,BRONX,1017693,260786,PHONE,Unspecified,BRONX,40.88240811038497,-73.87905847713522,"{'latitude': '40.88240811038497', 'longitude': '-73.87905847713522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58870184,2023-09-19T16:11:04.000,2023-09-19T16:11:04.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10308,177 GENESEE AVENUE,GENESEE AVENUE,STANLEY CIRCLE,STANLEY CIRCLE,STANLEY CIRCLE,STANLEY CIRCLE,ADDRESS,STATEN ISLAND,GENESEE AVENUE,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-19T16:11:04.000,03 STATEN ISLAND,5054890289,STATEN ISLAND,939153,140961,PHONE,Unspecified,STATEN ISLAND,40.553466417226964,-74.16228356809874,"{'latitude': '40.553466417226964', 'longitude': '-74.16228356809874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867718,2023-09-19T16:11:00.000,2023-09-28T18:52:57.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10460,950 JENNINGS STREET,JENNINGS STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-28T00:00:00.000,03 BRONX,2029870025,BRONX,1014874,242389,PHONE,Unspecified,BRONX,40.83192412618967,-73.88933699883728,"{'latitude': '40.83192412618967', 'longitude': '-73.88933699883728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58864060,2023-09-19T16:11:00.000,2023-09-28T18:52:57.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10460,950 JENNINGS STREET,JENNINGS STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-28T00:00:00.000,03 BRONX,2029870025,BRONX,1014874,242389,PHONE,Unspecified,BRONX,40.83192412618967,-73.88933699883728,"{'latitude': '40.83192412618967', 'longitude': '-73.88933699883728', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865417,2023-09-19T16:11:00.000,2023-09-29T07:33:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11219,1229 48 STREET,48 STREET,12 AVE,13 AVE,48 STREET,12 AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-29T07:33:00.000,12 BROOKLYN,3056287501,BROOKLYN,985988,171321,UNKNOWN,Unspecified,BROOKLYN,40.63691298680866,-73.99373791212878,"{'latitude': '40.63691298680866', 'longitude': '-73.99373791212878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865985,2023-09-19T16:10:44.000,2023-09-25T08:56:40.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11233,165 HOWARD AVENUE,HOWARD AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-25T00:00:00.000,03 BROOKLYN,3015050001,BROOKLYN,1006450,188036,PHONE,Unspecified,BROOKLYN,40.68276431095629,-73.91995744768343,"{'latitude': '40.68276431095629', 'longitude': '-73.91995744768343', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861849,2023-09-19T16:10:40.000,2023-09-19T16:39:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10012,EAST HOUSTON STREET,EAST HOUSTON STREET,EAST HOUSTON STREET,LAFAYETTE STREET,EAST HOUSTON STREET,LAFAYETTE STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T16:39:43.000,02 MANHATTAN,,MANHATTAN,985545,203444,PHONE,Unspecified,MANHATTAN,40.72508339273339,-73.99532788678106,"{'latitude': '40.72508339273339', 'longitude': '-73.99532788678106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58863585,2023-09-19T16:10:25.000,2023-09-19T16:49:02.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10040,165 BENNETT AVENUE,BENNETT AVENUE,WEST  189 STREET,WEST  190 STREET,WEST  189 STREET,WEST  190 STREET,ADDRESS,NEW YORK,BENNETT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T16:49:07.000,12 MANHATTAN,1021800483,MANHATTAN,1002458,251075,PHONE,Unspecified,MANHATTAN,40.85579896898619,-73.9341798957315,"{'latitude': '40.85579896898619', 'longitude': '-73.9341798957315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58866379,2023-09-19T16:10:22.000,2023-09-20T04:26:31.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11365,164-51 UNDERHILL AVENUE,UNDERHILL AVENUE,164 STREET,168 STREET,164 STREET,168 STREET,ADDRESS,FRESH MEADOWS,UNDERHILL AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T04:26:35.000,07 QUEENS,4055700061,QUEENS,1039195,211348,PHONE,Unspecified,QUEENS,40.74660732031219,-73.80170469655857,"{'latitude': '40.74660732031219', 'longitude': '-73.80170469655857', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856314,2023-09-19T16:10:20.000,2023-10-12T06:57:38.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10474,617 CASANOVA STREET,CASANOVA STREET,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-12T00:00:00.000,02 BRONX,2027650102,BRONX,1014773,235218,PHONE,Unspecified,BRONX,40.81224212502118,-73.88973459130148,"{'latitude': '40.81224212502118', 'longitude': '-73.88973459130148', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862101,2023-09-19T16:10:15.000,2023-10-02T08:18:04.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11106,31-35 CRESCENT STREET,CRESCENT STREET,,,,,ADDRESS,ASTORIA,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-02T00:00:00.000,01 QUEENS,4005790036,QUEENS,1004421,217880,ONLINE,Unspecified,QUEENS,40.76468368198577,-73.92718359841146,"{'latitude': '40.76468368198577', 'longitude': '-73.92718359841146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58868648,2023-09-19T16:09:56.000,2023-09-20T07:14:03.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,11210,1784 NEW YORK AVENUE,NEW YORK AVENUE,AVENUE I,AVENUE J,AVENUE I,AVENUE J,ADDRESS,BROOKLYN,NEW YORK AVENUE,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-20T07:14:03.000,18 BROOKLYN,3075960052,BROOKLYN,999693,168396,ONLINE,Unspecified,BROOKLYN,40.62887119144693,-73.94436491550972,"{'latitude': '40.62887119144693', 'longitude': '-73.94436491550972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867328,2023-09-19T16:09:56.000,2023-09-19T22:56:08.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11372,37-19 93 STREET,93 STREET,ELMHURST AVENUE,ROOSEVELT AVENUE,ELMHURST AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,93 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T22:56:13.000,03 QUEENS,4014810075,QUEENS,1019177,212585,MOBILE,Unspecified,QUEENS,40.750104291672656,-73.87394266809909,"{'latitude': '40.750104291672656', 'longitude': '-73.87394266809909', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858455,2023-09-19T16:09:54.000,2023-09-19T16:09:54.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Vacant Building,11221,79 MALCOLM X BOULEVARD,MALCOLM X BOULEVARD,VAN BUREN STREET,GREENE AVENUE,VAN BUREN STREET,GREENE AVENUE,ADDRESS,BROOKLYN,MALCOLM X BOULEVARD,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-19T16:09:54.000,03 BROOKLYN,3016170002,BROOKLYN,1003472,191094,PHONE,Unspecified,BROOKLYN,40.69116478559432,-73.93068595811799,"{'latitude': '40.69116478559432', 'longitude': '-73.93068595811799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58864364,2023-09-19T16:09:45.000,2023-09-19T16:09:45.000,DOHMH,Department of Health and Mental Hygiene,Standing Water,Other - Explain Below,Other,11411,115-116 116 AVENUE,116 AVENUE,116 AVENUE,222 STREET,116 AVENUE,222 STREET,INTERSECTION,QUEENS,,Closed,An inspection of the property was conducted and no violations were found.,2023-09-19T16:09:45.000,13 QUEENS,,QUEENS,1057031,193053,PHONE,Unspecified,QUEENS,40.69626338077322,-73.73753313425087,"{'latitude': '40.69626338077322', 'longitude': '-73.73753313425087', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58870510,2023-09-19T16:09:42.000,2023-09-20T14:15:16.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,11230,947 EAST    3 STREET,EAST    3 STREET,FOSTER AVENUE,WALSH COURT,FOSTER AVENUE,WALSH COURT,ADDRESS,BROOKLYN,EAST    3 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-20T08:26:45.000,14 BROOKLYN,3065010058,BROOKLYN,991306,168118,ONLINE,Unspecified,BROOKLYN,40.628118790669525,-73.9745802816998,"{'latitude': '40.628118790669525', 'longitude': '-73.9745802816998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58864556,2023-09-19T16:09:28.000,2023-09-19T16:35:45.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,11214,238 BAY   41 STREET,BAY   41 STREET,BATH AVENUE,HARWAY AVENUE,BATH AVENUE,HARWAY AVENUE,ADDRESS,BROOKLYN,BAY   41 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T16:35:48.000,11 BROOKLYN,3068950065,BROOKLYN,986869,155108,ONLINE,Unspecified,BROOKLYN,40.59241143700106,-73.9905699203583,"{'latitude': '40.59241143700106', 'longitude': '-73.9905699203583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865632,2023-09-19T16:09:27.000,2023-09-19T16:41:55.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10026,234 WEST  114 STREET,WEST  114 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  114 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T16:41:58.000,10 MANHATTAN,1018290050,MANHATTAN,996831,231602,MOBILE,Unspecified,MANHATTAN,40.802360975539656,-73.95455745266254,"{'latitude': '40.802360975539656', 'longitude': '-73.95455745266254', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58866627,2023-09-19T16:09:24.000,2023-09-25T06:48:40.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10030,2535 8 AVENUE,8 AVENUE,WEST  135 STREET,WEST  136 STREET,WEST  135 STREET,WEST  136 STREET,ADDRESS,NEW YORK,8 AVENUE,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-25T06:48:44.000,10 MANHATTAN,1019600015,MANHATTAN,999117,236891,ONLINE,Unspecified,MANHATTAN,40.81687426054212,-73.94628871329712,"{'latitude': '40.81687426054212', 'longitude': '-73.94628871329712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58855948,2023-09-19T16:09:11.000,2023-09-19T16:17:32.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11221,97 MALCOLM X BOULEVARD,MALCOLM X BOULEVARD,GREENE AVENUE,LEXINGTON AVENUE,GREENE AVENUE,LEXINGTON AVENUE,ADDRESS,BROOKLYN,MALCOLM X BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T16:17:36.000,03 BROOKLYN,3016220004,BROOKLYN,1003517,190801,ONLINE,Unspecified,BROOKLYN,40.690360470521206,-73.93052452730886,"{'latitude': '40.690360470521206', 'longitude': '-73.93052452730886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862960,2023-09-19T16:08:57.000,2023-09-19T16:19:53.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11249,272 KENT AVENUE,KENT AVENUE,SOUTH    1 STREET,SOUTH    2 STREET,SOUTH    1 STREET,SOUTH    2 STREET,ADDRESS,BROOKLYN,KENT AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T16:19:56.000,01 BROOKLYN,3024140001,BROOKLYN,993535,199902,MOBILE,Unspecified,BROOKLYN,40.715356678792205,-73.96650637710971,"{'latitude': '40.715356678792205', 'longitude': '-73.96650637710971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58868060,2023-09-19T16:08:48.000,2023-09-20T05:32:59.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11358,29-33 166 STREET,166 STREET,29 AVENUE,32 AVENUE,29 AVENUE,32 AVENUE,ADDRESS,FLUSHING,166 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T05:33:06.000,07 QUEENS,4049200051,QUEENS,1039950,219817,MOBILE,Unspecified,QUEENS,40.76984777605977,-73.79890976326818,"{'latitude': '40.76984777605977', 'longitude': '-73.79890976326818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58868765,2023-09-19T16:08:00.000,2023-09-19T19:10:00.000,DEP,Department of Environmental Protection,Hazardous Materials,Chemical Odor (HD1),,10312,95 MCARTHUR AVENUE,MCARTHUR AVENUE,VAN ALLEN AVE,LUDLOW ST,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Environmental Protection investigated this complaint and determined that no further action is required.,2023-09-19T19:10:00.000,03 STATEN ISLAND,5056720029,STATEN ISLAND,934904,141544,PHONE,Unspecified,STATEN ISLAND,40.555044013189026,-74.17757799721473,"{'latitude': '40.555044013189026', 'longitude': '-74.17757799721473', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58870487,2023-09-19T16:07:51.000,2023-09-20T03:44:45.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10036,1190 6 AVENUE,6 AVENUE,WEST   46 STREET,WEST   47 STREET,WEST   46 STREET,WEST   47 STREET,ADDRESS,NEW YORK,AVENUE OF THE AMERICAS,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-20T03:44:50.000,05 MANHATTAN,1012620076,MANHATTAN,989238,215337,MOBILE,Unspecified,MANHATTAN,40.75772540413981,-73.98199542760761,"{'latitude': '40.75772540413981', 'longitude': '-73.98199542760761', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856482,2023-09-19T16:07:48.000,2023-10-20T15:05:07.000,DOT,Department of Transportation,Bike Rack Condition,Bike Rack Repair,Sidewalk,11104,46-45 GREENPOINT AVENUE,GREENPOINT AVENUE,46 STREET,47 STREET,46 STREET,47 STREET,ADDRESS,SUNNYSIDE,GREENPOINT AVENUE,Closed,The Department of Transportation has repaired the bike rack.,2023-10-20T15:05:14.000,02 QUEENS,,QUEENS,1006854,209743,ONLINE,Unspecified,QUEENS,40.74234380530713,-73.91842793654985,"{'latitude': '40.74234380530713', 'longitude': '-73.91842793654985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862314,2023-09-19T16:07:39.000,2023-09-23T17:44:44.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,10309,916 LAMONT AVENUE,LAMONT AVENUE,VERNON AVENUE,FOSTER ROAD,VERNON AVENUE,FOSTER ROAD,ADDRESS,STATEN ISLAND,LAMONT AVENUE,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-23T17:44:47.000,03 STATEN ISLAND,5068800008,STATEN ISLAND,927527,134621,ONLINE,Unspecified,STATEN ISLAND,40.535997623680586,-74.2040669629964,"{'latitude': '40.535997623680586', 'longitude': '-74.2040669629964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58860114,2023-09-19T16:07:31.000,2023-09-21T18:10:30.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11221,835 DEKALB AVENUE,DEKALB AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,03 BROOKLYN,3017760046,BROOKLYN,999995,191512,PHONE,Unspecified,BROOKLYN,40.69231896752861,-73.94322295059285,"{'latitude': '40.69231896752861', 'longitude': '-73.94322295059285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869878,2023-09-19T16:07:29.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11208,51 HIGHLAND PLACE,HIGHLAND PLACE,,,,,ADDRESS,BROOKLYN,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-19T00:00:00.000,05 BROOKLYN,3039130008,BROOKLYN,1017019,188549,ONLINE,Unspecified,BROOKLYN,40.68413956023738,-73.88184824681291,"{'latitude': '40.68413956023738', 'longitude': '-73.88184824681291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865094,2023-09-19T16:07:23.000,2023-09-19T16:47:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T16:47:48.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867542,2023-09-19T16:07:19.000,2023-09-19T16:37:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10034,213 NAGLE AVENUE,NAGLE AVENUE,IRT-1-BROADWAY/7 AVENUE LINE,ACADEMY STREET,IRT-1-BROADWAY/7 AVENUE LINE,ACADEMY STREET,ADDRESS,NEW YORK,NAGLE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T16:37:57.000,12 MANHATTAN,1022160001,MANHATTAN,1005572,253428,ONLINE,Unspecified,MANHATTAN,40.86225027373548,-73.92291561661044,"{'latitude': '40.86225027373548', 'longitude': '-73.92291561661044', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58863422,2023-09-19T16:07:16.000,2023-09-19T19:22:57.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11229,1866 EAST   13 STREET,EAST   13 STREET,AVENUE R,AVENUE S,AVENUE R,AVENUE S,ADDRESS,BROOKLYN,EAST   13 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T19:22:59.000,15 BROOKLYN,3068180040,BROOKLYN,995548,159388,MOBILE,Unspecified,BROOKLYN,40.60415235672069,-73.95931279903897,"{'latitude': '40.60415235672069', 'longitude': '-73.95931279903897', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
