unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,due_date,taxi_pick_up_location,road_ramp,bridge_highway_direction,taxi_company_borough
58927686,2023-09-26T08:34:17.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Rodents/Insects/Garbage,Restaurant/Bar/Deli/Bakery,10029,1545 MADISON AVENUE,MADISON AVENUE,EAST  104 STREET,EAST  105 STREET,EAST  104 STREET,EAST  105 STREET,ADDRESS,NEW YORK,MADISON AVENUE,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-28T08:54:47.000,11 MANHATTAN,1016100023,MANHATTAN,998033,228050,PHONE,Unspecified,MANHATTAN,40.79260990987759,-73.95022312241916,"{'latitude': '40.79260990987759', 'longitude': '-73.95022312241916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929094,2023-09-26T08:34:11.000,2023-09-26T08:58:38.000,NYPD,New York City Police Department,Encampment,N/A,Residential Building/House,10018,437 WEST   36 STREET,WEST   36 STREET,DYER AVENUE UNDERPASS   31 ST,10 AVENUE,DYER AVENUE UNDERPASS   31 ST,10 AVENUE,ADDRESS,NEW YORK,WEST   36 STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-26T08:58:43.000,04 MANHATTAN,1007340013,MANHATTAN,985053,214492,MOBILE,Unspecified,MANHATTAN,40.755407465077404,-73.99710161017687,"{'latitude': '40.755407465077404', 'longitude': '-73.99710161017687', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931771,2023-09-26T08:34:00.000,2023-09-27T12:39:15.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,10023,170 WEST   75 STREET,WEST   75 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST   75 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-27T10:29:31.000,07 MANHATTAN,1011467504,MANHATTAN,989829,223599,ONLINE,Unspecified,MANHATTAN,40.780402092278116,-73.97985530917153,"{'latitude': '40.780402092278116', 'longitude': '-73.97985530917153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58925763,2023-09-26T08:34:00.000,2023-09-26T16:08:45.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,10471,267 WEST  259 STREET,WEST  259 STREET,HUXLEY AVENUE,SPENCER AVENUE,HUXLEY AVENUE,SPENCER AVENUE,ADDRESS,BRONX,WEST  259 STREET,Closed,The Department of Transportation inspected and has requested the Department of Environmental Protection address the issue. The condition will be re-inspected in 60 days.,2023-09-26T16:08:49.000,08 BRONX,2058660460,BRONX,1012195,269566,PHONE,Unspecified,BRONX,40.90652552464357,-73.89890449424823,"{'latitude': '40.90652552464357', 'longitude': '-73.89890449424823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58926904,2023-09-26T08:33:54.000,2023-09-26T09:17:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,99 FERRIS STREET,FERRIS STREET,COFFEY STREET,VAN DYKE STREET,COFFEY STREET,VAN DYKE STREET,ADDRESS,BROOKLYN,FERRIS STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T09:17:26.000,06 BROOKLYN,3005960027,BROOKLYN,979537,186304,MOBILE,Unspecified,BROOKLYN,40.67803694877231,-74.01699161071835,"{'latitude': '40.67803694877231', 'longitude': '-74.01699161071835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931825,2023-09-26T08:33:54.000,2023-09-30T13:03:12.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,No Private Carter,Street,11230,1143 EAST    9 STREET,EAST    9 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,EAST    9 STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-30T13:03:16.000,12 BROOKLYN,,BROOKLYN,993569,165558,PHONE,Unspecified,BROOKLYN,40.6210900359427,-73.96643120575239,"{'latitude': '40.6210900359427', 'longitude': '-73.96643120575239', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58928131,2023-09-26T08:33:35.000,2023-09-26T09:03:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10033,619 WEST  176 STREET,WEST  176 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,ADDRESS,NEW YORK,WEST  176 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T09:03:28.000,12 MANHATTAN,1021440013,MANHATTAN,1001766,247640,MOBILE,Unspecified,MANHATTAN,40.846372314601695,-73.93669038017153,"{'latitude': '40.846372314601695', 'longitude': '-73.93669038017153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58925935,2023-09-26T08:33:23.000,2023-09-26T09:37:10.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11375,65-35 YELLOWSTONE BOULEVARD,YELLOWSTONE BOULEVARD,65 ROAD,66 AVENUE,65 ROAD,66 AVENUE,ADDRESS,FOREST HILLS,YELLOWSTONE BOULEVARD,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-26T09:37:15.000,06 QUEENS,4021520106,QUEENS,1025629,205319,ONLINE,Unspecified,QUEENS,40.73013311785442,-73.85070106826441,"{'latitude': '40.73013311785442', 'longitude': '-73.85070106826441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933359,2023-09-26T08:33:14.000,2023-09-26T09:13:32.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11212,301 EAST   92 STREET,EAST   92 STREET,CLARKSON AVENUE,LENOX ROAD,CLARKSON AVENUE,LENOX ROAD,ADDRESS,BROOKLYN,EAST   92 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T09:13:35.000,17 BROOKLYN,3046470071,BROOKLYN,1005513,179068,PHONE,Unspecified,BROOKLYN,40.658151466559914,-73.92336410671058,"{'latitude': '40.658151466559914', 'longitude': '-73.92336410671058', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935636,2023-09-26T08:33:07.000,,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,10312,5472 AMBOY ROAD,AMBOY ROAD,HUGUENOT AVENUE,PRALL AVENUE,HUGUENOT AVENUE,PRALL AVENUE,ADDRESS,STATEN ISLAND,AMBOY ROAD,In Progress,,,03 STATEN ISLAND,5065850032,STATEN ISLAND,930906,133093,ONLINE,Unspecified,STATEN ISLAND,40.531824521864095,-74.19189865243074,"{'latitude': '40.531824521864095', 'longitude': '-74.19189865243074', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58925826,2023-09-26T08:33:04.000,2023-09-26T08:46:47.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11210,3513 AVENUE I,AVENUE I,EAST   35 STREET,BROOKLYN AVENUE,EAST   35 STREET,BROOKLYN AVENUE,ADDRESS,BROOKLYN,AVENUE I,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T08:46:45.000,18 BROOKLYN,3075810005,BROOKLYN,1000281,168676,MOBILE,Unspecified,BROOKLYN,40.62963868767955,-73.94224591719008,"{'latitude': '40.62963868767955', 'longitude': '-73.94224591719008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58925879,2023-09-26T08:32:58.000,2023-09-26T08:32:58.000,DOB,Department of Buildings,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,,10011,350 WEST   24 STREET,WEST   24 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-26T00:00:00.000,04 MANHATTAN,1007470001,MANHATTAN,984126,211365,UNKNOWN,Unspecified,MANHATTAN,40.74682467606051,-74.00044751436617,"{'latitude': '40.74682467606051', 'longitude': '-74.00044751436617', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58930218,2023-09-26T08:32:55.000,2023-09-27T08:31:54.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10034,65 SEAMAN AVENUE,SEAMAN AVENUE,ACADEMY STREET,WEST 204 STREET,ACADEMY STREET,WEST  204 STREET,ADDRESS,NEW YORK,SEAMAN AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-26T08:32:55.000,12 MANHATTAN,1022390001,MANHATTAN,1004852,255490,MOBILE,Unspecified,MANHATTAN,40.86791154620694,-73.92551225709643,"{'latitude': '40.86791154620694', 'longitude': '-73.92551225709643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58927803,2023-09-26T08:32:55.000,2023-09-26T08:58:10.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,10018,439 WEST   36 STREET,WEST   36 STREET,DYER AVENUE UNDERPASS   31 ST,10 AVENUE,DYER AVENUE UNDERPASS   31 ST,10 AVENUE,ADDRESS,NEW YORK,WEST   36 STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-26T08:58:12.000,04 MANHATTAN,1007340010,MANHATTAN,985039,214500,MOBILE,Unspecified,MANHATTAN,40.75542942430203,-73.99715214156375,"{'latitude': '40.75542942430203', 'longitude': '-73.99715214156375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930884,2023-09-26T08:32:37.000,2023-09-26T09:32:40.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10468,2792 SEDGWICK AVENUE,SEDGWICK AVENUE,WEST  195 STREET,WEST  197 STREET,WEST  195 STREET,WEST  197 STREET,ADDRESS,BRONX,SEDGWICK AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T09:32:43.000,08 BRONX,2032497501,BRONX,1011262,256895,MOBILE,Unspecified,BRONX,40.87175055169899,-73.90233087802078,"{'latitude': '40.87175055169899', 'longitude': '-73.90233087802078', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931700,2023-09-26T08:32:20.000,2023-09-26T08:55:59.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,11249,260 KENT AVENUE,KENT AVENUE,NORTH    1 STREET,GRAND STREET,NORTH    1 STREET,GRAND STREET,ADDRESS,BROOKLYN,KENT AVENUE,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-26T08:55:53.000,01 BROOKLYN,,BROOKLYN,993692,200273,MOBILE,Unspecified,BROOKLYN,40.71637481874927,-73.96593951335855,"{'latitude': '40.71637481874927', 'longitude': '-73.96593951335855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58934248,2023-09-26T08:32:20.000,2023-09-28T09:45:48.000,DHS,Department of Homeless Services,Encampment,N/A,Store/Commercial,11249,260 KENT AVENUE,KENT AVENUE,NORTH    1 STREET,GRAND STREET,NORTH    1 STREET,GRAND STREET,ADDRESS,BROOKLYN,KENT AVENUE,Closed,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",2023-09-26T10:53:39.000,01 BROOKLYN,,BROOKLYN,993692,200273,MOBILE,Unspecified,BROOKLYN,40.71637481874927,-73.96593951335855,"{'latitude': '40.71637481874927', 'longitude': '-73.96593951335855', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929497,2023-09-26T08:32:06.000,2023-09-26T09:18:31.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10302,39 BURNSIDE AVENUE,BURNSIDE AVENUE,FOREST AVENUE,SHAW PLACE,FOREST AVENUE,SHAW PLACE,ADDRESS,STATEN ISLAND,BURNSIDE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T09:18:34.000,01 STATEN ISLAND,5003890122,STATEN ISLAND,946948,166788,MOBILE,Unspecified,STATEN ISLAND,40.62439249900036,-74.13437553182028,"{'latitude': '40.62439249900036', 'longitude': '-74.13437553182028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58925618,2023-09-26T08:32:00.000,2023-09-27T01:25:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11237,1432 PUTNAM AVENUE,PUTNAM AVENUE,KNICKERBOCKER AVE,IRVING AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-27T01:25:00.000,04 BROOKLYN,3033780028,BROOKLYN,1008893,192804,MOBILE,Unspecified,BROOKLYN,40.69584490347659,-73.91113172659158,"{'latitude': '40.69584490347659', 'longitude': '-73.91113172659158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58928497,2023-09-26T08:31:59.000,2023-09-26T08:32:36.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10038,180 WATER STREET,WATER STREET,FLETCHER STREET,JOHN STREET,FLETCHER STREET,JOHN STREET,ADDRESS,NEW YORK,WATER STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T08:32:40.000,01 MANHATTAN,1000700032,MANHATTAN,982832,196778,ONLINE,Unspecified,MANHATTAN,40.706786799744656,-74.00511446961036,"{'latitude': '40.706786799744656', 'longitude': '-74.00511446961036', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58927772,2023-09-26T08:31:44.000,2023-09-27T13:30:00.000,DPR,Department of Parks and Recreation,Wood Pile Remaining,Remove Debris,Street,10024,26 WEST   84 STREET,WEST   84 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   84 STREET,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-27T13:30:02.000,07 MANHATTAN,1011970046,MANHATTAN,992219,225041,ONLINE,Unspecified,MANHATTAN,40.78435816748661,-73.97122377111924,"{'latitude': '40.78435816748661', 'longitude': '-73.97122377111924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58934237,2023-09-26T08:31:32.000,2023-09-26T09:22:53.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10018,511 9 AVENUE,9 AVENUE,WEST   38 STREET,WEST   39 STREET,WEST   38 STREET,WEST   39 STREET,ADDRESS,NEW YORK,9 AVENUE,Closed,The Police Department visited the location and no Encampment was found.,2023-09-26T09:22:56.000,04 MANHATTAN,1007367501,MANHATTAN,985824,214755,ONLINE,Unspecified,MANHATTAN,40.756129229479534,-73.99431866125,"{'latitude': '40.756129229479534', 'longitude': '-73.99431866125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58927822,2023-09-26T08:31:18.000,2023-09-27T08:00:58.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,10018,437 WEST   36 STREET,WEST   36 STREET,DYER AVENUE UNDERPASS 31 ST,10 AVENUE,DYER AVENUE UNDERPASS   31 ST,10 AVENUE,ADDRESS,NEW YORK,WEST   36 STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-26T11:18:37.000,04 MANHATTAN,1007340013,MANHATTAN,985035,214502,MOBILE,Unspecified,MANHATTAN,40.75543491414909,-73.99716657914232,"{'latitude': '40.75543491414909', 'longitude': '-73.99716657914232', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58926530,2023-09-26T08:31:00.000,2023-09-27T10:00:09.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Street,11378,59-64 69 STREET,69 STREET,59 DRIVE,60 AVENUE,59 DRIVE,60 AVENUE,ADDRESS,MASPETH,69 STREET,Closed,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-09-27T10:00:14.000,05 QUEENS,4027790066,QUEENS,1013888,202281,ONLINE,Unspecified,QUEENS,40.72184168589494,-73.89307691853978,"{'latitude': '40.72184168589494', 'longitude': '-73.89307691853978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931630,2023-09-26T08:30:37.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11414,88-08 151 AVENUE,151 AVENUE,88 STREET,89 STREET,88 STREET,89 STREET,ADDRESS,HOWARD BEACH,151 AVENUE,In Progress,,,10 QUEENS,4114340007,QUEENS,1026720,182861,ONLINE,Unspecified,QUEENS,40.66848607627237,-73.84690627257683,"{'latitude': '40.66848607627237', 'longitude': '-73.84690627257683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58928940,2023-09-26T08:30:31.000,2023-09-26T08:30:31.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10035,115 EAST  122 STREET,EAST  122 STREET,PARK AVENUE,LEXINGTON AVENUE,PARK AVENUE,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST  122 STREET,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-26T08:30:31.000,11 MANHATTAN,1017710010,MANHATTAN,1000947,231771,PHONE,Unspecified,MANHATTAN,40.80281801474481,-73.93969005257601,"{'latitude': '40.80281801474481', 'longitude': '-73.93969005257601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930791,2023-09-26T08:30:25.000,2023-09-26T10:28:07.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11217,383 STATE STREET,STATE STREET,BOND STREET,NEVINS STREET,BOND STREET,NEVINS STREET,ADDRESS,BROOKLYN,STATE STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T10:28:13.000,02 BROOKLYN,3001720055,BROOKLYN,988804,189663,PHONE,Unspecified,BROOKLYN,40.687256722027826,-73.98357935618405,"{'latitude': '40.687256722027826', 'longitude': '-73.98357935618405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929221,2023-09-26T08:30:13.000,,DSNY,Department of Sanitation,Lot Condition,Trash,Lot,11203,871 UTICA AVENUE,UTICA AVENUE,LINDEN BOULEVARD,CHURCH AVENUE,LINDEN BOULEVARD,CHURCH AVENUE,ADDRESS,BROOKLYN,UTICA AVENUE,In Progress,,,17 BROOKLYN,3046760043,BROOKLYN,1003560,176856,ONLINE,Unspecified,BROOKLYN,40.652084486653294,-73.93040942042158,"{'latitude': '40.652084486653294', 'longitude': '-73.93040942042158', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931719,2023-09-26T08:30:02.000,2023-09-26T08:40:20.000,NYPD,New York City Police Department,Encampment,N/A,Park/Playground,10002,187 CHRYSTIE STREET,CHRYSTIE STREET,RIVINGTON STREET,STANTON STREET,RIVINGTON STREET,STANTON STREET,ADDRESS,NEW YORK,CHRYSTIE STREET,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-26T08:40:22.000,03 MANHATTAN,1004260034,MANHATTAN,986459,202202,MOBILE,N/A,MANHATTAN,40.72167422245099,-73.99203075662564,"{'latitude': '40.72167422245099', 'longitude': '-73.99203075662564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58932957,2023-09-26T08:30:02.000,2023-09-26T10:33:18.000,DHS,Department of Homeless Services,Encampment,N/A,Park/Playground,10002,187 CHRYSTIE STREET,CHRYSTIE STREET,RIVINGTON STREET,STANTON STREET,RIVINGTON STREET,STANTON STREET,ADDRESS,NEW YORK,CHRYSTIE STREET,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-26T10:33:15.000,03 MANHATTAN,1004260034,MANHATTAN,986459,202202,MOBILE,N/A,MANHATTAN,40.72167422245099,-73.99203075662564,"{'latitude': '40.72167422245099', 'longitude': '-73.99203075662564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58928323,2023-09-26T08:29:59.000,2023-09-26T09:56:23.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11372,37-32 94 STREET,94 STREET,ELMHURST AVENUE,ROOSEVELT AVENUE,ELMHURST AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,94 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T09:56:25.000,03 QUEENS,4014810028,QUEENS,1019418,212702,PHONE,Unspecified,QUEENS,40.750424471605214,-73.87307224849917,"{'latitude': '40.750424471605214', 'longitude': '-73.87307224849917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930946,2023-09-26T08:29:56.000,2023-09-27T09:45:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10309,,,,,ARTHUR KILL ROAD,KREISCHER STREET,INTERSECTION,STATEN ISLAND,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-27T09:45:00.000,03 STATEN ISLAND,,STATEN ISLAND,917822,133463,UNKNOWN,Unspecified,STATEN ISLAND,40.53275177609561,-74.23897019630378,"{'latitude': '40.53275177609561', 'longitude': '-74.23897019630378', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58928134,2023-09-26T08:29:48.000,2023-09-26T18:35:29.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11378,54-20 69 STREET,69 STREET,54 AVENUE,55 AVENUE,54 AVENUE,55 AVENUE,ADDRESS,MASPETH,69 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T18:35:32.000,05 QUEENS,4023980053,QUEENS,1013193,204750,MOBILE,Unspecified,QUEENS,40.72862078771388,-73.89557360384656,"{'latitude': '40.72862078771388', 'longitude': '-73.89557360384656', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931180,2023-09-26T08:29:38.000,2023-09-26T18:28:44.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10459,900 FOX STREET,FOX STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-26T00:00:00.000,02 BRONX,2027220048,BRONX,1013578,237936,ONLINE,Unspecified,BRONX,40.819706316090034,-73.89403968924076,"{'latitude': '40.819706316090034', 'longitude': '-73.89403968924076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58926603,2023-09-26T08:29:37.000,2023-09-26T11:43:43.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11419,107-70 120 STREET,120 STREET,107 AVENUE,109 AVENUE,107 AVENUE,109 AVENUE,ADDRESS,SOUTH RICHMOND HILL,120 STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-26T11:43:46.000,10 QUEENS,4095990042,QUEENS,1033776,188069,PHONE,Unspecified,QUEENS,40.682744173331415,-73.82143295302735,"{'latitude': '40.682744173331415', 'longitude': '-73.82143295302735', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58928793,2023-09-26T08:29:36.000,2023-09-27T10:25:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11429,221 STREET,221 STREET,113 DRIVE,MURDOCK AVENUE,,,BLOCKFACE,QUEENS,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-27T10:25:00.000,13 QUEENS,,QUEENS,,,UNKNOWN,Unspecified,QUEENS,,,,N/A,,,,,,,
58929138,2023-09-26T08:29:33.000,2023-09-27T11:36:55.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11236,1143 EAST   92 STREET,EAST   92 STREET,CONKLIN AVENUE,FLATLANDS AVENUE,CONKLIN AVENUE,FLATLANDS AVENUE,ADDRESS,BROOKLYN,EAST   92 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T11:35:57.000,18 BROOKLYN,3081800018,BROOKLYN,1010571,173033,PHONE,Unspecified,BROOKLYN,40.641573120823374,-73.90515767656638,"{'latitude': '40.641573120823374', 'longitude': '-73.90515767656638', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930720,2023-09-26T08:29:33.000,2023-09-26T08:49:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11236,1315 EAST   86 STREET,EAST   86 STREET,AVENUE M,AVENUE N,AVENUE M,AVENUE N,ADDRESS,BROOKLYN,EAST   86 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T08:49:12.000,18 BROOKLYN,3080770070,BROOKLYN,1011694,169326,PHONE,Unspecified,BROOKLYN,40.63139479332767,-73.90112625675631,"{'latitude': '40.63139479332767', 'longitude': '-73.90112625675631', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930460,2023-09-26T08:29:31.000,2023-09-28T14:59:23.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11204,1661 58 STREET,58 STREET,DEAD END,17 AVENUE,DEAD END,17 AVENUE,ADDRESS,BROOKLYN,58 STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-27T05:06:43.000,12 BROOKLYN,3054977503,BROOKLYN,987290,166973,ONLINE,Unspecified,BROOKLYN,40.62497829467041,-73.98904870937388,"{'latitude': '40.62497829467041', 'longitude': '-73.98904870937388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
