unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,road_ramp,due_date
58863420,2023-09-19T22:18:21.000,2023-09-19T23:07:31.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,103-06 35 AVENUE,35 AVENUE,103 STREET,104 STREET,103 STREET,104 STREET,ADDRESS,CORONA,35 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T23:07:35.000,03 QUEENS,4017450002,QUEENS,1021662,214285,PHONE,Unspecified,QUEENS,40.75476019101741,-73.86496444666243,"{'latitude': '40.75476019101741', 'longitude': '-73.86496444666243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58865295,2023-09-19T22:17:56.000,2023-09-19T22:51:50.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11226,195 CLARKSON AVENUE,CLARKSON AVENUE,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,CLARKSON AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T22:51:53.000,09 BROOKLYN,3050560062,BROOKLYN,997098,177992,MOBILE,Unspecified,BROOKLYN,40.65521429135925,-73.95369540858108,"{'latitude': '40.65521429135925', 'longitude': '-73.95369540858108', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58863584,2023-09-19T22:17:40.000,2023-09-19T22:34:56.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11211,262 SOUTH    1 STREET,SOUTH    1 STREET,HAVEMEYER STREET,MARCY AVENUE,HAVEMEYER STREET,MARCY AVENUE,ADDRESS,BROOKLYN,SOUTH    1 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T22:34:58.000,01 BROOKLYN,3024090009,BROOKLYN,996287,198690,MOBILE,Unspecified,BROOKLYN,40.71202671214866,-73.95658130271556,"{'latitude': '40.71202671214866', 'longitude': '-73.95658130271556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856014,2023-09-19T22:17:38.000,2023-09-19T22:18:04.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10024,RIVERSIDE DRIVE,RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST   89 STREET,RIVERSIDE DRIVE,WEST   89 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T22:18:08.000,07 MANHATTAN,,MANHATTAN,990156,227734,ONLINE,Unspecified,MANHATTAN,40.791751350132216,-73.97867093993698,"{'latitude': '40.791751350132216', 'longitude': '-73.97867093993698', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58868577,2023-09-19T22:17:20.000,2023-09-20T05:56:47.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11216,30 ROGERS AVENUE,ROGERS AVENUE,BERGEN STREET,ST MARKS AVENUE,BERGEN STREET,ST MARKS AVENUE,ADDRESS,BROOKLYN,ROGERS AVENUE,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-20T05:56:51.000,08 BROOKLYN,3012180007,BROOKLYN,997358,185473,ONLINE,Unspecified,BROOKLYN,40.67574759133101,-73.95274381558792,"{'latitude': '40.67574759133101', 'longitude': '-73.95274381558792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58864232,2023-09-19T22:17:19.000,2023-09-20T03:20:16.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11432,84-46 165 STREET,165 STREET,CHAPIN COURT,85 AVENUE,CHAPIN COURT,85 AVENUE,ADDRESS,JAMAICA,165 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T03:20:20.000,08 QUEENS,4098540050,QUEENS,1039498,199236,PHONE,Unspecified,QUEENS,40.71336104167276,-73.8007106272799,"{'latitude': '40.71336104167276', 'longitude': '-73.8007106272799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58859069,2023-09-19T22:17:09.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Report,Driver Report - Non Passenger,Bridge,10017,ED KOCH QUEENSBORO BRIDGE,ED KOCH QUEENSBORO BRIDGE,ROOSEVELT ISLAND SHORELINE,ED KOCH QUEENSBORO BRIDGE,ROOSEVELT ISLAND SHORELINE,ED KOCH QUEENSBORO BRIDGE,UNRECOGNIZED,NEW YORK,ED KOCH QUEENSBORO BRIDGE,In Progress,,,06 MANHATTAN,1240009987,MANHATTAN,995869,215582,ONLINE,Unspecified,MANHATTAN,40.758391639040816,-73.95805989864488,"{'latitude': '40.758391639040816', 'longitude': '-73.95805989864488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Queensboro/59th St Br,Manhattan Bound,Lower Level,"ED KOCH QUEENSBORO BRIDGE, MANHATTAN (NEW YORK) ,NY, 10017",Roadway,
58864981,2023-09-19T22:17:00.000,2023-09-20T18:25:00.000,DEP,Department of Environmental Protection,Noise,"Noise: Boat(Engine,Music,Etc) (NR10)",,10025,404 RIVERSIDE DRIVE,RIVERSIDE DRIVE,W 112 ST,W 113 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-20T18:25:00.000,09 MANHATTAN,1018950038,MANHATTAN,993322,233121,ONLINE,Unspecified,MANHATTAN,40.80653451211632,-73.96722989982787,"{'latitude': '40.80653451211632', 'longitude': '-73.96722989982787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58859113,2023-09-19T22:17:00.000,2023-09-20T18:22:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10029,,,,,EAST 109 STREET,MADISON AVENUE,INTERSECTION,MANHATTAN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-20T18:22:00.000,11 MANHATTAN,,MANHATTAN,998624,229117,ONLINE,Unspecified,MANHATTAN,40.795537594216704,-73.94808646101724,"{'latitude': '40.795537594216704', 'longitude': '-73.94808646101724', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58855879,2023-09-19T22:16:59.000,2023-09-19T22:32:58.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11229,3042 AVENUE V,AVENUE V,FORD STREET,COYLE STREET,FORD STREET,COYLE STREET,ADDRESS,BROOKLYN,AVENUE V,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T22:33:00.000,15 BROOKLYN,3073890001,BROOKLYN,1001769,157438,MOBILE,Unspecified,BROOKLYN,40.59878988925375,-73.93691433327626,"{'latitude': '40.59878988925375', 'longitude': '-73.93691433327626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858015,2023-09-19T22:16:26.000,2023-09-19T22:37:14.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11212,1111 CLARKSON AVENUE,CLARKSON AVENUE,EAST   95 STREET,EAST   96 STREET,EAST   95 STREET,EAST   96 STREET,ADDRESS,BROOKLYN,CLARKSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T22:37:18.000,17 BROOKLYN,3046310053,BROOKLYN,1006053,179845,PHONE,Unspecified,BROOKLYN,40.66028284658231,-73.92141533278216,"{'latitude': '40.66028284658231', 'longitude': '-73.92141533278216', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58859789,2023-09-19T22:16:20.000,2023-09-19T22:20:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453,1881 WALTON AVENUE,WALTON AVENUE,MOUNT HOPE PLACE,EAST  177 STREET,MOUNT HOPE PLACE,EAST  177 STREET,ADDRESS,BRONX,WALTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T22:20:43.000,05 BRONX,2028520027,BRONX,1009309,248679,PHONE,Unspecified,BRONX,40.84920587694727,-73.90942318507416,"{'latitude': '40.84920587694727', 'longitude': '-73.90942318507416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58864503,2023-09-19T22:16:12.000,2023-10-06T07:32:29.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11218,404 CATON AVENUE,CATON AVENUE,EAST    4 STREET,EAST    5 STREET,EAST    4 STREET,EAST    5 STREET,ADDRESS,BROOKLYN,CATON AVENUE,Closed,"The Department of Transportation inspected the location more than six months ago and has notified the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-06T07:32:32.000,12 BROOKLYN,3053270002,BROOKLYN,990605,175228,ONLINE,Unspecified,BROOKLYN,40.64763475322191,-73.97709898512385,"{'latitude': '40.64763475322191', 'longitude': '-73.97709898512385', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58859889,2023-09-19T22:16:07.000,2023-09-19T23:15:02.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11212,587 OSBORN STREET,OSBORN STREET,LOTT AVENUE,HEGEMAN AVENUE,LOTT AVENUE,HEGEMAN AVENUE,ADDRESS,BROOKLYN,OSBORN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T23:15:05.000,16 BROOKLYN,3036280019,BROOKLYN,1010427,178793,PHONE,Unspecified,BROOKLYN,40.657383488772595,-73.90565419666808,"{'latitude': '40.657383488772595', 'longitude': '-73.90565419666808', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861702,2023-09-19T22:16:02.000,2023-09-19T22:32:53.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11229,3042 AVENUE V,AVENUE V,FORD STREET,COYLE STREET,FORD STREET,COYLE STREET,ADDRESS,BROOKLYN,AVENUE V,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T22:32:58.000,15 BROOKLYN,3073890001,BROOKLYN,1001769,157438,MOBILE,Unspecified,BROOKLYN,40.59878988925375,-73.93691433327626,"{'latitude': '40.59878988925375', 'longitude': '-73.93691433327626', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58870995,2023-09-19T22:16:01.000,2023-09-20T11:30:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10036,44 WEST   46 STREET,WEST   46 STREET,5 AVENUE,6 AVENUE,,,ADDRESS,NEW YORK,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-20T11:30:00.000,05 MANHATTAN,1012610060,MANHATTAN,989651,214943,UNKNOWN,Unspecified,MANHATTAN,40.75664373206438,-73.9805049886709,"{'latitude': '40.75664373206438', 'longitude': '-73.9805049886709', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58855793,2023-09-19T22:15:59.000,2023-09-20T00:40:02.000,NYPD,New York City Police Department,Drinking,In Public,Street/Sidewalk,10312,389 RIDGECREST AVENUE,RIDGECREST AVENUE,OAKDALE STREET,AMBOY ROAD,OAKDALE STREET,AMBOY ROAD,ADDRESS,STATEN ISLAND,RIDGECREST AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T00:40:08.000,03 STATEN ISLAND,5052370028,STATEN ISLAND,939044,137139,ONLINE,Unspecified,STATEN ISLAND,40.542975215876794,-74.16265027088177,"{'latitude': '40.542975215876794', 'longitude': '-74.16265027088177', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58855867,2023-09-19T22:15:34.000,2023-09-19T22:15:55.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10025,RIVERSIDE PARK,RIVERSIDE PARK,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET   12 NB,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET   12 NB,UNRECOGNIZED,NEW YORK,RIVERSIDE PARK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T22:15:58.000,07 MANHATTAN,1012540002,MANHATTAN,991626,230829,ONLINE,Riverside Park,MANHATTAN,40.800245180318555,-73.97335875005403,"{'latitude': '40.800245180318555', 'longitude': '-73.97335875005403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58870996,2023-09-19T22:15:32.000,2023-09-20T10:20:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10022,120 EAST   59 STREET,EAST   59 STREET,LEXINGTON AVENUE,PARK AVENUE,,,ADDRESS,NEW YORK,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-20T10:20:00.000,05 MANHATTAN,1013130063,MANHATTAN,992879,217077,UNKNOWN,Unspecified,MANHATTAN,40.76249845404204,-73.96885072355097,"{'latitude': '40.76249845404204', 'longitude': '-73.96885072355097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58859783,2023-09-19T22:15:14.000,2023-09-19T22:16:12.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10025,345 RIVERSIDE DRIVE,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,RIVERSIDE DRIVE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T22:16:15.000,07 MANHATTAN,1018920032,MANHATTAN,992704,231758,ONLINE,Unspecified,MANHATTAN,40.80279406524753,-73.96946397064613,"{'latitude': '40.80279406524753', 'longitude': '-73.96946397064613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58863325,2023-09-19T22:15:08.000,2023-09-19T22:17:26.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11249,45 DIVISION AVENUE,DIVISION AVENUE,WYTHE AVENUE,BERRY STREET,WYTHE AVENUE,BERRY STREET,ADDRESS,BROOKLYN,DIVISION AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T22:17:29.000,01 BROOKLYN,3021600017,BROOKLYN,993375,196874,MOBILE,Unspecified,BROOKLYN,40.70704570551606,-73.9670876463133,"{'latitude': '40.70704570551606', 'longitude': '-73.9670876463133', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869618,2023-09-19T22:15:08.000,2023-09-19T22:21:35.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11204,5706 19 AVENUE,19 AVENUE,55 STREET,58 STREET,55 STREET,58 STREET,ADDRESS,BROOKLYN,19 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T22:21:39.000,12 BROOKLYN,3054940091,BROOKLYN,988836,165984,ONLINE,Unspecified,BROOKLYN,40.6222630312178,-73.98348007371827,"{'latitude': '40.6222630312178', 'longitude': '-73.98348007371827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856480,2023-09-19T22:15:06.000,2023-09-19T22:54:14.000,NYPD,New York City Police Department,Animal-Abuse,Neglected,Store/Commercial,10065,EAST   61 STREET,EAST   61 STREET,EAST   61 STREET,LEXINGTON AVENUE,EAST   61 STREET,LEXINGTON AVENUE,INTERSECTION,,,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-19T22:54:18.000,08 MANHATTAN,,MANHATTAN,993316,217435,PHONE,Unspecified,MANHATTAN,40.76348063446487,-73.96727274245596,"{'latitude': '40.76348063446487', 'longitude': '-73.96727274245596', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861734,2023-09-19T22:15:02.000,2023-09-19T22:18:54.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10459,1365 LYMAN PLACE,LYMAN PLACE,EAST  169 STREET,FREEMAN STREET,EAST  169 STREET,FREEMAN STREET,ADDRESS,BRONX,LYMAN PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T22:18:58.000,03 BRONX,2029700031,BRONX,1012879,241521,ONLINE,Unspecified,BRONX,40.829548409045366,-73.89654983563152,"{'latitude': '40.829548409045366', 'longitude': '-73.89654983563152', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58862650,2023-09-19T22:14:49.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10019,215 WEST   54 STREET,WEST   54 STREET,7 AVENUE,BROADWAY,7 AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST   54 STREET,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-20T01:33:42.000,05 MANHATTAN,1010260021,MANHATTAN,989195,217589,MOBILE,Unspecified,MANHATTAN,40.76390659023483,-73.98214898291178,"{'latitude': '40.76390659023483', 'longitude': '-73.98214898291178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58877998,2023-09-19T22:14:44.000,2023-09-21T12:25:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10019,,,,,5 AVENUE,EAST 59 STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-21T12:25:00.000,05 MANHATTAN,,MANHATTAN,991725,217725,UNKNOWN,Unspecified,MANHATTAN,40.76427809800246,-73.97301575364541,"{'latitude': '40.76427809800246', 'longitude': '-73.97301575364541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58855925,2023-09-19T22:14:34.000,2023-09-19T22:16:47.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11209,8701 SHORE ROAD,SHORE ROAD,87 STREET,88 STREET,87 STREET,88 STREET,ADDRESS,BROOKLYN,SHORE ROAD,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-19T22:16:50.000,10 BROOKLYN,3060400001,BROOKLYN,972961,166912,PHONE,Unspecified,BROOKLYN,40.62480419136853,-74.04066736891629,"{'latitude': '40.62480419136853', 'longitude': '-74.04066736891629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58859706,2023-09-19T22:14:29.000,2023-09-19T22:40:35.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10025,BROADWAY,BROADWAY,BROADWAY,WEST  113 STREET,BROADWAY,WEST  113 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T22:40:38.000,09 MANHATTAN,,MANHATTAN,993854,232956,ONLINE,Unspecified,MANHATTAN,40.8060810703871,-73.96530843266166,"{'latitude': '40.8060810703871', 'longitude': '-73.96530843266166', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58856212,2023-09-19T22:14:11.000,2023-09-21T11:15:27.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10039,2588 7 AVENUE,7 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-21T00:00:00.000,10 MANHATTAN,1020350001,MANHATTAN,1001677,239663,ONLINE,Unspecified,MANHATTAN,40.82447793690331,-73.93703278577436,"{'latitude': '40.82447793690331', 'longitude': '-73.93703278577436', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58870701,2023-09-19T22:14:08.000,2023-09-20T10:06:17.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Drug Store or Pharmacy,Business,10469,BOSTON ROAD,BOSTON ROAD,BOSTON ROAD,EAST  222 STREET,BOSTON ROAD,EAST  222 STREET,INTERSECTION,,,Closed,The Department of Consumer and Worker Protection (DCWP) determined this issue isn't within its jurisdiction.  You should contact the New York State Department of Agriculture and Markets. Call (800) 554-4501 or visit agriculture.ny.gov.,2023-09-20T10:06:22.000,12 BRONX,,BRONX,1027599,259600,PHONE,Unspecified,BRONX,40.87910981639661,-73.84324267780865,"{'latitude': '40.87910981639661', 'longitude': '-73.84324267780865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58870997,2023-09-19T22:14:06.000,2023-09-20T08:40:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10021,880 5 AVENUE,5 AVENUE,EAST   69 STREET,EAST   70 STREET,,,ADDRESS,NEW YORK,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-20T08:40:00.000,08 MANHATTAN,1013840001,MANHATTAN,993012,220031,UNKNOWN,Unspecified,MANHATTAN,40.770606287747974,-73.9683667645775,"{'latitude': '40.770606287747974', 'longitude': '-73.9683667645775', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58868811,2023-09-19T22:14:00.000,2023-09-20T00:45:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Odor (SA2),,11367,144-53 75 AVENUE,75 AVENUE,MAIN ST,147 ST,,,ADDRESS,FLUSHING,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-20T00:45:00.000,08 QUEENS,4066630032,QUEENS,1034366,203235,PHONE,Unspecified,QUEENS,40.724367870034584,-73.81919283531127,"{'latitude': '40.724367870034584', 'longitude': '-73.81919283531127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58861256,2023-09-19T22:13:53.000,2023-09-19T22:16:09.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11211,DIVISION AVENUE,DIVISION AVENUE,DIVISION AVENUE,DRIGGS AVENUE,DIVISION AVENUE,DRIGGS AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T22:16:13.000,01 BROOKLYN,,BROOKLYN,994579,197107,ONLINE,Unspecified,BROOKLYN,40.7076839118359,-73.96274466211541,"{'latitude': '40.7076839118359', 'longitude': '-73.96274466211541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867642,2023-09-19T22:13:43.000,2023-09-19T22:20:52.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11238,585 PROSPECT PLACE,PROSPECT PLACE,FRANKLIN AVENUE SHUTTLE LINE,FRANKLIN AVENUE,FRANKLIN AVENUE SHUTTLE LINE,FRANKLIN AVENUE,ADDRESS,BROOKLYN,PROSPECT PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T22:20:54.000,08 BROOKLYN,3011560066,BROOKLYN,996136,185279,PHONE,Unspecified,BROOKLYN,40.675216830205585,-73.9571496389228,"{'latitude': '40.675216830205585', 'longitude': '-73.9571496389228', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867650,2023-09-19T22:13:42.000,2023-09-19T22:15:41.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10025,265 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST   98 STREET,WEST   99 STREET,WEST   98 STREET,WEST   99 STREET,ADDRESS,NEW YORK,RIVERSIDE DRIVE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T22:15:44.000,07 MANHATTAN,1018880036,MANHATTAN,991593,229929,MOBILE,Unspecified,MANHATTAN,40.7977749532786,-73.97347892637532,"{'latitude': '40.7977749532786', 'longitude': '-73.97347892637532', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58867592,2023-09-19T22:13:37.000,2023-09-19T22:49:33.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10025,400 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST  112 STREET,WEST  113 STREET,WEST  112 STREET,WEST  113 STREET,ADDRESS,NEW YORK,RIVERSIDE DRIVE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T22:49:39.000,09 MANHATTAN,1018950001,MANHATTAN,993304,233048,ONLINE,Unspecified,MANHATTAN,40.806334165733126,-73.96729501831304,"{'latitude': '40.806334165733126', 'longitude': '-73.96729501831304', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58869503,2023-09-19T22:13:36.000,2023-09-19T22:55:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11372,35-44 95 STREET,95 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,ADDRESS,JACKSON HEIGHTS,95 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T22:55:41.000,03 QUEENS,4014680028,QUEENS,1019559,213557,ONLINE,Unspecified,QUEENS,40.75277066595127,-73.87255886493904,"{'latitude': '40.75277066595127', 'longitude': '-73.87255886493904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58858580,2023-09-19T22:13:22.000,2023-09-20T03:09:31.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11435,83-30 SMEDLEY STREET,SMEDLEY STREET,COOLIDGE AVENUE,HOOVER AVENUE,COOLIDGE AVENUE,HOOVER AVENUE,ADDRESS,JAMAICA,SMEDLEY STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T03:09:34.000,08 QUEENS,4097390132,QUEENS,1036118,199761,ONLINE,Unspecified,QUEENS,40.714822498855746,-73.81289880584492,"{'latitude': '40.714822498855746', 'longitude': '-73.81289880584492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58857920,2023-09-19T22:13:17.000,2023-09-19T22:16:28.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10025,325 RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,WEST END AVENUE,RIVERSIDE DRIVE,ADDRESS,NEW YORK,RIVERSIDE DRIVE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T22:16:30.000,07 MANHATTAN,1018910035,MANHATTAN,992441,231259,ONLINE,Unspecified,MANHATTAN,40.80142469476329,-73.97041454096428,"{'latitude': '40.80142469476329', 'longitude': '-73.97041454096428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
