unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,resolution_description,resolution_action_updated_date,bbl,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,facility_type,due_date,taxi_pick_up_location
59438892,2023-09-29T08:21:51.000,DEP,Department of Environmental Protection,Sewer Maintenance,Flooding on Street,Street,11224,3052 WEST   21 STREET,WEST   21 STREET,SURF AVENUE,BOARDWALK WEST,SURF AVENUE,BOARDWALK WEST,ADDRESS,BROOKLYN,WEST   21 STREET,Closed,13 BROOKLYN,BROOKLYN,987739,148218,PHONE,Unspecified,BROOKLYN,40.57349945285178,-73.98744091929757,"{'latitude': '40.57349945285178', 'longitude': '-73.98744091929757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T12:45:00.000,,2023-09-30T12:45:00.000,3070710130,,,,,,,
59439516,2023-09-29T08:21:45.000,DEP,Department of Environmental Protection,Water Maintenance,Water in Basement,N/A,11218,69 EAST   10 STREET,EAST   10 STREET,CATON AVENUE,CHURCH AVENUE,CATON AVENUE,CHURCH AVENUE,ADDRESS,BROOKLYN,EAST   10 STREET,Closed,14 BROOKLYN,BROOKLYN,992466,174995,PHONE,Unspecified,BROOKLYN,40.6469936876949,-73.97039292968589,"{'latitude': '40.6469936876949', 'longitude': '-73.97039292968589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T08:55:00.000,,2023-09-29T08:55:00.000,,,,,,,,
58966480,2023-09-29T08:21:40.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,11220,321 49 STREET,49 STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,49 STREET,Closed,07 BROOKLYN,BROOKLYN,980559,175298,PHONE,Unspecified,BROOKLYN,40.64782839903606,-74.01330100560169,"{'latitude': '40.64782839903606', 'longitude': '-74.01330100560169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-03T14:36:28.000,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-10-03T14:36:33.000,,,,,,,,
58957334,2023-09-29T08:21:36.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper/Metal/Glass/Rigid Plastic,Street,11693,346 OLD BEACH   88 STREET,OLD BEACH   88 STREET,BEACH   88 STREET,DORMANS COURT,BEACH   88 STREET,DORMANS COURT,ADDRESS,FAR ROCKAWAY,OLD BEACH   88 STREET,Closed,14 QUEENS,QUEENS,1036116,154218,ONLINE,Unspecified,QUEENS,40.58981720546659,-73.81325625065017,"{'latitude': '40.58981720546659', 'longitude': '-73.81325625065017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T10:18:49.000,The Department of Sanitation collected the requested items.,2023-09-30T12:28:30.000,,,,,,,,
59442597,2023-09-29T08:21:25.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11210,1950 NOSTRAND AVENUE,NOSTRAND AVENUE,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,14 BROOKLYN,BROOKLYN,998627,171668,ONLINE,Unspecified,BROOKLYN,40.6378539302167,-73.94819832452245,"{'latitude': '40.6378539302167', 'longitude': '-73.94819832452245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T00:00:00.000,,2023-10-01T00:00:00.000,3052310034,,,,,,,
59446083,2023-09-29T08:21:24.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11385,1727 MENAHAN STREET,MENAHAN STREET,CYPRESS AVENUE,SENECA AVENUE,CYPRESS AVENUE,SENECA AVENUE,ADDRESS,RIDGEWOOD,MENAHAN STREET,Closed,05 QUEENS,QUEENS,1008808,195709,PHONE,Unspecified,QUEENS,40.70381868203309,-73.91142766304615,"{'latitude': '40.70381868203309', 'longitude': '-73.91142766304615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T00:00:00.000,,2023-09-30T00:00:00.000,4034370048,,,,,,,
59446234,2023-09-29T08:21:19.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Public Area,11106,31-35 CRESCENT STREET,CRESCENT STREET,31 ROAD,31 DRIVE,31 ROAD,31 DRIVE,ADDRESS,ASTORIA,CRESCENT STREET,Closed,01 QUEENS,QUEENS,1004421,217880,ONLINE,Unspecified,QUEENS,40.76468368198577,-73.92718359841146,"{'latitude': '40.76468368198577', 'longitude': '-73.92718359841146', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T00:00:00.000,,2023-10-01T00:00:00.000,,,,,,,,
59445635,2023-09-29T08:21:09.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11219,4121 FORT HAMILTON PARKWAY,FORT HAMILTON PARKWAY,41 STREET,42 STREET,41 STREET,42 STREET,ADDRESS,BROOKLYN,FORT HAMILTON PARKWAY,Closed,12 BROOKLYN,BROOKLYN,986434,173196,PHONE,Unspecified,BROOKLYN,40.64205936200379,-73.99213034825387,"{'latitude': '40.64205936200379', 'longitude': '-73.99213034825387', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T09:20:00.000,,2023-09-29T09:20:00.000,,,,,,,,
59456390,2023-09-29T08:21:03.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11214,69 BAY   29 STREET,BAY   29 STREET,86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,ADDRESS,BROOKLYN,BAY   29 STREET,Closed,11 BROOKLYN,BROOKLYN,985395,158294,PHONE,Unspecified,BROOKLYN,40.601156677143784,-73.99587672568519,"{'latitude': '40.601156677143784', 'longitude': '-73.99587672568519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T00:00:00.000,,2023-09-30T00:00:00.000,3063800006,,,,,,,
58967159,2023-09-29T08:21:02.000,DOB,Department of Buildings,Emergency Response Team (ERT),Lights From Parking Lot Shining On Building,,10034,501 WEST  218 STREET,WEST  218 STREET,,,,,ADDRESS,NEW YORK,,Closed,12 MANHATTAN,MANHATTAN,1007958,256721,UNKNOWN,Unspecified,MANHATTAN,40.871282468007394,-73.91427798261357,"{'latitude': '40.871282468007394', 'longitude': '-73.91427798261357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T08:21:02.000,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-29T00:00:00.000,1022440001,,,,,N/A,,
58967157,2023-09-29T08:21:02.000,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,11103,48-01 30 AVENUE,30 AVENUE,,,,,ADDRESS,ASTORIA,,Closed,01 QUEENS,QUEENS,1009591,216496,UNKNOWN,Unspecified,QUEENS,40.76087165273792,-73.9085253607568,"{'latitude': '40.76087165273792', 'longitude': '-73.9085253607568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T08:21:02.000,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-29T00:00:00.000,4007410059,,,,,,,
58965536,2023-09-29T08:21:02.000,DOB,Department of Buildings,Plumbing,Failure To Retain Water/Improper Drainage- (LL103/89),,11215,409 10 STREET,10 STREET,,,,,ADDRESS,BROOKLYN,,Open,06 BROOKLYN,BROOKLYN,988213,182670,UNKNOWN,Unspecified,BROOKLYN,40.668062802232896,-73.98571447408862,"{'latitude': '40.668062802232896', 'longitude': '-73.98571447408862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T08:21:02.000,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-29T00:00:00.000,3010110068,,,,,,,
58958878,2023-09-29T08:21:01.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,11214,288 BAY   38 STREET,BAY   38 STREET,,,,,ADDRESS,BROOKLYN,,Closed,11 BROOKLYN,BROOKLYN,985846,155219,UNKNOWN,Unspecified,BROOKLYN,40.59271635297314,-73.99425335020466,"{'latitude': '40.59271635297314', 'longitude': '-73.99425335020466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T08:21:01.000,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-29T00:00:00.000,3069280050,,,,,,,
59446320,2023-09-29T08:20:52.000,HPD,Department of Housing Preservation and Development,Water Leak,Slow Leak,Apartment,11223,1752 EAST    9 STREET,EAST    9 STREET,KINGS HIGHWAY,AVENUE R,KINGS HIGHWAY,AVENUE R,ADDRESS,BROOKLYN,EAST    9 STREET,Closed,15 BROOKLYN,BROOKLYN,994344,160173,PHONE,Unspecified,BROOKLYN,40.60630847455711,-73.96364755999444,"{'latitude': '40.60630847455711', 'longitude': '-73.96364755999444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-13T00:00:00.000,,2023-10-13T00:00:00.000,,,,,,,,
58961705,2023-09-29T08:20:52.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11235,2752 EAST   27 STREET,EAST   27 STREET,VOORHIES AVENUE,SHORE PARKWAY,VOORHIES AVENUE,SHORE PARKWAY,ADDRESS,BROOKLYN,EAST   27 STREET,Closed,15 BROOKLYN,BROOKLYN,1000335,152859,MOBILE,Unspecified,BROOKLYN,40.58622417436465,-73.94208904595335,"{'latitude': '40.58622417436465', 'longitude': '-73.94208904595335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T08:58:58.000,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-29T08:58:49.000,,,,,,,,
59438480,2023-09-29T08:20:52.000,HPD,Department of Housing Preservation and Development,Plumbing,Basin/Sink,Apartment,11223,1752 EAST    9 STREET,EAST    9 STREET,KINGS HIGHWAY,AVENUE R,KINGS HIGHWAY,AVENUE R,ADDRESS,BROOKLYN,EAST    9 STREET,Closed,15 BROOKLYN,BROOKLYN,994344,160173,PHONE,Unspecified,BROOKLYN,40.60630847455711,-73.96364755999444,"{'latitude': '40.60630847455711', 'longitude': '-73.96364755999444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-13T00:00:00.000,,2023-10-13T00:00:00.000,,,,,,,,
59448458,2023-09-29T08:20:51.000,HPD,Department of Housing Preservation and Development,Paint/Plaster,Ceiling,Apartment,11223,1752 EAST    9 STREET,EAST    9 STREET,KINGS HIGHWAY,AVENUE R,KINGS HIGHWAY,AVENUE R,ADDRESS,BROOKLYN,EAST    9 STREET,Closed,15 BROOKLYN,BROOKLYN,994344,160173,PHONE,Unspecified,BROOKLYN,40.60630847455711,-73.96364755999444,"{'latitude': '40.60630847455711', 'longitude': '-73.96364755999444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-13T00:00:00.000,,2023-10-13T00:00:00.000,,,,,,,,
58961808,2023-09-29T08:20:51.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10027,200 WEST  131 STREET,WEST  131 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  131 STREET,Closed,10 MANHATTAN,MANHATTAN,999270,235411,ONLINE,Unspecified,MANHATTAN,40.81281181632886,-73.94573926927536,"{'latitude': '40.81281181632886', 'longitude': '-73.94573926927536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T10:01:31.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-29T10:01:18.000,1019330050,,,,,,,
59453028,2023-09-29T08:20:50.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11223,1752 EAST    9 STREET,EAST    9 STREET,KINGS HIGHWAY,AVENUE R,KINGS HIGHWAY,AVENUE R,ADDRESS,BROOKLYN,EAST    9 STREET,Closed,15 BROOKLYN,BROOKLYN,994344,160173,PHONE,Unspecified,BROOKLYN,40.60630847455711,-73.96364755999444,"{'latitude': '40.60630847455711', 'longitude': '-73.96364755999444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-13T00:00:00.000,,2023-10-13T00:00:00.000,,,,,,,,
59435136,2023-09-29T08:20:50.000,HPD,Department of Housing Preservation and Development,Plumbing,Bathtub/Shower,Apartment,11223,1752 EAST    9 STREET,EAST    9 STREET,KINGS HIGHWAY,AVENUE R,KINGS HIGHWAY,AVENUE R,ADDRESS,BROOKLYN,EAST    9 STREET,Closed,15 BROOKLYN,BROOKLYN,994344,160173,PHONE,Unspecified,BROOKLYN,40.60630847455711,-73.96364755999444,"{'latitude': '40.60630847455711', 'longitude': '-73.96364755999444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-13T00:00:00.000,,2023-10-13T00:00:00.000,,,,,,,,
59435483,2023-09-29T08:20:49.000,DEP,Department of Environmental Protection,Sewer Maintenance,Catch Basin Clogged,Sewer,11236,1179 EAST   83 STREET,EAST   83 STREET,AVENUE K,AVENUE L,AVENUE K,AVENUE L,ADDRESS,BROOKLYN,EAST   83 STREET,Closed,18 BROOKLYN,BROOKLYN,1010306,169726,PHONE,Unspecified,BROOKLYN,40.63249689950144,-73.90612531899389,"{'latitude': '40.63249689950144', 'longitude': '-73.90612531899389', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T15:45:00.000,,2023-10-01T15:45:00.000,3080490008,,,,,,,
59445228,2023-09-29T08:20:44.000,HPD,Department of Housing Preservation and Development,Plumbing,Basin/Sink,Apartment,11223,1752 EAST    9 STREET,EAST    9 STREET,KINGS HIGHWAY,AVENUE R,KINGS HIGHWAY,AVENUE R,ADDRESS,BROOKLYN,EAST    9 STREET,Closed,15 BROOKLYN,BROOKLYN,994344,160173,PHONE,Unspecified,BROOKLYN,40.60630847455711,-73.96364755999444,"{'latitude': '40.60630847455711', 'longitude': '-73.96364755999444', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-13T00:00:00.000,,2023-10-13T00:00:00.000,,,,,,,,
58961898,2023-09-29T08:20:37.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,10029,227 EAST  105 STREET,EAST  105 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST  105 STREET,Closed,11 MANHATTAN,MANHATTAN,999643,227313,ONLINE,Unspecified,MANHATTAN,40.79058438609603,-73.94441034786556,"{'latitude': '40.79058438609603', 'longitude': '-73.94441034786556', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-17T09:41:32.000,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T10:44:19.000,,,,,,,,
58968159,2023-09-29T08:20:32.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,Private Carter Decal Not Posted,Street,10019,250 WEST   54 STREET,WEST   54 STREET,BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,ADDRESS,NEW YORK,WEST   54 STREET,Closed,05 MANHATTAN,MANHATTAN,988919,217735,ONLINE,Unspecified,MANHATTAN,40.76430747263442,-73.98314521731359,"{'latitude': '40.76430747263442', 'longitude': '-73.98314521731359', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T07:36:24.000,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-10-02T07:36:30.000,,,,,,,,
59456030,2023-09-29T08:20:25.000,DEP,Department of Environmental Protection,Sewer Maintenance,Backup,Sewer,11204,1859 62 STREET,62 STREET,18 AVENUE,19 AVENUE,18 AVENUE,19 AVENUE,ADDRESS,BROOKLYN,62 STREET,Closed,11 BROOKLYN,BROOKLYN,987803,165211,ONLINE,Unspecified,BROOKLYN,40.620141781917724,-73.98720160649576,"{'latitude': '40.620141781917724', 'longitude': '-73.98720160649576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T14:15:00.000,,2023-09-29T14:15:00.000,,,,,,,,
59435716,2023-09-29T08:20:18.000,HPD,Department of Housing Preservation and Development,Unsanitary Condition,Mold,Apartment,10032,898 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  154 STREET,WEST  155 STREET,WEST  154 STREET,WEST  155 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,Closed,09 MANHATTAN,MANHATTAN,1000457,241929,PHONE,Unspecified,MANHATTAN,40.830699781595555,-73.94143541296492,"{'latitude': '40.830699781595555', 'longitude': '-73.94143541296492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T00:00:00.000,,2023-10-02T00:00:00.000,1020697501,,,,,,,
58962824,2023-09-29T08:20:14.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10472,1354 COMMONWEALTH AVENUE,COMMONWEALTH AVENUE,,,,,ADDRESS,BRONX,,Open,09 BRONX,BRONX,1020574,243088,PHONE,Unspecified,BRONX,40.83382107409254,-73.86873570082354,"{'latitude': '40.83382107409254', 'longitude': '-73.86873570082354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,2038750036,,,,,,,
58974274,2023-09-29T08:20:10.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11004,80-64 265 STREET,265 STREET,80 AVENUE,81 AVENUE,80 AVENUE,81 AVENUE,ADDRESS,GLEN OAKS,265 STREET,Closed,13 QUEENS,QUEENS,1065683,210726,ONLINE,Unspecified,QUEENS,40.744695847232975,-73.70611821551829,"{'latitude': '40.744695847232975', 'longitude': '-73.70611821551829', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-11T08:21:21.000,The Department of Sanitation collected the requested items.,2023-09-30T12:41:29.000,4087200068,,,,,,,
58964601,2023-09-29T08:20:08.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11354,28-22 147 STREET,147 STREET,,,,,ADDRESS,FLUSHING,,Closed,07 QUEENS,QUEENS,1034200,220897,PHONE,Unspecified,QUEENS,40.77284644801948,-73.8196605405758,"{'latitude': '40.77284644801948', 'longitude': '-73.8196605405758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-04T13:58:52.000,The Department of Housing Preservation and Development contacted an occupant of the apartment or building and verified that the complaint was addressed.  The complaint has been closed.,2023-10-04T00:00:00.000,,,,,,,,
58962785,2023-09-29T08:20:08.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11354,28-22 147 STREET,147 STREET,,,,,ADDRESS,FLUSHING,,Closed,07 QUEENS,QUEENS,1034200,220897,PHONE,Unspecified,QUEENS,40.77284644801948,-73.8196605405758,"{'latitude': '40.77284644801948', 'longitude': '-73.8196605405758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-04T13:58:52.000,The Department of Housing Preservation and Development contacted an occupant of the apartment or building and verified that the complaint was addressed.  The complaint has been closed.,2023-10-04T00:00:00.000,,,,,,,,
58956892,2023-09-29T08:20:08.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11223,182 AVENUE V,AVENUE V,,,,,ADDRESS,BROOKLYN,,Closed,15 BROOKLYN,BROOKLYN,990565,155820,PHONE,Unspecified,BROOKLYN,40.59436387119787,-73.9772612849471,"{'latitude': '40.59436387119787', 'longitude': '-73.9772612849471', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T18:08:23.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,3071440009,,,,,,,
58962928,2023-09-29T08:20:07.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,11214,268 BAY   38 STREET,BAY   38 STREET,,,,,ADDRESS,BROOKLYN,,Closed,11 BROOKLYN,BROOKLYN,985960,155291,PHONE,Unspecified,BROOKLYN,40.59291395726043,-73.99384285699827,"{'latitude': '40.59291395726043', 'longitude': '-73.99384285699827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T18:31:11.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-30T00:00:00.000,3069280050,,,,,,,
58962918,2023-09-29T08:20:07.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11214,268 BAY   38 STREET,BAY   38 STREET,,,,,ADDRESS,BROOKLYN,,Closed,11 BROOKLYN,BROOKLYN,985960,155291,PHONE,Unspecified,BROOKLYN,40.59291395726043,-73.99384285699827,"{'latitude': '40.59291395726043', 'longitude': '-73.99384285699827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-04T21:48:18.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,3069280050,,,,,,,
58961358,2023-09-29T08:20:07.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11214,268 BAY   38 STREET,BAY   38 STREET,,,,,ADDRESS,BROOKLYN,,Closed,11 BROOKLYN,BROOKLYN,985960,155291,PHONE,Unspecified,BROOKLYN,40.59291395726043,-73.99384285699827,"{'latitude': '40.59291395726043', 'longitude': '-73.99384285699827', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-04T21:48:18.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,3069280050,,,,,,,
58964717,2023-09-29T08:20:06.000,HPD,Department of Housing Preservation and Development,OUTSIDE BUILDING,PORCH/BALCONY,RESIDENTIAL BUILDING,10305,507 BUEL AVENUE,BUEL AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,02 STATEN ISLAND,STATEN ISLAND,960141,151299,PHONE,Unspecified,STATEN ISLAND,40.58192409396946,-74.08679424461627,"{'latitude': '40.58192409396946', 'longitude': '-74.08679424461627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-04T10:07:56.000,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,5037070076,,,,,,,
58963071,2023-09-29T08:20:06.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11226,525 EAST   21 STREET,EAST   21 STREET,,,,,ADDRESS,BROOKLYN,,Open,14 BROOKLYN,BROOKLYN,995836,172872,ONLINE,Unspecified,BROOKLYN,40.641162742829806,-73.95825248933495,"{'latitude': '40.641162742829806', 'longitude': '-73.95825248933495', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-29T00:00:00.000,3051850073,,,,,,,
58965166,2023-09-29T08:20:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11223,63 AVENUE X,AVENUE X,W 12 ST,W 11 ST,,,ADDRESS,BROOKLYN,,Closed,13 BROOKLYN,BROOKLYN,989441,153987,PHONE,Unspecified,BROOKLYN,40.58933338333874,-73.98130993227439,"{'latitude': '40.58933338333874', 'longitude': '-73.98130993227439', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-01T11:50:00.000,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2023-10-01T11:50:00.000,3071620040,,,,,,,
58965319,2023-09-29T08:20:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11234,1835 EAST   52 STREET,EAST   52 STREET,FILLMORE AVE,AVENUE S,,,ADDRESS,BROOKLYN,,Closed,18 BROOKLYN,BROOKLYN,1005231,163113,PHONE,Unspecified,BROOKLYN,40.61435907871745,-73.92443009707456,"{'latitude': '40.61435907871745', 'longitude': '-73.92443009707456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T10:35:00.000,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T10:35:00.000,3085130040,,,,,,,
58957641,2023-09-29T08:20:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11214,41 BAY   37 STREET,BAY   37 STREET,86 ST,BENSON AVE,,,ADDRESS,BROOKLYN,,Closed,11 BROOKLYN,BROOKLYN,987161,157130,ONLINE,Unspecified,BROOKLYN,40.59796132875895,-73.9895176618777,"{'latitude': '40.59796132875895', 'longitude': '-73.9895176618777', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-29T13:00:00.000,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-29T13:00:00.000,3068650024,,,,,,,
58958992,2023-09-29T08:20:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11207,321 WYONA STREET,WYONA STREET,BELMONT AVE,SUTTER AVE,,,ADDRESS,BROOKLYN,,Closed,05 BROOKLYN,BROOKLYN,1014031,183693,PHONE,Unspecified,BROOKLYN,40.670821505248604,-73.89264321257438,"{'latitude': '40.670821505248604', 'longitude': '-73.89264321257438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T07:20:00.000,The Department of Environmental Protection has investigated this complaint and found that debris was obstructing the catch basin.,2023-10-02T07:20:00.000,3037580022,,,,,,,
58960738,2023-09-29T08:20:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11214,38 BAY   47 STREET,BAY   47 STREET,BATH AVE,HARWAY AVE,,,ADDRESS,BROOKLYN,,Closed,13 BROOKLYN,BROOKLYN,988309,154413,PHONE,Unspecified,BROOKLYN,40.590503258802265,-73.98538541442726,"{'latitude': '40.590503258802265', 'longitude': '-73.98538541442726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T17:50:00.000,NYC DEP investigated and determined the sewer or catchbasin was overtaxed due to heavy rain and no further action is required.,2023-09-30T17:50:00.000,3069010042,,,,,,,
