unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,intersection_street_1,intersection_street_2,facility_type,cross_street_1,cross_street_2,landmark,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp
58858827,2023-09-15T11:00:23.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,,,,,,Closed,The Department of Sanitation cleaned the location.,2023-09-19T09:43:20.000,0 Unspecified,,Unspecified,1039323,196682,PHONE,Unspecified,Unspecified,40.706352026525394,-73.80136277221122,"{'latitude': '40.706352026525394', 'longitude': '-73.80136277221122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T09:43:14.000,,,,,,,,,,,,
58860744,2023-09-15T11:00:23.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-05T11:20:32.000,Unspecified MANHATTAN,,MANHATTAN,991633,217919,MOBILE,Unspecified,MANHATTAN,40.764810655208066,-73.97334765434452,"{'latitude': '40.764810655208066', 'longitude': '-73.97334765434452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,R,N R W Downtown & Brooklyn,Platform,
58863266,2023-09-15T11:00:20.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T11:27:54.000,0 Unspecified,,Unspecified,1002158,154420,PHONE,Unspecified,Unspecified,40.59050531122688,-73.93552154991372,"{'latitude': '40.59050531122688', 'longitude': '-73.93552154991372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T11:27:49.000,,,,,,,,,,,,
58852223,2023-09-15T11:00:16.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,,,,,,Closed,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,2023-09-18T08:51:09.000,0 Unspecified,,Unspecified,1028468,267422,PHONE,Unspecified,Unspecified,40.90057439119954,-73.8400485843937,"{'latitude': '40.90057439119954', 'longitude': '-73.8400485843937', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T08:50:54.000,,,,,,,,,,,,
58821773,2023-09-15T11:00:06.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10025,976 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,07 MANHATTAN,1018800029,MANHATTAN,994023,231411,PHONE,Unspecified,MANHATTAN,40.80184028495581,-73.96470021991355,"{'latitude': '40.80184028495581', 'longitude': '-73.96470021991355', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T21:58:03.000,,,,,,,,,,,,
58862366,2023-09-15T10:59:58.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11360,28-31 203 STREET,203 STREET,ADDRESS,BAYSIDE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-28T11:16:28.000,11 QUEENS,4060300096,QUEENS,1043070,220838,ONLINE,Unspecified,QUEENS,40.77262993714069,-73.78763692865658,"{'latitude': '40.77262993714069', 'longitude': '-73.78763692865658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,28 AVENUE,29 AVENUE,,28 AVENUE,29 AVENUE,203 STREET,,,,,,
58823464,2023-09-15T10:59:55.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,11236,1425 EAST  101 STREET,EAST  101 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-17T00:00:00.000,18 BROOKLYN,3083040131,BROOKLYN,1015345,171361,PHONE,Unspecified,BROOKLYN,40.6369683680711,-73.8879632699201,"{'latitude': '40.6369683680711', 'longitude': '-73.8879632699201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-17T18:53:52.000,,,,,,,,,,,,
58821735,2023-09-15T10:59:55.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11236,1425 EAST  101 STREET,EAST  101 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-17T00:00:00.000,18 BROOKLYN,3083040131,BROOKLYN,1015345,171361,PHONE,Unspecified,BROOKLYN,40.6369683680711,-73.8879632699201,"{'latitude': '40.6369683680711', 'longitude': '-73.8879632699201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-17T18:53:52.000,,,,,,,,,,,,
58822626,2023-09-15T10:59:55.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,11236,1425 EAST  101 STREET,EAST  101 STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-17T00:00:00.000,18 BROOKLYN,3083040131,BROOKLYN,1015345,171361,PHONE,Unspecified,BROOKLYN,40.6369683680711,-73.8879632699201,"{'latitude': '40.6369683680711', 'longitude': '-73.8879632699201', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-17T18:53:52.000,,,,,,,,,,,,
58835538,2023-09-15T10:59:55.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,,,,,,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-16T06:43:02.000,0 Unspecified,,Unspecified,,213999,ONLINE,Unspecified,Unspecified,,,,2023-09-16T06:43:02.000,,,,,,,,,,,,
58836750,2023-09-15T10:59:54.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,,,,,,Closed,The Department of Sanitation collected the requested items.,2023-09-16T05:41:27.000,0 Unspecified,,Unspecified,1035120,181441,ONLINE,Unspecified,Unspecified,40.664544220440234,-73.81663716952706,"{'latitude': '40.664544220440234', 'longitude': '-73.81663716952706', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T14:25:36.000,,,,,,,,,,,,
58858628,2023-09-15T10:59:39.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10026,119 LENOX AVENUE,LENOX AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Transportation inspected the location more than six months ago and has notified the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-09-28T10:12:08.000,10 MANHATTAN,1018250036,MANHATTAN,998157,231443,PHONE,Unspecified,MANHATTAN,40.801922576622246,-73.9497682735926,"{'latitude': '40.801922576622246', 'longitude': '-73.9497682735926', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-28T10:12:05.000,WEST  115 STREET,WEST  116 STREET,,WEST  115 STREET,WEST  116 STREET,LENOX AVENUE,,,,,,
58856730,2023-09-15T10:59:34.000,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,,,,,,In Progress,,,0 Unspecified,,Unspecified,,183013,ONLINE,Unspecified,Unspecified,,,,,,,,,,,,,,,,
58862820,2023-09-15T10:59:20.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T12:57:18.000,0 Unspecified,,Unspecified,1017065,214816,PHONE,Unspecified,Unspecified,40.75623590520166,-73.88155432888877,"{'latitude': '40.75623590520166', 'longitude': '-73.88155432888877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:57:12.000,,,,,,,,,,,,
58862821,2023-09-15T10:59:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T11:41:06.000,0 Unspecified,,Unspecified,,196348,MOBILE,Unspecified,Unspecified,,,,2023-09-15T11:41:03.000,,,,,,,,,,,,
58858383,2023-09-15T10:59:09.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Park,11212,615 SARATOGA AVENUE,SARATOGA AVENUE,ADDRESS,BROOKLYN,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-13T10:53:31.000,16 BROOKLYN,3035370019,BROOKLYN,1007409,181820,PHONE,Unspecified,BROOKLYN,40.6657003394126,-73.91652111391699,"{'latitude': '40.6657003394126', 'longitude': '-73.91652111391699', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,SUTTER AVENUE,BLAKE AVENUE,,SUTTER AVENUE,BLAKE AVENUE,SARATOGA AVENUE,,,,,,
58862845,2023-09-15T10:59:03.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,,,,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T12:08:18.000,0 Unspecified,,Unspecified,1008917,194146,PHONE,Unspecified,Unspecified,40.69952831221686,-73.91104026235047,"{'latitude': '40.69952831221686', 'longitude': '-73.91104026235047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:08:36.000,,,,,,,,,,,,
58823041,2023-09-15T10:59:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),,11235,,,INTERSECTION,BROOKLYN,Closed,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,2023-09-15T11:17:00.000,15 BROOKLYN,,BROOKLYN,998674,151241,ONLINE,Unspecified,BROOKLYN,40.58178594463837,-73.94807260926584,"{'latitude': '40.58178594463837', 'longitude': '-73.94807260926584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T11:17:00.000,SHORE BOULEVARD,OCEAN AVENUE,,,,,,,,,,
58823912,2023-09-15T10:59:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11235,710 SHORE BOULEVARD,SHORE BOULEVARD,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-15T11:05:00.000,15 BROOKLYN,3087440001,BROOKLYN,998737,151223,PHONE,Unspecified,BROOKLYN,40.58173643547673,-73.94784584357383,"{'latitude': '40.58173643547673', 'longitude': '-73.94784584357383', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T11:05:00.000,,,,OCEAN AVE,FALMOUTH ST,,,,,,,
58857243,2023-09-15T10:58:23.000,DOT,Department of Transportation,Street Sign - Damaged,Stop,Street,,,,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-15T13:02:13.000,0 Unspecified,,Unspecified,995118,200491,PHONE,Unspecified,Unspecified,40.71697153962597,-73.9607950978643,"{'latitude': '40.71697153962597', 'longitude': '-73.9607950978643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T13:02:09.000,,,,,,,,,,,,
58865597,2023-09-15T10:58:14.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T11:22:34.000,0 Unspecified,,Unspecified,983499,206971,PHONE,Unspecified,Unspecified,40.734764207988796,-74.00270985853327,"{'latitude': '40.734764207988796', 'longitude': '-74.00270985853327', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T11:22:29.000,,,,,,,,,,,,
58868602,2023-09-15T10:58:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,,,,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T11:40:36.000,0 Unspecified,,Unspecified,,196399,MOBILE,Unspecified,Unspecified,,,,2023-09-15T11:40:32.000,,,,,,,,,,,,
58821232,2023-09-15T10:58:09.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,11231,63 3 PLACE,3 PLACE,ADDRESS,BROOKLYN,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-15T00:00:00.000,06 BROOKLYN,3003660048,BROOKLYN,984561,186664,UNKNOWN,Unspecified,BROOKLYN,40.67902631647684,-73.99887874617073,"{'latitude': '40.67902631647684', 'longitude': '-73.99887874617073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T10:58:09.000,,,,,,,,,,,,
58825352,2023-09-15T10:58:09.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10030,127 WEST  141 STREET,WEST  141 STREET,ADDRESS,NEW YORK,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-10-31T00:00:00.000,10 MANHATTAN,1020100011,MANHATTAN,1001181,237384,UNKNOWN,Unspecified,MANHATTAN,40.818223692018165,-73.93883068190463,"{'latitude': '40.818223692018165', 'longitude': '-73.93883068190463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-31T00:00:00.000,,,,,,,,,,,,
58823111,2023-09-15T10:58:08.000,DOB,Department of Buildings,General Construction/Plumbing,Site Conditions Endangering Workers,,10024,326 WEST   77 STREET,WEST   77 STREET,ADDRESS,NEW YORK,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-16T00:00:00.000,07 MANHATTAN,1011850088,MANHATTAN,988920,224707,UNKNOWN,Unspecified,MANHATTAN,40.783443785273015,-73.98313676222928,"{'latitude': '40.783443785273015', 'longitude': '-73.98313676222928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:00:00.000,,,N/A,,,,,,,,,
58832552,2023-09-15T10:58:00.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Ventilation,3+ Family Apartment Building,10030,220 WEST  133 STREET,WEST  133 STREET,ADDRESS,NEW YORK,Closed,,2023-09-15T13:10:40.000,10 MANHATTAN,1019380050,MANHATTAN,999333,235976,PHONE,Unspecified,MANHATTAN,40.81436247603053,-73.94551040806088,"{'latitude': '40.81436247603053', 'longitude': '-73.94551040806088', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T13:10:40.000,,,,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,,,,,,,
58856601,2023-09-15T10:57:48.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11372,83-05 34 AVENUE,34 AVENUE,ADDRESS,JACKSON HEIGHTS,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-15T10:57:48.000,03 QUEENS,4014310037,QUEENS,1016406,213948,PHONE,Unspecified,QUEENS,40.753855889256215,-73.88393713629968,"{'latitude': '40.753855889256215', 'longitude': '-73.88393713629968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T10:57:48.000,83 STREET,84 STREET,,83 STREET,84 STREET,34 AVENUE,,,,,,
58866448,2023-09-15T10:57:36.000,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Non Passenger,Street,10019,716 5 AVENUE,5 AVENUE,ADDRESS,NEW YORK,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-11-24T08:57:30.000,05 MANHATTAN,1012710038,MANHATTAN,991287,216937,ONLINE,Unspecified,MANHATTAN,40.76211560056026,-73.97459772895448,"{'latitude': '40.76211560056026', 'longitude': '-73.97459772895448', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-11-24T08:57:27.000,EAST   55 STREET,EAST   56 STREET,,EAST   55 STREET,EAST   56 STREET,5 AVENUE,"716 5 AVENUE, MANHATTAN (NEW YORK), NY, 10019",,,,,
58861061,2023-09-15T10:57:30.000,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,,,,,,Closed,"The Department of Transportation inspected the location for the condition you reported and could not find the problem. It you would like to pursue the complaint, please call 311 or (212) 639-9675 with additional information.",2023-09-19T09:23:59.000,0 Unspecified,,Unspecified,1000550,234918,PHONE,Unspecified,Unspecified,40.81145639993398,-73.94111638423647,"{'latitude': '40.81145639993398', 'longitude': '-73.94111638423647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T09:23:54.000,,,,,,,,,,,,
58861700,2023-09-15T10:57:16.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,,,,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T11:21:04.000,0 Unspecified,,Unspecified,1007506,222100,MOBILE,Unspecified,Unspecified,40.77625890009199,-73.91603229091795,"{'latitude': '40.77625890009199', 'longitude': '-73.91603229091795', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T11:20:58.000,,,,,,,,,,,,
58866577,2023-09-15T10:57:15.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Store/Commercial,,,,ADDRESS,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-15T11:49:00.000,0 Unspecified,,Unspecified,984592,206512,MOBILE,Unspecified,Unspecified,40.733504391255806,-73.99876597324072,"{'latitude': '40.733504391255806', 'longitude': '-73.99876597324072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58855365,2023-09-15T10:57:01.000,DOT,Department of Transportation,Street Sign - Damaged,Bus Stop,Street,,,,,,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-19T08:30:55.000,0 Unspecified,,Unspecified,990667,225989,ONLINE,Unspecified,Unspecified,40.78696143749082,-73.97682717033072,"{'latitude': '40.78696143749082', 'longitude': '-73.97682717033072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T08:30:51.000,,,,,,,,,,,,
58825423,2023-09-15T10:57:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10314,385F SIGNS ROAD,SIGNS ROAD,ADDRESS,STATEN ISLAND,Closed,The Department of Sanitation collected the E-waste.,2023-09-18T12:29:00.000,02 STATEN ISLAND,5021407501,STATEN ISLAND,936160,159163,PHONE,Unspecified,STATEN ISLAND,40.60341149731299,-74.17318348261041,"{'latitude': '40.60341149731299', 'longitude': '-74.17318348261041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T12:29:00.000,,,,SPARK PLACE,VICTORY BOULEVARD,,,,,,,
58828831,2023-09-15T10:56:58.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,,,,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T09:03:12.000,0 Unspecified,,Unspecified,1058060,182596,ONLINE,Unspecified,Unspecified,40.667552904385516,-73.73393686007931,"{'latitude': '40.667552904385516', 'longitude': '-73.73393686007931', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T07:32:10.000,,,,,,,,,,,,
58860574,2023-09-15T10:56:20.000,DOT,Department of Transportation,Sidewalk Condition,Newspaper Box Complaint,Sidewalk,10033,306 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,Closed,The Department of Transportation inspected the condition and issued a notice to the responsible party to correct the condition.,2023-10-19T08:05:51.000,12 MANHATTAN,1021420154,MANHATTAN,1000721,247310,PHONE,Unspecified,MANHATTAN,40.84546857293556,-73.94046822500994,"{'latitude': '40.84546857293556', 'longitude': '-73.94046822500994', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-19T08:05:44.000,WEST  173 STREET,WEST  174 STREET,,WEST  173 STREET,WEST  174 STREET,FORT WASHINGTON AVENUE,,,,,,
58858738,2023-09-15T10:56:20.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,,,,ADDRESS,,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-15T12:01:26.000,0 Unspecified,,Unspecified,994760,217321,PHONE,Unspecified,Unspecified,40.76316613516799,-73.96206024096973,"{'latitude': '40.76316613516799', 'longitude': '-73.96206024096973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,,
58851896,2023-09-15T10:56:17.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Grass/Weeds,Park,,,,,,Closed,NYC Parks didn't take action because the issue you reported is out of their jurisdiction.,2023-09-18T15:15:33.000,0 Unspecified,,Unspecified,1001329,215636,MOBILE,Mafera Park,Unspecified,40.758530994120946,-73.93835127623701,"{'latitude': '40.758530994120946', 'longitude': '-73.93835127623701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T15:15:29.000,,,,,,,,,,,,
58859388,2023-09-15T10:56:08.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T11:31:14.000,0 Unspecified,,Unspecified,,259989,ONLINE,Unspecified,Unspecified,,,,2023-09-15T11:31:09.000,,,,,,,,,,,,
58869233,2023-09-15T10:56:04.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,,,,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T14:34:11.000,0 Unspecified,,Unspecified,,239907,PHONE,Unspecified,Unspecified,,,,2023-09-15T14:34:08.000,,,,,,,,,,,,
58824699,2023-09-15T10:56:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,10029,415 EAST  102 STREET,EAST  102 STREET,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-15T12:38:00.000,11 MANHATTAN,1016960001,MANHATTAN,1000489,225946,ONLINE,Unspecified,MANHATTAN,40.78683082447753,-73.94135844374215,"{'latitude': '40.78683082447753', 'longitude': '-73.94135844374215', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T12:38:00.000,,,N/A,1 AVE,F D R DR,,,,,,,
58822195,2023-09-15T10:56:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11212,174 GRAFTON STREET,GRAFTON STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-15T21:05:00.000,16 BROOKLYN,3035510032,BROOKLYN,1006992,181157,PHONE,Unspecified,BROOKLYN,40.663881633196894,-73.91802646683621,"{'latitude': '40.663881633196894', 'longitude': '-73.91802646683621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T21:05:00.000,,,,BLAKE AVE,DUMONT AVE,,,,,,,
58827540,2023-09-15T10:55:16.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,,,,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T14:03:21.000,0 Unspecified,,Unspecified,1046123,183549,ONLINE,Unspecified,Unspecified,40.67026013779701,-73.77695725073391,"{'latitude': '40.67026013779701', 'longitude': '-73.77695725073391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T05:23:57.000,,,,,,,,,,,,
58862253,2023-09-15T10:55:11.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,,,,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T11:26:14.000,0 Unspecified,,Unspecified,999025,188085,PHONE,Unspecified,Unspecified,40.68291431286934,-73.94672832076486,"{'latitude': '40.68291431286934', 'longitude': '-73.94672832076486', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T11:26:07.000,,,,,,,,,,,,
58823119,2023-09-15T10:55:08.000,DOB,Department of Buildings,Electrical,Electrical Wiring Defective/Exposed,,10004,73 EXCHANGE PLACE,EXCHANGE PLACE,ADDRESS,NEW YORK,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-16T00:00:00.000,01 MANHATTAN,1000237501,MANHATTAN,980897,196731,UNKNOWN,Unspecified,MANHATTAN,40.706657274166346,-74.01209364127455,"{'latitude': '40.706657274166346', 'longitude': '-74.01209364127455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-16T00:00:00.000,,,,,,,,,,,,
58858760,2023-09-15T10:55:05.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-15T11:03:51.000,0 Unspecified,,Unspecified,989060,205878,MOBILE,Unspecified,Unspecified,40.731762915725135,-73.98264469699926,"{'latitude': '40.731762915725135', 'longitude': '-73.98264469699926', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-15T11:03:47.000,,,,,,,,,,,,
58823187,2023-09-15T10:55:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10011,38 WEST    8 STREET,WEST    8 STREET,ADDRESS,NEW YORK,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-18T18:30:00.000,02 MANHATTAN,1005530024,MANHATTAN,984741,206343,UNKNOWN,Unspecified,MANHATTAN,40.733040520788045,-73.99822835403259,"{'latitude': '40.733040520788045', 'longitude': '-73.99822835403259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,AVE OF THE AMERICAS,MAC DOUGAL ST,,,,,,,
