unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date
58927333,2023-09-26T10:13:59.000,2023-09-26T18:28:44.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10459,900 FOX STREET,FOX STREET,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,2023-09-26T00:00:00.000,02 BRONX,2027220048,BRONX,1013578,237936,ONLINE,Unspecified,BRONX,40.819706316090034,-73.89403968924076,"{'latitude': '40.819706316090034', 'longitude': '-73.89403968924076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58935204,2023-09-26T10:13:54.000,2023-09-26T10:16:39.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T10:16:42.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,,
58930200,2023-09-26T10:13:51.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,Street,10027,565 MANHATTAN AVENUE,MANHATTAN AVENUE,ADDRESS,NEW YORK,In Progress,,,09 MANHATTAN,1019500014,MANHATTAN,997147,234283,ONLINE,Unspecified,MANHATTAN,40.809719124747836,-73.95341091112823,"{'latitude': '40.809719124747836', 'longitude': '-73.95341091112823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  123 STREET,HANCOCK PLACE,WEST  123 STREET,HANCOCK PLACE,MANHATTAN AVENUE,,,,,,,
58927538,2023-09-26T10:13:49.000,2023-09-26T10:13:49.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10460,1510 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,ADDRESS,BRONX,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-26T00:00:00.000,03 BRONX,2029810021,BRONX,1014700,243016,UNKNOWN,Unspecified,BRONX,40.833645661012824,-73.88996291908425,"{'latitude': '40.833645661012824', 'longitude': '-73.88996291908425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58927431,2023-09-26T10:13:47.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10032,3856 BROADWAY,BROADWAY,ADDRESS,NEW YORK,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,12 MANHATTAN,1021190005,MANHATTAN,999983,244011,PHONE,Unspecified,MANHATTAN,40.83641512756382,-73.94314334561156,"{'latitude': '40.83641512756382', 'longitude': '-73.94314334561156', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58933235,2023-09-26T10:13:39.000,2023-09-26T16:21:48.000,DOT,Department of Transportation,Street Condition,Failed Street Repair,Street,11412,119-21 199 STREET,199 STREET,ADDRESS,SAINT ALBANS,Closed,This request required re-assignment to a new DOT unit.,2023-09-26T16:21:53.000,12 QUEENS,4126550044,QUEENS,1053054,191133,UNKNOWN,Unspecified,QUEENS,40.69102525999469,-73.75189474369309,"{'latitude': '40.69102525999469', 'longitude': '-73.75189474369309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",119 AVENUE,120 AVENUE,119 AVENUE,120 AVENUE,199 STREET,,,,,,,
58935404,2023-09-26T10:13:39.000,2023-09-26T10:16:30.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,ADDRESS,FRESH MEADOWS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T10:16:32.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,PARSONS BOULEVARD,,,,,,,
58931262,2023-09-26T10:13:38.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10459,1420 STEBBINS AVENUE,STEBBINS AVENUE,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,03 BRONX,2029650042,BRONX,1013505,243086,PHONE,Unspecified,BRONX,40.83384183000208,-73.89428097771565,"{'latitude': '40.83384183000208', 'longitude': '-73.89428097771565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58935047,2023-09-26T10:13:35.000,2023-10-01T11:52:16.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10462,2333 ELLIS AVENUE,ELLIS AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-01T00:00:00.000,09 BRONX,2038310074,BRONX,1026592,242881,PHONE,Unspecified,BRONX,40.83322611753026,-73.84698975880914,"{'latitude': '40.83322611753026', 'longitude': '-73.84698975880914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58933797,2023-09-26T10:13:35.000,2023-10-01T11:52:15.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10462,2333 ELLIS AVENUE,ELLIS AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,09 BRONX,2038310074,BRONX,1026592,242881,PHONE,Unspecified,BRONX,40.83322611753026,-73.84698975880914,"{'latitude': '40.83322611753026', 'longitude': '-73.84698975880914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58930048,2023-09-26T10:13:35.000,2023-10-01T11:52:16.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10462,2333 ELLIS AVENUE,ELLIS AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,09 BRONX,2038310074,BRONX,1026592,242881,PHONE,Unspecified,BRONX,40.83322611753026,-73.84698975880914,"{'latitude': '40.83322611753026', 'longitude': '-73.84698975880914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58928553,2023-09-26T10:13:35.000,2023-10-01T11:52:16.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10462,2333 ELLIS AVENUE,ELLIS AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,09 BRONX,2038310074,BRONX,1026592,242881,PHONE,Unspecified,BRONX,40.83322611753026,-73.84698975880914,"{'latitude': '40.83322611753026', 'longitude': '-73.84698975880914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58928567,2023-09-26T10:13:35.000,2023-10-01T11:52:16.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10462,2333 ELLIS AVENUE,ELLIS AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,09 BRONX,2038310074,BRONX,1026592,242881,PHONE,Unspecified,BRONX,40.83322611753026,-73.84698975880914,"{'latitude': '40.83322611753026', 'longitude': '-73.84698975880914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58935094,2023-09-26T10:13:35.000,2023-10-01T11:52:15.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10462,2333 ELLIS AVENUE,ELLIS AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,09 BRONX,2038310074,BRONX,1026592,242881,PHONE,Unspecified,BRONX,40.83322611753026,-73.84698975880914,"{'latitude': '40.83322611753026', 'longitude': '-73.84698975880914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58928633,2023-09-26T10:13:35.000,2023-10-01T11:52:16.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10462,2333 ELLIS AVENUE,ELLIS AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,09 BRONX,2038310074,BRONX,1026592,242881,PHONE,Unspecified,BRONX,40.83322611753026,-73.84698975880914,"{'latitude': '40.83322611753026', 'longitude': '-73.84698975880914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58927291,2023-09-26T10:13:35.000,2023-10-01T11:52:15.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10462,2333 ELLIS AVENUE,ELLIS AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,09 BRONX,2038310074,BRONX,1026592,242881,PHONE,Unspecified,BRONX,40.83322611753026,-73.84698975880914,"{'latitude': '40.83322611753026', 'longitude': '-73.84698975880914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58929903,2023-09-26T10:13:35.000,2023-10-01T11:52:15.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10462,2333 ELLIS AVENUE,ELLIS AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-01T00:00:00.000,09 BRONX,2038310074,BRONX,1026592,242881,PHONE,Unspecified,BRONX,40.83322611753026,-73.84698975880914,"{'latitude': '40.83322611753026', 'longitude': '-73.84698975880914', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58929516,2023-09-26T10:13:34.000,2023-09-26T10:55:42.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,10016,3 AVENUE,3 AVENUE,INTERSECTION,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T10:55:47.000,06 MANHATTAN,,MANHATTAN,990571,211433,PHONE,Unspecified,MANHATTAN,40.74700906072902,-73.9771875308903,"{'latitude': '40.74700906072902', 'longitude': '-73.9771875308903', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3 AVENUE,EAST   36 STREET,3 AVENUE,EAST   36 STREET,,,,,,,,
58931304,2023-09-26T10:13:28.000,2023-10-04T16:33:25.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10002,227 CHERRY STREET,CHERRY STREET,ADDRESS,NEW YORK,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,03 MANHATTAN,1002487501,MANHATTAN,986777,198336,PHONE,Unspecified,MANHATTAN,40.711062893490016,-73.99088498319651,"{'latitude': '40.711062893490016', 'longitude': '-73.99088498319651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58926476,2023-09-26T10:13:20.000,,DPR,Department of Parks and Recreation,Maintenance or Facility,Grass/Weeds,Park,11231,104 FERRIS STREET,FERRIS STREET,ADDRESS,BROOKLYN,In Progress,,,06 BROOKLYN,3005950052,BROOKLYN,979510,186284,ONLINE,Unspecified,BROOKLYN,40.67798203887954,-74.01708893878573,"{'latitude': '40.67798203887954', 'longitude': '-74.01708893878573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COFFEY STREET,VAN DYKE STREET,COFFEY STREET,VAN DYKE STREET,FERRIS STREET,,,,,,,
58934557,2023-09-26T10:13:16.000,2023-09-26T11:52:08.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11235,2544 EAST   19 STREET,EAST   19 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T11:52:11.000,15 BROOKLYN,3074390027,BROOKLYN,997923,154057,ONLINE,Unspecified,BROOKLYN,40.589516493592676,-73.95077056284912,"{'latitude': '40.589516493592676', 'longitude': '-73.95077056284912', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE Y,AVENUE Z,AVENUE Y,AVENUE Z,EAST   19 STREET,,,,,,,
58933824,2023-09-26T10:13:16.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10462,1401 WHITE PLAINS ROAD,WHITE PLAINS ROAD,ADDRESS,BRONX,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-26T00:00:00.000,09 BRONX,2039020069,BRONX,1022112,243727,PHONE,Unspecified,BRONX,40.83556848286848,-73.86317422118076,"{'latitude': '40.83556848286848', 'longitude': '-73.86317422118076', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58927557,2023-09-26T10:13:10.000,2023-09-26T11:49:17.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11223,1727 WEST    1 STREET,WEST    1 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T11:49:21.000,11 BROOKLYN,3066560066,BROOKLYN,991344,159989,PHONE,Unspecified,BROOKLYN,40.60580634158455,-73.97445192529595,"{'latitude': '40.60580634158455', 'longitude': '-73.97445192529595', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",QUENTIN ROAD,KINGS HIGHWAY,QUENTIN ROAD,KINGS HIGHWAY,WEST    1 STREET,,,,,,,
58929435,2023-09-26T10:13:03.000,2023-09-26T11:44:58.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,301 GOLD STREET,GOLD STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T11:45:01.000,02 BROOKLYN,3001340006,BROOKLYN,988901,192647,ONLINE,Unspecified,BROOKLYN,40.69544706314867,-73.98322753703334,"{'latitude': '40.69544706314867', 'longitude': '-73.98322753703334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TILLARY STREET,JOHNSON STREET,TILLARY STREET,JOHNSON STREET,GOLD STREET,,,,,,,
58928357,2023-09-26T10:13:00.000,2023-09-26T10:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11228,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T10:40:00.000,10 BROOKLYN,,BROOKLYN,979073,166723,UNKNOWN,Unspecified,BROOKLYN,40.624291106004435,-74.01864942372654,"{'latitude': '40.624291106004435', 'longitude': '-74.01864942372654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,78 STREET,FORT HAMILTON PARKWAY,,,N/A,,,,,
58931669,2023-09-26T10:12:58.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Street,11228,8324 14 AVENUE,14 AVENUE,ADDRESS,BROOKLYN,In Progress,,,10 BROOKLYN,3063090046,BROOKLYN,981441,163076,ONLINE,Unspecified,BROOKLYN,40.61428191682993,-74.0101175151845,"{'latitude': '40.61428191682993', 'longitude': '-74.0101175151845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",83 STREET,84 STREET,83 STREET,84 STREET,14 AVENUE,,,,,,,
58928889,2023-09-26T10:12:50.000,2023-09-28T09:51:40.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,10304,59 JACKSON STREET,JACKSON STREET,ADDRESS,STATEN ISLAND,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-28T09:51:47.000,01 STATEN ISLAND,5005150060,STATEN ISLAND,962009,168871,PHONE,Unspecified,STATEN ISLAND,40.63016050653029,-74.0801271714361,"{'latitude': '40.63016050653029', 'longitude': '-74.0801271714361', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",TAXTER PLACE,BEACH STREET,TAXTER PLACE,BEACH STREET,JACKSON STREET,,,,,,,
58928408,2023-09-26T10:12:37.000,2023-09-26T10:24:31.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456,1385 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T10:24:38.000,03 BRONX,2029010001,BRONX,1010561,243449,PHONE,Unspecified,BRONX,40.8348474210791,-73.90491830085918,"{'latitude': '40.8348474210791', 'longitude': '-73.90491830085918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,WASHINGTON AVENUE,,,,,,,
58927045,2023-09-26T10:12:34.000,2023-09-26T10:38:41.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10466,935 EAST  225 STREET,EAST  225 STREET,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T10:38:48.000,12 BRONX,2048610033,BRONX,1024726,261972,PHONE,Unspecified,BRONX,40.88563385144605,-73.8536175783208,"{'latitude': '40.88563385144605', 'longitude': '-73.8536175783208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONXWOOD AVENUE,PAULDING AVENUE,BRONXWOOD AVENUE,PAULDING AVENUE,EAST  225 STREET,,,,,,,
58931906,2023-09-26T10:12:31.000,2023-09-29T15:40:14.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,Waste Disposal,Food Establishment or Vendor,11216,1313 ATLANTIC AVENUE,ATLANTIC AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation (DSNY) closed your Service Request. They didn't see a violation during their inspection.,2023-09-27T11:57:36.000,03 BROOKLYN,3018670062,BROOKLYN,998902,186420,PHONE,Unspecified,BROOKLYN,40.67834447112692,-73.94717542079441,"{'latitude': '40.67834447112692', 'longitude': '-73.94717542079441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ATLANTIC AVENUE,,,,,,,
58927595,2023-09-26T10:12:07.000,2023-11-13T17:24:47.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,11418,85-18 101 STREET,101 STREET,ADDRESS,RICHMOND HILL,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-11-13T17:24:50.000,09 QUEENS,4091770040,QUEENS,1026606,193197,ONLINE,Unspecified,QUEENS,40.69685654554614,-73.84725224340947,"{'latitude': '40.69685654554614', 'longitude': '-73.84725224340947', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",85 ROAD,86 AVENUE,85 ROAD,86 AVENUE,101 STREET,,,,,,,
58931509,2023-09-26T10:12:02.000,2023-10-05T11:53:31.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,11364,59 AVENUE,59 AVENUE,INTERSECTION,,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-05T11:53:34.000,11 QUEENS,,QUEENS,1052863,213133,ONLINE,Unspecified,QUEENS,40.75141118963665,-73.75235920827187,"{'latitude': '40.75141118963665', 'longitude': '-73.75235920827187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",59 AVENUE,226 STREET,59 AVENUE,226 STREET,,,,,,,,
58934938,2023-09-26T10:12:02.000,2023-09-26T10:12:43.000,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,11365,164-01 BOOTH MEMORIAL AVENUE,BOOTH MEMORIAL AVENUE,ADDRESS,FRESH MEADOWS,Closed,NYC Parks has reviewed the reported condition and corrected the problem.,2023-09-26T10:12:47.000,07 QUEENS,,QUEENS,1038543,209732,UNKNOWN,Unspecified,QUEENS,40.74217584266615,-73.80407078709295,"{'latitude': '40.74217584266615', 'longitude': '-73.80407078709295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",164 STREET,FRESH MEADOW LANE,164 STREET,FRESH MEADOW LANE,BOOTH MEMORIAL AVENUE,,,,,,,
58925658,2023-09-26T10:11:59.000,2023-09-26T11:17:50.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11212,36 GRAFTON STREET,GRAFTON STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T11:17:54.000,16 BROOKLYN,3035120051,BROOKLYN,1006726,182516,PHONE,Unspecified,BROOKLYN,40.6676124640108,-73.91898073254964,"{'latitude': '40.6676124640108', 'longitude': '-73.91898073254964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PITKIN AVENUE,SUTTER AVENUE,PITKIN AVENUE,SUTTER AVENUE,GRAFTON STREET,,,,,,,
58935634,2023-09-26T10:11:54.000,2023-09-29T03:12:29.000,DSNY,Department of Sanitation,Dirty Condition,Syringes,Sidewalk,10468,2720 JEROME AVENUE,JEROME AVENUE,ADDRESS,BRONX,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T04:31:21.000,07 BRONX,2033170023,BRONX,1012910,255815,ONLINE,Unspecified,BRONX,40.86878108676623,-73.8963767174122,"{'latitude': '40.86878108676623', 'longitude': '-73.8963767174122', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  195 STREET,EAST  196 STREET,WEST  195 STREET,EAST  196 STREET,JEROME AVENUE,,,,,,,
58927877,2023-09-26T10:11:29.000,2023-09-26T20:50:18.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Street,10021,1290 1 AVENUE,1 AVENUE,ADDRESS,NEW YORK,Closed,The Department of Sanitation cleaned the location.,2023-09-26T20:50:23.000,08 MANHATTAN,1014647503,MANHATTAN,996094,218384,ONLINE,Unspecified,MANHATTAN,40.76608210889576,-73.9572427988697,"{'latitude': '40.76608210889576', 'longitude': '-73.9572427988697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   69 STREET,EAST   70 STREET,EAST   69 STREET,EAST   70 STREET,1 AVENUE,,,,,,,
58926308,2023-09-26T10:11:28.000,2023-09-26T11:48:52.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11435,139-40 88 ROAD,88 ROAD,ADDRESS,JAMAICA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T11:48:56.000,12 QUEENS,4096830011,QUEENS,1036026,195519,PHONE,Unspecified,QUEENS,40.703179779040916,-73.81326329264375,"{'latitude': '40.703179779040916', 'longitude': '-73.81326329264375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",139 STREET,144 STREET,139 STREET,144 STREET,88 ROAD,,,,,,,
58928215,2023-09-26T10:11:12.000,2023-09-26T18:36:41.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11385,68-38 65 STREET,65 STREET,ADDRESS,RIDGEWOOD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T18:36:46.000,05 QUEENS,4036330001,QUEENS,1014063,196368,MOBILE,Unspecified,QUEENS,40.705611335888435,-73.89247176866475,"{'latitude': '40.705611335888435', 'longitude': '-73.89247176866475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",68 AVENUE,CATALPA AVENUE,68 AVENUE,CATALPA AVENUE,65 STREET,,,,,,,
58928366,2023-09-26T10:11:00.000,2023-10-24T08:44:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11235,,,INTERSECTION,BROOKLYN,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-24T08:44:00.000,15 BROOKLYN,,BROOKLYN,994571,154727,UNKNOWN,Unspecified,BROOKLYN,40.59136004625351,-73.96283836490672,"{'latitude': '40.59136004625351', 'longitude': '-73.96283836490672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,AVENUE X,EAST 7 STREET,,,,,,,,
58930101,2023-09-26T10:10:50.000,2023-11-27T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10031,634 WEST  135 STREET,WEST  135 STREET,ADDRESS,NEW YORK,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-11-27T00:00:00.000,09 MANHATTAN,1020010058,MANHATTAN,996393,238224,UNKNOWN,Unspecified,MANHATTAN,40.8205371344363,-73.95612752804335,"{'latitude': '40.8205371344363', 'longitude': '-73.95612752804335', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
