unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,city,landmark,bbl,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date
58811859,2023-09-14T06:28:00.000,2023-09-19T13:08:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10467,,,,,WEST GUN HILL ROAD,WEST MOSHOLU PARKWAY NORTH,INTERSECTION,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T13:08:00.000,07 BRONX,BRONX,1016004,261230,UNKNOWN,Unspecified,BRONX,40.88363298955353,-73.8851643766191,"{'latitude': '40.88363298955353', 'longitude': '-73.8851643766191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,,,,,,,,
58813042,2023-09-14T06:27:13.000,2023-09-14T06:47:19.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11106,32-18 23 STREET,23 STREET,BROADWAY,33 AVENUE,BROADWAY,33 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T06:47:24.000,01 QUEENS,QUEENS,1003499,217748,ONLINE,Unspecified,QUEENS,40.764323431732805,-73.93051235345989,"{'latitude': '40.764323431732805', 'longitude': '-73.93051235345989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASTORIA,23 STREET,4005550042,,,,,,,
58814118,2023-09-14T06:27:06.000,2023-09-14T07:39:18.000,DPR,Department of Parks and Recreation,Violation of Park Rules,Obstructing Public Use,Park,11201,172 CADMAN PLAZA EAST,CADMAN PLAZA EAST,RED CROSS PLACE,TILLARY STREET,RED CROSS PLACE,TILLARY STREET,ADDRESS,Closed,The reported condition was inspected and a summons has been issued.,2023-09-14T07:39:23.000,02 BROOKLYN,BROOKLYN,987049,193760,ONLINE,Unspecified,BROOKLYN,40.69850276876315,-73.98990576749503,"{'latitude': '40.69850276876315', 'longitude': '-73.98990576749503', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,CADMAN PLAZA EAST,3000580050,,,,,,,
58812946,2023-09-14T06:26:32.000,2023-09-14T09:14:51.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11416,81-09 101 AVENUE,101 AVENUE,81 STREET,82 STREET,81 STREET,82 STREET,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T09:14:57.000,09 QUEENS,QUEENS,1023710,187393,PHONE,Unspecified,QUEENS,40.68093930741626,-73.85773001683863,"{'latitude': '40.68093930741626', 'longitude': '-73.85773001683863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OZONE PARK,101 AVENUE,4090520034,,,,,,,
58815014,2023-09-14T06:26:00.000,2023-09-14T15:25:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11217,383 STATE STREET,STATE STREET,BOND ST,NEVINS ST,,,ADDRESS,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-14T15:25:00.000,02 BROOKLYN,BROOKLYN,988804,189663,ONLINE,Unspecified,BROOKLYN,40.687256722027826,-73.98357935618405,"{'latitude': '40.687256722027826', 'longitude': '-73.98357935618405', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3001720055,N/A,,,,,,
58813193,2023-09-14T06:25:51.000,2023-09-15T09:13:32.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10456,1420 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-15T00:00:00.000,04 BRONX,BRONX,1008199,245050,ONLINE,Unspecified,BRONX,40.83924842108658,-73.9134482849396,"{'latitude': '40.83924842108658', 'longitude': '-73.9134482849396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,,2028320008,,,,,,,
58817996,2023-09-14T06:25:19.000,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,11357,149-43 6 AVENUE,6 AVENUE,149 STREET,150 STREET,149 STREET,150 STREET,ADDRESS,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-14T10:15:58.000,07 QUEENS,QUEENS,1034725,229045,MOBILE,Unspecified,QUEENS,40.795207508244,-73.81770386631574,"{'latitude': '40.795207508244', 'longitude': '-73.81770386631574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WHITESTONE,6 AVENUE,4044960035,,,,,,,
58812413,2023-09-14T06:25:07.000,2023-09-22T06:43:59.000,DOT,Department of Transportation,Street Sign - Missing,"No Parking, Standing, Stopping",Street,10308,183 GIFFORDS LANE,GIFFORDS LANE,GIBSON AVENUE,HOWTON AVENUE,GIBSON AVENUE,HOWTON AVENUE,ADDRESS,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-22T06:44:05.000,03 STATEN ISLAND,STATEN ISLAND,941908,141851,MOBILE,Unspecified,STATEN ISLAND,40.5559228746958,-74.1523751693271,"{'latitude': '40.5559228746958', 'longitude': '-74.1523751693271', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,GIFFORDS LANE,5046130001,,,,,,,
58818497,2023-09-14T06:24:46.000,2023-09-14T11:31:31.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,81 AVENUE O,AVENUE O,WEST    8 STREET,SEA BEACH LINE,WEST    8 STREET,SEA BEACH LINE,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T11:31:35.000,11 BROOKLYN,BROOKLYN,989231,161675,MOBILE,Unspecified,BROOKLYN,40.61043550573943,-73.98206036321388,"{'latitude': '40.61043550573943', 'longitude': '-73.98206036321388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,AVENUE O,3065770063,,,,,,,
58812634,2023-09-14T06:24:28.000,2023-09-15T12:55:40.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,10306,GUYON AVENUE,GUYON AVENUE,GUYON AVENUE,HYLAN BOULEVARD,GUYON AVENUE,HYLAN BOULEVARD,INTERSECTION,Closed,The Department of Sanitation will address the situation at the location by providing educational outreach about proper sanitation procedures.,2023-09-15T04:52:56.000,03 STATEN ISLAND,STATEN ISLAND,950892,143466,ONLINE,Unspecified,STATEN ISLAND,40.56039407950739,-74.12005266887894,"{'latitude': '40.56039407950739', 'longitude': '-74.12005266887894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58814765,2023-09-14T06:24:24.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10014,13 MORTON STREET,MORTON STREET,BLEECKER STREET,7 AVENUE SOUTH,BLEECKER STREET,7 AVENUE SOUTH,ADDRESS,Closed,The individual was found and outreach assistance was offered.,2023-09-14T07:47:25.000,02 MANHATTAN,MANHATTAN,983153,205680,MOBILE,Unspecified,MANHATTAN,40.73122069410042,-74.00395813146663,"{'latitude': '40.73122069410042', 'longitude': '-74.00395813146663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,MORTON STREET,1005877502,,,,,,,
58814545,2023-09-14T06:23:44.000,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,10306,18 NADINE STREET,NADINE STREET,ST ANDREWS ROAD,RICHMOND ROAD,ST ANDREWS ROAD,RICHMOND ROAD,ADDRESS,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-14T06:37:49.000,02 STATEN ISLAND,STATEN ISLAND,948652,149242,ONLINE,Unspecified,STATEN ISLAND,40.57623934963233,-74.12814464099009,"{'latitude': '40.57623934963233', 'longitude': '-74.12814464099009', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STATEN ISLAND,NADINE STREET,5022420095,,,,,,,
58818520,2023-09-14T06:23:09.000,2023-09-14T08:57:09.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,90-17 85 ROAD,85 ROAD,90 STREET,91 STREET,90 STREET,91 STREET,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T08:57:14.000,09 QUEENS,QUEENS,1024418,192832,MOBILE,Unspecified,QUEENS,40.695864908439475,-73.85514495427013,"{'latitude': '40.695864908439475', 'longitude': '-73.85514495427013', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WOODHAVEN,85 ROAD,4088770025,,,,,,,
58818581,2023-09-14T06:22:09.000,2023-09-14T13:40:09.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10452,1470 WALTON AVENUE,WALTON AVENUE,EAST  171 STREET,EAST  172 STREET,EAST  171 STREET,EAST  172 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T13:40:13.000,04 BRONX,BRONX,1007809,245711,ONLINE,Unspecified,BRONX,40.84106372178344,-73.91485542254973,"{'latitude': '40.84106372178344', 'longitude': '-73.91485542254973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,WALTON AVENUE,,,,,,,,
58810646,2023-09-14T06:21:40.000,2023-09-14T07:19:37.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11231,406 BOND STREET,BOND STREET,2 STREET,3 STREET,2 STREET,3 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T07:19:45.000,06 BROOKLYN,BROOKLYN,986534,185958,MOBILE,Unspecified,BROOKLYN,40.6770882169469,-73.99176569348465,"{'latitude': '40.6770882169469', 'longitude': '-73.99176569348465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,BOND STREET,3004617501,,,,,,,
58814086,2023-09-14T06:21:21.000,2023-09-14T17:28:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,280 AVENUE W,AVENUE W,MCDONALD AVENUE,STRYKER STREET,MCDONALD AVENUE,STRYKER STREET,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T17:28:07.000,15 BROOKLYN,BROOKLYN,991788,155109,PHONE,Unspecified,BROOKLYN,40.59241136333715,-73.97285836530705,"{'latitude': '40.59241136333715', 'longitude': '-73.97285836530705', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,AVENUE W,3071730012,,,,,,,
58811794,2023-09-14T06:20:50.000,2023-09-15T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Sidewalk Shed/Pipe Scafford - Inadequate Defective/None,,10016,29 EAST   29 STREET,EAST   29 STREET,,,,,ADDRESS,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-15T00:00:00.000,05 MANHATTAN,MANHATTAN,988436,210514,UNKNOWN,Unspecified,MANHATTAN,40.744487904485666,-73.98489331096047,"{'latitude': '40.744487904485666', 'longitude': '-73.98489331096047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,,1008590026,,,,,,,
58813832,2023-09-14T06:20:00.000,2023-09-15T06:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11222,65 ECKFORD STREET,ECKFORD STREET,ENGERT AVE,DRIGGS AVE,,,ADDRESS,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-15T06:45:00.000,01 BROOKLYN,BROOKLYN,998645,202331,ONLINE,Unspecified,BROOKLYN,40.722016860099544,-73.94806796979645,"{'latitude': '40.722016860099544', 'longitude': '-73.94806796979645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,,3026980026,N/A,,,,,,
58811906,2023-09-14T06:19:44.000,2023-09-14T07:02:05.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10002,525 FRANKLIN D ROOSEVELT DRIVE,FRANKLIN D ROOSEVELT DRIVE,WILLIAMSBURG BRIDGE BIKE PATH,FDR DRIVE SB EN E HOUSTON ST,WILLIAMSBURG BRIDGE BIKE PATH,FDR DRIVE SB EN E HOUSTON ST,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T07:02:10.000,03 MANHATTAN,MANHATTAN,990800,199954,ONLINE,Unspecified,MANHATTAN,40.71550185394451,-73.97637224500966,"{'latitude': '40.71550185394451', 'longitude': '-73.97637224500966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,FRANKLIN D ROOSEVELT DRIVE,1003230001,,,,,,,
58816372,2023-09-14T06:19:25.000,2023-09-14T07:10:09.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10040,4600 BROADWAY,BROADWAY,WEST  196 STREET,SHERMAN AVENUE,WEST  196 STREET,SHERMAN AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T07:10:15.000,12 MANHATTAN,MANHATTAN,1003430,252900,PHONE,Unspecified,MANHATTAN,40.86080598704606,-73.93066099197736,"{'latitude': '40.86080598704606', 'longitude': '-73.93066099197736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,BROADWAY,1021720016,,,,,,,
58818351,2023-09-14T06:19:24.000,2023-10-14T13:08:38.000,DSNY,Department of Sanitation,Sanitation Worker or Vehicle Complaint,Inappropriate Behavior,Street,10009,270 EAST    4 STREET,EAST    4 STREET,AVENUE B,AVENUE C,AVENUE B,AVENUE C,ADDRESS,Closed,This Service Request is not within the Department of Sanitationâs jurisdiction and/or was found to be unsubstantiated.,2023-09-14T10:10:30.000,03 MANHATTAN,MANHATTAN,989333,202651,PHONE,Unspecified,MANHATTAN,40.72290543437887,-73.98166210381977,"{'latitude': '40.72290543437887', 'longitude': '-73.98166210381977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,EAST    4 STREET,1003860021,,,,,,,
58815095,2023-09-14T06:19:02.000,2023-09-14T17:27:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11223,50 GRAVESEND NECK ROAD,GRAVESEND NECK ROAD,MCDONALD AVENUE,VILLAGE ROAD EAST,MCDONALD AVENUE,VILLAGE ROAD EAST,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T17:27:39.000,15 BROOKLYN,BROOKLYN,991687,156134,ONLINE,Unspecified,BROOKLYN,40.595224867524365,-73.97322090180295,"{'latitude': '40.595224867524365', 'longitude': '-73.97322090180295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,GRAVESEND NECK ROAD,3071470020,,,,,,,
58815086,2023-09-14T06:18:49.000,2023-09-14T07:02:22.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11228,1352 74 STREET,74 STREET,13 AVENUE,14 AVENUE,13 AVENUE,14 AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T07:02:27.000,10 BROOKLYN,BROOKLYN,982702,165216,ONLINE,Unspecified,BROOKLYN,40.62015608306688,-74.00557610957847,"{'latitude': '40.62015608306688', 'longitude': '-74.00557610957847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,74 STREET,,,,,,,,
58818671,2023-09-14T06:17:55.000,2023-09-14T08:46:41.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,66-23 FOREST AVENUE,FOREST AVENUE,GRANDVIEW AVENUE,WOODBINE STREET,GRANDVIEW AVENUE,WOODBINE STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T08:46:44.000,05 QUEENS,QUEENS,1011092,196884,ONLINE,Unspecified,QUEENS,40.707037144644026,-73.90318537607958,"{'latitude': '40.707037144644026', 'longitude': '-73.90318537607958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RIDGEWOOD,FOREST AVENUE,4034990012,,,,,,,
58817649,2023-09-14T06:16:17.000,2023-09-14T06:36:35.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10467,2418 OLINVILLE AVENUE,OLINVILLE AVENUE,WARING AVENUE,MACE AVENUE,WARING AVENUE,MACE AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T06:36:39.000,11 BRONX,BRONX,1020632,253313,PHONE,Unspecified,BRONX,40.86188541358537,-73.86847062460491,"{'latitude': '40.86188541358537', 'longitude': '-73.86847062460491', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,OLINVILLE AVENUE,2044260010,,,,,,,
58812861,2023-09-14T06:15:08.000,2023-09-14T06:39:11.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10030,333 WEST  142 STREET,WEST  142 STREET,FREDERICK DOUGLASS BOULEVARD,BRADHURST AVENUE,FREDERICK DOUGLASS BOULEVARD,BRADHURST AVENUE,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T06:39:16.000,10 MANHATTAN,MANHATTAN,999804,238443,ONLINE,Unspecified,MANHATTAN,40.821132879900034,-73.94380313298291,"{'latitude': '40.821132879900034', 'longitude': '-73.94380313298291', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,WEST  142 STREET,,,,,,,,
58818517,2023-09-14T06:14:48.000,2023-09-14T11:00:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10471,6601 BROADWAY,BROADWAY,WEST  260 STREET,WEST  261 STREET,WEST  260 STREET,WEST  261 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T11:00:17.000,08 BRONX,BRONX,1012837,270281,MOBILE,Unspecified,BRONX,40.90848590914462,-73.89657890484739,"{'latitude': '40.90848590914462', 'longitude': '-73.89657890484739', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,BROADWAY,2058731042,,,,,,,
58817393,2023-09-14T06:14:40.000,2023-09-14T11:30:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10470,439 EAST  238 STREET,EAST  238 STREET,MARTHA AVENUE,VIREO AVENUE,MARTHA AVENUE,VIREO AVENUE,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T11:30:10.000,12 BRONX,BRONX,1021841,267209,PHONE,Unspecified,BRONX,40.90002049928846,-73.86402183205169,"{'latitude': '40.90002049928846', 'longitude': '-73.86402183205169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,EAST  238 STREET,2033920047,,,,,,,
58815096,2023-09-14T06:14:31.000,2023-09-14T07:29:26.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11223,2337 MCDONALD AVENUE,MCDONALD AVENUE,GRAVESEND NECK ROAD,VILLAGE ROAD SOUTH,GRAVESEND NECK ROAD,VILLAGE ROAD SOUTH,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T07:29:30.000,15 BROOKLYN,BROOKLYN,991611,156072,ONLINE,Unspecified,BROOKLYN,40.595054753460545,-73.97349462961212,"{'latitude': '40.595054753460545', 'longitude': '-73.97349462961212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,MCDONALD AVENUE,3071470020,,,,,,,
58815896,2023-09-14T06:13:35.000,2023-09-14T06:44:02.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-14T06:44:06.000,Unspecified BROOKLYN,BROOKLYN,1000653,186995,MOBILE,Unspecified,BROOKLYN,40.67991964408074,-73.94086117578834,"{'latitude': '40.67991964408074', 'longitude': '-73.94086117578834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,C,,Mezzanine,,
58815921,2023-09-14T06:13:29.000,2023-09-14T11:35:14.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11417,88-17 ALBERT ROAD,ALBERT ROAD,88 STREET,WHITELAW STREET,88 STREET,WHITELAW STREET,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-14T11:35:18.000,10 QUEENS,QUEENS,1026517,184239,MOBILE,Unspecified,QUEENS,40.67226934389341,-73.84762939490544,"{'latitude': '40.67226934389341', 'longitude': '-73.84762939490544', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",OZONE PARK,ALBERT ROAD,4114000035,,,,,,,
58818048,2023-09-14T06:13:24.000,2023-11-03T11:34:55.000,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11412,205-13 114 DRIVE,114 DRIVE,205 STREET,FRANCIS LEWIS BOULEVARD,205 STREET,FRANCIS LEWIS BOULEVARD,ADDRESS,Closed,"NYC Parks inspected the requested repair site. This site meets the criteria for repair under the Trees & Sidewalks Program. The timeframe for repair work depends on available funding for the program, the severity of damage, and the other sidewalk requests in the surrounding district.",2023-11-03T11:35:02.000,12 QUEENS,QUEENS,1053817,194395,ONLINE,Unspecified,QUEENS,40.6999726916385,-73.74910971266902,"{'latitude': '40.6999726916385', 'longitude': '-73.74910971266902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",SAINT ALBANS,114 DRIVE,4110230012,,,,,,,
58817620,2023-09-14T06:11:33.000,2023-09-14T07:12:46.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10463,3036 JOHNSON AVENUE,JOHNSON AVENUE,WEST  230 STREET,WEST  231 STREET,WEST  230 STREET,WEST  231 STREET,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T07:12:50.000,08 BRONX,BRONX,1008796,260492,ONLINE,Ewen Park,BRONX,40.88163040262322,-73.9112341757852,"{'latitude': '40.88163040262322', 'longitude': '-73.9112341757852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BRONX,JOHNSON AVENUE,2057380374,,,,,,,
58817456,2023-09-14T06:11:00.000,2023-09-14T07:02:45.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11234,AVENUE M,AVENUE M,AVENUE M,EAST   46 STREET,AVENUE M,EAST   46 STREET,INTERSECTION,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T07:02:50.000,18 BROOKLYN,BROOKLYN,1003400,165573,PHONE,Unspecified,BROOKLYN,40.621115412597575,-73.93101805934624,"{'latitude': '40.621115412597575', 'longitude': '-73.93101805934624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,
58816274,2023-09-14T06:10:38.000,2023-09-14T07:07:14.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11230,1533 EAST   19 STREET,EAST   19 STREET,AVENUE O,AVENUE P,AVENUE O,AVENUE P,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2023-09-14T07:07:20.000,14 BROOKLYN,BROOKLYN,996712,162450,MOBILE,Unspecified,BROOKLYN,40.61255535777623,-73.95511526577313,"{'latitude': '40.61255535777623', 'longitude': '-73.95511526577313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN,EAST   19 STREET,3067660092,,,,,,,
58815881,2023-09-14T06:10:21.000,2023-09-14T06:36:25.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,10021,1230 3 AVENUE,3 AVENUE,EAST   71 STREET,EAST   72 STREET,EAST   71 STREET,EAST   72 STREET,ADDRESS,Closed,The Police Department visited the location and no Encampment was found.,2023-09-14T06:36:29.000,08 MANHATTAN,MANHATTAN,995040,219509,ONLINE,Unspecified,MANHATTAN,40.769171291028584,-73.96104596444862,"{'latitude': '40.769171291028584', 'longitude': '-73.96104596444862', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,3 AVENUE,1014060041,,,,,,,
58813076,2023-09-14T06:09:35.000,2023-09-14T06:26:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T06:26:56.000,10 MANHATTAN,MANHATTAN,1000482,237497,ONLINE,Unspecified,MANHATTAN,40.81853515725049,-73.94135579635707,"{'latitude': '40.81853515725049', 'longitude': '-73.94135579635707', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,7 AVENUE,1020260029,,,,,,,
58818208,2023-09-14T06:08:35.000,2023-09-21T09:28:38.000,DHS,Department of Homeless Services,Encampment,N/A,Store/Commercial,10011,509 6 AVENUE,6 AVENUE,WEST   13 STREET,WEST   14 STREET,WEST   13 STREET,WEST   14 STREET,ADDRESS,Closed,"The Department of Homeless Services (DHS) visited the location but could not find the condition you reported. If it still exists, please submit a new Service Request.",2023-09-18T19:49:27.000,02 MANHATTAN,MANHATTAN,985015,207722,MOBILE,Unspecified,MANHATTAN,40.736825516433484,-73.99723953940034,"{'latitude': '40.736825516433484', 'longitude': '-73.99723953940034', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEW YORK,AVENUE OF THE AMERICAS,1006090047,,,,,,,
