unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,vehicle_type,taxi_company_borough
58932032,2023-09-26T19:40:30.000,2023-09-26T20:34:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11377,39-86 61 STREET,61 STREET,ROOSEVELT AVENUE,WOODSIDE AVENUE,ROOSEVELT AVENUE,WOODSIDE AVENUE,ADDRESS,WOODSIDE,61 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T20:34:45.000,02 QUEENS,4012930001,QUEENS,1010969,210787,ONLINE,Unspecified,QUEENS,40.74519784755741,-73.9035738162414,"{'latitude': '40.74519784755741', 'longitude': '-73.9035738162414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58925766,2023-09-26T19:40:08.000,2023-09-26T21:02:34.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11221,991 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T21:02:40.000,04 BROOKLYN,3031840060,BROOKLYN,1003867,193838,MOBILE,Unspecified,BROOKLYN,40.6986955600991,-73.92925360744465,"{'latitude': '40.6986955600991', 'longitude': '-73.92925360744465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58927830,2023-09-26T19:40:04.000,2023-10-26T10:45:33.000,DOT,Department of Transportation,Outdoor Dining,Site Setup Condition,Street,10002,151 ALLEN STREET,ALLEN STREET,RIVINGTON STREET,STANTON STREET,RIVINGTON STREET,STANTON STREET,ADDRESS,NEW YORK,ALLEN STREET,Closed,The Department of Transportation recently inspected this site and found it to be in-compliance or took necessary action.,2023-10-26T10:45:38.000,03 MANHATTAN,1004167501,MANHATTAN,987137,201870,ONLINE,Unspecified,MANHATTAN,40.720762767296364,-73.98958492937989,"{'latitude': '40.720762767296364', 'longitude': '-73.98958492937989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930953,2023-09-26T19:40:00.000,2023-09-28T08:11:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10305,675 OCEANSIDE AVENUE,OCEANSIDE AVENUE,BUEL AVE,LIBERTY AVE,OCEANSIDE AVENUE,BUEL AVENUE,INTERSECTION,STATEN ISLAND,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-28T08:11:00.000,02 STATEN ISLAND,5038370051,STATEN ISLAND,962161,149954,UNKNOWN,Unspecified,STATEN ISLAND,40.57823759956847,-74.07951769875062,"{'latitude': '40.57823759956847', 'longitude': '-74.07951769875062', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931840,2023-09-26T19:40:00.000,2023-09-28T13:45:07.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Sidewalk,11208,174 CRYSTAL STREET,CRYSTAL STREET,PITKIN AVENUE,BELMONT AVENUE,PITKIN AVENUE,BELMONT AVENUE,ADDRESS,BROOKLYN,CRYSTAL STREET,Closed,The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,2023-09-28T13:45:12.000,05 BROOKLYN,3042290031,BROOKLYN,1019143,185017,ONLINE,Unspecified,BROOKLYN,40.674436912197905,-73.87420826025483,"{'latitude': '40.674436912197905', 'longitude': '-73.87420826025483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58925925,2023-09-26T19:39:56.000,2023-09-26T20:12:31.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10465,2735 SAMPSON AVENUE,SAMPSON AVENUE,BALCOM AVENUE,HUNTINGTON AVENUE,BALCOM AVENUE,HUNTINGTON AVENUE,ADDRESS,BRONX,SAMPSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T20:12:34.000,10 BRONX,2055820001,BRONX,1032989,237524,PHONE,Unspecified,BRONX,40.81848972084433,-73.82391205018938,"{'latitude': '40.81848972084433', 'longitude': '-73.82391205018938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933580,2023-09-26T19:39:46.000,2023-09-26T20:02:53.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10040,31 NAGLE AVENUE,NAGLE AVENUE,BENNETT AVENUE,ELLWOOD STREET,BENNETT AVENUE,ELLWOOD STREET,ADDRESS,NEW YORK,NAGLE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T20:02:59.000,12 MANHATTAN,1021710012,MANHATTAN,1003597,252473,ONLINE,Unspecified,MANHATTAN,40.859633636454056,-73.93005849097108,"{'latitude': '40.859633636454056', 'longitude': '-73.93005849097108', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58926272,2023-09-26T19:39:45.000,2023-09-26T21:43:33.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,10462,1361 VIRGINIA AVENUE,VIRGINIA AVENUE,MCGRAW AVENUE,WOOD AVENUE,MCGRAW AVENUE,WOOD AVENUE,ADDRESS,BRONX,VIRGINIA AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T21:43:38.000,09 BRONX,2039360032,BRONX,1022461,243457,ONLINE,Unspecified,BRONX,40.83482590866291,-73.86191454439624,"{'latitude': '40.83482590866291', 'longitude': '-73.86191454439624', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58927329,2023-09-26T19:39:02.000,2023-09-30T10:07:14.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10037,60 WEST  142 STREET,WEST  142 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-30T00:00:00.000,10 MANHATTAN,1017370059,MANHATTAN,1001843,237298,ONLINE,Unspecified,MANHATTAN,40.81798635263026,-73.93643919542686,"{'latitude': '40.81798635263026', 'longitude': '-73.93643919542686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933806,2023-09-26T19:39:02.000,2023-10-06T12:07:42.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10037,60 WEST  142 STREET,WEST  142 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,10 MANHATTAN,1017370059,MANHATTAN,1001843,237298,ONLINE,Unspecified,MANHATTAN,40.81798635263026,-73.93643919542686,"{'latitude': '40.81798635263026', 'longitude': '-73.93643919542686', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933798,2023-09-26T19:38:50.000,2023-10-20T17:08:31.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10456,1221 SHERIDAN AVENUE,SHERIDAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-20T00:00:00.000,04 BRONX,2024570029,BRONX,1007430,243346,PHONE,Unspecified,BRONX,40.83457348888115,-73.91623333910994,"{'latitude': '40.83457348888115', 'longitude': '-73.91623333910994', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931309,2023-09-26T19:38:50.000,2023-10-20T17:08:32.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10456,1221 SHERIDAN AVENUE,SHERIDAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-20T00:00:00.000,04 BRONX,2024570029,BRONX,1007430,243346,PHONE,Unspecified,BRONX,40.83457348888115,-73.91623333910994,"{'latitude': '40.83457348888115', 'longitude': '-73.91623333910994', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58932487,2023-09-26T19:38:50.000,2023-10-20T17:08:31.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10456,1221 SHERIDAN AVENUE,SHERIDAN AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-20T00:00:00.000,04 BRONX,2024570029,BRONX,1007430,243346,PHONE,Unspecified,BRONX,40.83457348888115,-73.91623333910994,"{'latitude': '40.83457348888115', 'longitude': '-73.91623333910994', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58934642,2023-09-26T19:38:26.000,2023-09-26T20:03:53.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10001,554 WEST   30 STREET,WEST   30 STREET,HIGH LINE,11 AVENUE,HIGH LINE,11 AVENUE,ADDRESS,NEW YORK,WEST   30 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T20:03:58.000,04 MANHATTAN,1007010062,MANHATTAN,983392,213595,MOBILE,Unspecified,MANHATTAN,40.75294542272623,-74.00309679521334,"{'latitude': '40.75294542272623', 'longitude': '-74.00309679521334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929424,2023-09-26T19:38:21.000,2023-09-26T20:00:03.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10466,4130 GRACE AVENUE,GRACE AVENUE,EDENWALD AVENUE,BUSSING AVENUE,EDENWALD AVENUE,BUSSING AVENUE,ADDRESS,BRONX,GRACE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T20:00:07.000,12 BRONX,2050150072,BRONX,1026894,264811,MOBILE,Unspecified,BRONX,40.893415788910715,-73.84575889162957,"{'latitude': '40.893415788910715', 'longitude': '-73.84575889162957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58932614,2023-09-26T19:38:02.000,2023-10-09T09:57:25.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10462,2160 MATTHEWS AVENUE,MATTHEWS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-09T00:00:00.000,11 BRONX,2043230018,BRONX,1022180,251019,PHONE,Unspecified,BRONX,40.8555825642853,-73.86288723547852,"{'latitude': '40.8555825642853', 'longitude': '-73.86288723547852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58927274,2023-09-26T19:38:02.000,2023-10-04T20:24:32.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10462,2160 MATTHEWS AVENUE,MATTHEWS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,11 BRONX,2043230018,BRONX,1022180,251019,PHONE,Unspecified,BRONX,40.8555825642853,-73.86288723547852,"{'latitude': '40.8555825642853', 'longitude': '-73.86288723547852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929907,2023-09-26T19:38:02.000,2023-10-04T20:24:33.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10462,2160 MATTHEWS AVENUE,MATTHEWS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,11 BRONX,2043230018,BRONX,1022180,251019,PHONE,Unspecified,BRONX,40.8555825642853,-73.86288723547852,"{'latitude': '40.8555825642853', 'longitude': '-73.86288723547852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58926018,2023-09-26T19:38:02.000,2023-10-04T20:24:32.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10462,2160 MATTHEWS AVENUE,MATTHEWS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,11 BRONX,2043230018,BRONX,1022180,251019,PHONE,Unspecified,BRONX,40.8555825642853,-73.86288723547852,"{'latitude': '40.8555825642853', 'longitude': '-73.86288723547852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929899,2023-09-26T19:38:02.000,2023-10-04T20:24:32.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10462,2160 MATTHEWS AVENUE,MATTHEWS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,11 BRONX,2043230018,BRONX,1022180,251019,PHONE,Unspecified,BRONX,40.8555825642853,-73.86288723547852,"{'latitude': '40.8555825642853', 'longitude': '-73.86288723547852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935018,2023-09-26T19:38:02.000,2023-10-04T20:24:33.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10462,2160 MATTHEWS AVENUE,MATTHEWS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,11 BRONX,2043230018,BRONX,1022180,251019,PHONE,Unspecified,BRONX,40.8555825642853,-73.86288723547852,"{'latitude': '40.8555825642853', 'longitude': '-73.86288723547852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58927308,2023-09-26T19:38:02.000,2023-10-04T20:24:33.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10462,2160 MATTHEWS AVENUE,MATTHEWS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-04T00:00:00.000,11 BRONX,2043230018,BRONX,1022180,251019,PHONE,Unspecified,BRONX,40.8555825642853,-73.86288723547852,"{'latitude': '40.8555825642853', 'longitude': '-73.86288723547852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58934963,2023-09-26T19:38:02.000,2023-10-04T20:24:33.000,HPD,Department of Housing Preservation and Development,ELECTRIC,LIGHTING,RESIDENTIAL BUILDING,10462,2160 MATTHEWS AVENUE,MATTHEWS AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-04T00:00:00.000,11 BRONX,2043230018,BRONX,1022180,251019,PHONE,Unspecified,BRONX,40.8555825642853,-73.86288723547852,"{'latitude': '40.8555825642853', 'longitude': '-73.86288723547852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58929338,2023-09-26T19:38:00.000,2023-09-27T01:55:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,11214,8224 16 AVENUE,16 AVENUE,82 ST,83 ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2023-09-27T01:55:00.000,11 BROOKLYN,3063050044,BROOKLYN,982776,162250,MOBILE,Unspecified,BROOKLYN,40.612015039837715,-74.00530890386005,"{'latitude': '40.612015039837715', 'longitude': '-74.00530890386005', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58933501,2023-09-26T19:38:00.000,2023-10-02T10:44:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11412,104-20 201 STREET,201 STREET,104 AVE,109 AVE,201 STREET,109 AVENUE,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-02T10:44:00.000,12 QUEENS,4108960016,QUEENS,1051564,197143,UNKNOWN,Unspecified,QUEENS,40.70753270174326,-73.75720754564287,"{'latitude': '40.70753270174326', 'longitude': '-73.75720754564287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930760,2023-09-26T19:37:39.000,2023-09-26T20:25:08.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,10309,6700 HYLAN BOULEVARD,HYLAN BOULEVARD,BUTLER BOULEVARD,CULOTTA LANE,BUTLER BOULEVARD,CULOTTA LANE,ADDRESS,STATEN ISLAND,HYLAN BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T20:25:14.000,03 STATEN ISLAND,,STATEN ISLAND,921247,124546,ONLINE,Unspecified,STATEN ISLAND,40.508301318150586,-74.22656608021065,"{'latitude': '40.508301318150586', 'longitude': '-74.22656608021065', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930189,2023-09-26T19:37:34.000,2023-09-27T09:46:01.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Other (Explain Below),3+ Family Apartment Building,10467,635 ARNOW AVENUE,ARNOW AVENUE,BRONX PARK EAST,BARKER AVENUE,BRONX PARK EAST,BARKER AVENUE,ADDRESS,BRONX,ARNOW AVENUE,Closed,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-27T09:46:01.000,11 BRONX,2045420100,BRONX,1020292,255520,PHONE,Unspecified,BRONX,40.86794434763867,-73.86968793220657,"{'latitude': '40.86794434763867', 'longitude': '-73.86968793220657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58928762,2023-09-26T19:37:34.000,2023-10-13T06:38:32.000,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10470,4790 BARNES AVENUE,BARNES AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-13T00:00:00.000,12 BRONX,2051180109,BRONX,1026377,269029,PHONE,Unspecified,BRONX,40.904995313471964,-73.84760230751561,"{'latitude': '40.904995313471964', 'longitude': '-73.84760230751561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58934174,2023-09-26T19:37:18.000,2023-10-06T08:18:23.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11212,175 REMSEN AVENUE,REMSEN AVENUE,EAST   53 STREET,EAST   54 STREET,EAST   53 STREET,EAST   54 STREET,ADDRESS,BROOKLYN,REMSEN AVENUE,Closed,The Department of Transportation has approved the sidewalk re-inspection request. The property owner will be notified by mail within 120 days with the date of re-inspection.,2023-10-06T08:18:31.000,17 BROOKLYN,3046090059,BROOKLYN,1004252,179717,PHONE,Unspecified,BROOKLYN,40.659935766480395,-73.92790706315603,"{'latitude': '40.659935766480395', 'longitude': '-73.92790706315603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58930302,2023-09-26T19:37:18.000,2023-10-03T14:47:24.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11223,2061 OCEAN PARKWAY,OCEAN PARKWAY,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,OCEAN PARKWAY,Closed,This request required re-assignment to a new DOT unit.,2023-10-03T14:47:34.000,15 BROOKLYN,3071090064,BROOKLYN,993789,157431,PHONE,Unspecified,BROOKLYN,40.59878285742862,-73.96565020406956,"{'latitude': '40.59878285742862', 'longitude': '-73.96565020406956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58927990,2023-09-26T19:37:01.000,2023-09-28T14:46:06.000,DSNY,Department of Sanitation,Dead Animal,Bird,Street,11217,187 4 AVENUE,4 AVENUE,DEGRAW STREET,SACKETT STREET,DEGRAW STREET,SACKETT STREET,ADDRESS,BROOKLYN,4 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T12:06:17.000,06 BROOKLYN,3009497506,BROOKLYN,989110,186376,PHONE,Unspecified,BROOKLYN,40.678234492998335,-73.98247836351891,"{'latitude': '40.678234492998335', 'longitude': '-73.98247836351891', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931092,2023-09-26T19:37:00.000,2023-09-26T19:39:42.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11213,1719 UNION STREET,UNION STREET,SCHENECTADY AVENUE,UTICA AVENUE,SCHENECTADY AVENUE,UTICA AVENUE,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T19:39:48.000,09 BROOKLYN,3013960068,BROOKLYN,1002905,182624,ONLINE,Unspecified,BROOKLYN,40.667917775559594,-73.93275399156586,"{'latitude': '40.667917775559594', 'longitude': '-73.93275399156586', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58935307,2023-09-26T19:36:55.000,2023-09-27T15:06:10.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,10014,50 COMMERCE STREET,COMMERCE STREET,BEND,BARROW STREET,BEND,BARROW STREET,ADDRESS,NEW YORK,COMMERCE STREET,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-27T15:06:15.000,02 MANHATTAN,1005840020,MANHATTAN,982709,205741,UNKNOWN,Unspecified,MANHATTAN,40.73138805793864,-74.005560160357,"{'latitude': '40.73138805793864', 'longitude': '-74.005560160357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58932164,2023-09-26T19:36:50.000,2023-09-26T20:09:08.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11354,152-16 ROOSEVELT AVENUE,ROOSEVELT AVENUE,MURRAY STREET,154 STREET,MURRAY STREET,154 STREET,ADDRESS,FLUSHING,ROOSEVELT AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T20:09:14.000,07 QUEENS,4052670006,QUEENS,1036191,217712,PHONE,Unspecified,QUEENS,40.764092995576526,-73.81249687053455,"{'latitude': '40.764092995576526', 'longitude': '-73.81249687053455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58925728,2023-09-26T19:36:28.000,2023-09-26T19:45:56.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10009,180 AVENUE D,AVENUE D,PEDESTRIAN PATH,EAST   12 STREET,PEDESTRIAN PATH,EAST   12 STREET,ADDRESS,NEW YORK,AVENUE D,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T19:46:01.000,03 MANHATTAN,,MANHATTAN,991366,203784,MOBILE,Unspecified,MANHATTAN,40.72601384269101,-73.97432646925229,"{'latitude': '40.72601384269101', 'longitude': '-73.97432646925229', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58925805,2023-09-26T19:36:22.000,2023-09-26T20:53:38.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11220,763 51 STREET,51 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,51 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T20:53:41.000,07 BROOKLYN,3007940053,BROOKLYN,982866,172804,ONLINE,Unspecified,BROOKLYN,40.64098356723211,-74.00498691502311,"{'latitude': '40.64098356723211', 'longitude': '-74.00498691502311', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58934137,2023-09-26T19:36:12.000,2023-09-27T18:15:17.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11421,88-55 76 STREET,76 STREET,88 AVENUE,90 AVENUE,88 AVENUE,90 AVENUE,ADDRESS,WOODHAVEN,76 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T18:15:22.000,09 QUEENS,4089020044,QUEENS,1021675,190370,MOBILE,Unspecified,QUEENS,40.689119320365386,-73.86505050485309,"{'latitude': '40.689119320365386', 'longitude': '-73.86505050485309', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58925829,2023-09-26T19:35:32.000,2023-09-26T19:47:09.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11373,42-11 78 STREET,78 STREET,WOODSIDE AVENUE,45 AVENUE,WOODSIDE AVENUE,45 AVENUE,ADDRESS,ELMHURST,78 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T19:47:13.000,04 QUEENS,4015240089,QUEENS,1015566,210042,PHONE,Unspecified,QUEENS,40.743137926362664,-73.88698719135024,"{'latitude': '40.743137926362664', 'longitude': '-73.88698719135024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58931743,2023-09-26T19:35:15.000,2023-09-27T13:10:56.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11102,14-35 26 AVENUE,26 AVENUE,14 PLACE,18 STREET,14 PLACE,18 STREET,ADDRESS,ASTORIA,26 AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-27T13:11:00.000,01 QUEENS,4008990001,QUEENS,1004344,221410,PHONE,Unspecified,QUEENS,40.7743727856001,-73.9274510108093,"{'latitude': '40.7743727856001', 'longitude': '-73.9274510108093', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
