unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_pick_up_location,due_date,road_ramp
58848315,2023-09-18T16:55:33.000,2023-09-19T13:19:51.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11233,2140 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-19T00:00:00.000,16 BROOKLYN,3015510049,BROOKLYN,1008795,186415,PHONE,Unspecified,BROOKLYN,40.67830884414116,-73.91150841210155,"{'latitude': '40.67830884414116', 'longitude': '-73.91150841210155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58853376,2023-09-18T16:55:33.000,2023-09-21T06:51:47.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,11233,2140 FULTON STREET,FULTON STREET,,,,,ADDRESS,BROOKLYN,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-21T00:00:00.000,16 BROOKLYN,3015510049,BROOKLYN,1008795,186415,PHONE,Unspecified,BROOKLYN,40.67830884414116,-73.91150841210155,"{'latitude': '40.67830884414116', 'longitude': '-73.91150841210155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58847857,2023-09-18T16:55:28.000,2023-09-18T21:07:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11358,170-16 39 AVENUE,39 AVENUE,170 STREET,171 STREET,170 STREET,171 STREET,ADDRESS,FLUSHING,39 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T21:07:53.000,07 QUEENS,4053230005,QUEENS,1040890,216800,PHONE,Unspecified,QUEENS,40.761560941035825,-73.79554157499989,"{'latitude': '40.761560941035825', 'longitude': '-73.79554157499989', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58846285,2023-09-18T16:55:20.000,2023-09-18T17:24:30.000,NYPD,New York City Police Department,Encampment,N/A,Park/Playground,10069,RIVERSIDE PARK SOUTH,RIVERSIDE PARK SOUTH,WEST   70 STREET,WEST   71 STREET,WEST   70 STREET,WEST   71 STREET,UNRECOGNIZED,NEW YORK,RIVERSIDE PARK SOUTH,Closed,The Police Department visited the location and no Encampment was found.,2023-09-18T17:24:33.000,07 MANHATTAN,1011710130,MANHATTAN,987443,223565,PHONE,Unspecified,MANHATTAN,40.780309955282014,-73.98847071008592,"{'latitude': '40.780309955282014', 'longitude': '-73.98847071008592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58852901,2023-09-18T16:55:06.000,2023-09-18T16:58:36.000,NYPD,New York City Police Department,Traffic,Chronic Stoplight Violation,Street/Sidewalk,11211,LEONARD STREET,LEONARD STREET,LEONARD STREET,SKILLMAN AVENUE,LEONARD STREET,SKILLMAN AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T16:58:40.000,01 BROOKLYN,,BROOKLYN,998678,199999,PHONE,Unspecified,BROOKLYN,40.715616028190155,-73.94795391620072,"{'latitude': '40.715616028190155', 'longitude': '-73.94795391620072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58846217,2023-09-18T16:55:00.000,2023-09-20T10:46:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10310,50 BRITTON STREET,BRITTON STREET,DEAD END,BROADWAY,,,ADDRESS,STATEN ISLAND,,Closed,The E-Waste appointment could not be serviced due to inaccessibility or some other problem.,2023-09-20T10:46:00.000,01 STATEN ISLAND,5001780018,STATEN ISLAND,951932,170308,PHONE,Unspecified,STATEN ISLAND,40.63407373172708,-74.11643820765958,"{'latitude': '40.63407373172708', 'longitude': '-74.11643820765958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58855093,2023-09-18T16:54:15.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-19T08:43:10.000,Unspecified MANHATTAN,,MANHATTAN,980350,196060,ONLINE,Unspecified,MANHATTAN,40.70481531315986,-74.01406617888522,"{'latitude': '40.70481531315986', 'longitude': '-74.01406617888522', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,4,4 5 to Brooklyn,Platform,,,
58853998,2023-09-18T16:54:09.000,2023-09-20T08:05:55.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,11420,122-04 150 AVENUE,150 AVENUE,122 STREET,122 PLACE,122 STREET,122 PLACE,ADDRESS,SOUTH OZONE PARK,150 AVENUE,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-19T04:41:15.000,10 QUEENS,4118500033,QUEENS,1034464,182100,ONLINE,Unspecified,QUEENS,40.666356770024926,-73.81899683116443,"{'latitude': '40.666356770024926', 'longitude': '-73.81899683116443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58848116,2023-09-18T16:54:00.000,,DOT,Department of Transportation,Street Light Condition,Multiple Street Lights Out,,10034,INWOOD HILL PARK,INWOOD HILL PARK,DYCKMAN ST,HARLEM RIVER,,,PLACENAME,NEW YORK,,Open,,,12 MANHATTAN,1022552000,MANHATTAN,1004956,257108,UNKNOWN,Unspecified,MANHATTAN,40.872352216695944,-73.92513123922915,"{'latitude': '40.872352216695944', 'longitude': '-73.92513123922915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58851468,2023-09-18T16:53:59.000,2023-09-19T09:37:57.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,10312,888 HUGUENOT AVENUE,HUGUENOT AVENUE,STATEN ISLAND RAILWAY LINE,AMBOY ROAD,STATEN ISLAND RAILWAY LINE,AMBOY ROAD,ADDRESS,STATEN ISLAND,HUGUENOT AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T09:36:50.000,03 STATEN ISLAND,5068150058,STATEN ISLAND,930832,133394,ONLINE,Unspecified,STATEN ISLAND,40.532650263521,-74.1921672331401,"{'latitude': '40.532650263521', 'longitude': '-74.1921672331401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58850571,2023-09-18T16:53:37.000,2023-10-25T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11222,707 HUMBOLDT STREET,HUMBOLDT STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-25T00:00:00.000,01 BROOKLYN,3026530023,BROOKLYN,999338,203874,UNKNOWN,Unspecified,BROOKLYN,40.726250865424035,-73.94556441413185,"{'latitude': '40.726250865424035', 'longitude': '-73.94556441413185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58847970,2023-09-18T16:53:36.000,2023-11-08T00:00:00.000,DOB,Department of Buildings,Building/Use,SRO - Illegal Work/No Permit/Change In Occupancy/Use,,11373,55-23 84 STREET,84 STREET,,,,,ADDRESS,ELMHURST,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-11-08T00:00:00.000,04 QUEENS,4028920001,QUEENS,1017288,205748,UNKNOWN,Unspecified,QUEENS,40.731345704020626,-73.88079395347748,"{'latitude': '40.731345704020626', 'longitude': '-73.88079395347748', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58850205,2023-09-18T16:53:33.000,2023-09-18T18:41:36.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Containers Set Out Too Early,Street,11217,147 LINCOLN PLACE,LINCOLN PLACE,6 AVENUE,7 AVENUE,6 AVENUE,7 AVENUE,ADDRESS,BROOKLYN,LINCOLN PLACE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T18:41:40.000,06 BROOKLYN,3009480053,BROOKLYN,991084,185577,PHONE,Unspecified,BROOKLYN,40.67604011465859,-73.97536236120077,"{'latitude': '40.67604011465859', 'longitude': '-73.97536236120077', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58851019,2023-09-18T16:53:12.000,2023-09-18T17:07:02.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T17:07:07.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58853088,2023-09-18T16:53:09.000,2023-09-18T19:39:25.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11222,89 FREEMAN STREET,FREEMAN STREET,FRANKLIN STREET,MANHATTAN AVENUE,FRANKLIN STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,FREEMAN STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-18T19:39:30.000,01 BROOKLYN,3025040001,BROOKLYN,995947,206765,ONLINE,Unspecified,BROOKLYN,40.734191086063575,-73.95779368328559,"{'latitude': '40.734191086063575', 'longitude': '-73.95779368328559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58848473,2023-09-18T16:52:59.000,2023-09-18T17:06:26.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T17:06:30.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58854766,2023-09-18T16:52:47.000,2023-09-18T17:04:54.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T17:04:58.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58853472,2023-09-18T16:52:33.000,2023-09-26T10:59:59.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10455,718 EAST  149 STREET,EAST  149 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,01 BRONX,2025790019,BRONX,1009469,235556,ONLINE,Unspecified,BRONX,40.81318657341566,-73.90889419223052,"{'latitude': '40.81318657341566', 'longitude': '-73.90889419223052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58847022,2023-09-18T16:52:33.000,2023-09-26T10:59:57.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10455,718 EAST  149 STREET,EAST  149 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,01 BRONX,2025790019,BRONX,1009469,235556,ONLINE,Unspecified,BRONX,40.81318657341566,-73.90889419223052,"{'latitude': '40.81318657341566', 'longitude': '-73.90889419223052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58849602,2023-09-18T16:52:33.000,2023-09-21T11:36:46.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10455,718 EAST  149 STREET,EAST  149 STREET,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-21T00:00:00.000,01 BRONX,2025790019,BRONX,1009469,235556,ONLINE,Unspecified,BRONX,40.81318657341566,-73.90889419223052,"{'latitude': '40.81318657341566', 'longitude': '-73.90889419223052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58854541,2023-09-18T16:52:33.000,2023-09-26T10:59:58.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10455,718 EAST  149 STREET,EAST  149 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,01 BRONX,2025790019,BRONX,1009469,235556,ONLINE,Unspecified,BRONX,40.81318657341566,-73.90889419223052,"{'latitude': '40.81318657341566', 'longitude': '-73.90889419223052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58854586,2023-09-18T16:52:33.000,2023-09-26T10:59:58.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10455,718 EAST  149 STREET,EAST  149 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,01 BRONX,2025790019,BRONX,1009469,235556,ONLINE,Unspecified,BRONX,40.81318657341566,-73.90889419223052,"{'latitude': '40.81318657341566', 'longitude': '-73.90889419223052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58849590,2023-09-18T16:52:33.000,2023-09-26T10:59:58.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,10455,718 EAST  149 STREET,EAST  149 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,01 BRONX,2025790019,BRONX,1009469,235556,ONLINE,Unspecified,BRONX,40.81318657341566,-73.90889419223052,"{'latitude': '40.81318657341566', 'longitude': '-73.90889419223052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58853325,2023-09-18T16:52:33.000,2023-09-26T10:59:57.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10455,718 EAST  149 STREET,EAST  149 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-26T00:00:00.000,01 BRONX,2025790019,BRONX,1009469,235556,ONLINE,Unspecified,BRONX,40.81318657341566,-73.90889419223052,"{'latitude': '40.81318657341566', 'longitude': '-73.90889419223052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58854697,2023-09-18T16:52:33.000,2023-09-26T10:59:59.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10455,718 EAST  149 STREET,EAST  149 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,01 BRONX,2025790019,BRONX,1009469,235556,ONLINE,Unspecified,BRONX,40.81318657341566,-73.90889419223052,"{'latitude': '40.81318657341566', 'longitude': '-73.90889419223052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58853362,2023-09-18T16:52:33.000,2023-09-26T10:59:57.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10455,718 EAST  149 STREET,EAST  149 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,01 BRONX,2025790019,BRONX,1009469,235556,ONLINE,Unspecified,BRONX,40.81318657341566,-73.90889419223052,"{'latitude': '40.81318657341566', 'longitude': '-73.90889419223052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58845841,2023-09-18T16:52:33.000,2023-09-26T10:59:58.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10455,718 EAST  149 STREET,EAST  149 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,01 BRONX,2025790019,BRONX,1009469,235556,ONLINE,Unspecified,BRONX,40.81318657341566,-73.90889419223052,"{'latitude': '40.81318657341566', 'longitude': '-73.90889419223052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58847146,2023-09-18T16:52:32.000,2023-10-02T05:03:01.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10460,1629 TAYLOR AVENUE,TAYLOR AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-02T00:00:00.000,11 BRONX,2040230017,BRONX,1020814,245797,PHONE,Unspecified,BRONX,40.84125549467284,-73.86785364425248,"{'latitude': '40.84125549467284', 'longitude': '-73.86785364425248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58852675,2023-09-18T16:51:42.000,2023-09-22T09:41:04.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11201,324 STATE STREET,STATE STREET,SMITH STREET,HOYT STREET,SMITH STREET,HOYT STREET,ADDRESS,BROOKLYN,STATE STREET,Closed,The Department of Sanitation removed the items.,2023-09-20T11:56:10.000,02 BROOKLYN,3001760022,BROOKLYN,987807,190164,PHONE,Unspecified,BROOKLYN,40.68863230886771,-73.98717403713712,"{'latitude': '40.68863230886771', 'longitude': '-73.98717403713712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58855072,2023-09-18T16:51:25.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10025,RIVERSIDE PARK,RIVERSIDE PARK,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET 12 NB,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET   12 NB,PLACENAME,NEW YORK,RIVERSIDE PARK,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-18T19:12:56.000,07 MANHATTAN,1012540002,MANHATTAN,991626,230829,PHONE,Unspecified,MANHATTAN,40.800245180318555,-73.97335875005403,"{'latitude': '40.800245180318555', 'longitude': '-73.97335875005403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58847311,2023-09-18T16:51:21.000,2023-09-19T09:11:24.000,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,10461,2510 POPLAR STREET,POPLAR STREET,LURTING AVENUE,ROSELLE STREET,LURTING AVENUE,ROSELLE STREET,ADDRESS,BRONX,POPLAR STREET,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-19T09:11:29.000,11 BRONX,2040780111,BRONX,1025858,246794,ONLINE,Unspecified,BRONX,40.84396963853882,-73.84961791596942,"{'latitude': '40.84396963853882', 'longitude': '-73.84961791596942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58849232,2023-09-18T16:51:15.000,2023-09-18T16:56:42.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10000,CENTRAL PARK,CENTRAL PARK,79 ST TRANSVERSE,BRIDLE PATH,79 ST TRANSVERSE,BRIDLE PATH,UNRECOGNIZED,NEW YORK,CENTRAL PARK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T16:56:47.000,64 MANHATTAN,1011110001,MANHATTAN,993877,224317,PHONE,Unspecified,MANHATTAN,40.7823693296991,-73.96523773584458,"{'latitude': '40.7823693296991', 'longitude': '-73.96523773584458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58852250,2023-09-18T16:51:04.000,2023-09-19T09:15:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10024,RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST   88 STREET,WEST   89 STREET,,,BLOCKFACE,MANHATTAN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-19T09:15:00.000,07 MANHATTAN,,MANHATTAN,,,UNKNOWN,Unspecified,MANHATTAN,,,,N/A,,,,,,
58846918,2023-09-18T16:50:58.000,2023-09-18T16:59:46.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11216,464 NOSTRAND AVENUE,NOSTRAND AVENUE,JEFFERSON AVENUE,HANCOCK STREET,JEFFERSON AVENUE,HANCOCK STREET,ADDRESS,BROOKLYN,NOSTRAND AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T16:59:50.000,03 BROOKLYN,3018320049,BROOKLYN,998084,188132,ONLINE,Unspecified,BROOKLYN,40.683044837854396,-73.95012102555529,"{'latitude': '40.683044837854396', 'longitude': '-73.95012102555529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58848061,2023-09-18T16:50:49.000,2023-09-18T17:21:44.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10035,200 EAST  127 STREET,EAST  127 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST  127 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T17:21:48.000,11 MANHATTAN,1017910044,MANHATTAN,1002371,232512,MOBILE,Unspecified,MANHATTAN,40.80484904989202,-73.93454453374191,"{'latitude': '40.80484904989202', 'longitude': '-73.93454453374191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58854301,2023-09-18T16:50:35.000,2023-09-22T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,"Building - Vacant, Open And Unguarded",,10306,159 DURANT AVENUE,DURANT AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-22T00:00:00.000,03 STATEN ISLAND,5050230071,STATEN ISLAND,947342,141663,UNKNOWN,Unspecified,STATEN ISLAND,40.55543113155255,-74.13281896643652,"{'latitude': '40.55543113155255', 'longitude': '-74.13281896643652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58847811,2023-09-18T16:50:34.000,2023-10-31T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11364,50-09 203 STREET,203 STREET,,,,,ADDRESS,OAKLAND GARDENS,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-31T00:00:00.000,11 QUEENS,4073800057,QUEENS,1046252,212907,UNKNOWN,Unspecified,QUEENS,40.75083970550582,-73.77622186907155,"{'latitude': '40.75083970550582', 'longitude': '-73.77622186907155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58852904,2023-09-18T16:50:25.000,2023-09-19T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11222,707 HUMBOLDT STREET,HUMBOLDT STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings reviewed this complaint and determined that no further action was necessary.,2023-09-19T00:00:00.000,01 BROOKLYN,3026530023,BROOKLYN,999338,203874,UNKNOWN,Unspecified,BROOKLYN,40.726250865424035,-73.94556441413185,"{'latitude': '40.726250865424035', 'longitude': '-73.94556441413185', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58846355,2023-09-18T16:50:25.000,2023-09-19T13:40:45.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,10312,895 HUGUENOT AVENUE,HUGUENOT AVENUE,STATEN ISLAND RAILWAY LINE,AMBOY ROAD,STATEN ISLAND RAILWAY LINE,AMBOY ROAD,ADDRESS,STATEN ISLAND,HUGUENOT AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-19T13:40:49.000,03 STATEN ISLAND,5063320038,STATEN ISLAND,930862,133338,ONLINE,Unspecified,STATEN ISLAND,40.532496734921146,-74.1920588690492,"{'latitude': '40.532496734921146', 'longitude': '-74.1920588690492', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
