unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58837222,2023-09-17T09:25:33.000,2023-09-17T10:02:21.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10026,265 WEST  114 STREET,WEST  114 STREET,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,ADDRESS,NEW YORK,WEST  114 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T10:02:24.000,10 MANHATTAN,1018300011,MANHATTAN,996586,231745,ONLINE,Unspecified,MANHATTAN,40.80275381673463,-73.95544212929333,"{'latitude': '40.80275381673463', 'longitude': '-73.95544212929333', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839154,2023-09-17T09:24:56.000,2023-09-17T10:23:46.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11355,149-61 ELM AVENUE,ELM AVENUE,149 STREET,MURRAY STREET,149 STREET,MURRAY STREET,ADDRESS,FLUSHING,ELM AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T10:23:50.000,07 QUEENS,4054090040,QUEENS,1036072,215071,PHONE,Unspecified,QUEENS,40.756844842839804,-73.81294680859867,"{'latitude': '40.756844842839804', 'longitude': '-73.81294680859867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839068,2023-09-17T09:24:35.000,2023-09-17T09:53:04.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10004,10 WILLIAM STREET,WILLIAM STREET,HANOVER SQUARE,BEAVER STREET,HANOVER SQUARE,BEAVER STREET,ADDRESS,NEW YORK,WILLIAM STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T09:53:09.000,01 MANHATTAN,,MANHATTAN,981495,196162,ONLINE,Unspecified,MANHATTAN,40.70509570972053,-74.00993653480657,"{'latitude': '40.70509570972053', 'longitude': '-74.00993653480657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841336,2023-09-17T09:24:29.000,2023-09-17T10:46:23.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10305,12 BELL STREET,BELL STREET,WHITE PLAINS AVENUE,SMITH STREET,WHITE PLAINS AVENUE,SMITH STREET,ADDRESS,STATEN ISLAND,BELL STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T10:46:27.000,01 STATEN ISLAND,5029690025,STATEN ISLAND,963184,162921,PHONE,Unspecified,STATEN ISLAND,40.613831876881015,-74.07587545893772,"{'latitude': '40.613831876881015', 'longitude': '-74.07587545893772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58836988,2023-09-17T09:24:26.000,2023-09-17T11:18:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11367,69-54 138 STREET,138 STREET,68 DRIVE,JEWEL AVENUE,68 DRIVE,JEWEL AVENUE,ADDRESS,FLUSHING,138 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T11:18:53.000,08 QUEENS,4064940003,QUEENS,1031995,204995,ONLINE,Unspecified,QUEENS,40.72921174716072,-73.82773435606593,"{'latitude': '40.72921174716072', 'longitude': '-73.82773435606593', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837525,2023-09-17T09:24:25.000,2023-09-26T14:30:25.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11208,116 CRESCENT STREET,CRESCENT STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,05 BROOKLYN,3041180029,BROOKLYN,1019449,189405,ONLINE,Unspecified,BROOKLYN,40.6864797522766,-73.8730821902099,"{'latitude': '40.6864797522766', 'longitude': '-73.8730821902099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841416,2023-09-17T09:23:55.000,2023-09-17T09:33:11.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11201,177 SANDS STREET,SANDS STREET,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,ADDRESS,BROOKLYN,SANDS STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T09:33:15.000,02 BROOKLYN,3000680001,BROOKLYN,988793,194233,ONLINE,Unspecified,BROOKLYN,40.699800319891985,-73.98361593748928,"{'latitude': '40.699800319891985', 'longitude': '-73.98361593748928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841863,2023-09-17T09:23:41.000,2023-09-28T11:43:40.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11373,86-06 58 AVENUE,58 AVENUE,VAN HORN STREET,SEABURY STREET,VAN HORN STREET,SEABURY STREET,ADDRESS,ELMHURST,58 AVENUE,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-28T11:43:44.000,04 QUEENS,4028720010,QUEENS,1018929,205832,ONLINE,Unspecified,QUEENS,40.73156998154002,-73.87487255490767,"{'latitude': '40.73156998154002', 'longitude': '-73.87487255490767', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843220,2023-09-17T09:23:29.000,2023-09-17T11:22:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10454,623 EAST  138 STREET,EAST  138 STREET,ST ANNS AVENUE,CYPRESS AVENUE,ST ANNS AVENUE,CYPRESS AVENUE,ADDRESS,BRONX,EAST  138 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T11:22:46.000,01 BRONX,2025510058,BRONX,1007606,232953,PHONE,Unspecified,BRONX,40.80604718528912,-73.91563349246681,"{'latitude': '40.80604718528912', 'longitude': '-73.91563349246681', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839418,2023-09-17T09:23:02.000,2023-09-17T11:45:13.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10462,2183 MATTHEWS AVENUE,MATTHEWS AVENUE,LYDIG AVENUE,PELHAM PARKWAY SOUTH,LYDIG AVENUE,PELHAM PARKWAY SOUTH,ADDRESS,BRONX,MATTHEWS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T11:45:18.000,11 BRONX,2043220043,BRONX,1022178,251196,ONLINE,Unspecified,BRONX,40.856068384417874,-73.86289346378109,"{'latitude': '40.856068384417874', 'longitude': '-73.86289346378109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844208,2023-09-17T09:23:00.000,2023-09-17T11:05:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11691,14-40 GIPSON STREET,GIPSON STREET,ENRIGHT RD,DEAD END,,,ADDRESS,FAR ROCKAWAY,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-17T11:05:00.000,14 QUEENS,4156550029,QUEENS,1051571,161421,PHONE,Unspecified,QUEENS,40.60948399747444,-73.75753892626017,"{'latitude': '40.60948399747444', 'longitude': '-73.75753892626017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844568,2023-09-17T09:22:20.000,2023-09-17T09:33:00.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11201,177 SANDS STREET,SANDS STREET,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,ADDRESS,BROOKLYN,SANDS STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T09:33:04.000,02 BROOKLYN,3000680001,BROOKLYN,988793,194233,ONLINE,Unspecified,BROOKLYN,40.699800319891985,-73.98361593748928,"{'latitude': '40.699800319891985', 'longitude': '-73.98361593748928', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843408,2023-09-17T09:22:15.000,2023-09-17T09:37:40.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11375,102-45 67 ROAD,67 ROAD,102 STREET,YELLOWSTONE BOULEVARD,102 STREET,YELLOWSTONE BOULEVARD,ADDRESS,FOREST HILLS,67 ROAD,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T09:37:44.000,06 QUEENS,4021340050,QUEENS,1025404,204182,PHONE,Unspecified,QUEENS,40.727013384561275,-73.85151983941684,"{'latitude': '40.727013384561275', 'longitude': '-73.85151983941684', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840964,2023-09-17T09:22:01.000,2023-09-18T10:02:06.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11385,1820 GEORGE STREET,GEORGE STREET,SENECA AVENUE,FOREST AVENUE,SENECA AVENUE,FOREST AVENUE,ADDRESS,RIDGEWOOD,GEORGE STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T10:02:18.000,05 QUEENS,4035750017,QUEENS,1011666,194156,MOBILE,Unspecified,QUEENS,40.6995476701567,-73.90112616150243,"{'latitude': '40.6995476701567', 'longitude': '-73.90112616150243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58845140,2023-09-17T09:21:47.000,2023-09-17T18:42:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11421,85 STREET,85 STREET,85 STREET,88 AVENUE,85 STREET,88 AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T18:42:41.000,09 QUEENS,,QUEENS,1023522,190929,ONLINE,Unspecified,QUEENS,40.690645641940165,-73.85838722503709,"{'latitude': '40.690645641940165', 'longitude': '-73.85838722503709', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58844439,2023-09-17T09:21:21.000,2023-09-17T10:14:52.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11236,1441 EAST   99 STREET,EAST   99 STREET,AVENUE N,SEAVIEW AVENUE,AVENUE N,SEAVIEW AVENUE,ADDRESS,BROOKLYN,EAST   99 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T10:14:56.000,18 BROOKLYN,3083020027,BROOKLYN,1015064,170888,ONLINE,Unspecified,BROOKLYN,40.635671066848275,-73.88897788487068,"{'latitude': '40.635671066848275', 'longitude': '-73.88897788487068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839937,2023-09-17T09:21:16.000,2023-09-29T03:22:13.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10468,2738 WEBB AVENUE,WEBB AVENUE,EAMES PLACE,WEST  195 STREET,EAMES PLACE,WEST  195 STREET,ADDRESS,BRONX,WEBB AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-20T12:05:20.000,08 BRONX,2032480114,BRONX,1011471,256324,ONLINE,Unspecified,BRONX,40.87018269037946,-73.90157750291363,"{'latitude': '40.87018269037946', 'longitude': '-73.90157750291363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839761,2023-09-17T09:20:48.000,2023-09-17T09:20:48.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11218,131 OCEAN PARKWAY,OCEAN PARKWAY,CATON AVENUE,CHURCH AVENUE,CATON AVENUE,CHURCH AVENUE,ADDRESS,BROOKLYN,OCEAN PARKWAY,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-17T09:20:48.000,12 BROOKLYN,3053290001,BROOKLYN,991314,175079,MOBILE,Unspecified,BROOKLYN,40.647225243322424,-73.97454417362488,"{'latitude': '40.647225243322424', 'longitude': '-73.97454417362488', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58838280,2023-09-17T09:20:45.000,2023-09-17T10:14:02.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11433,108-16 159 STREET,159 STREET,108 AVENUE,109 AVENUE,108 AVENUE,109 AVENUE,ADDRESS,JAMAICA,159 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T10:14:06.000,12 QUEENS,4101460051,QUEENS,1041432,192553,ONLINE,Unspecified,QUEENS,40.695005540843916,-73.79379111889207,"{'latitude': '40.695005540843916', 'longitude': '-73.79379111889207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840268,2023-09-17T09:20:25.000,2023-09-17T09:55:22.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11206,67 MARCUS GARVEY BOULEVARD,MARCUS GARVEY BOULEVARD,PARK AVENUE,MYRTLE AVENUE,PARK AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,MARCUS GARVEY BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T09:55:27.000,03 BROOKLYN,3015800001,BROOKLYN,1000663,193190,PHONE,Unspecified,BROOKLYN,40.696923473918226,-73.94081003008043,"{'latitude': '40.696923473918226', 'longitude': '-73.94081003008043', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839807,2023-09-17T09:20:16.000,2023-09-29T15:09:33.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Grass/Weeds,Park,10027,ROOSEVELT TRIANGLE,ROOSEVELT TRIANGLE,HANCOCK PLACE,,HANCOCK PLACE,,UNRECOGNIZED,NEW YORK,ROOSEVELT TRIANGLE,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-09-29T15:09:39.000,09 MANHATTAN,1201029999,MANHATTAN,996873,234874,MOBILE,Roosevelt Triangle,MANHATTAN,40.81134165115034,-73.95439959645,"{'latitude': '40.81134165115034', 'longitude': '-73.95439959645', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837027,2023-09-17T09:20:11.000,2023-09-17T09:38:35.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11217,510 DEAN STREET,DEAN STREET,6 AVENUE,CARLTON AVENUE,6 AVENUE,CARLTON AVENUE,ADDRESS,BROOKLYN,DEAN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T09:38:41.000,08 BROOKLYN,,BROOKLYN,991695,187483,MOBILE,Unspecified,BROOKLYN,40.68127116022123,-73.97315750515847,"{'latitude': '40.68127116022123', 'longitude': '-73.97315750515847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837148,2023-09-17T09:20:05.000,2023-09-17T10:20:35.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11379,78-26 METROPOLITAN AVENUE,METROPOLITAN AVENUE,78 STREET,79 STREET,78 STREET,79 STREET,ADDRESS,MIDDLE VILLAGE,METROPOLITAN AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-17T10:20:40.000,05 QUEENS,4037760019,QUEENS,1019025,199130,PHONE,Unspecified,QUEENS,40.713174253837,-73.8745608002911,"{'latitude': '40.713174253837', 'longitude': '-73.8745608002911', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841909,2023-09-17T09:19:54.000,2023-10-23T12:07:33.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Structure - Outdoors,Park,11201,243 JAY STREET,JAY STREET,CATHEDRAL PLACE,TILLARY STREET BIKE PATH,CATHEDRAL PLACE,TILLARY STREET BIKE PATH,ADDRESS,BROOKLYN,JAY STREET,Closed,NYC Parks has completed the requested work order and corrected the problem.,2023-10-23T12:07:37.000,02 BROOKLYN,3001190001,BROOKLYN,987838,193096,ONLINE,Unspecified,BROOKLYN,40.69667995865189,-73.98706069451102,"{'latitude': '40.69667995865189', 'longitude': '-73.98706069451102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839019,2023-09-17T09:19:31.000,2023-09-17T21:37:33.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11379,65-67 ADMIRAL AVENUE,ADMIRAL AVENUE,65 LANE,TERRACE COURT,65 LANE,TERRACE COURT,ADDRESS,MIDDLE VILLAGE,ADMIRAL AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T21:37:38.000,05 QUEENS,4036040008,QUEENS,1013634,198225,MOBILE,Unspecified,QUEENS,40.71070979286124,-73.89401096168567,"{'latitude': '40.71070979286124', 'longitude': '-73.89401096168567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58841699,2023-09-17T09:19:18.000,2023-09-17T11:59:45.000,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10039,319 WEST  145 STREET,WEST  145 STREET,BRADHURST AVENUE,EDGECOMBE AVENUE,BRADHURST AVENUE,EDGECOMBE AVENUE,ADDRESS,NEW YORK,WEST  145 STREET,Closed,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",2023-09-17T11:59:48.000,10 MANHATTAN,1020520001,MANHATTAN,1000010,239242,ONLINE,Unspecified,MANHATTAN,40.82332554323123,-73.94305697510212,"{'latitude': '40.82332554323123', 'longitude': '-73.94305697510212', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839718,2023-09-17T09:19:14.000,2023-09-20T09:18:33.000,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,11213,1103 SAINT JOHNS PLACE,SAINT JOHNS PLACE,KINGSTON AVENUE,HAMPTON PLACE,KINGSTON AVENUE,HAMPTON PLACE,ADDRESS,BROOKLYN,ST JOHNS PLACE,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-20T05:18:36.000,08 BROOKLYN,,BROOKLYN,1000438,183808,PHONE,Unspecified,BROOKLYN,40.671172444889024,-73.94164398399565,"{'latitude': '40.671172444889024', 'longitude': '-73.94164398399565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839684,2023-09-17T09:18:58.000,2023-09-17T09:35:43.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11357,13 AVENUE,13 AVENUE,13 AVENUE,147 STREET,13 AVENUE,147 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T09:35:49.000,07 QUEENS,,QUEENS,1034345,226602,ONLINE,Unspecified,QUEENS,40.78850430840287,-73.81909449664651,"{'latitude': '40.78850430840287', 'longitude': '-73.81909449664651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842373,2023-09-17T09:18:18.000,2023-09-17T11:02:18.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11228,1238 80 STREET,80 STREET,12 AVENUE,13 AVENUE,12 AVENUE,13 AVENUE,ADDRESS,BROOKLYN,80 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T11:02:22.000,10 BROOKLYN,3062790022,BROOKLYN,981012,164513,ONLINE,Unspecified,BROOKLYN,40.61822603779714,-74.01166338552481,"{'latitude': '40.61822603779714', 'longitude': '-74.01166338552481', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840013,2023-09-17T09:18:08.000,2023-09-18T13:00:42.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Street,10314,27 SIMMONS LANE,SIMMONS LANE,VICTORY BOULEVARD,SIMMONS LOOP,VICTORY BOULEVARD,SIMMONS LOOP,ADDRESS,STATEN ISLAND,SIMMONS LANE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-18T13:00:45.000,02 STATEN ISLAND,5026200161,STATEN ISLAND,932895,155900,PHONE,Unspecified,STATEN ISLAND,40.59443692326073,-74.18491668143534,"{'latitude': '40.59443692326073', 'longitude': '-74.18491668143534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837212,2023-09-17T09:18:07.000,2023-09-17T16:11:50.000,NYPD,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,10463,3036 JOHNSON AVENUE,JOHNSON AVENUE,WEST  230 STREET,WEST  231 STREET,WEST  230 STREET,WEST  231 STREET,ADDRESS,BRONX,JOHNSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T16:11:54.000,08 BRONX,2057380374,BRONX,1008796,260492,ONLINE,Ewen Park,BRONX,40.88163040262322,-73.9112341757852,"{'latitude': '40.88163040262322', 'longitude': '-73.9112341757852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58839303,2023-09-17T09:17:34.000,2023-09-17T09:30:42.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11208,116 CRESCENT STREET,CRESCENT STREET,DANFORTH STREET,KIELY PLACE,DANFORTH STREET,KIELY PLACE,ADDRESS,BROOKLYN,CRESCENT STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T09:30:45.000,05 BROOKLYN,3041180029,BROOKLYN,1019449,189405,ONLINE,Unspecified,BROOKLYN,40.6864797522766,-73.8730821902099,"{'latitude': '40.6864797522766', 'longitude': '-73.8730821902099', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58843426,2023-09-17T09:17:31.000,2023-09-17T10:47:11.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10452,1008 UNIVERSITY AVENUE,UNIVERSITY AVENUE,SEDGWICK AVENUE,WEST  165 STREET,SEDGWICK AVENUE,WEST  165 STREET,ADDRESS,BRONX,UNIVERSITY AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-17T10:47:16.000,04 BRONX,2025230125,BRONX,1003392,243008,PHONE,Unspecified,BRONX,40.83365545199675,-73.93082660828182,"{'latitude': '40.83365545199675', 'longitude': '-73.93082660828182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837869,2023-09-17T09:17:10.000,2023-09-25T14:48:25.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,10033,WEST  184 STREET,WEST  184 STREET,BENNETT AVENUE,WEST  184 STREET,BENNETT AVENUE,WEST  184 STREET,INTERSECTION,,,Closed,The Department of Sanitation cleaned the location.,2023-09-21T11:00:37.000,12 MANHATTAN,,MANHATTAN,1002034,249813,MOBILE,Unspecified,MANHATTAN,40.852336020029355,-73.93571596076106,"{'latitude': '40.852336020029355', 'longitude': '-73.93571596076106', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58840158,2023-09-17T09:17:08.000,2023-09-17T09:38:58.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11217,54 6 AVENUE,6 AVENUE,DEAN STREET,BERGEN STREET,DEAN STREET,BERGEN STREET,ADDRESS,BROOKLYN,6 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T09:39:01.000,06 BROOKLYN,3011350027,BROOKLYN,991357,187427,MOBILE,Unspecified,BROOKLYN,40.6811177307837,-73.97437620259757,"{'latitude': '40.6811177307837', 'longitude': '-73.97437620259757', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58837098,2023-09-17T09:16:57.000,2023-09-18T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11208,94 ETNA STREET,ETNA STREET,,,,,ADDRESS,BROOKLYN,,Assigned,The Department of Buildings reviewed this complaint and assigned it to the Special Operations Team for further action.,2023-09-18T00:00:00.000,05 BROOKLYN,3041130021,BROOKLYN,1017580,188967,UNKNOWN,Unspecified,BROOKLYN,40.68528477899922,-73.87982344267708,"{'latitude': '40.68528477899922', 'longitude': '-73.87982344267708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58837803,2023-09-17T09:16:45.000,2023-09-23T14:14:39.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11433,110 AVENUE,110 AVENUE,110 AVENUE,179 STREET,110 AVENUE,179 STREET,INTERSECTION,,,Closed,The Department of Sanitation removed the items.,2023-09-22T12:36:27.000,12 QUEENS,,QUEENS,1046408,194016,PHONE,Unspecified,QUEENS,40.69898757186815,-73.77583331543451,"{'latitude': '40.69898757186815', 'longitude': '-73.77583331543451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58842987,2023-09-17T09:16:43.000,,DPR,Department of Parks and Recreation,Wood Pile Remaining,Remove Debris,Street,11417,105-22 92 STREET,92 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,OZONE PARK,92 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.    Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.    For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.     To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-18T06:12:56.000,10 QUEENS,4091580017,QUEENS,1026756,187008,ONLINE,Unspecified,QUEENS,40.679868468591266,-73.84675034906651,"{'latitude': '40.679868468591266', 'longitude': '-73.84675034906651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
