unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,closed_date,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,vehicle_type,bridge_highway_direction,road_ramp
58848292,2023-09-18T13:18:14.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10467,2723 BARNES AVENUE,BARNES AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,11 BRONX,2045120052,BRONX,1022001,254827,PHONE,Unspecified,BRONX,40.86603513226419,-73.8635128513696,"{'latitude': '40.86603513226419', 'longitude': '-73.8635128513696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-05T06:59:11.000,,,,,,,
58845732,2023-09-18T13:18:14.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10467,2723 BARNES AVENUE,BARNES AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,11 BRONX,2045120052,BRONX,1022001,254827,PHONE,Unspecified,BRONX,40.86603513226419,-73.8635128513696,"{'latitude': '40.86603513226419', 'longitude': '-73.8635128513696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-05T06:59:11.000,,,,,,,
58854625,2023-09-18T13:18:14.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10467,2723 BARNES AVENUE,BARNES AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-26T00:00:00.000,11 BRONX,2045120052,BRONX,1022001,254827,PHONE,Unspecified,BRONX,40.86603513226419,-73.8635128513696,"{'latitude': '40.86603513226419', 'longitude': '-73.8635128513696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-26T07:59:13.000,,,,,,,
58849553,2023-09-18T13:18:14.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,10467,2723 BARNES AVENUE,BARNES AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,11 BRONX,2045120052,BRONX,1022001,254827,PHONE,Unspecified,BRONX,40.86603513226419,-73.8635128513696,"{'latitude': '40.86603513226419', 'longitude': '-73.8635128513696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-05T06:59:11.000,,,,,,,
58854551,2023-09-18T13:18:14.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10467,2723 BARNES AVENUE,BARNES AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,11 BRONX,2045120052,BRONX,1022001,254827,PHONE,Unspecified,BRONX,40.86603513226419,-73.8635128513696,"{'latitude': '40.86603513226419', 'longitude': '-73.8635128513696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-05T06:59:11.000,,,,,,,
58846839,2023-09-18T13:18:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11366,,,,,73 AVENUE,199 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-19T09:20:00.000,08 QUEENS,,QUEENS,1047006,207529,UNKNOWN,Unspecified,QUEENS,40.73607316905106,-73.77355071597772,"{'latitude': '40.73607316905106', 'longitude': '-73.77355071597772', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T09:20:00.000,N/A,,,,,,
58853028,2023-09-18T13:17:51.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10031,1536 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  135 STREET,WEST  136 STREET,WEST  135 STREET,WEST  136 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T13:35:40.000,09 MANHATTAN,1019880109,MANHATTAN,997574,237822,ONLINE,Unspecified,MANHATTAN,40.819432055499405,-73.95186139222551,"{'latitude': '40.819432055499405', 'longitude': '-73.95186139222551', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:35:35.000,,,,,,,
58852187,2023-09-18T13:17:40.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11104,41-00 43 AVENUE,43 AVENUE,,,,,ADDRESS,SUNNYSIDE,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-02T00:00:00.000,02 QUEENS,4001880021,QUEENS,1005627,210860,ONLINE,Unspecified,QUEENS,40.745412740993686,-73.92285231373708,"{'latitude': '40.745412740993686', 'longitude': '-73.92285231373708', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T08:18:04.000,,,,,,,
58845873,2023-09-18T13:17:33.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10032,104 AUDUBON AVENUE,AUDUBON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,12 MANHATTAN,1021270015,MANHATTAN,1001589,246015,ONLINE,Unspecified,MANHATTAN,40.841912516361205,-73.93733432834699,"{'latitude': '40.841912516361205', 'longitude': '-73.93733432834699', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T19:33:43.000,,,,,,,
58852191,2023-09-18T13:17:33.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10032,104 AUDUBON AVENUE,AUDUBON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-22T00:00:00.000,12 MANHATTAN,1021270015,MANHATTAN,1001589,246015,ONLINE,Unspecified,MANHATTAN,40.841912516361205,-73.93733432834699,"{'latitude': '40.841912516361205', 'longitude': '-73.93733432834699', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T19:33:42.000,,,,,,,
58847919,2023-09-18T13:17:25.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10282,10 RIVER TERRACE,RIVER TERRACE,BEND,MURRAY STREET,BEND,MURRAY STREET,ADDRESS,NEW YORK,RIVER TERRACE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-18T14:11:46.000,01 MANHATTAN,1000167516,MANHATTAN,979692,200161,PHONE,Unspecified,MANHATTAN,40.71607126991179,-74.01644217200506,"{'latitude': '40.71607126991179', 'longitude': '-74.01644217200506', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:11:40.000,,,,,,,
58847756,2023-09-18T13:17:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Equipment (NC1),,11232,746 42 STREET,42 STREET,7 AVE,8 AVE,,,ADDRESS,BROOKLYN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-22T07:30:00.000,07 BROOKLYN,3009240124,BROOKLYN,984193,174735,PHONE,Unspecified,BROOKLYN,40.64628385473049,-74.00020540226654,"{'latitude': '40.64628385473049', 'longitude': '-74.00020540226654', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T07:30:00.000,N/A,,,,,,
58854143,2023-09-18T13:17:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11229,11 IVAN COURT,IVAN COURT,DEAD END,SEBA AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-18T13:29:00.000,15 BROOKLYN,3088561516,BROOKLYN,1005337,153118,PHONE,Unspecified,BROOKLYN,40.58692458960572,-73.92407950514776,"{'latitude': '40.58692458960572', 'longitude': '-73.92407950514776', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:29:00.000,,,,,,,
58849103,2023-09-18T13:17:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,10021,51 EAST   73 STREET,EAST   73 STREET,MADISON AVE,PARK AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-18T13:25:00.000,08 MANHATTAN,1013880030,MANHATTAN,994099,220636,PHONE,Unspecified,MANHATTAN,40.77226571048568,-73.96444150868852,"{'latitude': '40.77226571048568', 'longitude': '-73.96444150868852', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:25:00.000,,,,,,,
58847796,2023-09-18T13:17:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,10023,51 WEST   73 STREET,WEST   73 STREET,CENTRAL PARK W,COLUMBUS AVE,,,ADDRESS,NEW YORK,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-18T21:05:00.000,07 MANHATTAN,1011260107,MANHATTAN,990503,222629,ONLINE,Unspecified,MANHATTAN,40.7777392474337,-73.9774225282639,"{'latitude': '40.7777392474337', 'longitude': '-73.9774225282639', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T21:05:00.000,,,,,,,
58852879,2023-09-18T13:17:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11368,55-15 99 STREET,99 STREET,55 AVE,57 AVE,,,ADDRESS,CORONA,,Closed,"The Department of Environmental Protection inspected your complaint and referred it to the Department of Transportation for further action. If the problem persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-18T13:55:00.000,04 QUEENS,4019090001,QUEENS,1022936,208554,ONLINE,Unspecified,QUEENS,40.73902457281419,-73.86039902147743,"{'latitude': '40.73902457281419', 'longitude': '-73.86039902147743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:55:00.000,,,,,,,
58847775,2023-09-18T13:17:00.000,DEP,Department of Environmental Protection,Sewer,Culvert Blocked/Needs Cleaning (SE),,10451,205 EAST  149 STREET,EAST  149 STREET,PARK AVE,MORRIS AVE,,,ADDRESS,BRONX,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-19T11:00:00.000,01 BRONX,,BRONX,1005060,237279,PHONE,Unspecified,BRONX,40.81792721031674,-73.92481673313245,"{'latitude': '40.81792721031674', 'longitude': '-73.92481673313245', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:00:00.000,,,,,,,
58851405,2023-09-18T13:16:35.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10462,CASTLE HILL AVENUE,CASTLE HILL AVENUE,CASTLE HILL AVENUE,CROSS BRONX EXPRESSWAY,CASTLE HILL AVENUE,CROSS BRONX EXPRESSWAY,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T17:08:32.000,09 BRONX,,BRONX,1025581,241811,ONLINE,Unspecified,BRONX,40.83029406840751,-73.85064976987726,"{'latitude': '40.83029406840751', 'longitude': '-73.85064976987726', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T11:48:56.000,,,,,,,
58849856,2023-09-18T13:16:35.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11423,88-15 205 STREET,205 STREET,HILLSIDE AVENUE,89 AVENUE,HILLSIDE AVENUE,89 AVENUE,ADDRESS,HOLLIS,205 STREET,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-18T15:43:33.000,12 QUEENS,4104980041,QUEENS,1050770,201788,PHONE,Unspecified,QUEENS,40.720288075178885,-73.76002548386313,"{'latitude': '40.720288075178885', 'longitude': '-73.76002548386313', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58851391,2023-09-18T13:16:24.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11238,828 WASHINGTON AVENUE,WASHINGTON AVENUE,ST JOHNS PLACE,LINCOLN PLACE,ST JOHNS PLACE,LINCOLN PLACE,ADDRESS,BROOKLYN,WASHINGTON AVENUE,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-18T17:21:27.000,08 BROOKLYN,3011760095,BROOKLYN,994542,184562,MOBILE,Unspecified,BROOKLYN,40.67325082333159,-73.96289728153602,"{'latitude': '40.67325082333159', 'longitude': '-73.96289728153602', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T17:21:23.000,,,,,,,
58854405,2023-09-18T13:16:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,10034,,,,,VERMILYEA AVENUE,WEST 207 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-18T14:20:00.000,12 MANHATTAN,,MANHATTAN,1006208,255072,UNKNOWN,Unspecified,MANHATTAN,40.866760994898165,-73.92061093162097,"{'latitude': '40.866760994898165', 'longitude': '-73.92061093162097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:20:00.000,N/A,,,,,,
58855190,2023-09-18T13:15:48.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Yard,11203,122 EAST   46 STREET,EAST   46 STREET,RUTLAND ROAD,WINTHROP STREET,RUTLAND ROAD,WINTHROP STREET,ADDRESS,BROOKLYN,EAST   46 STREET,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T12:44:03.000,09 BROOKLYN,3048250025,BROOKLYN,1002260,179437,PHONE,Unspecified,BROOKLYN,40.659171504113395,-73.93508754676871,"{'latitude': '40.659171504113395', 'longitude': '-73.93508754676871', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:44:02.000,,,,,,,
58849016,2023-09-18T13:15:46.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Used Car Dealer,Business,11205,111 FRANKLIN AVENUE,FRANKLIN AVENUE,PARK AVENUE,MYRTLE AVENUE,PARK AVENUE,MYRTLE AVENUE,ADDRESS,BROOKLYN,FRANKLIN AVENUE,Closed,The Department of Consumer and Worker Protection (DCWP) determined this issue isn't within its jurisdiction.  You should contact the Department of Motor Vehicles. Call (800) 698-2931 or (518) 486-9786. You can also visit dmv.ny.gov.,2023-09-19T11:05:47.000,03 BROOKLYN,3018990014,BROOKLYN,995835,192693,ONLINE,Unspecified,BROOKLYN,40.69556696185004,-73.95822202986886,"{'latitude': '40.69556696185004', 'longitude': '-73.95822202986886', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T11:05:44.000,,,,,,,
58845377,2023-09-18T13:15:36.000,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,11435,106-55 150 STREET,150 STREET,148 STREET,107 AVENUE,148 STREET,107 AVENUE,ADDRESS,JAMAICA,150 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T15:17:05.000,12 QUEENS,4101200001,QUEENS,1039410,192538,PHONE,Unspecified,QUEENS,40.69497720325799,-73.80108292263925,"{'latitude': '40.69497720325799', 'longitude': '-73.80108292263925', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T15:17:00.000,,,,,,,
58847888,2023-09-18T13:15:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-18T13:32:55.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:32:50.000,,,,,,,
58847652,2023-09-18T13:15:22.000,DSNY,Department of Sanitation,Dumpster Complaint,Overflowing,Street,11215,56 SHERMAN STREET,SHERMAN STREET,10 AVENUE,11 AVENUE,10 AVENUE,11 AVENUE,ADDRESS,BROOKLYN,SHERMAN STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T10:33:52.000,07 BROOKLYN,3011160033,BROOKLYN,990532,178728,PHONE,Unspecified,BROOKLYN,40.657241542441334,-73.97735878949281,"{'latitude': '40.657241542441334', 'longitude': '-73.97735878949281', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T13:47:11.000,,,,,,,
58855121,2023-09-18T13:15:22.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11378,66-33 54 AVENUE,54 AVENUE,66 STREET,67 STREET,66 STREET,67 STREET,ADDRESS,MASPETH,54 AVENUE,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-19T12:10:22.000,05 QUEENS,4024000022,QUEENS,1012485,204848,MOBILE,Unspecified,QUEENS,40.72889206190212,-73.89812765558507,"{'latitude': '40.72889206190212', 'longitude': '-73.89812765558507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-19T12:10:23.000,,,,,,,
58852315,2023-09-18T13:15:18.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11434,114-54 175 PLACE,175 PLACE,LINDEN BOULEVARD,115 AVENUE,LINDEN BOULEVARD,115 AVENUE,ADDRESS,JAMAICA,175 PLACE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-18T13:39:05.000,12 QUEENS,4123970111,QUEENS,1046834,191552,MOBILE,Unspecified,QUEENS,40.69222148380536,-73.77431988904463,"{'latitude': '40.69222148380536', 'longitude': '-73.77431988904463', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:39:03.000,,,,,,,
58851928,2023-09-18T13:15:14.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456,1385 WASHINGTON AVENUE,WASHINGTON AVENUE,EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T13:37:15.000,03 BRONX,2029010001,BRONX,1010561,243449,PHONE,Unspecified,BRONX,40.8348474210791,-73.90491830085918,"{'latitude': '40.8348474210791', 'longitude': '-73.90491830085918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:37:09.000,,,,,,,
58849133,2023-09-18T13:15:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11224,2950 WEST   33 STREET,WEST   33 STREET,MERMAID AVENUE,SURF AVENUE,MERMAID AVENUE,SURF AVENUE,ADDRESS,BROOKLYN,WEST   33 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-18T13:29:38.000,13 BROOKLYN,3070470014,BROOKLYN,984426,148318,ONLINE,Unspecified,BROOKLYN,40.57377461803691,-73.99936646394328,"{'latitude': '40.57377461803691', 'longitude': '-73.99936646394328', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T13:29:34.000,,,,,,,
58846401,2023-09-18T13:14:57.000,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Sidewalk,11101,31 STREET,31 STREET,31 STREET,39 AVENUE,31 STREET,39 AVENUE,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-19T12:07:27.000,01 QUEENS,,QUEENS,1002838,213510,PHONE,Unspecified,QUEENS,40.7526926233133,-73.93291023707339,"{'latitude': '40.7526926233133', 'longitude': '-73.93291023707339', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T15:44:53.000,,,,,,,
58846740,2023-09-18T13:14:26.000,DOB,Department of Buildings,General Construction/Plumbing,Cons - Contrary/Beyond Approved Plans/Permits,,11203,164 EAST   46 STREET,EAST   46 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-25T00:00:00.000,09 BROOKLYN,3048250041,BROOKLYN,1002281,179170,UNKNOWN,Unspecified,BROOKLYN,40.658438605282754,-73.9350125715951,"{'latitude': '40.658438605282754', 'longitude': '-73.9350125715951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-25T00:00:00.000,,,,,,,
58851789,2023-09-18T13:14:21.000,DOB,Department of Buildings,General Construction/Plumbing,Fence - None/Inadequate,,10314,1582 RICHMOND AVENUE,RICHMOND AVENUE,,,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-22T00:00:00.000,02 STATEN ISLAND,5022360056,STATEN ISLAND,939683,161390,UNKNOWN,Unspecified,STATEN ISLAND,40.609542564444155,-74.16051105007858,"{'latitude': '40.609542564444155', 'longitude': '-74.16051105007858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-22T00:00:00.000,,,,,,,
58852159,2023-09-18T13:14:14.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10028,409 EAST   81 STREET,EAST   81 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-21T00:00:00.000,08 MANHATTAN,1015610008,MANHATTAN,997791,221054,PHONE,Unspecified,MANHATTAN,40.77340812644682,-73.95111119882958,"{'latitude': '40.77340812644682', 'longitude': '-73.95111119882958', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T14:49:54.000,,,,,,,
58850974,2023-09-18T13:14:12.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11237,1563 DE KALB AVENUE,DE KALB AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-11T00:00:00.000,04 BROOKLYN,3032370057,BROOKLYN,1006326,195465,PHONE,Unspecified,BROOKLYN,40.70315549987592,-73.92038018588677,"{'latitude': '40.70315549987592', 'longitude': '-73.92038018588677', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-11T12:07:01.000,,,,,,,
58853090,2023-09-18T13:14:07.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,10453,1665 DAVIDSON AVENUE,DAVIDSON AVENUE,FEATHERBED LANE,WEST  174 STREET,FEATHERBED LANE,WEST  174 STREET,ADDRESS,BRONX,DAVIDSON AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-18T14:22:04.000,05 BRONX,2028650179,BRONX,1007907,247620,PHONE,Unspecified,BRONX,40.84630310319039,-73.91449450642732,"{'latitude': '40.84630310319039', 'longitude': '-73.91449450642732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T14:22:00.000,,,,,,,
58852858,2023-09-18T13:14:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11427,218-04 STEWART ROAD,STEWART ROAD,UNION TPKE,219 ST,,,ADDRESS,QUEENS VILLAGE,,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-21T13:30:00.000,11 QUEENS,4077940425,QUEENS,1052918,206971,PHONE,Unspecified,QUEENS,40.734497678258364,-73.7522236091217,"{'latitude': '40.734497678258364', 'longitude': '-73.7522236091217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-21T13:30:00.000,,,,,,,
58848926,2023-09-18T13:13:57.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11207,37 HINSDALE STREET,HINSDALE STREET,ATLANTIC AVENUE,LIBERTY AVENUE,ATLANTIC AVENUE,LIBERTY AVENUE,ADDRESS,BROOKLYN,HINSDALE STREET,Closed,The Department of Sanitation periodically conducted surveillance at the location and during those times no violations were observed.,2023-09-18T21:27:00.000,05 BROOKLYN,3036820013,BROOKLYN,1011603,185066,ONLINE,Unspecified,BROOKLYN,40.67459791445344,-73.90139027003501,"{'latitude': '40.67459791445344', 'longitude': '-73.90139027003501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-18T21:26:56.000,,,,,,,
58848900,2023-09-18T13:13:41.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,11231,147A COLUMBIA STREET,COLUMBIA STREET,KANE STREET,DEGRAW STREET,KANE STREET,DEGRAW STREET,ADDRESS,BROOKLYN,COLUMBIA STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-20T12:56:00.000,06 BROOKLYN,3003190022,BROOKLYN,983744,189505,PHONE,Unspecified,BROOKLYN,40.68682420534604,-74.00182450413455,"{'latitude': '40.68682420534604', 'longitude': '-74.00182450413455', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-20T12:55:56.000,,,,,,,
