unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment
58838274,2023-09-17T14:41:32.000,2023-09-17T15:03:29.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11217,573 WARREN STREET,WARREN STREET,3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,ADDRESS,BROOKLYN,WARREN STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T15:03:33.000,02 BROOKLYN,3003950051,BROOKLYN,989352,187630,ONLINE,Unspecified,BROOKLYN,40.681676302367485,-73.98160493760015,"{'latitude': '40.681676302367485', 'longitude': '-73.98160493760015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58843108,2023-09-17T14:41:30.000,2023-09-20T04:57:02.000,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Street,11426,86 ROAD,86 ROAD,86 ROAD,246 STREET,86 ROAD,246 STREET,INTERSECTION,,,Closed,The Department of Sanitation removed the items.,2023-09-18T11:56:30.000,13 QUEENS,,QUEENS,1061415,205665,PHONE,Unspecified,QUEENS,40.730842996966196,-73.72157885360068,"{'latitude': '40.730842996966196', 'longitude': '-73.72157885360068', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58844602,2023-09-17T14:41:29.000,2023-09-17T15:25:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11207,90 MILLER AVENUE,MILLER AVENUE,ARLINGTON AVENUE,FULTON STREET,ARLINGTON AVENUE,FULTON STREET,ADDRESS,BROOKLYN,MILLER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T15:25:41.000,05 BROOKLYN,3036640028,BROOKLYN,1013957,186705,MOBILE,Unspecified,BROOKLYN,40.67908900964059,-73.89289669736954,"{'latitude': '40.67908900964059', 'longitude': '-73.89289669736954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58843381,2023-09-17T14:41:24.000,2023-10-02T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Fence - None/Inadequate,,10455,525 WALES AVENUE,WALES AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-02T00:00:00.000,01 BRONX,2025800028,BRONX,1009868,235233,UNKNOWN,Unspecified,BRONX,40.81229888090316,-73.90745400424441,"{'latitude': '40.81229888090316', 'longitude': '-73.90745400424441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58844067,2023-09-17T14:41:16.000,2023-09-18T09:46:29.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11412,191-30 114 DRIVE,114 DRIVE,FARMERS BOULEVARD,194 STREET,FARMERS BOULEVARD,194 STREET,ADDRESS,SAINT ALBANS,114 DRIVE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-18T09:46:35.000,12 QUEENS,4110090018,QUEENS,1050400,193200,PHONE,Unspecified,QUEENS,40.69671890994571,-73.76144464519138,"{'latitude': '40.69671890994571', 'longitude': '-73.76144464519138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58843367,2023-09-17T14:41:14.000,2023-09-19T00:00:00.000,DOB,Department of Buildings,Boilers,Boiler - Defective/Inoperative/No Permit,,10025,964 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-09-19T00:00:00.000,07 MANHATTAN,1018790031,MANHATTAN,993922,231227,UNKNOWN,Unspecified,MANHATTAN,40.80133536650071,-73.96506529386701,"{'latitude': '40.80133536650071', 'longitude': '-73.96506529386701', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58837469,2023-09-17T14:41:03.000,2023-09-17T14:54:17.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10301,STANLEY AVENUE,STANLEY AVENUE,STANLEY AVENUE,WEBSTER AVENUE,STANLEY AVENUE,WEBSTER AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T14:54:21.000,01 STATEN ISLAND,,STATEN ISLAND,959562,170572,ONLINE,Unspecified,STATEN ISLAND,40.63482290714945,-74.0889491425787,"{'latitude': '40.63482290714945', 'longitude': '-74.0889491425787', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58844075,2023-09-17T14:41:01.000,2023-09-28T16:33:29.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10460,1496 LONGFELLOW AVENUE,LONGFELLOW AVENUE,JENNINGS STREET,EAST  172 STREET,JENNINGS STREET,EAST  172 STREET,ADDRESS,BRONX,LONGFELLOW AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T08:59:37.000,03 BRONX,2030080015,BRONX,1015630,242500,ONLINE,Unspecified,BRONX,40.83222613528683,-73.88660459817915,"{'latitude': '40.83222613528683', 'longitude': '-73.88660459817915', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58837910,2023-09-17T14:41:00.000,2023-09-21T13:00:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Vehicle Idling (AD3)",,10065,,,,,5 AVENUE,EAST 67 STREET,INTERSECTION,MANHATTAN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-21T13:00:00.000,08 MANHATTAN,,MANHATTAN,992736,219544,PHONE,Unspecified,MANHATTAN,40.76926986887257,-73.96936381549281,"{'latitude': '40.76926986887257', 'longitude': '-73.96936381549281', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58842779,2023-09-17T14:40:56.000,2023-09-19T17:00:11.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,10453,1695 GRAND AVENUE,GRAND AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-19T00:00:00.000,05 BRONX,2028660080,BRONX,1008011,248390,PHONE,Unspecified,BRONX,40.84841624607351,-73.91411588203465,"{'latitude': '40.84841624607351', 'longitude': '-73.91411588203465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58841866,2023-09-17T14:40:52.000,2023-09-28T14:05:15.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,Commercial Building,11209,7402 5 AVENUE,5 AVENUE,74 STREET,BAY RIDGE PARKWAY,74 STREET,BAY RIDGE PARKWAY,ADDRESS,BROOKLYN,5 AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-17T14:40:52.000,10 BROOKLYN,3059300036,BROOKLYN,978043,168872,ONLINE,Unspecified,BROOKLYN,40.63018899719787,-74.0223618318182,"{'latitude': '40.63018899719787', 'longitude': '-74.0223618318182', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58843807,2023-09-17T14:40:49.000,2023-11-08T16:19:12.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10454,352 EAST  141 STREET,EAST  141 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-08T00:00:00.000,01 BRONX,2023030016,BRONX,1005571,234994,PHONE,Unspecified,BRONX,40.81165430803461,-73.92297782992952,"{'latitude': '40.81165430803461', 'longitude': '-73.92297782992952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58844799,2023-09-17T14:40:48.000,2023-09-17T14:56:58.000,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,10025,RIVERSIDE PARK,RIVERSIDE PARK,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET   12 NB,HENRY HUDSON PY SB EN W   96 ST,HENRY HUDSON PARKWAY ET   12 NB,UNRECOGNIZED,NEW YORK,RIVERSIDE PARK,Closed,NYC Parks has reviewed the reported condition and corrected the problem.,2023-09-17T14:57:03.000,07 MANHATTAN,1012540002,MANHATTAN,991626,230829,UNKNOWN,Unspecified,MANHATTAN,40.800245180318555,-73.97335875005403,"{'latitude': '40.800245180318555', 'longitude': '-73.97335875005403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58844745,2023-09-17T14:40:41.000,2023-09-17T15:12:43.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453,2081 MORRIS AVENUE,MORRIS AVENUE,EAST BURNSIDE AVENUE,EAST  181 STREET,EAST BURNSIDE AVENUE,EAST  181 STREET,ADDRESS,BRONX,MORRIS AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T15:12:48.000,05 BRONX,2031780045,BRONX,1010540,250378,ONLINE,Unspecified,BRONX,40.85386554579707,-73.90496702454375,"{'latitude': '40.85386554579707', 'longitude': '-73.90496702454375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58838070,2023-09-17T14:40:37.000,2023-09-17T15:01:08.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10031,AMSTERDAM AVENUE,AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  142 STREET,AMSTERDAM AVENUE,WEST  142 STREET,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T15:01:13.000,09 MANHATTAN,,MANHATTAN,998363,239237,ONLINE,Unspecified,MANHATTAN,40.823314604706354,-73.94900781934847,"{'latitude': '40.823314604706354', 'longitude': '-73.94900781934847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58840951,2023-09-17T14:40:31.000,2023-09-18T12:47:38.000,DHS,Department of Homeless Services,Encampment,N/A,Park/Playground,11207,302 NEW LOTS AVENUE,NEW LOTS AVENUE,ALABAMA AVENUE,GEORGIA AVENUE,ALABAMA AVENUE,GEORGIA AVENUE,ADDRESS,BROOKLYN,NEW LOTS AVENUE,Closed,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,2023-09-18T12:47:43.000,05 BROOKLYN,3042960002,BROOKLYN,1013334,180081,MOBILE,N/A,BROOKLYN,40.660909691938784,-73.8951713902837,"{'latitude': '40.660909691938784', 'longitude': '-73.8951713902837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58838803,2023-09-17T14:40:31.000,2023-09-17T15:13:30.000,NYPD,New York City Police Department,Encampment,N/A,Park/Playground,11207,302 NEW LOTS AVENUE,NEW LOTS AVENUE,ALABAMA AVENUE,GEORGIA AVENUE,ALABAMA AVENUE,GEORGIA AVENUE,ADDRESS,BROOKLYN,NEW LOTS AVENUE,Closed,The Police Department visited the location and has referred the complaint to the Department of Homeless Services (DHS) for further action. DHS will inspect the condition and update your Service Request with more information.,2023-09-17T15:13:33.000,05 BROOKLYN,3042960002,BROOKLYN,1013334,180081,MOBILE,N/A,BROOKLYN,40.660909691938784,-73.8951713902837,"{'latitude': '40.660909691938784', 'longitude': '-73.8951713902837', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58844991,2023-09-17T14:40:18.000,2023-09-20T16:27:19.000,TLC,Taxi and Limousine Commission,Lost Property,Electronics/Phones,Taxi,11430,JFK,JFK,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,UNRECOGNIZED,JAMAICA,JOHN F KENNEDY AIRPORT,Closed,See notes for information.,2023-09-20T16:27:21.000,83 QUEENS,4142600001,QUEENS,1043001,175548,PHONE,Unspecified,QUEENS,40.64832048620134,-73.78828125130184,"{'latitude': '40.64832048620134', 'longitude': '-73.78828125130184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430",,,,
58838632,2023-09-17T14:40:14.000,2023-09-17T15:23:10.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11234,6633 AVENUE M,AVENUE M,BERGEN BEACH PLACE,EAST   68 STREET,BERGEN BEACH PLACE,EAST   68 STREET,ADDRESS,BROOKLYN,AVENUE M,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T15:23:13.000,18 BROOKLYN,3083530040,BROOKLYN,1007751,166248,ONLINE,Unspecified,BROOKLYN,40.62295767276066,-73.9153425891468,"{'latitude': '40.62295767276066', 'longitude': '-73.9153425891468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58843318,2023-09-17T14:40:08.000,2023-09-17T15:09:38.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10011,321 WEST   24 STREET,WEST   24 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   24 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T15:09:43.000,04 MANHATTAN,1007480001,MANHATTAN,984647,211084,ONLINE,Unspecified,MANHATTAN,40.74605339352792,-73.99856724881818,"{'latitude': '40.74605339352792', 'longitude': '-73.99856724881818', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58842963,2023-09-17T14:39:56.000,2023-09-27T07:28:00.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11385,80-69 CYPRESS AVENUE,CYPRESS AVENUE,CLOVER PLACE,VERMONT PLACE,CLOVER PLACE,VERMONT PLACE,ADDRESS,RIDGEWOOD,CYPRESS AVENUE,Closed,This request required re-assignment to a new DOT unit.,2023-09-27T07:28:13.000,05 QUEENS,4037310096,QUEENS,1013302,191744,PHONE,Unspecified,QUEENS,40.69292207559669,-73.89523645363259,"{'latitude': '40.69292207559669', 'longitude': '-73.89523645363259', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58842610,2023-09-17T14:39:48.000,2023-09-17T15:04:20.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10040,4580 BROADWAY,BROADWAY,BENNETT AVENUE,WEST  196 STREET,BENNETT AVENUE,WEST  196 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T15:04:26.000,12 MANHATTAN,1021720004,MANHATTAN,1003335,252644,MOBILE,Unspecified,MANHATTAN,40.86010355018393,-73.93100516216545,"{'latitude': '40.86010355018393', 'longitude': '-73.93100516216545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58843599,2023-09-17T14:39:41.000,2023-09-17T15:16:16.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11365,59-19 FRESH MEADOW LANE,FRESH MEADOW LANE,59 AVENUE,HORACE HARDING EXPRESSWAY,59 AVENUE,HORACE HARDING EXPRESSWAY,ADDRESS,FRESH MEADOWS,FRESH MEADOW LANE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T15:16:21.000,11 QUEENS,4068870030,QUEENS,1040500,208839,ONLINE,Unspecified,QUEENS,40.73971255548046,-73.79701597918425,"{'latitude': '40.73971255548046', 'longitude': '-73.79701597918425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58843750,2023-09-17T14:39:33.000,2023-09-17T15:01:34.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10019,745 7 AVENUE,7 AVENUE,WEST   49 STREET,WEST   50 STREET,WEST   49 STREET,WEST   50 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-17T15:01:38.000,05 MANHATTAN,1010020001,MANHATTAN,988790,216386,ONLINE,Unspecified,MANHATTAN,40.760604881971254,-73.98361180988199,"{'latitude': '40.760604881971254', 'longitude': '-73.98361180988199', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58838050,2023-09-17T14:39:04.000,2023-09-17T14:41:16.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11412,191-49 115 ROAD,115 ROAD,FARMERS BOULEVARD,194 STREET,FARMERS BOULEVARD,194 STREET,ADDRESS,SAINT ALBANS,115 ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T14:41:21.000,12 QUEENS,4110320044,QUEENS,1050427,192673,PHONE,Unspecified,QUEENS,40.69527222085648,-73.76135245382355,"{'latitude': '40.69527222085648', 'longitude': '-73.76135245382355', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58842023,2023-09-17T14:38:59.000,2023-09-19T11:36:58.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11373,55 AVENUE,55 AVENUE,55 AVENUE,HASPEL STREET,55 AVENUE,HASPEL STREET,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-18T09:31:25.000,04 QUEENS,,QUEENS,1017602,206330,PHONE,Unspecified,QUEENS,40.732941971258754,-73.879658111002,"{'latitude': '40.732941971258754', 'longitude': '-73.879658111002', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58837606,2023-09-17T14:38:52.000,2023-09-17T20:51:11.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11429,103-14 217 STREET,217 STREET,103 AVENUE,104 AVENUE,103 AVENUE,104 AVENUE,ADDRESS,QUEENS VILLAGE,217 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T20:51:15.000,13 QUEENS,4110920050,QUEENS,1055979,199059,ONLINE,Unspecified,QUEENS,40.71275695503259,-73.7412629178017,"{'latitude': '40.71275695503259', 'longitude': '-73.7412629178017', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58838838,2023-09-17T14:38:44.000,2023-09-22T09:34:34.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11207,1820 EAST NEW YORK AVENUE,EAST NEW YORK AVENUE,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ADDRESS,BROOKLYN,EAST NEW YORK AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-20T15:51:06.000,05 BROOKLYN,3036650028,BROOKLYN,1011532,185653,ONLINE,Unspecified,BROOKLYN,40.67620931530262,-73.90164385434392,"{'latitude': '40.67620931530262', 'longitude': '-73.90164385434392', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58840830,2023-09-17T14:38:27.000,,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Odor,Restaurant/Bar/Deli/Bakery,11207,1916 LINDEN BOULEVARD,LINDEN BOULEVARD,SHEFFIELD AVENUE,PENNSYLVANIA AVENUE,SHEFFIELD AVENUE,PENNSYLVANIA AVENUE,ADDRESS,BROOKLYN,LINDEN BOULEVARD,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-19T12:18:17.000,05 BROOKLYN,3043460006,BROOKLYN,1014400,179117,PHONE,Unspecified,BROOKLYN,40.658260160502685,-73.89133347856401,"{'latitude': '40.658260160502685', 'longitude': '-73.89133347856401', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58841698,2023-09-17T14:38:18.000,2023-09-17T15:02:03.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,10019,306 WEST   54 STREET,WEST   54 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   54 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-17T15:02:08.000,04 MANHATTAN,1010440038,MANHATTAN,988451,217993,ONLINE,Unspecified,MANHATTAN,40.76501585078629,-73.98483450522959,"{'latitude': '40.76501585078629', 'longitude': '-73.98483450522959', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58837418,2023-09-17T14:38:16.000,2023-09-17T14:47:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10035,7 PALADINO AVENUE,PALADINO AVENUE,1 AVENUE,EAST  120 STREET,1 AVENUE,EAST  120 STREET,ADDRESS,NEW YORK,PALADINO AVENUE,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-17T14:47:33.000,11 MANHATTAN,,MANHATTAN,1003192,230946,ONLINE,Unspecified,MANHATTAN,40.80054908868079,-73.93158339154918,"{'latitude': '40.80054908868079', 'longitude': '-73.93158339154918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58841122,2023-09-17T14:38:00.000,2023-09-26T12:45:00.000,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),,11422,135-17 234 PLACE,234 PLACE,135 AVE,137 AVE,,,ADDRESS,ROSEDALE,,Closed,"The Department of Environmental Protection has investigated this complaint and a leak, not a city issue, has been resolved by homeowner.",2023-09-26T12:45:00.000,13 QUEENS,4132010025,QUEENS,1057369,184345,PHONE,Unspecified,QUEENS,40.67235923058564,-73.73640872348504,"{'latitude': '40.67235923058564', 'longitude': '-73.73640872348504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58844980,2023-09-17T14:37:59.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,,10026,5 AVENUE,5 AVENUE,5 AVENUE,EAST  118 STREET,5 AVENUE,EAST  118 STREET,INTERSECTION,,,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-20T11:30:31.000,10 MANHATTAN,,MANHATTAN,999336,231461,MOBILE,Unspecified,MANHATTAN,40.80197004735398,-73.94550971652079,"{'latitude': '40.80197004735398', 'longitude': '-73.94550971652079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"5 AVENUE AND EAST  118 STREET, MANHATTAN, NY, 10026",,,,
58841878,2023-09-17T14:37:56.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,11430,JFK,JFK,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,UNRECOGNIZED,JAMAICA,JOHN F KENNEDY AIRPORT,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T11:24:08.000,83 QUEENS,4142600001,QUEENS,1043001,175548,PHONE,Unspecified,QUEENS,40.64832048620134,-73.78828125130184,"{'latitude': '40.64832048620134', 'longitude': '-73.78828125130184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430",,,,
58843785,2023-09-17T14:37:53.000,2023-10-08T10:53:00.000,HPD,Department of Housing Preservation and Development,GENERAL,JANITOR/SUPER,RESIDENTIAL BUILDING,10022,155 EAST   52 STREET,EAST   52 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-08T00:00:00.000,06 MANHATTAN,1013070029,MANHATTAN,992317,215262,PHONE,Unspecified,MANHATTAN,40.75751727517092,-73.97088162924723,"{'latitude': '40.75751727517092', 'longitude': '-73.97088162924723', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58840743,2023-09-17T14:37:51.000,2023-11-17T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11694,106-20 SHORE FRONT PARKWAY,SHORE FRONT PARKWAY,,,,,ADDRESS,FAR ROCKAWAY,,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-11-17T00:00:00.000,14 QUEENS,4161770035,QUEENS,1032385,150897,UNKNOWN,Unspecified,QUEENS,40.5807227850377,-73.82671334939981,"{'latitude': '40.5807227850377', 'longitude': '-73.82671334939981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58839291,2023-09-17T14:37:44.000,2023-09-17T16:28:27.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,10467,2260 BRONX PARK EAST,BRONX PARK EAST,THWAITES PLACE,WARING AVENUE,THWAITES PLACE,WARING AVENUE,ADDRESS,BRONX,BRONX PARK EAST,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-17T16:28:33.000,11 BRONX,2043400001,BRONX,1019981,252360,ONLINE,Unspecified,BRONX,40.859272377172665,-73.87082921773529,"{'latitude': '40.859272377172665', 'longitude': '-73.87082921773529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58838516,2023-09-17T14:37:22.000,2023-11-08T16:19:11.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10454,352 EAST  141 STREET,EAST  141 STREET,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-08T00:00:00.000,01 BRONX,2023030016,BRONX,1005571,234994,PHONE,Unspecified,BRONX,40.81165430803461,-73.92297782992952,"{'latitude': '40.81165430803461', 'longitude': '-73.92297782992952', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
