unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,road_ramp,bridge_highway_direction,taxi_pick_up_location
58927726,2023-09-27T01:10:55.000,2023-09-27T02:53:23.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11237,1434 DEKALB AVENUE,DEKALB AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,WILSON AVENUE,KNICKERBOCKER AVENUE,ADDRESS,BROOKLYN,DEKALB AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T02:53:29.000,04 BROOKLYN,3032460021,BROOKLYN,1005593,194473,MOBILE,Unspecified,BROOKLYN,40.70043449168802,-73.92302698315996,"{'latitude': '40.70043449168802', 'longitude': '-73.92302698315996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58932265,2023-09-27T01:09:18.000,2023-09-27T01:38:36.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11364,54-38 202 STREET,202 STREET,53 AVENUE,56 AVENUE,53 AVENUE,56 AVENUE,ADDRESS,OAKLAND GARDENS,202 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T01:38:42.000,11 QUEENS,4074100030,QUEENS,1046285,212037,ONLINE,Saul Weprin Playground,QUEENS,40.748451551252344,-73.77611079123469,"{'latitude': '40.748451551252344', 'longitude': '-73.77611079123469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58930242,2023-09-27T01:09:14.000,2023-10-16T17:35:37.000,DOT,Department of Transportation,Highway Condition,Painted Line/Marking,Highway,,,,,,,,,,,Closed,"The condition has been inspected/investigated, see customer notes for more information.",2023-10-16T17:35:41.000,Unspecified QUEENS,,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,,Long Island Expwy,Brooklyn-Queens Expwy (I-278) (Exit 17 E-W) - Queens Blvd (NY 25) / Woodhaven Blvd (Exit 19),Roadway,East/Long Island Bound,
58932321,2023-09-27T01:08:56.000,2023-09-27T01:38:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10036,501 WEST   45 STREET,WEST   45 STREET,10 AVENUE,AMTRAK-NORTHEAST LINE,10 AVENUE,AMTRAK-NORTHEAST LINE,ADDRESS,NEW YORK,WEST   45 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T01:39:00.000,04 MANHATTAN,1010740029,MANHATTAN,985872,216747,ONLINE,Unspecified,MANHATTAN,40.76159675115011,-73.99414492509214,"{'latitude': '40.76159675115011', 'longitude': '-73.99414492509214', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58928386,2023-09-27T01:07:12.000,2023-09-27T01:38:10.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11364,54-38 202 STREET,202 STREET,53 AVENUE,56 AVENUE,53 AVENUE,56 AVENUE,ADDRESS,OAKLAND GARDENS,202 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T01:38:15.000,11 QUEENS,4074100030,QUEENS,1046285,212037,ONLINE,Saul Weprin Playground,QUEENS,40.748451551252344,-73.77611079123469,"{'latitude': '40.748451551252344', 'longitude': '-73.77611079123469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58936288,2023-09-27T01:06:08.000,2023-10-20T06:57:51.000,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,10453,1971 GRAND AVENUE,GRAND AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-20T00:00:00.000,05 BRONX,2028690163,BRONX,1008930,249755,PHONE,Unspecified,BRONX,40.852160244195126,-73.91078913475253,"{'latitude': '40.852160244195126', 'longitude': '-73.91078913475253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58943876,2023-09-27T01:06:08.000,2023-10-20T06:57:51.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10453,1971 GRAND AVENUE,GRAND AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-20T00:00:00.000,05 BRONX,2028690163,BRONX,1008930,249755,PHONE,Unspecified,BRONX,40.852160244195126,-73.91078913475253,"{'latitude': '40.852160244195126', 'longitude': '-73.91078913475253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58934835,2023-09-27T01:05:51.000,2023-09-27T01:23:35.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11231,298 UNION STREET,UNION STREET,COURT STREET,SMITH STREET,COURT STREET,SMITH STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T01:23:41.000,06 BROOKLYN,3004350012,BROOKLYN,985564,187801,ONLINE,Unspecified,BROOKLYN,40.682147031318635,-73.99526239073904,"{'latitude': '40.682147031318635', 'longitude': '-73.99526239073904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58927568,2023-09-27T01:05:40.000,2023-09-27T04:42:45.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11417,107-59 100 STREET,100 STREET,ROCKAWAY BOULEVARD,133 AVENUE,ROCKAWAY BOULEVARD,133 AVENUE,ADDRESS,OZONE PARK,100 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T04:42:51.000,10 QUEENS,,QUEENS,1028830,186872,PHONE,Unspecified,QUEENS,40.679484977887206,-73.83927373781606,"{'latitude': '40.679484977887206', 'longitude': '-73.83927373781606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58934815,2023-09-27T01:05:34.000,2023-09-27T01:37:34.000,NYPD,New York City Police Department,Noise - Park,Loud Talking,Park/Playground,11364,54-38 202 STREET,202 STREET,53 AVENUE,56 AVENUE,53 AVENUE,56 AVENUE,ADDRESS,OAKLAND GARDENS,202 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T01:37:37.000,11 QUEENS,4074100030,QUEENS,1046285,212037,ONLINE,Saul Weprin Playground,QUEENS,40.748451551252344,-73.77611079123469,"{'latitude': '40.748451551252344', 'longitude': '-73.77611079123469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58932011,2023-09-27T01:05:09.000,2023-09-27T01:27:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11235,3070 BRIGHTON   14 STREET,BRIGHTON   14 STREET,OCEAN VIEW AVENUE,BRIGHTON BEACH AVENUE,OCEAN VIEW AVENUE,BRIGHTON BEACH AVENUE,ADDRESS,BROOKLYN,BRIGHTON   14 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T01:27:45.000,13 BROOKLYN,3087167501,BROOKLYN,996572,149990,MOBILE,Unspecified,BROOKLYN,40.57835536804284,-73.95564223283161,"{'latitude': '40.57835536804284', 'longitude': '-73.95564223283161', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58929014,2023-09-27T01:05:01.000,2023-09-27T04:17:54.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10457,1654 MONROE AVENUE,MONROE AVENUE,EAST MOUNT EDEN AVENUE,EAST  173 STREET,EAST MOUNT EDEN AVENUE,EAST  173 STREET,ADDRESS,BRONX,MONROE AVENUE,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-27T04:17:59.000,04 BRONX,2027910005,BRONX,1010037,246441,PHONE,Unspecified,BRONX,40.84306113235555,-73.90680040695833,"{'latitude': '40.84306113235555', 'longitude': '-73.90680040695833', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58944608,2023-09-27T01:05:00.000,2023-09-27T17:47:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11236,,,,,AVENUE M,EAST 84 STREET,INTERSECTION,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-27T17:47:00.000,18 BROOKLYN,,BROOKLYN,1011154,169124,ONLINE,Unspecified,BROOKLYN,40.630842002898596,-73.90307254290799,"{'latitude': '40.630842002898596', 'longitude': '-73.90307254290799', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58935737,2023-09-27T01:05:00.000,2023-09-30T04:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10016,,,,,3 AVENUE,EAST 27 STREET,INTERSECTION,MANHATTAN,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-30T04:00:00.000,06 MANHATTAN,,MANHATTAN,989429,209371,ONLINE,Unspecified,MANHATTAN,40.74135012900925,-73.98131059290127,"{'latitude': '40.74135012900925', 'longitude': '-73.98131059290127', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,
58928451,2023-09-27T01:04:38.000,2023-09-27T01:23:15.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031,514 WEST  136 STREET,WEST  136 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  136 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-27T01:23:24.000,09 MANHATTAN,1019880118,MANHATTAN,997300,238040,ONLINE,Unspecified,MANHATTAN,40.82003081301524,-73.952850909447,"{'latitude': '40.82003081301524', 'longitude': '-73.952850909447', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58931006,2023-09-27T01:04:15.000,2023-09-27T01:36:41.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11364,54-38 202 STREET,202 STREET,53 AVENUE,56 AVENUE,53 AVENUE,56 AVENUE,ADDRESS,OAKLAND GARDENS,202 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T01:36:50.000,11 QUEENS,4074100030,QUEENS,1046285,212037,ONLINE,Saul Weprin Playground,QUEENS,40.748451551252344,-73.77611079123469,"{'latitude': '40.748451551252344', 'longitude': '-73.77611079123469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58930477,2023-09-27T01:04:10.000,2023-09-27T02:03:25.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10451,891 BROOK AVENUE,BROOK AVENUE,3 AVENUE,EAST  161 STREET,3 AVENUE,EAST  161 STREET,ADDRESS,BRONX,BROOK AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T02:03:29.000,03 BRONX,,BRONX,1009028,239157,PHONE,Unspecified,BRONX,40.8230715489424,-73.91047404621315,"{'latitude': '40.8230715489424', 'longitude': '-73.91047404621315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58939846,2023-09-27T01:04:00.000,2023-09-27T12:51:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11355,,,,,CHERRY AVENUE,149 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-27T12:51:00.000,07 QUEENS,,QUEENS,1035776,215514,UNKNOWN,Unspecified,QUEENS,40.758062491930545,-73.8140118319163,"{'latitude': '40.758062491930545', 'longitude': '-73.8140118319163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58934859,2023-09-27T01:03:57.000,2023-09-27T01:42:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11102,18-33 25 ROAD,25 ROAD,18 STREET,21 STREET,18 STREET,21 STREET,ADDRESS,ASTORIA,25 ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T01:42:10.000,01 QUEENS,4008880005,QUEENS,1004819,221515,MOBILE,Unspecified,QUEENS,40.77465989042008,-73.92573571212688,"{'latitude': '40.77465989042008', 'longitude': '-73.92573571212688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58931454,2023-09-27T01:03:47.000,2023-09-27T02:40:44.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11230,269 NEWKIRK AVENUE,NEWKIRK AVENUE,LAWRENCE AVENUE,EAST    8 STREET,LAWRENCE AVENUE,EAST    8 STREET,ADDRESS,BROOKLYN,NEWKIRK AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T02:40:52.000,14 BROOKLYN,3054210061,BROOKLYN,992518,169639,ONLINE,Unspecified,BROOKLYN,40.63229256603163,-73.9702121065204,"{'latitude': '40.63229256603163', 'longitude': '-73.9702121065204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58931633,2023-09-27T01:03:44.000,2023-09-27T02:33:16.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11221,991 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T02:33:22.000,04 BROOKLYN,3031840060,BROOKLYN,1003867,193838,MOBILE,Unspecified,BROOKLYN,40.6986955600991,-73.92925360744465,"{'latitude': '40.6986955600991', 'longitude': '-73.92925360744465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58933592,2023-09-27T01:03:36.000,2023-09-27T01:23:44.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,108-15 37 DRIVE,37 DRIVE,108 STREET,DEAD END,108 STREET,DEAD END,ADDRESS,CORONA,37 DRIVE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T01:23:46.000,03 QUEENS,4017777501,QUEENS,1023137,213728,ONLINE,Unspecified,QUEENS,40.753225005409014,-73.85964378508697,"{'latitude': '40.753225005409014', 'longitude': '-73.85964378508697', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58934126,2023-09-27T01:02:53.000,2023-09-27T02:20:42.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11377,39-22 51 STREET,51 STREET,39 AVENUE,SKILLMAN AVENUE,39 AVENUE,SKILLMAN AVENUE,ADDRESS,WOODSIDE,51 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T02:20:50.000,02 QUEENS,4001290041,QUEENS,1008370,211871,ONLINE,Unspecified,QUEENS,40.748180624663426,-73.91294945171033,"{'latitude': '40.748180624663426', 'longitude': '-73.91294945171033', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58931007,2023-09-27T01:02:33.000,2023-09-27T01:36:25.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11364,54-38 202 STREET,202 STREET,53 AVENUE,56 AVENUE,53 AVENUE,56 AVENUE,ADDRESS,OAKLAND GARDENS,202 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T01:36:30.000,11 QUEENS,4074100030,QUEENS,1046285,212037,ONLINE,Saul Weprin Playground,QUEENS,40.748451551252344,-73.77611079123469,"{'latitude': '40.748451551252344', 'longitude': '-73.77611079123469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58932208,2023-09-27T01:02:22.000,2023-09-27T02:07:44.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10451,304 GRAND CONCOURSE,GRAND CONCOURSE,EAST  138 STREET,MAJOR DEEGAN EXPWY NB ET    3,EAST  138 STREET,MAJOR DEEGAN EXPWY NB ET    3,ADDRESS,BRONX,GRAND CONCOURSE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T02:07:49.000,01 BRONX,2023410023,BRONX,1003867,235903,MOBILE,Unspecified,BRONX,40.81415320688605,-73.92913087505154,"{'latitude': '40.81415320688605', 'longitude': '-73.92913087505154', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58940835,2023-09-27T01:02:00.000,2023-09-27T03:50:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),,11691,,,,,REDFERN AVENUE,NAMEOKE STREET,INTERSECTION,QUEENS,,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-27T03:50:00.000,14 QUEENS,,QUEENS,1052988,160803,ONLINE,Unspecified,QUEENS,40.60777684220959,-73.75244182331745,"{'latitude': '40.60777684220959', 'longitude': '-73.75244182331745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58926265,2023-09-27T01:01:29.000,2023-09-27T09:25:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11211,MARCY AVENUE,MARCY AVENUE,BROOKLYN QUEENS EP ET   32 A WB,SOUTH    2 STREET,,,BLOCKFACE,BROOKLYN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-27T09:25:00.000,01 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,N/A,,,,,
58926978,2023-09-27T01:01:06.000,2023-09-27T01:42:31.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,11236,629 EAST  103 STREET,EAST  103 STREET,FARRAGUT ROAD,GLENWOOD ROAD,FARRAGUT ROAD,GLENWOOD ROAD,ADDRESS,BROOKLYN,EAST  103 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T01:42:37.000,18 BROOKLYN,3081720024,BROOKLYN,1012308,175752,ONLINE,Unspecified,BROOKLYN,40.64903085212558,-73.89888744983766,"{'latitude': '40.64903085212558', 'longitude': '-73.89888744983766', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58931074,2023-09-27T01:00:34.000,2023-09-27T01:22:58.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031,622 WEST  137 STREET,WEST  137 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  137 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T01:23:00.000,09 MANHATTAN,1020020061,MANHATTAN,996757,238636,ONLINE,Unspecified,MANHATTAN,40.821667450043606,-73.95481163398917,"{'latitude': '40.821667450043606', 'longitude': '-73.95481163398917', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58927241,2023-09-27T01:00:15.000,2023-09-27T01:43:30.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11201,8 REMSEN STREET,REMSEN STREET,BROOKLYN HEIGHTS PROMENADE,MONTAGUE TERRACE,BROOKLYN HEIGHTS PROMENADE,MONTAGUE TERRACE,ADDRESS,BROOKLYN,REMSEN STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T01:43:36.000,02 BROOKLYN,3002510006,BROOKLYN,984801,192510,MOBILE,Unspecified,BROOKLYN,40.69507223494248,-73.9980129918118,"{'latitude': '40.69507223494248', 'longitude': '-73.9980129918118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58945214,2023-09-27T01:00:06.000,2023-10-20T06:57:51.000,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,10453,1971 GRAND AVENUE,GRAND AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-20T00:00:00.000,05 BRONX,2028690163,BRONX,1008930,249755,PHONE,Unspecified,BRONX,40.852160244195126,-73.91078913475253,"{'latitude': '40.852160244195126', 'longitude': '-73.91078913475253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58940074,2023-09-27T01:00:06.000,2023-10-20T06:57:51.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10453,1971 GRAND AVENUE,GRAND AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-20T00:00:00.000,05 BRONX,2028690163,BRONX,1008930,249755,PHONE,Unspecified,BRONX,40.852160244195126,-73.91078913475253,"{'latitude': '40.852160244195126', 'longitude': '-73.91078913475253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58942674,2023-09-27T01:00:06.000,2023-10-20T06:57:51.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10453,1971 GRAND AVENUE,GRAND AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-20T00:00:00.000,05 BRONX,2028690163,BRONX,1008930,249755,PHONE,Unspecified,BRONX,40.852160244195126,-73.91078913475253,"{'latitude': '40.852160244195126', 'longitude': '-73.91078913475253', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58927727,2023-09-27T00:59:17.000,2023-09-27T02:33:16.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11221,991 WILLOUGHBY AVENUE,WILLOUGHBY AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,WILLOUGHBY AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T02:33:21.000,04 BROOKLYN,3031840060,BROOKLYN,1003867,193838,MOBILE,Unspecified,BROOKLYN,40.6986955600991,-73.92925360744465,"{'latitude': '40.6986955600991', 'longitude': '-73.92925360744465', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58934825,2023-09-27T00:58:44.000,2023-09-27T01:25:44.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10001,420 WEST   26 STREET,WEST   26 STREET,WEST   27 DRIVE,10 AVENUE,WEST   27 DRIVE,10 AVENUE,ADDRESS,NEW YORK,WEST   26 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-27T01:25:46.000,04 MANHATTAN,1007230015,MANHATTAN,983873,212152,ONLINE,Unspecified,MANHATTAN,40.748984785965256,-74.00136063214998,"{'latitude': '40.748984785965256', 'longitude': '-74.00136063214998', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58925713,2023-09-27T00:58:09.000,2023-09-27T01:49:15.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11218,1414 39 STREET,39 STREET,14 AVENUE,15 AVENUE,14 AVENUE,15 AVENUE,ADDRESS,BROOKLYN,39 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-27T01:49:18.000,12 BROOKLYN,3053460010,BROOKLYN,988817,172066,PHONE,Unspecified,BROOKLYN,40.63895684589837,-73.98354440079811,"{'latitude': '40.63895684589837', 'longitude': '-73.98354440079811', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58926866,2023-09-27T00:57:51.000,2023-09-27T01:56:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11367,136-23 61 ROAD,61 ROAD,136 STREET,138 STREET,136 STREET,138 STREET,ADDRESS,FLUSHING,61 ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-27T01:56:42.000,07 QUEENS,4063850013,QUEENS,1031483,209717,ONLINE,Unspecified,QUEENS,40.74217519616749,-73.82954851367353,"{'latitude': '40.74217519616749', 'longitude': '-73.82954851367353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58930723,2023-09-27T00:57:46.000,2023-09-27T01:41:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10463,SEDGWICK AVENUE,SEDGWICK AVENUE,HILLMAN AVENUE,SEDGWICK AVENUE,HILLMAN AVENUE,SEDGWICK AVENUE,INTERSECTION,,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T01:41:47.000,08 BRONX,,BRONX,1014216,260756,MOBILE,Unspecified,BRONX,40.88233826083381,-73.89163263942916,"{'latitude': '40.88233826083381', 'longitude': '-73.89163263942916', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58935361,2023-09-27T00:57:25.000,2023-09-27T00:57:25.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,Other (Explain Below),11204,1983 19 AVENUE,19 AVENUE,19 AVENUE,54 STREET,19 AVENUE,54 STREET,INTERSECTION,BROOKLYN,,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-27T00:57:25.000,12 BROOKLYN,,BROOKLYN,989367,166651,PHONE,Unspecified,BROOKLYN,40.62409351594227,-73.98156677251632,"{'latitude': '40.62409351594227', 'longitude': '-73.98156677251632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
58931602,2023-09-27T00:57:03.000,2023-09-27T02:33:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11219,981 52 STREET,52 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,BROOKLYN,52 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-27T02:33:27.000,12 BROOKLYN,3056520050,BROOKLYN,983951,171613,MOBILE,Unspecified,BROOKLYN,40.63771463001025,-74.00107732264956,"{'latitude': '40.63771463001025', 'longitude': '-74.00107732264956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,
