unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,due_date
58821784,2023-09-15T18:22:46.000,2023-09-16T13:05:15.000,HPD,Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,11249,103 NORTH    3 STREET,NORTH    3 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-16T00:00:00.000,01 BROOKLYN,3023500026,BROOKLYN,994763,200428,ONLINE,Unspecified,BROOKLYN,40.716799048719714,-73.96207581260552,"{'latitude': '40.716799048719714', 'longitude': '-73.96207581260552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823569,2023-09-15T18:22:46.000,2023-09-16T13:05:16.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11249,103 NORTH    3 STREET,NORTH    3 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-16T00:00:00.000,01 BROOKLYN,3023500026,BROOKLYN,994763,200428,ONLINE,Unspecified,BROOKLYN,40.716799048719714,-73.96207581260552,"{'latitude': '40.716799048719714', 'longitude': '-73.96207581260552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58821802,2023-09-15T18:22:46.000,2023-09-16T13:05:15.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11249,103 NORTH    3 STREET,NORTH    3 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-16T00:00:00.000,01 BROOKLYN,3023500026,BROOKLYN,994763,200428,ONLINE,Unspecified,BROOKLYN,40.716799048719714,-73.96207581260552,"{'latitude': '40.716799048719714', 'longitude': '-73.96207581260552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825957,2023-09-15T18:22:46.000,2023-09-16T13:05:16.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11249,103 NORTH    3 STREET,NORTH    3 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-16T00:00:00.000,01 BROOKLYN,3023500026,BROOKLYN,994763,200428,ONLINE,Unspecified,BROOKLYN,40.716799048719714,-73.96207581260552,"{'latitude': '40.716799048719714', 'longitude': '-73.96207581260552', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823978,2023-09-15T18:22:43.000,2023-09-15T20:01:42.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11101,11-25 45 AVENUE,45 AVENUE,11 STREET,21 STREET,11 STREET,21 STREET,ADDRESS,LONG ISLAND CITY,45 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T20:01:45.000,02 QUEENS,4000527501,QUEENS,998357,211671,MOBILE,Unspecified,QUEENS,40.74765331772589,-73.94908738674489,"{'latitude': '40.74765331772589', 'longitude': '-73.94908738674489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823989,2023-09-15T18:22:37.000,2023-09-15T18:55:36.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11215,648 PRESIDENT STREET,PRESIDENT STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,PRESIDENT STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T18:55:39.000,06 BROOKLYN,3009580041,BROOKLYN,989381,185564,MOBILE,Unspecified,BROOKLYN,40.67600558349092,-73.98150195222456,"{'latitude': '40.67600558349092', 'longitude': '-73.98150195222456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823700,2023-09-15T18:22:12.000,2023-09-16T11:09:39.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11419,125-20 103 AVENUE,103 AVENUE,125 STREET,126 STREET,125 STREET,126 STREET,ADDRESS,SOUTH RICHMOND HILL,103 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-16T11:09:43.000,10 QUEENS,4095620010,QUEENS,1034257,190516,MOBILE,Unspecified,QUEENS,40.68945790971636,-73.81968054058568,"{'latitude': '40.68945790971636', 'longitude': '-73.81968054058568', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58820561,2023-09-15T18:22:10.000,2023-09-16T00:37:50.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11428,222-33 BRADDOCK AVENUE,BRADDOCK AVENUE,WINCHESTER BOULEVARD,SABRE STREET,WINCHESTER BOULEVARD,SABRE STREET,ADDRESS,QUEENS VILLAGE,BRADDOCK AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-16T00:37:54.000,13 QUEENS,4079670027,QUEENS,1057178,204863,ONLINE,Unspecified,QUEENS,40.728677661723204,-73.73687508665489,"{'latitude': '40.728677661723204', 'longitude': '-73.73687508665489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819672,2023-09-15T18:22:03.000,2023-09-15T20:01:32.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11101,11-25 45 AVENUE,45 AVENUE,11 STREET,21 STREET,11 STREET,21 STREET,ADDRESS,LONG ISLAND CITY,45 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T20:01:35.000,02 QUEENS,4000527501,QUEENS,998357,211671,MOBILE,Unspecified,QUEENS,40.74765331772589,-73.94908738674489,"{'latitude': '40.74765331772589', 'longitude': '-73.94908738674489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58821396,2023-09-15T18:21:51.000,2023-09-15T20:29:59.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10467,2309 HOLLAND AVENUE,HOLLAND AVENUE,ASTOR AVENUE,WARING AVENUE,ASTOR AVENUE,WARING AVENUE,ADDRESS,BRONX,HOLLAND AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T20:30:04.000,11 BRONX,2043470047,BRONX,1021431,252610,MOBILE,Unspecified,BRONX,40.85995256353461,-73.86558595844559,"{'latitude': '40.85995256353461', 'longitude': '-73.86558595844559', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58822051,2023-09-15T18:21:28.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10023,1998 BROADWAY,BROADWAY,WEST   67 STREET,WEST   68 STREET,WEST   67 STREET,WEST   68 STREET,ADDRESS,NEW YORK,BROADWAY,In Progress,"The Taxi and Limousine Commission has issued a notice to the driver, asking the driver to plead guilty to an appropriate charge. If a hearing is needed, you will be notified by mail or email of your hearing date.",2023-11-21T14:26:21.000,07 MANHATTAN,1011397503,MANHATTAN,989191,221764,ONLINE,Unspecified,MANHATTAN,40.77536588082035,-73.98216035319277,"{'latitude': '40.77536588082035', 'longitude': '-73.98216035319277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","1998 BROADWAY, MANHATTAN (NEW YORK), NY, 10023",,,,,,,,
58823155,2023-09-15T18:21:26.000,2023-09-15T19:11:44.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11234,2034 EAST   55 STREET,EAST   55 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,EAST   55 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T19:11:47.000,18 BROOKLYN,3085460054,BROOKLYN,1006258,162449,PHONE,Unspecified,BROOKLYN,40.61253404507773,-73.92073318832647,"{'latitude': '40.61253404507773', 'longitude': '-73.92073318832647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819924,2023-09-15T18:20:57.000,2023-09-15T18:48:46.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10472,1118 BOYNTON AVENUE,BOYNTON AVENUE,WATSON AVENUE,WESTCHESTER AVENUE,WATSON AVENUE,WESTCHESTER AVENUE,ADDRESS,BRONX,BOYNTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T18:48:52.000,09 BRONX,2037410012,BRONX,1018081,240472,ONLINE,Unspecified,BRONX,40.82665081256112,-73.87775785298022,"{'latitude': '40.82665081256112', 'longitude': '-73.87775785298022', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824812,2023-09-15T18:20:54.000,2023-09-15T18:45:45.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10023,1998 BROADWAY,BROADWAY,WEST   67 STREET,WEST   68 STREET,WEST   67 STREET,WEST   68 STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T18:45:49.000,07 MANHATTAN,1011397503,MANHATTAN,989191,221764,ONLINE,Unspecified,MANHATTAN,40.77536588082035,-73.98216035319277,"{'latitude': '40.77536588082035', 'longitude': '-73.98216035319277', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819674,2023-09-15T18:20:43.000,2023-09-15T20:30:41.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11434,167-43 145 AVENUE,145 AVENUE,167 STREET,175 STREET,167 STREET,175 STREET,ADDRESS,JAMAICA,145 AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T20:30:44.000,13 QUEENS,,QUEENS,1046755,181252,PHONE,Unspecified,QUEENS,40.66395096533023,-73.77470029384902,"{'latitude': '40.66395096533023', 'longitude': '-73.77470029384902', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824970,2023-09-15T18:20:40.000,2023-09-15T18:47:30.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11203,1355 NEW YORK AVENUE,NEW YORK AVENUE,NEWKIRK AVENUE,FOSTER AVENUE,NEWKIRK AVENUE,FOSTER AVENUE,ADDRESS,BROOKLYN,NEW YORK AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T18:47:34.000,17 BROOKLYN,3049670040,BROOKLYN,999381,172406,ONLINE,Unspecified,BROOKLYN,40.639878326155475,-73.94547993769629,"{'latitude': '40.639878326155475', 'longitude': '-73.94547993769629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58821564,2023-09-15T18:20:38.000,2023-09-15T20:21:44.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11421,76-27 85 ROAD,85 ROAD,76 STREET,79 STREET,76 STREET,79 STREET,ADDRESS,WOODHAVEN,85 ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T20:21:49.000,09 QUEENS,4088460038,QUEENS,1021458,192346,ONLINE,Unspecified,QUEENS,40.6945438928197,-73.86582206224482,"{'latitude': '40.6945438928197', 'longitude': '-73.86582206224482', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819676,2023-09-15T18:20:28.000,2023-09-15T19:59:26.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11374,98-33 64 AVENUE,64 AVENUE,98 STREET,99 STREET,98 STREET,99 STREET,ADDRESS,REGO PARK,64 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T19:59:30.000,06 QUEENS,4021000021,QUEENS,1023699,205467,PHONE,Unspecified,QUEENS,40.7305481592761,-73.85766379125519,"{'latitude': '40.7305481592761', 'longitude': '-73.85766379125519', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825474,2023-09-15T18:20:23.000,2023-09-16T13:07:09.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,Sidewalk,10457,2249 TIEBOUT AVENUE,TIEBOUT AVENUE,EAST  182 STREET,EAST  183 STREET,EAST  182 STREET,EAST  183 STREET,ADDRESS,BRONX,TIEBOUT AVENUE,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-16T13:07:12.000,05 BRONX,2031450036,BRONX,1012502,251025,ONLINE,Unspecified,BRONX,40.85563530646447,-73.89787207511597,"{'latitude': '40.85563530646447', 'longitude': '-73.89787207511597', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825545,2023-09-15T18:20:19.000,2023-09-18T15:27:56.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Drug Store or Pharmacy,Business,10467,JEROME AVENUE,JEROME AVENUE,JEROME AVENUE,MOSHOLU PARKWAY,JEROME AVENUE,MOSHOLU PARKWAY,INTERSECTION,,,Closed,"The Department of Consumer and Worker Protection (DCWP) determined this issue isn't within its jurisdiction.  Unfortunately, DCWP doesn't know of any agency that can act on the complaint and can't provide further assistance.",2023-09-18T15:28:00.000,07 BRONX,,BRONX,1016145,259815,PHONE,Unspecified,BRONX,40.87974875011495,-73.88466120059489,"{'latitude': '40.87974875011495', 'longitude': '-73.88466120059489', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823918,2023-09-15T18:20:00.000,2023-09-19T18:35:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,11219,1360 66 STREET,66 STREET,13 AVE,14 AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,2023-09-19T18:35:00.000,10 BROOKLYN,3057610031,BROOKLYN,984006,166836,PHONE,Unspecified,BROOKLYN,40.62460277660599,-74.000878980221,"{'latitude': '40.62460277660599', 'longitude': '-74.000878980221', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58821057,2023-09-15T18:19:44.000,2023-09-15T18:19:44.000,HPD,Department of Housing Preservation and Development,GENERAL,SIGNAGE MISSING,RESIDENTIAL BUILDING,11208,42 LINCOLN AVENUE,LINCOLN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-15T00:00:00.000,05 BROOKLYN,3041080062,BROOKLYN,1020115,190439,PHONE,Unspecified,BROOKLYN,40.68931516827855,-73.87067527847415,"{'latitude': '40.68931516827855', 'longitude': '-73.87067527847415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825204,2023-09-15T18:19:42.000,2023-09-24T18:40:31.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,10028,529 EAST   81 STREET,EAST   81 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-24T00:00:00.000,08 MANHATTAN,1015780017,MANHATTAN,998586,220613,ONLINE,Unspecified,MANHATTAN,40.77219644340623,-73.94824185025065,"{'latitude': '40.77219644340623', 'longitude': '-73.94824185025065', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58823986,2023-09-15T18:19:23.000,2023-09-15T18:31:05.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11249,277 BERRY STREET,BERRY STREET,SOUTH    1 STREET,SOUTH    2 STREET,SOUTH    1 STREET,SOUTH    2 STREET,ADDRESS,BROOKLYN,BERRY STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T18:31:11.000,01 BROOKLYN,3024050005,BROOKLYN,994412,199485,MOBILE,Unspecified,BROOKLYN,40.71421114967649,-73.96334341972391,"{'latitude': '40.71421114967649', 'longitude': '-73.96334341972391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824609,2023-09-15T18:19:22.000,2023-09-16T11:30:47.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11230,635 FOSTER AVENUE,FOSTER AVENUE,OCEAN PARKWAY,EAST    7 STREET,OCEAN PARKWAY,EAST    7 STREET,ADDRESS,BROOKLYN,FOSTER AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T05:00:04.000,14 BROOKLYN,,BROOKLYN,992449,168998,ONLINE,Unspecified,BROOKLYN,40.630533220824724,-73.97046147797226,"{'latitude': '40.630533220824724', 'longitude': '-73.97046147797226', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58822026,2023-09-15T18:18:59.000,2023-09-26T10:39:05.000,DOT,Department of Transportation,Street Condition,Cave-in,Street,11377,32-31 53 PLACE,53 PLACE,32 AVENUE,BROADWAY,32 AVENUE,BROADWAY,ADDRESS,WOODSIDE,53 PLACE,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-26T10:38:59.000,01 QUEENS,4011550065,QUEENS,1009792,214165,PHONE,Unspecified,QUEENS,40.75447307814516,-73.90780865743935,"{'latitude': '40.75447307814516', 'longitude': '-73.90780865743935', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825655,2023-09-15T18:18:44.000,2023-09-15T18:33:23.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11215,11 STREET,11 STREET,11 STREET,PROSPECT PARK WEST,11 STREET,PROSPECT PARK WEST,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T18:33:27.000,06 BROOKLYN,,BROOKLYN,990397,180972,PHONE,Unspecified,BROOKLYN,40.66340092250937,-73.97784330274978,"{'latitude': '40.66340092250937', 'longitude': '-73.97784330274978', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58822234,2023-09-15T18:18:13.000,2023-09-15T18:32:06.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11237,109 GRATTAN STREET,GRATTAN STREET,KNICKERBOCKER AVENUE,PORTER AVENUE,KNICKERBOCKER AVENUE,PORTER AVENUE,ADDRESS,BROOKLYN,GRATTAN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T18:32:11.000,01 BROOKLYN,3030040033,BROOKLYN,1003962,196542,MOBILE,Unspecified,BROOKLYN,40.706117192401756,-73.92890308654312,"{'latitude': '40.706117192401756', 'longitude': '-73.92890308654312', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58822438,2023-09-15T18:17:50.000,2023-09-15T18:26:45.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11206,131 MOORE STREET,MOORE STREET,HUMBOLDT STREET,BUSHWICK AVENUE,HUMBOLDT STREET,BUSHWICK AVENUE,ADDRESS,BROOKLYN,MOORE STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T18:26:48.000,01 BROOKLYN,3030980001,BROOKLYN,1000760,195750,ONLINE,Unspecified,BROOKLYN,40.70394989326451,-73.94045394475171,"{'latitude': '40.70394989326451', 'longitude': '-73.94045394475171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824524,2023-09-15T18:17:47.000,2023-09-16T10:36:52.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,10453,SEDGWICK AVENUE,SEDGWICK AVENUE,SEDGWICK AVENUE,WEST  179 STREET,SEDGWICK AVENUE,WEST  179 STREET,INTERSECTION,,,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-16T10:36:56.000,05 BRONX,,BRONX,1007269,250742,UNKNOWN,Unspecified,BRONX,40.85487375097522,-73.91678976333644,"{'latitude': '40.85487375097522', 'longitude': '-73.91678976333644', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58824055,2023-09-15T18:17:47.000,2023-09-15T18:41:58.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,11369,22-19 99 STREET,99 STREET,22 DRIVE,23 AVENUE,22 DRIVE,23 AVENUE,ADDRESS,EAST ELMHURST,99 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T18:42:02.000,03 QUEENS,4010740153,QUEENS,1019766,219773,PHONE,Unspecified,QUEENS,40.76983114218254,-73.87177889871714,"{'latitude': '40.76983114218254', 'longitude': '-73.87177889871714', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825483,2023-09-15T18:17:34.000,2023-09-15T19:52:42.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,11207,8 JEROME STREET,JEROME STREET,JAMAICA AVENUE,ARLINGTON AVENUE,JAMAICA AVENUE,ARLINGTON AVENUE,ADDRESS,BROOKLYN,JEROME STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-15T19:52:45.000,05 BROOKLYN,3039210024,BROOKLYN,1015059,187685,ONLINE,Unspecified,BROOKLYN,40.68177511819555,-73.88891915621534,"{'latitude': '40.68177511819555', 'longitude': '-73.88891915621534', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825123,2023-09-15T18:17:28.000,2023-09-15T18:41:21.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10012,3 WASHINGTON SQUARE VILLAGE,WASHINGTON SQUARE VILLAGE,MERCER STREET,LA GUARDIA PLACE,MERCER STREET,LA GUARDIA PLACE,ADDRESS,NEW YORK,WASHINGTON SQUARE VILLAGE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T18:41:27.000,02 MANHATTAN,1005330001,MANHATTAN,984650,204463,ONLINE,Unspecified,MANHATTAN,40.72788038556849,-73.99855681565572,"{'latitude': '40.72788038556849', 'longitude': '-73.99855681565572', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58822730,2023-09-15T18:17:14.000,2023-09-21T16:29:34.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11235,2440 EAST   29 STREET,EAST   29 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,15 BROOKLYN,3074220917,BROOKLYN,1000506,155242,PHONE,Unspecified,BROOKLYN,40.59276471972267,-73.94146766063803,"{'latitude': '40.59276471972267', 'longitude': '-73.94146766063803', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58825380,2023-09-15T18:17:11.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10467,3341 PERRY AVENUE,PERRY AVENUE,EAST  209 STREET,EAST GUN HILL ROAD,EAST  209 STREET,EAST GUN HILL ROAD,ADDRESS,BRONX,PERRY AVENUE,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-16T09:00:46.000,07 BRONX,2033430146,BRONX,1018914,259275,UNKNOWN,Unspecified,BRONX,40.87825617775159,-73.87465074153168,"{'latitude': '40.87825617775159', 'longitude': '-73.87465074153168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58821398,2023-09-15T18:17:01.000,2023-09-15T18:40:57.000,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,10003,1 WASHINGTON MEWS,WASHINGTON MEWS,5 AVENUE,UNIVERSITY PLACE,5 AVENUE,UNIVERSITY PLACE,ADDRESS,NEW YORK,WASHINGTON MEWS,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T18:41:02.000,02 MANHATTAN,1005500013,MANHATTAN,985243,205874,ONLINE,Unspecified,MANHATTAN,40.731753188823575,-73.99641708664115,"{'latitude': '40.731753188823575', 'longitude': '-73.99641708664115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58822996,2023-09-15T18:17:00.000,2023-09-27T19:30:00.000,DEP,Department of Environmental Protection,Air Quality,"Air: Odor/Fumes, Restaurant (AD2)",,10014,39 GROVE STREET,GROVE STREET,BEDFORD ST,BLEECKER ST,,,ADDRESS,NEW YORK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T19:30:00.000,02 MANHATTAN,1005880070,MANHATTAN,983008,206243,ONLINE,Unspecified,MANHATTAN,40.73276597178653,-74.0044814159394,"{'latitude': '40.73276597178653', 'longitude': '-74.0044814159394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,
58825422,2023-09-15T18:17:00.000,2023-09-18T12:44:00.000,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,Sidewalk,10314,111 MANN AVENUE,MANN AVENUE,VICTORY BOULEVARD,PURDY AVENUE,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Sanitation collected the E-waste.,2023-09-18T12:44:00.000,01 STATEN ISLAND,5007280048,STATEN ISLAND,947255,161790,PHONE,Unspecified,STATEN ISLAND,40.61067532914092,-74.13324222011822,"{'latitude': '40.61067532914092', 'longitude': '-74.13324222011822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
