unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,taxi_pick_up_location,latitude,longitude,location,bbl,facility_type,bridge_highway_name,bridge_highway_segment,bridge_highway_direction,road_ramp,due_date
58953693,2023-09-28T18:35:23.000,2023-09-28T18:54:34.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10468,233 LANDING ROAD,LANDING ROAD,CEDAR AVENUE,MAJOR DEEGAN EXPRESSWAY,CEDAR AVENUE,MAJOR DEEGAN EXPRESSWAY,ADDRESS,BRONX,LANDING ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T18:54:39.000,07 BRONX,BRONX,1008841,253488,ONLINE,Unspecified,BRONX,,40.86240645467484,-73.91109714827905,"{'latitude': '40.86240645467484', 'longitude': '-73.91109714827905', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58949882,2023-09-28T18:35:01.000,2023-09-28T19:25:53.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11223,274 AVENUE W,AVENUE W,MCDONALD AVENUE,STRYKER STREET,MCDONALD AVENUE,STRYKER STREET,ADDRESS,BROOKLYN,AVENUE W,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T19:26:00.000,15 BROOKLYN,BROOKLYN,991734,155101,PHONE,Unspecified,BROOKLYN,,40.592389450703614,-73.97305280879024,"{'latitude': '40.592389450703614', 'longitude': '-73.97305280879024', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58955612,2023-09-28T18:34:55.000,2023-09-29T15:33:49.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11418,112-44 PARK LANE SOUTH,PARK LANE SOUTH,LIRR MONTAUK LINE,115 STREET,LIRR MONTAUK LINE,115 STREET,ADDRESS,RICHMOND HILL,PARK LANE SOUTH,Closed,The Department of Sanitation removed the items.,2023-09-29T04:30:03.000,09 QUEENS,QUEENS,1029124,195630,PHONE,Unspecified,QUEENS,,40.70352214061886,-73.83815542990682,"{'latitude': '40.70352214061886', 'longitude': '-73.83815542990682', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58952682,2023-09-28T18:34:37.000,2023-10-28T12:28:45.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10453,1738 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-28T00:00:00.000,05 BRONX,BRONX,1007077,248609,ONLINE,Unspecified,BRONX,,40.84901980016448,-73.91749107675265,"{'latitude': '40.84901980016448', 'longitude': '-73.91749107675265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2028760112,,,,,,
58947985,2023-09-28T18:34:35.000,2023-09-28T18:34:35.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10453,1738 UNIVERSITY AVENUE,UNIVERSITY AVENUE,BRANDT PLACE,WEST 176 STREET,BRANDT PLACE,WEST  176 STREET,ADDRESS,BRONX,UNIVERSITY AVENUE,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-28T18:34:35.000,05 BRONX,BRONX,1007077,248609,MOBILE,Unspecified,BRONX,,40.84901980016448,-73.91749107675265,"{'latitude': '40.84901980016448', 'longitude': '-73.91749107675265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2028760112,,,,,,
58951929,2023-09-28T18:34:34.000,2023-10-02T15:25:16.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11219,1512 61 STREET,61 STREET,15 AVENUE,16 AVENUE,15 AVENUE,16 AVENUE,ADDRESS,BROOKLYN,61 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-30T10:13:09.000,11 BROOKLYN,BROOKLYN,985785,167114,ONLINE,Unspecified,BROOKLYN,,40.62536569871303,-73.99447028662759,"{'latitude': '40.62536569871303', 'longitude': '-73.99447028662759', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58947501,2023-09-28T18:34:34.000,2023-09-28T19:19:03.000,NYPD,New York City Police Department,Graffiti,Police Report Not Requested,Store/Commercial,10002,59 DIVISION STREET,DIVISION STREET,MANHATTAN BRIDGE LINE,MANHATTAN BRIDGE,MANHATTAN BRIDGE LINE,MANHATTAN BRIDGE,ADDRESS,NEW YORK,DIVISION STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T19:19:09.000,03 MANHATTAN,MANHATTAN,985738,199484,ONLINE,Unspecified,MANHATTAN,,40.71421411578568,-73.99463245499702,"{'latitude': '40.71421411578568', 'longitude': '-73.99463245499702', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58948533,2023-09-28T18:34:30.000,2023-09-28T21:12:55.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11420,111-07 ROCKAWAY BOULEVARD,ROCKAWAY BOULEVARD,111 STREET,112 STREET,111 STREET,112 STREET,ADDRESS,SOUTH OZONE PARK,ROCKAWAY BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T21:12:57.000,10 QUEENS,QUEENS,1032133,186145,MOBILE,Unspecified,QUEENS,,40.67747228047353,-73.82737047979494,"{'latitude': '40.67747228047353', 'longitude': '-73.82737047979494', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58950209,2023-09-28T18:34:25.000,2023-10-03T10:26:08.000,HPD,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,RESIDENTIAL BUILDING,11370,31-43 81 STREET,81 STREET,,,,,ADDRESS,EAST ELMHURST,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,03 QUEENS,QUEENS,1015603,215617,ONLINE,Unspecified,QUEENS,,40.75843974903247,-73.88682767336967,"{'latitude': '40.75843974903247', 'longitude': '-73.88682767336967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4011520035,,,,,,
58949053,2023-09-28T18:34:25.000,2023-10-03T10:26:08.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11370,31-43 81 STREET,81 STREET,,,,,ADDRESS,EAST ELMHURST,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,03 QUEENS,QUEENS,1015603,215617,ONLINE,Unspecified,QUEENS,,40.75843974903247,-73.88682767336967,"{'latitude': '40.75843974903247', 'longitude': '-73.88682767336967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4011520035,,,,,,
58953848,2023-09-28T18:34:21.000,2023-09-29T18:03:00.000,HPD,Department of Housing Preservation and Development,GENERAL,COOKING GAS,RESIDENTIAL BUILDING,11692,328 BEACH   66 STREET,BEACH   66 STREET,,,,,ADDRESS,ARVERNE,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-29T00:00:00.000,14 QUEENS,QUEENS,1041164,155123,PHONE,Unspecified,QUEENS,,40.59227026671078,-73.79507334608267,"{'latitude': '40.59227026671078', 'longitude': '-73.79507334608267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4159100031,,,,,,
58950116,2023-09-28T18:34:21.000,2023-09-30T14:18:08.000,HPD,Department of Housing Preservation and Development,ELECTRIC,POWER OUTAGE,RESIDENTIAL BUILDING,11692,328 BEACH   66 STREET,BEACH   66 STREET,,,,,ADDRESS,ARVERNE,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-30T00:00:00.000,14 QUEENS,QUEENS,1041164,155123,PHONE,Unspecified,QUEENS,,40.59227026671078,-73.79507334608267,"{'latitude': '40.59227026671078', 'longitude': '-73.79507334608267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4159100031,,,,,,
58951332,2023-09-28T18:34:21.000,2023-09-28T18:50:45.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11249,164 BEDFORD AVENUE,BEDFORD AVENUE,NORTH    8 STREET,NORTH    7 STREET,NORTH    8 STREET,NORTH    7 STREET,ADDRESS,BROOKLYN,BEDFORD AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T18:50:49.000,01 BROOKLYN,BROOKLYN,996106,200979,ONLINE,Unspecified,BROOKLYN,,40.718309713471896,-73.95723015687116,"{'latitude': '40.718309713471896', 'longitude': '-73.95723015687116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58947701,2023-09-28T18:34:21.000,2023-09-29T18:03:01.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11692,328 BEACH   66 STREET,BEACH   66 STREET,,,,,ADDRESS,ARVERNE,,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment to inspect for a lack of heat or hot water. However, HPD was able to verify that heat or hot water was inadequate by inspecting another apartment and a violation was issued. Information about specific violations is available at www.nyc.gov/hpd.",2023-09-29T00:00:00.000,14 QUEENS,QUEENS,1041164,155123,PHONE,Unspecified,QUEENS,,40.59227026671078,-73.79507334608267,"{'latitude': '40.59227026671078', 'longitude': '-73.79507334608267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4159100031,,,,,,
58947439,2023-09-28T18:34:16.000,2023-09-28T19:33:34.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11373,81-67 DONGAN AVENUE,DONGAN AVENUE,QUEENS BOULEVARD,POYER STREET,QUEENS BOULEVARD,POYER STREET,ADDRESS,ELMHURST,DONGAN AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T19:33:40.000,04 QUEENS,QUEENS,1017093,208490,MOBILE,Unspecified,QUEENS,,40.7388725373021,-73.88148415619118,"{'latitude': '40.7388725373021', 'longitude': '-73.88148415619118', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4015390053,,,,,,
58952181,2023-09-28T18:34:15.000,2023-09-28T18:52:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,75 DEKALB AVENUE,DEKALB AVENUE,HUDSON AVENUE,ROCKWELL PLACE,HUDSON AVENUE,ROCKWELL PLACE,ADDRESS,BROOKLYN,DEKALB AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T18:52:49.000,02 BROOKLYN,BROOKLYN,989715,190627,MOBILE,Unspecified,BROOKLYN,,40.68990216491065,-73.980293724403,"{'latitude': '40.68990216491065', 'longitude': '-73.980293724403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3020850001,,,,,,
58954887,2023-09-28T18:34:11.000,2023-09-28T18:34:11.000,DOT,Department of Transportation,Street Condition,Pothole,,10025,,,,,BROADWAY,WEST 109 STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-28T18:34:11.000,07 MANHATTAN,MANHATTAN,993347,232040,UNKNOWN,Unspecified,MANHATTAN,,40.80356743918114,-73.96714105897546,"{'latitude': '40.80356743918114', 'longitude': '-73.96714105897546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,
58947853,2023-09-28T18:34:05.000,2023-09-29T12:15:00.000,DOT,Department of Transportation,Street Condition,Pothole,,10025,,,,,BROADWAY,WEST 109 STREET,INTERSECTION,MANHATTAN,,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-29T12:15:00.000,07 MANHATTAN,MANHATTAN,993347,232040,UNKNOWN,Unspecified,MANHATTAN,,40.80356743918114,-73.96714105897546,"{'latitude': '40.80356743918114', 'longitude': '-73.96714105897546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,
58955710,2023-09-28T18:33:58.000,2023-09-29T05:52:03.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,10128,1412 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST   92 STREET,EAST   93 STREET,EAST   92 STREET,EAST   93 STREET,ADDRESS,NEW YORK,LEXINGTON AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-29T05:52:09.000,08 MANHATTAN,MANHATTAN,997397,224804,PHONE,Unspecified,MANHATTAN,,40.78370148004778,-73.95252636948678,"{'latitude': '40.78370148004778', 'longitude': '-73.95252636948678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58948258,2023-09-28T18:33:42.000,2023-09-30T11:42:14.000,DSNY,Department of Sanitation,Obstruction,Trash or Recycling,Sidewalk,11225,310 WINTHROP STREET,WINTHROP STREET,NOSTRAND AVENUE,NEW YORK AVENUE,NOSTRAND AVENUE,NEW YORK AVENUE,ADDRESS,BROOKLYN,WINTHROP STREET,Closed,The Department of Sanitation investigated this complaint and no DSNY related conditions/violations were observed. Location will be referred to the appropriate agency for further action.,2023-09-30T11:42:14.000,09 BROOKLYN,BROOKLYN,998240,178691,ONLINE,Unspecified,BROOKLYN,,40.65713116235151,-73.94957815586373,"{'latitude': '40.65713116235151', 'longitude': '-73.94957815586373', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58954961,2023-09-28T18:33:36.000,2023-09-28T19:12:05.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10474,661 MANIDA STREET,MANIDA STREET,RANDALL AVENUE,SPOFFORD AVENUE,RANDALL AVENUE,SPOFFORD AVENUE,ADDRESS,BRONX,MANIDA STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-28T19:12:09.000,02 BRONX,BRONX,1015232,235575,ONLINE,Unspecified,BRONX,,40.813220391972116,-73.8880747916346,"{'latitude': '40.813220391972116', 'longitude': '-73.8880747916346', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58949431,2023-09-28T18:33:30.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10010,1 AVENUE,1 AVENUE,1 AVENUE,EAST   25 STREET,1 AVENUE,EAST 25 STREET,INTERSECTION,MANHATTAN,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-28T20:27:45.000,06 MANHATTAN,MANHATTAN,990457,208213,PHONE,Unspecified,MANHATTAN,,40.73817104492732,-73.9776019279238,"{'latitude': '40.73817104492732', 'longitude': '-73.9776019279238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58955127,2023-09-28T18:33:21.000,2023-09-29T16:11:58.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10453,1738 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-29T00:00:00.000,05 BRONX,BRONX,1007077,248609,ONLINE,Unspecified,BRONX,,40.84901980016448,-73.91749107675265,"{'latitude': '40.84901980016448', 'longitude': '-73.91749107675265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2028760112,,,,,,
58949786,2023-09-28T18:33:19.000,2023-09-28T19:13:39.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11693,8800 SHORE FRONT PARKWAY,SHORE FRONT PARKWAY,BEACH   84 STREET,BEACH   90 STREET,BEACH   84 STREET,BEACH   90 STREET,ADDRESS,FAR ROCKAWAY,SHORE FRONT PARKWAY,Closed,The Police Department issued a summons in response to the complaint.,2023-09-28T19:13:44.000,14 QUEENS,QUEENS,1036476,152356,MOBILE,Unspecified,QUEENS,,40.58470428443195,-73.81197446338135,"{'latitude': '40.58470428443195', 'longitude': '-73.81197446338135', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58946640,2023-09-28T18:33:18.000,2023-09-28T18:50:35.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10002,275 SOUTH STREET,SOUTH STREET,RUTGERS SLIP,CLINTON STREET,RUTGERS SLIP,CLINTON STREET,ADDRESS,NEW YORK,SOUTH STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T18:50:39.000,03 MANHATTAN,MANHATTAN,987685,198079,PHONE,Unspecified,MANHATTAN,,40.710357183607535,-73.98760991243229,"{'latitude': '40.710357183607535', 'longitude': '-73.98760991243229', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1002460001,,,,,,
58953863,2023-09-28T18:32:58.000,2023-10-02T02:02:34.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10032,76 ST NICHOLAS PLACE,ST NICHOLAS PLACE,,,,,ADDRESS,NEW YORK,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-10-02T00:00:00.000,09 MANHATTAN,MANHATTAN,1000634,241478,MOBILE,Unspecified,MANHATTAN,,40.829461589531974,-73.94079691863257,"{'latitude': '40.829461589531974', 'longitude': '-73.94079691863257', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1020540079,,,,,,
58952236,2023-09-28T18:32:56.000,2023-09-28T18:50:09.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10128,1418 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST   92 STREET,EAST   93 STREET,EAST   92 STREET,EAST   93 STREET,ADDRESS,NEW YORK,LEXINGTON AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-28T18:50:14.000,08 MANHATTAN,MANHATTAN,997426,224857,PHONE,Unspecified,MANHATTAN,,40.78384690773756,-73.9524215469694,"{'latitude': '40.78384690773756', 'longitude': '-73.9524215469694', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1015217501,,,,,,
58949180,2023-09-28T18:32:49.000,2023-09-28T18:41:54.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11232,3910 SIXTH AVENUE,SIXTH AVENUE,39 STREET,40 STREET,39 STREET,40 STREET,ADDRESS,BROOKLYN,6 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-28T18:41:58.000,07 BROOKLYN,BROOKLYN,983737,176023,PHONE,Unspecified,BROOKLYN,,40.649819121198625,-74.0018487183536,"{'latitude': '40.649819121198625', 'longitude': '-74.0018487183536', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3009130038,,,,,,
58948699,2023-09-28T18:32:23.000,2023-09-28T19:02:29.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11212,702 HOWARD AVENUE,HOWARD AVENUE,SUTTER AVENUE,BLAKE AVENUE,SUTTER AVENUE,BLAKE AVENUE,ADDRESS,BROOKLYN,HOWARD AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-28T19:02:34.000,16 BROOKLYN,BROOKLYN,1006641,181541,ONLINE,Unspecified,BROOKLYN,,40.66493652223828,-73.91929037022825,"{'latitude': '40.66493652223828', 'longitude': '-73.91929037022825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58950633,2023-09-28T18:32:16.000,2023-09-28T18:49:07.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,10012,240 MERCER STREET,MERCER STREET,BLEECKER STREET,WEST    3 STREET,BLEECKER STREET,WEST    3 STREET,ADDRESS,NEW YORK,MERCER STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-28T18:49:10.000,02 MANHATTAN,MANHATTAN,985422,204493,PHONE,Unspecified,MANHATTAN,,40.72796265965498,-73.99577146464924,"{'latitude': '40.72796265965498', 'longitude': '-73.99577146464924', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1005320008,,,,,,
58953048,2023-09-28T18:32:14.000,2023-09-28T20:01:43.000,NYPD,New York City Police Department,Encampment,N/A,Highway,,,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-28T20:01:46.000,Unspecified QUEENS,QUEENS,,,ONLINE,Unspecified,QUEENS,,,,,,,Van Wyck Expwy,Van Wyck Service Roads,South/JFK Airport Bound,Ramp,
58950921,2023-09-28T18:32:12.000,2023-10-02T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Failure to Comply with Vacate Order,,11229,1118 AVENUE P,AVENUE P,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-02T00:00:00.000,15 BROOKLYN,BROOKLYN,994774,161521,UNKNOWN,Unspecified,BROOKLYN,,40.61000795784321,-73.96209686147807,"{'latitude': '40.61000795784321', 'longitude': '-73.96209686147807', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3067740007,,,,,,
58948928,2023-09-28T18:32:08.000,2023-10-14T05:03:20.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,10458,2985 BOTANICAL SQUARE,BOTANICAL SQUARE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-14T00:00:00.000,07 BRONX,BRONX,1016979,255421,PHONE,Unspecified,BRONX,,40.86768552857398,-73.88166675569921,"{'latitude': '40.86768552857398', 'longitude': '-73.88166675569921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2032740021,,,,,,
58952108,2023-09-28T18:32:00.000,2023-09-29T11:20:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11364,,,,,201 STREET,53 AVENUE,INTERSECTION,QUEENS,,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-29T11:20:00.000,11 QUEENS,QUEENS,1045938,212237,PHONE,Unspecified,QUEENS,,40.749002926608235,-73.77736130162407,"{'latitude': '40.749002926608235', 'longitude': '-73.77736130162407', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58946994,2023-09-28T18:31:56.000,2023-10-02T15:26:24.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10019,504 WEST   49 STREET,WEST   49 STREET,10 AVENUE,AMTRAK-NORTHEAST LINE,10 AVENUE,AMTRAK-NORTHEAST LINE,ADDRESS,NEW YORK,WEST   49 STREET,Closed,The Department of Sanitation cleaned the location.,2023-09-29T09:52:16.000,04 MANHATTAN,MANHATTAN,986282,217704,MOBILE,Unspecified,MANHATTAN,,40.76422338501237,-73.99266462304402,"{'latitude': '40.76422338501237', 'longitude': '-73.99266462304402', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58955141,2023-09-28T18:31:34.000,2023-10-20T22:29:36.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10024,133 WEST   90 STREET,WEST   90 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-20T00:00:00.000,07 MANHATTAN,MANHATTAN,991957,227039,PHONE,Unspecified,MANHATTAN,,40.789842375084234,-73.97216756626119,"{'latitude': '40.789842375084234', 'longitude': '-73.97216756626119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1012210007,,,,,,
58950111,2023-09-28T18:31:34.000,2023-10-20T22:29:37.000,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,10024,133 WEST   90 STREET,WEST   90 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-20T00:00:00.000,07 MANHATTAN,MANHATTAN,991957,227039,PHONE,Unspecified,MANHATTAN,,40.789842375084234,-73.97216756626119,"{'latitude': '40.789842375084234', 'longitude': '-73.97216756626119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1012210007,,,,,,
58955154,2023-09-28T18:31:34.000,2023-10-20T22:29:36.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10024,133 WEST   90 STREET,WEST   90 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-20T00:00:00.000,07 MANHATTAN,MANHATTAN,991957,227039,PHONE,Unspecified,MANHATTAN,,40.789842375084234,-73.97216756626119,"{'latitude': '40.789842375084234', 'longitude': '-73.97216756626119', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",1012210007,,,,,,
58950148,2023-09-28T18:31:23.000,2023-09-30T21:14:26.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11233,1661 ST JOHNS PLACE,ST JOHNS PLACE,,,,,ADDRESS,BROOKLYN,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-30T00:00:00.000,16 BROOKLYN,BROOKLYN,1005870,183423,PHONE,Unspecified,BROOKLYN,,40.67010410737853,-73.92206344635126,"{'latitude': '40.67010410737853', 'longitude': '-73.92206344635126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3014700080,,,,,,
