unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp,due_date
58878850,2023-09-20T18:33:56.000,2023-09-20T19:29:47.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10036,305 WEST   48 STREET,WEST   48 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T19:29:50.000,04 MANHATTAN,1010390027,MANHATTAN,987761,216594,MOBILE,Unspecified,MANHATTAN,40.76117625709336,-73.98732611696842,"{'latitude': '40.76117625709336', 'longitude': '-73.98732611696842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,WEST   48 STREET,,,,,,,
58873821,2023-09-20T18:33:39.000,2023-09-20T19:27:15.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10033,602 WEST  184 STREET,WEST  184 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T19:27:19.000,12 MANHATTAN,1021650063,MANHATTAN,1002877,249395,MOBILE,Unspecified,MANHATTAN,40.85118699615938,-73.93266992103403,"{'latitude': '40.85118699615938', 'longitude': '-73.93266992103403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,WEST  184 STREET,,,,,,,
58877047,2023-09-20T18:33:34.000,2023-09-20T19:04:01.000,NYPD,New York City Police Department,Encampment,N/A,Store/Commercial,10036,658 10 AVENUE,10 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department visited the location and no Encampment was found.,2023-09-20T19:04:09.000,04 MANHATTAN,1010560001,MANHATTAN,986062,217030,MOBILE,Unspecified,MANHATTAN,40.7623734764894,-73.99345898923634,"{'latitude': '40.7623734764894', 'longitude': '-73.99345898923634', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   46 STREET,WEST   47 STREET,WEST   46 STREET,WEST   47 STREET,10 AVENUE,,,,,,,
58877156,2023-09-20T18:33:29.000,2023-09-20T18:57:49.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,10035,2314 2 AVENUE,2 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T18:57:54.000,11 MANHATTAN,1017950051,MANHATTAN,1001826,230273,ONLINE,Unspecified,MANHATTAN,40.79870471057036,-73.93651900664403,"{'latitude': '40.79870471057036', 'longitude': '-73.93651900664403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  118 STREET,EAST  119 STREET,EAST  118 STREET,EAST  119 STREET,2 AVENUE,,,,,,,
58874116,2023-09-20T18:33:10.000,2023-09-20T19:01:30.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11694,320 BEACH  100 STREET,BEACH  100 STREET,ADDRESS,FAR ROCKAWAY,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T19:01:36.000,14 QUEENS,4161550021,QUEENS,1033703,152775,MOBILE,Unspecified,QUEENS,40.585870257596675,-73.82195480282432,"{'latitude': '40.585870257596675', 'longitude': '-73.82195480282432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CROSS BAY BRIDGE EXIT RAMP,BEACH  100 STREET,CROSS BAY BRIDGE EXIT RAMP,BEACH  100 STREET,BEACH  100 STREET,,,,,,,
58878440,2023-09-20T18:33:07.000,2023-09-20T19:01:00.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11231,STRONG PLACE,STRONG PLACE,INTERSECTION,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T19:01:04.000,06 BROOKLYN,,BROOKLYN,984759,188681,MOBILE,Unspecified,BROOKLYN,40.68456251363912,-73.99816474089573,"{'latitude': '40.68456251363912', 'longitude': '-73.99816474089573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",DEGRAW STREET,STRONG PLACE,DEGRAW STREET,STRONG PLACE,,,,,,,,
58870978,2023-09-20T18:33:02.000,2023-09-20T19:29:42.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10036,305 WEST   48 STREET,WEST   48 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T19:29:46.000,04 MANHATTAN,1010390027,MANHATTAN,987761,216594,MOBILE,Unspecified,MANHATTAN,40.76117625709336,-73.98732611696842,"{'latitude': '40.76117625709336', 'longitude': '-73.98732611696842', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,WEST   48 STREET,,,,,,,
58872277,2023-09-20T18:32:56.000,2023-09-20T19:23:06.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11236,1458 EAST  104 STREET,EAST  104 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T19:23:10.000,18 BROOKLYN,3083060068,BROOKLYN,1016086,171716,PHONE,Unspecified,BROOKLYN,40.63794013418941,-73.88529174054847,"{'latitude': '40.63794013418941', 'longitude': '-73.88529174054847', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE N,SEAVIEW AVENUE,AVENUE N,SEAVIEW AVENUE,EAST  104 STREET,,,,,,,
58876846,2023-09-20T18:32:49.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10032,29 AUDUBON AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,In Progress,,,12 MANHATTAN,1021230054,MANHATTAN,1001146,245202,MOBILE,Unspecified,MANHATTAN,40.839681927635276,-73.9389374425898,"{'latitude': '40.839681927635276', 'longitude': '-73.9389374425898', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  166 STREET,WEST  167 STREET,WEST  166 STREET,WEST  167 STREET,AUDUBON AVENUE,,,,,,,
58879426,2023-09-20T18:32:27.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10032,31 AUDUBON AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,In Progress,,,12 MANHATTAN,,MANHATTAN,1001158,245223,MOBILE,Unspecified,MANHATTAN,40.83973954354246,-73.93889402136786,"{'latitude': '40.83973954354246', 'longitude': '-73.93889402136786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  166 STREET,WEST  167 STREET,WEST  166 STREET,WEST  167 STREET,AUDUBON AVENUE,,,,,,,
58876476,2023-09-20T18:32:22.000,2023-09-20T19:27:09.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10033,602 WEST  184 STREET,WEST  184 STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T19:27:15.000,12 MANHATTAN,1021650063,MANHATTAN,1002877,249395,MOBILE,Unspecified,MANHATTAN,40.85118699615938,-73.93266992103403,"{'latitude': '40.85118699615938', 'longitude': '-73.93266992103403', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST NICHOLAS AVENUE,WADSWORTH AVENUE,ST NICHOLAS AVENUE,WADSWORTH AVENUE,WEST  184 STREET,,,,,,,
58877706,2023-09-20T18:32:09.000,2023-09-20T21:25:42.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11413,131-59 222 STREET,222 STREET,ADDRESS,SPRINGFIELD GARDENS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T21:25:47.000,13 QUEENS,4129320067,QUEENS,1054660,187337,MOBILE,Unspecified,QUEENS,40.680593521188705,-73.7461432541657,"{'latitude': '40.680593521188705', 'longitude': '-73.7461432541657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",131 AVENUE,133 AVENUE,131 AVENUE,133 AVENUE,222 STREET,,,,,,,
58872140,2023-09-20T18:32:06.000,2023-09-20T18:42:46.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10014,111 CHARLES STREET,CHARLES STREET,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T18:42:50.000,02 MANHATTAN,1006210001,MANHATTAN,982595,206868,MOBILE,Unspecified,MANHATTAN,40.73448137540772,-74.00597176676284,"{'latitude': '40.73448137540772', 'longitude': '-74.00597176676284', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BLEECKER STREET,HUDSON STREET,BLEECKER STREET,HUDSON STREET,CHARLES STREET,,,,,,,
58876920,2023-09-20T18:32:03.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,,11102,26-13 21 STREET,21 STREET,ADDRESS,ASTORIA,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T12:13:43.000,01 QUEENS,4008840065,QUEENS,1004953,220937,MOBILE,Unspecified,QUEENS,40.77307311957935,-73.92525368663851,"{'latitude': '40.77307311957935', 'longitude': '-73.92525368663851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",26 ROAD,27 AVENUE,26 ROAD,27 AVENUE,21 STREET,,,,"26-13 21 STREET, QUEENS (ASTORIA), NY, 11102",,,
58877393,2023-09-20T18:31:55.000,2023-09-20T21:28:40.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11364,222-03 GARLAND DRIVE,GARLAND DRIVE,ADDRESS,OAKLAND GARDENS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T21:28:43.000,11 QUEENS,4074910001,QUEENS,1051257,215379,PHONE,Unspecified,QUEENS,40.75758818133037,-73.75813323549399,"{'latitude': '40.75758818133037', 'longitude': '-73.75813323549399', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BIRMINGTON PARKWAY,ENFIELD PLACE,BIRMINGTON PARKWAY,ENFIELD PLACE,GARLAND DRIVE,,,,,,,
58879792,2023-09-20T18:31:29.000,2023-09-20T18:31:29.000,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,10028,1661 1 AVENUE,1 AVENUE,ADDRESS,NEW YORK,Closed,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2023-09-20T00:00:00.000,08 MANHATTAN,1015490028,MANHATTAN,998331,222433,UNKNOWN,Unspecified,MANHATTAN,40.77719227505111,-73.9491586786364,"{'latitude': '40.77719227505111', 'longitude': '-73.9491586786364', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58878479,2023-09-20T18:31:25.000,2023-10-04T07:58:25.000,DSNY,Department of Sanitation,Dead Animal,Cat,Sidewalk,11358,39-20 192 STREET,192 STREET,ADDRESS,FLUSHING,Closed,The Department of Sanitation cleaned the location.,2023-09-20T23:41:00.000,11 QUEENS,4053240001,QUEENS,1042450,216719,ONLINE,Unspecified,QUEENS,40.7613284858262,-73.78991102738445,"{'latitude': '40.7613284858262', 'longitude': '-73.78991102738445', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LIRR PORT WASHINGTON LINE,STATION ROAD,LIRR PORT WASHINGTON LINE,STATION ROAD,192 STREET,,,,,,,
58872101,2023-09-20T18:30:57.000,2023-09-21T00:14:44.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11204,45 AVENUE O,AVENUE O,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-21T00:14:51.000,11 BROOKLYN,3065750035,BROOKLYN,988840,161618,MOBILE,Unspecified,BROOKLYN,40.610279263617436,-73.98346863279576,"{'latitude': '40.610279263617436', 'longitude': '-73.98346863279576', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST   10 STREET,WEST    9 STREET,WEST   10 STREET,WEST    9 STREET,AVENUE O,,,,,,,
58873133,2023-09-20T18:30:38.000,2023-09-21T11:17:09.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11212,259 HERZL STREET,HERZL STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-21T11:17:17.000,16 BROOKLYN,3035560001,BROOKLYN,1008086,181118,PHONE,Unspecified,BROOKLYN,40.66377170928872,-73.91408328446647,"{'latitude': '40.66377170928872', 'longitude': '-73.91408328446647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BLAKE AVENUE,DUMONT AVENUE,BLAKE AVENUE,DUMONT AVENUE,HERZL STREET,,,,,,,
58881112,2023-09-20T18:30:23.000,2023-09-23T09:34:45.000,DSNY,Department of Sanitation,Dead Animal,Other,Street,11230,1434 EAST    3 STREET,EAST    3 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation cleaned the location.,2023-09-21T04:12:57.000,12 BROOKLYN,3065650026,BROOKLYN,991988,163525,ONLINE,Unspecified,BROOKLYN,40.615511395361516,-73.97212859536984,"{'latitude': '40.615511395361516', 'longitude': '-73.97212859536984', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE M,AVENUE N,AVENUE M,AVENUE N,EAST    3 STREET,,,,,,,
58877795,2023-09-20T18:30:22.000,2023-09-20T18:52:51.000,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,11360,204-10 29 AVENUE,29 AVENUE,ADDRESS,BAYSIDE,Closed,"Upon inspection the reported condition was not found, and, therefore, no action was taken.",2023-09-20T18:52:54.000,11 QUEENS,4060340001,QUEENS,1043374,220984,ONLINE,Unspecified,QUEENS,40.773028639694765,-73.78653809027868,"{'latitude': '40.773028639694765', 'longitude': '-73.78653809027868', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",203 PLACE,206 STREET,203 PLACE,206 STREET,29 AVENUE,,,,,,,
58875970,2023-09-20T18:30:11.000,2023-11-01T04:04:06.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Cell Phone Store,Business,11220,5915 8 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-11-01T04:04:08.000,12 BROOKLYN,3057070001,BROOKLYN,981725,170961,PHONE,Unspecified,BROOKLYN,40.635924674096145,-74.00909754759248,"{'latitude': '40.635924674096145', 'longitude': '-74.00909754759248', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",59 STREET,60 STREET,59 STREET,60 STREET,8 AVENUE,,,,,,,
58873009,2023-09-20T18:29:43.000,2023-09-27T10:29:02.000,DOT,Department of Transportation,Sidewalk Condition,Sidewalk Violation,Sidewalk,11356,7-37 126 STREET,126 STREET,ADDRESS,COLLEGE POINT,Closed,"The Department of Transportation inspected the condition you reported. You can find additional information in the ""Notes to Customer"" field.",2023-09-27T10:29:00.000,07 QUEENS,4039710036,QUEENS,1028057,227309,ONLINE,Unspecified,QUEENS,40.790478236360656,-73.84179736447021,"{'latitude': '40.790478236360656', 'longitude': '-73.84179736447021', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7 AVENUE,9 AVENUE,7 AVENUE,9 AVENUE,126 STREET,,,,,,,
58879310,2023-09-20T18:29:36.000,2023-09-20T18:50:15.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,10312,12 WINSLOW PLACE,WINSLOW PLACE,ADDRESS,STATEN ISLAND,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T18:50:19.000,03 STATEN ISLAND,5063730041,STATEN ISLAND,936489,135388,ONLINE,Unspecified,STATEN ISLAND,40.5381556698311,-74.17183072790755,"{'latitude': '40.5381556698311', 'longitude': '-74.17183072790755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMBOY ROAD,DEAD END,AMBOY ROAD,DEAD END,WINSLOW PLACE,,,,,,,
58872954,2023-09-20T18:29:36.000,2023-09-21T11:42:27.000,DOT,Department of Transportation,Highway Condition,Pothole - Highway,Highway,,,,,,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-21T11:42:32.000,Unspecified QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,,,,,,,Belt Pkwy,Farmers Blvd (Exit 21B),,East/Long Island Bound,Ramp,
58871846,2023-09-20T18:29:36.000,2023-10-10T10:15:38.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10038,LIBERTY PLACE,LIBERTY PLACE,INTERSECTION,,Closed,The Department of Sanitation cleaned the location.,2023-09-22T07:01:34.000,01 MANHATTAN,,MANHATTAN,981720,197691,PHONE,Unspecified,MANHATTAN,40.70929252069995,-74.00912559558296,"{'latitude': '40.70929252069995', 'longitude': '-74.00912559558296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LIBERTY PLACE,MAIDEN LANE,LIBERTY PLACE,MAIDEN LANE,,,,,,,,
58872379,2023-09-20T18:29:34.000,2023-09-20T19:11:56.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10039,2569 7 AVENUE,7 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T19:11:59.000,10 MANHATTAN,1020160050,MANHATTAN,1001565,239442,ONLINE,Unspecified,MANHATTAN,40.82387157504691,-73.93743803419468,"{'latitude': '40.82387157504691', 'longitude': '-73.93743803419468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  148 STREET,WEST  149 STREET,WEST  148 STREET,WEST  149 STREET,7 AVENUE,,,,,,,
58879430,2023-09-20T18:29:28.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11374,85-48 66 AVENUE,66 AVENUE,ADDRESS,REGO PARK,In Progress,,,06 QUEENS,4031400033,QUEENS,1022574,201265,UNKNOWN,Unspecified,QUEENS,40.719019649184766,-73.86174683340478,"{'latitude': '40.719019649184766', 'longitude': '-73.86174683340478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WOODHAVEN BOULEVARD,FITCHETT STREET,WOODHAVEN BOULEVARD,FITCHETT STREET,66 AVENUE,,,,,,,
58872581,2023-09-20T18:29:22.000,2023-10-02T17:33:53.000,HPD,Department of Housing Preservation and Development,GENERAL,MAILBOX,RESIDENTIAL BUILDING,11216,1449 FULTON STREET,FULTON STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,03 BROOKLYN,3018570033,BROOKLYN,1000073,187039,ONLINE,Unspecified,BROOKLYN,40.680041469847744,-73.9429521843563,"{'latitude': '40.680041469847744', 'longitude': '-73.9429521843563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58871359,2023-09-20T18:29:22.000,2023-10-02T17:33:53.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11216,1449 FULTON STREET,FULTON STREET,ADDRESS,BROOKLYN,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,03 BROOKLYN,3018570033,BROOKLYN,1000073,187039,ONLINE,Unspecified,BROOKLYN,40.680041469847744,-73.9429521843563,"{'latitude': '40.680041469847744', 'longitude': '-73.9429521843563', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58875527,2023-09-20T18:29:18.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10032,33 AUDUBON AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,In Progress,,,12 MANHATTAN,,MANHATTAN,1001170,245245,MOBILE,Unspecified,MANHATTAN,40.83979990414099,-73.93885059754783,"{'latitude': '40.83979990414099', 'longitude': '-73.93885059754783', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  166 STREET,WEST  167 STREET,WEST  166 STREET,WEST  167 STREET,AUDUBON AVENUE,,,,,,,
58876613,2023-09-20T18:29:04.000,2023-09-27T16:50:55.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10453,2188 CRESTON AVENUE,CRESTON AVENUE,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,05 BRONX,2031620011,BRONX,1011256,250997,PHONE,Unspecified,BRONX,40.85556235414064,-73.9023763393627,"{'latitude': '40.85556235414064', 'longitude': '-73.9023763393627', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58878221,2023-09-20T18:28:57.000,2023-09-21T12:26:43.000,TLC,Taxi and Limousine Commission,Green Taxi Complaint,Driver Complaint - Passenger,,11372,82 STREET,82 STREET,INTERSECTION,,Closed,,2023-09-21T12:26:48.000,03 QUEENS,,QUEENS,1016409,211680,PHONE,Unspecified,QUEENS,40.74763079674001,-73.88393715438816,"{'latitude': '40.74763079674001', 'longitude': '-73.88393715438816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",82 STREET,ROOSEVELT AVENUE,82 STREET,ROOSEVELT AVENUE,,,,,"82 STREET AND ROOSEVELT AVENUE, QUEENS, NY, 11372",,,
58879842,2023-09-20T18:28:55.000,2023-09-21T12:18:48.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Street,10040,720 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,ADDRESS,NEW YORK,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T12:18:53.000,12 MANHATTAN,1021800614,MANHATTAN,1002241,251856,ONLINE,Unspecified,MANHATTAN,40.857943024604346,-73.93496223265109,"{'latitude': '40.857943024604346', 'longitude': '-73.93496223265109', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  190 STREET,CABRINI BOULEVARD,WEST  190 STREET,CABRINI BOULEVARD,FORT WASHINGTON AVENUE,,,,,,,
58872465,2023-09-20T18:28:39.000,2023-09-20T18:38:24.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11211,401 SOUTH THIRD STREET,SOUTH THIRD STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T18:38:29.000,01 BROOKLYN,3024250032,BROOKLYN,997666,197419,MOBILE,Unspecified,BROOKLYN,40.70853613577176,-73.95160964144786,"{'latitude': '40.70853613577176', 'longitude': '-73.95160964144786', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HOOPER STREET,HEWES STREET,HOOPER STREET,HEWES STREET,SOUTH    3 STREET,,,,,,,
58872860,2023-09-20T18:28:38.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10032,35 AUDUBON AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,In Progress,,,12 MANHATTAN,,MANHATTAN,1001206,245310,MOBILE,Unspecified,MANHATTAN,40.83997824112658,-73.9387203281432,"{'latitude': '40.83997824112658', 'longitude': '-73.9387203281432', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  167 STREET,WEST  168 STREET,WEST  167 STREET,WEST  168 STREET,AUDUBON AVENUE,,,,,,,
58875116,2023-09-20T18:28:30.000,2023-09-20T18:42:38.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10110,500 5 AVENUE,5 AVENUE,ADDRESS,NEW YORK,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T18:42:44.000,05 MANHATTAN,1012580034,MANHATTAN,989554,213813,ONLINE,Unspecified,MANHATTAN,40.753542228259796,-73.98085600338304,"{'latitude': '40.753542228259796', 'longitude': '-73.98085600338304', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   42 STREET,EAST   43 STREET,EAST   42 STREET,EAST   43 STREET,5 AVENUE,,,,,,,
58872859,2023-09-20T18:28:03.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10032,37 AUDUBON AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,In Progress,,,12 MANHATTAN,,MANHATTAN,1001215,245325,MOBILE,Unspecified,MANHATTAN,40.84001939446394,-73.9386877638449,"{'latitude': '40.84001939446394', 'longitude': '-73.9386877638449', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  167 STREET,WEST  168 STREET,WEST  167 STREET,WEST  168 STREET,AUDUBON AVENUE,,,,,,,
58875051,2023-09-20T18:27:15.000,2023-09-20T19:00:20.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10457,1695 FULTON AVENUE,FULTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T19:00:24.000,03 BRONX,2029290074,BRONX,1012356,245485,ONLINE,Unspecified,BRONX,40.84043011668055,-73.89842307138606,"{'latitude': '40.84043011668055', 'longitude': '-73.89842307138606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  172 STREET,EAST  173 STREET,EAST  172 STREET,EAST  173 STREET,FULTON AVENUE,,,,,,,
58872858,2023-09-20T18:27:14.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10032,39 AUDUBON AVENUE,AUDUBON AVENUE,ADDRESS,NEW YORK,In Progress,,,12 MANHATTAN,1021230077,MANHATTAN,1001223,245340,MOBILE,Unspecified,MANHATTAN,40.840060549713876,-73.93865881355018,"{'latitude': '40.840060549713876', 'longitude': '-73.93865881355018', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST  167 STREET,WEST  168 STREET,WEST  167 STREET,WEST  168 STREET,AUDUBON AVENUE,,,,,,,
58874115,2023-09-20T18:27:12.000,2023-09-20T23:17:21.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11421,90-15 86 ROAD,86 ROAD,ADDRESS,WOODHAVEN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T23:17:24.000,09 QUEENS,4088730028,QUEENS,1024499,192337,MOBILE,Unspecified,QUEENS,40.69450588211763,-73.85485580796727,"{'latitude': '40.69450588211763', 'longitude': '-73.85485580796727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",90 STREET,91 STREET,90 STREET,91 STREET,86 ROAD,,,,,,,
