unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,due_date,bridge_highway_name,road_ramp,bridge_highway_segment,bridge_highway_direction
58804683,2023-09-13T14:41:30.000,2023-09-13T15:24:59.000,NYPD,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,10314,300 WEST SERVICE ROAD,WEST SERVICE ROAD,W SHORE EXPWY SB EN VICTORY BLVD,WILD AVENUE,W SHORE EXPWY SB EN VICTORY BLVD,WILD AVENUE,ADDRESS,STATEN ISLAND,WEST SERVICE ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T15:25:05.000,02 STATEN ISLAND,5027050135,STATEN ISLAND,930566,152932,PHONE,Unspecified,STATEN ISLAND,40.586276576137145,-74.19327922863516,"{'latitude': '40.586276576137145', 'longitude': '-74.19327922863516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801846,2023-09-13T14:41:10.000,2023-09-13T14:53:45.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10017,344 EAST   49 STREET,EAST   49 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   49 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T14:53:49.000,06 MANHATTAN,1013410032,MANHATTAN,993141,213903,ONLINE,Unspecified,MANHATTAN,40.753786376165266,-73.96790914400162,"{'latitude': '40.753786376165266', 'longitude': '-73.96790914400162', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803455,2023-09-13T14:41:05.000,2023-09-19T12:16:51.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11215,1502 8 AVENUE,8 AVENUE,15 STREET,16 STREET,15 STREET,16 STREET,ADDRESS,BROOKLYN,8 AVENUE,Closed,NYC Parks performed the work necessary to correct the condition.,2023-09-19T12:16:57.000,07 BROOKLYN,3011040039,BROOKLYN,989155,180479,ONLINE,Unspecified,BROOKLYN,40.66204852171128,-73.9823204170758,"{'latitude': '40.66204852171128', 'longitude': '-73.9823204170758', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806038,2023-09-13T14:41:02.000,2023-09-13T22:54:45.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11385,77-02 78 STREET,78 STREET,77 AVENUE,78 AVENUE,77 AVENUE,78 AVENUE,ADDRESS,RIDGEWOOD,78 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-13T22:54:48.000,05 QUEENS,4038140011,QUEENS,1019434,196592,ONLINE,Unspecified,QUEENS,40.70620643594275,-73.8730987341584,"{'latitude': '40.70620643594275', 'longitude': '-73.8730987341584', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802140,2023-09-13T14:40:56.000,2023-09-13T15:03:27.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,11215,173 7 AVENUE,7 AVENUE,1 STREET,2 STREET,1 STREET,2 STREET,ADDRESS,BROOKLYN,7 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-13T15:03:31.000,06 BROOKLYN,3010760008,BROOKLYN,990457,183966,ONLINE,Unspecified,BROOKLYN,40.67161874369965,-73.97762427772089,"{'latitude': '40.67161874369965', 'longitude': '-73.97762427772089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805633,2023-09-13T14:40:55.000,2023-09-13T15:06:49.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11373,40-26 BENHAM STREET,BENHAM STREET,ROOSEVELT AVENUE,WHITNEY AVENUE,ROOSEVELT AVENUE,WHITNEY AVENUE,ADDRESS,ELMHURST,BENHAM STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T15:06:54.000,04 QUEENS,4015510024,QUEENS,1018899,211926,ONLINE,Unspecified,QUEENS,40.74829659827454,-73.87494941017859,"{'latitude': '40.74829659827454', 'longitude': '-73.87494941017859', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805812,2023-09-13T14:40:46.000,2023-11-27T09:31:34.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10458,2746 DECATUR AVENUE,DECATUR AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-11-27T00:00:00.000,07 BRONX,2032780026,BRONX,1015272,254690,PHONE,Unspecified,BRONX,40.86568532149067,-73.88784187184753,"{'latitude': '40.86568532149067', 'longitude': '-73.88784187184753', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58810378,2023-09-13T14:40:14.000,2023-09-20T10:35:22.000,DSNY,Department of Sanitation,Obstruction,Weeds or Grass,Sidewalk,11233,22A PRESCOTT PLACE,PRESCOTT PLACE,HERKIMER STREET,ATLANTIC AVENUE,HERKIMER STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,PRESCOTT PLACE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T10:37:05.000,03 BROOKLYN,3015560025,BROOKLYN,1006186,186079,ONLINE,Unspecified,BROOKLYN,40.6773934502277,-73.92091567482458,"{'latitude': '40.6773934502277', 'longitude': '-73.92091567482458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801691,2023-09-13T14:40:11.000,2023-09-13T14:55:29.000,NYPD,New York City Police Department,Panhandling,N/A,Residential Building/House,11238,1040 DEAN STREET,DEAN STREET,FRANKLIN AVENUE SHUTTLE LINE,FRANKLIN AVENUE,FRANKLIN AVENUE SHUTTLE LINE,FRANKLIN AVENUE,ADDRESS,BROOKLYN,DEAN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T14:55:34.000,08 BROOKLYN,3011427501,BROOKLYN,996503,186162,ONLINE,Unspecified,BROOKLYN,40.67763996532104,-73.95582495770822,"{'latitude': '40.67763996532104', 'longitude': '-73.95582495770822', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808665,2023-09-13T14:40:08.000,2023-09-13T15:49:20.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Chemical Vapors/Gases/Odors,3+ Family Apartment Building,10011,35 WEST    9 STREET,WEST    9 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST    9 STREET,Closed,,2023-09-13T15:49:20.000,02 MANHATTAN,1005730062,MANHATTAN,985009,206482,PHONE,Unspecified,MANHATTAN,40.73342202267946,-73.99726132996314,"{'latitude': '40.73342202267946', 'longitude': '-73.99726132996314', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807020,2023-09-13T14:40:03.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10453,1620 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-13T00:00:00.000,05 BRONX,2028760078,BRONX,1006448,248018,PHONE,Unspecified,BRONX,40.84739928393435,-73.919766572737,"{'latitude': '40.84739928393435', 'longitude': '-73.919766572737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58800564,2023-09-13T14:40:03.000,,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR FRAME,RESIDENTIAL BUILDING,10453,1620 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-13T00:00:00.000,05 BRONX,2028760078,BRONX,1006448,248018,PHONE,Unspecified,BRONX,40.84739928393435,-73.919766572737,"{'latitude': '40.84739928393435', 'longitude': '-73.919766572737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809471,2023-09-13T14:40:00.000,2023-09-22T07:24:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10314,539 KLONDIKE AVENUE,KLONDIKE AVENUE,FRASER ST,KELLY BLVD,KLONDIKE AVENUE,FRASER STREET,INTERSECTION,STATEN ISLAND,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-22T07:24:00.000,02 STATEN ISLAND,5023720179,STATEN ISLAND,941288,153390,UNKNOWN,Unspecified,STATEN ISLAND,40.58759214373087,-74.15467966951317,"{'latitude': '40.58759214373087', 'longitude': '-74.15467966951317', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803599,2023-09-13T14:39:59.000,2023-09-15T14:42:38.000,DOT,Department of Transportation,Sidewalk Condition,Blocked - Construction,Sidewalk,11354,41 AVENUE,41 AVENUE,41 AVENUE,COLLEGE POINT BOULEVARD,41 AVENUE,COLLEGE POINT BOULEVARD,INTERSECTION,,,Closed,The Department of Transportation inspected the condition you reported and found that the condition meets its standards and/or there is a valid permit to conduct work.,2023-09-15T14:42:41.000,07 QUEENS,,QUEENS,1030329,214868,ONLINE,Unspecified,QUEENS,40.756319455557325,-73.83367769187286,"{'latitude': '40.756319455557325', 'longitude': '-73.83367769187286', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805449,2023-09-13T14:39:54.000,2023-09-13T15:03:41.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10016,553 3 AVENUE,3 AVENUE,EAST   36 STREET,EAST   37 STREET,EAST   36 STREET,EAST   37 STREET,ADDRESS,NEW YORK,3 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T15:03:44.000,06 MANHATTAN,1009170058,MANHATTAN,990647,211564,MOBILE,Unspecified,MANHATTAN,40.747368568155785,-73.9769131225379,"{'latitude': '40.747368568155785', 'longitude': '-73.9769131225379', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803238,2023-09-13T14:39:52.000,2023-09-19T18:53:49.000,HPD,Department of Housing Preservation and Development,PLUMBING,RADIATOR,RESIDENTIAL BUILDING,10128,1748 1 AVENUE,1 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-19T00:00:00.000,08 MANHATTAN,1015700050,MANHATTAN,998860,223375,ONLINE,Unspecified,MANHATTAN,40.7797769574618,-73.94724660600153,"{'latitude': '40.7797769574618', 'longitude': '-73.94724660600153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802571,2023-09-13T14:39:37.000,2023-09-14T03:23:25.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,10304,120A PROSPECT STREET,PROSPECT STREET,BAY STREET,VAN DUZER STREET,BAY STREET,VAN DUZER STREET,ADDRESS,STATEN ISLAND,PROSPECT STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-14T03:23:31.000,01 STATEN ISLAND,5005130077,STATEN ISLAND,962540,168472,PHONE,Unspecified,STATEN ISLAND,40.6290666534137,-74.07821286673646,"{'latitude': '40.6290666534137', 'longitude': '-74.07821286673646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58809484,2023-09-13T14:39:24.000,2023-09-13T14:39:24.000,DOB,Department of Buildings,General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,,11229,3026 AVENUE R,AVENUE R,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-13T00:00:00.000,18 BROOKLYN,3084720039,BROOKLYN,1000761,161307,UNKNOWN,Unspecified,BROOKLYN,40.609411438781684,-73.94053466773791,"{'latitude': '40.609411438781684', 'longitude': '-73.94053466773791', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807537,2023-09-13T14:39:17.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10007,213 BROADWAY,BROADWAY,ANN STREET,BARCLAY STREET,ANN STREET,BARCLAY STREET,ADDRESS,NEW YORK,BROADWAY,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-11-27T11:15:25.000,01 MANHATTAN,1000880001,MANHATTAN,981873,198472,ONLINE,Unspecified,MANHATTAN,40.71143622273285,-74.00857400723663,"{'latitude': '40.71143622273285', 'longitude': '-74.00857400723663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"213 BROADWAY, MANHATTAN (NEW YORK), NY, 10007",,,,,
58809523,2023-09-13T14:38:40.000,2023-09-13T14:59:40.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11226,1911 DORCHESTER ROAD,DORCHESTER ROAD,EAST   19 STREET,OCEAN AVENUE,EAST   19 STREET,OCEAN AVENUE,ADDRESS,BROOKLYN,DORCHESTER ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-13T14:59:44.000,14 BROOKLYN,3051620038,BROOKLYN,995280,172836,ONLINE,Unspecified,BROOKLYN,40.641064640422556,-73.96025596720085,"{'latitude': '40.641064640422556', 'longitude': '-73.96025596720085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58810050,2023-09-13T14:38:11.000,2023-09-14T08:01:40.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Signs of Rodents,3+ Family Apt. Building,10035,2400 2 AVENUE,2 AVENUE,EAST 123 STREET,EAST 124 STREET,EAST  123 STREET,EAST  124 STREET,ADDRESS,NEW YORK,2 AVENUE,Closed,This service request was closed because the Department of Health and Mental Hygiene received an earlier complaint about the same location.  You can find inspection results for this address by going to the online Rat Portal at www.nyc.gov/rats.,2023-09-13T14:38:11.000,11 MANHATTAN,1017970001,MANHATTAN,1002403,231268,MOBILE,Unspecified,MANHATTAN,40.80143454654757,-73.93443230896085,"{'latitude': '40.80143454654757', 'longitude': '-73.93443230896085', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801005,2023-09-13T14:38:10.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Worker Activity,Mobile Food Vendor,10019,754 5 AVENUE,5 AVENUE,EAST   57 STREET,EAST   58 STREET,EAST   57 STREET,EAST   58 STREET,ADDRESS,NEW YORK,5 AVENUE,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-15T09:37:32.000,05 MANHATTAN,1012730033,MANHATTAN,991559,217430,MOBILE,Unspecified,MANHATTAN,40.76346853790619,-73.97361532318583,"{'latitude': '40.76346853790619', 'longitude': '-73.97361532318583', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806678,2023-09-13T14:38:02.000,2023-09-13T14:53:24.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10036,214 WEST   47 STREET,WEST   47 STREET,WEST   47 STREET BIKE PATH,8 AVENUE,WEST   47 STREET BIKE PATH,8 AVENUE,ADDRESS,NEW YORK,WEST   47 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-13T14:53:29.000,05 MANHATTAN,1010187501,MANHATTAN,988228,216028,MOBILE,Unspecified,MANHATTAN,40.75962253448262,-73.9856406919103,"{'latitude': '40.75962253448262', 'longitude': '-73.9856406919103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58802653,2023-09-13T14:38:00.000,2023-09-21T11:44:00.000,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),,10128,1748 1 AVENUE,1 AVENUE,E 90 ST,E 91 ST,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection closed or canceled this complaint at the complainant's request.,2023-09-21T11:44:00.000,08 MANHATTAN,1015700050,MANHATTAN,998860,223375,ONLINE,Unspecified,MANHATTAN,40.7797769574618,-73.94724660600153,"{'latitude': '40.7797769574618', 'longitude': '-73.94724660600153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58803994,2023-09-13T14:38:00.000,2023-09-14T10:45:00.000,DEP,Department of Environmental Protection,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),,11219,,,,,50 STREET,13 AVENUE,INTERSECTION,BROOKLYN,,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",2023-09-14T10:45:00.000,12 BROOKLYN,,BROOKLYN,986276,170430,PHONE,Unspecified,BROOKLYN,40.63446732018406,-73.99270050340812,"{'latitude': '40.63446732018406', 'longitude': '-73.99270050340812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806851,2023-09-13T14:38:00.000,2023-09-21T16:30:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Dayburning,,10003,,,,,5 AVENUE,EAST 19 STREET,INTERSECTION,MANHATTAN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-21T16:30:00.000,05 MANHATTAN,,MANHATTAN,986640,208546,UNKNOWN,Unspecified,MANHATTAN,40.739086902530815,-73.99137552318417,"{'latitude': '40.739086902530815', 'longitude': '-73.99137552318417', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807845,2023-09-13T14:38:00.000,2023-09-13T18:10:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,10302,168 HOOKER PLACE,HOOKER PLACE,TRANTOR PL,DEAD END,,,ADDRESS,STATEN ISLAND,,Closed,The Department of Environmental Protection investigated this complaint and found there was no sewer back up in the city system at the time of the inspection.,2023-09-13T18:10:00.000,01 STATEN ISLAND,5011350001,STATEN ISLAND,944198,169390,ONLINE,Unspecified,STATEN ISLAND,40.63152242585058,-74.14429746713607,"{'latitude': '40.63152242585058', 'longitude': '-74.14429746713607', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803976,2023-09-13T14:38:00.000,2023-09-13T15:15:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",,10301,1150 CLOVE ROAD,CLOVE ROAD,CHESHIRE PL,FOX HUNT CT,,,ADDRESS,STATEN ISLAND,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-13T15:15:00.000,01 STATEN ISLAND,5003190001,STATEN ISLAND,955055,164535,ONLINE,Unspecified,STATEN ISLAND,40.61823891391333,-74.10516142275114,"{'latitude': '40.61823891391333', 'longitude': '-74.10516142275114', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58805260,2023-09-13T14:38:00.000,2023-09-15T09:48:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11226,186 LENOX ROAD,LENOX ROAD,BEDFORD AVE,ROGERS AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-15T09:48:00.000,17 BROOKLYN,3050840049,BROOKLYN,997108,177520,ONLINE,Unspecified,BROOKLYN,40.65391874017336,-73.95366026817564,"{'latitude': '40.65391874017336', 'longitude': '-73.95366026817564', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58809058,2023-09-13T14:37:43.000,2023-09-15T10:48:02.000,DSNY,Department of Sanitation,Dirty Condition,Broken Glass,Sidewalk,11233,22A PRESCOTT PLACE,PRESCOTT PLACE,HERKIMER STREET,ATLANTIC AVENUE,HERKIMER STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,PRESCOTT PLACE,Closed,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,2023-09-15T10:45:24.000,03 BROOKLYN,3015560025,BROOKLYN,1006186,186079,ONLINE,Unspecified,BROOKLYN,40.6773934502277,-73.92091567482458,"{'latitude': '40.6773934502277', 'longitude': '-73.92091567482458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58803621,2023-09-13T14:37:40.000,2023-09-21T10:31:39.000,DOT,Department of Transportation,Street Sign - Missing,"No Parking, Standing, Stopping",Street,10459,937 HOME STREET,HOME STREET,SIMPSON STREET,SOUTHERN BOULEVARD,SIMPSON STREET,SOUTHERN BOULEVARD,ADDRESS,BRONX,HOME STREET,Closed,The Department of Transportation has completed the request or corrected the condition.,2023-09-21T10:31:46.000,03 BRONX,2029750001,BRONX,1013996,241142,ONLINE,Unspecified,BRONX,40.82850447192082,-73.89251526890678,"{'latitude': '40.82850447192082', 'longitude': '-73.89251526890678', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58806116,2023-09-13T14:37:37.000,2023-09-22T11:08:35.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,Street,10306,312 THOMAS STREET,THOMAS STREET,AMBER STREET,KENSICO STREET,AMBER STREET,KENSICO STREET,ADDRESS,STATEN ISLAND,THOMAS STREET,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-22T11:08:38.000,03 STATEN ISLAND,5044210089,STATEN ISLAND,945786,146501,PHONE,Unspecified,STATEN ISLAND,40.56870387881719,-74.13844597299197,"{'latitude': '40.56870387881719', 'longitude': '-74.13844597299197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58807538,2023-09-13T14:37:36.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10007,213 BROADWAY,BROADWAY,ANN STREET,BARCLAY STREET,ANN STREET,BARCLAY STREET,ADDRESS,NEW YORK,BROADWAY,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-11-27T11:02:54.000,01 MANHATTAN,1000880001,MANHATTAN,981873,198472,ONLINE,Unspecified,MANHATTAN,40.71143622273285,-74.00857400723663,"{'latitude': '40.71143622273285', 'longitude': '-74.00857400723663', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"213 BROADWAY, MANHATTAN (NEW YORK), NY, 10007",,,,,
58809773,2023-09-13T14:37:13.000,2023-10-05T08:06:48.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10460,2111 SOUTHERN BOULEVARD,SOUTHERN BOULEVARD,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-05T00:00:00.000,06 BRONX,2031110015,BRONX,1016295,247644,PHONE,Unspecified,BRONX,40.846342519180496,-73.88417696544845,"{'latitude': '40.846342519180496', 'longitude': '-73.88417696544845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58805870,2023-09-13T14:37:10.000,2023-10-06T19:47:10.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,11203,307 EAST   54 STREET,EAST   54 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,17 BROOKLYN,3047020055,BROOKLYN,1004669,176559,PHONE,Unspecified,BROOKLYN,40.65126679889455,-73.92641363819115,"{'latitude': '40.65126679889455', 'longitude': '-73.92641363819115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801913,2023-09-13T14:37:10.000,2023-10-06T19:47:10.000,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,11203,307 EAST   54 STREET,EAST   54 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,17 BROOKLYN,3047020055,BROOKLYN,1004669,176559,PHONE,Unspecified,BROOKLYN,40.65126679889455,-73.92641363819115,"{'latitude': '40.65126679889455', 'longitude': '-73.92641363819115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58801956,2023-09-13T14:37:10.000,2023-09-25T20:29:45.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10462,2180 BRONX PARK EAST,BRONX PARK EAST,,,,,ADDRESS,BRONX,,Closed,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-25T00:00:00.000,11 BRONX,2043170019,BRONX,1020248,251044,ONLINE,Unspecified,BRONX,40.85565927057539,-73.86987105748543,"{'latitude': '40.85565927057539', 'longitude': '-73.86987105748543', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58808348,2023-09-13T14:37:10.000,2023-10-06T19:47:10.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11203,307 EAST   54 STREET,EAST   54 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,17 BROOKLYN,3047020055,BROOKLYN,1004669,176559,PHONE,Unspecified,BROOKLYN,40.65126679889455,-73.92641363819115,"{'latitude': '40.65126679889455', 'longitude': '-73.92641363819115', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
