unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,taxi_company_borough,road_ramp,due_date
58969598,2023-09-30T19:47:45.000,2023-09-30T20:03:37.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10065,335 EAST   65 STREET,EAST   65 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   65 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T20:03:42.000,08 MANHATTAN,1014400017,MANHATTAN,995144,217618,MOBILE,Unspecified,MANHATTAN,40.763980858700904,-73.96067356881778,"{'latitude': '40.763980858700904', 'longitude': '-73.96067356881778', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58970975,2023-09-30T19:47:40.000,2023-09-30T21:59:26.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11420,116-30 120 STREET,120 STREET,ROCKAWAY BOULEVARD,SUTTER AVENUE,ROCKAWAY BOULEVARD,SUTTER AVENUE,ADDRESS,SOUTH OZONE PARK,120 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T21:59:30.000,10 QUEENS,4117120057,QUEENS,1034651,185491,ONLINE,Unspecified,QUEENS,40.67566322348607,-73.81829741150258,"{'latitude': '40.67566322348607', 'longitude': '-73.81829741150258', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58969125,2023-09-30T19:47:33.000,2023-09-30T19:55:48.000,NYPD,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,10012,169 BLEECKER STREET,BLEECKER STREET,THOMPSON STREET,SULLIVAN STREET,THOMPSON STREET,SULLIVAN STREET,ADDRESS,NEW YORK,BLEECKER STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T19:55:52.000,02 MANHATTAN,1005390042,MANHATTAN,984162,204778,ONLINE,Unspecified,MANHATTAN,40.728744992322596,-74.00031750467515,"{'latitude': '40.728744992322596', 'longitude': '-74.00031750467515', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58968521,2023-09-30T19:47:30.000,2023-09-30T20:16:53.000,NYPD,New York City Police Department,Panhandling,N/A,Street/Sidewalk,10038,5 AVENUE OF FINEST,AVENUE OF FINEST,BROOKLYN BRIDGE EXIT RAMP,MADISON STREET,BROOKLYN BRIDGE EXIT RAMP,MADISON STREET,ADDRESS,NEW YORK,AVENUE OF THE FINEST,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T20:16:57.000,01 MANHATTAN,,MANHATTAN,983521,198603,MOBILE,Unspecified,MANHATTAN,40.71179607584469,-74.00262956878865,"{'latitude': '40.71179607584469', 'longitude': '-74.00262956878865', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973686,2023-09-30T19:47:29.000,2023-09-30T20:07:39.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10030,137 EDGECOMBE AVENUE,EDGECOMBE AVENUE,WEST  141 STREET,WEST  142 STREET,WEST  141 STREET,WEST  142 STREET,ADDRESS,NEW YORK,EDGECOMBE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T20:07:41.000,09 MANHATTAN,1020510013,MANHATTAN,999465,238461,ONLINE,Unspecified,MANHATTAN,40.82118287522514,-73.94502790462121,"{'latitude': '40.82118287522514', 'longitude': '-73.94502790462121', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58971846,2023-09-30T19:47:05.000,2023-10-02T07:09:46.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11375,68-54 FLEET STREET,FLEET STREET,68 AVENUE,69 AVENUE,68 AVENUE,69 AVENUE,ADDRESS,FOREST HILLS,FLEET STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-02T07:09:49.000,06 QUEENS,4032010032,QUEENS,1025239,201025,MOBILE,Unspecified,QUEENS,40.71834896162418,-73.85213437118306,"{'latitude': '40.71834896162418', 'longitude': '-73.85213437118306', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58975296,2023-09-30T19:47:05.000,2023-09-30T19:47:05.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10011,180 10 AVENUE,10 AVENUE,WEST 20 STREET,WEST 21 STREET,WEST   20 STREET,WEST   21 STREET,ADDRESS,NEW YORK,10 AVENUE,Closed,The Department of Health and Mental Hygiene inspected the property you reported and did not find any violations at the time of the inspection. The property passed inspection.,2023-09-30T19:47:05.000,04 MANHATTAN,1007187502,MANHATTAN,982801,211143,PHONE,Unspecified,MANHATTAN,40.74621522392826,-74.00522937407204,"{'latitude': '40.74621522392826', 'longitude': '-74.00522937407204', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973200,2023-09-30T19:47:00.000,2023-09-30T22:05:00.000,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),,11222,171 RUSSELL STREET,RUSSELL STREET,NASSAU AVE,NORMAN AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection has investigated this complaint. Surcharge conditions have been confirmed due to rain intensity or volume.,2023-09-30T22:05:00.000,01 BROOKLYN,3026540019,BROOKLYN,999590,203965,ONLINE,Unspecified,BROOKLYN,40.72650020481883,-73.94465502297426,"{'latitude': '40.72650020481883', 'longitude': '-73.94465502297426', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58971807,2023-09-30T19:46:59.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10031,345 WEST  145 STREET,WEST  145 STREET,EDGECOMBE AVENUE,ST NICHOLAS AVENUE,EDGECOMBE AVENUE,ST NICHOLAS AVENUE,ADDRESS,NEW YORK,WEST  145 STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-01T02:18:52.000,09 MANHATTAN,1020530001,MANHATTAN,999743,239389,MOBILE,Unspecified,MANHATTAN,40.823729488820085,-73.94402134275819,"{'latitude': '40.823729488820085', 'longitude': '-73.94402134275819', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58971359,2023-09-30T19:46:58.000,2023-09-30T20:31:58.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10032,498 WEST  158 STREET,WEST  158 STREET,ST NICHOLAS AVENUE,AMSTERDAM AVENUE,ST NICHOLAS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST  158 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T20:32:03.000,12 MANHATTAN,1021080059,MANHATTAN,1000454,242921,ONLINE,Unspecified,MANHATTAN,40.833422541343964,-73.94144385735437,"{'latitude': '40.833422541343964', 'longitude': '-73.94144385735437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58971801,2023-09-30T19:46:55.000,2023-11-03T15:55:17.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10012,195 BLEECKER STREET,BLEECKER STREET,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,BLEECKER STREET,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-11-03T15:55:20.000,02 MANHATTAN,1005427502,MANHATTAN,983851,204979,ONLINE,Unspecified,MANHATTAN,40.72929667966864,-74.00143960697945,"{'latitude': '40.72929667966864', 'longitude': '-74.00143960697945', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"195 BLEECKER STREET, MANHATTAN (NEW YORK), NY, 10012",,,,,,
58973306,2023-09-30T19:46:51.000,2023-09-30T20:20:15.000,NYPD,New York City Police Department,Illegal Parking,Overnight Commercial Storage,Street/Sidewalk,11364,49-18 217 STREET,217 STREET,49 AVENUE,50 AVENUE,49 AVENUE,50 AVENUE,ADDRESS,OAKLAND GARDENS,217 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T20:20:17.000,11 QUEENS,4073960057,QUEENS,1049850,214368,ONLINE,Unspecified,QUEENS,40.75482380515081,-73.7632217460391,"{'latitude': '40.75482380515081', 'longitude': '-73.7632217460391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58971841,2023-09-30T19:46:34.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-03T01:19:27.000,Unspecified MANHATTAN,,MANHATTAN,984089,201118,ONLINE,Unspecified,MANHATTAN,40.71869917797736,-74.00058080167918,"{'latitude': '40.71869917797736', 'longitude': '-74.00058080167918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,6,6 Uptown & The Bronx,Platform,,,
58969392,2023-09-30T19:46:24.000,2023-10-02T07:42:22.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10467,410 EAST  203 STREET,EAST  203 STREET,WEBSTER AVENUE,DEAD END,WEBSTER AVENUE,DEAD END,ADDRESS,BRONX,EAST  203 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-10-02T07:42:25.000,07 BRONX,2033307501,BRONX,1018192,256376,ONLINE,Unspecified,BRONX,40.8703021287969,-73.87727626514504,"{'latitude': '40.8703021287969', 'longitude': '-73.87727626514504', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973066,2023-09-30T19:46:18.000,2023-10-25T14:03:20.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Metal/Glass/Rigid Plastic,Street,10461,1081 PIERCE AVENUE,PIERCE AVENUE,LURTING AVENUE,HAIGHT AVENUE,LURTING AVENUE,HAIGHT AVENUE,ADDRESS,BRONX,PIERCE AVENUE,Closed,The Department of Sanitation collected the requested items.,2023-10-02T04:17:35.000,11 BRONX,2041050037,BRONX,1025448,247591,ONLINE,Unspecified,BRONX,40.84615908881994,-73.85109486262616,"{'latitude': '40.84615908881994', 'longitude': '-73.85109486262616', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58975744,2023-09-30T19:46:17.000,2023-09-30T20:04:57.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10309,25 MARISA CIRCLE,MARISA CIRCLE,BLOOMINGDALE ROAD,BEND,BLOOMINGDALE ROAD,BEND,ADDRESS,STATEN ISLAND,MARISA CIRCLE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T20:05:01.000,03 STATEN ISLAND,5070130116,STATEN ISLAND,923889,135396,MOBILE,Unspecified,STATEN ISLAND,40.5381008384153,-74.21716191097545,"{'latitude': '40.5381008384153', 'longitude': '-74.21716191097545', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58974212,2023-09-30T19:46:16.000,2023-11-21T09:52:42.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10012,156 BLEECKER STREET,BLEECKER STREET,THOMPSON STREET,SULLIVAN STREET,THOMPSON STREET,SULLIVAN STREET,ADDRESS,NEW YORK,BLEECKER STREET,Closed,A hearing was scheduled at the OATH/Taxi and Limousine Tribunal.,2023-11-21T09:52:46.000,02 MANHATTAN,1005257501,MANHATTAN,984306,204679,ONLINE,Unspecified,MANHATTAN,40.72847326174765,-73.99979795239425,"{'latitude': '40.72847326174765', 'longitude': '-73.99979795239425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"156 BLEECKER STREET, MANHATTAN (NEW YORK), NY, 10012",,,,,,
58976149,2023-09-30T19:46:16.000,2023-09-30T19:48:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1011 SHERMAN AVENUE,SHERMAN AVENUE,EAST  164 STREET,EAST  165 STREET,EAST  164 STREET,EAST  165 STREET,ADDRESS,BRONX,SHERMAN AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T19:48:12.000,04 BRONX,2024550053,BRONX,1006869,241590,ONLINE,Unspecified,BRONX,40.829755230453486,-73.91826657106851,"{'latitude': '40.829755230453486', 'longitude': '-73.91826657106851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58970808,2023-09-30T19:46:13.000,2023-09-30T20:10:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11423,88-28 184 STREET,184 STREET,HILLSIDE AVENUE,89 AVENUE,HILLSIDE AVENUE,89 AVENUE,ADDRESS,HOLLIS,184 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-30T20:10:22.000,12 QUEENS,4099300046,QUEENS,1045859,199222,ONLINE,Unspecified,QUEENS,40.71328060718829,-73.77776558921848,"{'latitude': '40.71328060718829', 'longitude': '-73.77776558921848', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58976094,2023-09-30T19:46:09.000,2023-09-30T19:47:04.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11355,44-15 COLDEN STREET,COLDEN STREET,ELDER AVENUE,45 AVENUE,ELDER AVENUE,45 AVENUE,ADDRESS,FLUSHING,COLDEN STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T19:47:07.000,07 QUEENS,4051450024,QUEENS,1033015,213138,MOBILE,Unspecified,QUEENS,40.75155664830534,-73.8239951376963,"{'latitude': '40.75155664830534', 'longitude': '-73.8239951376963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58976473,2023-09-30T19:46:01.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11417,132-20 83 STREET,83 STREET,SUTTER AVENUE,133 AVENUE,SUTTER AVENUE,133 AVENUE,ADDRESS,OZONE PARK,83 STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-10-02T08:54:47.000,10 QUEENS,4113450017,QUEENS,1024891,185216,ONLINE,Unspecified,QUEENS,40.67495859946604,-73.85348514856379,"{'latitude': '40.67495859946604', 'longitude': '-73.85348514856379', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58969781,2023-09-30T19:46:00.000,2023-10-06T11:56:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11379,64-66 80 STREET,80 STREET,64 RD,DRY HARBOR RD,80 STREET,64 ROAD,INTERSECTION,QUEENS,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-10-06T11:56:00.000,05 QUEENS,4030050038,QUEENS,1019294,200980,UNKNOWN,Unspecified,QUEENS,40.718250994436765,-73.87358084321393,"{'latitude': '40.718250994436765', 'longitude': '-73.87358084321393', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58974622,2023-09-30T19:46:00.000,,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11233,25 GUNTHER PLACE,GUNTHER PLACE,ATLANTIC AVE,HERKIMER ST,GUNTHER PLACE,ATLANTIC AVENUE,INTERSECTION,BROOKLYN,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-12T07:38:00.000,16 BROOKLYN,3015670006,BROOKLYN,1008696,185718,UNKNOWN,Unspecified,BROOKLYN,40.67639601152243,-73.91186786276484,"{'latitude': '40.67639601152243', 'longitude': '-73.91186786276484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973401,2023-09-30T19:45:51.000,2023-09-30T21:38:09.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10305,58 CAMERON AVENUE,CAMERON AVENUE,OBERLIN STREET,PARKINSON AVENUE,OBERLIN STREET,PARKINSON AVENUE,ADDRESS,STATEN ISLAND,CAMERON AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T21:38:15.000,02 STATEN ISLAND,5033930069,STATEN ISLAND,961990,155227,MOBILE,Unspecified,STATEN ISLAND,40.59271050244631,-74.08015064598648,"{'latitude': '40.59271050244631', 'longitude': '-74.08015064598648', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58975830,2023-09-30T19:45:51.000,2023-09-30T21:48:30.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,108-09 37 AVENUE,37 AVENUE,108 STREET,109 STREET,108 STREET,109 STREET,ADDRESS,CORONA,37 AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-30T21:48:35.000,03 QUEENS,4017520042,QUEENS,1023064,213990,ONLINE,Unspecified,QUEENS,40.753944448754034,-73.85990575373123,"{'latitude': '40.753944448754034', 'longitude': '-73.85990575373123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58969200,2023-09-30T19:45:46.000,2023-10-10T11:08:13.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11370,32-20 76 STREET,76 STREET,32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,ADDRESS,EAST ELMHURST,76 STREET,Closed,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-10-10T07:07:55.000,03 QUEENS,4011710015,QUEENS,1014382,214916,PHONE,Unspecified,QUEENS,40.756519929959914,-73.89123815299632,"{'latitude': '40.756519929959914', 'longitude': '-73.89123815299632', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58968765,2023-09-30T19:45:43.000,2023-09-30T21:04:53.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10468,2399 WALTON AVENUE,WALTON AVENUE,EAST  184 STREET,EAST FORDHAM ROAD,EAST  184 STREET,EAST FORDHAM ROAD,ADDRESS,BRONX,WALTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T21:04:58.000,05 BRONX,2031880081,BRONX,1011592,253003,MOBILE,Unspecified,BRONX,40.861067184919314,-73.90115355538487,"{'latitude': '40.861067184919314', 'longitude': '-73.90115355538487', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58971802,2023-09-30T19:45:35.000,2023-11-09T11:47:53.000,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10012,144 BLEECKER STREET,BLEECKER STREET,LA GUARDIA PLACE,THOMPSON STREET,LA GUARDIA PLACE,THOMPSON STREET,ADDRESS,NEW YORK,BLEECKER STREET,Closed,The Taxi and Limousine Commission (TLC) reviewed your complaint. The driver or owner pled guilty to a violation and paid a fine. TLC has sent you a written confirmation of this outcome.,2023-11-09T11:47:58.000,02 MANHATTAN,1005250046,MANHATTAN,984485,204563,ONLINE,Unspecified,MANHATTAN,40.7281548671045,-73.99915212570546,"{'latitude': '40.7281548671045', 'longitude': '-73.99915212570546', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,"144 BLEECKER STREET, MANHATTAN (NEW YORK), NY, 10012",,,,,,
58970908,2023-09-30T19:45:30.000,2023-09-30T20:21:49.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10128,222 EAST   88 STREET,EAST   88 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   88 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-30T20:21:53.000,08 MANHATTAN,1015330032,MANHATTAN,997534,223344,ONLINE,Unspecified,MANHATTAN,40.77969396302242,-73.9520345513287,"{'latitude': '40.77969396302242', 'longitude': '-73.9520345513287', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58976259,2023-09-30T19:45:29.000,2023-10-02T10:05:58.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10457,4511 3 AVENUE,3 AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water. Heat was not required at the time of the inspection. No violations were issued. If the condition still exists, please file a new complaint.",2023-10-02T00:00:00.000,06 BRONX,2030517501,BRONX,1014301,250296,PHONE,Unspecified,BRONX,40.85362848023705,-73.89137215905889,"{'latitude': '40.85362848023705', 'longitude': '-73.89137215905889', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58968800,2023-09-30T19:45:24.000,2023-09-30T20:14:26.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10033,351 FORT WASHINGTON AVENUE,FORT WASHINGTON AVENUE,WEST  174 STREET,WEST  175 STREET,WEST  174 STREET,WEST  175 STREET,ADDRESS,NEW YORK,FORT WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-30T20:14:32.000,12 MANHATTAN,1021390404,MANHATTAN,1000823,247667,MOBILE,Unspecified,MANHATTAN,40.84644824191318,-73.94009868020876,"{'latitude': '40.84644824191318', 'longitude': '-73.94009868020876', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58977538,2023-09-30T19:45:16.000,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10035,2315 2 AVENUE,2 AVENUE,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-30T00:00:00.000,11 MANHATTAN,1017830027,MANHATTAN,1001828,230288,ONLINE,Unspecified,MANHATTAN,40.79874587749369,-73.93651174378084,"{'latitude': '40.79874587749369', 'longitude': '-73.93651174378084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58971459,2023-09-30T19:45:16.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10035,2315 2 AVENUE,2 AVENUE,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-30T00:00:00.000,11 MANHATTAN,1017830027,MANHATTAN,1001828,230288,ONLINE,Unspecified,MANHATTAN,40.79874587749369,-73.93651174378084,"{'latitude': '40.79874587749369', 'longitude': '-73.93651174378084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58975115,2023-09-30T19:45:16.000,2023-10-04T15:08:49.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10035,2315 2 AVENUE,2 AVENUE,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-04T00:00:00.000,11 MANHATTAN,1017830027,MANHATTAN,1001828,230288,ONLINE,Unspecified,MANHATTAN,40.79874587749369,-73.93651174378084,"{'latitude': '40.79874587749369', 'longitude': '-73.93651174378084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58968435,2023-09-30T19:45:15.000,2023-09-30T20:59:18.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11365,58-50 192 STREET,192 STREET,58 AVENUE,HORACE HARDING EXPRESSWAY,58 AVENUE,HORACE HARDING EXPRESSWAY,ADDRESS,FRESH MEADOWS,192 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-30T20:59:24.000,11 QUEENS,4056940032,QUEENS,1043971,209895,PHONE,Unspecified,QUEENS,40.74258824635499,-73.78448118538942,"{'latitude': '40.74258824635499', 'longitude': '-73.78448118538942', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58973853,2023-09-30T19:45:15.000,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WINDOW/FRAME,RESIDENTIAL BUILDING,10035,2315 2 AVENUE,2 AVENUE,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-30T00:00:00.000,11 MANHATTAN,1017830027,MANHATTAN,1001828,230288,ONLINE,Unspecified,MANHATTAN,40.79874587749369,-73.93651174378084,"{'latitude': '40.79874587749369', 'longitude': '-73.93651174378084', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58976375,2023-09-30T19:45:14.000,2023-10-16T07:59:43.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10451,406 EAST  161 STREET,EAST  161 STREET,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-16T00:00:00.000,03 BRONX,2023827502,BRONX,1008212,239515,PHONE,Unspecified,BRONX,40.82405640826264,-73.9134210739072,"{'latitude': '40.82405640826264', 'longitude': '-73.9134210739072', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
