unique_key,created_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_action_updated_date,community_board,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,taxi_pick_up_location,latitude,longitude,location,closed_date,resolution_description,bbl,facility_type,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,due_date,road_ramp,vehicle_type,taxi_company_borough
58974175,2023-09-30T15:50:34.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,10466,4312 GUNTHER AVENUE,GUNTHER AVENUE,PITMAN AVENUE,BARNES AVENUE,PITMAN AVENUE,BARNES AVENUE,ADDRESS,BRONX,GUNTHER AVENUE,Closed,2023-10-04T16:02:22.000,12 BRONX,BRONX,1025551,265790,MOBILE,Unspecified,BRONX,,40.89610921689435,-73.850610403672,"{'latitude': '40.89610921689435', 'longitude': '-73.850610403672', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-04T16:02:24.000,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2050510008,,,,,,,,
58974614,2023-09-30T15:50:29.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,10011,453 WEST   19 STREET,WEST   19 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   19 STREET,Closed,2023-09-30T16:02:26.000,04 MANHATTAN,MANHATTAN,982909,210616,ONLINE,Unspecified,MANHATTAN,,40.74476875800905,-74.0048395019856,"{'latitude': '40.74476875800905', 'longitude': '-74.0048395019856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T16:02:23.000,The Police Department responded to the complaint and took action to fix the condition.,1007170009,,,,,,,,
58971328,2023-09-30T15:50:24.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009,10 AVENUE D,AVENUE D,COLUMBIA STREET,EAST    3 STREET,COLUMBIA STREET,EAST    3 STREET,ADDRESS,NEW YORK,AVENUE D,Closed,2023-09-30T15:54:00.000,03 MANHATTAN,MANHATTAN,990227,201725,ONLINE,Unspecified,MANHATTAN,,40.720363229207344,-73.97843765001896,"{'latitude': '40.720363229207344', 'longitude': '-73.97843765001896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T15:53:56.000,The Police Department responded to the complaint and took action to fix the condition.,1003560001,,,,,,,,
58976705,2023-09-30T15:50:24.000,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,Street/Sidewalk,10002,605 WATER STREET,WATER STREET,MONTGOMERY STREET,GOUVERNEUR SLIP WEST,MONTGOMERY STREET,GOUVERNEUR SLIP WEST,ADDRESS,NEW YORK,WATER STREET,Closed,2023-09-30T16:20:39.000,03 MANHATTAN,MANHATTAN,988561,198404,MOBILE,Unspecified,MANHATTAN,,40.71124884794379,-73.98444996153621,"{'latitude': '40.71124884794379', 'longitude': '-73.98444996153621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T16:20:33.000,The Police Department responded and upon arrival those responsible for the condition were gone.,1002440019,,,,,,,,
58968279,2023-09-30T15:50:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,10469,2564 EASTCHESTER ROAD,EASTCHESTER ROAD,HAWTHORNE ST,ALLERTON AVE,,,ADDRESS,BRONX,,Closed,2023-09-30T17:10:00.000,11 BRONX,BRONX,1027575,254293,ONLINE,Unspecified,BRONX,,40.864543869126535,-73.84336378188642,"{'latitude': '40.864543869126535', 'longitude': '-73.84336378188642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T17:10:00.000,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2044810098,,,,,,,,
58969186,2023-09-30T15:49:55.000,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Food Worker Activity,Mobile Food Vendor,11201,WASHINGTON STREET,WASHINGTON STREET,WASHINGTON STREET,PROSPECT STREET,WASHINGTON STREET,PROSPECT STREET,INTERSECTION,,,In Progress,2023-10-02T10:14:25.000,02 BROOKLYN,BROOKLYN,987098,194573,MOBILE,Unspecified,BROOKLYN,,40.70073424824792,-73.98972871152452,"{'latitude': '40.70073424824792', 'longitude': '-73.98972871152452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,,,,,,,,,
58969857,2023-09-30T15:49:41.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10029,1634 LEXINGTON AVENUE,LEXINGTON AVENUE,EAST  103 STREET,EAST  104 STREET,EAST  103 STREET,EAST  104 STREET,ADDRESS,NEW YORK,LEXINGTON AVENUE,Closed,2023-09-30T16:08:54.000,11 MANHATTAN,MANHATTAN,998752,227250,ONLINE,Unspecified,MANHATTAN,,40.79041297511647,-73.94762820414547,"{'latitude': '40.79041297511647', 'longitude': '-73.94762820414547', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T16:08:49.000,The Police Department responded to the complaint and took action to fix the condition.,1016310016,,,,,,,,
58969723,2023-09-30T15:49:32.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11215,441 14 STREET,14 STREET,8 AVENUE,PROSPECT PARK WEST,8 AVENUE,PROSPECT PARK WEST,ADDRESS,BROOKLYN,14 STREET,Closed,2023-09-30T16:44:25.000,06 BROOKLYN,BROOKLYN,989449,180653,MOBILE,Unspecified,BROOKLYN,,40.662525945499816,-73.98126058928418,"{'latitude': '40.662525945499816', 'longitude': '-73.98126058928418', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T16:44:22.000,The Police Department issued a summons in response to the complaint.,3011010073,,,,,,,,
58975753,2023-09-30T15:49:23.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11204,54 AVENUE O,AVENUE O,WEST   10 STREET,WEST    9 STREET,WEST   10 STREET,WEST    9 STREET,ADDRESS,BROOKLYN,AVENUE O,Closed,2023-09-30T19:54:00.000,11 BROOKLYN,BROOKLYN,988906,161621,PHONE,Unspecified,BROOKLYN,,40.610287463567325,-73.98323092479946,"{'latitude': '40.610287463567325', 'longitude': '-73.98323092479946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T19:53:54.000,The Police Department responded and upon arrival those responsible for the condition were gone.,3065970006,,,,,,,,
58975745,2023-09-30T15:48:51.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11201,WASHINGTON STREET,WASHINGTON STREET,WASHINGTON STREET,PROSPECT STREET,WASHINGTON STREET,PROSPECT STREET,INTERSECTION,,,Closed,2023-09-30T17:29:32.000,02 BROOKLYN,BROOKLYN,987098,194573,MOBILE,Unspecified,BROOKLYN,,40.70073424824792,-73.98972871152452,"{'latitude': '40.70073424824792', 'longitude': '-73.98972871152452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T17:29:29.000,The Police Department responded to the complaint and took action to fix the condition.,,,,,,,,,
59449640,2023-09-30T15:48:42.000,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,Apartment,11691,10-06 NEILSON STREET,NEILSON STREET,CORNAGA AVENUE,DINSMORE AVENUE,CORNAGA AVENUE,DINSMORE AVENUE,ADDRESS,FAR ROCKAWAY,NEILSON STREET,Closed,2023-10-06T00:00:00.000,14 QUEENS,QUEENS,1054315,159220,PHONE,Unspecified,QUEENS,,40.60342145543533,-73.74767911429015,"{'latitude': '40.60342145543533', 'longitude': '-73.74767911429015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-06T00:00:00.000,,4155550001,,,,,,,,
58977207,2023-09-30T15:48:16.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11208,711 CLEVELAND STREET,CLEVELAND STREET,DUMONT AVENUE,LIVONIA AVENUE,DUMONT AVENUE,LIVONIA AVENUE,ADDRESS,BROOKLYN,CLEVELAND STREET,Closed,2023-09-30T18:36:24.000,05 BROOKLYN,BROOKLYN,1016841,182321,ONLINE,Unspecified,BROOKLYN,,40.66704577619964,-73.88252015807923,"{'latitude': '40.66704577619964', 'longitude': '-73.88252015807923', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T18:36:19.000,The Police Department issued a summons in response to the complaint.,3040810007,,,,,,,,
59436171,2023-09-30T15:48:15.000,DEP,Department of Environmental Protection,Water Maintenance,Leak,N/A,10469,2564 EASTCHESTER ROAD,EASTCHESTER ROAD,HAWTHORNE STREET,ALLERTON AVENUE,HAWTHORNE STREET,ALLERTON AVENUE,ADDRESS,BRONX,EASTCHESTER ROAD,Closed,2023-09-30T17:10:00.000,11 BRONX,BRONX,1027575,254293,ONLINE,Unspecified,BRONX,,40.864543869126535,-73.84336378188642,"{'latitude': '40.864543869126535', 'longitude': '-73.84336378188642', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T17:10:00.000,,2044810098,,,,,,,,
58974113,2023-09-30T15:48:10.000,DPR,Department of Parks and Recreation,Maintenance or Facility,Grass/Weeds,Park,11357,LITTLE BAY PARK,LITTLE BAY PARK,CRYDERS LANE,TOTTEN STREET,CRYDERS LANE,TOTTEN STREET,UNRECOGNIZED,WHITESTONE,LITTLE BAY PARK,In Progress,,07 QUEENS,QUEENS,1043364,227371,PHONE,Unspecified,QUEENS,,40.79055927522451,-73.78651799589437,"{'latitude': '40.79055927522451', 'longitude': '-73.78651799589437', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,4200819999,,,,,,,,
58977905,2023-09-30T15:48:07.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,10002,465 GRAND STREET,GRAND STREET,PITT STREET,BIALYSTOKER PLACE,PITT STREET,BIALYSTOKER PLACE,ADDRESS,NEW YORK,GRAND STREET,Closed,2023-09-30T16:46:55.000,03 MANHATTAN,MANHATTAN,988677,199819,MOBILE,Unspecified,MANHATTAN,,40.71513262827761,-73.98403061202835,"{'latitude': '40.71513262827761', 'longitude': '-73.98403061202835', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T16:46:50.000,The Police Department responded and upon arrival those responsible for the condition were gone.,1003150070,,,,,,,,
58976313,2023-09-30T15:48:00.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10467,3322 DECATUR AVENUE,DECATUR AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-19T00:00:00.000,07 BRONX,BRONX,1019313,258813,PHONE,Unspecified,BRONX,,40.87698655588999,-73.87321032891688,"{'latitude': '40.87698655588999', 'longitude': '-73.87321032891688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-19T16:09:40.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2033550090,,,,,,,,
58971469,2023-09-30T15:48:00.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10467,3322 DECATUR AVENUE,DECATUR AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-19T00:00:00.000,07 BRONX,BRONX,1019313,258813,PHONE,Unspecified,BRONX,,40.87698655588999,-73.87321032891688,"{'latitude': '40.87698655588999', 'longitude': '-73.87321032891688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-19T16:09:40.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2033550090,,,,,,,,
58972685,2023-09-30T15:48:00.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10467,3322 DECATUR AVENUE,DECATUR AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-19T00:00:00.000,07 BRONX,BRONX,1019313,258813,PHONE,Unspecified,BRONX,,40.87698655588999,-73.87321032891688,"{'latitude': '40.87698655588999', 'longitude': '-73.87321032891688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-19T16:09:40.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2033550090,,,,,,,,
58969001,2023-09-30T15:48:00.000,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,RESIDENTIAL BUILDING,10467,3322 DECATUR AVENUE,DECATUR AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-19T00:00:00.000,07 BRONX,BRONX,1019313,258813,PHONE,Unspecified,BRONX,,40.87698655588999,-73.87321032891688,"{'latitude': '40.87698655588999', 'longitude': '-73.87321032891688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-19T16:09:41.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were previously issued for these conditions. Information about specific violations is available at www.nyc.gov/hpd.,2033550090,,,,,,,,
58977172,2023-09-30T15:47:48.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10453,1610 SEDGWICK AVENUE,SEDGWICK AVENUE,CROSS BRONX EXPWY WB ET    1 C,WEST  176 STREET,CROSS BRONX EXPWY WB ET    1 C,WEST  176 STREET,ADDRESS,BRONX,SEDGWICK AVENUE,Closed,2023-09-30T16:42:40.000,05 BRONX,BRONX,1005479,248674,ONLINE,Unspecified,BRONX,,40.84920219255083,-73.92326689010666,"{'latitude': '40.84920219255083', 'longitude': '-73.92326689010666', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T16:42:35.000,The Police Department responded to the complaint and took action to fix the condition.,2028800091,,,,,,,,
58969356,2023-09-30T15:47:45.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10036,7 AVENUE,7 AVENUE,7 AVENUE,WEST   44 STREET,7 AVENUE,WEST 44 STREET,INTERSECTION,MANHATTAN,,Closed,2023-09-30T19:15:27.000,05 MANHATTAN,MANHATTAN,988125,215196,PHONE,Unspecified,MANHATTAN,,40.75733895298888,-73.98601296851372,"{'latitude': '40.75733895298888', 'longitude': '-73.98601296851372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,The mobile outreach response team went to the location provided but could not find the individual that you reported.,,,,,,,,,
58969382,2023-09-30T15:47:21.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11224,2009 MERMAID AVENUE,MERMAID AVENUE,WEST   20 STREET,WEST   21 STREET,WEST   20 STREET,WEST   21 STREET,ADDRESS,BROOKLYN,MERMAID AVENUE,Closed,2023-10-02T07:32:09.000,13 BROOKLYN,BROOKLYN,987829,149266,MOBILE,Unspecified,BROOKLYN,,40.57637597138292,-73.98711639849736,"{'latitude': '40.57637597138292', 'longitude': '-73.98711639849736', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T07:32:06.000,The Department of Sanitation investigated this complaint and found no condition at the location.,3070180042,,,,,,,,
58968378,2023-09-30T15:47:10.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11102,30-44 CRESCENT STREET,CRESCENT STREET,30 ROAD,30 DRIVE,30 ROAD,30 DRIVE,ADDRESS,ASTORIA,CRESCENT STREET,Closed,2023-09-30T17:02:14.000,01 QUEENS,QUEENS,1004839,218869,MOBILE,Unspecified,QUEENS,,40.76739726651783,-73.92567160851341,"{'latitude': '40.76739726651783', 'longitude': '-73.92567160851341', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T17:02:10.000,The Police Department responded to the complaint and took action to fix the condition.,4005710045,,,,,,,,
58969765,2023-09-30T15:47:05.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11239,598 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ESSEX STREET,BERRIMAN STREET,ESSEX STREET,BERRIMAN STREET,ADDRESS,BROOKLYN,SCHROEDERS AVENUE,Closed,2023-09-30T16:11:19.000,05 BROOKLYN,BROOKLYN,1020207,178299,ONLINE,Unspecified,BROOKLYN,,40.65599325559804,-73.87040829977123,"{'latitude': '40.65599325559804', 'longitude': '-73.87040829977123', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T16:11:16.000,The Police Department responded to the complaint and determined that police action was not necessary.,3045860945,,,,,,,,
58970730,2023-09-30T15:47:00.000,DEP,Department of Environmental Protection,Water System,Excessive Water In Basement (WEFB),,10465,3267 TIERNEY PLACE,TIERNEY PLACE,LONGSTREET AVE,LOCUST POINT DR,,,ADDRESS,BRONX,,Closed,2023-10-06T11:40:00.000,10 BRONX,BRONX,1039633,236432,PHONE,Unspecified,BRONX,,40.81545333868166,-73.79991719381992,"{'latitude': '40.81545333868166', 'longitude': '-73.79991719381992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-06T11:40:00.000,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2055270062,,,,,,,,
58976921,2023-09-30T15:46:58.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11204,54 AVENUE O,AVENUE O,WEST   10 STREET,WEST    9 STREET,WEST   10 STREET,WEST    9 STREET,ADDRESS,BROOKLYN,AVENUE O,Closed,2023-09-30T19:53:15.000,11 BROOKLYN,BROOKLYN,988906,161621,PHONE,Unspecified,BROOKLYN,,40.610287463567325,-73.98323092479946,"{'latitude': '40.610287463567325', 'longitude': '-73.98323092479946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T19:53:11.000,The Police Department responded and upon arrival those responsible for the condition were gone.,3065970006,,,,,,,,
58973069,2023-09-30T15:46:57.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,10466,4327 WILDER AVENUE,WILDER AVENUE,PITMAN AVENUE,NEREID AVENUE,PITMAN AVENUE,NEREID AVENUE,ADDRESS,BRONX,WILDER AVENUE,Closed,2023-10-02T07:22:41.000,12 BRONX,BRONX,1027458,266456,ONLINE,Unspecified,BRONX,,40.89792803897644,-73.8437083217415,"{'latitude': '40.89792803897644', 'longitude': '-73.8437083217415', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-17T13:31:20.000,The Department of Sanitation collected the requested items.,2050580067,,,,,,,,
58972193,2023-09-30T15:46:56.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11104,43-40 44 STREET,44 STREET,43 AVENUE,QUEENS BOULEVARD,43 AVENUE,QUEENS BOULEVARD,ADDRESS,SUNNYSIDE,44 STREET,Closed,2023-09-30T16:40:15.000,02 QUEENS,QUEENS,1006320,210503,MOBILE,Unspecified,QUEENS,,40.74443116340663,-73.92035251136247,"{'latitude': '40.74443116340663', 'longitude': '-73.92035251136247', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T16:40:12.000,The Police Department issued a summons in response to the complaint.,4001620041,,,,,,,,
58977003,2023-09-30T15:46:31.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11434,150-31 FOCH BOULEVARD,FOCH BOULEVARD,SUTPHIN BOULEVARD,155 STREET,SUTPHIN BOULEVARD,155 STREET,ADDRESS,JAMAICA,FOCH BOULEVARD,Closed,2023-09-30T18:20:11.000,12 QUEENS,QUEENS,1042073,187350,ONLINE,Unspecified,QUEENS,,40.68072037527643,-73.79152421747887,"{'latitude': '40.68072037527643', 'longitude': '-73.79152421747887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T18:20:07.000,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,4122030244,,,,,,,,
59434903,2023-09-30T15:46:20.000,HPD,Department of Housing Preservation and Development,Plumbing,Basin/Sink,Apartment,10467,3322 DECATUR AVENUE,DECATUR AVENUE,EAST  209 STREET,EAST GUN HILL ROAD,EAST  209 STREET,EAST GUN HILL ROAD,ADDRESS,BRONX,DECATUR AVENUE,Closed,2023-10-19T00:00:00.000,07 BRONX,BRONX,1019313,258813,PHONE,Unspecified,BRONX,,40.87698655588999,-73.87321032891688,"{'latitude': '40.87698655588999', 'longitude': '-73.87321032891688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-19T00:00:00.000,,2033550090,,,,,,,,
59455632,2023-09-30T15:46:20.000,HPD,Department of Housing Preservation and Development,Plumbing,Basin/Sink,Apartment,10467,3322 DECATUR AVENUE,DECATUR AVENUE,EAST  209 STREET,EAST GUN HILL ROAD,EAST  209 STREET,EAST GUN HILL ROAD,ADDRESS,BRONX,DECATUR AVENUE,Closed,2023-10-19T00:00:00.000,07 BRONX,BRONX,1019313,258813,PHONE,Unspecified,BRONX,,40.87698655588999,-73.87321032891688,"{'latitude': '40.87698655588999', 'longitude': '-73.87321032891688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-19T00:00:00.000,,2033550090,,,,,,,,
58970227,2023-09-30T15:46:20.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468,2856 WEBB AVENUE,WEBB AVENUE,,,,,ADDRESS,BRONX,,Closed,2023-10-02T00:00:00.000,08 BRONX,BRONX,1011734,257483,ONLINE,Unspecified,BRONX,,40.87336297316026,-73.90062182502744,"{'latitude': '40.87336297316026', 'longitude': '-73.90062182502744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-02T10:22:02.000,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2032500071,,,,,,,,
59445251,2023-09-30T15:46:19.000,HPD,Department of Housing Preservation and Development,Plumbing,Bathtub/Shower,Apartment,10467,3322 DECATUR AVENUE,DECATUR AVENUE,EAST  209 STREET,EAST GUN HILL ROAD,EAST  209 STREET,EAST GUN HILL ROAD,ADDRESS,BRONX,DECATUR AVENUE,Closed,2023-10-19T00:00:00.000,07 BRONX,BRONX,1019313,258813,PHONE,Unspecified,BRONX,,40.87698655588999,-73.87321032891688,"{'latitude': '40.87698655588999', 'longitude': '-73.87321032891688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-19T00:00:00.000,,2033550090,,,,,,,,
58977576,2023-09-30T15:46:15.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10453,20 RICHMAN PLAZA,RICHMAN PLAZA,,,,,ADDRESS,BRONX,,Closed,2023-10-09T00:00:00.000,05 BRONX,BRONX,1005613,249591,PHONE,Unspecified,BRONX,,40.85171876186146,-73.9227796198516,"{'latitude': '40.85171876186146', 'longitude': '-73.9227796198516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-09T12:42:25.000,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2028820229,,,,,,,,
59455673,2023-09-30T15:46:14.000,HPD,Department of Housing Preservation and Development,Plumbing,Bathtub/Shower,Apartment,10467,3322 DECATUR AVENUE,DECATUR AVENUE,EAST  209 STREET,EAST GUN HILL ROAD,EAST  209 STREET,EAST GUN HILL ROAD,ADDRESS,BRONX,DECATUR AVENUE,Closed,2023-10-19T00:00:00.000,07 BRONX,BRONX,1019313,258813,PHONE,Unspecified,BRONX,,40.87698655588999,-73.87321032891688,"{'latitude': '40.87698655588999', 'longitude': '-73.87321032891688', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-19T00:00:00.000,,2033550090,,,,,,,,
58974585,2023-09-30T15:46:06.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11226,3102 SNYDER AVENUE,SNYDER AVENUE,EAST   31 STREET,EAST   32 STREET,EAST   31 STREET,EAST   32 STREET,ADDRESS,BROOKLYN,SNYDER AVENUE,Closed,2023-09-30T16:20:34.000,17 BROOKLYN,BROOKLYN,998611,175723,PHONE,Unspecified,BROOKLYN,,40.64898405705796,-73.94824734206101,"{'latitude': '40.64898405705796', 'longitude': '-73.94824734206101', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T16:20:31.000,The Police Department responded and upon arrival those responsible for the condition were gone.,3049020001,,,,,,,,
58974679,2023-09-30T15:46:03.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11385,678 WOODWARD AVENUE,WOODWARD AVENUE,GATES AVENUE,PALMETTO STREET,GATES AVENUE,PALMETTO STREET,ADDRESS,RIDGEWOOD,WOODWARD AVENUE,Closed,2023-09-30T16:37:41.000,05 QUEENS,QUEENS,1010257,196209,MOBILE,Unspecified,QUEENS,,40.70518692353883,-73.90619968670075,"{'latitude': '40.70518692353883', 'longitude': '-73.90619968670075', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T16:37:37.000,The Police Department reviewed your complaint and provided additional information below.,4034680039,,,,,,,,
58969682,2023-09-30T15:46:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Cycling,,11203,,,,,BROOKLYN AVENUE,CLARENDON ROAD,INTERSECTION,BROOKLYN,,Closed,2023-10-10T07:43:00.000,17 BROOKLYN,BROOKLYN,1000069,173764,UNKNOWN,Unspecified,BROOKLYN,,40.643604541919245,-73.94299775069646,"{'latitude': '40.643604541919245', 'longitude': '-73.94299775069646', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-10-10T07:43:00.000,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,,,,,,,,,
58973101,2023-09-30T15:45:48.000,DSNY,Department of Sanitation,Vendor Enforcement,Non-Food Vendor,Street,10019,777 7 AVENUE,7 AVENUE,WEST   50 STREET,WEST   51 STREET,WEST   50 STREET,WEST   51 STREET,ADDRESS,NEW YORK,7 AVENUE,Closed,2023-09-30T17:02:20.000,05 MANHATTAN,MANHATTAN,988987,216738,ONLINE,Unspecified,MANHATTAN,,40.76157092822629,-73.98290044436438,"{'latitude': '40.76157092822629', 'longitude': '-73.98290044436438', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2023-09-30T17:02:16.000,N/A,1010037501,,,,,,,,
