unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,due_date,taxi_company_borough
58874862,2023-09-20T11:24:32.000,2023-09-20T13:00:44.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11206,808 MYRTLE AVENUE,MYRTLE AVENUE,NOSTRAND AVENUE,MARCY AVENUE,NOSTRAND AVENUE,MARCY AVENUE,ADDRESS,BROOKLYN,MYRTLE AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T13:00:50.000,03 BROOKLYN,3017540036,BROOKLYN,998015,192574,ONLINE,Unspecified,BROOKLYN,40.695237212243924,-73.950360731668,"{'latitude': '40.695237212243924', 'longitude': '-73.950360731668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877458,2023-09-20T11:24:24.000,2023-09-20T13:32:05.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10463,3901 GREYSTONE AVENUE,GREYSTONE AVENUE,WEST  240 STREET,WEST  242 STREET,WEST  240 STREET,WEST  242 STREET,ADDRESS,BRONX,GREYSTONE AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T13:32:08.000,08 BRONX,2057810992,BRONX,1010656,263346,ONLINE,Unspecified,BRONX,40.88945836438695,-73.90449660104372,"{'latitude': '40.88945836438695', 'longitude': '-73.90449660104372', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877442,2023-09-20T11:24:20.000,2023-09-20T12:09:29.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10466,776 EAST  233 STREET,EAST  233 STREET,BYRON AVENUE,BARNES AVENUE,BYRON AVENUE,BARNES AVENUE,ADDRESS,BRONX,EAST  233 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T12:09:34.000,12 BRONX,2048460078,BRONX,1024339,264521,ONLINE,Unspecified,BRONX,40.89263180996157,-73.85500191127213,"{'latitude': '40.89263180996157', 'longitude': '-73.85500191127213', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878858,2023-09-20T11:24:18.000,2023-09-20T19:59:04.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10467,775 WARING AVENUE,WARING AVENUE,WALLACE AVENUE,BARNES AVENUE,WALLACE AVENUE,BARNES AVENUE,ADDRESS,BRONX,WARING AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T19:59:10.000,11 BRONX,2044360001,BRONX,1021744,253101,MOBILE,Unspecified,BRONX,40.861298885348745,-73.86445167877217,"{'latitude': '40.861298885348745', 'longitude': '-73.86445167877217', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880061,2023-09-20T11:24:17.000,2023-09-20T12:15:33.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,435 HOYT STREET,HOYT STREET,4 STREET,5 STREET,4 STREET,5 STREET,ADDRESS,BROOKLYN,HOYT STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-20T12:15:36.000,06 BROOKLYN,3004710100,BROOKLYN,985790,185844,MOBILE,Unspecified,BROOKLYN,40.67677547338243,-73.99444799800459,"{'latitude': '40.67677547338243', 'longitude': '-73.99444799800459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58887672,2023-09-20T11:24:14.000,2023-09-22T09:32:29.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11207,306 HENDRIX STREET,HENDRIX STREET,LIBERTY AVENUE,GLENMORE AVENUE,LIBERTY AVENUE,GLENMORE AVENUE,ADDRESS,BROOKLYN,HENDRIX STREET,Closed,The Department of Sanitation collected the requested items.,2023-09-21T12:29:09.000,05 BROOKLYN,3039780032,BROOKLYN,1014797,185071,ONLINE,Unspecified,BROOKLYN,40.674601193171135,-73.88987563606996,"{'latitude': '40.674601193171135', 'longitude': '-73.88987563606996', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876217,2023-09-20T11:24:08.000,2023-09-21T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,11101,27-03 42 ROAD,42 ROAD,,,,,ADDRESS,LONG ISLAND CITY,,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-21T00:00:00.000,02 QUEENS,4004220001,QUEENS,1000766,212293,UNKNOWN,Unspecified,QUEENS,40.749356379588065,-73.9403917037878,"{'latitude': '40.749356379588065', 'longitude': '-73.9403917037878', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58879461,2023-09-20T11:23:59.000,2023-09-20T11:23:59.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),11413,130-35 230 STREET,230 STREET,130 AVENUE,131 AVENUE,130 AVENUE,131 AVENUE,ADDRESS,SPRINGFIELD GARDENS,230 STREET,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-20T11:23:59.000,13 QUEENS,4129080045,QUEENS,1056962,187443,PHONE,Unspecified,QUEENS,40.68086585560112,-73.73784251100157,"{'latitude': '40.68086585560112', 'longitude': '-73.73784251100157', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876206,2023-09-20T11:23:58.000,2023-09-20T11:23:58.000,DOB,Department of Buildings,General Construction/Plumbing,"Building - Vacant, Open And Unguarded",,11210,81 AMERSFORT PLACE,AMERSFORT PLACE,,,,,ADDRESS,BROOKLYN,,Open,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2023-09-20T00:00:00.000,14 BROOKLYN,3052480011,BROOKLYN,997750,170358,UNKNOWN,Unspecified,BROOKLYN,40.63425963971289,-73.95136085771615,"{'latitude': '40.63425963971289', 'longitude': '-73.95136085771615', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880765,2023-09-20T11:23:50.000,2023-09-20T20:00:17.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,10469,2452 GUNTHER AVENUE,GUNTHER AVENUE,WARING AVENUE,MACE AVENUE,WARING AVENUE,MACE AVENUE,ADDRESS,BRONX,GUNTHER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-20T20:00:20.000,11 BRONX,2044910027,BRONX,1029578,253273,ONLINE,Unspecified,BRONX,40.86173422451357,-73.83612909649509,"{'latitude': '40.86173422451357', 'longitude': '-73.83612909649509', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875167,2023-09-20T11:23:36.000,2023-09-20T11:31:05.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11204,1573 WEST    7 STREET,WEST    7 STREET,AVENUE O,AVENUE P,AVENUE O,AVENUE P,ADDRESS,BROOKLYN,WEST    7 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T11:31:02.000,11 BROOKLYN,,BROOKLYN,989568,161089,ONLINE,Unspecified,BROOKLYN,40.608826860210954,-73.98084708097129,"{'latitude': '40.608826860210954', 'longitude': '-73.98084708097129', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874075,2023-09-20T11:23:32.000,2023-09-20T11:24:07.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T11:24:05.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871441,2023-09-20T11:23:26.000,2023-09-20T11:23:54.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T11:23:58.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877418,2023-09-20T11:23:22.000,2023-09-20T12:15:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,424 HOYT STREET,HOYT STREET,4 STREET,5 STREET,4 STREET,5 STREET,ADDRESS,BROOKLYN,HOYT STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-20T12:15:14.000,06 BROOKLYN,3004680025,BROOKLYN,985777,185831,MOBILE,Unspecified,BROOKLYN,40.676739793568785,-73.9944948684992,"{'latitude': '40.676739793568785', 'longitude': '-73.9944948684992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872159,2023-09-20T11:23:20.000,2023-09-20T11:51:07.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11213,605 EMPIRE BOULEVARD,EMPIRE BOULEVARD,KINGSTON AVENUE,ALBANY AVENUE,KINGSTON AVENUE,ALBANY AVENUE,ADDRESS,BROOKLYN,EMPIRE BOULEVARD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T11:51:11.000,09 BROOKLYN,3013120077,BROOKLYN,1000369,181202,PHONE,Unspecified,BROOKLYN,40.664019682719584,-73.94189895261178,"{'latitude': '40.664019682719584', 'longitude': '-73.94189895261178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871643,2023-09-20T11:23:15.000,2023-09-20T11:24:19.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T11:24:24.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872019,2023-09-20T11:23:00.000,2023-09-20T12:40:00.000,DEP,Department of Environmental Protection,Hazardous Materials,"Oil Spill On Street, Large (HQL)",,11216,1213 FULTON STREET,FULTON STREET,BEDFORD AVE,ARLINGTON PL,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection investigated this complaint and determined that no further action is required.,2023-09-20T12:40:00.000,03 BROOKLYN,3018420065,BROOKLYN,997315,187245,PHONE,Unspecified,BROOKLYN,40.68061139339114,-73.95289540135467,"{'latitude': '40.68061139339114', 'longitude': '-73.95289540135467', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58872031,2023-09-20T11:23:00.000,2023-09-25T17:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11416,81-19 101 AVENUE,101 AVENUE,81 ST,82 ST,,,ADDRESS,OZONE PARK,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-25T17:00:00.000,09 QUEENS,4090520030,QUEENS,1023727,187399,ONLINE,Unspecified,QUEENS,40.68095570023143,-73.85766868960977,"{'latitude': '40.68095570023143', 'longitude': '-73.85766868960977', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58872868,2023-09-20T11:22:58.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11385,78-14 61 STREET,61 STREET,COOPER AVENUE,80 AVENUE,COOPER AVENUE,80 AVENUE,ADDRESS,RIDGEWOOD,61 STREET,In Progress,,,05 QUEENS,4037130015,QUEENS,1013786,193115,PHONE,Unspecified,QUEENS,40.696683547904115,-73.89348510582887,"{'latitude': '40.696683547904115', 'longitude': '-73.89348510582887', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872743,2023-09-20T11:22:56.000,2023-09-20T11:23:37.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-20T11:23:43.000,08 QUEENS,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,40.72195913199264,-73.80969682426189,"{'latitude': '40.72195913199264', 'longitude': '-73.80969682426189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58881111,2023-09-20T11:22:46.000,2023-09-22T15:26:10.000,DSNY,Department of Sanitation,Dead Animal,Dog,Sidewalk,11373,41-36 94 STREET,94 STREET,41 ROAD,42 AVENUE,41 ROAD,42 AVENUE,ADDRESS,ELMHURST,94 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-21T16:52:43.000,04 QUEENS,4015740020,QUEENS,1019798,211014,PHONE,Unspecified,QUEENS,40.74578982176603,-73.87170968332816,"{'latitude': '40.74578982176603', 'longitude': '-73.87170968332816', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871910,2023-09-20T11:22:41.000,2023-09-27T13:38:36.000,DSNY,Department of Sanitation,Obstruction,Cone,Street,11435,90 AVENUE,90 AVENUE,90 AVENUE,139 STREET,90 AVENUE,139 STREET,INTERSECTION,,,Closed,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T13:38:36.000,12 QUEENS,,QUEENS,1036237,194892,PHONE,Unspecified,QUEENS,40.701457577891716,-73.81250713690643,"{'latitude': '40.701457577891716', 'longitude': '-73.81250713690643', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58875653,2023-09-20T11:22:12.000,2023-09-20T12:16:16.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10460,866 EAST  178 STREET,EAST  178 STREET,CROTONA PARKWAY,HONEYWELL AVENUE,CROTONA PARKWAY,HONEYWELL AVENUE,ADDRESS,BRONX,EAST  178 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T12:16:19.000,06 BRONX,2031210014,BRONX,1016087,246617,MOBILE,Unspecified,BRONX,40.84352446040918,-73.88493363308801,"{'latitude': '40.84352446040918', 'longitude': '-73.88493363308801', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58871920,2023-09-20T11:22:01.000,2023-09-20T13:01:40.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,10463,207 WEST  231 STREET,WEST  231 STREET,BROADWAY,GODWIN TERRACE,BROADWAY,GODWIN TERRACE,ADDRESS,BRONX,WEST  231 STREET,Closed,N/A,2023-09-20T13:01:42.000,08 BRONX,2057040047,BRONX,1010498,259564,ONLINE,Unspecified,BRONX,40.879078434594305,-73.90508286558207,"{'latitude': '40.879078434594305', 'longitude': '-73.90508286558207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58878099,2023-09-20T11:22:00.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,11220,7 AVENUE,7 AVENUE,48 STREET,49 STREET,48 STREET,49 STREET,BLOCKFACE,,,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-10-11T09:39:00.000,Unspecified BROOKLYN,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,,
58873184,2023-09-20T11:21:59.000,2023-09-20T12:20:08.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Street,10310,472 OAKLAND AVENUE,OAKLAND AVENUE,CARY AVENUE,FOREST AVENUE,CARY AVENUE,FOREST AVENUE,ADDRESS,STATEN ISLAND,OAKLAND AVENUE,Closed,The Department of Sanitation found an open service request already exists for the same location.,2023-09-20T12:17:48.000,01 STATEN ISLAND,5001640101,STATEN ISLAND,953604,169135,ONLINE,Unspecified,STATEN ISLAND,40.630860040199465,-74.11040885493657,"{'latitude': '40.630860040199465', 'longitude': '-74.11040885493657', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58876600,2023-09-20T11:21:45.000,,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10003,345 EAST   12 STREET,EAST   12 STREET,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-20T00:00:00.000,03 MANHATTAN,1004540047,MANHATTAN,988462,205438,ONLINE,Unspecified,MANHATTAN,40.730555528546695,-73.98480265870558,"{'latitude': '40.730555528546695', 'longitude': '-73.98480265870558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879275,2023-09-20T11:21:45.000,,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10003,345 EAST   12 STREET,EAST   12 STREET,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-20T00:00:00.000,03 MANHATTAN,1004540047,MANHATTAN,988462,205438,ONLINE,Unspecified,MANHATTAN,40.730555528546695,-73.98480265870558,"{'latitude': '40.730555528546695', 'longitude': '-73.98480265870558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880801,2023-09-20T11:21:45.000,,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Street,10306,183 MORELAND STREET,MORELAND STREET,BEDFORD AVENUE,MIDLAND AVENUE,BEDFORD AVENUE,MIDLAND AVENUE,ADDRESS,STATEN ISLAND,MORELAND STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-21T13:29:39.000,02 STATEN ISLAND,5037340039,STATEN ISLAND,957433,148782,MOBILE,Unspecified,STATEN ISLAND,40.575007650681165,-74.09653325854872,"{'latitude': '40.575007650681165', 'longitude': '-74.09653325854872', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58879262,2023-09-20T11:21:45.000,2023-09-23T13:15:00.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,RESIDENTIAL BUILDING,10003,345 EAST   12 STREET,EAST   12 STREET,,,,,ADDRESS,NEW YORK,,Closed,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-23T00:00:00.000,03 MANHATTAN,1004540047,MANHATTAN,988462,205438,ONLINE,Unspecified,MANHATTAN,40.730555528546695,-73.98480265870558,"{'latitude': '40.730555528546695', 'longitude': '-73.98480265870558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880586,2023-09-20T11:21:45.000,,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,10003,345 EAST   12 STREET,EAST   12 STREET,,,,,ADDRESS,NEW YORK,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2023-09-20T00:00:00.000,03 MANHATTAN,1004540047,MANHATTAN,988462,205438,ONLINE,Unspecified,MANHATTAN,40.730555528546695,-73.98480265870558,"{'latitude': '40.730555528546695', 'longitude': '-73.98480265870558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58870872,2023-09-20T11:21:42.000,2023-09-20T12:14:49.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11231,435 HOYT STREET,HOYT STREET,4 STREET,5 STREET,4 STREET,5 STREET,ADDRESS,BROOKLYN,HOYT STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-20T12:14:54.000,06 BROOKLYN,3004710100,BROOKLYN,985790,185844,MOBILE,Unspecified,BROOKLYN,40.67677547338243,-73.99444799800459,"{'latitude': '40.67677547338243', 'longitude': '-73.99444799800459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58880625,2023-09-20T11:21:39.000,2023-11-20T12:17:43.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11237,290 HARMAN STREET,HARMAN STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-20T00:00:00.000,04 BROOKLYN,3032890010,BROOKLYN,1006745,194275,PHONE,Unspecified,BROOKLYN,40.69988817474326,-73.91887298648358,"{'latitude': '40.69988817474326', 'longitude': '-73.91887298648358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58877949,2023-09-20T11:21:39.000,2023-11-20T12:17:43.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11237,290 HARMAN STREET,HARMAN STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-11-20T00:00:00.000,04 BROOKLYN,3032890010,BROOKLYN,1006745,194275,PHONE,Unspecified,BROOKLYN,40.69988817474326,-73.91887298648358,"{'latitude': '40.69988817474326', 'longitude': '-73.91887298648358', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58874168,2023-09-20T11:21:36.000,2023-11-22T08:40:46.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,10009,623 EAST    6 STREET,EAST    6 STREET,AVENUE B,AVENUE C,AVENUE B,AVENUE C,ADDRESS,NEW YORK,EAST    6 STREET,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-11-22T08:40:51.000,03 MANHATTAN,1003890049,MANHATTAN,989681,203046,PHONE,Unspecified,MANHATTAN,40.72398940689499,-73.98040630844712,"{'latitude': '40.72398940689499', 'longitude': '-73.98040630844712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872001,2023-09-20T11:21:13.000,2023-10-21T00:00:23.000,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Cell Phone Store,Business,11201,515 FULTON STREET,FULTON STREET,HOYT STREET,DUFFIELD STREET,HOYT STREET,DUFFIELD STREET,ADDRESS,BROOKLYN,FULTON STREET,Closed,The Department of Consumer and Worker Protection (DCWP) closed your complaint. It was closed because you didn't submit a completed complaint form or requested documents within 30 days of DCWP's request.,2023-10-21T00:00:26.000,02 BROOKLYN,3001450046,BROOKLYN,988492,190812,PHONE,Unspecified,BROOKLYN,40.69041061798139,-73.98470363069457,"{'latitude': '40.69041061798139', 'longitude': '-73.98470363069457', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872095,2023-09-20T11:21:11.000,2023-09-20T12:08:02.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10467,306 EAST  209 STREET,EAST  209 STREET,PERRY AVENUE,HULL AVENUE,PERRY AVENUE,HULL AVENUE,ADDRESS,BRONX,EAST  209 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-20T12:08:04.000,07 BRONX,,BRONX,1018813,258826,ONLINE,Unspecified,BRONX,40.87702420902775,-73.8750182859422,"{'latitude': '40.87702420902775', 'longitude': '-73.8750182859422', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58872185,2023-09-20T11:21:07.000,2023-09-20T13:48:00.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11229,1715 EAST   13 STREET,EAST   13 STREET,KINGS HIGHWAY,AVENUE R,KINGS HIGHWAY,AVENUE R,ADDRESS,BROOKLYN,EAST   13 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-20T13:48:03.000,15 BROOKLYN,3067960009,BROOKLYN,995381,160580,PHONE,Unspecified,BROOKLYN,40.60742436431369,-73.95991224731239,"{'latitude': '40.60742436431369', 'longitude': '-73.95991224731239', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
