unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,due_date,taxi_pick_up_location,bridge_highway_direction,road_ramp
58901278,2023-09-22T09:02:57.000,2023-09-23T06:52:42.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11414,164-31 89 STREET,89 STREET,ADDRESS,HOWARD BEACH,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-23T06:52:42.000,10 QUEENS,4140830045,QUEENS,1028262,176004,ONLINE,Unspecified,QUEENS,40.64965761912674,-73.84139251525755,"{'latitude': '40.64965761912674', 'longitude': '-73.84139251525755', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",164 AVENUE,165 AVENUE,164 AVENUE,165 AVENUE,89 STREET,,,,,,,
58892420,2023-09-22T09:02:55.000,2023-09-23T16:19:48.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11207,752 NEW LOTS AVENUE,NEW LOTS AVENUE,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-23T00:00:00.000,05 BROOKLYN,3043120007,BROOKLYN,1016770,182063,PHONE,Unspecified,BROOKLYN,40.66633788528903,-73.88277733396751,"{'latitude': '40.66633788528903', 'longitude': '-73.88277733396751', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58902704,2023-09-22T09:02:51.000,2023-09-26T11:05:23.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Street,11412,117-31 201 PLACE,201 PLACE,ADDRESS,SAINT ALBANS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-23T09:33:34.000,12 QUEENS,4126270024,QUEENS,1053393,192389,PHONE,Unspecified,QUEENS,40.694470033801245,-73.75065943418173,"{'latitude': '40.694470033801245', 'longitude': '-73.75065943418173', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LINDEN BOULEVARD,118 AVENUE,LINDEN BOULEVARD,118 AVENUE,201 PLACE,,,,,,,
58895330,2023-09-22T09:02:49.000,2023-09-22T23:14:03.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11378,68-18 CALDWELL AVENUE,CALDWELL AVENUE,ADDRESS,MASPETH,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T23:14:08.000,05 QUEENS,4027790005,QUEENS,1013418,202668,MOBILE,Unspecified,QUEENS,40.7229054687286,-73.89477082809353,"{'latitude': '40.7229054687286', 'longitude': '-73.89477082809353', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",68 STREET,BROWN PLACE,68 STREET,BROWN PLACE,CALDWELL AVENUE,,,,,,,
58895653,2023-09-22T09:02:45.000,2023-09-25T12:29:30.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,11225,130 LINCOLN ROAD,LINCOLN ROAD,ADDRESS,BROOKLYN,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-25T12:29:15.000,09 BROOKLYN,3050280035,BROOKLYN,995771,180128,PHONE,Unspecified,BROOKLYN,40.661078967427684,-73.95847430772102,"{'latitude': '40.661078967427684', 'longitude': '-73.95847430772102', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLATBUSH AVENUE,BEDFORD AVENUE,FLATBUSH AVENUE,BEDFORD AVENUE,LINCOLN ROAD,,,,,,,
58891961,2023-09-22T09:02:20.000,2023-09-22T10:00:10.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11230,1880 OCEAN AVENUE,OCEAN AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T10:00:14.000,14 BROOKLYN,3067570012,BROOKLYN,996876,163621,MOBILE,Unspecified,BROOKLYN,40.6157692783416,-73.95452239283652,"{'latitude': '40.6157692783416', 'longitude': '-73.95452239283652', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE N,AVENUE O,AVENUE N,AVENUE O,OCEAN AVENUE,,,,,,,
58894211,2023-09-22T09:02:19.000,2023-10-04T15:48:22.000,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,Sidewalk,11694,320 BEACH  104 STREET,BEACH  104 STREET,ADDRESS,FAR ROCKAWAY,Closed,"The Department of Transportation will inspect the complaint location and notify the property owner within 180 days if a defective sidewalk condition exists. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",2023-10-04T15:48:31.000,14 QUEENS,4161590012,QUEENS,1032654,152149,PHONE,Unspecified,QUEENS,40.58415780559874,-73.82573598176462,"{'latitude': '40.58415780559874', 'longitude': '-73.82573598176462', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ROCKAWAY FREEWAY,BEACH CHANNEL DRIVE,ROCKAWAY FREEWAY,BEACH CHANNEL DRIVE,BEACH  104 STREET,,,,,,,
58900476,2023-09-22T09:02:01.000,2023-09-22T09:38:34.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11369,32-25 88 STREET,88 STREET,ADDRESS,EAST ELMHURST,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T09:38:39.000,03 QUEENS,4014180001,QUEENS,1017484,215309,MOBILE,Unspecified,QUEENS,40.75758749820812,-73.88003951425921,"{'latitude': '40.75758749820812', 'longitude': '-73.88003951425921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,88 STREET,,,,,,,
58895900,2023-09-22T09:02:00.000,2023-09-25T12:50:00.000,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),,11420,HAWTREE CREEK ROAD,HAWTREE CREEK ROAD,BLOCKFACE,QUEENS,Closed,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",2023-09-25T12:50:00.000,10 QUEENS,,QUEENS,,,PHONE,Unspecified,QUEENS,,,,115 AVENUE,121 STREET,,,,,,,,,,
58892578,2023-09-22T09:02:00.000,2023-09-22T18:50:00.000,DEP,Department of Environmental Protection,Water System,No Water (WNW),,11375,110-23 68 AVENUE,68 AVENUE,ADDRESS,FOREST HILLS,Closed,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,2023-09-22T18:50:00.000,06 QUEENS,4021920056,QUEENS,1027511,204452,PHONE,Unspecified,QUEENS,40.727744413956906,-73.84391624109513,"{'latitude': '40.727744413956906', 'longitude': '-73.84391624109513', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",110 ST,112 ST,,,,,,,,,,
58891754,2023-09-22T09:02:00.000,2023-09-22T11:29:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11230,1135 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-22T11:29:00.000,14 BROOKLYN,3066860054,BROOKLYN,993626,168866,ONLINE,Unspecified,BROOKLYN,40.63016974114145,-73.96622128603973,"{'latitude': '40.63016974114145', 'longitude': '-73.96622128603973', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GLENWOOD RD,AVENUE H,,,,N/A,,,,,,
58894471,2023-09-22T09:01:57.000,2023-10-03T11:49:30.000,DSNY,Department of Sanitation,Street Sweeping Complaint,Inadequate Sweeping,Street,10029,1261 PARK AVENUE,PARK AVENUE,ADDRESS,NEW YORK,Unspecified,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T13:58:30.000,11 MANHATTAN,1016250004,MANHATTAN,997582,226185,ONLINE,Unspecified,MANHATTAN,40.78749167880371,-73.95185559646028,"{'latitude': '40.78749167880371', 'longitude': '-73.95185559646028', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST   97 STREET,EAST   98 STREET,EAST   97 STREET,EAST   98 STREET,PARK AVENUE,,,,,,,
58902065,2023-09-22T09:01:50.000,2023-09-22T10:36:40.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10301,20 WESTERVELT AVENUE,WESTERVELT AVENUE,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T10:36:46.000,01 STATEN ISLAND,5000510148,STATEN ISLAND,960102,175034,ONLINE,Unspecified,STATEN ISLAND,40.64707162334201,-74.08701953177295,"{'latitude': '40.64707162334201', 'longitude': '-74.08701953177295', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",RICHMOND TERRACE,CARROLL PLACE,RICHMOND TERRACE,CARROLL PLACE,WESTERVELT AVENUE,,,,,,,
58900349,2023-09-22T09:01:38.000,2023-09-22T10:37:51.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11101,42-81 HUNTER STREET,HUNTER STREET,ADDRESS,LONG ISLAND CITY,Closed,The Police Department issued a summons in response to the complaint.,2023-09-22T10:37:54.000,02 QUEENS,4004320033,QUEENS,1000671,212005,PHONE,Unspecified,QUEENS,40.748566069245484,-73.94073527372169,"{'latitude': '40.748566069245484', 'longitude': '-73.94073527372169', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28 STREET,ED KOCH BR UPPER RDWY EN THOMSON,28 STREET,ED KOCH BR UPPER RDWY EN THOMSON,HUNTER STREET,,,,,,,
58892676,2023-09-22T09:01:23.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11215,136 14 STREET,14 STREET,ADDRESS,BROOKLYN,In Progress,,,06 BROOKLYN,3010400013,BROOKLYN,986190,182715,UNKNOWN,Unspecified,BROOKLYN,40.66818699161882,-73.99300682014241,"{'latitude': '40.66818699161882', 'longitude': '-73.99300682014241', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",3 AVENUE,4 AVENUE,3 AVENUE,4 AVENUE,14 STREET,,,,,,,
58893553,2023-09-22T09:01:22.000,2023-09-22T09:12:14.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10456,1385 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-22T09:12:18.000,03 BRONX,2029010001,BRONX,1010561,243449,PHONE,Unspecified,BRONX,40.8348474210791,-73.90491830085918,"{'latitude': '40.8348474210791', 'longitude': '-73.90491830085918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  169 STREET,EAST  170 STREET,EAST  169 STREET,EAST  170 STREET,WASHINGTON AVENUE,,,,,,,
58895850,2023-09-22T09:01:20.000,2023-09-22T10:08:56.000,NYPD,New York City Police Department,Illegal Parking,License Plate Obscured,Street/Sidewalk,11432,80-00 UTOPIA PARKWAY,UTOPIA PARKWAY,ADDRESS,JAMAICA,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T10:09:01.000,08 QUEENS,4070210001,QUEENS,1042367,202459,ONLINE,Unspecified,QUEENS,40.7221889969641,-73.79033384509749,"{'latitude': '40.7221889969641', 'longitude': '-73.79033384509749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STADIUM ROAD,UNIVERSITY ROAD,STADIUM ROAD,UNIVERSITY ROAD,UTOPIA PARKWAY,,,,,,,
58899053,2023-09-22T09:01:18.000,2023-09-22T09:15:09.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11209,8701 SHORE ROAD,SHORE ROAD,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-22T09:15:13.000,10 BROOKLYN,3060400001,BROOKLYN,972961,166912,PHONE,Unspecified,BROOKLYN,40.62480419136853,-74.04066736891629,"{'latitude': '40.62480419136853', 'longitude': '-74.04066736891629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",87 STREET,88 STREET,87 STREET,88 STREET,SHORE ROAD,,,,,,,
58902308,2023-09-22T09:01:11.000,2023-09-22T10:39:30.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11207,2817 ATLANTIC AVENUE,ATLANTIC AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-22T10:39:33.000,05 BROOKLYN,3039480043,BROOKLYN,1014709,185814,MOBILE,Unspecified,BROOKLYN,40.676640862363996,-73.8901895249189,"{'latitude': '40.676640862363996', 'longitude': '-73.8901895249189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",HENDRIX STREET,SCHENCK AVENUE,HENDRIX STREET,SCHENCK AVENUE,ATLANTIC AVENUE,,,,,,,
58898401,2023-09-22T09:00:55.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-23T18:12:50.000,Unspecified QUEENS,,QUEENS,1039396,195150,MOBILE,Unspecified,QUEENS,40.702146602995356,-73.80111202259863,"{'latitude': '40.702146602995356', 'longitude': '-73.80111202259863', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,E,Mezzanine,,,,
58898908,2023-09-22T09:00:39.000,2023-09-22T09:48:53.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11201,85 ADAMS STREET,ADAMS STREET,ADDRESS,BROOKLYN,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-22T09:48:56.000,02 BROOKLYN,3000527501,BROOKLYN,987412,194967,PHONE,Unspecified,BROOKLYN,40.70181557936636,-73.98859608814186,"{'latitude': '40.70181557936636', 'longitude': '-73.98859608814186', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FRONT STREET,YORK STREET,FRONT STREET,YORK STREET,ADAMS STREET,,,,,,,
58900732,2023-09-22T09:00:29.000,2023-10-05T05:03:08.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11226,557 EAST   21 STREET,EAST   21 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,14 BROOKLYN,3051850059,BROOKLYN,995866,172656,PHONE,Unspecified,BROOKLYN,40.64056982989299,-73.9581447630744,"{'latitude': '40.64056982989299', 'longitude': '-73.9581447630744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58893907,2023-09-22T09:00:29.000,2023-10-05T05:03:08.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11226,557 EAST   21 STREET,EAST   21 STREET,ADDRESS,BROOKLYN,Closed,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-10-05T00:00:00.000,14 BROOKLYN,3051850059,BROOKLYN,995866,172656,PHONE,Unspecified,BROOKLYN,40.64056982989299,-73.9581447630744,"{'latitude': '40.64056982989299', 'longitude': '-73.9581447630744', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58900981,2023-09-22T09:00:23.000,,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11377,50-09 64 STREET,64 STREET,ADDRESS,WOODSIDE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-22T12:39:27.000,02 QUEENS,4023400020,QUEENS,1011453,207717,PHONE,Unspecified,QUEENS,40.73676999108256,-73.90183952572671,"{'latitude': '40.73676999108256', 'longitude': '-73.90183952572671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",50 AVENUE,51 AVENUE,50 AVENUE,51 AVENUE,64 STREET,,,,,,,
58894324,2023-09-22T09:00:19.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,ADDRESS,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-28T10:05:55.000,Unspecified MANHATTAN,,MANHATTAN,991913,228524,ONLINE,Unspecified,MANHATTAN,40.793918337867694,-73.97232476996535,"{'latitude': '40.793918337867694', 'longitude': '-73.97232476996535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,1,Platform,,,1 2 3 Uptown & The Bronx,
58894822,2023-09-22T09:00:05.000,2023-09-22T09:00:05.000,DOT,Department of Transportation,Street Condition,Pothole,,10453,DAVIDSON AVENUE,DAVIDSON AVENUE,BLOCKFACE,BRONX,Closed,The Department of Transportation determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-22T09:00:05.000,05 BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,ANTONIA VASQUEZ WAY,WEST  180 STREET,,,,N/A,,,,,,
58900874,2023-09-22T08:59:53.000,2023-10-03T10:18:51.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,10472,2135 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,ADDRESS,BRONX,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-03T00:00:00.000,09 BRONX,2038060065,BRONX,1025239,240739,PHONE,Unspecified,BRONX,40.827353332972535,-73.85189213954621,"{'latitude': '40.827353332972535', 'longitude': '-73.85189213954621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,,,,
58902716,2023-09-22T08:59:46.000,2023-09-26T13:58:22.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,10019,404 WEST   54 STREET,WEST   54 STREET,ADDRESS,NEW YORK,Closed,The Department of Sanitation collected the requested items.,2023-09-23T12:05:32.000,04 MANHATTAN,1010630035,MANHATTAN,987675,218423,ONLINE,Unspecified,MANHATTAN,40.766196424280935,-73.98763562479725,"{'latitude': '40.766196424280935', 'longitude': '-73.98763562479725', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,WEST   54 STREET,,,,,,,
58898070,2023-09-22T08:59:46.000,2023-09-25T13:50:00.000,DOT,Department of Transportation,Street Condition,Pothole,,11236,EAST   94 STREET,EAST   94 STREET,BLOCKFACE,BROOKLYN,Closed,The Department of Transportation inspected this complaint and repaired the problem.,2023-09-25T13:50:00.000,18 BROOKLYN,,BROOKLYN,,,UNKNOWN,Unspecified,BROOKLYN,,,,AVENUE D,NOLANS LANE,,,,N/A,,,,,,
58896772,2023-09-22T08:59:42.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,11106,33-58 14 STREET,14 STREET,ADDRESS,ASTORIA,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-22T09:18:08.000,01 QUEENS,4005210155,QUEENS,1002268,217723,ONLINE,Unspecified,QUEENS,40.76425740775849,-73.93495624926203,"{'latitude': '40.76425740775849', 'longitude': '-73.93495624926203', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",33 ROAD,34 AVENUE,33 ROAD,34 AVENUE,14 STREET,,,,,,,
58902714,2023-09-22T08:59:36.000,2023-09-27T15:43:57.000,DSNY,Department of Sanitation,Missed Collection,Recycling - Paper,Street,11205,138 TAAFFE PLACE,TAAFFE PLACE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation collected the requested items.,2023-09-25T12:46:17.000,03 BROOKLYN,3018960065,BROOKLYN,995244,192487,ONLINE,Unspecified,BROOKLYN,40.695002293630154,-73.96035363729784,"{'latitude': '40.695002293630154', 'longitude': '-73.96035363729784', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",PARK AVENUE,MYRTLE AVENUE,PARK AVENUE,MYRTLE AVENUE,TAAFFE PLACE,,,,,,,
58891997,2023-09-22T08:59:33.000,2023-09-23T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Shaking/Vibrating/Structural Stability,,10469,3025 PAULDING AVENUE,PAULDING AVENUE,ADDRESS,BRONX,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2023-09-23T00:00:00.000,12 BRONX,2045760041,BRONX,1023374,256258,UNKNOWN,Unspecified,BRONX,40.8699568077562,-73.85854048128442,"{'latitude': '40.8699568077562', 'longitude': '-73.85854048128442', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,,
58892716,2023-09-22T08:59:23.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,10305,381 MASON AVENUE,MASON AVENUE,ADDRESS,STATEN ISLAND,In Progress,,,02 STATEN ISLAND,5036500092,STATEN ISLAND,959379,151941,PHONE,Unspecified,STATEN ISLAND,40.58368415073707,-74.0895398635411,"{'latitude': '40.58368415073707', 'longitude': '-74.0895398635411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LIBERTY AVENUE,BUEL AVENUE,LIBERTY AVENUE,BUEL AVENUE,MASON AVENUE,,,,,,,
58894106,2023-09-22T08:59:12.000,,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Street,11232,189 33 STREET,33 STREET,ADDRESS,BROOKLYN,In Progress,,,07 BROOKLYN,3006810070,BROOKLYN,983779,178060,PHONE,Unspecified,BROOKLYN,40.65541024462316,-74.00169750354954,"{'latitude': '40.65541024462316', 'longitude': '-74.00169750354954', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,33 STREET,,,,,,,
58900222,2023-09-22T08:59:12.000,2023-09-22T09:05:35.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11213,1201 ST JOHNS PLACE,ST JOHNS PLACE,ADDRESS,BROOKLYN,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-22T09:04:50.000,08 BROOKLYN,3013760079,BROOKLYN,1001359,183743,ONLINE,Unspecified,BROOKLYN,40.670992302499364,-73.93832404312836,"{'latitude': '40.670992302499364', 'longitude': '-73.93832404312836', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ALBANY AVENUE,TROY AVENUE,ALBANY AVENUE,TROY AVENUE,ST JOHNS PLACE,,,,,,,
58895683,2023-09-22T08:59:10.000,2023-09-23T10:02:41.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11215,361 15 STREET,15 STREET,ADDRESS,BROOKLYN,Closed,The Department of Sanitation cleaned the location.,2023-09-22T10:32:29.000,06 BROOKLYN,3011020012,BROOKLYN,988754,180787,MOBILE,Unspecified,BROOKLYN,40.66289412667831,-73.98376557577134,"{'latitude': '40.66289412667831', 'longitude': '-73.98376557577134', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,15 STREET,,,,,,,
58898541,2023-09-22T08:59:08.000,2023-09-22T10:37:03.000,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,Street,11362,243-02 NORTHERN BOULEVARD,NORTHERN BOULEVARD,ADDRESS,LITTLE NECK,Closed,The Department of Sanitation investigated and found this complaint to be out of jurisdiction. The Department of Sanitation reviewed this and found it not to be meeting the criteria for a complaint or service request.,2023-09-22T10:37:02.000,11 QUEENS,4081800001,QUEENS,1055473,218262,ONLINE,Unspecified,QUEENS,40.76546828516557,-73.74288480906974,"{'latitude': '40.76546828516557', 'longitude': '-73.74288480906974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",243 STREET,244 STREET,243 STREET,244 STREET,NORTHERN BOULEVARD,,,,,,,
58897543,2023-09-22T08:59:01.000,2023-09-22T13:34:15.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11235,2652 EAST   18 STREET,EAST   18 STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-22T13:34:19.000,15 BROOKLYN,3074620028,BROOKLYN,997786,153146,PHONE,Unspecified,BROOKLYN,40.58701619102239,-73.95126565408671,"{'latitude': '40.58701619102239', 'longitude': '-73.95126565408671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",JEROME AVENUE,VOORHIES AVENUE,JEROME AVENUE,VOORHIES AVENUE,EAST   18 STREET,,,,,,,
58900083,2023-09-22T08:59:00.000,2023-09-22T10:26:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11423,201-15 JAMAICA AVENUE,JAMAICA AVENUE,ADDRESS,HOLLIS,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-22T10:26:00.000,12 QUEENS,4104750350,QUEENS,1051346,199318,ONLINE,Unspecified,QUEENS,40.71350419334058,-73.75797216283406,"{'latitude': '40.71350419334058', 'longitude': '-73.75797216283406', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",201 ST,202 ST,,,,N/A,,,,,,
