unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_pick_up_location
58933837,2023-09-26T03:58:00.000,2023-09-27T20:42:41.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10467,2226 HOLLAND AVENUE,HOLLAND AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-27T00:00:00.000,11 BRONX,2043450021,BRONX,1021425,252064,PHONE,Unspecified,BRONX,40.858453984531316,-73.86561067741411,"{'latitude': '40.858453984531316', 'longitude': '-73.86561067741411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930762,2023-09-26T03:57:57.000,2023-09-26T05:00:03.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11210,2400 FARRAGUT ROAD,FARRAGUT ROAD,EAST   24 STREET,BEDFORD AVENUE,EAST   24 STREET,BEDFORD AVENUE,ADDRESS,BROOKLYN,FARRAGUT ROAD,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T05:00:08.000,14 BROOKLYN,,BROOKLYN,996951,170889,MOBILE,Unspecified,BROOKLYN,40.63571830334947,-73.9542385743814,"{'latitude': '40.63571830334947', 'longitude': '-73.9542385743814', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933530,2023-09-26T03:57:00.000,2023-09-26T05:30:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,10462,,,,,CASTLE HILL AVENUE,GLOVER STREET,INTERSECTION,BRONX,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T05:30:00.000,10 BRONX,,BRONX,1025018,244902,UNKNOWN,Unspecified,BRONX,40.83878057604598,-73.85266538915197,"{'latitude': '40.83878057604598', 'longitude': '-73.85266538915197', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928909,2023-09-26T03:56:08.000,,DOHMH,Department of Health and Mental Hygiene,Mobile Food Vendor,Equipment,Mobile Food Vendor,11201,233 DUFFIELD STREET,DUFFIELD STREET,WILLOUGHBY STREET,FULTON STREET,WILLOUGHBY STREET,FULTON STREET,ADDRESS,BROOKLYN,DUFFIELD STREET,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. All restaurants and mobile food vendors are inspected annually. Restaurant inspection results can be found on WWW.NYC.GOV or a copy of the inspection can be requested from 311.,2023-09-27T07:28:48.000,02 BROOKLYN,3001460043,BROOKLYN,988582,191086,MOBILE,Unspecified,BROOKLYN,40.69116264122843,-73.98437892050603,"{'latitude': '40.69116264122843', 'longitude': '-73.98437892050603', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927239,2023-09-26T03:56:03.000,2023-09-26T04:48:07.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11372,37-55 79 STREET,79 STREET,37 AVENUE,ROOSEVELT AVENUE,37 AVENUE,ROOSEVELT AVENUE,ADDRESS,JACKSON HEIGHTS,79 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T04:48:16.000,03 QUEENS,4012900049,QUEENS,1015553,212214,PHONE,Unspecified,QUEENS,40.749099562693985,-73.8870239963435,"{'latitude': '40.749099562693985', 'longitude': '-73.8870239963435', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928486,2023-09-26T03:55:14.000,2023-09-26T04:50:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10306,52A FRANCINE COURT,FRANCINE COURT,BEND,BEHAN COURT,BEND,BEHAN COURT,ADDRESS,STATEN ISLAND,FRANCINE COURT,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T04:50:27.000,02 STATEN ISLAND,5042297501,STATEN ISLAND,950287,146918,ONLINE,Unspecified,STATEN ISLAND,40.569866844913236,-74.12224734847895,"{'latitude': '40.569866844913236', 'longitude': '-74.12224734847895', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931047,2023-09-26T03:54:49.000,2023-09-26T04:38:08.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10462,2000 EAST TREMONT AVENUE,EAST TREMONT AVENUE,DOGWOOD DRIVE,ELM DRIVE,DOGWOOD DRIVE,ELM DRIVE,ADDRESS,BRONX,EAST TREMONT AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T04:38:12.000,09 BRONX,2039430209,BRONX,1023045,245972,ONLINE,Unspecified,BRONX,40.84172629853626,-73.85978956357098,"{'latitude': '40.84172629853626', 'longitude': '-73.85978956357098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931704,2023-09-26T03:54:38.000,2023-09-26T05:10:30.000,NYPD,New York City Police Department,Encampment,N/A,Street/Sidewalk,11372,37-04 74 STREET,74 STREET,37 AVENUE,37 ROAD,37 AVENUE,37 ROAD,ADDRESS,JACKSON HEIGHTS,74 STREET,Closed,The Police Department visited the location and no Encampment was found.,2023-09-26T05:10:37.000,03 QUEENS,4012840038,QUEENS,1014236,212018,MOBILE,Unspecified,QUEENS,40.74856615652128,-73.89177806461153,"{'latitude': '40.74856615652128', 'longitude': '-73.89177806461153', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930958,2023-09-26T03:53:00.000,2023-10-05T07:48:00.000,DOT,Department of Transportation,Street Light Condition,Street Light Out,,11219,1153 58 STREET,58 STREET,11 AVE,12 AVE,58 STREET,11 AVENUE,INTERSECTION,BROOKLYN,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-10-05T07:48:00.000,12 BROOKLYN,3056960056,BROOKLYN,983761,169766,UNKNOWN,Unspecified,BROOKLYN,40.63264499922765,-74.00176177510365,"{'latitude': '40.63264499922765', 'longitude': '-74.00176177510365', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926664,2023-09-26T03:52:55.000,2023-09-26T04:13:53.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11236,1669 RALPH AVENUE,RALPH AVENUE,EAST   77 STREET,EAST   76 STREET,EAST   77 STREET,EAST   76 STREET,ADDRESS,BROOKLYN,RALPH AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T04:14:00.000,18 BROOKLYN,3079817501,BROOKLYN,1006728,171023,ONLINE,Unspecified,BROOKLYN,40.63606668960582,-73.91901182624039,"{'latitude': '40.63606668960582', 'longitude': '-73.91901182624039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932879,2023-09-26T03:52:16.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,10036,340 WEST   47 STREET,WEST   47 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   47 STREET,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-28T09:02:30.000,04 MANHATTAN,1010370054,MANHATTAN,987376,216501,PHONE,Unspecified,MANHATTAN,40.760921140478935,-73.98871591951574,"{'latitude': '40.760921140478935', 'longitude': '-73.98871591951574', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931976,2023-09-26T03:52:14.000,2023-10-10T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11232,733 42 STREET,42 STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-10-10T00:00:00.000,07 BROOKLYN,3009220070,BROOKLYN,984136,174788,UNKNOWN,Unspecified,BROOKLYN,40.64642932773318,-74.00041080542877,"{'latitude': '40.64642932773318', 'longitude': '-74.00041080542877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58925995,2023-09-26T03:52:12.000,2023-09-26T04:14:26.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10460,932 EAST  173 STREET,EAST  173 STREET,SOUTHERN BOULEVARD,HOE AVENUE,SOUTHERN BOULEVARD,HOE AVENUE,ADDRESS,BRONX,EAST  173 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T04:14:31.000,03 BRONX,2029820027,BRONX,1015192,243694,MOBILE,Unspecified,BRONX,40.835504863783285,-73.88818185441696,"{'latitude': '40.835504863783285', 'longitude': '-73.88818185441696', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927226,2023-09-26T03:51:41.000,2023-09-26T04:05:18.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009,3R AVENUE D,AVENUE D,COLUMBIA STREET,EAST    3 STREET,COLUMBIA STREET,EAST    3 STREET,ADDRESS,NEW YORK,AVENUE D,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T04:05:22.000,03 MANHATTAN,,MANHATTAN,990169,201630,ONLINE,Unspecified,MANHATTAN,40.72010251610345,-73.97864697168207,"{'latitude': '40.72010251610345', 'longitude': '-73.97864697168207', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928230,2023-09-26T03:48:25.000,2023-09-26T04:13:33.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11236,1669 RALPH AVENUE,RALPH AVENUE,EAST   77 STREET,EAST   76 STREET,EAST   77 STREET,EAST   76 STREET,ADDRESS,BROOKLYN,RALPH AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T04:13:38.000,18 BROOKLYN,3079817501,BROOKLYN,1006728,171023,ONLINE,Unspecified,BROOKLYN,40.63606668960582,-73.91901182624039,"{'latitude': '40.63606668960582', 'longitude': '-73.91901182624039', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934600,2023-09-26T03:48:10.000,2023-09-26T05:34:23.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11233,619 RALPH AVENUE,RALPH AVENUE,EASTERN PARKWAY,UNION STREET,EASTERN PARKWAY,UNION STREET,ADDRESS,BROOKLYN,RALPH AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T05:34:28.000,16 BROOKLYN,3014770001,BROOKLYN,1005701,182584,ONLINE,Unspecified,BROOKLYN,40.66780165158734,-73.9226753330896,"{'latitude': '40.66780165158734', 'longitude': '-73.9226753330896', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934341,2023-09-26T03:47:59.000,2023-09-26T04:42:12.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11236,1660 RALPH AVENUE,RALPH AVENUE,EAST   77 STREET,EAST   76 STREET,EAST   77 STREET,EAST   76 STREET,ADDRESS,BROOKLYN,RALPH AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T04:42:16.000,18 BROOKLYN,3079780001,BROOKLYN,1006716,171086,ONLINE,Unspecified,BROOKLYN,40.63623964156432,-73.91905485243223,"{'latitude': '40.63623964156432', 'longitude': '-73.91905485243223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934585,2023-09-26T03:47:47.000,2023-09-26T04:41:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11236,1660 RALPH AVENUE,RALPH AVENUE,EAST   77 STREET,EAST   76 STREET,EAST   77 STREET,EAST   76 STREET,ADDRESS,BROOKLYN,RALPH AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T04:41:56.000,18 BROOKLYN,3079780001,BROOKLYN,1006716,171086,ONLINE,Unspecified,BROOKLYN,40.63623964156432,-73.91905485243223,"{'latitude': '40.63623964156432', 'longitude': '-73.91905485243223', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927172,2023-09-26T03:47:41.000,2023-09-26T08:58:38.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,666 EAST  224 STREET,EAST  224 STREET,CARPENTER AVENUE,WHITE PLAINS ROAD,CARPENTER AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,EAST  224 STREET,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-26T08:58:43.000,12 BRONX,2048250073,BRONX,1022380,262643,PHONE,Unspecified,BRONX,40.887485981886044,-73.8620981086951,"{'latitude': '40.887485981886044', 'longitude': '-73.8620981086951', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930736,2023-09-26T03:47:36.000,2023-09-26T04:13:18.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11236,1687 RALPH AVENUE,RALPH AVENUE,EAST   76 STREET,GLENWOOD ROAD,EAST   76 STREET,GLENWOOD ROAD,ADDRESS,BROOKLYN,RALPH AVENUE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T04:13:25.000,18 BROOKLYN,3079800020,BROOKLYN,1006742,170852,ONLINE,Unspecified,BROOKLYN,40.63559729565515,-73.91896195428521,"{'latitude': '40.63559729565515', 'longitude': '-73.91896195428521', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933274,2023-09-26T03:47:25.000,2023-09-26T08:15:33.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,84-15 85 DRIVE,85 DRIVE,FOREST PARKWAY,85 STREET,FOREST PARKWAY,85 STREET,ADDRESS,WOODHAVEN,85 DRIVE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T08:15:43.000,09 QUEENS,4088560135,QUEENS,1022743,192292,ONLINE,Unspecified,QUEENS,40.694390179672276,-73.8611884650508,"{'latitude': '40.694390179672276', 'longitude': '-73.8611884650508', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927230,2023-09-26T03:46:50.000,2023-09-26T04:00:45.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10031,607 WEST  139 STREET,WEST  139 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  139 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T04:00:49.000,09 MANHATTAN,1020870088,MANHATTAN,997013,239098,ONLINE,Unspecified,MANHATTAN,40.82293514295243,-73.95388581565035,"{'latitude': '40.82293514295243', 'longitude': '-73.95388581565035', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926988,2023-09-26T03:46:26.000,2023-09-26T04:03:34.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11235,3165 EMMONS AVENUE,EMMONS AVENUE,COYLE STREET,BRAGG STREET,COYLE STREET,BRAGG STREET,ADDRESS,BROOKLYN,EMMONS AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T04:03:41.000,15 BROOKLYN,3088057501,BROOKLYN,1002685,152081,ONLINE,Unspecified,BROOKLYN,40.584084143766965,-73.9336304474601,"{'latitude': '40.584084143766965', 'longitude': '-73.9336304474601', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929535,2023-09-26T03:46:13.000,2023-10-03T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11215,134 8 STREET,8 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-03T00:00:00.000,06 BROOKLYN,3010020022,BROOKLYN,986628,184286,UNKNOWN,Unspecified,BROOKLYN,40.672498928518536,-73.9914273933792,"{'latitude': '40.672498928518536', 'longitude': '-73.9914273933792', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931035,2023-09-26T03:45:30.000,2023-09-26T04:11:08.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11203,886 LINDEN BOULEVARD,LINDEN BOULEVARD,EAST   55 STREET,EAST   56 STREET,EAST   55 STREET,EAST   56 STREET,ADDRESS,BROOKLYN,LINDEN BOULEVARD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T04:11:12.000,17 BROOKLYN,3046810008,BROOKLYN,1005032,177605,ONLINE,Unspecified,BROOKLYN,40.65413699543868,-73.92510222975851,"{'latitude': '40.65413699543868', 'longitude': '-73.92510222975851', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929480,2023-09-26T03:44:21.000,2023-09-26T03:49:46.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11417,103-11 103 STREET,103 STREET,103 AVENUE,LIBERTY AVENUE,103 AVENUE,LIBERTY AVENUE,ADDRESS,OZONE PARK,103 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T03:49:54.000,10 QUEENS,4095070075,QUEENS,1028992,188329,ONLINE,Unspecified,QUEENS,40.683483287591194,-73.83867999936275,"{'latitude': '40.683483287591194', 'longitude': '-73.83867999936275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933292,2023-09-26T03:44:03.000,2023-09-26T04:05:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10036,635 WEST   42 STREET,WEST   42 STREET,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,NEW YORK,WEST   42 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T04:05:57.000,04 MANHATTAN,1010907501,MANHATTAN,984301,216698,PHONE,Unspecified,MANHATTAN,40.76146240737877,-73.99981590122208,"{'latitude': '40.76146240737877', 'longitude': '-73.99981590122208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934488,2023-09-26T03:44:00.000,2023-09-26T18:29:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10036,1585 BROADWAY,BROADWAY,BROADWAY,8 AVE,,,ADDRESS,NEW YORK,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-26T18:29:00.000,05 MANHATTAN,1010197502,MANHATTAN,988313,216244,ONLINE,Unspecified,MANHATTAN,40.760215360467875,-73.98533373855116,"{'latitude': '40.760215360467875', 'longitude': '-73.98533373855116', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58934591,2023-09-26T03:43:33.000,2023-09-26T04:24:19.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10460,1716 VAN BUREN STREET,VAN BUREN STREET,VAN NEST AVENUE,MORRIS PARK AVENUE,VAN NEST AVENUE,MORRIS PARK AVENUE,ADDRESS,BRONX,VAN BUREN STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-26T04:24:24.000,11 BRONX,2040190040,BRONX,1020092,245898,ONLINE,Unspecified,BRONX,40.84153566987889,-73.870462488781,"{'latitude': '40.84153566987889', 'longitude': '-73.870462488781', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926883,2023-09-26T03:42:24.000,2023-09-26T08:04:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11421,90-15 86 ROAD,86 ROAD,90 STREET,91 STREET,90 STREET,91 STREET,ADDRESS,WOODHAVEN,86 ROAD,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-26T08:04:56.000,09 QUEENS,4088730028,QUEENS,1024499,192337,MOBILE,Unspecified,QUEENS,40.69450588211763,-73.85485580796727,"{'latitude': '40.69450588211763', 'longitude': '-73.85485580796727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58925652,2023-09-26T03:41:45.000,2023-09-26T04:05:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10467,45 EAST MOSHOLU PARKWAY NORTH,EAST MOSHOLU PARKWAY NORTH,JEROME AVENUE,KOSSUTH AVENUE,JEROME AVENUE,KOSSUTH AVENUE,ADDRESS,BRONX,EAST MOSHOLU PARKWAY NORTH,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T04:05:17.000,07 BRONX,2033260105,BRONX,1016541,259702,MOBILE,Unspecified,BRONX,40.87943716046651,-73.88322973055384,"{'latitude': '40.87943716046651', 'longitude': '-73.88322973055384', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934271,2023-09-26T03:40:43.000,2023-10-08T08:00:35.000,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-10-07T21:01:58.000,Unspecified MANHATTAN,,MANHATTAN,987202,209353,MOBILE,Unspecified,MANHATTAN,40.74130174724627,-73.98934715400475,"{'latitude': '40.74130174724627', 'longitude': '-73.98934715400475', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,N,R W Downtown & Brooklyn,Platform,,
58931526,2023-09-26T03:40:15.000,2023-09-26T03:40:15.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Mouse Sighting,3+ Family Apt. Building,10467,2226 HOLLAND AVENUE,HOLLAND AVENUE,PELHAM PARKWAY NORTH,ASTOR AVENUE,PELHAM PARKWAY NORTH,ASTOR AVENUE,ADDRESS,BRONX,HOLLAND AVENUE,Closed,"The Department of Health and Mental Hygiene tried to inspect the property you reported but could not access the site. If you have information that will help the inspector access the site, please go online to nyc.gov/311 or call 311 and refile your complaint with contact information.",2023-09-26T03:40:15.000,11 BRONX,2043450021,BRONX,1021425,252064,MOBILE,Unspecified,BRONX,40.858453984531316,-73.86561067741411,"{'latitude': '40.858453984531316', 'longitude': '-73.86561067741411', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930347,2023-09-26T03:39:09.000,2023-09-27T11:23:58.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Phone/Cable Lines,Street,10308,23 ARKANSAS AVENUE,ARKANSAS AVENUE,GIFFORDS LANE,LEXINGTON LANE,GIFFORDS LANE,LEXINGTON LANE,ADDRESS,STATEN ISLAND,ARKANSAS AVENUE,Closed,NYC Parks does not perform tree work for phone or cable service. Please contact the appropriate service provider.,2023-09-27T11:24:02.000,03 STATEN ISLAND,5054470089,STATEN ISLAND,941208,143303,PHONE,Unspecified,STATEN ISLAND,40.55990495977631,-74.15490347798311,"{'latitude': '40.55990495977631', 'longitude': '-74.15490347798311', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933641,2023-09-26T03:38:29.000,2023-09-26T04:19:05.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11377,32-57 58 STREET,58 STREET,32 AVENUE,NORTHERN BOULEVARD,32 AVENUE,NORTHERN BOULEVARD,ADDRESS,WOODSIDE,58 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T04:19:11.000,01 QUEENS,4011600061,QUEENS,1011079,214235,ONLINE,Unspecified,QUEENS,40.75466139882301,-73.90316308161843,"{'latitude': '40.75466139882301', 'longitude': '-73.90316308161843', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927812,2023-09-26T03:37:43.000,2023-09-26T03:58:51.000,NYPD,New York City Police Department,Encampment,N/A,Subway,,,,,,,,,,,Closed,The Police Department visited the location and no Encampment was found.,2023-09-26T03:58:55.000,Unspecified MANHATTAN,,MANHATTAN,984886,203169,MOBILE,Unspecified,MANHATTAN,40.72432865638317,-73.99770545918592,"{'latitude': '40.72432865638317', 'longitude': '-73.99770545918592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,R,R W Uptown & Queens,Platform,,
58930696,2023-09-26T03:37:10.000,2023-09-27T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11226,355 EAST   29 STREET,EAST   29 STREET,,,,,ADDRESS,BROOKLYN,,Closed,"The Department of Buildings attempted to investigate this complaint but could not locate the premises. If the problem still exists, please call 311 and file a new complaint with additional information about how to locate the building. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-27T00:00:00.000,17 BROOKLYN,3051950062,BROOKLYN,998240,173162,UNKNOWN,Unspecified,BROOKLYN,40.6419552595081,-73.94958962358474,"{'latitude': '40.6419552595081', 'longitude': '-73.94958962358474', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928601,2023-09-26T03:37:05.000,2023-09-27T07:58:30.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10468,2735 SEDGWICK AVENUE,SEDGWICK AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2023-09-27T00:00:00.000,08 BRONX,2032530063,BRONX,1011195,256589,PHONE,Unspecified,BRONX,40.87091088071392,-73.90257436483404,"{'latitude': '40.87091088071392', 'longitude': '-73.90257436483404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928074,2023-09-26T03:36:00.000,2023-09-26T12:45:00.000,DOT,Department of Transportation,Traffic Signal Condition,Post,,11358,,,,,FRANCIS LEWIS BOULEVARD,169 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T12:45:00.000,07 QUEENS,,QUEENS,1040848,220981,UNKNOWN,Unspecified,QUEENS,40.77303693981173,-73.79565797861562,"{'latitude': '40.77303693981173', 'longitude': '-73.79565797861562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
