unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,due_date,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,bridge_highway_direction,road_ramp
58932673,2023-09-26T13:10:00.000,2023-09-28T00:00:00.000,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10453,1738 UNIVERSITY AVENUE,UNIVERSITY AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-28T00:00:00.000,05 BRONX,2028760112,BRONX,1007077,248609,UNKNOWN,Unspecified,BRONX,40.84901980016448,-73.91749107675265,"{'latitude': '40.84901980016448', 'longitude': '-73.91749107675265', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58925623,2023-09-26T13:10:00.000,2023-09-26T15:00:00.000,DOT,Department of Transportation,Traffic Signal Condition,Pedestrian Signal,,11377,,,,,48 AVENUE,69 STREET,INTERSECTION,QUEENS,,Closed,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-26T15:00:00.000,02 QUEENS,,QUEENS,1013098,208296,UNKNOWN,Unspecified,QUEENS,40.738353989096645,-73.895901159592,"{'latitude': '40.738353989096645', 'longitude': '-73.895901159592', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58934067,2023-09-26T13:09:44.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,10019,425 WEST   53 STREET,WEST   53 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   53 STREET,In Progress,,,04 MANHATTAN,1010637502,MANHATTAN,987439,218263,ONLINE,Unspecified,MANHATTAN,40.76575735396104,-73.98848766932514,"{'latitude': '40.76575735396104', 'longitude': '-73.98848766932514', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927194,2023-09-26T13:09:39.000,2023-09-26T13:58:36.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11225,961 WASHINGTON AVENUE,WASHINGTON AVENUE,MONTGOMERY STREET,FRANKLIN AVENUE SHUTTLE LINE,MONTGOMERY STREET,FRANKLIN AVENUE SHUTTLE LINE,ADDRESS,BROOKLYN,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T13:58:41.000,09 BROOKLYN,3011920014,BROOKLYN,994938,181922,ONLINE,Unspecified,BROOKLYN,40.66600414447176,-73.96147388523079,"{'latitude': '40.66600414447176', 'longitude': '-73.96147388523079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930529,2023-09-26T13:09:28.000,2023-09-27T13:18:55.000,DSNY,Department of Sanitation,Illegal Posting,Poster or Sign,Sidewalk,10312,770 HUGUENOT AVENUE,HUGUENOT AVENUE,DRUMGOOLE ROAD WEST,CARLTON COURT,DRUMGOOLE ROAD WEST,CARLTON COURT,ADDRESS,STATEN ISLAND,HUGUENOT AVENUE,Closed,The Department of Sanitation has removed illegal postings from the location. The Department will issue a Notice of Violation to the responsible party once it is identified.,2023-09-27T13:18:34.000,03 STATEN ISLAND,5068270032,STATEN ISLAND,930418,134468,ONLINE,Unspecified,STATEN ISLAND,40.53559568323744,-74.19366510407113,"{'latitude': '40.53559568323744', 'longitude': '-74.19366510407113', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926066,2023-09-26T13:09:28.000,2023-10-14T16:23:10.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11210,1410 BROOKLYN AVENUE,BROOKLYN AVENUE,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-14T00:00:00.000,17 BROOKLYN,3049810050,BROOKLYN,1000220,171885,PHONE,Unspecified,BROOKLYN,40.638446819813815,-73.94245808451558,"{'latitude': '40.638446819813815', 'longitude': '-73.94245808451558', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58945712,2023-09-26T13:09:19.000,2023-09-28T16:29:51.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10474,657 MANIDA STREET,MANIDA STREET,RANDALL AVENUE,SPOFFORD AVENUE,RANDALL AVENUE,SPOFFORD AVENUE,ADDRESS,BRONX,MANIDA STREET,Closed,The Department of Sanitation removed the items.,2023-09-27T06:13:58.000,02 BRONX,2027650210,BRONX,1015237,235552,MOBILE,Unspecified,BRONX,40.81315724590129,-73.8880568348957,"{'latitude': '40.81315724590129', 'longitude': '-73.8880568348957', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929629,2023-09-26T13:09:16.000,2023-09-26T15:21:00.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Street,10466,EAST  241 STREET,EAST  241 STREET,EAST  241 STREET,MUNDY LANE,EAST  241 STREET,MUNDY LANE,INTERSECTION,,,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-09-26T15:21:03.000,12 BRONX,,BRONX,1028198,268238,ONLINE,Unspecified,BRONX,40.90281539407237,-73.8410199061662,"{'latitude': '40.90281539407237', 'longitude': '-73.8410199061662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58925845,2023-09-26T13:09:05.000,2023-09-26T18:28:47.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11229,2418 AVENUE T,AVENUE T,EAST   24 STREET,BEDFORD AVENUE,EAST   24 STREET,BEDFORD AVENUE,ADDRESS,BROOKLYN,AVENUE T,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-26T18:28:57.000,15 BROOKLYN,3073290007,BROOKLYN,998759,158634,PHONE,Unspecified,BROOKLYN,40.60207810504762,-73.94775072822293,"{'latitude': '40.60207810504762', 'longitude': '-73.94775072822293', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58935140,2023-09-26T13:09:04.000,2023-10-20T09:22:34.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,10012,68 WEST    3 STREET,WEST    3 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-20T00:00:00.000,02 MANHATTAN,1005370017,MANHATTAN,984727,205055,ONLINE,Unspecified,MANHATTAN,40.72950527723296,-73.99827896070485,"{'latitude': '40.72950527723296', 'longitude': '-73.99827896070485', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929954,2023-09-26T13:09:01.000,2023-09-27T19:31:06.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11418,84-33 116 STREET,116 STREET,,,,,ADDRESS,RICHMOND HILL,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,09 QUEENS,4092320051,QUEENS,1029939,195481,PHONE,Unspecified,QUEENS,40.70310900075548,-73.83521703233144,"{'latitude': '40.70310900075548', 'longitude': '-73.83521703233144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931294,2023-09-26T13:09:01.000,2023-09-27T19:31:07.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11418,84-33 116 STREET,116 STREET,,,,,ADDRESS,RICHMOND HILL,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,09 QUEENS,4092320051,QUEENS,1029939,195481,PHONE,Unspecified,QUEENS,40.70310900075548,-73.83521703233144,"{'latitude': '40.70310900075548', 'longitude': '-73.83521703233144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927474,2023-09-26T13:09:01.000,2023-09-27T19:31:06.000,HPD,Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11418,84-33 116 STREET,116 STREET,,,,,ADDRESS,RICHMOND HILL,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,09 QUEENS,4092320051,QUEENS,1029939,195481,PHONE,Unspecified,QUEENS,40.70310900075548,-73.83521703233144,"{'latitude': '40.70310900075548', 'longitude': '-73.83521703233144', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929492,2023-09-26T13:08:58.000,2023-09-26T13:14:55.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10013,111 WORTH STREET,WORTH STREET,BROADWAY,LAFAYETTE STREET,BROADWAY,LAFAYETTE STREET,ADDRESS,NEW YORK,WORTH STREET,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-26T13:15:00.000,01 MANHATTAN,1001700020,MANHATTAN,983269,200072,MOBILE,Unspecified,MANHATTAN,40.7158281059634,-74.0035387695921,"{'latitude': '40.7158281059634', 'longitude': '-74.0035387695921', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933330,2023-09-26T13:08:51.000,2023-09-26T13:42:36.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11226,314 EAST   16 STREET,EAST   16 STREET,BEVERLEY ROAD,CORTELYOU ROAD,BEVERLEY ROAD,CORTELYOU ROAD,ADDRESS,BROOKLYN,EAST   16 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T13:42:39.000,14 BROOKLYN,3051460026,BROOKLYN,994292,173512,ONLINE,Unspecified,BROOKLYN,40.6429212904582,-73.9638149881806,"{'latitude': '40.6429212904582', 'longitude': '-73.9638149881806', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58935289,2023-09-26T13:08:36.000,2023-11-02T12:28:17.000,DPR,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,11368,97-03 38 AVENUE,38 AVENUE,97 STREET,98 STREET,97 STREET,98 STREET,ADDRESS,CORONA,38 AVENUE,Closed,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",2023-11-02T12:28:25.000,03 QUEENS,4017600036,QUEENS,1020632,212532,PHONE,Unspecified,QUEENS,40.74995295348033,-73.86869162638992,"{'latitude': '40.74995295348033', 'longitude': '-73.86869162638992', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928209,2023-09-26T13:08:22.000,2023-09-26T13:30:40.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10013,151 WORTH STREET,WORTH STREET,CENTRE STREET,HAMILL PLACE,CENTRE STREET,HAMILL PLACE,ADDRESS,NEW YORK,WORTH STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T13:30:44.000,01 MANHATTAN,1001660027,MANHATTAN,983766,199770,MOBILE,Unspecified,MANHATTAN,40.71499922935064,-74.00174591557867,"{'latitude': '40.71499922935064', 'longitude': '-74.00174591557867', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58934403,2023-09-26T13:08:09.000,2023-09-26T20:25:32.000,DSNY,Department of Sanitation,Commercial Disposal Complaint,Private Carter Decal Not Posted,Street,10022,515 MADISON AVENUE,MADISON AVENUE,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,MADISON AVENUE,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-26T20:25:35.000,05 MANHATTAN,1012890021,MANHATTAN,991513,216044,ONLINE,Unspecified,MANHATTAN,40.75966436209364,-73.97378287550589,"{'latitude': '40.75966436209364', 'longitude': '-73.97378287550589', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929296,2023-09-26T13:08:00.000,2023-10-05T11:24:00.000,DEP,Department of Environmental Protection,Noise,"Noise, Barking Dog (NR5)",,11232,221 23 STREET,23 STREET,4 AVE,5 AVE,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-10-05T11:24:00.000,07 BROOKLYN,3006460054,BROOKLYN,985542,179985,ONLINE,Unspecified,BROOKLYN,40.66069386509096,-73.99534320955549,"{'latitude': '40.66069386509096', 'longitude': '-73.99534320955549', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,
58931986,2023-09-26T13:07:32.000,2023-09-26T13:17:52.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,10007,299 BROADWAY,BROADWAY,READE STREET,DUANE STREET,READE STREET,DUANE STREET,ADDRESS,NEW YORK,BROADWAY,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T13:17:55.000,01 MANHATTAN,1001500031,MANHATTAN,982700,199787,MOBILE,Unspecified,MANHATTAN,40.715045767748755,-74.00559126247542,"{'latitude': '40.715045767748755', 'longitude': '-74.00559126247542', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58930730,2023-09-26T13:07:19.000,2023-09-26T13:22:36.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11208,94 RICHMOND STREET,RICHMOND STREET,ETNA STREET,RIDGEWOOD AVENUE,ETNA STREET,RIDGEWOOD AVENUE,ADDRESS,BROOKLYN,RICHMOND STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-26T13:22:39.000,05 BROOKLYN,3041140038,BROOKLYN,1018275,188926,ONLINE,Unspecified,BROOKLYN,40.68516959909506,-73.87731772114964,"{'latitude': '40.68516959909506', 'longitude': '-73.87731772114964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926368,2023-09-26T13:07:18.000,2023-10-12T14:46:14.000,DPR,Department of Parks and Recreation,Damaged Tree,Tree Leaning/Uprooted,Street,11208,403 ETNA STREET,ETNA STREET,NICHOLS AVENUE,GRANT AVENUE,NICHOLS AVENUE,GRANT AVENUE,ADDRESS,BROOKLYN,ETNA STREET,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-10-12T14:46:23.000,05 BROOKLYN,3041110107,BROOKLYN,1020576,189959,PHONE,Unspecified,BROOKLYN,40.687995799925474,-73.86901556047249,"{'latitude': '40.687995799925474', 'longitude': '-73.86901556047249', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931422,2023-09-26T13:07:08.000,2023-09-26T13:35:21.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11209,9202 3 AVENUE,3 AVENUE,92 STREET,93 STREET,92 STREET,93 STREET,ADDRESS,BROOKLYN,3 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-26T13:35:26.000,10 BROOKLYN,3061020038,BROOKLYN,975141,164871,MOBILE,Unspecified,BROOKLYN,40.61920458251507,-74.03281140779,"{'latitude': '40.61920458251507', 'longitude': '-74.03281140779', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58943223,2023-09-26T13:07:05.000,2023-10-14T13:20:43.000,DSNY,Department of Sanitation,Obstruction,Sign,Street,10009,1 AVENUE,1 AVENUE,1 AVENUE,EAST    6 STREET,1 AVENUE,EAST    6 STREET,INTERSECTION,,,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T09:37:15.000,03 MANHATTAN,,MANHATTAN,988085,203923,PHONE,Unspecified,MANHATTAN,40.726397394805126,-73.98616377795233,"{'latitude': '40.726397394805126', 'longitude': '-73.98616377795233', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58925701,2023-09-26T13:06:52.000,2023-09-26T13:30:59.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,10278,26 FEDERAL PLAZA,FEDERAL PLAZA,THOMAS STREET,WORTH STREET,THOMAS STREET,WORTH STREET,ADDRESS,NEW YORK,FEDERAL PLAZA,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T13:31:04.000,01 MANHATTAN,1001560050,MANHATTAN,982935,200140,MOBILE,Unspecified,MANHATTAN,40.716014706345376,-74.00474362389673,"{'latitude': '40.716014706345376', 'longitude': '-74.00474362389673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932755,2023-09-26T13:06:44.000,,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,Street,10462,2348 GLEASON AVENUE,GLEASON AVENUE,HAVEMEYER AVENUE,ZEREGA AVENUE,HAVEMEYER AVENUE,ZEREGA AVENUE,ADDRESS,BRONX,GLEASON AVENUE,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-27T07:26:02.000,09 BRONX,2038290031,BRONX,1026737,242629,ONLINE,Unspecified,BRONX,40.83253375475858,-73.84646737305428,"{'latitude': '40.83253375475858', 'longitude': '-73.84646737305428', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58941947,2023-09-26T13:06:38.000,2023-09-27T11:58:49.000,DSNY,Department of Sanitation,Obstruction,Cone,Sidewalk,11216,264 GATES AVENUE,GATES AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,FRANKLIN AVENUE,BEDFORD AVENUE,ADDRESS,BROOKLYN,GATES AVENUE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-27T11:58:55.000,03 BROOKLYN,3019860004,BROOKLYN,996408,189050,ONLINE,Unspecified,BROOKLYN,40.68556699876747,-73.95616224511171,"{'latitude': '40.68556699876747', 'longitude': '-73.95616224511171', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58933884,2023-09-26T13:06:17.000,2023-10-02T16:20:43.000,HPD,Department of Housing Preservation and Development,WATER LEAK,DAMP SPOT,RESIDENTIAL BUILDING,11355,132-45 MAPLE AVENUE,MAPLE AVENUE,,,,,ADDRESS,FLUSHING,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,07 QUEENS,4051010061,QUEENS,1030954,214110,PHONE,Unspecified,QUEENS,40.75423566298171,-73.83142702295336,"{'latitude': '40.75423566298171', 'longitude': '-73.83142702295336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929887,2023-09-26T13:06:17.000,2023-10-02T16:20:42.000,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11355,132-45 MAPLE AVENUE,MAPLE AVENUE,,,,,ADDRESS,FLUSHING,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,07 QUEENS,4051010061,QUEENS,1030954,214110,PHONE,Unspecified,QUEENS,40.75423566298171,-73.83142702295336,"{'latitude': '40.75423566298171', 'longitude': '-73.83142702295336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58927377,2023-09-26T13:06:17.000,2023-10-02T16:20:43.000,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,11355,132-45 MAPLE AVENUE,MAPLE AVENUE,,,,,ADDRESS,FLUSHING,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,07 QUEENS,4051010061,QUEENS,1030954,214110,PHONE,Unspecified,QUEENS,40.75423566298171,-73.83142702295336,"{'latitude': '40.75423566298171', 'longitude': '-73.83142702295336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929817,2023-09-26T13:06:17.000,2023-10-02T16:20:42.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW PANE,RESIDENTIAL BUILDING,11355,132-45 MAPLE AVENUE,MAPLE AVENUE,,,,,ADDRESS,FLUSHING,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-02T00:00:00.000,07 QUEENS,4051010061,QUEENS,1030954,214110,PHONE,Unspecified,QUEENS,40.75423566298171,-73.83142702295336,"{'latitude': '40.75423566298171', 'longitude': '-73.83142702295336', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926588,2023-09-26T13:06:10.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Subway,,,,,,,,ADDRESS,,,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-28T10:06:09.000,Unspecified MANHATTAN,,MANHATTAN,991913,228524,MOBILE,Unspecified,MANHATTAN,40.793918337867694,-73.97232476996535,"{'latitude': '40.793918337867694', 'longitude': '-73.97232476996535', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,2,Stairway,,,
58928082,2023-09-26T13:06:07.000,2023-09-26T13:20:08.000,NYPD,New York City Police Department,Illegal Parking,Unauthorized Bus Layover,Street/Sidewalk,10013,125 WORTH STREET,WORTH STREET,LAFAYETTE STREET,CENTRE STREET,LAFAYETTE STREET,CENTRE STREET,ADDRESS,NEW YORK,WORTH STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-26T13:20:10.000,01 MANHATTAN,1001680032,MANHATTAN,983509,199926,MOBILE,Unspecified,MANHATTAN,40.71542739425466,-74.00267299949302,"{'latitude': '40.71542739425466', 'longitude': '-74.00267299949302', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58928518,2023-09-26T13:06:04.000,2023-10-10T02:02:57.000,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11221,20 MENAHAN STREET,MENAHAN STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,04 BROOKLYN,3033130006,BROOKLYN,1005791,191691,PHONE,Unspecified,BROOKLYN,40.69279807170382,-73.92232179839621,"{'latitude': '40.69279807170382', 'longitude': '-73.92232179839621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58926032,2023-09-26T13:06:04.000,2023-10-10T11:30:55.000,HPD,Department of Housing Preservation and Development,DOOR/WINDOW,WINDOW FRAME,RESIDENTIAL BUILDING,11221,20 MENAHAN STREET,MENAHAN STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-10T00:00:00.000,04 BROOKLYN,3033130006,BROOKLYN,1005791,191691,PHONE,Unspecified,BROOKLYN,40.69279807170382,-73.92232179839621,"{'latitude': '40.69279807170382', 'longitude': '-73.92232179839621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58932557,2023-09-26T13:06:04.000,2023-10-10T02:02:57.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11221,20 MENAHAN STREET,MENAHAN STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,04 BROOKLYN,3033130006,BROOKLYN,1005791,191691,PHONE,Unspecified,BROOKLYN,40.69279807170382,-73.92232179839621,"{'latitude': '40.69279807170382', 'longitude': '-73.92232179839621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58929987,2023-09-26T13:06:04.000,2023-10-10T11:30:55.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11221,20 MENAHAN STREET,MENAHAN STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-10-10T00:00:00.000,04 BROOKLYN,3033130006,BROOKLYN,1005791,191691,PHONE,Unspecified,BROOKLYN,40.69279807170382,-73.92232179839621,"{'latitude': '40.69279807170382', 'longitude': '-73.92232179839621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
58931366,2023-09-26T13:06:04.000,2023-10-10T02:02:57.000,HPD,Department of Housing Preservation and Development,APPLIANCE,REFRIGERATOR,RESIDENTIAL BUILDING,11221,20 MENAHAN STREET,MENAHAN STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-10T00:00:00.000,04 BROOKLYN,3033130006,BROOKLYN,1005791,191691,PHONE,Unspecified,BROOKLYN,40.69279807170382,-73.92232179839621,"{'latitude': '40.69279807170382', 'longitude': '-73.92232179839621', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,
