unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,due_date,bridge_highway_name,bridge_highway_direction,bridge_highway_segment,road_ramp,taxi_company_borough
58857793,2023-09-14T23:57:54.000,2023-09-15T00:12:21.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,615 PELHAM PARKWAY NORTH,PELHAM PARKWAY NORTH,BRONX PARK EAST,BARKER AVENUE,BRONX PARK EAST,BARKER AVENUE,ADDRESS,BRONX,PELHAM PARKWAY NORTH,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T00:12:24.000,11 BRONX,2043370090,BRONX,1020103,251697,ONLINE,Unspecified,BRONX,40.85745214837792,-73.87039172368647,"{'latitude': '40.85745214837792', 'longitude': '-73.87039172368647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863756,2023-09-14T23:57:41.000,2023-09-15T00:03:16.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10024,498 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   84 STREET,WEST   85 STREET,WEST   84 STREET,WEST   85 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T00:03:19.000,07 MANHATTAN,1012320029,MANHATTAN,990920,225809,ONLINE,Unspecified,MANHATTAN,40.786467198309566,-73.97591372499761,"{'latitude': '40.786467198309566', 'longitude': '-73.97591372499761', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869586,2023-09-14T23:57:38.000,2023-09-15T00:46:55.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11372,33-16 78 STREET,78 STREET,NORTHERN BOULEVARD,34 AVENUE,NORTHERN BOULEVARD,34 AVENUE,ADDRESS,JACKSON HEIGHTS,78 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T00:47:00.000,03 QUEENS,4012500014,QUEENS,1014987,214340,MOBILE,Unspecified,QUEENS,40.75493687538746,-73.88905703309607,"{'latitude': '40.75493687538746', 'longitude': '-73.88905703309607', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864529,2023-09-14T23:57:38.000,2023-09-20T08:00:53.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,10021,312 EAST   71 STREET,EAST   71 STREET,2 AVENUE,1 AVENUE,2 AVENUE,1 AVENUE,ADDRESS,NEW YORK,EAST   71 STREET,Closed,The Department of Transportation determined that this issue is not within its jurisdiction.,2023-09-20T07:48:44.000,08 MANHATTAN,1014450040,MANHATTAN,995798,219038,ONLINE,Unspecified,MANHATTAN,40.767877560830435,-73.95831024409051,"{'latitude': '40.767877560830435', 'longitude': '-73.95831024409051', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867621,2023-09-14T23:57:38.000,2023-09-15T02:23:56.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10461,1524 MAYFLOWER AVENUE,MAYFLOWER AVENUE,WELLMAN AVENUE,ZULETTE AVENUE,WELLMAN AVENUE,ZULETTE AVENUE,ADDRESS,BRONX,MAYFLOWER AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T02:24:02.000,10 BRONX,2053870001,BRONX,1029995,245925,MOBILE,Unspecified,BRONX,40.84156402945255,-73.83467168865671,"{'latitude': '40.84156402945255', 'longitude': '-73.83467168865671', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869509,2023-09-14T23:57:28.000,2023-09-15T00:11:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11105,23-61 37 STREET,37 STREET,AMTRAK-CONNECTING RAIL LINE,24 AVENUE,AMTRAK-CONNECTING RAIL LINE,24 AVENUE,ADDRESS,ASTORIA,37 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T00:11:30.000,01 QUEENS,4008040010,QUEENS,1008833,220101,ONLINE,Unspecified,QUEENS,40.77076858030895,-73.91124836365981,"{'latitude': '40.77076858030895', 'longitude': '-73.91124836365981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863659,2023-09-14T23:57:23.000,2023-09-15T00:24:01.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10012,11 MINETTA STREET,MINETTA STREET,AVENUE OF THE AMERICAS,MINETTA LANE,AVENUE OF THE AMERICAS,MINETTA LANE,ADDRESS,NEW YORK,MINETTA STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T00:24:04.000,02 MANHATTAN,1005420049,MANHATTAN,983893,205212,ONLINE,Unspecified,MANHATTAN,40.72993620950281,-74.00128808176443,"{'latitude': '40.72993620950281', 'longitude': '-74.00128808176443', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863323,2023-09-14T23:57:19.000,2023-09-15T00:02:27.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11204,5709 19 AVENUE,19 AVENUE,55 STREET,58 STREET,55 STREET,58 STREET,ADDRESS,BROOKLYN,19 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T00:02:30.000,12 BROOKLYN,3055060006,BROOKLYN,988836,165975,ONLINE,Unspecified,BROOKLYN,40.622238328097545,-73.98348007983238,"{'latitude': '40.622238328097545', 'longitude': '-73.98348007983238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859864,2023-09-14T23:57:16.000,2023-09-15T00:18:56.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10019,457 WEST   57 STREET,WEST   57 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   57 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T00:18:59.000,04 MANHATTAN,1010670008,MANHATTAN,987776,219293,ONLINE,Unspecified,MANHATTAN,40.768584308962396,-73.98727055470565,"{'latitude': '40.768584308962396', 'longitude': '-73.98727055470565', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859399,2023-09-14T23:56:59.000,2023-09-15T00:44:50.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10459,845 EAST  167 STREET,EAST  167 STREET,REV JAMES A POLITE AVENUE,HALL PLACE,REV JAMES A POLITE AVENUE,HALL PLACE,ADDRESS,BRONX,EAST  167 STREET,Closed,The Police Department issued a summons in response to the complaint.,2023-09-15T00:44:55.000,02 BRONX,2026920083,BRONX,1012443,240331,PHONE,Unspecified,BRONX,40.8262836035507,-73.89813030977541,"{'latitude': '40.8262836035507', 'longitude': '-73.89813030977541', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58824831,2023-09-14T23:56:55.000,2023-10-31T00:00:00.000,DOB,Department of Buildings,Building/Use,Illegal Conversion Of Residential Building/Space,,11433,107-38 UNION HALL STREET,UNION HALL STREET,,,,,ADDRESS,JAMAICA,,Assigned,The Department of Buildings has attempted to conduct an inspection of this premises and was denied access. A second attempt will be made.,2023-10-31T00:00:00.000,12 QUEENS,4101390024,QUEENS,1041694,193313,UNKNOWN,Unspecified,QUEENS,40.697089861725324,-73.7928398203712,"{'latitude': '40.697089861725324', 'longitude': '-73.7928398203712', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865716,2023-09-14T23:56:51.000,2023-09-15T00:18:14.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11224,2929 WEST   30 STREET,WEST   30 STREET,MERMAID AVENUE,SURF AVENUE,MERMAID AVENUE,SURF AVENUE,ADDRESS,BROOKLYN,WEST   30 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T00:18:19.000,13 BROOKLYN,3070510001,BROOKLYN,985280,148621,MOBILE,Unspecified,BROOKLYN,40.57460623557571,-73.99629232805066,"{'latitude': '40.57460623557571', 'longitude': '-73.99629232805066', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863836,2023-09-14T23:56:47.000,2023-09-15T00:21:03.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10019,415 WEST   57 STREET,WEST   57 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   57 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T00:21:09.000,04 MANHATTAN,1010670026,MANHATTAN,988012,219162,MOBILE,Unspecified,MANHATTAN,40.76822465070759,-73.98641862886927,"{'latitude': '40.76822465070759', 'longitude': '-73.98641862886927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863505,2023-09-14T23:56:35.000,2023-09-15T00:23:32.000,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Club/Bar/Restaurant,10012,15 MINETTA STREET,MINETTA STREET,AVENUE OF THE AMERICAS,MINETTA LANE,AVENUE OF THE AMERICAS,MINETTA LANE,ADDRESS,NEW YORK,MINETTA STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T00:23:36.000,02 MANHATTAN,1005420047,MANHATTAN,983898,205219,ONLINE,Unspecified,MANHATTAN,40.729955422991075,-74.00127004176976,"{'latitude': '40.729955422991075', 'longitude': '-74.00127004176976', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869348,2023-09-14T23:56:33.000,2023-09-15T00:12:51.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11249,48 SOUTH    4 STREET,SOUTH    4 STREET,KENT AVENUE,WYTHE AVENUE,KENT AVENUE,WYTHE AVENUE,ADDRESS,BROOKLYN,SOUTH    4 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T00:12:54.000,01 BROOKLYN,3024410021,BROOKLYN,993584,199043,ONLINE,Unspecified,BROOKLYN,40.712998877490364,-73.96633081126946,"{'latitude': '40.712998877490364', 'longitude': '-73.96633081126946', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863328,2023-09-14T23:56:30.000,2023-09-19T15:14:57.000,DOT,Department of Transportation,Street Condition,Defective Hardware,Street,11201,144 HENRY STREET,HENRY STREET,CLARK STREET,LOVE LANE,CLARK STREET,LOVE LANE,ADDRESS,BROOKLYN,HENRY STREET,Closed,This request required re-assignment to a new DOT unit.,2023-09-19T15:15:05.000,02 BROOKLYN,3002360131,BROOKLYN,986039,192990,ONLINE,Unspecified,BROOKLYN,40.69638955982422,-73.99354840673647,"{'latitude': '40.69638955982422', 'longitude': '-73.99354840673647', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869343,2023-09-14T23:56:23.000,2023-09-15T00:22:25.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10016,201 EAST   30 STREET,EAST   30 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   30 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T00:22:30.000,06 MANHATTAN,1009110001,MANHATTAN,989866,210016,ONLINE,Unspecified,MANHATTAN,40.74312022646331,-73.97973305676466,"{'latitude': '40.74312022646331', 'longitude': '-73.97973305676466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865592,2023-09-14T23:56:06.000,2023-09-15T00:53:26.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10036,315 WEST   48 STREET,WEST   48 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   48 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T00:53:30.000,04 MANHATTAN,1010390024,MANHATTAN,987562,216704,ONLINE,Unspecified,MANHATTAN,40.761478255625896,-73.98804440589332,"{'latitude': '40.761478255625896', 'longitude': '-73.98804440589332', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861359,2023-09-14T23:55:53.000,2023-09-15T05:08:44.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10452,WEST  163 STREET,WEST  163 STREET,WEST  163 STREET,WOODYCREST AVENUE,WEST  163 STREET,WOODYCREST AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T05:08:50.000,04 BRONX,,BRONX,1004019,242369,PHONE,Unspecified,BRONX,40.831900200234024,-73.92856270428858,"{'latitude': '40.831900200234024', 'longitude': '-73.92856270428858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58860638,2023-09-14T23:55:46.000,2023-09-15T14:16:20.000,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Street,10304,35 BURGHER AVENUE,BURGHER AVENUE,RICHMOND ROAD,JOHNSON PLACE,RICHMOND ROAD,JOHNSON PLACE,ADDRESS,STATEN ISLAND,BURGHER AVENUE,Closed,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond. Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",2023-09-15T14:16:24.000,02 STATEN ISLAND,5032900072,STATEN ISLAND,957538,156001,UNKNOWN,Unspecified,STATEN ISLAND,40.59482267647341,-74.09618382346413,"{'latitude': '40.59482267647341', 'longitude': '-74.09618382346413', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58865710,2023-09-14T23:55:12.000,2023-09-15T00:18:25.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11224,2961 WEST   30 STREET,WEST   30 STREET,MERMAID AVENUE,SURF AVENUE,MERMAID AVENUE,SURF AVENUE,ADDRESS,BROOKLYN,WEST   30 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T00:18:29.000,13 BROOKLYN,3070510033,BROOKLYN,985329,148281,MOBILE,Unspecified,BROOKLYN,40.57367299637156,-73.99611599792371,"{'latitude': '40.57367299637156', 'longitude': '-73.99611599792371', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867667,2023-09-14T23:55:07.000,2023-09-15T00:03:22.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11204,5709 19 AVENUE,19 AVENUE,55 STREET,58 STREET,55 STREET,58 STREET,ADDRESS,BROOKLYN,19 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T00:03:25.000,12 BROOKLYN,3055060006,BROOKLYN,988836,165975,ONLINE,Unspecified,BROOKLYN,40.622238328097545,-73.98348007983238,"{'latitude': '40.622238328097545', 'longitude': '-73.98348007983238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859826,2023-09-14T23:54:47.000,2023-09-15T03:40:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10471,6327 BROADWAY,BROADWAY,LAKEVIEW PLACE,HENRY HUDSON PARKWAY NB EN BDWY,LAKEVIEW PLACE,HENRY HUDSON PARKWAY NB EN BDWY,ADDRESS,BRONX,BROADWAY,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2023-09-15T03:40:13.000,08 BRONX,2058353055,BRONX,1012681,266918,ONLINE,Unspecified,BRONX,40.89925607022692,-73.89715755990375,"{'latitude': '40.89925607022692', 'longitude': '-73.89715755990375', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58863666,2023-09-14T23:54:41.000,2023-09-15T00:35:25.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11103,30-76 46 STREET,46 STREET,30 ROAD,31 AVENUE,30 ROAD,31 AVENUE,ADDRESS,ASTORIA,46 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T00:35:30.000,01 QUEENS,4007140001,QUEENS,1008600,215923,ONLINE,Unspecified,QUEENS,40.75930170031026,-73.91210469459178,"{'latitude': '40.75930170031026', 'longitude': '-73.91210469459178', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58869631,2023-09-14T23:54:39.000,2023-09-15T02:06:03.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10456,1112 CARROLL PLACE,CARROLL PLACE,EAST  166 STREET,MCCLELLAN STREET,EAST  166 STREET,MCCLELLAN STREET,ADDRESS,BRONX,CARROLL PLACE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T02:06:06.000,04 BRONX,2024560065,BRONX,1006746,242407,MOBILE,Unspecified,BRONX,40.83199797423446,-73.91870828982425,"{'latitude': '40.83199797423446', 'longitude': '-73.91870828982425', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58867442,2023-09-14T23:54:34.000,2023-09-15T00:10:14.000,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11217,52 5 AVENUE,5 AVENUE,BERGEN STREET,ST MARKS AVENUE,BERGEN STREET,ST MARKS AVENUE,ADDRESS,BROOKLYN,5 AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T00:10:19.000,06 BROOKLYN,3009320040,BROOKLYN,990602,187528,ONLINE,Unspecified,BROOKLYN,40.68139552681339,-73.9770982075907,"{'latitude': '40.68139552681339', 'longitude': '-73.9770982075907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859886,2023-09-14T23:54:14.000,2023-09-15T01:47:36.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,1665 MONROE AVENUE,MONROE AVENUE,EAST MOUNT EDEN AVENUE,EAST  173 STREET,EAST MOUNT EDEN AVENUE,EAST  173 STREET,ADDRESS,BRONX,MONROE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T01:47:41.000,04 BRONX,2027920014,BRONX,1010039,246559,MOBILE,Unspecified,BRONX,40.84338500179767,-73.90679272475734,"{'latitude': '40.84338500179767', 'longitude': '-73.90679272475734', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58861829,2023-09-14T23:54:06.000,2023-09-15T00:17:27.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11224,2930 WEST   30 STREET,WEST   30 STREET,MERMAID AVENUE,SURF AVENUE,MERMAID AVENUE,SURF AVENUE,ADDRESS,BROOKLYN,WEST   30 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T00:17:30.000,13 BROOKLYN,3070500001,BROOKLYN,985326,148262,MOBILE,Unspecified,BROOKLYN,40.57362084545696,-73.9961267998414,"{'latitude': '40.57362084545696', 'longitude': '-73.9961267998414', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58813004,2023-09-14T23:54:00.000,2023-09-15T01:40:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,,,,,,H HUDSON PKWY,232 ST W,INTERSECTION,,,Closed,"Service Request status for this request is available on the Department of Transportation's website. Please click the ""Learn More"" link below.",2023-09-15T01:40:00.000,Unspecified BRONX,,BRONX,,,UNKNOWN,Unspecified,BRONX,,,,,N/A,,,,,,
58869377,2023-09-14T23:53:54.000,2023-09-15T00:46:11.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11372,33-16 78 STREET,78 STREET,NORTHERN BOULEVARD,34 AVENUE,NORTHERN BOULEVARD,34 AVENUE,ADDRESS,JACKSON HEIGHTS,78 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-15T00:46:15.000,03 QUEENS,4012500014,QUEENS,1014987,214340,ONLINE,Travers Park,QUEENS,40.75493687538746,-73.88905703309607,"{'latitude': '40.75493687538746', 'longitude': '-73.88905703309607', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58816586,2023-09-14T23:53:40.000,2023-09-15T09:16:45.000,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10452,957 WOODYCREST AVENUE,WOODYCREST AVENUE,,,,,ADDRESS,BRONX,,Closed,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2023-09-15T00:00:00.000,04 BRONX,2025110068,BRONX,1003936,242233,PHONE,Unspecified,BRONX,40.8315271048226,-73.92886303221528,"{'latitude': '40.8315271048226', 'longitude': '-73.92886303221528', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58812735,2023-09-14T23:53:00.000,2023-09-19T00:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11378,,,,,FRESH POND ROAD,59 DRIVE,INTERSECTION,QUEENS,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T00:15:00.000,05 QUEENS,,QUEENS,1011388,200877,ONLINE,Unspecified,QUEENS,40.717996068983695,-73.9021016585458,"{'latitude': '40.717996068983695', 'longitude': '-73.9021016585458', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58812734,2023-09-14T23:53:00.000,2023-09-15T02:00:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10470,4279 WEBSTER AVENUE,WEBSTER AVENUE,E 235 ST,E 236 ST,,,ADDRESS,BRONX,,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-15T02:00:00.000,12 BRONX,2033970023,BRONX,1022309,266640,ONLINE,Unspecified,BRONX,40.89845677214759,-73.86233217012825,"{'latitude': '40.89845677214759', 'longitude': '-73.86233217012825', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,
58869569,2023-09-14T23:52:40.000,2023-09-15T01:47:12.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10457,1655 MONROE AVENUE,MONROE AVENUE,EAST MOUNT EDEN AVENUE,EAST  173 STREET,EAST MOUNT EDEN AVENUE,EAST  173 STREET,ADDRESS,BRONX,MONROE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T01:47:16.000,04 BRONX,2027920018,BRONX,1010034,246478,MOBILE,Unspecified,BRONX,40.843162695231854,-73.90681110731357,"{'latitude': '40.843162695231854', 'longitude': '-73.90681110731357', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58864227,2023-09-14T23:52:25.000,2023-09-20T12:11:58.000,DOT,Department of Transportation,Bike Rack Condition,Bike Rack Repair,Sidewalk,10036,10 AVENUE,10 AVENUE,10 AVENUE,WEST   43 STREET,10 AVENUE,WEST   43 STREET,INTERSECTION,,,Closed,The Department of Transportation has determined that this issue is not within its jurisdiction.,2023-09-20T12:12:01.000,04 MANHATTAN,,MANHATTAN,985640,216275,PHONE,Unspecified,MANHATTAN,40.76030127182523,-73.99498249332404,"{'latitude': '40.76030127182523', 'longitude': '-73.99498249332404', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58870552,2023-09-14T23:52:16.000,2023-09-15T00:37:05.000,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,Street/Sidewalk,11204,5709 19 AVENUE,19 AVENUE,55 STREET,58 STREET,55 STREET,58 STREET,ADDRESS,BROOKLYN,19 AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-15T00:37:11.000,12 BROOKLYN,3055060006,BROOKLYN,988836,165975,ONLINE,Unspecified,BROOKLYN,40.622238328097545,-73.98348007983238,"{'latitude': '40.622238328097545', 'longitude': '-73.98348007983238', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58857994,2023-09-14T23:52:08.000,2023-09-15T00:17:54.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10032,83 ST NICHOLAS PLACE,ST NICHOLAS PLACE,WEST  153 STREET,EDGECOMBE AVENUE,WEST  153 STREET,EDGECOMBE AVENUE,ADDRESS,NEW YORK,ST NICHOLAS PLACE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-15T00:17:59.000,09 MANHATTAN,1020690011,MANHATTAN,1000674,241561,ONLINE,Unspecified,MANHATTAN,40.82968932642495,-73.94065217670709,"{'latitude': '40.82968932642495', 'longitude': '-73.94065217670709', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58859911,2023-09-14T23:52:03.000,2023-09-15T00:04:21.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11235,730 KATHLEEN PLACE,KATHLEEN PLACE,EAST    7 STREET,CONEY ISLAND AVENUE,EAST    7 STREET,CONEY ISLAND AVENUE,ADDRESS,BROOKLYN,KATHLEEN PLACE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-15T00:04:25.000,13 BROOKLYN,3072240139,BROOKLYN,994932,153468,MOBILE,Unspecified,BROOKLYN,40.587903915525445,-73.9615405442478,"{'latitude': '40.587903915525445', 'longitude': '-73.9615405442478', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
