unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,taxi_pick_up_location,facility_type,due_date,vehicle_type,taxi_company_borough,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment
58814501,2023-09-14T15:21:40.000,2023-09-14T18:15:09.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11417,97-11 NORTH CONDUIT AVENUE,NORTH CONDUIT AVENUE,CENTREVILLE STREET,TAHOE STREET,CENTREVILLE STREET,TAHOE STREET,ADDRESS,OZONE PARK,NORTH CONDUIT AVENUE,Closed,The Police Department responded to the complaint and a report was prepared.,2023-09-14T18:15:16.000,10 QUEENS,4115567501,QUEENS,1029006,182714,PHONE,Unspecified,QUEENS,40.668071333549435,-73.83866680845416,"{'latitude': '40.668071333549435', 'longitude': '-73.83866680845416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817451,2023-09-14T15:21:25.000,2023-09-14T17:34:42.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10470,4660 FURMAN AVENUE,FURMAN AVENUE,EAST  240 STREET,EAST  241 STREET,EAST  240 STREET,EAST  241 STREET,ADDRESS,BRONX,FURMAN AVENUE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T17:34:44.000,12 BRONX,,BRONX,1025713,268099,ONLINE,Unspecified,BRONX,40.90244591299854,-73.85001013497961,"{'latitude': '40.90244591299854', 'longitude': '-73.85001013497961', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58810818,2023-09-14T15:21:23.000,2023-09-14T15:50:09.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T15:50:14.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58818013,2023-09-14T15:21:16.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,11428,219-46 90 AVENUE,90 AVENUE,SPRINGFIELD BOULEVARD,220 STREET,SPRINGFIELD BOULEVARD,220 STREET,ADDRESS,QUEENS VILLAGE,90 AVENUE,In Progress,,,13 QUEENS,4107190006,QUEENS,1055966,204229,UNKNOWN,Unspecified,QUEENS,40.7269474034163,-73.74125472520788,"{'latitude': '40.7269474034163', 'longitude': '-73.74125472520788', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815677,2023-09-14T15:21:16.000,,DPR,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,11103,25-61 47 STREET,47 STREET,AMTRAK-CONNECTING RAIL LINE,28 AVENUE,AMTRAK-CONNECTING RAIL LINE,28 AVENUE,ADDRESS,ASTORIA,47 STREET,In Progress,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",2023-09-15T10:53:43.000,01 QUEENS,4007310020,QUEENS,1009966,217639,MOBILE,Unspecified,QUEENS,40.76400780910936,-73.9071673335015,"{'latitude': '40.76400780910936', 'longitude': '-73.9071673335015', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814560,2023-09-14T15:21:15.000,,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street,10306,502 MIDLAND AVENUE,MIDLAND AVENUE,KISWICK STREET,NUGENT AVENUE,KISWICK STREET,NUGENT AVENUE,ADDRESS,STATEN ISLAND,MIDLAND AVENUE,In Progress,,,02 STATEN ISLAND,5037400025,STATEN ISLAND,957619,148343,UNKNOWN,Unspecified,STATEN ISLAND,40.573803243116885,-74.09586198479927,"{'latitude': '40.573803243116885', 'longitude': '-74.09586198479927', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58810673,2023-09-14T15:21:03.000,2023-09-14T15:50:03.000,NYPD,New York City Police Department,Noise - Vehicle,Engine Idling,Street/Sidewalk,10003,17 IRVING PLACE,IRVING PLACE,EAST   15 STREET,EAST   16 STREET,EAST   15 STREET,EAST   16 STREET,ADDRESS,NEW YORK,IRVING PLACE,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-14T15:50:06.000,05 MANHATTAN,1008710016,MANHATTAN,987523,206987,MOBILE,Unspecified,MANHATTAN,40.73480755033522,-73.98818991641274,"{'latitude': '40.73480755033522', 'longitude': '-73.98818991641274', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815843,2023-09-14T15:20:35.000,2023-09-21T13:40:02.000,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,Street,10025,AMSTERDAM AVENUE,AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  115 STREET,AMSTERDAM AVENUE,WEST  115 STREET,INTERSECTION,,,Closed,"The Department of Transportation inspected the condition and issued a Corrective Action Repair (CAR) to the contractor or utility company. The responsible party has a maximum of 30 days to correct the condition. If the condition still exists, a summons will be issued. In some cases, the Department of Transportation will make the repairs and charge the responsible party for the costs.",2023-09-21T13:40:01.000,09 MANHATTAN,,MANHATTAN,994895,232976,ONLINE,Unspecified,MANHATTAN,40.80613477196614,-73.96154810136711,"{'latitude': '40.80613477196614', 'longitude': '-73.96154810136711', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58817389,2023-09-14T15:20:17.000,2023-09-14T19:53:01.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10461,1025 ESPLANADE,ESPLANADE,PAULDING AVENUE,HONE AVENUE,PAULDING AVENUE,HONE AVENUE,ADDRESS,BRONX,ESPLANADE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T19:53:04.000,11 BRONX,2043280023,BRONX,1023099,250853,ONLINE,Unspecified,BRONX,40.85512294839281,-73.85956611953316,"{'latitude': '40.85512294839281', 'longitude': '-73.85956611953316', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812885,2023-09-14T15:20:15.000,2023-09-14T16:19:50.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11234,1969 SCHENECTADY AVENUE,SCHENECTADY AVENUE,FLATLANDS AVENUE,AVENUE L,FLATLANDS AVENUE,AVENUE L,ADDRESS,BROOKLYN,SCHENECTADY AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T16:19:55.000,18 BROOKLYN,3078270015,BROOKLYN,1003590,166613,PHONE,Unspecified,BROOKLYN,40.62396958172138,-73.93033066395866,"{'latitude': '40.62396958172138', 'longitude': '-73.93033066395866', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812902,2023-09-14T15:20:00.000,2023-09-19T13:07:00.000,DEP,Department of Environmental Protection,Water Quality,Defective Water Sampling Station (QSS),,10302,226 NICHOLAS AVENUE,NICHOLAS AVENUE,CHARLES AVE,HATFIELD PL,,,ADDRESS,STATEN ISLAND,,Closed,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T13:07:00.000,01 STATEN ISLAND,5011200041,STATEN ISLAND,945135,170458,PHONE,Unspecified,STATEN ISLAND,40.634458042732824,-74.14092788367985,"{'latitude': '40.634458042732824', 'longitude': '-74.14092788367985', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,
58812727,2023-09-14T15:20:00.000,2023-09-15T09:49:00.000,DEP,Department of Environmental Protection,Lead,Lead Kit Request (Residential) (L10),,11201,117 PACIFIC STREET,PACIFIC STREET,HENRY ST,CLINTON ST,,,ADDRESS,BROOKLYN,,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,2023-09-15T09:49:00.000,06 BROOKLYN,3002850045,BROOKLYN,985368,190644,ONLINE,Unspecified,BROOKLYN,40.689950442638235,-73.99596859434745,"{'latitude': '40.689950442638235', 'longitude': '-73.99596859434745', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,
58818675,2023-09-14T15:19:51.000,2023-09-14T17:23:41.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11238,618 WASHINGTON AVENUE,WASHINGTON AVENUE,PACIFIC STREET,DEAN STREET,PACIFIC STREET,DEAN STREET,ADDRESS,BROOKLYN,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T17:23:44.000,08 BROOKLYN,3011317502,BROOKLYN,994184,186999,ONLINE,Unspecified,BROOKLYN,40.67994024680354,-73.96418428135354,"{'latitude': '40.67994024680354', 'longitude': '-73.96418428135354', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814840,2023-09-14T15:19:47.000,2023-09-16T15:16:23.000,DSNY,Department of Sanitation,Missed Collection,Bulky Recycling,Street,11228,1113 BAY RIDGE PARKWAY,BAY RIDGE PARKWAY,11 AVENUE,12 AVENUE,11 AVENUE,12 AVENUE,ADDRESS,BROOKLYN,BAY RIDGE PARKWAY,Closed,The Department of Sanitation collected the requested items.,2023-09-15T10:47:18.000,10 BROOKLYN,3062090073,BROOKLYN,981111,166127,ONLINE,Unspecified,BROOKLYN,40.622656167201505,-74.01130753464246,"{'latitude': '40.622656167201505', 'longitude': '-74.01130753464246', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812625,2023-09-14T15:19:46.000,2023-09-16T15:27:13.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Sidewalk,11101,47-44 32 PLACE,32 PLACE,47 AVENUE,48 AVENUE,47 AVENUE,48 AVENUE,ADDRESS,LONG ISLAND CITY,32 PLACE,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-16T11:35:47.000,02 QUEENS,,QUEENS,1002763,209582,ONLINE,Unspecified,QUEENS,40.74191141076228,-73.93319174756382,"{'latitude': '40.74191141076228', 'longitude': '-73.93319174756382', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58818518,2023-09-14T15:19:42.000,2023-09-14T16:15:10.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10025,51 MANHATTAN AVENUE,MANHATTAN AVENUE,WEST  102 STREET,WEST  103 STREET,WEST  102 STREET,WEST  103 STREET,ADDRESS,NEW YORK,MANHATTAN AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T16:15:16.000,07 MANHATTAN,1018360001,MANHATTAN,994398,229322,PHONE,Unspecified,MANHATTAN,40.796106127204716,-73.96334888845747,"{'latitude': '40.796106127204716', 'longitude': '-73.96334888845747', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58810805,2023-09-14T15:19:42.000,2023-09-14T16:57:17.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11105,23-61 37 STREET,37 STREET,AMTRAK-CONNECTING RAIL LINE,24 AVENUE,AMTRAK-CONNECTING RAIL LINE,24 AVENUE,ADDRESS,ASTORIA,37 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T16:57:21.000,01 QUEENS,4008040010,QUEENS,1008833,220101,ONLINE,Unspecified,QUEENS,40.77076858030895,-73.91124836365981,"{'latitude': '40.77076858030895', 'longitude': '-73.91124836365981', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812569,2023-09-14T15:19:36.000,2023-09-15T10:09:20.000,DSNY,Department of Sanitation,Missed Collection,Trash,Street,11420,117-21 134 STREET,134 STREET,FOCH BOULEVARD,120 AVENUE,FOCH BOULEVARD,120 AVENUE,ADDRESS,SOUTH OZONE PARK,134 STREET,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T04:43:16.000,10 QUEENS,4116980055,QUEENS,1038250,185904,PHONE,Unspecified,QUEENS,40.676775590146896,-73.80531925007529,"{'latitude': '40.676775590146896', 'longitude': '-73.80531925007529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812612,2023-09-14T15:19:36.000,2023-09-14T17:04:09.000,DSNY,Department of Sanitation,Vendor Enforcement,Food Vendor,Street,11220,5810 8 AVENUE,8 AVENUE,58 STREET,59 STREET,58 STREET,59 STREET,ADDRESS,BROOKLYN,8 AVENUE,Closed,N/A,2023-09-14T17:04:13.000,07 BROOKLYN,3008580041,BROOKLYN,981887,171177,ONLINE,Unspecified,BROOKLYN,40.63651759280423,-74.00851393899562,"{'latitude': '40.63651759280423', 'longitude': '-74.00851393899562', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816564,2023-09-14T15:19:34.000,2023-10-13T19:14:35.000,HPD,Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11213,1024 MONTGOMERY STREET,MONTGOMERY STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-13T00:00:00.000,09 BROOKLYN,3014250013,BROOKLYN,1003505,181296,PHONE,Unspecified,BROOKLYN,40.664271427215475,-73.93059495473237,"{'latitude': '40.664271427215475', 'longitude': '-73.93059495473237', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58810819,2023-09-14T15:19:29.000,2023-09-14T15:49:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T15:49:59.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816562,2023-09-14T15:19:27.000,2023-09-18T20:16:44.000,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10462,2075 WALLACE AVENUE,WALLACE AVENUE,,,,,ADDRESS,BRONX,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-18T00:00:00.000,11 BRONX,2042910001,BRONX,1021630,249957,PHONE,Unspecified,BRONX,40.852670039839616,-73.86488134327988,"{'latitude': '40.852670039839616', 'longitude': '-73.86488134327988', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813026,2023-09-14T15:19:25.000,2023-09-14T15:25:44.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10031,511 WEST  151 STREET,WEST  151 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  151 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-14T15:25:49.000,09 MANHATTAN,1020830026,MANHATTAN,999349,241413,ONLINE,Unspecified,MANHATTAN,40.829285473406294,-73.94544037175041,"{'latitude': '40.829285473406294', 'longitude': '-73.94544037175041', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816068,2023-09-14T15:18:58.000,2023-09-15T10:23:37.000,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,Street,10312,365 KINGHORN STREET,KINGHORN STREET,ALLEN PLACE,DEAD END,ALLEN PLACE,DEAD END,ADDRESS,STATEN ISLAND,KINGHORN STREET,Closed,The Department of Sanitation investigated this complaint and found no violation at the location.,2023-09-15T10:22:03.000,03 STATEN ISLAND,5064030018,STATEN ISLAND,937141,131790,PHONE,Unspecified,STATEN ISLAND,40.52828333599935,-74.1694599782899,"{'latitude': '40.52828333599935', 'longitude': '-74.1694599782899', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814659,2023-09-14T15:18:07.000,,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,11414,88-08 151 AVENUE,151 AVENUE,88 STREET,89 STREET,88 STREET,89 STREET,ADDRESS,HOWARD BEACH,151 AVENUE,In Progress,,,10 QUEENS,4114340007,QUEENS,1026720,182861,ONLINE,Unspecified,QUEENS,40.66848607627237,-73.84690627257683,"{'latitude': '40.66848607627237', 'longitude': '-73.84690627257683', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58818483,2023-09-14T15:18:00.000,2023-09-14T18:43:00.000,DOT,Department of Transportation,Traffic Signal Condition,Controller,,11223,,,,,AVENUE T,WEST 8 STREET,INTERSECTION,BROOKLYN,,Assigned,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,2023-09-14T18:43:00.000,11 BROOKLYN,,BROOKLYN,989846,157333,UNKNOWN,Unspecified,BROOKLYN,40.59851723408199,-73.97984896843452,"{'latitude': '40.59851723408199', 'longitude': '-73.97984896843452', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,N/A,,,,,,,
58818600,2023-09-14T15:17:22.000,2023-09-14T16:18:18.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11234,AVENUE L,AVENUE L,AVENUE L,SCHENECTADY AVENUE,AVENUE L,SCHENECTADY AVENUE,INTERSECTION,,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-14T16:18:22.000,18 BROOKLYN,,BROOKLYN,1003604,166398,PHONE,Unspecified,BROOKLYN,40.62337942131746,-73.93028084759388,"{'latitude': '40.62337942131746', 'longitude': '-73.93028084759388', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58811201,2023-09-14T15:17:17.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,Street,11379,85-08 60 DRIVE,60 DRIVE,85 STREET,86 STREET,85 STREET,86 STREET,ADDRESS,MIDDLE VILLAGE,60 DRIVE,In Progress,"NYC Parks reviewed this request and will visit the location to investigate the condition.  Under NYC Parksâ Tree Risk Management Program, all trees under the agency's jurisdiction are assessed for risk, and work is prioritized to address the conditions with the highest risk first.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",2023-09-15T10:02:37.000,05 QUEENS,4028880005,QUEENS,1019294,204778,ONLINE,Unspecified,QUEENS,40.72867557382908,-73.87356106694658,"{'latitude': '40.72867557382908', 'longitude': '-73.87356106694658', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812541,2023-09-14T15:17:14.000,2023-09-15T12:50:55.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11369,100-10 ASTORIA BOULEVARD,ASTORIA BOULEVARD,100 STREET,101 STREET,100 STREET,101 STREET,ADDRESS,EAST ELMHURST,ASTORIA BOULEVARD,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,2023-09-15T06:01:42.000,03 QUEENS,4016880002,QUEENS,1020512,216900,PHONE,Unspecified,QUEENS,40.76194248055553,-73.86910116692567,"{'latitude': '40.76194248055553', 'longitude': '-73.86910116692567', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58819176,2023-09-14T15:17:04.000,2023-09-14T15:17:04.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,11691,222 BEACH   40 STREET,BEACH   40 STREET,DEAD END,ROCKAWAY BEACH BOULEVARD,DEAD END,ROCKAWAY BEACH BOULEVARD,ADDRESS,FAR ROCKAWAY,BEACH   40 STREET,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-14T15:17:04.000,14 QUEENS,4158480050,QUEENS,1047595,155704,ONLINE,Unspecified,QUEENS,40.59382136167409,-73.77191230180858,"{'latitude': '40.59382136167409', 'longitude': '-73.77191230180858', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58814016,2023-09-14T15:16:40.000,2023-09-14T17:02:48.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11375,JEWELL AVENUE,JEWELL AVENUE,JEWELL AVENUE,YELLOWSTONE BOULEVARD,JEWELL AVENUE,YELLOWSTONE BOULEVARD,INTERSECTION,,,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T17:02:53.000,06 QUEENS,,QUEENS,1026674,202740,PHONE,Unspecified,QUEENS,40.72304945086386,-73.84694688592079,"{'latitude': '40.72304945086386', 'longitude': '-73.84694688592079', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815123,2023-09-14T15:16:40.000,2023-09-14T16:03:54.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11201,301 GOLD STREET,GOLD STREET,TILLARY STREET,JOHNSON STREET,TILLARY STREET,JOHNSON STREET,ADDRESS,BROOKLYN,GOLD STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-14T16:03:57.000,02 BROOKLYN,3001340006,BROOKLYN,988901,192647,ONLINE,Unspecified,BROOKLYN,40.69544706314867,-73.98322753703334,"{'latitude': '40.69544706314867', 'longitude': '-73.98322753703334', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58816264,2023-09-14T15:16:35.000,2023-09-14T16:11:49.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10016,EAST   31 STREET,EAST   31 STREET,EAST   31 STREET,MADISON AVENUE,EAST   31 STREET,MADISON AVENUE,INTERSECTION,,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-14T16:11:52.000,05 MANHATTAN,,MANHATTAN,988588,211014,PHONE,Unspecified,MANHATTAN,40.74586020599367,-73.98434444172125,"{'latitude': '40.74586020599367', 'longitude': '-73.98434444172125', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58812889,2023-09-14T15:16:27.000,2023-09-14T16:48:05.000,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,11691,BEACH   34 STREET,BEACH   34 STREET,BEACH   34 STREET,EDGEMERE AVENUE,BEACH   34 STREET,EDGEMERE AVENUE,INTERSECTION,,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-14T16:48:11.000,14 QUEENS,,QUEENS,1049121,156314,PHONE,Unspecified,QUEENS,40.59548464535847,-73.76641176961668,"{'latitude': '40.59548464535847', 'longitude': '-73.76641176961668', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58813198,2023-09-14T15:15:44.000,2023-09-21T16:00:02.000,HPD,Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,RESIDENTIAL BUILDING,10032,75 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-21T00:00:00.000,12 MANHATTAN,1021360140,MANHATTAN,999706,244405,PHONE,Unspecified,MANHATTAN,40.83749703232736,-73.94414347302468,"{'latitude': '40.83749703232736', 'longitude': '-73.94414347302468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58818929,2023-09-14T15:15:44.000,2023-09-19T11:18:52.000,HPD,Department of Housing Preservation and Development,SAFETY,CARBON MONOXIDE DETECTOR,RESIDENTIAL BUILDING,10032,75 FT WASHINGTON AVENUE,FT WASHINGTON AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,2023-09-19T00:00:00.000,12 MANHATTAN,1021360140,MANHATTAN,999706,244405,PHONE,Unspecified,MANHATTAN,40.83749703232736,-73.94414347302468,"{'latitude': '40.83749703232736', 'longitude': '-73.94414347302468', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
58815723,2023-09-14T15:15:33.000,2023-11-09T12:34:31.000,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,Street,11430,JFK,JFK,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,UNRECOGNIZED,JAMAICA,JOHN F KENNEDY AIRPORT,Closed,"Based on the information provided by the customer, the Taxi and Limousine Commission has determined that a hearing is not necessary or not possible.",2023-11-09T12:34:34.000,83 QUEENS,4142600001,QUEENS,1043001,175548,PHONE,Unspecified,QUEENS,40.64832048620134,-73.78828125130184,"{'latitude': '40.64832048620134', 'longitude': '-73.78828125130184', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430",,,,,,,,
58817807,2023-09-14T15:15:29.000,2023-09-20T09:49:08.000,HPD,Department of Housing Preservation and Development,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,10037,630 LENOX AVENUE,LENOX AVENUE,,,,,ADDRESS,NEW YORK,,Closed,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2023-09-20T00:00:00.000,10 MANHATTAN,1017370069,MANHATTAN,1001428,237337,PHONE,Unspecified,MANHATTAN,40.818094213398375,-73.93793842629789,"{'latitude': '40.818094213398375', 'longitude': '-73.93793842629789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,,
