unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,address_type,city,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,landmark,facility_type,bridge_highway_name,bridge_highway_segment,taxi_pick_up_location,due_date,bridge_highway_direction,road_ramp
58846673,2023-09-19T01:20:13.000,2023-09-19T01:25:26.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11239,488 SCHROEDERS AVENUE,SCHROEDERS AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-19T01:25:30.000,05 BROOKLYN,3044520413,BROOKLYN,1019223,177735,ONLINE,Unspecified,BROOKLYN,40.65444914156567,-73.87395762875279,"{'latitude': '40.65444914156567', 'longitude': '-73.87395762875279', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ASHFORD STREET,ELTON STREET,ASHFORD STREET,ELTON STREET,SCHROEDERS AVENUE,,,,,,,
58866878,2023-09-19T01:20:00.000,2023-09-20T03:45:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,11214,,,INTERSECTION,BROOKLYN,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-20T03:45:00.000,11 BROOKLYN,,BROOKLYN,985576,156814,ONLINE,Unspecified,BROOKLYN,40.59709435145328,-73.99522521475505,"{'latitude': '40.59709435145328', 'longitude': '-73.99522521475505', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,23 AVENUE,BATH AVENUE,,N/A,,,,,,
58845538,2023-09-19T01:19:55.000,2023-09-19T01:32:23.000,NYPD,New York City Police Department,Drinking,In Public,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T01:32:29.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,WASHINGTON AVENUE,,,,,,,
58849840,2023-09-19T01:18:45.000,2023-09-19T18:49:27.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11379,69-46 78 STREET,78 STREET,ADDRESS,MIDDLE VILLAGE,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-19T18:49:30.000,05 QUEENS,4037950033,QUEENS,1019104,197427,PHONE,Unspecified,QUEENS,40.70849961731503,-73.87428465070208,"{'latitude': '40.70849961731503', 'longitude': '-73.87428465070208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",69 ROAD,COOPER AVENUE,69 ROAD,COOPER AVENUE,78 STREET,,,,,,,
58854504,2023-09-19T01:18:38.000,2023-09-19T01:47:43.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10467,EAST  220 STREET,EAST  220 STREET,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T01:47:49.000,12 BRONX,,BRONX,1022294,261475,PHONE,Unspecified,BRONX,40.88428056323166,-73.86241577263208,"{'latitude': '40.88428056323166', 'longitude': '-73.86241577263208', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  220 STREET,WHITEPLAINS ROAD,EAST  220 STREET,WHITEPLAINS ROAD,,,,,,,,
58851230,2023-09-19T01:17:45.000,2023-09-19T02:09:56.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11223,AVENUE V,AVENUE V,INTERSECTION,,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T02:10:02.000,15 BROOKLYN,,BROOKLYN,993053,156184,ONLINE,Unspecified,BROOKLYN,40.59536085596387,-73.96830215369155,"{'latitude': '40.59536085596387', 'longitude': '-73.96830215369155', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE V,EAST    3 STREET,AVENUE V,EAST    3 STREET,,,,,,,,
58853226,2023-09-19T01:17:29.000,2023-09-19T01:54:51.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11231,298 UNION STREET,UNION STREET,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T01:54:56.000,06 BROOKLYN,3004350012,BROOKLYN,985564,187801,PHONE,Unspecified,BROOKLYN,40.682147031318635,-73.99526239073904,"{'latitude': '40.682147031318635', 'longitude': '-73.99526239073904', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",COURT STREET,SMITH STREET,COURT STREET,SMITH STREET,UNION STREET,,,,,,,
58853154,2023-09-19T01:16:22.000,2023-09-19T01:32:57.000,NYPD,New York City Police Department,Drinking,In Public,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T01:33:00.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,WASHINGTON AVENUE,,,,,,,
58849999,2023-09-19T01:15:58.000,2023-09-19T03:20:22.000,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10314,283 RICHMOND HILL ROAD,RICHMOND HILL ROAD,ADDRESS,STATEN ISLAND,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T03:20:28.000,02 STATEN ISLAND,5023970232,STATEN ISLAND,939934,152224,ONLINE,Unspecified,STATEN ISLAND,40.58438504504678,-74.1595469317662,"{'latitude': '40.58438504504678', 'longitude': '-74.1595469317662', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NORTHPORT LANE,WESTPORT LANE,NORTHPORT LANE,WESTPORT LANE,RICHMOND HILL ROAD,,,,,,,
58848836,2023-09-19T01:15:06.000,2023-09-19T09:35:57.000,DOHMH,Department of Health and Mental Hygiene,Indoor Air Quality,Sewage Odor,3+ Family Apt. Building,11102,27-34 27 STREET,27 STREET,ADDRESS,ASTORIA,Closed,"A letter was sent to the owner or manager of the property you reported instructing them to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",2023-09-19T09:35:57.000,01 QUEENS,4005747503,QUEENS,1005446,219535,ONLINE,Unspecified,QUEENS,40.769223828350036,-73.92347817732188,"{'latitude': '40.769223828350036', 'longitude': '-73.92347817732188', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NEWTOWN AVENUE,30 AVENUE,NEWTOWN AVENUE,30 AVENUE,27 STREET,,,,,,,
58851909,2023-09-19T01:14:46.000,2023-09-19T01:36:18.000,NYPD,New York City Police Department,Noise - Park,Loud Music/Party,Park/Playground,11354,36-26 BOWNE STREET,BOWNE STREET,ADDRESS,FLUSHING,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T01:36:24.000,07 QUEENS,4050100055,QUEENS,1032522,217629,PHONE,Margaret I. Carman Green - Weeping Beech,QUEENS,40.76388597704955,-73.82574224619394,"{'latitude': '40.76388597704955', 'longitude': '-73.82574224619394', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",NORTHERN BOULEVARD,37 AVENUE,NORTHERN BOULEVARD,37 AVENUE,BOWNE STREET,,,,,,,
58854288,2023-09-19T01:14:39.000,2023-09-19T01:36:54.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10018,LINCOLN TUNNEL,LINCOLN TUNNEL,UNRECOGNIZED,NEW YORK,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-19T01:36:59.000,04 MANHATTAN,1007110001,MANHATTAN,984487,215746,PHONE,Unspecified,MANHATTAN,40.758849408407066,-73.99914451571104,"{'latitude': '40.758849408407066', 'longitude': '-73.99914451571104', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AMTRAK-NORTHEAST LINE,,AMTRAK-NORTHEAST LINE,,LINCOLN TUNNEL,,,,,,,
58848165,2023-09-19T01:14:06.000,2023-09-19T01:56:06.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468,2406 UNIVERSITY AVENUE,UNIVERSITY AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T01:56:11.000,07 BRONX,2032130001,BRONX,1010608,253738,PHONE,Unspecified,BRONX,40.86308752975271,-73.90470800602057,"{'latitude': '40.86308752975271', 'longitude': '-73.90470800602057', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST FORDHAM ROAD,FATHER ZEISER PLACE,WEST FORDHAM ROAD,FATHER ZEISER PLACE,UNIVERSITY AVENUE,,,,,,,
58845539,2023-09-19T01:14:03.000,2023-09-19T01:33:12.000,NYPD,New York City Police Department,Drinking,In Public,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T01:33:15.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,WASHINGTON AVENUE,,,,,,,
58855304,2023-09-19T01:14:00.000,2023-09-19T22:09:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10023,312 WEST   76 STREET,WEST   76 STREET,ADDRESS,NEW YORK,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-19T22:09:00.000,07 MANHATTAN,1011850031,MANHATTAN,988862,224439,ONLINE,Unspecified,MANHATTAN,40.78270822697746,-73.98334638256469,"{'latitude': '40.78270822697746', 'longitude': '-73.98334638256469', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",WEST END AVE,RIVERSIDE DR,,,,N/A,,,,,,
58868804,2023-09-19T01:14:00.000,2023-09-19T02:10:00.000,DEP,Department of Environmental Protection,Sewer,Manhole Cover Missing (Emergency) (SA3),,11357,,,INTERSECTION,QUEENS,Closed,The Department of Environmental Protection investigated this complaint and referred it to another agency or utility for further action.,2023-09-19T02:10:00.000,07 QUEENS,,QUEENS,1033150,225975,ONLINE,Unspecified,QUEENS,40.786790057726144,-73.82341449145815,"{'latitude': '40.786790057726144', 'longitude': '-73.82341449145815', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,14 AVENUE,144 PLACE,,,,,,,,
58846946,2023-09-19T01:13:52.000,2023-09-19T01:27:59.000,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10025,BROADWAY,BROADWAY,INTERSECTION,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T01:28:03.000,07 MANHATTAN,,MANHATTAN,993165,231544,ONLINE,Unspecified,MANHATTAN,40.802206240843326,-73.96779911304894,"{'latitude': '40.802206240843326', 'longitude': '-73.96779911304894', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROADWAY,WEST  107 STREET,BROADWAY,WEST  107 STREET,,,,,,,,
58846714,2023-09-19T01:13:47.000,2023-09-19T01:36:19.000,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,10036,10 AVENUE,10 AVENUE,INTERSECTION,,Closed,This complaint does not fall under the Police Department's jurisdiction.,2023-09-19T01:36:24.000,04 MANHATTAN,,MANHATTAN,985377,215800,ONLINE,Unspecified,MANHATTAN,40.75899755593863,-73.99593192853008,"{'latitude': '40.75899755593863', 'longitude': '-73.99593192853008', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10 AVENUE,WEST   41 STREET,10 AVENUE,WEST   41 STREET,,,,,,,,
58846574,2023-09-19T01:13:38.000,2023-09-19T01:32:35.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11229,1788 EAST   13 STREET,EAST   13 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T01:32:38.000,15 BROOKLYN,3067950047,BROOKLYN,995443,160111,ONLINE,Unspecified,BROOKLYN,40.60613697724824,-73.95968973464953,"{'latitude': '40.60613697724824', 'longitude': '-73.95968973464953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",KINGS HIGHWAY,AVENUE R,KINGS HIGHWAY,AVENUE R,EAST   13 STREET,,,,,,,
58854825,2023-09-19T01:13:02.000,2023-09-19T03:57:05.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11356,7-24 128 STREET,128 STREET,ADDRESS,COLLEGE POINT,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T03:57:12.000,07 QUEENS,4039750017,QUEENS,1028570,227289,PHONE,Unspecified,QUEENS,40.790420783977034,-73.83994487534338,"{'latitude': '40.790420783977034', 'longitude': '-73.83994487534338', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7 AVENUE,9 AVENUE,7 AVENUE,9 AVENUE,128 STREET,,,,,,,
58852642,2023-09-19T01:12:13.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,10461,1564 ST PETERS AVENUE,ST PETERS AVENUE,ADDRESS,BRONX,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-19T01:49:11.000,10 BRONX,2039860007,BRONX,1026420,245556,MOBILE,Unspecified,BRONX,40.840569029432665,-73.84759449138451,"{'latitude': '40.840569029432665', 'longitude': '-73.84759449138451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GLEBE AVENUE,ST RAYMOND AVENUE,GLEBE AVENUE,ST RAYMOND AVENUE,ST PETERS AVENUE,,,,,,,
58848713,2023-09-19T01:12:05.000,2023-09-19T03:00:11.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11234,1468 EAST   53 STREET,EAST   53 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T03:00:16.000,18 BROOKLYN,3078500067,BROOKLYN,1005245,166163,ONLINE,Unspecified,BROOKLYN,40.6227306587823,-73.92437018680918,"{'latitude': '40.6227306587823', 'longitude': '-73.92437018680918', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",AVENUE L,AVENUE M,AVENUE L,AVENUE M,EAST   53 STREET,,,,,,,
58863473,2023-09-19T01:11:42.000,2023-10-06T00:00:00.000,DOB,Department of Buildings,General Construction/Plumbing,Building Permit - None,,11208,202 LOGAN STREET,LOGAN STREET,ADDRESS,BROOKLYN,Closed,"The Department of Buildings attempted to investigate this complaint twice but could not gain access to the location. If the problem still exists, please call 311 and file a new complaint with additional access information. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-10-06T00:00:00.000,05 BROOKLYN,3041370028,BROOKLYN,1018147,187646,UNKNOWN,Unspecified,BROOKLYN,40.68165678540795,-73.87778568298995,"{'latitude': '40.68165678540795', 'longitude': '-73.87778568298995', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,N/A,,,,,,
58848074,2023-09-19T01:11:41.000,2023-09-19T01:33:29.000,NYPD,New York City Police Department,Drinking,In Public,Residential Building/House,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T01:33:35.000,03 BRONX,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,40.83694066292417,-73.90374441298103,"{'latitude': '40.83694066292417', 'longitude': '-73.90374441298103', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,WASHINGTON AVENUE,,,,,,,
58866867,2023-09-19T01:11:00.000,2023-09-19T21:41:00.000,DEP,Department of Environmental Protection,Noise,Noise: Alarms (NR3),,11225,519 MAPLE STREET,MAPLE STREET,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection researched this complaint and determined that it could be closed.,2023-09-19T21:41:00.000,09 BROOKLYN,3047937506,BROOKLYN,999875,180199,ONLINE,Unspecified,BROOKLYN,40.661267555617826,-73.94368190290743,"{'latitude': '40.661267555617826', 'longitude': '-73.94368190290743', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",BROOKLYN AVE,KINGSTON AVE,,,,N/A,,,,,,
58853621,2023-09-19T01:10:26.000,2023-09-19T04:18:32.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11214,104 BAY   22 STREET,BAY   22 STREET,ADDRESS,BROOKLYN,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T04:18:38.000,11 BROOKLYN,3063720001,BROOKLYN,983824,159237,MOBILE,Unspecified,BROOKLYN,40.60374508417319,-74.00153413358606,"{'latitude': '40.60374508417319', 'longitude': '-74.00153413358606', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",86 STREET,BENSON AVENUE,86 STREET,BENSON AVENUE,BAY   22 STREET,,,,,,,
58851231,2023-09-19T01:09:53.000,2023-09-19T03:09:37.000,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11357,PARSONS BOULEVARD,PARSONS BOULEVARD,INTERSECTION,,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T03:09:47.000,07 QUEENS,,QUEENS,1033292,223697,MOBILE,Unspecified,QUEENS,40.78053677973479,-73.82291833838732,"{'latitude': '40.78053677973479', 'longitude': '-73.82291833838732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",21 AVENUE,PARSONS BOULEVARD,21 AVENUE,PARSONS BOULEVARD,,,,,,,,
58848152,2023-09-19T01:08:46.000,2023-09-19T01:31:38.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11232,725 FOURTH AVENUE,FOURTH AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T01:31:43.000,07 BROOKLYN,3006490001,BROOKLYN,985022,180179,MOBILE,Unspecified,BROOKLYN,40.661226412909365,-73.99721743736629,"{'latitude': '40.661226412909365', 'longitude': '-73.99721743736629', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23 STREET,24 STREET,23 STREET,24 STREET,4 AVENUE,,,,,,,
58850099,2023-09-19T01:08:26.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Other,10461,1564 ST PETERS AVENUE,ST PETERS AVENUE,ADDRESS,BRONX,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-19T01:48:30.000,10 BRONX,2039860007,BRONX,1026420,245556,MOBILE,Unspecified,BRONX,40.840569029432665,-73.84759449138451,"{'latitude': '40.840569029432665', 'longitude': '-73.84759449138451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",GLEBE AVENUE,ST RAYMOND AVENUE,GLEBE AVENUE,ST RAYMOND AVENUE,ST PETERS AVENUE,,,,,,,
58852348,2023-09-19T01:08:14.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,,,,,,,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T11:25:18.000,0 Unspecified,,Unspecified,,,MOBILE,Unspecified,Unspecified,,,,,,,,,,,,JFK Airport,,,
58851716,2023-09-19T01:08:01.000,2023-09-19T01:32:30.000,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11223,323 AVENUE S,AVENUE S,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T01:32:33.000,11 BROOKLYN,3066790049,BROOKLYN,991594,158491,MOBILE,Unspecified,BROOKLYN,40.601694433163686,-73.9735532131789,"{'latitude': '40.601694433163686', 'longitude': '-73.9735532131789', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",VAN SICKLEN STREET,LAKE STREET,VAN SICKLEN STREET,LAKE STREET,AVENUE S,,,,,,,
58866911,2023-09-19T01:08:00.000,2023-09-19T07:00:00.000,DEP,Department of Environmental Protection,Water System,Possible Water Main Break (Use Comments) (WA1),,11205,33 FRANKLIN AVENUE,FRANKLIN AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2023-09-19T07:00:00.000,03 BROOKLYN,3018850023,BROOKLYN,995695,193604,PHONE,Unspecified,BROOKLYN,40.69806762687695,-73.95872535155297,"{'latitude': '40.69806762687695', 'longitude': '-73.95872535155297', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",FLUSHING AVE,PARK AVE,,,,,,,,,,
58857178,2023-09-19T01:08:00.000,2023-09-19T20:15:00.000,DEP,Department of Environmental Protection,Noise,Noise: Construction Before/After Hours (NM1),,10016,30 EAST   37 STREET,EAST   37 STREET,ADDRESS,NEW YORK,Closed,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",2023-09-19T20:15:00.000,06 MANHATTAN,1008667502,MANHATTAN,989456,212342,ONLINE,Unspecified,MANHATTAN,40.74950476364301,-73.98121085857849,"{'latitude': '40.74950476364301', 'longitude': '-73.98121085857849', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",MADISON AVE,PARK AVE,,,,N/A,,,,,,
58853795,2023-09-19T01:07:22.000,2023-09-19T03:37:37.000,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Store/Commercial,10466,4340 WHITE PLAINS ROAD,WHITE PLAINS ROAD,ADDRESS,BRONX,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T03:37:43.000,12 BRONX,2050430028,BRONX,1024188,266003,MOBILE,Unspecified,BRONX,40.89670010784821,-73.85553922303484,"{'latitude': '40.89670010784821', 'longitude': '-73.85553922303484', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",EAST  236 STREET,EAST  237 STREET,EAST  236 STREET,EAST  237 STREET,WHITE PLAINS ROAD,,,,,,,
58847415,2023-09-19T01:07:08.000,2023-09-19T04:10:21.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11372,34-46 73 STREET,73 STREET,ADDRESS,JACKSON HEIGHTS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-19T04:10:27.000,03 QUEENS,4012590028,QUEENS,1013845,213127,MOBILE,Unspecified,QUEENS,40.7516113966311,-73.8931843337047,"{'latitude': '40.7516113966311', 'longitude': '-73.8931843337047', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,73 STREET,,,,,,,
58851920,2023-09-19T01:07:01.000,2023-09-19T02:07:34.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11225,532 LEFFERTS AVENUE,LEFFERTS AVENUE,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-19T02:07:39.000,09 BROOKLYN,3013320030,BROOKLYN,999899,180754,PHONE,Unspecified,BROOKLYN,40.66279086531681,-73.94359411021826,"{'latitude': '40.66279086531681', 'longitude': '-73.94359411021826', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",LAMONT COURT,KINGSTON AVENUE,LAMONT COURT,KINGSTON AVENUE,LEFFERTS AVENUE,,,,,,,
58853625,2023-09-19T01:06:28.000,2023-09-19T05:03:46.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,10467,3027 CRUGER AVENUE,CRUGER AVENUE,ADDRESS,BRONX,Closed,The Police Department issued a summons in response to the complaint.,2023-09-19T05:03:50.000,12 BRONX,2045680042,BRONX,1021255,256311,MOBILE,Unspecified,BRONX,40.870111414227935,-73.86620178352732,"{'latitude': '40.870111414227935', 'longitude': '-73.86620178352732', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ADEE AVENUE,BURKE AVENUE,ADEE AVENUE,BURKE AVENUE,CRUGER AVENUE,,,,,,,
58847458,2023-09-19T01:06:27.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,,,,,,,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-09-21T11:25:17.000,0 Unspecified,,Unspecified,,,MOBILE,Unspecified,Unspecified,,,,,,,,,,,,JFK Airport,,,
58854969,2023-09-19T01:06:12.000,2023-09-19T02:36:47.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11218,1115 DORCHESTER ROAD,DORCHESTER ROAD,ADDRESS,BROOKLYN,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-19T02:36:50.000,14 BROOKLYN,3051540035,BROOKLYN,993320,171619,MOBILE,Unspecified,BROOKLYN,40.63772645993418,-73.96732000538408,"{'latitude': '40.63772645993418', 'longitude': '-73.96732000538408', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",STRATFORD ROAD,WESTMINSTER ROAD,STRATFORD ROAD,WESTMINSTER ROAD,DORCHESTER ROAD,,,,,,,
58848954,2023-09-19T01:05:50.000,2023-09-19T21:31:18.000,DSNY,Department of Sanitation,Illegal Dumping,Chronic Dumping,Street,11233,191 ROCKAWAY AVENUE,ROCKAWAY AVENUE,ADDRESS,BROOKLYN,Closed,The Department of Sanitation periodically conducted surveillance at the location and during those times no violations were observed.,2023-09-19T21:31:22.000,16 BROOKLYN,3014350003,BROOKLYN,1008951,185569,MOBILE,Unspecified,BROOKLYN,40.675986332472675,-73.91094908955097,"{'latitude': '40.675986332472675', 'longitude': '-73.91094908955097', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",ATLANTIC AVENUE,PACIFIC STREET,ATLANTIC AVENUE,PACIFIC STREET,ROCKAWAY AVENUE,,,,,,,
