unique_key,created_date,closed_date,agency,agency_name,complaint_type,descriptor,location_type,incident_zip,incident_address,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,status,resolution_description,resolution_action_updated_date,community_board,bbl,borough,x_coordinate_state_plane,y_coordinate_state_plane,open_data_channel_type,park_facility_name,park_borough,latitude,longitude,location,facility_type,bridge_highway_name,bridge_highway_segment,road_ramp,taxi_pick_up_location,bridge_highway_direction,taxi_company_borough,due_date
58909607,2023-09-23T19:48:47.000,2023-09-23T20:20:04.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10025,140 WEST  104 STREET,WEST  104 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST  104 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T20:20:10.000,07 MANHATTAN,1018550001,MANHATTAN,993801,230239,ONLINE,Unspecified,MANHATTAN,40.79862370810118,-73.96550374417566,"{'latitude': '40.79862370810118', 'longitude': '-73.96550374417566', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907963,2023-09-23T19:48:30.000,2023-09-23T20:04:47.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10310,778 HENDERSON AVENUE,HENDERSON AVENUE,BROADWAY,CHAPPELL STREET,BROADWAY,CHAPPELL STREET,ADDRESS,STATEN ISLAND,HENDERSON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T20:04:50.000,01 STATEN ISLAND,5001960001,STATEN ISLAND,951487,171331,ONLINE,Unspecified,STATEN ISLAND,40.63688001184206,-74.11804645884163,"{'latitude': '40.63688001184206', 'longitude': '-74.11804645884163', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907853,2023-09-23T19:48:20.000,2023-09-23T20:26:01.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11203,4405 GLENWOOD ROAD,GLENWOOD ROAD,TROY AVENUE,EAST   45 STREET,TROY AVENUE,EAST   45 STREET,ADDRESS,BROOKLYN,GLENWOOD ROAD,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T20:26:06.000,17 BROOKLYN,3050190005,BROOKLYN,1002507,170575,PHONE,Unspecified,BROOKLYN,40.63484673112171,-73.93422128364573,"{'latitude': '40.63484673112171', 'longitude': '-73.93422128364573', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908496,2023-09-23T19:48:11.000,2023-09-23T20:11:33.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10467,690 ALLERTON AVENUE,ALLERTON AVENUE,OLINVILLE AVENUE,WHITE PLAINS ROAD,OLINVILLE AVENUE,WHITE PLAINS ROAD,ADDRESS,BRONX,ALLERTON AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T20:11:36.000,11 BRONX,2044290035,BRONX,1020830,254599,ONLINE,Unspecified,BRONX,40.865414272365214,-73.86774779049907,"{'latitude': '40.865414272365214', 'longitude': '-73.86774779049907', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906832,2023-09-23T19:48:02.000,2023-09-23T21:10:13.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11385,69-05 60 LANE,60 LANE,69 AVENUE,70 AVENUE,69 AVENUE,70 AVENUE,ADDRESS,RIDGEWOOD,60 LANE,Closed,The Police Department issued a summons in response to the complaint.,2023-09-23T21:10:16.000,05 QUEENS,4035360001,QUEENS,1012741,195280,ONLINE,Unspecified,QUEENS,40.70262938919712,-73.89724449947717,"{'latitude': '40.70262938919712', 'longitude': '-73.89724449947717', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906597,2023-09-23T19:47:52.000,2023-09-23T20:41:23.000,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,11379,61-57 67 STREET,67 STREET,61 ROAD,61 DRIVE,61 ROAD,61 DRIVE,ADDRESS,MIDDLE VILLAGE,67 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T20:41:26.000,05 QUEENS,4027850001,QUEENS,1013888,200609,MOBILE,Unspecified,QUEENS,40.71725245178833,-73.89308428077719,"{'latitude': '40.71725245178833', 'longitude': '-73.89308428077719', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907872,2023-09-23T19:47:33.000,2023-09-23T20:27:16.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11421,90-27 78 STREET,78 STREET,90 ROAD,91 AVENUE,90 ROAD,91 AVENUE,ADDRESS,WOODHAVEN,78 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T20:27:20.000,09 QUEENS,4089570042,QUEENS,1022322,189605,PHONE,Unspecified,QUEENS,40.68701681404334,-73.86272183699243,"{'latitude': '40.68701681404334', 'longitude': '-73.86272183699243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909353,2023-09-23T19:46:34.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Residential Building/House,10018,437 WEST   36 STREET,WEST   36 STREET,DYER AVENUE UNDERPASS 31 ST,10 AVENUE,DYER AVENUE UNDERPASS   31 ST,10 AVENUE,ADDRESS,NEW YORK,WEST   36 STREET,Closed,The mobile outreach response team went to the location provided but could not find the individual that you reported.,2023-09-23T20:22:25.000,04 MANHATTAN,1007340013,MANHATTAN,985044,214497,MOBILE,Unspecified,MANHATTAN,40.755421189617834,-73.9971340946529,"{'latitude': '40.755421189617834', 'longitude': '-73.9971340946529', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906681,2023-09-23T19:46:09.000,,DHS,Department of Homeless Services,Homeless Person Assistance,,Street/Sidewalk,10014,2 CORNELIA STREET,CORNELIA STREET,WEST 4 STREET,BLEECKER STREET,WEST    4 STREET,BLEECKER STREET,ADDRESS,NEW YORK,CORNELIA STREET,Closed,"The mobile outreach response team offered services to the individual, but the individual did not accept assistance.",2023-09-24T01:02:23.000,02 MANHATTAN,1005897501,MANHATTAN,983854,205844,MOBILE,Unspecified,MANHATTAN,40.731670893056894,-74.00142883377391,"{'latitude': '40.731670893056894', 'longitude': '-74.00142883377391', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906694,2023-09-23T19:46:06.000,2023-09-28T14:39:24.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,11223,407 AVENUE U,AVENUE U,EAST    2 STREET,EAST    3 STREET,EAST    2 STREET,EAST    3 STREET,ADDRESS,BROOKLYN,AVENUE U,Closed,The Department of Sanitation cleaned the location.,2023-09-28T10:46:20.000,15 BROOKLYN,3071050023,BROOKLYN,992848,156945,ONLINE,Unspecified,BROOKLYN,40.59744984860903,-73.96903934921194,"{'latitude': '40.59744984860903', 'longitude': '-73.96903934921194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908130,2023-09-23T19:46:02.000,2023-09-27T20:14:34.000,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,RESIDENTIAL BUILDING,11237,857 HART STREET,HART STREET,,,,,ADDRESS,BROOKLYN,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-09-27T00:00:00.000,04 BROOKLYN,3032200044,BROOKLYN,1005807,195205,PHONE,Unspecified,BROOKLYN,40.702443140750376,-73.92225285461829,"{'latitude': '40.702443140750376', 'longitude': '-73.92225285461829', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908293,2023-09-23T19:45:57.000,2023-10-03T05:47:18.000,DSNY,Department of Sanitation,Dirty Condition,Trash,Sidewalk,10475,BIVONA STREET,BIVONA STREET,BIVONA STREET,BOSTON ROAD,BIVONA STREET,BOSTON ROAD,INTERSECTION,,,Closed,The Department of Sanitation cleaned the location.,2023-10-03T05:47:22.000,12 BRONX,,BRONX,1030257,261454,PHONE,Unspecified,BRONX,40.88418500438301,-73.83361818805416,"{'latitude': '40.88418500438301', 'longitude': '-73.83361818805416', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909028,2023-09-23T19:45:53.000,2023-09-23T19:49:54.000,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11206,991 MYRTLE AVENUE,MYRTLE AVENUE,THROOP AVENUE,MARCUS GARVEY BOULEVARD,THROOP AVENUE,MARCUS GARVEY BOULEVARD,ADDRESS,BROOKLYN,MYRTLE AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T19:49:59.000,03 BROOKLYN,3017490015,BROOKLYN,1000273,192922,MOBILE,Unspecified,BROOKLYN,40.69618859110066,-73.94221711868975,"{'latitude': '40.69618859110066', 'longitude': '-73.94221711868975', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58913391,2023-09-23T19:45:44.000,2023-11-02T00:00:00.000,DOB,Department of Buildings,Boilers,Boiler - Defective/Inoperative/No Permit,,10037,45 WEST  132 STREET,WEST  132 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2023-11-02T00:00:00.000,10 MANHATTAN,1017300009,MANHATTAN,1000726,234925,UNKNOWN,Unspecified,MANHATTAN,40.81147528650519,-73.94048056869856,"{'latitude': '40.81147528650519', 'longitude': '-73.94048056869856', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",N/A,,,,,,,
58908900,2023-09-23T19:45:43.000,2023-09-23T20:03:59.000,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,11231,191 UNION STREET,UNION STREET,HICKS STREET,HENRY STREET,HICKS STREET,HENRY STREET,ADDRESS,BROOKLYN,UNION STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T20:04:04.000,06 BROOKLYN,3003370027,BROOKLYN,984166,188346,ONLINE,Unspecified,BROOKLYN,40.68364302931577,-74.00030286766025,"{'latitude': '40.68364302931577', 'longitude': '-74.00030286766025', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909361,2023-09-23T19:45:34.000,2023-09-26T13:18:33.000,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,Sidewalk,10306,103 CRANFORD AVENUE,CRANFORD AVENUE,JOEL PLACE,HITCHCOCK AVENUE,JOEL PLACE,HITCHCOCK AVENUE,ADDRESS,STATEN ISLAND,CRANFORD AVENUE,Closed,The Department of Sanitation cleaned the location.,2023-09-26T10:33:08.000,03 STATEN ISLAND,5043160075,STATEN ISLAND,948658,147800,ONLINE,Unspecified,STATEN ISLAND,40.57228137055963,-74.12811545048812,"{'latitude': '40.57228137055963', 'longitude': '-74.12811545048812', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906412,2023-09-23T19:44:58.000,2023-09-23T20:11:18.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11378,53-55 67 STREET,67 STREET,DEAD END,53 DRIVE,DEAD END,53 DRIVE,ADDRESS,MASPETH,67 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-23T20:11:21.000,05 QUEENS,4024040032,QUEENS,1012560,205189,MOBILE,Unspecified,QUEENS,40.72982778321423,-73.89785561994367,"{'latitude': '40.72982778321423', 'longitude': '-73.89785561994367', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906260,2023-09-23T19:44:49.000,2023-09-23T20:18:59.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11419,101-31 110 STREET,110 STREET,101 AVENUE,103 AVENUE,101 AVENUE,103 AVENUE,ADDRESS,SOUTH RICHMOND HILL,110 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T20:19:05.000,09 QUEENS,4094280061,QUEENS,1030458,189784,ONLINE,Unspecified,QUEENS,40.68746939095295,-73.83338428139834,"{'latitude': '40.68746939095295', 'longitude': '-73.83338428139834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906778,2023-09-23T19:44:01.000,2023-09-23T23:03:13.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11101,27-17 42 ROAD,42 ROAD,27 STREET,28 STREET,27 STREET,28 STREET,ADDRESS,LONG ISLAND CITY,42 ROAD,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T23:03:16.000,02 QUEENS,4004227501,QUEENS,1000790,212277,MOBILE,Unspecified,QUEENS,40.74931241877264,-73.94030512418459,"{'latitude': '40.74931241877264', 'longitude': '-73.94030512418459', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907358,2023-09-23T19:43:56.000,2023-09-23T20:22:01.000,NYPD,New York City Police Department,Non-Emergency Police Matter,Trespassing,Residential Building/House,11231,624 CLINTON STREET,CLINTON STREET,CENTRE MALL,BUSH STREET,CENTRE MALL,BUSH STREET,ADDRESS,BROOKLYN,CLINTON STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T20:22:05.000,06 BROOKLYN,3005380001,BROOKLYN,983643,184858,ONLINE,Unspecified,BROOKLYN,40.67406923864178,-74.00218826523523,"{'latitude': '40.67406923864178', 'longitude': '-74.00218826523523', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906916,2023-09-23T19:43:55.000,2023-09-23T22:02:17.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,253 WILSON AVENUE,WILSON AVENUE,HIMROD STREET,HARMAN STREET,HIMROD STREET,HARMAN STREET,ADDRESS,BROOKLYN,WILSON AVENUE,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T22:02:21.000,04 BROOKLYN,3032770002,BROOKLYN,1006160,193594,ONLINE,Unspecified,BROOKLYN,40.69802045713417,-73.92098497188098,"{'latitude': '40.69802045713417', 'longitude': '-73.92098497188098', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907673,2023-09-23T19:43:12.000,2023-09-23T19:43:12.000,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10040,900 WEST  190 STREET,WEST  190 STREET,FORT WASHINGTON AVENUE,CABRINI BOULEVARD,FORT WASHINGTON AVENUE,CABRINI BOULEVARD,ADDRESS,NEW YORK,WEST  190 STREET,Closed,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,2023-09-23T19:43:12.000,12 MANHATTAN,1021790373,MANHATTAN,1002023,251562,PHONE,Unspecified,MANHATTAN,40.85713652443127,-73.93575108556061,"{'latitude': '40.85713652443127', 'longitude': '-73.93575108556061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909492,2023-09-23T19:43:02.000,2023-09-23T22:22:18.000,NYPD,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,11234,1869 HENDRICKSON STREET,HENDRICKSON STREET,AVENUE R,FILLMORE AVENUE,AVENUE R,FILLMORE AVENUE,ADDRESS,BROOKLYN,HENDRICKSON STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T22:22:21.000,18 BROOKLYN,3084860011,BROOKLYN,1003821,163261,PHONE,Unspecified,BROOKLYN,40.61476853459154,-73.92950823992456,"{'latitude': '40.61476853459154', 'longitude': '-73.92950823992456', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906536,2023-09-23T19:43:00.000,2023-10-06T18:06:04.000,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,10031,618 WEST  136 STREET,WEST  136 STREET,,,,,ADDRESS,NEW YORK,,Closed,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2023-10-06T00:00:00.000,09 MANHATTAN,1020020091,MANHATTAN,996633,238410,ONLINE,Unspecified,MANHATTAN,40.82104731868181,-73.95526006866052,"{'latitude': '40.82104731868181', 'longitude': '-73.95526006866052', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908234,2023-09-23T19:41:21.000,,TLC,Taxi and Limousine Commission,For Hire Vehicle Complaint,Driver Complaint - Passenger,Street,10463,565 WEST  235 STREET,WEST  235 STREET,JOHNSON AVENUE,NETHERLAND AVENUE,JOHNSON AVENUE,NETHERLAND AVENUE,ADDRESS,BRONX,WEST  235 STREET,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-12T11:09:12.000,08 BRONX,2057940484,BRONX,1009061,261986,PHONE,Unspecified,BRONX,40.88573022268605,-73.91027032132727,"{'latitude': '40.88573022268605', 'longitude': '-73.91027032132727', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,"565 WEST  235 STREET, BRONX, NY, 10463",,BRONX,
58907461,2023-09-23T19:41:15.000,2023-09-23T20:42:56.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10460,975 EAST  181 STREET,EAST  181 STREET,VYSE AVENUE,BRYANT AVENUE,VYSE AVENUE,BRYANT AVENUE,ADDRESS,BRONX,EAST  181 STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T20:43:00.000,06 BRONX,2031340035,BRONX,1017597,246988,ONLINE,Unspecified,BRONX,40.84453717246229,-73.87947430159765,"{'latitude': '40.84453717246229', 'longitude': '-73.87947430159765', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908367,2023-09-23T19:40:57.000,2023-09-23T19:53:26.000,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11103,25-46 42 STREET,42 STREET,25 AVENUE,28 AVENUE,25 AVENUE,28 AVENUE,ADDRESS,ASTORIA,42 STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T19:53:30.000,01 QUEENS,4006850064,QUEENS,1009061,218655,MOBILE,Unspecified,QUEENS,40.76679905116111,-73.9104305572561,"{'latitude': '40.76679905116111', 'longitude': '-73.9104305572561', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907964,2023-09-23T19:40:48.000,2023-09-23T20:17:40.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11237,24 IRVING AVENUE,IRVING AVENUE,JEFFERSON STREET,TROUTMAN STREET,JEFFERSON STREET,TROUTMAN STREET,ADDRESS,BROOKLYN,IRVING AVENUE,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T20:17:45.000,04 BROOKLYN,3031750028,BROOKLYN,1004980,196202,ONLINE,Unspecified,BROOKLYN,40.70518164646714,-73.92523242952805,"{'latitude': '40.70518164646714', 'longitude': '-73.92523242952805', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58905715,2023-09-23T19:40:18.000,2023-09-23T21:02:57.000,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11208,35 CHESTNUT STREET,CHESTNUT STREET,JAMAICA AVENUE,ETNA STREET,JAMAICA AVENUE,ETNA STREET,ADDRESS,BROOKLYN,CHESTNUT STREET,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,2023-09-23T21:03:01.000,05 BROOKLYN,3041040015,BROOKLYN,1018515,189658,PHONE,Unspecified,BROOKLYN,40.68717784371085,-73.87644864338289,"{'latitude': '40.68717784371085', 'longitude': '-73.87644864338289', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58907322,2023-09-23T19:40:04.000,2023-09-23T20:10:08.000,NYPD,New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10473,715 SOUNDVIEW AVENUE,SOUNDVIEW AVENUE,ST LAWRENCE AVENUE,COMMONWEALTH AVENUE,ST LAWRENCE AVENUE,COMMONWEALTH AVENUE,ADDRESS,BRONX,SOUNDVIEW AVENUE,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T20:10:11.000,09 BRONX,2035960035,BRONX,1021708,238046,ONLINE,Unspecified,BRONX,40.819977501089944,-73.86466591292151,"{'latitude': '40.819977501089944', 'longitude': '-73.86466591292151', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906801,2023-09-23T19:39:51.000,2023-09-23T20:35:28.000,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11378,53-39 67 STREET,67 STREET,DEAD END,53 DRIVE,DEAD END,53 DRIVE,ADDRESS,MASPETH,67 STREET,Closed,The Police Department responded to the complaint and took action to fix the condition.,2023-09-23T20:35:31.000,05 QUEENS,4024040039,QUEENS,1012553,205256,MOBILE,Unspecified,QUEENS,40.730011704103646,-73.89788059457362,"{'latitude': '40.730011704103646', 'longitude': '-73.89788059457362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908534,2023-09-23T19:38:45.000,2023-09-23T20:06:53.000,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11378,53-39 67 STREET,67 STREET,DEAD END,53 DRIVE,DEAD END,53 DRIVE,ADDRESS,MASPETH,67 STREET,Closed,The Police Department reviewed your complaint and provided additional information below.,2023-09-23T20:06:56.000,05 QUEENS,4024040039,QUEENS,1012553,205256,MOBILE,Unspecified,QUEENS,40.730011704103646,-73.89788059457362,"{'latitude': '40.730011704103646', 'longitude': '-73.89788059457362', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58909334,2023-09-23T19:38:33.000,,TLC,Taxi and Limousine Commission,Taxi Complaint,Driver Complaint - Passenger,,10011,12 WEST   18 STREET,WEST   18 STREET,5 AVENUE,AVENUE OF THE AMERICAS,5 AVENUE,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WEST   18 STREET,In Progress,"The Taxi and Limousine Commission (TLC) has received your complaint. Within 30 days, the TLC representative who will be handling your case will contact you.",2023-10-19T14:40:37.000,05 MANHATTAN,1008197501,MANHATTAN,986323,208442,MOBILE,Unspecified,MANHATTAN,40.73880152830975,-73.99251947118944,"{'latitude': '40.73880152830975', 'longitude': '-73.99251947118944', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,"12 WEST   18 STREET, MANHATTAN (NEW YORK), NY, 10011",,,
58908789,2023-09-23T19:38:01.000,2023-09-26T14:21:55.000,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Taxi,10168,EAST   42 STREET,EAST   42 STREET,EAST   42 STREET,LEXINGTON AVENUE,EAST   42 STREET,LEXINGTON AVENUE,INTERSECTION,,,Closed,See notes for information.,2023-09-26T14:21:57.000,05 MANHATTAN,,MANHATTAN,990886,213048,PHONE,Unspecified,MANHATTAN,40.75144159778515,-73.97604910329608,"{'latitude': '40.75144159778515', 'longitude': '-73.97604910329608', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,"EAST   42 STREET AND LEXINGTON AVENUE, MANHATTAN, NY, 10168",,,
58906665,2023-09-23T19:38:00.000,,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Residential Building,10460,1705 HOE AVENUE,HOE AVENUE,EAST  173 STREET,EAST  174 STREET,EAST  173 STREET,EAST  174 STREET,ADDRESS,BRONX,HOE AVENUE,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",2023-09-25T13:53:24.000,03 BRONX,2029830030,BRONX,1015446,244002,ONLINE,Unspecified,BRONX,40.83634934042209,-73.88726251817741,"{'latitude': '40.83634934042209', 'longitude': '-73.88726251817741', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58906618,2023-09-23T19:37:49.000,2023-09-26T17:08:33.000,DPR,Department of Parks and Recreation,Illegal Tree Damage,Trunk Damaged,Street,10462,1630 BOGART AVENUE,BOGART AVENUE,PIERCE AVENUE,VAN NEST AVENUE,PIERCE AVENUE,VAN NEST AVENUE,ADDRESS,BRONX,BOGART AVENUE,Closed,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,2023-09-26T17:08:36.000,11 BRONX,2040930049,BRONX,1024106,247128,ONLINE,Unspecified,BRONX,40.8448944509071,-73.85594810073067,"{'latitude': '40.8448944509071', 'longitude': '-73.85594810073067', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908190,2023-09-23T19:37:48.000,2023-09-23T19:57:21.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,10002,114 SUFFOLK STREET,SUFFOLK STREET,DELANCEY STREET,RIVINGTON STREET,DELANCEY STREET,RIVINGTON STREET,ADDRESS,NEW YORK,SUFFOLK STREET,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2023-09-23T19:57:25.000,03 MANHATTAN,1003480009,MANHATTAN,988105,201209,PHONE,Unspecified,MANHATTAN,40.718948112644746,-73.98609317487363,"{'latitude': '40.718948112644746', 'longitude': '-73.98609317487363', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908192,2023-09-23T19:37:22.000,2023-09-23T19:42:26.000,NYPD,New York City Police Department,Drug Activity,Use Outside,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,2023-09-23T19:42:34.000,08 QUEENS,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,40.71724956934783,-73.80343340538089,"{'latitude': '40.71724956934783', 'longitude': '-73.80343340538089', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
58908281,2023-09-23T19:37:18.000,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Power Lines,Street,10306,230 HETT AVENUE,HETT AVENUE,DEAD END,MICHELLE LANE,DEAD END,MICHELLE LANE,ADDRESS,STATEN ISLAND,HETT AVENUE,In Progress,,,03 STATEN ISLAND,5040710030,STATEN ISLAND,954929,143621,ONLINE,Unspecified,STATEN ISLAND,40.5608337917065,-74.10552452850243,"{'latitude': '40.5608337917065', 'longitude': '-74.10552452850243', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,,,,,
